0	Index      	Bounty	 *	Score 	Summary	Detail	
1	46231 12331	3	 * 	285.63	DCR|3VULN|2DMG|2TLV|1DUR|1CDMG|1AART	1aDMG|2AART|3CDMG|4aTLV|5DUR|6FEWX|79aVULN|8RCR|aBPWR
172	46251 31222	8	   	258.92	DCR|3VULN|2DMG|2AART|1DUR|1CDMG	15DMG|27AART|3CDMG|469VULN|8DUR|aRCR
173	46231 53122	6	   	258.77	DCR|2VULN|2DMG|2TLV|2CDMG|2AART	17DMG|24AART|37CDMG|57TLV|6RMIN|7BPWR|89VULN|aRCR
174	46232 13122	5	   	258.77	DCR|2VULN|2DMG|2TLV|2CDMG|2AART	17DMG|24AART|37CDMG|5RMIN|67TLV|7BPWR|89VULN|aRCR
175	23222 53462	10	   	258.77	DCR|3VULN|2DMG|2DUR|2ASPD	18DUR|28ASPD|3LHND|4RCVC|57DMG|689VULN|8BPWR|aRCR
176	46231 33122	5	   	258.67	DCR|2VULN|2DMG|2TLV|2CDMG|2AART|1NUKE	17DMG|24AART|37CDMG|57TLV|6NUKE|7BPWR|89VULN|aRCR
177	41113 35532	5	   	258.27	DCR|3VULN|3DMG|2DUR	169DMG|28DUR|3RMIN|49CGEN|569VULN|69BPWR|7TBNT|aRCR
178	21581 72244	1	   	258.17	DCR|3VULN|3DMG|2DUR	1aDUR|2MBVNT|3FEWX|46aVULN|57aDMG|8RCR|9RMIN|aBPWR
179	46232 32112	3	 * 	258.13	DCR|3VULN|1TLV|1DMG|2CDMG|1AART	1DMG|2AART|38CDMG|4TLV|567VULN|9ASPD|aRCR
180	21332 53215	8	   	257.96	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG|1AART	14DUR|2AART|38VULN|5CDMG|6RCR|7ASPD|9DMG|aTLV
181	24611 25232	4	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|29DMG|3TLV|4CGEN|5RCVC|6TBNT|7RCR|89VULN|9BPWR|aCDMG
182	24611 25232	5	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|29DMG|3TLV|45CGEN|6TBNT|7RCR|89VULN|9BPWR|aCDMG
183	24623 25232	3	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|29DMG|3TLV|4RCVC|5CGEN|6TBNT|7RCR|89VULN|9BPWR|aCDMG
184	41611 25232	5	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DMG|29DUR|3TLV|45CGEN|6TBNT|7RCR|89VULN|9BPWR|aCDMG
185	41611 25232	4	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DMG|29DUR|3TLV|4CGEN|5RCVC|6TBNT|7RCR|89VULN|9BPWR|aCDMG
186	41623 25232	3	   	257.68	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	19DMG|29DUR|3TLV|4RCVC|5CGEN|6TBNT|7RCR|89VULN|9BPWR|aCDMG
187	23613 43511	6	   	257.59	DCR|2VULN|3DUR|2TLV|2ASPD|1CDMG	189DUR|29ASPD|36TLV|4CGEN|59VULN|7RCR|9BPWR|aCDMG
188	21332 52221	6	   	257.44	DCR|4VULN|2DUR|1CDMG|1AART	14DUR|2AART|3789VULN|5CDMG|6RCR|aLIT
189	21235 12536	2	   	257.41	DCR|2VULN|3DUR|2TLV|1DMG|1AART	148DUR|2AART|3TBNT|58VULN|6RCR|78TLV|8BPWR|9LHND|aDMG
190	24331 34236	6	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	135DUR|25DMG|4RPLT|5BPWR|69VULN|7RCVC|8TLV|aRCR
191	41331 34236	6	   	257.26	DCR|2VULN|3DUR|2DMG|1TLV	15DMG|235DUR|4RPLT|5BPWR|69VULN|7RCVC|8TLV|aRCR
192	21161 11144	7	   	257.22	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2AART|3LIT|4RPLT|58aVULN|6aTLV|7RMIN|9RCR|aBPWR
193	21163 22144	6	   	257.22	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2AART|3LIT|4RPLT|5aTLV|6RMIN|78aVULN|9RCR|aBPWR
194	21163 23144	7	   	257.22	DCR|3VULN|2TLV|2DUR|1AART	1aDUR|2AART|3LIT|4RPLT|5aTLV|6RMIN|78aVULN|9RCR|aBPWR
195	24323 45231	3	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	139DUR|29DMG|4ERES|5CGEN|6TBNT|7RCR|89VULN|9BPWR|aTLV
196	41323 45231	3	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	19DMG|239DUR|4ERES|5CGEN|6TBNT|7RCR|89VULN|9BPWR|aTLV
197	22323 42245	6	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	134DUR|2ZMB|57VULN|68DMG|9RCR|aTLV
198	24321 32245	5	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	134DUR|28DMG|5MLV|67VULN|9RCR|aTLV
199	24323 22245	6	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	134DUR|28DMG|57VULN|6CGEN|9RCR|aTLV
200	24325 15213	6	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	134DUR|26DMG|5DMSP|7RCR|8aVULN|9TLV
201	24326 15213	6	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	134DUR|26DMG|5RCVC|7RCR|8aVULN|9TLV
202	41321 32245	5	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|234DUR|5MLV|67VULN|9RCR|aTLV
203	41323 22245	6	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|234DUR|57VULN|6CGEN|9RCR|aTLV
204	41325 15213	6	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	16DMG|234DUR|5DMSP|7RCR|8aVULN|9TLV
205	41326 15213	6	   	257.16	DCR|2VULN|3DUR|2DMG|1TLV	16DMG|234DUR|5RCVC|7RCR|8aVULN|9TLV
206	22432 32245	1	   	257.06	DCR|2VULN|3DUR|2DMG|1TLV	123DUR|23BPWR|48DMG|5ERES|67VULN|9RCR|aTLV
207	24322 32245	4	   	257.06	DCR|2VULN|3DUR|2DMG|1TLV	134DUR|28DMG|5ERES|67VULN|9RCR|aTLV
208	24322 32245	5	   	257.06	DCR|2VULN|3DUR|2DMG|1TLV	134DUR|28DMG|5ERES|67VULN|9RCR|aTLV
209	41322 32245	4	   	257.06	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|234DUR|5ERES|67VULN|9RCR|aTLV
210	41322 32245	5	   	257.06	DCR|2VULN|3DUR|2DMG|1TLV	18DMG|234DUR|5ERES|67VULN|9RCR|aTLV
211	21332 53234	10	   	256.45	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	14DUR|2AART|389VULN|5CDMG|6RCR|7ASPD|aDMG
212	14324 21413	3	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1FEWX|2DMG|3DUR|468VULN|5aCDMG|7TLV|9RCR
213	24124 21413	2	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1DUR|2DMG|3LWND|468VULN|5aCDMG|7TLV|9RCR
214	41124 21413	2	   	256.42	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1DMG|2DUR|3LWND|468VULN|5aCDMG|7TLV|9RCR
215	34324 21413	3	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1DUST|2DMG|3DUR|468VULN|5aCDMG|7TLV|9RCR
216	43324 21413	3	   	256.32	DCR|3VULN|1TLV|1DMG|2CDMG|1DUR	1DMG|2DUST|3DUR|468VULN|5aCDMG|7TLV|9RCR
217	21581 38123	1	   	256.17	DCR|3VULN|2DMG|2DUR|1CDMG	17DUR|2MBVNT|3FEWX|47aVULN|57DMG|6RCR|7BPWR|8CDMG|9MLV
218	21323 42345	4	   	256.13	DCR|3VULN|3DUR|1DMG|1AART	156DUR|2AART|35aVULN|4RPLT|5BPWR|7ASPD|8RCR|9DMG
219	21224 46122	5	   	256.12	DCR|3VULN|2DUR|1DMG|2AART|1CDMG	18DUR|24AART|3DMG|589VULN|6RCR|78BEXP|8BPWR|aCDMG
220	11224 44122	5	   	256.12	DCR|3VULN|2DUR|1DMG|2AART|1CDMG	18FEWX|24AART|3DMG|589VULN|6RCR|78DUR|8BPWR|aCDMG
221	11433 42331	6	   	256.05	DCR|3VULN|1TLV|2ASPD|1DUR|1CDMG|1AART	1aFEWX|2AART|3CDMG|4aASPD|5TLV|6DUR|79aVULN|8RCR|aBPWR
222	23611 23512	6	   	255.92	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	189DUR|29ASPD|3TLV|45CGEN|69VULN|7RCR|9BPWR|aDMG
223	23611 53512	5	   	255.92	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	189DUR|29ASPD|3TLV|45CGEN|69VULN|7RCR|9BPWR|aDMG
224	23611 53512	4	   	255.92	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	189DUR|29ASPD|3TLV|4CGEN|5RCVC|69VULN|7RCR|9BPWR|aDMG
225	23613 63512	5	   	255.92	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	189DUR|29ASPD|3TLV|46CGEN|59VULN|7RCR|9BPWR|aDMG
226	23623 53512	3	   	255.92	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	189DUR|29ASPD|3TLV|4RCVC|5CGEN|69VULN|7RCR|9BPWR|aDMG
227	31224 44122	5	   	255.92	DCR|3VULN|2DUR|1DMG|2AART|1CDMG	18DUST|24AART|3DMG|589VULN|6RCR|78DUR|8BPWR|aCDMG
228	24322 46233	10	   	255.75	DCR|3VULN|3DUR|2DMG	134DUR|2aDMG|5ERES|69aVULN|7RCR|8aFEWX|aBPWR
229	24331 34226	9	   	255.75	DCR|3VULN|3DUR|2DMG	135DUR|25DMG|4RPLT|5BPWR|678VULN|9CGEN|aRCR
230	41322 46233	10	   	255.75	DCR|3VULN|3DUR|2DMG	1aDMG|234DUR|5ERES|69aVULN|7RCR|8aFEWX|aBPWR
231	41331 34226	9	   	255.75	DCR|3VULN|3DUR|2DMG	15DMG|235DUR|4RPLT|5BPWR|678VULN|9CGEN|aRCR
232	23653 23312	6	   	255.72	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	159DUR|29ASPD|3TLV|48ERES|69VULN|7RCR|9BPWR|aDMG
233	23653 53312	5	   	255.72	DCR|2VULN|3DUR|1TLV|1DMG|2ASPD	159DUR|29ASPD|3TLV|48ERES|69VULN|7RCR|9BPWR|aDMG
234	22323 42243	6	   	255.65	DCR|3VULN|3DUR|2DMG	134DUR|2ZMB|57aVULN|68DMG|9RCR
235	22436 32243	1	   	255.65	DCR|3VULN|3DUR|2DMG	123DUR|23BPWR|48DMG|5CGEN|67aVULN|9RCR
236	24321 32243	5	   	255.65	DCR|3VULN|3DUR|2DMG	134DUR|28DMG|5MLV|67aVULN|9RCR
237	24321 42243	6	   	255.65	DCR|3VULN|3DUR|2DMG	134DUR|28DMG|5MLV|67aVULN|9RCR
238	24323 22243	6	   	255.65	DCR|3VULN|3DUR|2DMG	134DUR|28DMG|57aVULN|6CGEN|9RCR
239	24323 26263	7	   	255.65	DCR|3VULN|3DUR|2DMG	134DUR|28DMG|59aVULN|6CGEN|7RCR
240	24326 32243	4	   	255.65	DCR|3VULN|3DUR|2DMG	134DUR|28DMG|5CGEN|67aVULN|9RCR
241	24362 12243	6	   	255.65	DCR|3VULN|3DUR|2DMG	136DUR|28DMG|4CGEN|57aVULN|9RCR
242	41321 32243	5	   	255.65	DCR|3VULN|3DUR|2DMG	18DMG|234DUR|5MLV|67aVULN|9RCR
243	41321 42243	6	   	255.65	DCR|3VULN|3DUR|2DMG	18DMG|234DUR|5MLV|67aVULN|9RCR
244	41323 22243	6	   	255.65	DCR|3VULN|3DUR|2DMG	18DMG|234DUR|57aVULN|6CGEN|9RCR
245	41323 26263	7	   	255.65	DCR|3VULN|3DUR|2DMG	18DMG|234DUR|59aVULN|6CGEN|7RCR
246	41326 32243	4	   	255.65	DCR|3VULN|3DUR|2DMG	18DMG|234DUR|5CGEN|67aVULN|9RCR
247	41362 12243	6	   	255.65	DCR|3VULN|3DUR|2DMG	18DMG|236DUR|4CGEN|57aVULN|9RCR
248	24321 46233	10	   	255.65	DCR|3VULN|3DUR|2DMG	134DUR|2aDMG|5MLV|69aVULN|7RCR|8aDUST|aBPWR
249	24362 16233	10	   	255.65	DCR|3VULN|3DUR|2DMG	136DUR|2aDMG|4CGEN|59aVULN|7RCR|8aDUST|aBPWR
250	41321 46233	10	   	255.65	DCR|3VULN|3DUR|2DMG	1aDMG|234DUR|5MLV|69aVULN|7RCR|8aDUST|aBPWR
251	41362 16233	10	   	255.65	DCR|3VULN|3DUR|2DMG	1aDMG|236DUR|4CGEN|59aVULN|7RCR|8aDUST|aBPWR
