0	Index      	 *	Score 	Summary	Detail	
1	41162 22512	 * 	233.20	ACR|1BASARM|2ASPD|2DMG|1CDMG	1LWND|2RCR|36DMG|46ASPD|5NUKE|6BPWR|7DUR|8CDMG|9MBVNT|aBASARM
157	41121 22424	   	211.41	ACR|3DMG|2BEXP|1ASPD|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ZMB|8AAC|9AART|aASPD
158	41121 23422	   	211.41	ACR|3DMG|2BEXP|1ASPD|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9AART|aLIT
159	41121 23423	   	211.41	ACR|3DMG|2BEXP|1ASPD|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9AART|aRPLT
160	41121 23425	   	211.41	ACR|3DMG|2BEXP|1ASPD|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9AART|aFEWX
161	41121 23426	   	211.41	ACR|3DMG|2BEXP|1ASPD|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9AART|aCGEN
162	41121 23543	   	211.41	ACR|3DMG|2BEXP|1ASPD|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8LHND|9MDPS|aAART
163	41412 23422	   	211.41	ACR|3ASPD|2BEXP|1DMG|1AART	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8AAC|9AART|aLIT
164	41412 23423	   	211.41	ACR|3ASPD|2BEXP|1DMG|1AART	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8AAC|9AART|aRPLT
165	41121 23421	   	211.31	ACR|3DMG|2BEXP|1ASPD|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8AAC|9AART|aERES
166	41412 23421	   	211.31	ACR|3ASPD|2BEXP|1DMG|1AART	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8AAC|9AART|aERES
167	41412 11151	 * 	211.23	ACR|1BASARM|2ASPD|2BEXP	16LWND|2RCR|38BEXP|45ASPD|7RMIN|9RCVC|aBASARM
168	41153 12431	 * 	211.21	ACR|3VULN|2AART|1ASPD|1DMG	1LWND|2RCR|3DMG|49AART|56aVULN|7ASPD|8MLV
169	41153 12131	   	211.11	ACR|3VULN|2AART|1ASPD|1DMG	1LWND|2RCR|3DMG|49AART|56aVULN|7ASPD|8AME
170	41122 21114	   	210.03	ACR|3DMG|1VULN|1ASPD|1AART|1AAC	17LWND|2RCR|348DMG|5AART|6ASPD|9AAC|aVULN
171	41153 12221	   	210.02	ACR|2VULN|1ASPD|1DMG|1BEXP|1AART|1CDMG	1LWND|2RCR|3DMG|4AART|56VULN|7ASPD|8DUST|9CDMG|aBEXP
172	41153 12623	   	210.02	ACR|2VULN|1ASPD|1DMG|1AART|1BEXP|1CDMG	1LWND|2RCR|3DMG|4AART|56VULN|7ASPD|8BEXP|9CDMG|aERES
173	41165 23121	   	209.97	ACR|2ASPD|2DMG|1VULN|2CDMG	1LWND|2RCR|36DMG|46ASPD|5MDPS|6BPWR|78CDMG|9VULN|aDUR
174	41165 23122	   	209.97	ACR|2ASPD|2DMG|1VULN|2CDMG	1aLWND|2RCR|36DMG|46ASPD|5MDPS|6BPWR|78CDMG|9VULN
175	41165 23131	   	209.87	ACR|2ASPD|2DMG|1VULN|2CDMG	1LWND|2RCR|36DMG|46ASPD|5MDPS|6BPWR|78CDMG|9ERES|aVULN
176	41122 41232	   	209.75	ACR|3DMG|2VULN|1BEXP|1AART	19LWND|2RCR|349DMG|5AART|6LEGI|79VULN|8RMIN|9BPWR|aBEXP
177	41125 31512	 * 	209.52	ACR|3BEXP|2DMG|1VULN|2CDMG	1LWND|2RCR|34DMG|5VULN|67aBEXP|89CDMG
178	41154 33221	   	209.30	ACR|2DMG|2BEXP|1ASPD|1CDMG|1AART	1LWND|2RCR|37DMG|4AART|5ASPD|6aBEXP|8DUST|9CDMG
179	41121 21621	   	209.30	ACR|3DMG|2BEXP|1VULN|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8DUR|9AART|aRCVC
180	41412 21621	   	209.30	ACR|3ASPD|2BEXP|1VULN|1AART	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8DUR|9AART|aRCVC
181	41121 25513	   	209.20	ACR|3DMG|2BEXP|1VULN|1CDMG	1LWND|2RCR|346DMG|56BEXP|6BPWR|7RCVC|8MDPS|9VULN|aCDMG
182	41132 35141	   	209.20	ACR|2VULN|2BEXP|1ASPD|1DMG|1AART	19LWND|2RCR|3DMG|49FEWX|5ASPD|67VULN|89BEXP|9BPWR|aAART
183	41124 12522	   	209.19	ACR|1BASARM|2DMG|1BEXP|1CDMG	16LWND|2RCR|34DMG|5DUST|7DUR|8CDMG|9BEXP|aBASARM
184	41612 12522	   	209.19	ACR|1BASARM|2ASPD|1BEXP|1CDMG	16LWND|2RCR|3DUST|45ASPD|7DUR|8CDMG|9BEXP|aBASARM
185	41322 31424	   	209.19	ACR|1BASARM|2DMG|1BEXP|1CDMG	1LWND|2RCR|3CGEN|45DMG|6BEXP|7SNITOX|8LIT|9CDMG|aBASARM
186	41121 23114	   	209.12	ACR|3DMG|3BEXP|1ASPD	1aLWND|2RCR|346DMG|56aBEXP|6aBPWR|7ASPD|8DUR|9aDUST
187	41121 23214	   	209.12	ACR|3DMG|3BEXP|1ASPD	1aLWND|2RCR|346DMG|56aBEXP|6aBPWR|7ASPD|8FEWX|9aDUST
188	41121 23514	   	209.12	ACR|3DMG|3BEXP|1ASPD	1aLWND|2RCR|346DMG|56aBEXP|6aBPWR|7ASPD|8LHND|9aDUST
189	41412 23114	   	209.12	ACR|3ASPD|3BEXP|1DMG	1aLWND|2RCR|36aBEXP|456ASPD|6aBPWR|7DMG|8DUR|9aDUST
190	41412 23214	   	209.12	ACR|3ASPD|3BEXP|1DMG	1aLWND|2RCR|36aBEXP|456ASPD|6aBPWR|7DMG|8FEWX|9aDUST
191	41122 35174	   	209.09	ACR|1BASARM|2DMG|1AART|1BEXP	1LWND|2RCR|34DMG|5AART|6AME|7RPLT|8MBVNT|9BEXP|aBASARM
192	41121 23113	   	209.02	ACR|3DMG|3BEXP|1ASPD	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7ASPD|8DUR|9DUST
193	41121 23213	   	209.02	ACR|3DMG|3BEXP|1ASPD	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7ASPD|8FEWX|9DUST
194	41121 23243	   	209.02	ACR|3DMG|3BEXP|1ASPD	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7ASPD|8FEWX|9MDPS
195	41121 23513	   	209.02	ACR|3DMG|3BEXP|1ASPD	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7ASPD|8LHND|9DUST
196	41121 24263	   	209.02	ACR|3DMG|3BEXP|1ASPD	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7DUST|8FEWX|9ASPD
197	41412 23113	   	209.02	ACR|3ASPD|3BEXP|1DMG	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7DMG|8DUR|9DUST
198	41412 23213	   	209.02	ACR|3ASPD|3BEXP|1DMG	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7DMG|8FEWX|9DUST
199	41412 23243	   	209.02	ACR|3ASPD|3BEXP|1DMG	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7DMG|8FEWX|9MDPS
200	41412 23513	   	209.02	ACR|3ASPD|3BEXP|1DMG	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7DMG|8LHND|9DUST
201	41132 35121	   	209.00	ACR|2VULN|2BEXP|1ASPD|1DMG|1AART	1LWND|2RCR|3DMG|4FEWX|5ASPD|67VULN|89BEXP|aAART
202	41121 21221	   	208.98	ACR|3DMG|2BEXP|1VULN|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9AART|aDUR
203	41121 21224	   	208.98	ACR|3DMG|2BEXP|1VULN|1AART	1aLWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9AART
204	41121 21624	   	208.98	ACR|3DMG|2BEXP|1VULN|1AART	1aLWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8DUR|9AART
205	41412 21221	   	208.98	ACR|3ASPD|2BEXP|1VULN|1AART	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8FEWX|9AART|aDUR
206	41412 21224	   	208.98	ACR|3ASPD|2BEXP|1VULN|1AART	1aLWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8FEWX|9AART
207	41125 32223	   	208.96	ACR|3DMG|1VULN|1AART|1CDMG|1BEXP	1LWND|2RCR|347DMG|5VULN|6BEXP|8FEWX|9AART|aCDMG
208	41121 23431	   	208.92	ACR|3DMG|3BEXP|1ASPD	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7ASPD|8AAC|9ERES
209	41412 23431	   	208.92	ACR|3ASPD|3BEXP|1DMG	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7DMG|8AAC|9ERES
210	41122 21112	   	208.91	ACR|3DMG|2ASPD|1AART|1AAC	17aLWND|2RCR|348DMG|5AART|6aASPD|9AAC|aBPWR
211	41123 23244	   	208.91	ACR|3DMG|2ASPD|1AART|1AAC	1LWND|2RCR|346DMG|56LHND|6BPWR|7aASPD|8AART|9AAC
212	41121 21345	 * 	208.90	ACR|3DMG|2BEXP|1VULN|2AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8RPLT|9aAAC
213	41121 21226	   	208.88	ACR|3DMG|2BEXP|1VULN|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8FEWX|9AART|aDUST
214	41121 21626	   	208.88	ACR|3DMG|2BEXP|1VULN|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8DUR|9AART|aDUST
215	41121 22343	   	208.88	ACR|3DMG|2BEXP|1VULN|1AART	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ZMB|8VULN|9MDPS|aAART
216	41125 32623	   	208.88	ACR|3DMG|1VULN|2BEXP|1AART	1LWND|2RCR|347DMG|5VULN|6aBEXP|8DUR|9AART
217	41412 21226	   	208.88	ACR|3ASPD|2BEXP|1VULN|1AART	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7VULN|8FEWX|9AART|aDUST
218	41412 22343	   	208.88	ACR|3ASPD|2BEXP|1VULN|1AART	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7ZMB|8VULN|9MDPS|aAART
219	41153 23622	   	208.29	ACR|1VULN|2AART|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3DMG|4aAART|5VULN|6ASPD|7DMSP|8BEXP|9CDMG
220	41153 62221	   	208.19	ACR|1VULN|2AART|1ASPD|1DMG|1BEXP|1CDMG	1LWND|2RCR|3DMG|46AART|5VULN|7ASPD|8DUST|9CDMG|aBEXP
221	41153 43143	   	208.18	ACR|1BASARM|1VULN|1DMG|1AART|1CDMG	1LWND|2RCR|3DMG|4AART|5VULN|6CDMG|7CGEN|8MBVNT|9BASARM|aRCVC
222	41153 13523	 * 	208.06	ACR|3VULN|2DMG|1AART|1CDMG	1LWND|2RCR|3aDMG|4AART|569VULN|7CDMG|8LIT
223	41121 25151	   	207.89	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7RCVC|89VULN|aLIT
224	41153 43141	   	207.86	ACR|1BASARM|1VULN|1DMG|1AART|1CDMG	1LWND|2RCR|3DMG|4AART|5VULN|6CDMG|7CGEN|8MBVNT|9BASARM|aMLV
225	41153 43142	   	207.86	ACR|1BASARM|1VULN|1DMG|1AART|1CDMG	1LWND|2RCR|3DMG|4AART|5VULN|6CDMG|7CGEN|8MBVNT|9BASARM|aLIT
226	41121 25152	   	207.79	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7RCVC|89VULN|aAEFBLL
227	41242 15333	   	207.74	ACR|2VULN|2DMG|1CDMG|1BEXP|1AART	189LWND|2RCR|3AART|4AAC|5BEXP|69VULN|79DMG|9BPWR|aCDMG
228	41121 21653	   	207.59	ACR|3DMG|2BEXP|1VULN|1CDMG	1LWND|2RCR|346DMG|56BEXP|6BPWR|7VULN|8DUR|9MDPS|aCDMG
229	41121 24213	   	207.59	ACR|3DMG|2BEXP|1VULN|1CDMG	1LWND|2RCR|346DMG|56BEXP|6BPWR|7DUST|8FEWX|9VULN|aCDMG
230	41121 26513	   	207.59	ACR|3DMG|2BEXP|1VULN|1CDMG	17LWND|2RCR|346DMG|56BEXP|6BPWR|8MDPS|9VULN|aCDMG
231	41412 24213	   	207.59	ACR|3ASPD|2BEXP|1VULN|1CDMG	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DUST|8FEWX|9VULN|aCDMG
232	41123 21261	   	207.58	ACR|3DMG|1VULN|1ASPD|1BEXP|1AAC	1LWND|2RCR|346DMG|56LHND|6BPWR|7VULN|8BEXP|9ASPD|aAAC
233	41512 21261	   	207.58	ACR|3ASPD|1VULN|1DMG|1BEXP|1AAC	1LWND|2RCR|36LHND|456ASPD|6BPWR|7VULN|8BEXP|9DMG|aAAC
234	41122 11331	   	207.51	ACR|2VULN|2DMG|2AART|1BEXP	18LWND|2RCR|34DMG|59AART|6BEXP|7aVULN
235	41152 15331	   	207.51	ACR|2VULN|2DMG|2AART|1BEXP	18LWND|2RCR|37DMG|49AART|5BEXP|6aVULN
236	41223 33533	 * 	207.50	ACR|2BASARM|1VULN|1ASPD|1AART	1LWND|2RCR|3AART|4CGEN|5VULN|6MSLFST|7FEWX|89BASARM|aASPD
237	41123 53261	   	207.48	ACR|3DMG|1VULN|1ASPD|1BEXP|1AAC	1LWND|2RCR|347DMG|5LHND|6VULN|8BEXP|9ASPD|aAAC
238	41125 23261	   	207.48	ACR|3DMG|1VULN|1ASPD|1BEXP|1AAC	1LWND|2RCR|347DMG|5VULN|6LHND|8BEXP|9ASPD|aAAC
239	41125 32261	   	207.48	ACR|3DMG|1VULN|1ASPD|1BEXP|1AAC	1LWND|2RCR|347DMG|5VULN|6BEXP|8FEWX|9ASPD|aAAC
240	41161 33432	   	207.29	ACR|2DMG|1VULN|1ASPD|2CDMG|1AART	19LWND|2RCR|39DMG|4ASPD|5MBVNT|6VULN|79CDMG|8DLOT|9BPWR|aAART
241	41152 11334	   	207.05	ACR|2VULN|2DMG|2BEXP|1AART	178LWND|2RCR|39DMG|4AART|59BEXP|69VULN|9BPWR|aRCVC
242	41412 32143	   	206.92	ACR|3BEXP|2ASPD|1DMG|1CDMG	1LWND|2RCR|38aBEXP|45ASPD|6DUST|7DMG|9CDMG
243	41412 42123	   	206.92	ACR|3BEXP|2ASPD|1DMG|1AART	1LWND|2RCR|389BEXP|45ASPD|6LEGI|7DMG|aAART
244	41122 11453	   	206.77	ACR|2DMG|2BEXP|1VULN|1AART|1CDMG	1LWND|2RCR|34DMG|5AART|69BEXP|7VULN|8MDPS|aCDMG
245	41223 33541	 * 	206.73	ACR|1BASARM|1VULN|2AART|1DMG	1LWND|2RCR|3aAART|4CGEN|5VULN|6MSLFST|7FEWX|8BASARM|9DMG
246	41122 11232	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	19LWND|2RCR|34DMG|5AART|69BEXP|79VULN|8RMIN|9BPWR|aZMB
247	41122 11233	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	19LWND|2RCR|34DMG|5AART|69BEXP|79VULN|8RMIN|9BPWR|aFEWX
248	41122 11236	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	19LWND|2RCR|34DMG|5AART|69BEXP|79VULN|8aRMIN|9BPWR
249	41152 11235	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	179LWND|2RCR|3aDMG|4AART|59BEXP|69VULN|8RMIN|9BPWR
250	41152 11335	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	178LWND|2RCR|39DMG|4AART|59BEXP|69VULN|9BPWR|aFEWX
251	41152 11336	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	178LWND|2RCR|39DMG|4AART|59BEXP|69VULN|9BPWR|aLIT
252	41152 15232	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	19LWND|2RCR|37DMG|4AART|59BEXP|69VULN|8RMIN|9BPWR|aZMB
253	41152 15233	   	206.72	ACR|2VULN|2DMG|2BEXP|1AART	19LWND|2RCR|37DMG|4AART|59BEXP|69VULN|8RMIN|9BPWR|aFEWX
254	41324 51123	   	206.65	ACR|2VULN|2BEXP|1ASPD|1DMG|1CDMG	1LWND|2RCR|3CGEN|4DMG|5ASPD|68VULN|79BEXP|aCDMG
255	41152 11331	   	206.62	ACR|2VULN|2DMG|2BEXP|1AART	178LWND|2RCR|39DMG|4AART|59BEXP|69VULN|9BPWR|aLSRREG
256	41152 11333	   	206.62	ACR|2VULN|2DMG|2BEXP|1AART	178LWND|2RCR|39DMG|4AART|59BEXP|69VULN|9BPWR|aDUST
257	41243 12632	 * 	206.62	ACR|2VULN|2ASPD|2BEXP|1AART	19LWND|2RCR|3AART|4AAC|56VULN|79ASPD|89BEXP|9BPWR|aZMB
258	41243 12633	   	206.62	ACR|2VULN|2ASPD|2BEXP|1AART	19LWND|2RCR|3AART|4AAC|56VULN|79ASPD|89BEXP|9BPWR|aFEWX
259	41121 21516	   	206.61	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8LHND|aRCVC
260	41121 21616	   	206.61	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8DUR|aRCVC
261	41242 42323	   	206.44	ACR|1BASARM|1DMG|1AART|1BEXP|1CDMG	1LWND|2RCR|3AART|4AAC|5BEXP|6CDMG|7BASARM|8RCVC|9LIT|aDMG
262	41153 62322	 * 	206.41	ACR|3AART|1VULN|1ASPD|1DMG|1CDMG	1LWND|2RCR|3DMG|46aAART|5VULN|7ASPD|8DUR|9CDMG
263	41121 52214	   	206.38	ACR|3DMG|2VULN|2BEXP	1aLWND|2RCR|347DMG|5aBEXP|6DUR|8FEWX|9aVULN|aBPWR
264	41411 11512	   	206.34	ACR|1BASARM|2BEXP|1ASPD|1CDMG	1LWND|2RCR|37BEXP|4ASPD|5RMIN|6NUKE|8CDMG|9MBVNT|aBASARM
265	41411 33512	   	206.34	ACR|1BASARM|2BEXP|1ASPD|1CDMG	1LWND|2RCR|36BEXP|4ASPD|5RMIN|7NUKE|8CDMG|9MBVNT|aBASARM
266	41153 62222	   	206.31	ACR|3AART|1VULN|1ASPD|1DMG|1CDMG	1LWND|2RCR|3DMG|46aAART|5VULN|7ASPD|8DUST|9CDMG
267	41121 21214	   	206.28	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8aFEWX
268	41121 21216	   	206.28	ACR|3DMG|2VULN|2BEXP	1aLWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8FEWX
269	41121 21336	   	206.28	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aVULN|8RPLT|9RMIN
270	41121 21352	   	206.28	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aVULN|8RPLT|9LIT
271	41121 21514	   	206.28	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8LHND|aFEWX
272	41121 21614	   	206.28	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8DUR|aFEWX
273	41121 26151	   	206.28	ACR|3DMG|2VULN|2BEXP	17LWND|2RCR|346DMG|56BEXP|6BPWR|89VULN|aLIT
274	41121 32214	   	206.28	ACR|3DMG|2VULN|2BEXP	1aLWND|2RCR|347DMG|5aBEXP|6DUST|8FEWX|9aVULN|aBPWR
275	41412 21214	 * 	206.28	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8aFEWX
276	41412 21216	   	206.28	ACR|3ASPD|2VULN|2BEXP	1aLWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8FEWX
277	41412 21336	   	206.28	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7aVULN|8RPLT|9RMIN
278	41412 21352	   	206.28	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7aVULN|8RPLT|9LIT
279	41121 15153	   	206.18	ACR|3DMG|2VULN|2BEXP	16LWND|2RCR|347DMG|5aBEXP|89VULN
280	41121 21211	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8FEWX|aAEFBLL
281	41121 21212	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8FEWX|aERES
282	41121 21215	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8FEWX|aDUST
283	41121 21245	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aVULN|8FEWX|9FLTARM
284	41121 21511	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8LHND|aAEFBLL
285	41121 21512	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8LHND|aERES
286	41121 21515	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8LHND|aDUST
287	41121 21542	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aVULN|8LHND|9FLTARM
288	41121 21611	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8DUR|aAEFBLL
289	41121 21612	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8DUR|aERES
290	41121 21615	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|79VULN|8DUR|aDUST
291	41121 21642	   	206.18	ACR|3DMG|2VULN|2BEXP	1LWND|2RCR|346DMG|56BEXP|6BPWR|7aVULN|8DUR|9FLTARM
292	41121 26152	   	206.18	ACR|3DMG|2VULN|2BEXP	17LWND|2RCR|346DMG|56BEXP|6BPWR|89VULN|aAEFBLL
293	41125 51121	   	206.18	ACR|2VULN|3DMG|2BEXP	1LWND|2RCR|34aDMG|56VULN|7RMIN|89BEXP
294	41412 21211	   	206.18	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8FEWX|aAEFBLL
295	41412 21212	   	206.18	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8FEWX|aERES
296	41412 21215	   	206.18	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8FEWX|aDUST
297	41412 21511	   	206.18	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8LHND|aAEFBLL
298	41412 21512	   	206.18	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8LHND|aERES
299	41412 21611	   	206.18	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8DUR|aAEFBLL
300	41412 21612	   	206.18	ACR|3ASPD|2VULN|2BEXP	1LWND|2RCR|36BEXP|456ASPD|6BPWR|79VULN|8DUR|aERES
301	41121 23111	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8DUR|9DUST|aAAC
302	41121 23134	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8DUR|9SNIHEL|aAAC
303	41121 23146	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8DUR|9MDPS|aAAC
304	41121 23211	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8FEWX|9DUST|aAAC
305	41121 23232	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8FEWX|9SNIHEL|aAAC
306	41121 23511	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8LHND|9DUST|aAAC
307	41121 23534	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7ASPD|8LHND|9SNIHEL|aAAC
308	41121 24261	   	206.06	ACR|3DMG|2BEXP|1ASPD|1AAC	1LWND|2RCR|346DMG|56BEXP|6BPWR|7DUST|8FEWX|9ASPD|aAAC
309	41412 23111	   	206.06	ACR|3ASPD|2BEXP|1DMG|1AAC	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8DUR|9DUST|aAAC
310	41412 23134	   	206.06	ACR|3ASPD|2BEXP|1DMG|1AAC	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8DUR|9SNIHEL|aAAC
311	41412 23211	   	206.06	ACR|3ASPD|2BEXP|1DMG|1AAC	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8FEWX|9DUST|aAAC
312	41412 23232	   	206.06	ACR|3ASPD|2BEXP|1DMG|1AAC	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8FEWX|9SNIHEL|aAAC
313	41412 23511	   	206.06	ACR|3ASPD|2BEXP|1DMG|1AAC	1LWND|2RCR|36BEXP|456ASPD|6BPWR|7DMG|8LHND|9DUST|aAAC
314	41122 11222	   	205.81	ACR|2DMG|1VULN|2AART|1BEXP|1CDMG	1LWND|2RCR|34DMG|5aAART|6BEXP|7VULN|8RMIN|9CDMG
315	41122 11336	   	205.81	ACR|2DMG|1VULN|2AART|1CDMG|1BEXP	18LWND|2RCR|34DMG|59AART|6BEXP|7VULN|aCDMG
316	41122 24336	   	205.81	ACR|2DMG|2AART|1ASPD|1CDMG|1BEXP	1LWND|2RCR|34DMG|59AART|6ASPD|7CGEN|8BEXP|aCDMG
317	41152 15222	   	205.81	ACR|2DMG|1VULN|2AART|1BEXP|1CDMG	1LWND|2RCR|37DMG|4aAART|5BEXP|6VULN|8RMIN|9CDMG
318	41154 33322	   	205.81	ACR|2DMG|2AART|1ASPD|1CDMG|1BEXP	1LWND|2RCR|37DMG|4aAART|5ASPD|6BEXP|8DUR|9CDMG
319	41122 11625	   	205.71	ACR|2DMG|1VULN|2AART|1BEXP|1CDMG	1LWND|2RCR|34DMG|5aAART|6BEXP|7VULN|8SNITOX|9CDMG
320	41121 25131	   	205.52	ACR|3DMG|3BEXP|1VULN	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7RCVC|8VULN|9ERES
321	41121 25161	   	205.52	ACR|3DMG|3BEXP|1VULN	1LWND|2RCR|346DMG|56aBEXP|6BPWR|7RCVC|8VULN|9TLV
322	41412 25131	   	205.52	ACR|3ASPD|3BEXP|1VULN	1LWND|2RCR|36aBEXP|456ASPD|6BPWR|7RCVC|8VULN|9ERES
