0	Index      	 *	Score 	Summary	Detail	
1	21161 21132	 * 	253.03	ACR|3AART|3BEXP|2ASPD|1VULN|1AAC	146BEXP|2RCR|39aAART|46BPWR|56ASPD|7AAC|8VULN
150	21164 33162	   	225.61	ACR|1BASARM|3BEXP|1AART|1ASPD	147BEXP|2RCR|3AART|4BPWR|58DUST|6VENTOX|9BASARM|aASPD
151	21161 51241	   	225.31	ACR|2ASPD|1VULN|2BEXP|1AART|1CDMG|1AAC	14BEXP|2RCR|3AART|4BPWR|59ASPD|6VULN|7AAC|8AEMAG|aCDMG
152	21161 25124	 * 	225.06	ACR|3ASPD|3BEXP|2AART	146BEXP|2RCR|39AART|46BPWR|56aASPD|7CGEN|8AEFBLL
153	61123 52131	   	224.79	ACR|1BASARM|1VULN|1AART|1ASPD|1DMG	1DUR|2RCR|3AART|4VULN|5LWND|6ASPD|7MBVNT|8DMG|9BASARM|aCGEN
154	61123 52132	   	224.79	ACR|1BASARM|1VULN|1AART|1ASPD|1DMG	1DUR|2RCR|3AART|4VULN|5LWND|6ASPD|7MBVNT|8DMG|9BASARM|aZMB
155	61123 52134	   	224.79	ACR|1BASARM|1VULN|1AART|1ASPD|1DMG	1DUR|2RCR|3AART|4VULN|5LWND|6ASPD|7MBVNT|8DMG|9BASARM|aRPLT
156	61123 52135	   	224.79	ACR|1BASARM|1VULN|1AART|1ASPD|1DMG	1DUR|2RCR|3AART|4VULN|5LWND|6ASPD|7MBVNT|8DMG|9BASARM|aRMIN
157	61123 52136	   	224.79	ACR|1BASARM|1VULN|1AART|1ASPD|1DMG	1DUR|2RCR|3AART|4VULN|5LWND|6ASPD|7MBVNT|8DMG|9BASARM|aLHND
158	61123 63533	   	224.66	ACR|1BASARM|2VULN|1AART|1DMG|1AAC	1DUR|2RCR|3AART|4aVULN|5LWND|6AAC|7DMG|8LEGI|9BASARM
159	61123 65133	   	224.66	ACR|1BASARM|2VULN|1AART|1DMG|1AAC	1DUR|2RCR|3AART|4aVULN|5LWND|6AAC|7DUST|8DMG|9BASARM
160	21161 21236	   	224.63	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9DUST|aRCVC
161	21122 63451	   	224.59	ACR|2VULN|2DMG|2BEXP|1AART|1AAC	18BEXP|2RCR|3AART|4aVULN|58FEWX|6AAC|78DMG|8BPWR|9DUR
162	21126 63421	   	224.59	ACR|2VULN|2DMG|2BEXP|1AART|1AAC	18BEXP|2RCR|3AART|4aVULN|58LHND|6AAC|78DMG|8BPWR|9DUR
163	21122 63421	   	224.49	ACR|2VULN|2DMG|2BEXP|1AART|1AAC	18BEXP|2RCR|3AART|4aVULN|58FEWX|6AAC|78DMG|8BPWR|9DUST
164	21122 64421	   	224.49	ACR|2VULN|2ASPD|2BEXP|1AART|1AAC	18BEXP|2RCR|3AART|4aVULN|58FEWX|6AAC|78ASPD|8BPWR|9DUST
165	21315 34714	 * 	224.42	ACR|3VULN|3BEXP|3CDMG|1DMG	19aBEXP|2RCR|3MLV|4MBVNT|59aCDMG|6LHND|7DMG|89aVULN|9aBPWR
166	21121 54362	   	224.39	ACR|2VULN|2ASPD|2BEXP|1AART|1AAC	19BEXP|2RCR|3AART|4aVULN|5DUR|67ASPD|8AAC
167	21161 24143	   	224.36	ACR|3ASPD|3BEXP|1AART|1CDMG	146BEXP|2RCR|3AART|46BPWR|569ASPD|7CDMG|8RMIN|aCGEN
168	21452 11162	   	224.34	ACR|1BASARM|2VULN|3BEXP|1CDMG	179BEXP|2RCR|3LWND|49VULN|5FEWX|6CDMG|89LIT|9BPWR|aBASARM
169	21161 24142	   	224.26	ACR|3ASPD|3BEXP|1AART|1CDMG	146BEXP|2RCR|3AART|46BPWR|569ASPD|7CDMG|8RMIN|aERES
170	21161 24411	   	224.06	ACR|3BEXP|2ASPD|2AART|1CDMG	146BEXP|2RCR|38AART|46BPWR|56ASPD|7CDMG|9AME|aFEWX
171	21161 24421	   	224.06	ACR|3BEXP|2ASPD|2AART|1CDMG	146BEXP|2RCR|38AART|46BPWR|56ASPD|7CDMG|9TLV|aFEWX
172	21336 45233	   	223.80	ACR|1BASARM|2BEXP|1VULN|1AART|1CDMG	16BEXP|2RCR|3MLV|4ERES|5AART|7BASARM|8VULN|9LHND|aCDMG
173	21135 12461	   	223.51	ACR|2VULN|3BEXP|1AART|1ASPD|1CDMG	159BEXP|2RCR|3AART|4MDPS|59BPWR|6CDMG|79VULN|89CGEN|aASPD
174	21161 21162	   	223.43	ACR|3BEXP|2ASPD|1VULN|1AART|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8VULN|9FEWX|aRCVC
175	21161 21212	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9ZMB|aDMSP
176	21161 21213	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9ZMB|aDUR
177	21161 21214	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9aZMB
178	21161 21215	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9ZMB|aLWND
179	21161 21216	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9ZMB|aCGEN
180	21161 21362	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8LIT|9ZMB|aDMG
181	21161 21462	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8LHND|9DMG|aLWND
182	21161 21463	   	223.43	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8LHND|9DMG|aDUR
183	21161 15612	   	223.42	ACR|2DMG|2BEXP|1VULN|1AART|1ASPD	14BEXP|2RCR|3AART|4BPWR|5ASPD|6DUR|7SPLREG|8VULN|9aDMG
184	21161 55312	   	223.42	ACR|2DMG|1VULN|2BEXP|1AART|1ASPD	14BEXP|2RCR|3AART|4BPWR|5ASPD|6VULN|7MSLFST|8LHND|9aDMG
185	21162 11453	   	223.41	ACR|2VULN|3BEXP|1AART|1DMG|1CDMG	148BEXP|2RCR|3AART|48BPWR|5LWND|68VULN|78DUST|9DMG|aCDMG
186	21163 11453	   	223.41	ACR|2VULN|3BEXP|1AART|1DMG|1CDMG	148BEXP|2RCR|3AART|48BPWR|5LHND|68VULN|78DUST|9DMG|aCDMG
187	21166 11352	   	223.41	ACR|2VULN|3BEXP|1AART|1DMG|1CDMG	145BEXP|2RCR|3AART|4BPWR|67VULN|8CDMG|9LHND|aDMG
188	21121 54252	   	223.33	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP|1CDMG	1BEXP|2RCR|3AART|4VULN|5DUR|67ASPD|8CDMG|9LHND|aDMG
189	21122 54212	   	223.33	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP|1CDMG	1BEXP|2RCR|3AART|4VULN|5FEWX|67ASPD|8CDMG|9DUR|aDMG
190	21122 54252	   	223.33	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP|1CDMG	1BEXP|2RCR|3AART|4VULN|5FEWX|67ASPD|8CDMG|9LHND|aDMG
191	21161 21223	   	223.33	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9AEFBLL|aDUR
192	21161 21225	   	223.33	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9AEFBLL|aMLV
193	21161 21226	   	223.33	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9AEFBLL|aCGEN
194	21161 21232	   	223.33	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9DUST|aLWND
195	21161 21233	   	223.33	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9DUST|aDUR
196	21161 21234	   	223.33	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9DUST|aCGEN
197	21161 21256	   	223.33	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9MDPS|aRPLT
198	21161 55112	   	223.32	ACR|2DMG|1VULN|2BEXP|1AART|1ASPD	14BEXP|2RCR|3AART|4BPWR|5ASPD|6VULN|7MSLFST|8DUST|9aDMG
199	21166 11312	   	223.31	ACR|2VULN|3BEXP|1AART|1DMG|1CDMG	145BEXP|2RCR|3AART|4BPWR|67VULN|8CDMG|9MBVNT|aDMG
200	21166 11342	   	223.31	ACR|2VULN|3BEXP|1AART|1ASPD|1CDMG	145BEXP|2RCR|3AART|4BPWR|67VULN|8CDMG|9ASPD|aDUST
201	21412 11634	 * 	223.31	ACR|1BASARM|2BEXP|1VULN|1DMG|1CDMG	17BEXP|2RCR|3LWND|4DUR|5FEWX|6CDMG|8VULN|9DMG|aBASARM
202	21161 51421	   	223.28	ACR|2AART|1VULN|2BEXP|1ASPD|1CDMG|1AAC	14BEXP|2RCR|39AART|4BPWR|5ASPD|6VULN|7AAC|8CDMG|aLIT
203	21161 51423	   	223.28	ACR|2AART|1VULN|2BEXP|1ASPD|1CDMG|1AAC	14BEXP|2RCR|39AART|4BPWR|5ASPD|6VULN|7AAC|8CDMG|aMLV
204	21112 54222	   	223.23	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP|1CDMG	1BEXP|2RCR|3AART|4DUST|5FEWX|67ASPD|8CDMG|9VULN|aDMG
205	21121 54232	   	223.23	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP|1CDMG	1BEXP|2RCR|3AART|4VULN|5DUR|67ASPD|8CDMG|9LEGI|aDMG
206	21121 54242	   	223.23	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP|1CDMG	1BEXP|2RCR|3AART|4VULN|5DUR|67ASPD|8CDMG|9DUST|aDMG
207	21122 54242	   	223.23	ACR|2ASPD|1VULN|1AART|1DMG|1BEXP|1CDMG	1BEXP|2RCR|3AART|4VULN|5FEWX|67ASPD|8CDMG|9DUST|aDMG
208	21161 21222	   	223.23	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9AEFBLL|aMSLFST
209	21161 21251	   	223.23	ACR|3BEXP|2ASPD|1AART|1DMG|1AAC	146BEXP|2RCR|3AART|46BPWR|56ASPD|7AAC|8DMG|9MDPS|aTLV
210	61621 53131	 * 	223.20	ACR|1BASARM|1VULN|1ASPD|1DMG|2CDMG	1DUR|2RCR|3RPLT|4DMG|5aCDMG|6BASARM|7LIT|8VULN|9ASPD
211	21161 51422	   	223.18	ACR|2AART|1VULN|2BEXP|1ASPD|1CDMG|1AAC	14BEXP|2RCR|39AART|4BPWR|5ASPD|6VULN|7AAC|8CDMG|aAEMAG
212	21161 24225	   	223.16	ACR|3BEXP|2ASPD|2AART|1CDMG	146BEXP|2RCR|39AART|46BPWR|56ASPD|7CDMG|8LWND|aZMB
213	21161 24226	   	223.16	ACR|3BEXP|2ASPD|2AART|1CDMG	146BEXP|2RCR|39AART|46BPWR|56ASPD|7CDMG|8LWND|aDUR
214	21161 24222	   	223.06	ACR|3BEXP|2ASPD|2AART|1CDMG	146BEXP|2RCR|39AART|46BPWR|56ASPD|7CDMG|8LWND|aDUST
