0	Index      	 *	Score 	Summary	Detail	
1	26211 36521	 * 	202.90	ACR|4VULN|2AART|1DMG|1CDMG	1CDMG|2aAART|3589VULN|4RCR|6LHND|7DMG
167	26212 52613	   	177.53	ACR|2AART|2VULN|2CDMG|1ZMB|1DUR	19CDMG|27AART|39VULN|4RCR|5DUR|6CGEN|89LIT|9BPWR|aZMB
168	26212 15241	   	177.53	ACR|3VULN|1AART|1CDMG|1FLTHEA|1DUR|1SELL	1CDMG|2AART|37aVULN|4RCR|5DUR|6DUST|8FLTHEA|9SELL
169	26212 32613	   	177.43	ACR|2AART|2VULN|2CDMG|1ZMB|1DUR	19CDMG|27AART|39VULN|4RCR|5DUR|6ERES|89LIT|9BPWR|aZMB
170	26211 12552	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|358VULN|4RCR|6MLV|7LWND|9BELT|aDMG
171	26211 23162	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8LHND|9RCVC|aDMG
172	26211 23211	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RPLT|aLWND
173	26211 23212	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RPLT|aLHND
174	26211 23213	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RPLT|aMLV
175	26211 23215	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RPLT|aCGEN
176	26211 23216	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RPLT|aLIT
177	26211 23231	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9FEWX|aLHND
178	26211 23233	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9aFEWX
179	26211 23236	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9FEWX|aCGEN
180	26211 23251	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9CGEN|aBEXP
181	26211 23253	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9CGEN|aMLV
182	26211 23254	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9CGEN|aFEWX
183	26211 23256	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9CGEN|aLWND
184	26211 23261	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RMIN|aBEXP
185	26211 23263	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RMIN|aMLV
186	26211 23264	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RMIN|aFEWX
187	26211 23266	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RMIN|aLWND
188	26211 23652	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8RCVC|9LWND|aDMG
189	26211 23662	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8RCVC|9FEWX|aDMG
190	26211 25241	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|6MGNSTR|7aLHND|8DMG
191	26211 26225	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|35aVULN|4RCR|6MGNSTR|7LWND|8BEXP|9DMG
192	26211 33552	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|358VULN|4RCR|6LHND|7MLV|9BELT|aDMG
193	26211 36222	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|68LHND|7DMG|aMGNSTR
194	26211 36223	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|68LHND|7DMG|aLIT
195	26211 36224	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|68LHND|7DMG|aRCVC
196	26211 36232	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|35aVULN|4RCR|68LHND|7DMG|9LIT
197	26211 36531	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|358VULN|4RCR|6LHND|7DMG|9LIT|aRPLT
198	65241 21333	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	19aVULN|2BEXP|3RCR|4LIT|5CDMG|6AART|7CGEN|8DMG
199	26211 55333	   	177.33	ACR|2AART|2VULN|2CDMG|1ZMB|1DUR	19CDMG|2aAART|35VULN|4RCR|6FEWX|7ZMB|8DUR
200	26211 65233	   	177.33	ACR|2AART|2VULN|2CDMG|1ZMB|1DUR	19CDMG|2aAART|35VULN|4RCR|6DUR|7ZMB|8LHND
201	55134 33322	   	177.32	DCR|4VULN|2DMG|2ZMB	1aZMB|24FEWX|345aVULN|4aBPWR|6aDMG|78BELT|9RCR
202	26211 14512	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|6MLV|7DLOT|8CGEN|aDMG
203	26211 22641	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|6MGNSTR|7DUST|8DMG|aLHND
204	26211 22643	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|6MGNSTR|7DUST|8DMG|aFEWX
205	26211 23214	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9RPLT|aERES
206	26211 23221	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9DUST|aLHND
207	26211 23223	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9DUST|aFEWX
208	26211 23226	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9DUST|aCGEN
209	26211 23232	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9FEWX|aLSRHEA
210	26211 23234	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9FEWX|aLSRREG
211	26211 23241	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9ERES|aBEXP
212	26211 23243	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9ERES|aMLV
213	26211 23244	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9ERES|aFEWX
214	26211 23246	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9ERES|aLWND
215	26211 23452	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8TLV|9CGEN|aDMG
216	26211 23462	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8TLV|9RMIN|aDMG
217	26211 23612	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8RCVC|9DUST|aDMG
218	26211 36125	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|35aVULN|4RCR|6LHND|7DMG|8ERES|9LIT
219	26211 36512	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|358VULN|4RCR|6LHND|7DMG|9ERES|aLIT
220	26211 56123	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|35aVULN|4RCR|6FEWX|7DMG|8ERES|9LIT
221	26213 12363	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5DLOT|6BEXP|7DMG|8RPLT
222	26213 12623	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5DLOT|6BEXP|7DMG|8RCVC
223	23126 16423	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|25CGEN|345VULN|5BPWR|6LIT|7ZMB|8AART|9DMG|aRCR
224	55114 33222	   	177.22	DCR|4VULN|2DMG|2ZMB	1aZMB|24FEWX|358aVULN|6aDMG|7BELT|9RCR|aBPWR
225	32662 33232	   	177.16	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1DUR|2CGEN|38DMG|4AART|57VULN|6MLV|9RCR|aZMB
226	26211 13255	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|35aVULN|4RCR|6MLV|7AIRHEL|8DMG|9ERES
227	26211 14112	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|6MLV|7DLOT|8ERES|aDMG
228	26211 14212	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|6MLV|7DLOT|8TLV|aDMG
229	26211 22642	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|359VULN|4RCR|6MGNSTR|7DUST|8DMG|aLSRHEA
230	26211 23222	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9DUST|aLSRHEA
231	26211 23224	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8DMG|9DUST|aLSRREG
232	26211 23442	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|357VULN|4RCR|6MGNSTR|8TLV|9ERES|aDMG
233	26211 36511	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|358VULN|4RCR|6LHND|7DMG|9aERES
234	26211 36513	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|358VULN|4RCR|6LHND|7DMG|9ERES|aCANHEL
235	26213 52373	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5DLOT|6MBVNT|7DMG|8RPLT
236	26213 52723	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5DLOT|6MBVNT|7DMG|8RCVC
237	26213 54312	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|379VULN|4RCR|5DLOT|6MBVNT|8RCVC|aDMG
238	26213 54821	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|379VULN|4RCR|5DLOT|6MBVNT|8DMG|aLHND
239	26213 54824	   	177.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|379VULN|4RCR|5DLOT|6MBVNT|8DMG|aCGEN
240	26512 22521	 * 	177.06	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1CDMG|2aAART|39DMG|4ERES|5DUR|6SNIHEL|7VULN|8RCR
241	26213 54822	   	177.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|379VULN|4RCR|5DLOT|6MBVNT|8DMG|aTLV
242	24133 14648	   	177.05	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2ZMB|39VULN|4MBVNT|6RCR|7SELL|8AART|aDMG
243	25133 14645	   	177.05	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB|1SELL	15CDMG|2DMG|39VULN|4MBVNT|6RCR|7SELL|8AART|aZMB
244	21126 16423	   	177.03	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|25ERES|345VULN|5BPWR|6LIT|7ZMB|8AART|9DMG|aRCR
245	32324 35251	   	176.87	ACR|2DMG|1AART|1VULN|2ZMB|2DUR|1ASPD	19DUR|2aCGEN|39ZMB|4VULN|5RCR|6ASPD|7AART|89DMG|9BPWR
246	32324 35253	   	176.87	ACR|2DMG|1AART|1VULN|2ZMB|2DUR|1ASPD	19DUR|2CGEN|39ZMB|4VULN|5RCR|6ASPD|7AART|89DMG|9BPWR|aLHND
247	25133 16313	   	176.69	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	15CDMG|2DMG|3aVULN|4MBVNT|6RCR|7ZMB|8LIT|9AART
248	25133 16314	 * 	176.69	DCR|2DMG|1AART|1VULN|2CDMG|1ZMB	15CDMG|2aDMG|3VULN|4MBVNT|6RCR|7ZMB|8LIT|9AART
249	25133 22241	 * 	176.57	DCR|3VULN|2DMG|3CDMG	15aCDMG|2aDMG|36aVULN|4MBVNT|7RCVC|8RCR|9RPLT|aBPWR
250	24133 16814	 * 	176.41	DCR|2VULN|3ZMB|3CDMG|1DMG	158CDMG|278ZMB|38VULN|4MBVNT|6RCR|8BPWR|9LEGI|aDMG
251	24138 13433	   	176.23	DCR|4VULN|1DMG|1CDMG|1ZMB	1CDMG|2ZMB|3589VULN|4MBVNT|6RCR|7TLV|aDMG
252	25138 16222	   	176.11	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CDMG|2DMG|359VULN|4MBVNT|6RCR|7ZMB|8DUR|aASPD
253	26211 11311	   	176.03	ACR|3VULN|1AART|2CDMG|2DUR	19CDMG|2AART|359VULN|4RCR|6MLV|7LIT|89DUR|9BPWR|aRPLT
254	26211 11315	   	176.03	ACR|3VULN|1AART|2CDMG|2DUR	19CDMG|2AART|359VULN|4RCR|6MLV|7LIT|89DUR|9BPWR|aLWND
255	26211 11316	   	176.03	ACR|3VULN|1AART|2CDMG|2DUR	19CDMG|2AART|359VULN|4RCR|6MLV|7LIT|89DUR|9BPWR|aCGEN
256	26213 22226	   	175.93	ACR|3VULN|1AART|2CDMG|2DUR	18CDMG|2AART|39aVULN|4RCR|5DLOT|68DUR|78LWND|8BPWR
257	26211 52312	   	175.79	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	1aCDMG|2AART|35aVULN|4RCR|6FEWX|7MLV|8aDUR|9SELL|aBPWR
258	25133 14521	   	175.77	DCR|3VULN|3CDMG|1DMG|2DUR|1SELL	15aCDMG|2DMG|39aVULN|4MBVNT|6RCR|7SELL|8aDUR|aBPWR
259	26213 51247	   	175.73	ACR|3VULN|1AART|2CDMG|2DUR	18CDMG|2AART|38aVULN|4RCR|5DLOT|6MBVNT|78DUR|8BPWR|9ERES
260	26216 32512	   	175.69	ACR|3VULN|1AART|2CDMG|2DUR|1SELL	1aCDMG|2AART|38aVULN|4RCR|5LWND|6ERES|7aDUR|9SELL|aBPWR
261	26211 23111	   	175.67	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2aAART|357VULN|4RCR|6MGNSTR|8LHND|9DUR
262	26211 23511	   	175.67	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2aAART|357VULN|4RCR|6MGNSTR|8BEXP|9DUR
263	26212 52521	   	175.67	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|27AART|389VULN|4RCR|5DUR|6CGEN|aDMSP
264	26212 52522	   	175.67	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|27AART|389VULN|4RCR|5DUR|6CGEN|aRMIN
265	26212 52532	   	175.67	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|27AART|38aVULN|4RCR|5DUR|6CGEN|9LIT
266	32362 51512	   	175.64	DCR|3VULN|3ZMB|1AART|2DUR	18DUR|2CGEN|389ZMB|4AART|578VULN|6RCVC|8BPWR|aRCR
267	32362 61512	   	175.64	DCR|3VULN|3ZMB|1AART|2DUR	18DUR|26CGEN|389ZMB|4AART|578VULN|8BPWR|aRCR
268	25125 14312	   	175.60	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1CDMG|28DMG|34VULN|5RMIN|6DUR|7AART|9RPLT|aRCR
269	26212 32532	   	175.57	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|27AART|38aVULN|4RCR|5DUR|6ERES|9LIT
270	26212 52161	   	175.57	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|27AART|39aVULN|4RCR|5DUR|6CGEN|8ERES
271	26212 52511	   	175.57	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|27AART|38aVULN|4RCR|5DUR|6CGEN|9ERES
272	26213 54217	   	175.47	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|29AART|37aVULN|4RCR|5DLOT|6MBVNT|8DUR
273	26212 11563	   	175.47	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2aAART|389VULN|4RCR|5DUR|6DUST|7TLV
274	26212 15363	   	175.47	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|2aAART|379VULN|4RCR|5DUR|6DUST|8TLV
275	26212 15412	   	175.47	ACR|3VULN|2AART|1CDMG|1DUR	1CDMG|29AART|37aVULN|4RCR|5DUR|68DUST
276	25138 14642	   	175.39	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2DMG|359VULN|4MBVNT|6RCR|7SELL|8AART|aRPLT
277	25138 14643	   	175.39	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2DMG|359VULN|4MBVNT|6RCR|7SELL|8AART|aLWND
278	26212 42326	   	175.37	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2AART|37VULN|4RCR|5DUR|6VENICY|8DUST|9DMG|aASPD
279	26211 36612	   	175.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2AART|35VULN|4RCR|6LHND|7DMG|8LIT|9FLTHEA|aBEXP
280	26211 36613	   	175.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2AART|35VULN|4RCR|6aLHND|7DMG|8LIT|9FLTHEA
281	26211 53223	   	175.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2AART|35VULN|4RCR|6FEWX|7LWND|8FLTHEA|9DMG|aLIT
282	26211 53224	   	175.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2AART|35VULN|4RCR|6FEWX|7LWND|8FLTHEA|9DMG|aBEXP
283	26211 53225	   	175.35	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2AART|35VULN|4RCR|6FEWX|7LWND|8FLTHEA|9DMG|aRCVC
284	26211 54223	   	175.35	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|35VULN|4RCR|6FEWX|7BEXP|8FLTHEA|9DMG|aLIT
285	25138 14644	   	175.29	DCR|3VULN|1AART|1DMG|1CDMG|1SELL	1CDMG|2DMG|359VULN|4MBVNT|6RCR|7SELL|8AART|aERES
286	26211 53221	   	175.25	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|35VULN|4RCR|6FEWX|7LWND|8FLTHEA|9DMG|aERES
287	26211 54221	   	175.25	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|35VULN|4RCR|6FEWX|7BEXP|8FLTHEA|9DMG|aERES
288	26611 15223	   	175.25	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|3FEWX|4RCR|57VULN|6DUST|8FLTHEA|9DMG|aLIT
289	26215 15223	   	175.25	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|37VULN|4RCR|5FEWX|6DUST|8FLTHEA|9DMG|aLIT
290	26216 15223	   	175.25	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1CDMG|2AART|37VULN|4RCR|5LWND|6DUST|8FLTHEA|9DMG|aLIT
291	65241 22323	 * 	175.25	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	1aVULN|2BEXP|3RCR|4LIT|5CDMG|6AART|79ASPD|8DMG
292	26211 62533	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|358VULN|4RCR|6DUR|7MLV|9LIT|aZMB
293	26211 65321	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|359VULN|4RCR|6DUR|7ZMB|8RCVC|aDMSP
294	26211 65322	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|359VULN|4RCR|6DUR|7ZMB|8RCVC|aRMIN
295	26211 65332	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|35aVULN|4RCR|6DUR|7ZMB|8RCVC|9LIT
296	26211 35225	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|359VULN|4RCR|68LHND|7ZMB|aDUR
297	26211 35226	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2AART|359VULN|4RCR|68LHND|7ZMB|aASPD
298	26212 53533	   	175.23	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|378VULN|4RCR|5DUR|6CGEN|9LIT|aZMB
299	56362 21112	 * 	175.23	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1ZMB|2DMG|3LEGI|46AART|57VULN|8CDMG|9RPLT|aRCR
300	25261 11336	 * 	175.20	DCR|2DMG|3CDMG|1AART|2DUR|1ZMB	17aCDMG|27DMG|3CGEN|4ZMB|57DUR|6RCR|7BPWR|8LHND|9AART
301	26215 32612	   	175.15	ACR|3VULN|2AART|2CDMG	19CDMG|27AART|39aVULN|4RCR|5FEWX|6ERES|89LIT|9BPWR
302	26611 15221	   	175.15	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|3FEWX|4RCR|57VULN|6DUST|8FLTHEA|9DMG|aERES
303	26215 15221	   	175.15	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|37VULN|4RCR|5FEWX|6DUST|8FLTHEA|9DMG|aERES
304	26216 15221	   	175.15	ACR|2VULN|1AART|1DMG|1FLTHEA|1CDMG	1CDMG|2AART|37VULN|4RCR|5LWND|6DUST|8FLTHEA|9DMG|aERES
305	26211 65133	   	175.13	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|35aVULN|4RCR|6DUR|7ZMB|8ERES|9LIT
306	26212 33533	   	175.13	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|378VULN|4RCR|5DUR|6ERES|9LIT|aZMB
307	26211 23365	   	175.05	ACR|3VULN|2AART|2CDMG	18CDMG|2aAART|357VULN|4RCR|6MGNSTR|9FEWX
308	26611 26112	   	175.05	ACR|3VULN|2AART|2CDMG	1aCDMG|27AART|3FEWX|4RCR|58aVULN|6RPLT|9aERES|aBPWR
309	26611 26122	   	175.05	ACR|3VULN|2AART|2CDMG	1aCDMG|27AART|3FEWX|4RCR|58aVULN|6RPLT|9aTLV|aBPWR
310	26611 26133	   	175.05	ACR|3VULN|2AART|2CDMG	1aCDMG|27AART|3FEWX|4RCR|58aVULN|6RPLT|9aDUST|aBPWR
311	26213 54533	   	175.03	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2AART|37aVULN|4RCR|5DLOT|6MBVNT|8ZMB|9ASPD
312	26213 24326	   	175.03	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR	1CDMG|2AART|39aVULN|4RCR|5DLOT|6DUR|7ERES|8ZMB
313	25133 13433	   	175.03	DCR|3VULN|2DMG|2CDMG	15CDMG|2aDMG|389VULN|4MBVNT|6RCR|7TLV
314	25133 18433	   	175.03	DCR|3VULN|2DMG|2CDMG	15CDMG|2aDMG|389VULN|4MBVNT|6RCR|7ERES
315	24123 24633	   	175.02	DCR|3VULN|2DMG|1CDMG|1ZMB	1CDMG|2ZMB|349VULN|5ERES|6aDMG|7MLV|8RCR
316	25123 26253	 * 	175.02	DCR|3DMG|2VULN|1CDMG|1ZMB	1CDMG|26aDMG|34VULN|5ERES|7ZMB|8RCR|9CGEN
317	26211 24213	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2AART|35VULN|4RCR|6MGNSTR|7CGEN|8DMG|9DUR
318	26211 56232	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|35VULN|4RCR|6FEWX|7DMG|8LHND|aDUR
319	26211 56331	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|35VULN|4RCR|6FEWX|7DMG|8DUR|aBEXP
320	26211 66231	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	19CDMG|2AART|35VULN|4RCR|6DUR|7DMG|8LHND|aBEXP
321	26212 66321	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2AART|39VULN|4RCR|5DUR|7DMG|8RCVC|aDMSP
322	26212 66322	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2AART|39VULN|4RCR|5DUR|7DMG|8RCVC|aRMIN
323	26212 66332	   	174.95	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2AART|3aVULN|4RCR|5DUR|7DMG|8RCVC|9LIT
324	26231 13542	 * 	174.88	DCR|4VULN|1AART|2CDMG	1aCDMG|2AART|359aVULN|4BEXP|6MLV|7aAIRHEL|8RCR|aBPWR
325	32662 21432	 * 	174.87	DCR|2AART|2VULN|1DMG|2ZMB|1DUR	1DUR|2CGEN|3DMG|46AART|57VULN|8aZMB|9RCR
326	52262 21512	   	174.85	DCR|3VULN|2AART|3ZMB	189ZMB|2CGEN|38BEXP|46AART|578VULN|8BPWR|aRCR
327	26211 13213	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2AART|35VULN|4RCR|6MLV|7AIRHEL|8DMG|9DUR
328	26211 21213	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2AART|35VULN|4RCR|6MGNSTR|7ERES|8DMG|9DUR
329	26212 31552	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	17CDMG|2AART|38VULN|4RCR|5DUR|6ERES|9BELT|aDMG
330	26212 42623	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	1aCDMG|2AART|37VULN|4RCR|5DUR|6VENICY|8DMG|9CGEN
331	26212 66133	   	174.85	ACR|2VULN|1AART|1DMG|2CDMG|1DUR	16CDMG|2AART|3aVULN|4RCR|5DUR|7DMG|8ERES|9LIT
332	25138 14261	   	174.84	DCR|3VULN|2DMG|2CDMG|2SELL	1aCDMG|2aDMG|35aVULN|4MBVNT|6RCR|78SELL|9RCVC|aBPWR
