0	Index      	 *	Score 	Summary	Detail	
1	12354 53333	 * 	186.73	DCR|3VULN|1AART|1DMG|1CDMG|1ZMB	1CGEN|235VULN|4CDMG|6RCR|7ZMB|8AART|9RMIN|aDMG
164	33113 33461	   	162.58	DCR|3VULN|1AART|2CDMG	1BELT|29DUST|3AART|489VULN|5RPLT|69CDMG|7RCR|9BPWR|aDMSP
165	33113 33462	   	162.58	DCR|3VULN|1AART|2CDMG	1BELT|29DUST|3AART|489VULN|5RPLT|69CDMG|7RCR|9BPWR|aRMIN
166	33113 33463	   	162.58	DCR|3VULN|1AART|2CDMG	1BELT|29DUST|3AART|489VULN|5RPLT|69CDMG|7RCR|9BPWR|aBEXP
167	12331 14461	 * 	162.58	DCR|3VULN|1DMG|1FLTHEA|1CDMG	1CGEN|235VULN|4LIT|6FEWX|7RCR|8FLTHEA|9DMG|aCDMG
168	32116 63312	   	162.53	ACR|3VULN|1AART|2ZMB|1DUR	1BELT|2aBEXP|3AART|47aVULN|5RCR|6DUST|8DUR|9aZMB|aBPWR
169	33113 33412	   	162.48	DCR|3VULN|1AART|2CDMG	1BELT|2aDUST|3AART|48aVULN|5RPLT|6aCDMG|7RCR|9LEGI|aBPWR
170	33113 33464	   	162.48	DCR|3VULN|1AART|2CDMG	1BELT|29aDUST|3AART|489VULN|5RPLT|69CDMG|7RCR|9BPWR
171	12351 53311	   	162.46	DCR|2VULN|2AART|1CDMG|1ZMB	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8aAART|9RPLT
172	12351 53352	   	162.46	DCR|2VULN|2AART|1CDMG|1ZMB	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8aAART|9LHND
173	12356 12332	   	162.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|236VULN|4CDMG|5ASPD|7DUR|8AART|9RCR|aDMSP
174	12356 12333	   	162.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|236VULN|4CDMG|5ASPD|7DUR|8AART|9RCR|aLHND
175	12356 12334	   	162.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|236VULN|4CDMG|5ASPD|7DUR|8AART|9RCR|aRCVC
176	12356 12335	   	162.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|236VULN|4CDMG|5ASPD|7DUR|8AART|9RCR|aLWND
177	32125 42111	   	162.31	ACR|2AART|2VULN|1CDMG|2DUR	1BELT|2BEXP|34AART|5RCR|6aDUR|78VULN|9CDMG
178	12356 12331	   	162.24	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1CGEN|236VULN|4CDMG|5ASPD|7DUR|8AART|9RCR|aDUST
179	12356 12336	   	162.24	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CGEN|236VULN|4CDMG|5ASPD|7DUR|8AART|9RCR|aERES
180	33125 42111	   	162.21	ACR|2AART|2VULN|1CDMG|2DUR	1BELT|2DUST|34AART|5RCR|6aDUR|78VULN|9CDMG
181	33526 14113	   	162.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3ERES|4AART|5RCR|6DUR|7DMG|8aVULN|9ZMB
182	33526 15113	   	162.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3ERES|4AART|5RCR|6DUR|7aVULN|8DMG|9ZMB
183	33526 62313	   	162.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3ERES|4AART|5RCR|6DMG|7aVULN|8DUR|9ZMB
184	33526 63113	   	162.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3ERES|4AART|5RCR|6DMG|7DUR|8aVULN|9ZMB
185	12111 24266	   	162.10	DCR|3VULN|2DMG|1ASPD	1CGEN|24aVULN|3ASPD|5BEXP|6RCR|7NUKE|89DMG
186	12115 23614	   	162.10	DCR|3VULN|2DMG|1ASPD	1CGEN|249VULN|3ASPD|5LWND|6RCR|7DLOT|8aDMG
187	32116 12364	   	162.07	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BELT|2aBEXP|3AART|4aVULN|5RCR|6ZMB|7CDMG|8aDUR|9RCVC|aBPWR
188	32116 12323	   	161.87	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1BELT|2BEXP|3AART|4aVULN|5RCR|6ZMB|7CDMG|89DUR
189	12316 14621	   	161.84	DCR|3VULN|2AART|1DUR|1ASPD	1CGEN|237VULN|4ERES|5DUR|6ASPD|8RCR|9aAART
190	12361 11621	   	161.84	DCR|3VULN|2AART|1ASPD|1DUR	1CGEN|237VULN|4DUR|5TLV|6ASPD|8RCR|9aAART
191	12516 11621	   	161.84	DCR|3VULN|2AART|1ASPD|1DUR	1CGEN|247VULN|3TLV|5DUR|6ASPD|8RCR|9aAART
192	12316 32132	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4ERES|5DUR|67CDMG|7BPWR|8AART|9RCR|aDMSP
193	12316 32133	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4ERES|5DUR|67CDMG|7BPWR|8AART|9RCR|aLHND
194	12316 32134	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4ERES|5DUR|67CDMG|7BPWR|8AART|9RCR|aRCVC
195	12316 32135	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4ERES|5DUR|67CDMG|7BPWR|8AART|9RCR|aLWND
196	12361 32132	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4DUR|5TLV|67CDMG|7BPWR|8AART|9RCR|aDMSP
197	12361 32133	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4DUR|5TLV|67CDMG|7BPWR|8AART|9RCR|aLHND
198	12361 32134	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4DUR|5TLV|67CDMG|7BPWR|8AART|9RCR|aRCVC
199	12361 32135	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4DUR|5TLV|67CDMG|7BPWR|8AART|9RCR|aLWND
200	12516 32132	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5DUR|67CDMG|7BPWR|8AART|9RCR|aDMSP
201	12516 32133	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5DUR|67CDMG|7BPWR|8AART|9RCR|aLHND
202	12516 32134	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5DUR|67CDMG|7BPWR|8AART|9RCR|aRCVC
203	12516 32135	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5DUR|67CDMG|7BPWR|8AART|9RCR|aLWND
204	12312 32134	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4ERES|5FEWX|67CDMG|7BPWR|8AART|9RCR|aDUR
205	12341 32134	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4FEWX|5TLV|67CDMG|7BPWR|8AART|9RCR|aDUR
206	12512 32134	   	161.82	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5FEWX|67CDMG|7BPWR|8AART|9RCR|aDUR
207	12316 32131	   	161.72	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4ERES|5DUR|67CDMG|7BPWR|8AART|9RCR|aDUST
208	12316 32136	   	161.72	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4aERES|5DUR|67CDMG|7BPWR|8AART|9RCR
209	12361 32131	   	161.72	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4DUR|5TLV|67CDMG|7BPWR|8AART|9RCR|aDUST
210	12361 32136	   	161.72	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|237VULN|4DUR|5TLV|67CDMG|7BPWR|8AART|9RCR|aERES
211	12516 32131	   	161.72	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5DUR|67CDMG|7BPWR|8AART|9RCR|aDUST
212	12516 32136	   	161.72	DCR|3VULN|1AART|2CDMG|1DUR	17CGEN|247VULN|3TLV|5DUR|67CDMG|7BPWR|8AART|9RCR|aERES
213	16522 12133	   	161.58	ACR|2VULN|1AART|2CDMG|2DUR	18CGEN|2BELT|3RCR|4AART|5FEWX|68DUR|78CDMG|8BPWR|9aVULN
214	12116 13624	 * 	161.51	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1CGEN|24VULN|36ASPD|5DUR|7RMIN|8RCR|9AART|aDMG
215	16523 14132	   	161.48	ACR|2VULN|1AART|1DMG|2DUR	1CGEN|2BELT|3RCR|4AART|58VULN|6aDUR|7DMG|9FEWX
216	32116 26111	   	161.42	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|27BEXP|3AART|478VULN|5RCR|67FEWX|7BPWR|9CDMG|aDUR
217	36522 12133	   	161.38	ACR|2VULN|1AART|2CDMG|2DUR	1BELT|28TLV|3RCR|4AART|5FEWX|68DUR|78CDMG|8BPWR|9aVULN
218	33113 33152	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BELT|2DUST|39AART|4VULN|5RPLT|6CDMG|7RCR|8DMG|aDUR
219	32116 23111	   	161.22	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|2BEXP|3AART|478VULN|5RCR|6FEWX|9CDMG|aDUR
220	32116 63111	   	161.12	ACR|3VULN|1AART|1CDMG|1DUR	1BELT|2BEXP|3AART|478VULN|5RCR|6DUST|9CDMG|aDUR
221	32116 26131	   	160.90	ACR|3VULN|1AART|1DMG	1BELT|27BEXP|3AART|478VULN|5RCR|679FEWX|7BPWR|aDMG
222	32116 26161	   	160.90	ACR|3VULN|1AART|1DMG	1BELT|279BEXP|3AART|478VULN|5RCR|67FEWX|7BPWR|aDMG
223	32116 23134	   	160.70	ACR|3VULN|1AART|1DMG	1BELT|2BEXP|3AART|478VULN|5RCR|69FEWX|aDMG
224	32116 23164	   	160.70	ACR|3VULN|1AART|1DMG	1BELT|29BEXP|3AART|478VULN|5RCR|6FEWX|aDMG
225	16521 42113	   	160.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|5ERES|6DUR|78VULN|9CDMG|aZMB
226	16523 12233	   	160.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|5aVULN|6DUR|7CDMG|8ZMB|9TLV
227	16523 15113	   	160.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2BELT|3RCR|4AART|57VULN|6DUR|8ERES|9CDMG|aZMB
228	36523 42113	   	160.67	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2TLV|3RCR|4AART|5CGEN|6DUR|78VULN|9CDMG|aZMB
229	32116 45111	   	160.60	ACR|3VULN|1AART|1DMG	1BELT|29BEXP|3AART|479VULN|5RCR|689ERES|9BPWR|aDMG
230	33113 33133	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|2DUST|3AART|4aVULN|5RPLT|6CDMG|7RCR|8DMG|9CGEN
231	22335 23623	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1VENICY|2RCVC|3LHND|4CDMG|5MLV|6RCR|7AART|8aVULN|9DMG
232	23535 23623	   	160.58	DCR|2VULN|1AART|1DMG|1CDMG	1VENICY|2LHND|3RCVC|4CDMG|5MLV|6RCR|7AART|8aVULN|9DMG
233	36521 42113	   	160.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2TLV|3RCR|4AART|5ERES|6DUR|78VULN|9CDMG|aZMB
234	33113 23641	   	160.56	DCR|2AART|2VULN|1CDMG|1ZMB	1BELT|2DUST|36AART|49VULN|5RPLT|7ZMB|8RCR|aCDMG
235	35712 44128	   	160.53	ACR|2VULN|2DMG|1AART	1BELT|2MBVNT|3VENICY|4ERES|5RCR|6AART|78DMG|9aVULN
236	32116 42241	   	160.53	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1BELT|29BEXP|3AART|49VULN|5RCR|6ERES|7CDMG|89ZMB|9BPWR|aDUR
237	12116 22451	   	160.45	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1CGEN|24VULN|3ASPD|5DUR|6RCR|7TLV|8DMG|9CDMG|aZMB
238	32116 12223	   	160.43	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1BELT|2BEXP|3AART|4aVULN|5RCR|68ZMB|7CDMG|9DUR
239	13351 52151	   	160.21	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|37aVULN|4AART|5MLV|6RPLT|8RCR|9CDMG
240	13313 11624	   	160.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|25DUR|37VULN|4RMIN|6ASPD|8RCR|9AART|aDMG
241	32111 11115	   	160.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|4aVULN|5DUR|6ZMB|7LWND|8DMG|9RCR
242	32111 14515	   	160.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|4aVULN|5DUR|6ZMB|7DMG|8LWND|9RCR
243	32115 14315	   	160.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2BEXP|3AART|4aVULN|5LWND|6ZMB|7DMG|8DUR|9RCR
244	16522 24113	   	160.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BELT|3RCR|4AART|5FEWX|6DUST|7DMG|8aVULN|9ZMB
245	16522 25113	   	160.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BELT|3RCR|4AART|5FEWX|6DUST|7aVULN|8DMG|9ZMB
246	16523 53313	   	160.15	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2BELT|3RCR|4AART|59VULN|6ERES|7LIT|8ZMB|aDMG
247	33111 11115	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3AART|4aVULN|5DUR|6ZMB|7LWND|8DMG|9RCR
248	33111 14515	   	160.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2DUST|3AART|4aVULN|5DUR|6ZMB|7DMG|8LWND|9RCR
249	12324 14236	   	160.06	DCR|4VULN|1AART|1DUR	1CGEN|238aVULN|4DMSP|5DUR|6LIT|7RCR|9AART
250	12334 14236	   	160.06	DCR|4VULN|1AART|1DUR	16CGEN|238aVULN|4LIT|5DUR|7RCR|9AART
251	36522 24113	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1BELT|2TLV|3RCR|4AART|5FEWX|6DUST|7DMG|8aVULN|9ZMB
252	36522 25113	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1BELT|2TLV|3RCR|4AART|5FEWX|6DUST|7aVULN|8DMG|9ZMB
253	12355 21132	   	159.91	DCR|3VULN|2AART|1CDMG	1CGEN|236VULN|4CDMG|5LWND|7RMIN|8aAART|9RCR
254	22235 25423	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1VENICY|2RCVC|3DUST|4CDMG|5MLV|6RCR|7aVULN|8AART|9DMG
255	12355 22132	   	159.81	DCR|3VULN|2AART|1CDMG	1CGEN|236VULN|4CDMG|5LWND|7ERES|8aAART|9RCR
256	12332 34254	   	159.70	DCR|3VULN|2DMG|1DUR	1CGEN|238VULN|4LIT|5aDMG|6ERES|7RCR|9DUR
257	35215 13624	   	159.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2MBVNT|3LWND|4DUR|5AART|6RCR|7aVULN|8ZMB|9CDMG
258	35315 13624	   	159.65	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2MBVNT|3LHND|4DUR|5AART|6RCR|7aVULN|8ZMB|9CDMG
259	12313 34165	 * 	159.61	DCR|5VULN|1DMG	1CGEN|2357aVULN|49ERES|6DMG|8RCR
260	36262 42233	 * 	159.51	DCR|3VULN|1AART|2ASPD|1DUR	1BELT|2aTLV|37aVULN|4LIT|5AART|6DUR|8RCR|9aASPD|aBPWR
261	13314 31621	   	159.41	DCR|2VULN|2AART|1DMG|1DUR	1CGEN|2DUR|37VULN|46RMIN|5DMG|8RCR|9aAART
262	32116 44311	   	159.39	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BELT|2BEXP|38AART|4VULN|5RCR|6ERES|7DMG|9CDMG|aDUR
263	12111 26541	   	159.36	DCR|3VULN|1AART|1ZMB|1ASPD	1CGEN|24aVULN|3ASPD|5BEXP|6RCR|7ZMB|8FEWX|9AART
264	12112 26141	   	159.36	DCR|3VULN|1AART|1ZMB|1ASPD	1CGEN|24aVULN|3ASPD|5FEWX|6RCR|7ZMB|8BEXP|9AART
265	51314 31621	   	159.31	DCR|2VULN|2AART|1DMG|1DUR	1DUR|2ERES|37VULN|46RMIN|5DMG|8RCR|9aAART
266	12111 26641	   	159.26	DCR|3VULN|1AART|1ZMB|1ASPD	1CGEN|24aVULN|3ASPD|5BEXP|6RCR|7ZMB|8DUST|9AART
267	16523 12153	   	159.18	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1CGEN|2BELT|3RCR|4AART|5VULN|6DUR|7CDMG|8LWND|9ASPD|aDMG
268	33113 33552	   	159.16	DCR|2VULN|1AART|2CDMG|2DUR	1BELT|2aDUST|3AART|49VULN|5RPLT|6aCDMG|7RCR|8aDUR|aBPWR
269	16523 12353	   	159.08	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2BELT|3RCR|4AART|5VULN|6DUR|7CDMG|8DUST|9ASPD|aDMG
270	12332 24231	   	159.08	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4LIT|5DMG|6MLV|7RCR|9AART|aBEXP
271	12332 24232	   	159.08	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4LIT|5DMG|6MLV|7RCR|9AART|aFEWX
272	12332 24233	   	159.08	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4aLIT|5DMG|6MLV|7RCR|9AART
273	32116 12153	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2BEXP|3AART|4VULN|5RCR|6ZMB|7CDMG|8LWND|9ASPD|aDMG
274	32116 12333	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BELT|2BEXP|3AART|4VULN|5RCR|6ZMB|7CDMG|8DUR|9CGEN|aDMG
275	32116 12523	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BELT|2BEXP|3AART|4VULN|5RCR|6ZMB|7CDMG|8CGEN|9DUR|aDMG
276	32116 12653	   	159.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2BEXP|3AART|4VULN|5RCR|6ZMB|7CDMG|8LHND|9ASPD|aDMG
277	12332 24234	   	158.98	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4LIT|5DMG|6MLV|7RCR|9AART|aERES
278	12332 34231	   	158.98	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4LIT|5DMG|6ERES|7RCR|9AART|aBEXP
279	12332 34232	   	158.98	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4LIT|5DMG|6ERES|7RCR|9AART|aFEWX
280	12332 34233	   	158.98	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4aLIT|5DMG|6ERES|7RCR|9AART
281	12332 34236	   	158.98	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4LIT|5DMG|6ERES|7RCR|9AART|aRCVC
282	31144 14113	   	158.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BELT|2aLWND|3DUR|4aDUST|5AART|6ZMB|7DMG|8aVULN|9RCR|aBPWR
283	31144 15113	   	158.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1BELT|2aLWND|3DUR|4aDUST|5AART|6ZMB|7VULN|8aDMG|9RCR|aBPWR
284	32125 42126	 * 	158.92	ACR|3VULN|2AART|1DUR	1BELT|2BEXP|34AART|5RCR|6DUR|78aVULN|9ERES
285	33113 33556	   	158.90	DCR|2AART|2VULN|1CDMG|1DUR	1BELT|2DUST|3aAART|49VULN|5RPLT|6CDMG|7RCR|8DUR
286	33113 33655	   	158.90	DCR|2AART|2VULN|1CDMG|1ASPD	1BELT|2DUST|39AART|4aVULN|5RPLT|6CDMG|7RCR|8ASPD
287	12332 34234	   	158.88	DCR|3VULN|1AART|1DMG	1CGEN|238VULN|4LIT|5DMG|6aERES|7RCR|9AART
288	32526 62311	   	158.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BELT|2BEXP|3ERES|48AART|5RCR|6DMG|7VULN|9CDMG|aDUR
289	15513 23611	   	158.68	DCR|2VULN|1AART|1DMG|2ASPD	1CGEN|25ASPD|3LWND|49VULN|6RCR|7DLOT|8DMG|aAART
290	33114 13462	   	158.65	DCR|3VULN|1AART|2DUR|1ZMB	1BELT|29DUST|3AART|489VULN|5BEXP|6ZMB|79DUR|9BPWR|aRCR
291	33116 13462	   	158.65	DCR|3VULN|1AART|2DUR|1ZMB	1BELT|29DUST|3AART|489VULN|5LHND|6ZMB|79DUR|9BPWR|aRCR
292	32116 44112	   	158.59	ACR|2VULN|1AART|1DMG|1CDMG	1BELT|2BEXP|3AART|48VULN|5RCR|6ERES|7DMG|9CDMG|aFEWX
293	41113 23611	   	158.58	DCR|2VULN|1AART|1DMG|2ASPD	1LWND|2ERES|35ASPD|49VULN|6RCR|7DLOT|8DMG|aAART
294	32116 13562	 * 	158.56	ACR|1AART|1VULN|1DMG|3DUR|2ZMB	1BELT|29BEXP|3AART|4VULN|5RCR|69ZMB|789DUR|9BPWR|aDMG
295	12322 32624	   	158.51	DCR|2VULN|2DMG|1AART	1CGEN|23VULN|4DMSP|5RMIN|6aDMG|7LEGI|8RCR|9AART
296	12113 11541	   	158.51	DCR|4VULN|1CDMG|1ZMB|1ASPD	1CGEN|2457VULN|3ASPD|6BEXP|8RCR|9CDMG|aZMB
297	12323 15154	 * 	158.51	DCR|4VULN|1FLTHEA|1ZMB|1DUR	1CGEN|2356VULN|4DMSP|7DUR|8RCR|9ZMB|aFLTHEA
298	32126 22233	   	158.47	DCR|2AART|2DMG|1VULN	1BELT|2BEXP|34AART|5LIT|6DMSP|7RCR|8aDMG|9VULN
299	12113 61541	   	158.41	DCR|4VULN|1CDMG|1ZMB|1ASPD	1CGEN|2457VULN|3ASPD|6LEGI|8RCR|9CDMG|aZMB
300	12316 21541	   	158.41	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2367VULN|4ERES|5DUR|8RCR|9CDMG|aZMB
301	12361 21541	   	158.41	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2367VULN|4DUR|5TLV|8RCR|9CDMG|aZMB
302	12513 31541	   	158.41	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2457VULN|3TLV|6DUR|8RCR|9CDMG|aZMB
303	12351 56112	   	158.40	DCR|2VULN|2AART|1CDMG|1ASPD	15CGEN|23VULN|4CDMG|6RCR|7LHND|8aAART|9ASPD
304	16523 22143	   	158.39	ACR|3VULN|1AART|1CDMG	1CGEN|2BELT|3RCR|4AART|59aVULN|6DUST|7CDMG|8LWND
305	16523 25313	   	158.39	ACR|3VULN|1AART|1CDMG	1CGEN|2BELT|3RCR|4AART|57aVULN|6DUST|8RMIN|9CDMG
306	16523 22336	   	158.29	ACR|3VULN|1AART|1CDMG	1CGEN|2BELT|3RCR|4AART|59aVULN|68DUST|7CDMG
307	21122 34325	   	158.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1VENICY|2ASPD|3ERES|4RCR|5CDMG|6CGEN|7ZMB|8AART|9DMG|aVULN
308	32113 35653	   	158.18	DCR|2VULN|1AART|1DMG|2ASPD	1BELT|2BEXP|3AART|4aVULN|5RPLT|67ASPD|8RCR|9DMG
309	33111 15652	   	158.16	DCR|3VULN|1AART|1ZMB|1DUR	1BELT|2aDUST|3AART|47aVULN|5DUR|6ZMB|8RCR|9aBEXP|aBPWR
310	32111 13662	 * 	158.14	DCR|1AART|1VULN|1DMG|3DUR|2ZMB	1BELT|29BEXP|3AART|4VULN|579DUR|69ZMB|8RCR|9BPWR|aDMG
311	33111 15633	   	158.06	DCR|3VULN|1AART|1ZMB|1DUR	1BELT|2DUST|3AART|47aVULN|5DUR|6ZMB|8RCR|9LHND
312	32526 62112	   	157.99	ACR|2VULN|1AART|1DMG|1CDMG	1BELT|2BEXP|3ERES|4AART|5RCR|6DMG|78VULN|9CDMG|aFEWX
313	33462 13623	 * 	157.99	ACR|2DMG|1AART|1VULN|1CDMG	1BELT|2DUST|39DMG|4RCR|5RPLT|6CDMG|7MLV|8AART|aVULN
314	12116 11541	   	157.96	DCR|3VULN|2ASPD|1CDMG|1ZMB|1DUR	1CGEN|247VULN|36ASPD|5DUR|8RCR|9CDMG|aZMB
315	12351 53316	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9RPLT|aASPD
316	12351 53322	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aDMSP
317	12351 53323	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aLHND
318	12351 53324	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aRCVC
319	12351 53325	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aLWND
320	12351 53332	   	157.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9RMIN|aASPD
321	33111 13662	   	157.94	DCR|1AART|1VULN|1DMG|3DUR|2ZMB	1BELT|29DUST|3AART|4VULN|579DUR|69ZMB|8RCR|9BPWR|aDMG
322	12353 25262	 * 	157.93	DCR|5VULN|1CDMG|1DUR	17CGEN|2368aVULN|4CDMG|5DUR|9RCR
323	12142 44233	 * 	157.92	DCR|2VULN|1AART|2CDMG|2ZMB|1ASPD	1CGEN|28VULN|3ASPD|4BASHEA|58CDMG|6TLV|78ZMB|8BPWR|9AART|aRCR
324	33526 62112	   	157.89	ACR|2VULN|1AART|1DMG|1CDMG	1BELT|2DUST|3ERES|4AART|5RCR|6DMG|78VULN|9CDMG|aFEWX
325	32422 32346	   	157.88	DCR|2DMG|1AART|1VULN|1CDMG	1BELT|27BEXP|37DMG|4AART|57FEWX|6RCVC|7BPWR|8RCR|9CDMG|aVULN
326	12351 53321	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aDUST
327	12351 53326	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9DUR|aERES
328	12351 53363	   	157.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15CGEN|23VULN|4CDMG|6RCR|7ZMB|8AART|9DUST|aDUR
329	13355 21361	   	157.81	DCR|3VULN|1AART|1CDMG|1DUR	1CGEN|2DUR|36aVULN|4AART|5LIT|7MGNSTR|8CDMG|9RCR
