0	Index      	 *	Score 	Summary	Detail	
1	21231 43331	 * 	213.57	ACR|3VULN|2DMG|1AART|1CDMG|2DUR|1ZMB	18DMG|289VULN|3BELT|4RCR|5CDMG|6ZMB|78DUR|8BPWR|aAART
170	22636 16132	   	186.79	ACR|3VULN|2DMG|1AART	17DMG|2RCR|3LIT|4LHND|5AART|6RCVC|89aVULN
171	22311 14411	   	186.73	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6ZMB|7AART|8DUST|9CDMG|aVULN
172	22533 14115	   	186.72	ACR|2VULN|2DMG|1AART|1CDMG	16DMG|2RCR|3DUR|4TLV|5aVULN|7CDMG|8BEXP|9AART
173	21512 12136	 * 	186.71	DCR|2AART|2VULN|2DMG|3DUR	15DMG|26VULN|378DUR|4aAART|9RCR
174	21512 22636	   	186.71	DCR|2AART|2VULN|2DMG|3DUR	15DMG|28VULN|367DUR|4aAART|9RCR
175	22314 23254	   	186.69	ACR|3DMG|1AART|1VULN|2ZMB	169DMG|2RCR|3RMIN|4DUR|59ZMB|79ERES|8AART|9BPWR|aVULN
176	22343 11211	   	186.67	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|45VULN|689ZMB|79LHND|9BPWR
177	22344 24211	   	186.67	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|47VULN|589ZMB|69FEWX|9BPWR
178	22344 51211	   	186.67	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|46VULN|589ZMB|79LHND|9BPWR
179	22324 54213	   	186.67	ACR|3VULN|2DMG|3ZMB	19DMG|2RCR|3RMIN|4BEXP|589ZMB|679VULN|9BPWR|aLHND
180	22324 56211	   	186.67	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|47BEXP|589ZMB|69VULN|9BPWR
181	22326 44213	   	186.67	ACR|3VULN|2DMG|3ZMB	19DMG|2RCR|3RMIN|4BEXP|579VULN|689ZMB|9BPWR|aLHND
182	22326 46211	   	186.67	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|47BEXP|59VULN|689ZMB|9BPWR
183	22341 44211	   	186.67	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|47VULN|59LWND|689ZMB|9BPWR
184	22622 25324	   	186.57	ACR|2VULN|2DMG|1AART|1ZMB	16DMG|2RCR|3LIT|4BEXP|5AART|79VULN|8ASPD|aZMB
185	22642 25322	   	186.57	ACR|2VULN|2DMG|1AART|1ZMB	16DMG|2RCR|3LIT|4FEWX|5AART|79VULN|8ASPD|aZMB
186	22324 54212	   	186.57	ACR|3VULN|2DMG|3ZMB	19DMG|2RCR|3RMIN|4BEXP|589ZMB|679VULN|9BPWR|aCANHEL
187	22326 44212	   	186.57	ACR|3VULN|2DMG|3ZMB	19DMG|2RCR|3RMIN|4BEXP|579VULN|689ZMB|9BPWR|aCANHEL
188	22311 43462	   	186.57	ACR|3VULN|2DMG|1CDMG|2DUR	15DMG|2RCR|3RMIN|45DUR|5BPWR|6RCVC|78aVULN|9CDMG
189	22163 22215	   	186.55	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1DMG|2RCR|3FEWX|45CDMG|6DUR|7aVULN|8ZMB|9AART
190	22163 31215	   	186.55	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1DMG|2RCR|3FEWX|45CDMG|6aVULN|7DUR|8ZMB|9AART
191	42343 34232	   	186.54	ACR|4VULN|1AART|1DMG	1ASPD|2RCR|3RMIN|459aVULN|6DMG|7AART|8LIT
192	22343 12211	   	186.47	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|45VULN|689ZMB|79DUST|9BPWR
193	22344 52211	   	186.47	ACR|3DMG|2VULN|3ZMB	19aDMG|2RCR|3RMIN|46VULN|589ZMB|79DUST|9BPWR
194	22343 15433	   	186.47	ACR|3VULN|2DMG|3ZMB	1aDMG|2RCR|3RMIN|458VULN|69aZMB|7aTLV|aBPWR
195	41231 35131	   	186.43	ACR|3VULN|1AART|1DMG|1CDMG	1ASPD|279VULN|3BELT|4RCR|5CDMG|6DMG|8DUR|aAART
196	22145 32412	   	186.37	ACR|3VULN|3DMG|2DUR	179DMG|2RCR|39FEWX|4RPLT|57aVULN|67LIT|79BPWR|89DUR
197	22311 14152	 * 	186.36	ACR|3DMG|3ZMB|1AART|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69aZMB|7AART|89MLV
198	22311 61613	   	186.27	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69aVULN|789FEWX
199	22311 63146	   	186.27	ACR|3VULN|3DMG|2DUR	15aDMG|2RCR|3RMIN|45DUR|5aBPWR|69aVULN|7DMSP|8aLIT
200	22311 65113	   	186.27	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69aVULN|789LWND
201	22311 21411	   	186.27	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|36RMIN|45DUR|59BPWR|79LHND|89aVULN
202	22311 23146	   	186.27	ACR|3VULN|3DMG|2DUR	15aDMG|2RCR|36RMIN|45DUR|5aBPWR|79aVULN|8aLIT
203	22311 23456	   	186.27	ACR|3VULN|3DMG|2DUR	15aDMG|2RCR|36RMIN|45DUR|5aBPWR|78aVULN|9aLIT
204	22321 24411	   	186.27	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|36RMIN|45BEXP|59BPWR|79DUR|89aVULN
205	22311 63242	   	186.23	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6VULN|7DMSP|8AART|9FLTHEA|aZMB
206	22311 23242	   	186.23	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ZMB	15DMG|2RCR|36RMIN|45DUR|5BPWR|7VULN|8AART|9FLTHEA|aZMB
207	22315 33146	   	186.17	ACR|3VULN|3DMG|2DUR	16aDMG|2RCR|3RMIN|45DUR|79aVULN|8aLIT|aBPWR
208	22315 61311	   	186.17	ACR|3VULN|3DMG|2DUR	189DMG|2RCR|3RMIN|45DUR|69aVULN|79FEWX|9BPWR
209	22343 31211	   	186.17	ACR|3VULN|3DMG|2DUR	169DMG|2RCR|3RMIN|45aVULN|79LHND|89DUR|9BPWR
210	22345 25311	   	186.17	ACR|3VULN|3DMG|2DUR	189DMG|2RCR|3RMIN|47aVULN|59DUR|69FEWX|9BPWR
211	22315 31411	   	186.17	ACR|3VULN|3DMG|2DUR	169DMG|2RCR|3RMIN|45DUR|79LHND|89aVULN|9BPWR
212	22315 33242	   	186.13	ACR|2DMG|1AART|1VULN|1FLTHEA|2DUR|1ZMB	16DMG|2RCR|3RMIN|45DUR|7VULN|8AART|9FLTHEA|aZMB
213	42343 34331	   	186.09	ACR|3VULN|1AART|1DMG|1CDMG	1ASPD|2RCR|3RMIN|45aVULN|6DMG|7AART|8CDMG|9FEWX
214	22311 23611	   	186.07	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|36RMIN|45DUR|59BPWR|79aVULN|89DUST
215	22311 63611	   	186.07	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69aVULN|7DMSP|89DUST
216	22345 13513	   	186.07	ACR|3VULN|3DMG|2DUR	169DMG|2RCR|3RMIN|49aVULN|59DUR|7DMSP|8NUKE|9BPWR
217	22361 24411	   	186.07	ACR|3VULN|3DMG|2DUR	159DMG|2RCR|36RMIN|45DUST|59BPWR|79DUR|89aVULN
218	21112 56633	   	186.02	DCR|3VULN|2DMG|1AART|1CDMG	15DMG|279VULN|3BEXP|4AART|6TLV|8CDMG|aRCR
219	22342 13411	   	185.99	ACR|3VULN|1AART|1DMG|1CDMG	1DMG|2RCR|3RMIN|48aVULN|5ERES|6DUR|7AART|9CDMG
220	21514 33411	   	185.98	ACR|3VULN|1AART|1DMG|1CDMG|2DUR	1DMG|28aVULN|37DUR|4AART|5RCR|6BEXP|9CDMG
221	22315 33611	   	185.97	ACR|3VULN|3DMG|2DUR	169DMG|2RCR|3RMIN|45DUR|79aVULN|89DUST|9BPWR
222	21114 53353	   	185.91	ACR|2AART|2VULN|2DMG|2DUR	18DMG|28VULN|3BEXP|49AART|5RCR|6LHND|78DUR|8BPWR|aRMIN
223	21232 12655	   	185.85	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	159DMG|2VULN|3BELT|4RCR|6AART|7ERES|8CDMG|aZMB
224	22343 31462	   	185.84	ACR|4VULN|2DMG|1CDMG	16DMG|2RCR|3RMIN|458aVULN|7LHND|9CDMG
225	22343 33162	   	185.84	ACR|4VULN|2DMG|1CDMG	16DMG|2RCR|3RMIN|457aVULN|8BEXP|9CDMG
226	21232 14512	   	185.83	ACR|3DMG|2VULN|1AART	158DMG|29VULN|3BELT|4RCR|6AART|7LHND|aASPD
227	21114 53351	   	185.81	ACR|2AART|2DMG|2VULN|2DUR	18DMG|28VULN|3BEXP|49AART|5RCR|6LHND|78DUR|8BPWR|aDUST
228	21653 62122	   	185.76	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|249VULN|3LIT|5ASPD|6AART|7RCR|8DUR|aZMB
229	22343 63236	   	185.74	ACR|4VULN|2DMG|1CDMG	19DMG|2RCR|3RMIN|4567VULN|8ERES|aCDMG
230	42343 63233	   	185.74	ACR|4VULN|2DMG|2ASPD	1aASPD|2RCR|3RMIN|4567VULN|8aERES|9aDMG|aBPWR
231	21232 15612	   	185.73	ACR|3DMG|2VULN|1AART	158DMG|29VULN|3BELT|4RCR|6AART|7MBVNT|aASPD
232	21232 13142	   	185.73	ACR|3VULN|2DMG|1AART	15DMG|28aVULN|3BELT|4RCR|6AART|7CANSTR|9DUR
233	21232 15247	   	185.73	ACR|3VULN|2DMG|1AART	15DMG|28aVULN|3BELT|4RCR|6AART|7MBVNT|9ASPD
234	21514 31312	   	185.71	ACR|2AART|2VULN|2DMG|2DUR	18DMG|28VULN|3aDUR|49AART|5RCR|6BEXP|78DUST|8BPWR
235	22263 14331	 * 	185.69	ACR|2DMG|2AART|3CDMG|2ZMB	1aDMG|2RCR|3RCVC|4RPLT|58aCDMG|6aZMB|79AART|aBPWR
236	21231 42323	   	185.69	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|28VULN|3BELT|4RCR|5CDMG|6ZMB|789FEWX|8BPWR|aAART
237	21231 42345	   	185.69	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|28VULN|3BELT|4RCR|5CDMG|6ZMB|78FEWX|8BPWR|9RPLT|aAART
238	22142 14413	   	185.59	ACR|3DMG|2VULN|3CDMG	169DMG|2RCR|3FEWX|4RPLT|579CDMG|89VULN|9BPWR|aRCVC
239	22311 13252	   	185.56	ACR|3DMG|3ZMB|1AART|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69aZMB|79ERES|8AART
240	22311 15252	   	185.56	ACR|3DMG|3ZMB|1AART|2DUR	159DMG|2RCR|3RMIN|45DUR|59BPWR|69aZMB|79TLV|8AART
241	21231 24431	   	185.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|29VULN|3BELT|4RCR|5CDMG|6BEXP|7ZMB|aAART
242	21231 44331	   	185.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|29VULN|3BELT|4RCR|5CDMG|6ZMB|8LWND|aAART
243	21231 54431	   	185.49	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|29VULN|3BELT|4RCR|5CDMG|6LWND|7ZMB|aAART
244	21114 53362	   	185.47	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	18DMG|28VULN|3BEXP|4AART|5RCR|6LHND|78DUR|8BPWR|9LWND|aZMB
245	24212 35512	 * 	185.41	DCR|3DMG|2VULN|1AART	158DMG|2LHND|3BELT|49VULN|6AART|7RCR|aASPD
246	22316 23254	   	185.39	ACR|3DMG|1AART|1VULN|2ASPD	169DMG|2RCR|3RMIN|4DUR|59ASPD|79ERES|8AART|9BPWR|aVULN
247	21231 14431	   	185.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	18DMG|29VULN|3BELT|4RCR|5CDMG|6DUST|7ZMB|aAART
248	21231 44431	   	185.39	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|29VULN|3BELT|4RCR|5CDMG|6ZMB|8MBVNT|aAART
249	21653 62233	   	185.31	DCR|3VULN|2DMG|1AART	1aDMG|249VULN|3LIT|5ASPD|6AART|7RCR|8ERES
250	22662 32122	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2RCR|3LIT|4AART|5CGEN|679VULN|8DUR|aZMB
251	22666 32322	   	185.24	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2RCR|3LIT|4AART|5ASPD|679VULN|8LHND|aZMB
252	22656 13123	   	185.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3LIT|49VULN|5AART|6RCVC|7ZMB|8DUR|aCDMG
253	22662 32325	   	185.09	ACR|3VULN|2DMG|1AART	1aDMG|2RCR|3aLIT|4AART|5CGEN|679VULN|8aLHND|aBPWR
254	22311 61425	   	185.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6VULN|7FEWX|8ZMB|9CDMG|aAART
255	22311 65225	   	185.03	ACR|2DMG|1AART|1VULN|1CDMG|2DUR|1ZMB	15DMG|2RCR|3RMIN|45DUR|5BPWR|6VULN|7LWND|8ZMB|9CDMG|aAART
256	22343 63522	 * 	185.01	ACR|5VULN|2DMG	19DMG|2RCR|3RMIN|4567aVULN|8RPLT
257	22343 33414	   	185.01	ACR|5VULN|2DMG	16DMG|2RCR|3RMIN|45789VULN|aCGEN
258	22343 33415	   	185.01	ACR|5VULN|2DMG	16DMG|2RCR|3RMIN|45789VULN|aLIT
259	22343 33461	   	185.01	ACR|5VULN|2DMG	16DMG|2RCR|3RMIN|4578aVULN|9CGEN
260	22343 63231	   	184.91	ACR|5VULN|2DMG	19DMG|2RCR|3RMIN|4567aVULN|8ERES
261	22343 33411	   	184.91	ACR|5VULN|2DMG	16DMG|2RCR|3RMIN|45789VULN|aTLV
262	22343 33412	   	184.91	ACR|5VULN|2DMG	16DMG|2RCR|3RMIN|45789VULN|aERES
263	22343 33413	   	184.91	ACR|5VULN|2DMG	16DMG|2RCR|3RMIN|45789VULN|aDLOT
264	22343 33451	   	184.91	ACR|5VULN|2DMG	16DMG|2RCR|3RMIN|4578aVULN|9ERES
265	22662 52132	   	184.89	ACR|3VULN|2DMG|1AART	16DMG|2RCR|3LIT|4AART|5CGEN|7RMIN|89aVULN
266	22233 15331	   	184.79	ACR|3VULN|2DMG|1AART	18DMG|2RCR|3RCVC|4BELT|5RMIN|6RPLT|789VULN|8BPWR|aAART
267	22662 26132	   	184.79	ACR|3VULN|2DMG|1AART	17DMG|2RCR|3LIT|4AART|5CGEN|6TLV|89aVULN
268	21114 14211	   	184.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|28aVULN|3BEXP|4AART|5RCR|6CGEN|7CDMG|9ZMB
269	21114 24211	   	184.75	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|28aVULN|3BEXP|4AART|5RCR|6MLV|7CDMG|9ZMB
270	22343 35522	   	184.74	ACR|3VULN|3DMG|1ZMB	168DMG|2RCR|3RMIN|45aVULN|7CGEN|9ZMB
271	22661 25132	   	184.69	ACR|3VULN|2DMG|1AART	16DMG|2RCR|3LIT|4AART|58DUST|79aVULN
272	21114 44211	   	184.65	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|28aVULN|3BEXP|4AART|5RCR|6NUKE|7CDMG|9ZMB
273	22622 33636	   	184.64	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2RCR|3LIT|4BEXP|5AART|689VULN|7DUR|aZMB
274	22622 36324	   	184.64	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2RCR|3LIT|4BEXP|5AART|679VULN|8ASPD|aZMB
275	22642 36322	   	184.64	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|2RCR|3LIT|4FEWX|5AART|679VULN|8ASPD|aZMB
276	21114 51632	   	184.63	ACR|3VULN|2DMG|1AART	19DMG|289VULN|3BEXP|4AART|5RCR|6LHND|79DUST|9BPWR|aDUR
277	21114 51323	   	184.63	ACR|3DMG|2VULN|1AART	189DMG|28VULN|3BEXP|4AART|5RCR|6LHND|78DUST|8BPWR|aDUR
278	21114 51433	   	184.63	ACR|3DMG|2VULN|1AART	189DMG|29VULN|3BEXP|4AART|5RCR|6LHND|79DUST|9BPWR|aDUR
279	22352 43133	   	184.62	ACR|4VULN|2DMG|2DUR	1aDMG|2RCR|3RMIN|4LIT|589aVULN|6RPLT|7aDUR|aBPWR
280	21512 12614	   	184.60	DCR|3VULN|2DMG|1AART|2DUR	15DMG|268VULN|37DUR|4AART|9NUKE|aRCR
281	22224 52153	   	184.59	ACR|2VULN|2DMG|1AART|1CDMG	1aDMG|2RCR|3RCVC|49aLWND|5CDMG|6BASICY|7AART|8aVULN|aBPWR
282	21514 31324	   	184.53	ACR|3DMG|2VULN|1AART	18aDMG|28VULN|3DUR|4AART|5RCR|6BEXP|78DUST|8BPWR|9BASICY
283	21114 41134	   	184.53	ACR|3VULN|2DMG|1AART	19DMG|29aVULN|3BEXP|4AART|5RCR|6NUKE|7DUR|89DUST|9BPWR
284	22311 62563	   	184.52	ACR|4VULN|2DMG|2DUR	15DMG|2RCR|3RMIN|45DUR|5BPWR|689aVULN|7CGEN
285	21232 15447	   	184.29	ACR|2DMG|2AART|1VULN|1CDMG|1FLTHEA	15DMG|2VULN|3BELT|4RCR|69AART|7MBVNT|8FLTHEA|aCDMG
286	22142 14411	   	184.29	ACR|3DMG|2VULN|3CDMG	169DMG|2RCR|3FEWX|4RPLT|579CDMG|89VULN|9BPWR|aRMIN
287	22142 14412	   	184.29	ACR|3DMG|2VULN|3CDMG	169DMG|2RCR|3FEWX|4RPLT|579CDMG|89VULN|9BPWR|aBELT
288	21114 52334	   	184.10	ACR|4VULN|3DMG|1AART|3MSE	189DMG|289aVULN|3BEXP|4AART|5RCR|6LHND|789MSE|89BPWR
289	22215 22411	   	184.08	ACR|3VULN|3DMG	169DMG|2RCR|3RCVC|4DUR|59DUST|7RMIN|89aVULN|9BPWR
290	22311 63462	   	184.07	ACR|3VULN|2DMG|1CDMG|2DUR	15DMG|2RCR|3RMIN|45DUR|5BPWR|68aVULN|7DMSP|9CDMG
291	22311 64421	   	184.07	ACR|3DMG|2VULN|1CDMG|2DUR	15aDMG|2RCR|3RMIN|45DUR|5BPWR|69VULN|7CDMG|8CGEN
292	22311 64422	   	184.07	ACR|3VULN|2DMG|1CDMG|2DUR	15DMG|2RCR|3RMIN|45DUR|5BPWR|69aVULN|7CDMG|8CGEN
293	22345 13511	   	184.07	ACR|3DMG|2VULN|1CDMG|2DUR	169DMG|2RCR|3RMIN|49VULN|59DUR|7DMSP|8NUKE|9BPWR|aCDMG
294	22365 33433	   	184.07	ACR|3VULN|2DMG|1CDMG|2DUR	1aDMG|2RCR|3RMIN|4DUST|5aDUR|6LIT|7CDMG|89aVULN|aBPWR
295	22311 23462	   	184.07	ACR|3VULN|2DMG|1CDMG|2DUR	15DMG|2RCR|36RMIN|45DUR|5BPWR|78aVULN|9CDMG
296	21232 21165	   	184.03	ACR|3VULN|2DMG|1AART	15DMG|278VULN|3BELT|4RCR|6LHND|9AART|aDUR
297	22311 64321	   	183.97	ACR|3DMG|2VULN|1CDMG|2DUR	15aDMG|2RCR|3RMIN|45DUR|5BPWR|69VULN|7CDMG|8NUKE
298	22311 64322	   	183.97	ACR|3VULN|2DMG|1CDMG|2DUR	15DMG|2RCR|3RMIN|45DUR|5BPWR|69aVULN|7CDMG|8NUKE
299	22315 33462	   	183.97	ACR|3VULN|2DMG|1CDMG|2DUR	16DMG|2RCR|3RMIN|45DUR|78aVULN|9CDMG
300	22214 22532	   	183.88	ACR|4VULN|1DMG|1CDMG|2DUR	1DMG|2RCR|3RCVC|46DUR|5CDMG|789aVULN
301	21224 16362	 * 	183.88	DCR|3VULN|3DMG|3ASPD	17aDMG|27aVULN|3BELT|4DUST|5CGEN|67aASPD|7aBPWR|8RPLT|9RCR
302	21131 24264	   	183.87	DCR|3VULN|2DMG|1AART|1ZMB	16DMG|247VULN|3BEXP|5RCVC|8AART|9ZMB|aRCR
303	21232 11466	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|2aVULN|3BELT|4RCR|6AART|7CDMG|8DUR|9CGEN
304	21232 11225	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9LHND|aDUR
305	21232 11235	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9BEXP|aDUR
306	21232 11241	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9DUR|aLIT
307	21232 11242	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9DUR|aDMSP
308	21232 11244	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9DUR|aFEWX
309	21232 11255	   	183.82	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9LWND|aDUR
310	21232 11211	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9ERES|aASPD
311	21232 11243	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9DUR|aTLV
312	21232 11246	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CDMG|9DUR|aBASICY
313	21232 13146	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CANSTR|9DUR|aCDMG
314	21232 13156	   	183.72	ACR|2VULN|2DMG|1AART|1CDMG	15DMG|28VULN|3BELT|4RCR|6AART|7CANSTR|9CDMG|aDUR
315	22563 22531	   	183.69	ACR|3VULN|1DMG|2CDMG|2DUR|1ZMB	1DMG|2RCR|36DUR|45CDMG|789VULN|aZMB
316	22313 31411	   	183.68	ACR|3VULN|3DMG	169DMG|2RCR|3RMIN|4DUR|5RCVC|79LHND|89aVULN|9BPWR
317	22313 33146	   	183.68	ACR|3VULN|3DMG	16aDMG|2RCR|3RMIN|4DUR|5RCVC|79aVULN|8aLIT|aBPWR
318	22313 33456	   	183.68	ACR|3VULN|3DMG	16aDMG|2RCR|3RMIN|4DUR|5RCVC|78aVULN|9aLIT|aBPWR
319	22313 61311	   	183.68	ACR|3VULN|3DMG	189DMG|2RCR|3RMIN|4DUR|5RCVC|69aVULN|79FEWX|9BPWR
320	22244 22215	   	183.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3RCVC|4BEXP|5CDMG|6DUR|7aVULN|8ZMB|9AART
321	22244 31215	   	183.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2RCR|3RCVC|4BEXP|5CDMG|6aVULN|7DUR|8ZMB|9AART
322	22313 33242	   	183.64	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB	16DMG|2RCR|3RMIN|4DUR|5RCVC|7VULN|8AART|9FLTHEA|aZMB
