0	Index      	 *	Score 	Summary	Detail	
1	26121 32422	 * 	198.85	ACR|3DMG|2VULN|1AART|2CDMG	18aDMG|2aVULN|3BEXP|4RCR|59CDMG|6AART|7aAIRHEL|aBPWR
164	23332 32322	   	172.37	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMG|2FEWX|3CDMG|4aAART|57DUR|6VULN|8ZMB|9RCR
165	26224 35312	   	172.37	DCR|3VULN|2DMG|1AART	18DMG|289VULN|3LIT|4AART|5BEXP|6NUKE|78DUST|8BPWR|aRCR
166	23322 13224	   	172.36	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2FEWX|3CDMG|4ERES|5DUR|6aAART|8VULN|9RCR
167	25632 13224	   	172.36	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2CGEN|3CDMG|4DUST|5DUR|6aAART|8VULN|9RCR
168	26322 13424	   	172.36	DCR|2DMG|2AART|1VULN|1CDMG|1DUR	17DMG|2VULN|3CDMG|4MLV|5DUR|6aAART|8DUST|9RCR
169	26125 53113	   	172.30	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|29aVULN|37BEXP|4RCR|5ZMB|6AART|8RMIN
170	23332 31332	   	172.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2FEWX|3CDMG|4AART|59DUR|6aVULN|7RCR|8DLOT
171	23332 31335	   	172.21	DCR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2FEWX|3CDMG|4AART|59DUR|6VULN|7RCR|8DLOT
172	26125 53313	   	172.20	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|29aVULN|37BEXP|4RCR|5ZMB|6AART|8TLV
173	24133 26631	   	172.16	DCR|2VULN|2DMG|1AART|1CDMG	14DMG|2LEGI|3BEXP|5LWND|67VULN|8RCR|9AART|aCDMG
174	23332 44112	 * 	172.15	DCR|2AART|2DMG|2ASPD|1CDMG|1DUR	18DMG|28FEWX|3CDMG|4aAART|5DUR|68ASPD|7RCR|8BPWR|9RPLT
175	23332 44124	   	172.15	DCR|2AART|2DMG|2ASPD|1CDMG|1DUR	18DMG|28FEWX|3CDMG|4aAART|5DUR|68ASPD|7RCR|8BPWR|9RMIN
176	23332 44162	   	172.15	DCR|2AART|2DMG|2ASPD|1CDMG|1DUR	18DMG|28FEWX|3CDMG|4aAART|5DUR|68ASPD|7RCR|8BPWR|9LHND
177	26125 53231	   	172.15	ACR|2DMG|2AART|1VULN|2ZMB	19DMG|2VULN|379BEXP|4RCR|59ZMB|68AART|9BPWR|aFEWX
178	26125 53233	   	172.15	ACR|2DMG|2AART|1VULN|2ZMB	19DMG|2VULN|379BEXP|4RCR|59ZMB|68AART|9BPWR|aRMIN
179	25352 23163	   	172.12	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|23aCGEN|4DUST|5AART|6RMIN|7ZMB|8RCR|9aVULN|aBPWR
180	21135 56322	   	172.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LWND|3BEXP|47VULN|5ZMB|6AART|8CDMG|9RCR|aDUR
181	26322 13225	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2VULN|3CDMG|4MLV|5DUR|6AART|8FEWX|9RCR|aZMB
182	23352 13225	   	172.02	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2FEWX|3CDMG|4CGEN|5DUR|6AART|8VULN|9RCR|aZMB
183	25352 13163	   	172.02	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|23aCGEN|4DUST|5AART|6NUKE|7ZMB|8RCR|9aVULN|aBPWR
184	23322 13225	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2FEWX|3CDMG|4ERES|5DUR|6AART|8VULN|9RCR|aZMB
185	25632 13225	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2CGEN|3CDMG|4DUST|5DUR|6AART|8VULN|9RCR|aZMB
186	26322 13425	   	171.92	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	17DMG|2VULN|3CDMG|4MLV|5DUR|6AART|8DUST|9RCR|aZMB
187	14132 24361	   	171.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4aAART|5DUR|6DMG|7RCR|8LWND|9VULN
188	23332 31535	   	171.88	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2FEWX|3CDMG|48AART|5DUR|6VULN|7RCR|9CGEN|aZMB
189	23332 44123	   	171.70	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR	18DMG|28FEWX|3CDMG|4AART|5DUR|68ASPD|7RCR|8BPWR|9RMIN|aZMB
190	23332 44136	   	171.70	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB|1DUR	18DMG|289FEWX|3CDMG|4AART|5DUR|68ASPD|7RCR|8BPWR|aZMB
191	25321 25132	   	171.70	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|23CGEN|4RCR|569VULN|7AART|8ZMB|aLHND
192	25321 25135	   	171.70	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|23CGEN|4RCR|569VULN|7AART|8ZMB|aLIT
193	25321 25136	   	171.70	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|23CGEN|4RCR|569VULN|7AART|8ZMB|aRPLT
194	56321 25132	   	171.70	ACR|3VULN|1AART|1DMG|1ZMB	13CGEN|2DMG|4RCR|569VULN|7AART|8ZMB|aLHND
195	56323 33223	   	171.67	ACR|2VULN|2DMG|2CDMG|1DUR|1ASPD	13CGEN|2aDMG|4RCR|5DUR|6ASPD|7aVULN|8LHND|9aCDMG|aBPWR
196	26432 31241	   	171.60	DCR|4VULN|2DMG|1DUR	14DMG|2459VULN|3BELT|4BPWR|6DUR|7MLV|8RCR|aBEXP
197	26432 31243	   	171.60	DCR|4VULN|2DMG|1DUR	14DMG|2459VULN|3BELT|4BPWR|6DUR|7MLV|8RCR|aLIT
198	25321 25113	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|23CGEN|4RCR|56aVULN|7AART|8ZMB|9DUST
199	25321 25133	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|23CGEN|4RCR|569VULN|7AART|8ZMB|aERES
200	56321 25113	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	13CGEN|2DMG|4RCR|56aVULN|7AART|8ZMB|9DUST
201	56321 25133	   	171.60	ACR|3VULN|1AART|1DMG|1ZMB	13CGEN|2DMG|4RCR|569VULN|7AART|8ZMB|aERES
202	23521 53322	 * 	171.59	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1DMG|2FEWX|3DUR|4VULN|56CDMG|7aAART|8ZMB|9RCR
203	23213 13423	   	171.51	DCR|3DMG|1AART|1VULN|2DUR	168DMG|2FEWX|38LIT|4RPLT|58DUR|7RCR|8BPWR|9AART|aVULN
204	26121 35332	   	171.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2aVULN|3BEXP|4RCR|5CDMG|6AART|79DUR|8DLOT
205	26121 35335	   	171.43	ACR|2DMG|1AART|1VULN|1CDMG|2DUR	1aDMG|2VULN|3BEXP|4RCR|5CDMG|6AART|79DUR|8DLOT
206	14132 24142	   	171.41	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD|1DUR	18FEWX|28CDMG|3ZMB|4AART|5DUR|68DMG|7RCR|8BPWR|9BEXP|aASPD
207	23335 13222	   	171.35	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2FEWX|3CDMG|46aAART|5ZMB|7DUR|8VULN|9RCR
208	21123 25563	   	171.33	ACR|3DMG|2VULN|1ZMB|1DUR	178DMG|27LWND|3BEXP|4RCR|5DUST|67VULN|7BPWR|9DUR|aZMB
209	14132 24152	   	171.31	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD|1DUR	18FEWX|28CDMG|3ZMB|4AART|5DUR|68DMG|7RCR|8BPWR|9DUST|aASPD
210	26432 31223	   	171.15	DCR|3VULN|2DMG|1CDMG|1DUR	14DMG|245VULN|3BELT|4BPWR|6DUR|7MLV|8RCR|9BEXP|aCDMG
211	26432 31233	   	171.15	DCR|3VULN|2DMG|1CDMG|1DUR	14DMG|245VULN|3BELT|4BPWR|6DUR|7MLV|8RCR|9LHND|aCDMG
212	26125 13111	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|269VULN|3aBEXP|4RCR|5ZMB|7LWND|8AART
213	26125 13112	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|269VULN|3BEXP|4RCR|5ZMB|7LWND|8AART|aRPLT
214	26125 13113	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|269VULN|3BEXP|4RCR|5ZMB|7LWND|8AART|aCGEN
215	26125 13116	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|269VULN|3BEXP|4RCR|5ZMB|7LWND|8AART|aLHND
216	26125 16111	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|269VULN|3aBEXP|4RCR|5ZMB|7LHND|8AART
217	26125 16112	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|269VULN|3BEXP|4RCR|5ZMB|7LHND|8AART|aRPLT
218	26125 16113	   	171.10	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|269VULN|3BEXP|4RCR|5ZMB|7LHND|8AART|aCGEN
219	26432 31253	   	171.05	DCR|3VULN|2DMG|1CDMG|1DUR	14DMG|245VULN|3BELT|4BPWR|6DUR|7MLV|8RCR|9MBVNT|aCDMG
220	23522 16523	 * 	171.02	DCR|2VULN|2DMG|2FLTHEA|3DUR	17DMG|2FEWX|37aDUR|49VULN|5LIT|67FLTHEA|7BPWR|8RCR
221	23335 34216	   	170.98	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2aFEWX|3CDMG|4AART|5ZMB|6aDUST|7RCR|8TLV|9aVULN|aBPWR
222	14135 23222	 * 	170.93	DCR|2AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1FEWX|2CDMG|35ZMB|4aAART|6DMG|7DUR|8VULN|9RCR
223	26221 34312	   	170.89	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|29VULN|38LIT|4AART|5ASPD|6DUR|78LWND|8BPWR|aRCR
224	26126 11321	   	170.85	ACR|3VULN|2AART|1DMG	1DMG|268VULN|3BEXP|4RCR|5TLV|7CGEN|9aAART
225	14132 23245	   	170.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4AART|5DUR|67DMG|8VULN|9BEXP|aRCR
226	14132 23265	   	170.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4AART|5DUR|67DMG|8VULN|9LHND|aRCR
227	26121 31314	   	170.74	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|29VULN|3BEXP|4RCR|5CDMG|6aAART|7RMIN|8MLV
228	26121 33511	   	170.74	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|29VULN|3BEXP|4RCR|5CDMG|68AART|7FEWX|aMGNSTR
229	26121 33512	   	170.74	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|29VULN|3BEXP|4RCR|5CDMG|68AART|7FEWX|aLWND
230	26121 33513	   	170.74	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|29VULN|3BEXP|4RCR|5CDMG|68AART|7FEWX|aLHND
231	26121 33516	   	170.74	ACR|2VULN|2AART|1DMG|1CDMG	1DMG|29VULN|3BEXP|4RCR|5CDMG|68AART|7aFEWX
232	25612 33114	 * 	170.73	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	16DMG|2CGEN|3CDMG|457DUR|8RCR|9AART|aVULN
233	14132 23255	   	170.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4AART|5DUR|67DMG|8VULN|9DUST|aRCR
234	26221 35312	   	170.69	DCR|2VULN|2DMG|1AART|1DUR|1ASPD	18DMG|29VULN|38LIT|4AART|5ASPD|6DUR|78DUST|8BPWR|aRCR
235	26223 36312	   	170.69	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15DMG|29VULN|3LIT|4AART|6DUR|7ASPD|8FEWX|aRCR
236	26121 45322	   	170.67	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|29VULN|3BEXP|4RCR|5CDMG|6DLOT|7DUR|8ASPD|aAART
237	26126 15223	 * 	170.61	ACR|3VULN|1DMG|2CDMG|2ZMB	1DMG|26aVULN|3BEXP|4RCR|5TLV|7aZMB|8LHND|9aCDMG|aBPWR
238	26223 36112	   	170.59	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	15DMG|29VULN|3LIT|4AART|6DUR|7ASPD|8DUST|aRCR
239	23521 13322	   	170.57	DCR|2AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1DMG|2FEWX|36DUR|4VULN|5CDMG|7aAART|8ZMB|9RCR
240	22536 12623	   	170.53	DCR|3DMG|2VULN|2CDMG	14aDMG|2MLV|3RMIN|5aVULN|6LHND|7DUST|8RCR|9aCDMG|aBPWR
241	14132 24111	 * 	170.51	DCR|2DMG|1AART|3CDMG|1ZMB|1DUR	18FEWX|28aCDMG|3ZMB|4AART|5DUR|68DMG|7RCR|8BPWR|9RPLT
242	26125 11321	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BEXP|4RCR|5ZMB|7CGEN|9AART|aDMSP
243	26125 11325	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3aBEXP|4RCR|5ZMB|7CGEN|9AART
244	26125 11326	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BEXP|4RCR|5ZMB|7aCGEN|9AART
245	26125 11523	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|26aVULN|3BEXP|4RCR|5ZMB|78CGEN|9AART
246	25321 15323	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|23CGEN|4RCR|58aVULN|6BEXP|7ZMB|9AART
247	56321 15323	   	170.50	ACR|3VULN|1AART|1DMG|1ZMB	13CGEN|2DMG|4RCR|58aVULN|6BEXP|7ZMB|9AART
248	26125 11322	   	170.40	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BEXP|4RCR|5ZMB|7CGEN|9AART|aERES
249	26126 15321	   	170.40	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BEXP|4RCR|5TLV|7ZMB|9AART|aDMSP
250	14124 26213	 * 	170.38	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4ERES|5DMG|6FLTHEA|7RCR|8DUR|9VULN|aAART
251	23321 26213	   	170.38	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DMG|2FEWX|3CDMG|4ERES|5ZMB|6FLTHEA|7RCR|8DUR|9VULN|aAART
252	23321 26563	   	170.38	DCR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1DMG|2FEWX|3CDMG|4ERES|5ZMB|6FLTHEA|7RCR|8VULN|9DUR|aAART
253	26331 55122	 * 	170.33	DCR|3VULN|2DMG|2CDMG	1aDMG|257VULN|36CDMG|4BASHEA|8RCR|9RMIN
254	25642 12222	   	170.33	DCR|2DMG|1AART|1VULN|3DUR|1CDMG	17DMG|27CGEN|3CDMG|4LHND|57aDUR|6AART|7BPWR|8VULN|9RCR
255	23121 31511	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2FEWX|3BEXP|49VULN|5CDMG|68AART|7RCR|aMGNSTR
256	23121 31512	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2FEWX|3BEXP|49VULN|5CDMG|68AART|7RCR|aLWND
257	23121 31513	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2FEWX|3BEXP|49VULN|5CDMG|68AART|7RCR|aLHND
258	23121 31516	   	170.32	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2aFEWX|3BEXP|49VULN|5CDMG|68AART|7RCR
259	26433 23246	   	170.32	DCR|3DMG|2VULN|1CDMG|1ZMB	146DMG|24VULN|3BELT|4BPWR|5ZMB|7LHND|8MBVNT|9CDMG|aRCR
260	26433 26312	   	170.32	DCR|3DMG|2VULN|1FLTHEA|1ZMB	146DMG|24VULN|3BELT|4BPWR|5ZMB|7MBVNT|8FLTHEA|9LIT|aRCR
261	26126 15322	   	170.30	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BEXP|4RCR|5TLV|7ZMB|9AART|aERES
262	26126 25323	   	170.30	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|28aVULN|3BEXP|4RCR|56TLV|7ZMB|9AART
263	26121 34433	   	170.30	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|28VULN|37BEXP|4RCR|5CDMG|6AART|9LIT|aZMB
264	23521 41322	   	170.25	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|2FEWX|3DUR|49VULN|5CDMG|6DLOT|7RCR|8ASPD|aAART
265	23621 31511	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2FEWX|3DUST|49VULN|5CDMG|68AART|7RCR|aMGNSTR
266	23621 31512	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2FEWX|3DUST|49VULN|5CDMG|68AART|7RCR|aLWND
267	23621 31513	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2FEWX|3DUST|49VULN|5CDMG|68AART|7RCR|aLHND
268	23621 31516	   	170.22	DCR|2VULN|2AART|1DMG|1CDMG	1DMG|2aFEWX|3DUST|49VULN|5CDMG|68AART|7RCR
269	26121 31631	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2VULN|3BEXP|4RCR|5CDMG|6AART|7RMIN|8CANSTR|aZMB
270	26121 32253	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2VULN|3BEXP|4RCR|5CDMG|6AART|7AIRHEL|8LWND|9ZMB
271	26121 32432	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18DMG|2VULN|3BEXP|4RCR|5CDMG|6AART|7AIRHEL|9LIT|aZMB
272	26121 32631	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2VULN|3BEXP|4RCR|5CDMG|6AART|7AIRHEL|8CGEN|aZMB
273	26331 53223	   	170.12	DCR|2VULN|1AART|1DMG|2CDMG|2DUR	1DMG|25VULN|36CDMG|4BASHEA|78DUR|9RCR|aAART
274	23332 24112	   	170.11	DCR|2AART|2DMG|2CDMG|2DUR	18DMG|2FEWX|38CDMG|4aAART|58DUR|6NUKE|7RCR|8BPWR|9RPLT
275	23332 24124	   	170.11	DCR|2AART|2DMG|2CDMG|2DUR	18DMG|2FEWX|38CDMG|4aAART|58DUR|6NUKE|7RCR|8BPWR|9RMIN
276	23332 24162	   	170.11	DCR|2AART|2DMG|2CDMG|2DUR	18DMG|2FEWX|38CDMG|4aAART|58DUR|6NUKE|7RCR|8BPWR|9LHND
277	26121 32131	   	170.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2VULN|3BEXP|4RCR|5CDMG|6AART|7AIRHEL|8NUKE|aZMB
278	26121 32553	   	170.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2VULN|3BEXP|4RCR|5CDMG|6AART|7AIRHEL|8DUST|9ZMB
279	23521 41532	   	169.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2FEWX|39DUR|4aVULN|5CDMG|6DLOT|7RCR|8AART
280	26125 11361	   	169.80	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|268VULN|3BEXP|4RCR|5ZMB|7CGEN|9ERES|aAART
281	14122 14116	 * 	169.78	DCR|2VULN|1AART|2CDMG|2ASPD|1ZMB	1FEWX|2aCDMG|3ZMB|4ERES|5aVULN|6AART|7RCR|8LWND|9aASPD|aBPWR
282	14132 24136	   	169.76	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	189FEWX|28CDMG|3ZMB|4AART|5aDUR|68DMG|7RCR|8BPWR
283	14132 24141	   	169.76	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	18FEWX|28CDMG|3ZMB|4AART|5aDUR|68DMG|7RCR|8BPWR|9BEXP
284	26322 13511	   	169.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DMG|2VULN|3aCDMG|4MLV|5DUR|6AART|8RCR|9RPLT
285	26352 13511	   	169.73	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DMG|2VULN|3aCDMG|4CGEN|5DUR|6AART|8RCR|9RPLT
286	14132 24151	   	169.66	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	18FEWX|28CDMG|3ZMB|4AART|5aDUR|68DMG|7RCR|8BPWR|9DUST
287	23332 24123	   	169.66	DCR|2DMG|1AART|2CDMG|2DUR|1ZMB	18DMG|2FEWX|38CDMG|4AART|58DUR|6NUKE|7RCR|8BPWR|9RMIN|aZMB
288	26342 13511	   	169.63	DCR|2DMG|1AART|1VULN|2CDMG|1DUR	17DMG|2VULN|3aCDMG|4ERES|5DUR|6AART|8RCR|9RPLT
289	14332 31514	   	169.61	DCR|3AART|2VULN|1CDMG|1ASPD|1DUR	1FEWX|2CDMG|3ASPD|48aAART|5DUR|69VULN|7RCR
290	25321 25316	   	169.57	ACR|2VULN|2DMG|1AART|1ASPD	18DMG|239CGEN|4RCR|56VULN|7AART|aASPD
291	25321 25331	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	18DMG|23CGEN|4RCR|56VULN|7AART|9RMIN|aDUR
292	56321 25331	   	169.57	ACR|2VULN|2DMG|1AART|1DUR	13CGEN|28DMG|4RCR|56VULN|7AART|9RMIN|aDUR
293	24133 26632	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	14DMG|2LEGI|3BEXP|5LWND|67VULN|8RCR|9AART|aZMB
294	25321 25351	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	18DMG|23CGEN|4RCR|56VULN|7AART|9ERES|aDUR
295	26244 32322	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|259VULN|3LIT|4CANSTR|6AART|7LHND|8RCR|aZMB
296	22412 13424	   	169.36	DCR|2VULN|2DMG|2AART	17DMG|2MLV|3RPLT|45VULN|6aAART|8DUST|9RCR
297	26126 16223	 * 	169.31	ACR|3VULN|1DMG|2CDMG|2ASPD	1DMG|26aVULN|3BEXP|4RCR|5TLV|7aASPD|8LHND|9aCDMG|aBPWR
298	14132 24234	   	169.30	DCR|2AART|2DMG|1CDMG|1ZMB|1DUR	1FEWX|2CDMG|3ZMB|4aAART|5DUR|69DMG|7RCR|8TLV
299	26314 23432	   	169.23	DCR|4VULN|1DMG|1CDMG|1ZMB	1DMG|268aVULN|3CDMG|4FEWX|5LSRICY|7ZMB|9RCR
300	23332 43221	   	169.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	17DMG|2FEWX|3CDMG|4AART|5DUR|6ASPD|8VULN|9RCR|aRCVC
301	23332 43223	   	169.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	17DMG|2FEWX|3CDMG|4AART|5DUR|6ASPD|8VULN|9RCR|aCGEN
302	23332 43225	   	169.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	17DMG|2FEWX|3CDMG|4AART|5DUR|6ASPD|8VULN|9RCR|aRMIN
303	23332 43226	   	169.15	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	17DMG|2FEWX|3CDMG|4AART|5DUR|6ASPD|8VULN|9RCR|aBEXP
304	26331 23432	   	169.13	DCR|4VULN|1DMG|1CDMG|1ZMB	1DMG|258aVULN|3CDMG|4BASHEA|6FEWX|7ZMB|9RCR
305	26125 13161	   	169.10	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|26VULN|3BEXP|4RCR|5ZMB|7LWND|8AART|9MLV|aCDMG
306	25321 32133	   	169.07	ACR|2VULN|2DMG|1AART|1DUR	1aDMG|23CGEN|4RCR|5aVULN|6DUR|7DUST|8AART|9aBEXP|aBPWR
307	26331 12223	   	169.06	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|25VULN|3CDMG|4BASHEA|6RMIN|8ERES|9RCR|aAART
308	26334 62223	   	169.06	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|27VULN|3CDMG|4BASHEA|5CGEN|8ERES|9RCR|aAART
309	26334 62323	   	169.06	DCR|2VULN|2DMG|1AART|1CDMG	16DMG|27VULN|3CDMG|4BASHEA|5CGEN|8TLV|9RCR|aAART
310	21123 25535	 * 	169.04	ACR|3VULN|3DMG	178DMG|27LWND|39BEXP|4RCR|5DUST|67aVULN|7BPWR
311	26336 23432	   	169.03	DCR|4VULN|1DMG|1CDMG|1ZMB	1DMG|268aVULN|3CDMG|4BASHEA|5DUST|7ZMB|9RCR
312	25321 32113	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	1aDMG|23aCGEN|4RCR|59VULN|6DUR|7aDUST|8AART|aBPWR
313	25323 22113	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	1aDMG|23aCGEN|4RCR|5DUR|69VULN|7aDUST|8AART|aBPWR
314	56321 32113	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	13aCGEN|2aDMG|4RCR|59VULN|6DUR|7aDUST|8AART|aBPWR
315	56323 22113	   	168.97	ACR|2VULN|2DMG|1AART|1DUR	13aCGEN|2aDMG|4RCR|5DUR|69VULN|7aDUST|8AART|aBPWR
316	21123 25526	   	168.94	ACR|3VULN|3DMG	178DMG|27LWND|3BEXP|4RCR|5DUST|67aVULN|7BPWR|9ERES
317	22412 13621	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	17DMG|2MLV|3RPLT|45VULN|6AART|8CANSTR|9RCR|aZMB
318	25412 13621	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	17DMG|2CGEN|3RPLT|45VULN|6AART|8CANSTR|9RCR|aZMB
319	26334 23223	   	168.89	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1DMG|28VULN|36CDMG|4BASHEA|5CGEN|7ZMB|9RCR|aAART
