0	Index      	 *	Score 	Summary	Detail	
1	14123 63211	 * 	194.84	ACR|3VULN|2DMG|1AART|1CDMG	1BELT|2RCR|379VULN|4CDMG|59DMG|689ERES|9BPWR|aAART
165	34113 26311	   	170.72	DCR|3VULN|1AART|1DMG|1ASPD	1RMIN|2ASPD|37aVULN|4AIRHEL|5AART|6RCR|8LIT|9DMG
166	14335 32334	   	170.71	ACR|2VULN|1AART|2CDMG|2FLTHEA	1BELT|2RCR|38TLV|49VULN|5RCVC|68FLTHEA|78CDMG|8BPWR|aAART
167	42311 32324	   	170.57	ACR|3VULN|1AART|1CDMG|1FLTHEA|1DUR	1DUR|2DUST|367VULN|4FLTHEA|5RCR|8CDMG|9BEXP|aAART
168	14431 34211	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1BELT|2RCR|36ZMB|46VULN|5LEGI|6BPWR|7DMG|8DUR|9AART|aLHND
169	14431 34212	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1BELT|2RCR|36ZMB|46VULN|5LEGI|6BPWR|7DMG|8DUR|9AART|aCGEN
170	14431 35213	   	170.44	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1BELT|2RCR|36ZMB|46VULN|5LEGI|6BPWR|7RMIN|8DUR|9AART|aDMG
171	34163 34231	   	170.42	DCR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1RMIN|29ASPD|39VULN|4LWND|5AART|6RCR|7CDMG|89ZMB|9BPWR|aLHND
172	66122 31432	   	170.37	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCVC|238VULN|4RCR|5CGEN|6DUR|7ASPD|9CDMG|aAART
173	14121 72263	   	170.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2RCR|39VULN|4CDMG|5MBVNT|6RPLT|7AART|8ASPD|aDMG
174	34163 34232	   	170.32	DCR|2VULN|1AART|2ZMB|2ASPD|1CDMG	1RMIN|29ASPD|39VULN|4LWND|5AART|6RCR|7CDMG|89ZMB|9BPWR|aTLV
175	14165 32332	   	170.30	ACR|3VULN|2CDMG|2FLTHEA|1ASPD	1BELT|2RCR|389VULN|4CGEN|5RCVC|68FLTHEA|78CDMG|8BPWR|aASPD
176	14332 34223	   	170.22	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|3TLV|46VULN|56DUR|6BPWR|7aDMG|8RCVC|9CDMG
177	14332 36253	   	170.22	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|3TLV|46VULN|56DUR|6BPWR|7CDMG|8RCVC|9aDMG
178	24131 25512	   	170.22	DCR|2VULN|2DMG|1AART|1ZMB	1BEXP|2LIT|3aDMG|4AART|57VULN|6RMIN|8ZMB|9RCR
179	14432 53323	 * 	170.18	ACR|4VULN|2ZMB|1CDMG|1ASPD	1BELT|2RCR|37ZMB|467aVULN|57LIT|7BPWR|8CDMG|9ASPD
180	21611 74733	   	170.17	DCR|3DMG|2VULN|1AART	19BEXP|2LWND|3RPLT|4MBVNT|59VULN|679DMG|8AART|9BPWR|aRCR
181	42311 22353	   	170.08	ACR|3VULN|2FLTHEA|1CDMG|2DUR|1ZMB	16DUR|2DUST|37aVULN|46FLTHEA|5RCR|6BPWR|8CDMG|9ZMB
182	65133 21522	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2AART|3CGEN|4RCR|5aDMG|6LIT|7VULN|8ZMB|9DUR
183	65133 22521	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCVC|2AART|3CGEN|4RCR|59DMG|6LIT|7ZMB|8ASPD|aVULN
184	34153 11613	   	169.86	DCR|2VULN|2DMG|1AART|2ASPD	19RMIN|27ASPD|37VULN|47DMG|5AART|6LEGI|7BPWR|8BELT|aRCR
185	34153 11633	   	169.86	DCR|2VULN|2DMG|1AART|2ASPD	1RMIN|27ASPD|37VULN|47DMG|5AART|6LEGI|7BPWR|8BELT|9BEXP|aRCR
186	12532 26342	   	169.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1BELT|2aFEWX|3DMG|4aVULN|5LIT|6RCR|7ZMB|8AART|9aDUR|aBPWR
187	14123 12336	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RCR|3aVULN|4CDMG|5DMG|6DUR|7BEXP|8AART|9MLV
188	14123 12351	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RCR|39VULN|4CDMG|5DMG|6DUR|7BEXP|8AART|aLHND
189	14123 12352	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RCR|39VULN|4CDMG|5DMG|6DUR|7BEXP|8AART|aFEWX
190	14123 12355	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RCR|39VULN|4CDMG|5DMG|6DUR|7BEXP|8AART|aCGEN
191	14123 12356	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RCR|39VULN|4CDMG|5DMG|6DUR|7aBEXP|8AART
192	14123 12364	   	169.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RCR|3aVULN|4CDMG|5DMG|6DUR|79BEXP|8AART
193	42311 25163	   	169.83	ACR|3VULN|1AART|2FLTHEA|2DUR	16DUR|2DUST|39aVULN|46FLTHEA|5RCR|6BPWR|7RPLT|8AART
194	66121 31342	   	169.77	ACR|5VULN|1AART	1RCVC|23678VULN|4RCR|5BELT|9BEXP|aAART
195	32523 42423	   	169.76	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|26aCGEN|3ASPD|4aVULN|5RCVC|7AART|8RCR|9aDMG|aBPWR
196	14123 12346	   	169.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1BELT|2RCR|3aVULN|4CDMG|5DMG|6DUR|7BEXP|8AART|9ERES
197	13336 25113	   	169.62	DCR|3VULN|1AART|1DMG|1ASPD	1BELT|2ASPD|3LWND|49aVULN|5LIT|6RCR|7AART|8DMG
198	61152 32335	   	169.59	DCR|3DMG|2VULN|2CDMG|1SELL	1RCVC|27LHND|39VULN|467DMG|57CDMG|7BPWR|8SELL|aRCR
199	63152 32335	   	169.59	DCR|3DMG|2VULN|2CDMG|1SELL	1RCVC|27LWND|39VULN|467DMG|57CDMG|7BPWR|8SELL|aRCR
200	65531 11322	   	169.58	DCR|3DMG|1AART|1VULN	1RCVC|2AART|3BASHEA|4FEWX|5BELT|6RCR|789DMG|aVULN
201	42311 35162	 * 	169.57	ACR|3VULN|2AART|1FLTHEA|1DUR	1DUR|2DUST|369VULN|4FLTHEA|5RCR|7RPLT|8aAART
202	61313 31163	   	169.56	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2LHND|3CGEN|47DMG|5aVULN|6ASPD|8RCR|9AART
203	61326 31163	   	169.56	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2LHND|3CGEN|4aVULN|57DMG|6ASPD|8RCR|9AART
204	62313 31163	   	169.56	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2FEWX|3CGEN|47DMG|5aVULN|6ASPD|8RCR|9AART
205	62326 31163	   	169.56	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2FEWX|3CGEN|4aVULN|57DMG|6ASPD|8RCR|9AART
206	63313 31163	   	169.56	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2LWND|3CGEN|47DMG|5aVULN|6ASPD|8RCR|9AART
207	63326 31163	   	169.56	DCR|2VULN|2DMG|1AART|1ASPD	1RCVC|2LWND|3CGEN|4aVULN|57DMG|6ASPD|8RCR|9AART
208	65521 11322	   	169.48	DCR|3DMG|1AART|1VULN	1RCVC|2AART|3BASHEA|4DUST|5BELT|6RCR|789DMG|aVULN
209	14121 13613	   	169.43	ACR|2VULN|2DMG|2CDMG|1DUR	17BELT|2RCR|3aVULN|4aCDMG|5MBVNT|6DUR|8LIT|9aDMG|aBPWR
210	66122 12236	   	169.29	ACR|3VULN|1AART|1CDMG|1ZMB	1RCVC|236VULN|4RCR|5CGEN|7AART|8LIT|9CDMG|aZMB
211	42334 13432	 * 	169.28	DCR|2VULN|1AART|2CDMG|3DUR|1ZMB	169DUR|2DUST|39VULN|4RMIN|59CDMG|7AART|8RCR|9BPWR|aZMB
212	14432 53313	 * 	169.20	ACR|3VULN|1DMG|2ZMB|1CDMG	1BELT|2RCR|37ZMB|467VULN|57LIT|7BPWR|8CDMG|9FEWX|aDMG
213	42311 36511	   	169.16	ACR|3VULN|1AART|1FLTHEA|2DUR|1ASPD	18DUR|2DUST|369VULN|4FLTHEA|5RCR|7ASPD|aAART
214	35113 33521	   	169.13	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2RPLT|345DMG|6FEWX|7AART|8CDMG|9RCR|aVULN
215	35113 63521	   	169.13	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2RPLT|345DMG|6BEXP|7AART|8CDMG|9RCR|aVULN
216	14153 11236	   	169.10	ACR|3DMG|1AART|1VULN	1BELT|2RCR|3VULN|4RCVC|5VENICY|6AART|79aDMG|8LWND
217	14523 62123	   	169.09	ACR|3DMG|2AART|1ZMB	1BELT|2RCR|38DUST|48LWND|59AART|678DMG|8BPWR|aZMB
218	14613 62123	   	169.09	ACR|3DMG|2AART|1ZMB	1BELT|2RCR|38LWND|48DUST|59AART|678DMG|8BPWR|aZMB
219	34122 52252	   	169.05	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RMIN|29ASPD|39VULN|4ERES|5CDMG|69DMG|7DMSP|8RCR|9BPWR|aDUR
220	14523 62223	   	168.99	ACR|3DMG|2AART|1ZMB	1BELT|2RCR|3DUST|4LWND|59AART|678DMG|aZMB
221	14613 62223	   	168.99	ACR|3DMG|2AART|1ZMB	1BELT|2RCR|3LWND|4DUST|59AART|678DMG|aZMB
222	31426 31163	   	168.96	DCR|2VULN|2DMG|1AART|1ASPD	1RMIN|2LWND|3RCVC|4aVULN|57DMG|6ASPD|8RCR|9AART
223	14121 66342	   	168.86	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1BELT|2RCR|3VULN|48CDMG|5MBVNT|6DMG|7ZMB|9AART|aASPD
224	34163 34333	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2ASPD|3aVULN|4LWND|5AART|6RCR|7CDMG|8MLV|9DMG
225	34113 26313	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RMIN|2ASPD|37VULN|4AIRHEL|5AART|6RCR|8LIT|9DMG|aCDMG
226	14333 33252	   	168.67	ACR|4VULN|1CDMG|1FLTHEA|1ASPD	1BELT|2RCR|3TLV|4578VULN|6FLTHEA|9CDMG|aASPD
227	35343 33235	   	168.66	DCR|2VULN|2DMG|1AART|2ASPD	14RMIN|2RPLT|39ASPD|59DMG|69VULN|7AART|8MBVNT|9BPWR|aRCR
228	66122 31252	 * 	168.58	ACR|3VULN|1AART|2ASPD|2DUR|1SELL	1RCVC|239VULN|4RCR|5CGEN|69DUR|79ASPD|8SELL|9BPWR|aAART
229	14121 62183	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1BELT|2RCR|38VULN|4aCDMG|5MBVNT|6DMG|7BEXP|9AART
230	14121 63183	   	168.51	ACR|2VULN|1AART|1DMG|2CDMG	1BELT|2RCR|38VULN|4aCDMG|5MBVNT|6DMG|7LWND|9AART
231	34122 53251	   	168.42	DCR|2VULN|2DMG|2CDMG|2ASPD	1RMIN|29ASPD|39VULN|4ERES|57CDMG|69DMG|8RCR|9BPWR|aCGEN
232	13636 41211	   	168.38	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1BELT|25ASPD|3RCVC|47VULN|6ZMB|8RCR|9DMG|aAART
233	64622 12232	   	168.38	ACR|3VULN|1AART|2CDMG|2RCVC	12RCVC|36aVULN|4RCR|5CGEN|7AART|8aLIT|9aCDMG|aBPWR
234	66113 33363	   	168.36	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|23VULN|4RPLT|5aDMG|6DUR|7AART|8LWND|9RCR
235	14123 21351	   	168.31	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|39VULN|4CDMG|59DMG|6TLV|7ERES|89DUR|9BPWR|aBEXP
236	14123 21354	   	168.31	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|39VULN|4CDMG|59DMG|6TLV|7ERES|89DUR|9BPWR|aCGEN
237	14123 21356	   	168.31	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|39VULN|4CDMG|59DMG|6TLV|7ERES|89DUR|9BPWR|aLHND
238	14332 34162	   	168.31	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|3TLV|46VULN|56DUR|6BPWR|7aDMG|8LWND|9CDMG
239	14332 34226	   	168.28	ACR|3VULN|1DMG|1CDMG|2DUR	1BELT|2RCR|3TLV|46aVULN|56DUR|6BPWR|7DMG|8RCVC|9CDMG
240	61154 33111	   	168.22	DCR|3VULN|2DMG|2ASPD	1RCVC|27LHND|379VULN|4aDMG|5MLV|67ASPD|7BPWR|8RCR
241	14123 21352	   	168.21	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|39VULN|4CDMG|59DMG|6TLV|7ERES|89DUR|9BPWR|aNUKE
242	14332 32872	   	168.21	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|3TLV|46VULN|56DUR|6BPWR|7MBVNT|8aDMG|9CDMG
243	14332 34423	   	168.21	ACR|2VULN|2DMG|1CDMG|2DUR	1BELT|2RCR|38TLV|46VULN|56DUR|6BPWR|7aDMG|9CDMG
244	14331 33223	   	168.15	ACR|4VULN|1DMG|1FLTHEA	1BELT|2RCR|3TLV|4789VULN|5DMSP|6FLTHEA|aDMG
245	14333 36223	   	168.15	ACR|4VULN|1DMG|1FLTHEA	17BELT|2RCR|3TLV|4589VULN|6FLTHEA|aDMG
246	14351 33223	   	168.15	ACR|4VULN|1DMG|1FLTHEA	14BELT|2RCR|3TLV|5789VULN|6FLTHEA|aDMG
247	14123 23463	 * 	168.15	ACR|4VULN|1DMG|1CDMG	1BELT|2RCR|389aVULN|4CDMG|5DMG|6TLV|7LIT
248	14333 33263	   	168.05	ACR|4VULN|1DMG|1FLTHEA	1BELT|2RCR|39TLV|4578VULN|6FLTHEA|aDMG
249	14123 15113	   	168.04	ACR|2DMG|1VULN|2CDMG|2DUR|1ZMB	1BELT|2RCR|3VULN|49CDMG|5aDMG|68DUR|7ZMB
250	14161 32311	   	168.01	ACR|2VULN|1AART|2CDMG|2FLTHEA	1BELT|2RCR|38VULN|4CGEN|5DMSP|68FLTHEA|78CDMG|8BPWR|9LSRHEA|aAART
251	66121 31251	   	167.94	ACR|4VULN|1AART|1ZMB	1RCVC|2367VULN|4RCR|5BELT|8ZMB|9BEXP|aAART
252	14331 32334	   	167.91	ACR|2VULN|1AART|2CDMG|2FLTHEA	1BELT|2RCR|38TLV|49VULN|5DMSP|68FLTHEA|78CDMG|8BPWR|aAART
253	14351 32334	   	167.91	ACR|2VULN|1AART|2CDMG|2FLTHEA	14BELT|2RCR|38TLV|59VULN|68FLTHEA|78CDMG|8BPWR|aAART
254	14333 32354	   	167.91	ACR|2VULN|1AART|2CDMG|2FLTHEA	19BELT|2RCR|38TLV|45VULN|68FLTHEA|78CDMG|8BPWR|aAART
255	11636 31215	   	167.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ZMB|3RCVC|467VULN|5ASPD|8RCR|9DMG|aCDMG
256	13631 41215	   	167.87	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1BELT|2ASPD|3RCVC|457VULN|6ZMB|8RCR|9DMG|aCDMG
257	14333 33223	   	167.85	ACR|5VULN|1FLTHEA|1DUR	1BELT|2RCR|3TLV|45789VULN|6FLTHEA|aDUR
258	66121 31241	   	167.84	ACR|4VULN|1AART|1ZMB	1RCVC|2367VULN|4RCR|5BELT|8ZMB|9DUST|aAART
259	32522 52252	   	167.83	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RMIN|29CGEN|39ASPD|4VULN|5CDMG|69DMG|7DMSP|8RCR|9BPWR|aAART
260	34152 22252	   	167.83	DCR|2VULN|1AART|1DMG|2ASPD|1CDMG	1RMIN|29ASPD|39VULN|4DMG|5CDMG|69CGEN|7DMSP|8RCR|9BPWR|aAART
261	34322 52252	   	167.83	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RMIN|29ASPD|39CGEN|4VULN|5CDMG|69DMG|7DMSP|8RCR|9BPWR|aAART
262	14333 32311	   	167.81	ACR|2VULN|1AART|2CDMG|2FLTHEA	1BELT|2RCR|38TLV|45VULN|68FLTHEA|78CDMG|8BPWR|9LSRHEA|aAART
263	14123 42363	   	167.65	ACR|3VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|39aVULN|4CDMG|5DMG|6RCVC|7LIT|8ZMB
264	15162 23352	   	167.64	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1BELT|247LIT|3RCR|57VULN|67ZMB|7BPWR|8DMG|9DUR|aAART
265	32513 36262	   	167.63	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RMIN|2CGEN|36ASPD|49DMG|5VULN|7CDMG|8RCR|aAART
266	34313 36262	   	167.63	DCR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RMIN|26ASPD|3CGEN|49DMG|5VULN|7CDMG|8RCR|aAART
267	61313 31161	   	167.62	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LHND|3CGEN|47aDMG|5VULN|6ASPD|8RCR|9AART
268	61326 31161	   	167.62	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LHND|3CGEN|4VULN|57aDMG|6ASPD|8RCR|9AART
269	62313 31161	   	167.62	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2FEWX|3CGEN|47aDMG|5VULN|6ASPD|8RCR|9AART
270	62326 31161	   	167.62	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2FEWX|3CGEN|4VULN|57aDMG|6ASPD|8RCR|9AART
271	63313 31161	   	167.62	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LWND|3CGEN|47aDMG|5VULN|6ASPD|8RCR|9AART
272	63326 31161	   	167.62	DCR|3DMG|1AART|1VULN|1ASPD	1RCVC|2LWND|3CGEN|4VULN|57aDMG|6ASPD|8RCR|9AART
273	14161 32332	   	167.50	ACR|3VULN|2CDMG|2FLTHEA|1ASPD	1BELT|2RCR|389VULN|4CGEN|5DMSP|68FLTHEA|78CDMG|8BPWR|aASPD
274	61152 33222	   	167.39	DCR|2VULN|2DMG|2ASPD|1CDMG	1aRCVC|29LHND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR
275	63152 33222	   	167.39	DCR|2VULN|2DMG|2ASPD|1CDMG	1aRCVC|29LWND|39VULN|46DMG|5CDMG|79ASPD|8RCR|9BPWR
276	66352 33222	   	167.39	DCR|2VULN|2DMG|2ASPD|1CDMG	1aRCVC|29VULN|39LHND|46DMG|5CDMG|79ASPD|8RCR|9BPWR
277	21352 16314	   	167.33	DCR|3DMG|1AART|1VULN|1CDMG	13BEXP|2LWND|489DMG|5CDMG|6AART|7VULN|aRCR
278	32522 53262	   	167.33	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RMIN|2CGEN|3ASPD|4VULN|57CDMG|69DMG|8RCR|aAART
279	34152 11163	   	167.33	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RMIN|2ASPD|3VULN|4aDMG|57CDMG|6AART|8LWND|9RCR
280	34152 23262	   	167.33	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RMIN|2ASPD|3VULN|49DMG|57CDMG|6CGEN|8RCR|aAART
281	34322 53262	   	167.33	DCR|2DMG|1AART|1VULN|2CDMG|1ASPD	1RMIN|2ASPD|3CGEN|4VULN|57CDMG|69DMG|8RCR|aAART
282	14333 32332	   	167.30	ACR|3VULN|2CDMG|2FLTHEA|1ASPD	1BELT|2RCR|38TLV|459VULN|68FLTHEA|78CDMG|8BPWR|aASPD
283	33322 33363	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2ERES|3ASPD|4aVULN|5CDMG|6DUR|7AART|8DMG|9RCR
284	33322 33364	   	167.25	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RMIN|2ERES|3ASPD|4VULN|5CDMG|6DUR|7AART|8aDMG|9RCR
285	34122 33363	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2ASPD|3aVULN|4ERES|5CDMG|6DUR|7AART|8DMG|9RCR
286	34122 33364	   	167.25	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RMIN|2ASPD|3VULN|4ERES|5CDMG|6DUR|7AART|8aDMG|9RCR
287	34222 33363	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RMIN|2ASPD|3ERES|4aVULN|5CDMG|6DUR|7AART|8DMG|9RCR
288	34222 33364	   	167.25	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1RMIN|2ASPD|3ERES|4VULN|5CDMG|6DUR|7AART|8aDMG|9RCR
289	31352 16314	   	167.23	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2LWND|3ERES|489DMG|5CDMG|6AART|7VULN|aRCR
290	32152 12314	   	167.23	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2CGEN|3VULN|489DMG|5CDMG|6AART|7LEGI|aRCR
291	32152 13314	   	167.23	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2CGEN|3VULN|489DMG|5CDMG|6AART|7DUST|aRCR
292	42311 21323	   	167.23	ACR|2VULN|1AART|2FLTHEA|1CDMG|2DUR	16DUR|2DUST|3aVULN|46FLTHEA|5RCR|6BPWR|7FEWX|8CDMG|9AART
293	14431 34231	   	167.23	ACR|2VULN|1DMG|2ZMB|1CDMG|1ASPD|1DUR	1BELT|2RCR|36ZMB|46VULN|5LEGI|6BPWR|7DMG|8DUR|9ASPD|aCDMG
294	14153 16311	 * 	167.20	ACR|2VULN|1AART|1DMG|2ASPD	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79ASPD|89CGEN|9BPWR|aDMG
295	33152 12314	   	167.13	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2ERES|3VULN|489DMG|5CDMG|6AART|7LEGI|aRCR
296	33152 13314	   	167.13	DCR|3DMG|1AART|1VULN|1CDMG	1RMIN|2ERES|3VULN|489DMG|5CDMG|6AART|7DUST|aRCR
297	34552 13133	 * 	167.13	3VULN|3DMG|1AART|3ASPD|1CDMG	1RMIN|29aASPD|3LHND|49aDMG|5CDMG|6AART|7BEXP|89aVULN|9aBPWR
298	14113 33413	   	167.12	ACR|3VULN|1AART|1CDMG|1ASPD	1BELT|2RCR|379VULN|4DUST|5AART|6MLV|8ASPD|aCDMG
299	32523 52423	   	167.12	DCR|3VULN|2DMG|2ASPD	1RMIN|27aCGEN|37ASPD|47aVULN|5RCVC|6DLOT|7aBPWR|8RCR|9aDMG
300	14153 11234	   	167.10	ACR|2DMG|1AART|1VULN|1CDMG	1BELT|2RCR|3VULN|4RCVC|5VENICY|6AART|79DMG|8LWND|aCDMG
301	14116 12253	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2RCR|39VULN|4DUST|5ASPD|6ZMB|7BEXP|8AART|aDMG
302	14116 13253	   	167.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BELT|2RCR|39VULN|4DUST|5ASPD|6ZMB|7FEWX|8AART|aDMG
303	14123 35512	   	167.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|3aVULN|4CDMG|59DMG|6LWND|7ZMB|8LIT
304	34113 26223	   	167.04	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1RMIN|2ASPD|37VULN|4AIRHEL|58AART|6RCR|9CDMG|aDUR
305	42263 33232	 * 	167.03	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	139DUR|29DUST|4CDMG|5DMG|69VULN|7AART|8MBVNT|9BPWR|aRCR
306	14113 43413	   	167.02	ACR|3VULN|1AART|1CDMG|1ASPD	1BELT|2RCR|379VULN|4DUST|5AART|6TLV|8ASPD|aCDMG
307	31426 31161	   	167.02	DCR|3DMG|1AART|1VULN|1ASPD	1RMIN|2LWND|3RCVC|4VULN|57aDMG|6ASPD|8RCR|9AART
308	13511 14262	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1BELT|2ASPD|3LIT|4CDMG|59VULN|6RCR|7MLV|8AART|aDMG
309	15111 35362	   	167.01	ACR|2VULN|1AART|2CDMG|1DMG	1BELT|29LIT|3RCR|4DMG|5RPLT|69CDMG|79VULN|8AART|9BPWR|aBEXP
310	14153 16111	   	167.00	ACR|2VULN|1AART|1DMG|2ASPD	1BELT|2RCR|39VULN|4RCVC|5VENICY|6AART|79ASPD|89TLV|9BPWR|aDMG
311	14123 63351	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|37VULN|4CDMG|59DMG|6ERES|8ZMB|aBEXP
312	14123 63352	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|37VULN|4CDMG|59DMG|6ERES|8ZMB|aCGEN
313	14123 63353	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|37VULN|4CDMG|59DMG|6ERES|8ZMB|aFEWX
314	14123 63523	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|37VULN|4CDMG|58DMG|6ERES|9CGEN|aZMB
315	14333 41351	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|45VULN|69DMG|7CDMG|8ZMB|aBEXP
316	14333 41352	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|45VULN|69DMG|7CDMG|8ZMB|aCGEN
317	14333 41353	   	166.98	ACR|2VULN|2DMG|1CDMG|1ZMB	1BELT|2RCR|3TLV|45VULN|69DMG|7CDMG|8ZMB|aFEWX
318	42311 31322	 * 	166.97	ACR|2VULN|2AART|1CDMG|1FLTHEA|1DUR	1DUR|2DUST|36VULN|4FLTHEA|5RCR|7FEWX|8CDMG|9aAART
319	15111 35361	   	166.91	ACR|2VULN|1AART|2CDMG|1DMG	1BELT|29LIT|3RCR|4DMG|5RPLT|69CDMG|79VULN|8AART|9BPWR|aDUST
320	62322 12423	   	166.89	DCR|2VULN|1AART|1DMG|2CDMG	1RCVC|29FEWX|3CGEN|49VULN|59CDMG|6AART|7LEGI|8RCR|9BPWR|aDMG
321	62222 12423	   	166.79	DCR|2VULN|1AART|1DMG|2CDMG	1RCVC|29FEWX|3ERES|49VULN|59CDMG|6AART|7LEGI|8RCR|9BPWR|aDMG
322	14332 32827	   	166.73	ACR|4VULN|1DMG|2DUR	1BELT|2RCR|3TLV|469aVULN|56DUR|6BPWR|7MBVNT|8DMG
323	14152 12334	   	166.70	ACR|3VULN|1AART|2CDMG	1BELT|2RCR|389VULN|4RCVC|5RMIN|68CANSTR|78CDMG|8BPWR|aAART
324	65323 22311	   	166.67	ACR|2AART|2DMG|1VULN|2RCVC	13RCVC|29AART|4RCR|5FEWX|6DUST|7aDMG|8VULN
325	65323 22313	   	166.67	ACR|2AART|2VULN|1DMG|2RCVC	13RCVC|29AART|4RCR|5FEWX|6DUST|7DMG|8aVULN
