0	Index      	 *	Score 	Summary	Detail	
1	22234 11612	 * 	193.77	DCR|3VULN|2AART|1DMG|1ZMB|1ASPD	1DUST|259VULN|3ASPD|47AART|6RCR|8ZMB|aDMG
161	55221 52333	   	172.10	DCR|3VULN|1AART|1CDMG|2DUR	1AART|2aDUST|39aVULN|4CDMG|58DUR|6RCR|7aFEWX|aBPWR
162	55221 53331	   	172.07	DCR|1AART|1VULN|1DMG|2CDMG|2DUR|1ASPD	1AART|2DUST|3VULN|4aCDMG|57DUR|6RCR|8ASPD|9DMG
163	55221 52332	   	172.00	DCR|3VULN|1AART|1CDMG|2DUR	1AART|2DUST|39aVULN|4CDMG|58DUR|6RCR|7FEWX
164	22233 11615	   	171.60	DCR|2AART|2VULN|1FLTHEA|1ZMB|1ASPD	15DUST|29VULN|3ASPD|47AART|6RCR|8ZMB|aFLTHEA
165	15235 11215	   	171.54	DCR|3VULN|1AART|1DMG|1ZMB|1SELL	1VENICY|237VULN|4LHND|5SELL|6RCR|8ZMB|9DMG|aAART
166	15123 61214	   	171.52	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1VENICY|27VULN|3RCR|4CDMG|5RMIN|6ASPD|8ZMB|9aDMG
167	55126 11323	   	171.47	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUST|3ZMB|4DUR|5DMG|6RCR|7RPLT|8VULN|9CDMG|aASPD
168	22234 13535	   	171.46	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD|1SELL	1DUST|25VULN|3ASPD|4aAART|6RCR|7ZMB|8SELL|9CDMG
169	15122 31214	   	171.42	ACR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1VENICY|27VULN|3RCR|4CDMG|5ASPD|6ERES|8ZMB|9aDMG
170	22236 44151	   	171.35	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DUST|29VULN|3ASPD|4AART|5DMG|6MBVNT|7DUR|8RCR|aCDMG
171	22234 12231	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8BELT|aLWND
172	22234 12233	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8BELT|aRPLT
173	22234 12234	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8BELT|aLHND
174	22234 12236	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8BELT|aCGEN
175	22234 12313	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8LIT|aFEWX
176	22234 16314	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7LIT|8RMIN|aDMG
177	22236 12431	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|29aVULN|3ASPD|4AART|5DMG|6RCR|7LHND|8MLV
178	22236 13431	   	171.32	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|29aVULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8MLV
179	15142 11423	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|25VULN|3RCR|4LWND|6DUR|7aDMG|8AART|9LHND
180	15142 32423	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|25VULN|3RCR|4LWND|6aDMG|7DUR|8AART|9LHND
181	15153 12423	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|26VULN|3RCR|4aDMG|59LHND|7DUR|8AART
182	15152 32326	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9LHND|aDUR
183	15152 32341	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DUR|aLHND
184	15152 32343	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9DUR|aCGEN
185	15152 32362	   	171.27	ACR|2VULN|2DMG|1AART|1ASPD	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9BEXP|aASPD
186	15151 22423	   	171.27	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|27VULN|3RCR|4aDMG|5DUR|6LWND|8AART|9LHND
187	22133 12235	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8BELT|aDUR
188	22434 12235	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8BELT|aDUR
189	22434 12312	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DUST|259VULN|3TLV|4AART|6RCR|7DMG|8LIT|aDUR
190	22133 15246	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|25aVULN|3ERES|4AART|6RCR|7ASPD|8BELT|9DMG
191	22234 12121	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|25aVULN|3ASPD|4AART|6RCR|7DMG|8LHND|9ERES
192	22234 12311	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8LIT|aERES
193	22234 12314	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7DMG|8LIT|aNUKE
194	22234 12621	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|25aVULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9ERES
195	22234 14314	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7NUKE|8LIT|aDMG
196	22234 15521	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|25aVULN|3ASPD|4AART|6RCR|7BEXP|8DMG|9ERES
197	22236 13321	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|28aVULN|3ASPD|4AART|5DMG|6RCR|7FEWX|9ERES
198	22236 13355	   	171.22	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|28aVULN|3ASPD|4AART|5DMG|6RCR|7FEWX|9CANSTR
199	15151 13521	   	171.17	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|26VULN|3RCR|49DMG|5DUR|7TLV|8AART|aCGEN
200	15152 32312	   	171.17	ACR|2VULN|2DMG|1AART|1ASPD	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9ERES|aASPD
201	15152 32352	   	171.17	ACR|2VULN|2DMG|1AART|1ASPD	1VENICY|27VULN|3RCR|46DMG|5LIT|8AART|9NUKE|aASPD
202	55221 52122	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2DUST|3VULN|4CDMG|5DUR|6RCR|7FEWX|8aDMG|9RCVC
203	55221 52132	   	171.11	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2DUST|3VULN|4CDMG|5DUR|6RCR|7FEWX|8aDMG|9LHND
204	22133 12342	   	171.08	DCR|2AART|2VULN|1DMG|1ZMB	1DUST|25VULN|3ERES|4aAART|6RCR|7DMG|8LIT|9ZMB
205	22434 12342	   	171.08	DCR|2AART|2VULN|1DMG|1ZMB	1DUST|25VULN|3TLV|4aAART|6RCR|7DMG|8LIT|9ZMB
206	15151 13522	   	171.07	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|26VULN|3RCR|49DMG|5DUR|7TLV|8AART|aERES
207	15151 13523	   	171.07	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|26VULN|3RCR|49DMG|5DUR|7aTLV|8AART
208	15161 13523	   	171.07	ACR|2VULN|2DMG|1AART|1DUR	1VENICY|26VULN|3RCR|4ERES|5DUR|7TLV|8AART|9aDMG
209	22133 12562	   	170.97	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1DUST|259VULN|3ERES|4AART|6RCR|7DMG|8SELL|aDUR
210	15126 11214	 * 	170.90	ACR|2VULN|2DMG|2CDMG|1ZMB	1VENICY|27VULN|3RCR|46CDMG|5LHND|8ZMB|9aDMG
211	55126 11321	   	170.84	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1AART|2DUST|3ZMB|4DUR|5DMG|6RCR|7RPLT|8VULN|9aCDMG
212	55133 32233	 * 	170.67	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	16aAART|2DUST|3ZMB|4SELL|5VULN|7RCR|8DMG|9CDMG
213	22234 13344	   	170.52	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|79ZMB|8LIT|aDMG
214	22236 11542	 * 	170.52	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	1DUST|2VULN|3ASPD|4AART|58DMG|6RCR|7aZMB|9LSRICY
215	15162 32122	 * 	170.44	ACR|3DMG|2VULN|2ZMB	1VENICY|29VULN|3RCR|4ERES|5LIT|69aDMG|7TLV|89ZMB|9BPWR
216	15162 12622	   	170.44	ACR|3DMG|2VULN|2ZMB	1VENICY|29VULN|3RCR|4ERES|5LIT|69ZMB|7TLV|89aDMG|9BPWR
217	22234 11651	   	170.28	DCR|2AART|2VULN|2DUR|1ZMB|1ASPD	1DUST|25VULN|3ASPD|47AART|6RCR|8ZMB|9aDUR
218	15126 21215	   	170.20	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1VENICY|27VULN|3RCR|4CDMG|56LHND|8ZMB|9DMG|aAART
219	15152 34322	   	169.94	ACR|3DMG|1AART|1VULN|1DUR	1VENICY|2VULN|3RCR|469DMG|5LIT|7AART|8DUR|aLWND
220	15124 35113	   	169.93	ACR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1VENICY|2VULN|3RCR|4CDMG|58AART|6LWND|7DUR|9ASPD|aDMG
221	52323 14241	 * 	169.90	DCR|3DMG|2AART|2DUR	15AART|2RMIN|3aDUST|4aDUR|6RCR|79aDMG|8BELT|aBPWR
222	15152 34321	   	169.84	ACR|3DMG|1AART|1VULN|1DUR	1VENICY|2VULN|3RCR|469DMG|5LIT|7AART|8DUR|aERES
223	15152 34323	   	169.84	ACR|3DMG|1AART|1VULN|1DUR	1VENICY|2VULN|3RCR|469DMG|5LIT|7AART|8DUR|aLEGI
224	22236 11411	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9BEXP|aCDMG
225	22236 11423	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aRMIN
226	22236 11424	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aMLV
227	22236 11425	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aCGEN
228	22236 11426	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9CDMG|aRPLT
229	22236 11441	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9MLV|aCDMG
230	22236 11451	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9LWND|aCDMG
231	22236 11462	   	169.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2VULN|3ASPD|4AART|5DMG|6RCR|7ZMB|8DUR|9BELT|aCDMG
232	15152 32234	 * 	169.58	ACR|4VULN|2DMG	1VENICY|278aVULN|3RCR|46DMG|5LIT|9NUKE
233	55221 53332	 * 	169.58	DCR|1AART|1VULN|1DMG|3DUR|1CDMG|1ASPD	1AART|2DUST|3VULN|4CDMG|57aDUR|6RCR|8ASPD|9DMG
234	15124 23513	   	169.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VENICY|2VULN|3RCR|4CDMG|5AART|6DUR|7RMIN|8ZMB|9ASPD|aDMG
235	15151 15121	 * 	169.49	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1VENICY|26aVULN|3RCR|4DMG|5DUR|7ZMB|8CDMG|9ERES
236	22234 11414	   	169.41	DCR|3VULN|2AART|2ASPD	1aDUST|259VULN|3aASPD|47AART|6RCR|8aMLV|aBPWR
237	22236 11611	   	169.34	DCR|1AART|1VULN|1DMG|1FLTHEA|2ASPD|1ZMB	1DUST|2VULN|3aASPD|4AART|5DMG|6RCR|7ZMB|8RMIN|9FLTHEA
238	15113 52324	   	169.34	ACR|3VULN|1AART|1DMG|1ASPD	1VENICY|256VULN|3RCR|4LIT|7ASPD|8AART|9LHND|aDMG
239	21425 52332	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2LHND|3VULN|4AART|5CDMG|6RCR|7FEWX|8DUR|9aDMG
240	21425 53122	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2LHND|3VULN|4AART|5CDMG|6RCR|7DUR|8aDMG|9RCVC
241	22234 12114	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LHND|9FLTHEA|aFEWX
242	22234 12131	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LHND|9BEXP|aCDMG
243	22234 12141	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LHND|9RPLT|aCDMG
244	22234 12262	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|89BELT|aCDMG
245	22234 12421	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8RPLT|9LWND|aCDMG
246	22234 12461	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8RPLT|9BEXP|aCDMG
247	22234 12513	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9RMIN|aFEWX
248	22234 12514	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9RMIN|aCGEN
249	22234 12515	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9RMIN|aDMSP
250	22234 12523	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9CGEN|aFEWX
251	22234 12524	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9aCGEN
252	22234 12614	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8aFEWX|9FLTHEA
253	22234 12616	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9FLTHEA|aLHND
254	22234 12631	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9BEXP|aCDMG
255	22234 12641	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9RPLT|aCDMG
256	22234 15122	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7BEXP|8LWND|9CDMG|aDMG
257	22234 15161	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7BEXP|8LWND|9DMG|aCDMG
258	22234 15531	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7BEXP|8DMG|9FEWX|aCDMG
259	22236 12422	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7LHND|8MLV|9CDMG
260	22236 13314	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|28VULN|3ASPD|4AART|5DMG|6RCR|7aFEWX|9FLTHEA
261	22236 13316	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|28VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|9FLTHEA|aLHND
262	22236 13331	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|28VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|9BEXP|aCDMG
263	22236 13341	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|28VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|9RPLT|aCDMG
264	22236 13422	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1DUST|2VULN|3ASPD|4AART|5aDMG|6RCR|7FEWX|8MLV|9CDMG
265	22236 13534	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7aFEWX|8FLTHEA
266	22236 13536	   	169.31	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8FLTHEA|aLHND
267	22236 16232	   	169.31	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7RCVC|8BELT|aCDMG
268	22234 13643	   	169.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	19DUST|259VULN|3ASPD|4AART|6RCR|7ZMB|89CGEN|9BPWR|aDUR
269	15113 62352	   	169.24	ACR|3VULN|1AART|1DMG|1ASPD	1VENICY|257VULN|3RCR|4LIT|6ERES|8AART|9DMG|aASPD
270	52531 32633	   	169.23	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2RMIN|3MGNSTR|4RCR|5FEWX|6aDMG|7ASPD|8CDMG|9VULN
271	21425 53132	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2LHND|3VULN|4AART|5CDMG|6RCR|7DUR|8aDMG|9LEGI
272	22133 15245	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ERES|4AART|6RCR|7ASPD|8BELT|9DMG|aCDMG
273	22233 12232	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15DUST|29VULN|3ASPD|4AART|6RCR|7DMG|8BELT|aCDMG
274	22233 12615	   	169.21	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	15DUST|2aVULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9FLTHEA
275	22234 12116	   	169.21	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LHND|9FLTHEA|aLSRHEA
276	22234 12153	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8LHND|9CANSTR|aCDMG
277	22234 12433	   	169.21	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1DUST|25VULN|3aASPD|4AART|6RCR|7DMG|8RPLT|9DUR
278	22234 12516	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1aDUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9RMIN
279	22234 12526	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|9CGEN|aMBVNT
280	22234 12541	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|aCGEN
281	22234 12543	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8CDMG|aRMIN
282	22234 12653	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|25VULN|3ASPD|4AART|6RCR|7DMG|8FEWX|9CANSTR|aCDMG
283	22236 12651	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7LHND|8MBVNT|aCDMG
284	22236 13241	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8LEGI|aCDMG
285	22236 13353	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|28VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|9CANSTR|aCDMG
286	22236 13651	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1DUST|29VULN|3ASPD|4AART|5DMG|6RCR|7FEWX|8MBVNT|aCDMG
287	22234 11214	   	169.21	DCR|3VULN|2AART|2ASPD	1aDUST|259VULN|3aASPD|47AART|6RCR|8aTLV|aBPWR
288	54221 22335	   	169.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|2TLV|37DUR|4RCVC|5CDMG|68VULN|9RCR|aDMG
289	22234 15433	   	169.20	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUST|259VULN|3ASPD|4AART|6RCR|7BEXP|8DUR|aZMB
290	22234 13235	   	169.20	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUST|259VULN|3ASPD|4AART|6RCR|7ZMB|8BELT|aDUR
291	22234 13316	   	169.20	DCR|3VULN|1AART|1ZMB|1DUR|1ASPD	1DUST|259VULN|3ASPD|4AART|6RCR|7ZMB|8LIT|aDUR
292	51141 62133	   	169.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2RPLT|3ZMB|4DMG|5DUR|6ASPD|7RCR|8LHND|9CDMG|aVULN
293	51141 62333	   	169.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2RPLT|3ZMB|4DMG|5DUR|6ASPD|7RCR|8CDMG|9FEWX|aVULN
294	15363 11212	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ZMB|9DMG|aLWND
295	15363 11213	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ZMB|9DMG|aCGEN
296	15363 11215	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ZMB|9DMG|aDMSP
297	22236 44152	   	169.15	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUST|29VULN|3ASPD|4aAART|5DMG|6MBVNT|7DUR|8RCR
298	15124 32216	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1VENICY|2aVULN|3RCR|4CDMG|5AART|6LWND|7LIT|8DMG|9DUR
299	52532 32632	   	169.13	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2RMIN|3MGNSTR|4RCR|5DUST|6DMG|7ASPD|8CDMG|9aVULN
300	52532 32633	   	169.13	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2RMIN|3MGNSTR|4RCR|5DUST|6aDMG|7ASPD|8CDMG|9VULN
301	22233 12542	   	169.11	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	159DUST|2VULN|3ASPD|4AART|6RCR|7aDMG|8CDMG
302	54231 22335	   	169.11	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|24TLV|37DUR|5CDMG|68VULN|9RCR|aDMG
303	22133 13566	   	169.08	DCR|4VULN|1AART|1ZMB|1SELL	1DUST|259aVULN|3ERES|4AART|6RCR|7ZMB|8SELL
304	51141 62321	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2RPLT|3ZMB|4DMG|5DUR|6ASPD|7RCR|8CDMG|9ERES|aVULN
305	15363 11211	   	169.07	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ZMB|9DMG|aTLV
306	15363 11224	   	169.07	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1VENICY|247VULN|3CDMG|5DUR|6RCR|8ZMB|9ERES|aDMG
307	52212 15141	 * 	169.06	DCR|1AART|3ZMB|1DMG|1VULN|2DUR	1AART|2RMIN|367ZMB|47BEXP|57DUR|7BPWR|8RCR|9VULN|aDMG
308	15124 22126	   	169.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1VENICY|2aVULN|3RCR|4CDMG|5AART|6DUR|7LIT|8LEGI|9DMG
309	22236 62412	 * 	168.98	DCR|3AART|2VULN|1DMG|1ASPD	1DUST|29VULN|3ASPD|48aAART|5DMG|6LIT|7RCR
310	22133 12532	   	168.97	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DUST|25VULN|3ERES|4AART|6RCR|7DMG|8SELL|9CDMG|aASPD
311	22133 12533	   	168.97	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|25VULN|3ERES|4AART|6RCR|7DMG|8SELL|9CDMG|aDUR
312	22434 12532	   	168.97	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1DUST|25VULN|3TLV|4AART|6RCR|7DMG|8SELL|9CDMG|aASPD
313	22434 12533	   	168.97	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|25VULN|3TLV|4AART|6RCR|7DMG|8SELL|9CDMG|aDUR
314	22234 13642	   	168.97	DCR|3VULN|1AART|2ASPD|1ZMB	19DUST|259VULN|3aASPD|4AART|6RCR|7ZMB|89CGEN|9BPWR
315	15126 11216	 * 	168.96	ACR|3VULN|1DMG|2CDMG|1ZMB	1VENICY|27aVULN|3RCR|46CDMG|5LHND|8ZMB|9DMG
316	22234 11663	 * 	168.94	DCR|3AART|2VULN|2ASPD|1ZMB	1DUST|25VULN|3aASPD|479AART|6RCR|8ZMB
317	22236 62263	   	168.92	DCR|3VULN|1AART|1DMG|1ASPD	1DUST|29aVULN|3ASPD|4AART|5DMG|6LIT|7RCR|8LHND
318	55214 11131	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	17AART|2DUST|35VULN|4MLV|6RCR|8LHND|9DMG|aDUR
319	55235 11132	   	168.91	DCR|2AART|2DMG|1VULN|1ASPD	17AART|2DUST|3VULN|4RCVC|59DMG|6RCR|8LHND|aASPD
