0	Index      	 *	Score 	Summary	Detail	
1	12636 24331	 * 	207.44	ACR|3DMG|2VULN|1AART|2CDMG|1DUR|1SELL	189DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|aDUR
168	11362 11265	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|5LIT|67VULN|8RCR|9AART|aLEGI
169	13361 21261	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|57VULN|6LIT|8RCR|9AART|aDUST
170	13361 21262	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|57VULN|6LIT|8RCR|9AART|aTLV
171	13361 21265	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|57VULN|6LIT|8RCR|9AART|aLEGI
172	13362 11261	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|5LIT|67VULN|8RCR|9AART|aDUST
173	13362 11262	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|5LIT|67VULN|8RCR|9AART|aTLV
174	13362 11265	   	187.82	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|5LIT|67VULN|8RCR|9AART|aLEGI
175	35424 35333	   	187.61	4VULN|3DMG|3ZMB|1AART|1CDMG|1SELL	178ZMB|2CDMG|378DMG|4MBVNT|5678VULN|78BPWR|9AART|aSELL
176	31563 53221	   	187.61	DCR|2VULN|2DMG|1AART|2ZMB|1ASPD	12ZMB|2BPWR|3aVULN|4ASPD|5AART|6RCR|79DMG|8RCVC
177	31312 23436	 * 	187.59	DCR|3DMG|1AART|1VULN|2ZMB|1CDMG	12ZMB|2BPWR|379DMG|4BEXP|5AART|6VULN|8RCR|aCDMG
178	12636 26311	   	187.51	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB|1SELL	1DMG|2CDMG|3AART|4RCR|5SELL|68aVULN|7DMSP|9ZMB
179	11361 33452	   	187.22	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|5aVULN|6AART|7DUST|8FEWX|9RCR
180	11361 33652	   	187.22	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|5aVULN|6AART|7DUST|8BEXP|9RCR
181	11365 33352	   	187.22	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4CDMG|5DUST|6AART|7LWND|8aVULN|9RCR
182	13361 33452	   	187.22	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|5aVULN|6AART|7DUST|8FEWX|9RCR
183	13361 33652	   	187.22	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|5aVULN|6AART|7DUST|8BEXP|9RCR
184	13365 33352	   	187.22	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4CDMG|5DUST|6AART|7LWND|8aVULN|9RCR
185	31312 62522	   	187.10	DCR|2VULN|2DMG|3ZMB|1AART	12aZMB|2aBPWR|3aDMG|4BEXP|5AART|6CANSTR|7aVULN|8DMSP|9RCR
186	11324 23325	 * 	187.09	ACR|3DMG|2AART|1VULN|1ZMB|1DUR	123DMG|2BPWR|4RCVC|5RCR|6ZMB|7DUR|8aAART|9VULN
187	11344 23325	   	187.09	ACR|3DMG|2AART|1VULN|1ZMB|1DUR	123DMG|2BPWR|4DMSP|5RCR|6ZMB|7DUR|8aAART|9VULN
188	13324 23325	   	187.09	ACR|3DMG|2AART|1VULN|1ZMB|1DUR	123DMG|4RCVC|5RCR|6ZMB|7DUR|8aAART|9VULN
189	13344 23325	   	187.09	ACR|3DMG|2AART|1VULN|1ZMB|1DUR	123DMG|4DMSP|5RCR|6ZMB|7DUR|8aAART|9VULN
190	12462 35231	   	186.91	DCR|3VULN|3DMG|1CDMG|1DUR	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9DUR|aRPLT
191	12462 35233	   	186.91	DCR|3VULN|3DMG|1CDMG|1DUR	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9DUR|aLWND
192	12462 35232	   	186.81	DCR|3VULN|3DMG|1CDMG|1DUR	137DMG|2CDMG|467VULN|57LIT|7BPWR|8RCR|9DUR|aTLV
193	11363 63411	   	186.76	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|2BPWR|4CDMG|5ERES|6RCR|7DUR|8ZMB|9aVULN
194	13363 63411	   	186.76	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|4CDMG|5ERES|6RCR|7DUR|8ZMB|9aVULN
195	11313 11566	   	186.58	DCR|3DMG|2VULN|2CDMG|2ASPD	123DMG|2aBPWR|4aFEWX|56VULN|7RCR|8aCDMG|9aASPD
196	13313 11566	   	186.58	DCR|3DMG|2VULN|2CDMG|2ASPD	123DMG|4aFEWX|56VULN|7RCR|8aCDMG|9aASPD|aBPWR
197	12631 31316	   	186.42	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|2CDMG|3aAART|4RCR|5BEXP|6DUR|79VULN|8ASPD
198	12632 31316	   	186.42	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD|1DUR	1DMG|2CDMG|3aAART|4RCR|5FEWX|6DUR|79VULN|8ASPD
199	11311 11221	   	186.28	DCR|3VULN|3DMG|2CDMG	123DMG|29BPWR|49FEWX|5LWND|69aVULN|79CDMG|8RCR
200	11331 11221	   	186.28	DCR|3VULN|3DMG|2CDMG	123DMG|29BPWR|49LHND|5LWND|69aVULN|79CDMG|8RCR
201	13311 11221	   	186.28	DCR|3VULN|3DMG|2CDMG	123DMG|49FEWX|5LWND|69aVULN|79CDMG|8RCR|9BPWR
202	13331 11221	   	186.28	DCR|3VULN|3DMG|2CDMG	123DMG|49LHND|5LWND|69aVULN|79CDMG|8RCR|9BPWR
203	11315 11221	   	186.18	DCR|3VULN|3DMG|2CDMG	123DMG|29BPWR|49FEWX|5DUST|69aVULN|79CDMG|8RCR
204	11335 11221	   	186.18	DCR|3VULN|3DMG|2CDMG	123DMG|29BPWR|49LHND|5DUST|69aVULN|79CDMG|8RCR
205	13315 11221	   	186.18	DCR|3VULN|3DMG|2CDMG	123DMG|49FEWX|5DUST|69aVULN|79CDMG|8RCR|9BPWR
206	13335 11221	   	186.18	DCR|3VULN|3DMG|2CDMG	123DMG|49LHND|5DUST|69aVULN|79CDMG|8RCR|9BPWR
207	11311 11452	   	186.12	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4FEWX|5LWND|6aVULN|7CDMG|8AART|9RCR
208	13311 11452	   	186.12	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4FEWX|5LWND|6aVULN|7CDMG|8AART|9RCR
209	12423 13443	   	186.07	DCR|3DMG|2VULN|2CDMG|1ZMB|1DUR	136DMG|2aCDMG|4CGEN|56VULN|6BPWR|7DUR|8ZMB|9RCR
210	11313 61552	   	186.02	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4FEWX|5aVULN|6DUST|7CDMG|8AART|9RCR
211	11315 11552	   	186.02	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|2BPWR|4FEWX|5DUST|6aVULN|7CDMG|8AART|9RCR
212	13313 61552	   	186.02	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4FEWX|5aVULN|6DUST|7CDMG|8AART|9RCR
213	13315 11552	   	186.02	DCR|3DMG|2VULN|1AART|1CDMG	123DMG|4FEWX|5DUST|6aVULN|7CDMG|8AART|9RCR
214	12631 31314	   	185.98	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DMG|2CDMG|3AART|4RCR|5BEXP|6DUR|79VULN|8ASPD|aZMB
215	12632 31314	   	185.98	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DMG|2CDMG|3AART|4RCR|5FEWX|6DUR|79VULN|8ASPD|aZMB
216	12632 31333	   	185.98	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1aDMG|2CDMG|3AART|4RCR|5FEWX|6DUR|7VULN|8ASPD|9ZMB
217	31322 53536	 * 	185.85	DCR|3DMG|3ZMB|1AART|2ASPD	12aZMB|2aBPWR|39aDMG|4LHND|5AART|6RCR|7ERES|8aASPD
218	12631 53321	   	185.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUR|aFEWX
219	12631 53324	   	185.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUR|aRPLT
220	12631 53325	   	185.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUR|aLIT
221	12632 53321	   	185.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUR|aBEXP
222	12632 53324	   	185.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUR|aRPLT
223	12632 53325	   	185.82	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUR|aLIT
224	12631 53322	   	185.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUR|aERES
225	12631 53323	   	185.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58BEXP|68VULN|7RMIN|8BPWR|9DUR|aDUST
226	12632 53322	   	185.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUR|aERES
227	12632 53323	   	185.72	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2CDMG|3AART|4RCR|58FEWX|68VULN|7RMIN|8BPWR|9DUR|aDUST
228	12633 31223	   	185.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2CDMG|3AART|4RCR|5LHND|6DUR|78VULN|9LWND
229	12631 51513	   	185.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2CDMG|3AART|4RCR|5BEXP|67VULN|8FEWX|9DUR
230	12632 51313	   	185.62	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2CDMG|3AART|4RCR|5FEWX|67VULN|8BEXP|9DUR
231	12636 22321	   	185.58	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9RMIN|aDUR
232	12632 11313	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2CDMG|3AART|4RCR|5FEWX|6DUST|78VULN|9DUR
233	12632 51213	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1aDMG|2CDMG|3AART|4RCR|5FEWX|67VULN|8DUST|9DUR
234	12636 22341	   	185.48	ACR|2VULN|2DMG|1AART|1CDMG|1DUR|1SELL	18DMG|2CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|9ERES|aDUR
235	31312 23435	 * 	185.38	DCR|3DMG|2AART|1VULN|2ZMB	12ZMB|2BPWR|379DMG|4BEXP|5aAART|6VULN|8RCR
236	12113 16641	   	185.38	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	16DMG|24CDMG|3ERES|56VULN|6BPWR|7LIT|8AART|9ZMB|aRCR
237	12636 25221	   	185.38	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD|1SELL	19DMG|2CDMG|3AART|4RCR|5SELL|6aVULN|7ASPD|8RCVC
238	16143 34232	 * 	185.35	5VULN|3DMG|3CDMG|1AART	17aDMG|2RMIN|3LHND|47aCDMG|5679aVULN|7aBPWR|8AART
239	12634 13121	   	185.20	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|2aCDMG|3AART|4RCR|5LSRICY|68RMIN|7MGNSTR|9aVULN|aBPWR
240	12631 21245	   	185.00	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|28CDMG|3AART|4RCR|5BEXP|6CGEN|79VULN
241	12632 21245	   	185.00	ACR|2VULN|2DMG|1AART|2CDMG	1aDMG|28CDMG|3AART|4RCR|5FEWX|6CGEN|79VULN
242	12636 22361	   	184.95	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	18DMG|29CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|aFEWX
243	12636 22362	   	184.85	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	18DMG|29CDMG|3AART|4RCR|5SELL|68VULN|78LHND|8BPWR|aTLV
244	12636 24322	   	184.85	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	18DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|9RMIN|aCGEN
245	12636 24323	   	184.85	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	18DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|9RMIN|aLHND
246	11266 32233	   	184.80	DCR|2AART|2DMG|2VULN|1DUR	12DMG|2BPWR|3LIT|49AART|5CGEN|6RCR|78VULN|aDUR
247	13266 32233	   	184.80	DCR|2AART|2VULN|2DMG|1DUR	12DMG|3LIT|49AART|5CGEN|6RCR|78VULN|aDUR
248	12636 24312	   	184.75	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	18DMG|28CDMG|3AART|4RCR|5SELL|68VULN|7LEGI|8BPWR|9LIT|aCANSTR
249	12636 52112	   	184.75	ACR|2VULN|2DMG|1AART|2CDMG|1SELL	1aDMG|2aCDMG|3AART|4RCR|5SELL|6RMIN|7AIRHEA|8ERES|9aVULN|aBPWR
250	12633 65112	   	184.55	ACR|2DMG|1AART|3CDMG|1VULN|1ZMB	17DMG|267CDMG|3AART|4RCR|57LHND|7BPWR|8LEGI|9VULN|aZMB
251	11313 11545	   	184.46	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|2BPWR|4FEWX|56VULN|7RCR|8CDMG|9ZMB|aDUR
252	11333 11546	   	184.46	DCR|3DMG|2VULN|1CDMG|1ZMB|1ASPD	123DMG|2BPWR|4LHND|56VULN|7RCR|8CDMG|9ZMB|aASPD
253	13313 11545	   	184.46	DCR|3DMG|2VULN|1CDMG|1ZMB|1DUR	123DMG|4FEWX|56VULN|7RCR|8CDMG|9ZMB|aDUR
254	13333 11546	   	184.46	DCR|3DMG|2VULN|1CDMG|1ZMB|1ASPD	123DMG|4LHND|56VULN|7RCR|8CDMG|9ZMB|aASPD
255	11523 53126	   	184.37	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	127DMG|2BPWR|3VULN|4CGEN|5AART|6RCR|8LEGI|9ASPD|aCDMG
256	13523 53126	   	184.37	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	127DMG|3VULN|4CGEN|5AART|6RCR|8LEGI|9ASPD|aCDMG
257	11523 52141	   	183.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|2BPWR|39VULN|4CGEN|5AART|6RCR|7LHND|8ZMB|aDUR
258	13523 52141	   	183.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	12DMG|39VULN|4CGEN|5AART|6RCR|7LHND|8ZMB|aDUR
259	12632 56313	   	183.69	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	17aDMG|2CDMG|3AART|4RCR|5FEWX|6VULN|8BEXP|9DUR
260	35424 32384	   	183.61	DCR|3VULN|2DMG|2ZMB|1CDMG|1DUR	18ZMB|2CDMG|38DMG|4MBVNT|568VULN|7RCVC|8BPWR|9RCR|aDUR
261	35424 34384	   	183.61	DCR|3VULN|2DMG|2ZMB|1CDMG|1DUR	18ZMB|2CDMG|38DMG|4MBVNT|568VULN|7DMSP|8BPWR|9RCR|aDUR
262	11313 11656	   	183.61	DCR|3DMG|2VULN|1AART|1DUR	123DMG|2BPWR|48FEWX|56VULN|7RCR|9AART|aDUR
263	11422 36431	   	183.61	DCR|3DMG|2VULN|1AART|1DUR	129DMG|2BPWR|3LWND|4CGEN|5AART|67VULN|8RCR|aDUR
264	11523 16431	   	183.61	DCR|3DMG|2VULN|1AART|1DUR	129DMG|2BPWR|37VULN|4CGEN|5AART|6LWND|8RCR|aDUR
265	13313 11656	   	183.61	DCR|3DMG|2VULN|1AART|1DUR	123DMG|48FEWX|56VULN|7RCR|9AART|aDUR
266	13422 36431	   	183.61	DCR|3DMG|2VULN|1AART|1DUR	129DMG|3LWND|4CGEN|5AART|67VULN|8RCR|aDUR
267	13523 16431	   	183.61	DCR|3DMG|2VULN|1AART|1DUR	129DMG|37VULN|4CGEN|5AART|6LWND|8RCR|aDUR
268	11314 11223	   	183.61	DCR|3DMG|2VULN|3CDMG|1DUR	123DMG|29BPWR|49FEWX|5DUR|69VULN|79aCDMG|8RCR
269	11334 11223	   	183.61	DCR|3DMG|2VULN|3CDMG|1DUR	123DMG|29BPWR|49LHND|5DUR|69VULN|79aCDMG|8RCR
270	13314 11223	   	183.61	DCR|3DMG|2VULN|3CDMG|1DUR	123DMG|49FEWX|5DUR|69VULN|79aCDMG|8RCR|9BPWR
271	13334 11223	   	183.61	DCR|3DMG|2VULN|3CDMG|1DUR	123DMG|49LHND|5DUR|69VULN|79aCDMG|8RCR|9BPWR
272	12632 56213	   	183.59	ACR|3DMG|1AART|1VULN|1CDMG|1DUR	17aDMG|2CDMG|3AART|4RCR|5FEWX|6VULN|8DUST|9DUR
273	11361 24263	   	183.58	DCR|3DMG|1AART|1VULN|2CDMG|1ASPD	123DMG|2BPWR|47CDMG|5VULN|6LIT|8RCR|9AART|aASPD
274	11362 14263	   	183.58	DCR|3DMG|1AART|1VULN|2CDMG|1ASPD	123DMG|2BPWR|47CDMG|5LIT|6VULN|8RCR|9AART|aASPD
275	13361 24263	   	183.58	DCR|3DMG|1AART|1VULN|2CDMG|1ASPD	123DMG|47CDMG|5VULN|6LIT|8RCR|9AART|aASPD
276	13362 14263	   	183.58	DCR|3DMG|1AART|1VULN|2CDMG|1ASPD	123DMG|47CDMG|5LIT|6VULN|8RCR|9AART|aASPD
277	11563 51132	   	183.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	12DMG|2BPWR|3aVULN|4ASPD|5AART|6RCR|7TLV|8DLOT|9ZMB
278	13563 51132	   	183.56	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD	12DMG|3aVULN|4ASPD|5AART|6RCR|7TLV|8DLOT|9ZMB
279	11563 43233	   	183.51	DCR|3DMG|2VULN|1AART|1ASPD	127DMG|2BPWR|39VULN|4ASPD|5AART|6BEXP|8RCR|aDUST
280	13563 43233	   	183.51	DCR|3DMG|2VULN|1AART|1ASPD	127DMG|39VULN|4ASPD|5AART|6BEXP|8RCR|aDUST
281	14212 23251	   	183.51	DCR|3DMG|2VULN|1AART|1DUR	137DMG|2ERES|4BEXP|5AART|69VULN|8RCR|aDUR
282	14222 26431	   	183.51	DCR|3DMG|2VULN|1AART|1DUR	139DMG|2ERES|4LHND|5AART|67VULN|8RCR|aDUR
283	12636 23131	   	183.44	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	179DMG|2CDMG|3AART|4RCR|5SELL|6VULN|8LHND|aDUR
284	12636 23531	   	183.44	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	179DMG|2CDMG|3AART|4RCR|5SELL|6VULN|8FEWX|aDUR
285	12636 13331	   	183.44	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	179DMG|2CDMG|3AART|4RCR|5SELL|6LWND|8VULN|aDUR
286	12636 43331	   	183.44	ACR|3DMG|1AART|1VULN|1CDMG|1DUR|1SELL	179DMG|2CDMG|3AART|4RCR|5SELL|6BEXP|8VULN|aDUR
287	11314 61242	   	183.36	DCR|3DMG|2AART|1VULN|2DUR	123DMG|2BPWR|4FEWX|56DUR|7RCR|89AART|aVULN
288	13314 61242	   	183.36	DCR|3DMG|2AART|1VULN|2DUR	123DMG|4FEWX|56DUR|7RCR|89AART|aVULN
289	12416 11262	   	183.28	DCR|3DMG|1AART|1VULN|2ASPD|1CDMG	139DMG|2CDMG|4RCVC|5VULN|67ASPD|8RCR|aAART
290	11362 65213	   	183.27	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	123DMG|2BPWR|4CDMG|5LIT|6RCR|7AART|8RMIN|9VULN|aASPD
291	13362 65213	   	183.27	DCR|3DMG|1AART|1VULN|1CDMG|1ASPD	123DMG|4CDMG|5LIT|6RCR|7AART|8RMIN|9VULN|aASPD
292	12631 21255	   	183.06	ACR|3DMG|1AART|1VULN|2CDMG	19aDMG|28CDMG|3AART|4RCR|5BEXP|6CGEN|7VULN
293	12632 21255	   	183.06	ACR|3DMG|1AART|1VULN|2CDMG	19aDMG|28CDMG|3AART|4RCR|5FEWX|6CGEN|7VULN
294	11522 52431	   	183.01	DCR|3DMG|2VULN|1AART|1DUR	129DMG|2BPWR|35VULN|4CGEN|6AART|7BEXP|8RCR|aDUR
295	13522 52431	   	183.01	DCR|3DMG|2VULN|1AART|1DUR	129DMG|35VULN|4CGEN|6AART|7BEXP|8RCR|aDUR
296	12623 11611	   	183.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17DMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8RCR|9BEXP|aASPD
297	11522 51431	   	182.91	DCR|3DMG|2VULN|1AART|1DUR	129DMG|2BPWR|35VULN|4CGEN|6AART|7DUST|8RCR|aDUR
298	13522 51431	   	182.91	DCR|3DMG|2VULN|1AART|1DUR	129DMG|35VULN|4CGEN|6AART|7DUST|8RCR|aDUR
299	12623 11653	   	182.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	17DMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8RCR|9AIRHEA|aASPD
300	11313 31221	   	182.86	DCR|3DMG|2VULN|2CDMG|2DUR	123DMG|29BPWR|49FEWX|5aVULN|69DUR|79CDMG|8RCR
301	11333 31221	   	182.86	DCR|3DMG|2VULN|2CDMG|2DUR	123DMG|29BPWR|49LHND|5aVULN|69DUR|79CDMG|8RCR
302	13313 31221	   	182.86	DCR|3DMG|2VULN|2CDMG|2DUR	123DMG|49FEWX|5aVULN|69DUR|79CDMG|8RCR|9BPWR
303	13333 31221	   	182.86	DCR|3DMG|2VULN|2CDMG|2DUR	123DMG|49LHND|5aVULN|69DUR|79CDMG|8RCR|9BPWR
304	32426 33334	 * 	182.74	DCR|3VULN|1AART|1DMG|3DUR|2ZMB|1SELL	18ZMB|2SELL|3DMG|468VULN|578DUR|8BPWR|9AART|aRCR
305	11363 63351	   	182.69	DCR|3DMG|2VULN|1CDMG|1DUR|1ASPD	123DMG|2BPWR|4CDMG|5ERES|6RCR|7DUR|8aVULN|9ASPD
306	13363 63351	   	182.69	DCR|3DMG|2VULN|1CDMG|1DUR|1ASPD	123DMG|4CDMG|5ERES|6RCR|7DUR|8aVULN|9ASPD
307	11324 23323	   	182.58	ACR|3DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	123DMG|2BPWR|4RCVC|5RCR|6ZMB|7DUR|8AART|9VULN|aASPD
308	11344 23323	   	182.58	ACR|3DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	123DMG|2BPWR|4DMSP|5RCR|6ZMB|7DUR|8AART|9VULN|aASPD
309	13324 23323	   	182.58	ACR|3DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	123DMG|4RCVC|5RCR|6ZMB|7DUR|8AART|9VULN|aASPD
310	13344 23323	   	182.58	ACR|3DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	123DMG|4DMSP|5RCR|6ZMB|7DUR|8AART|9VULN|aASPD
311	12623 11651	   	182.28	DCR|2VULN|2DMG|1AART|2CDMG	17DMG|2aCDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8RCR|9AIRHEA
312	12623 11341	   	182.27	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	17DMG|2CDMG|3AART|4RCVC|57VULN|67CGEN|7BPWR|8LIT|9ZMB|aRCR
313	11324 31327	   	182.25	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	123DMG|2BPWR|4RCVC|5RCR|6MBVNT|7ZMB|8AART|9VULN|aCDMG
314	11344 31327	   	182.25	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	123DMG|2BPWR|4DMSP|5RCR|6MBVNT|7ZMB|8AART|9VULN|aCDMG
315	13324 31327	   	182.25	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	123DMG|4RCVC|5RCR|6MBVNT|7ZMB|8AART|9VULN|aCDMG
316	13344 31327	   	182.25	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB	123DMG|4DMSP|5RCR|6MBVNT|7ZMB|8AART|9VULN|aCDMG
317	11313 11511	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4FEWX|569VULN|7RCR|8CDMG|aBEXP
318	11313 11512	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4FEWX|569VULN|7RCR|8CDMG|aCGEN
319	11313 11514	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4FEWX|569VULN|7RCR|8CDMG|aLHND
320	11333 11511	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4LHND|569VULN|7RCR|8CDMG|aBEXP
321	11333 11512	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4LHND|569VULN|7RCR|8CDMG|aCGEN
322	11333 11514	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4aLHND|569VULN|7RCR|8CDMG
323	11333 11516	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4LHND|569VULN|7RCR|8CDMG|aLWND
324	11333 11631	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4LHND|56aVULN|7RCR|8FEWX|9CDMG
325	13313 11511	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4FEWX|569VULN|7RCR|8CDMG|aBEXP
326	13313 11512	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4FEWX|569VULN|7RCR|8CDMG|aCGEN
327	13313 11514	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4FEWX|569VULN|7RCR|8CDMG|aLHND
328	13333 11511	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4LHND|569VULN|7RCR|8CDMG|aBEXP
329	13333 11512	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4LHND|569VULN|7RCR|8CDMG|aCGEN
330	13333 11514	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4aLHND|569VULN|7RCR|8CDMG
331	13333 11516	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4LHND|569VULN|7RCR|8CDMG|aLWND
332	13333 11631	   	182.17	DCR|3VULN|3DMG|1CDMG	123DMG|4LHND|56aVULN|7RCR|8FEWX|9CDMG
333	11266 32234	 * 	182.13	DCR|3AART|2DMG|2VULN	12DMG|2BPWR|3LIT|49aAART|5CGEN|6RCR|78VULN
334	13266 32234	   	182.13	DCR|3AART|2VULN|2DMG	12DMG|3LIT|49aAART|5CGEN|6RCR|78VULN
335	11333 11533	   	182.07	DCR|3VULN|3DMG|1CDMG	123DMG|2BPWR|4LHND|56aVULN|7RCR|8CDMG|9LSRHEA
