0	Index      	 *	Score 	Summary	Detail	
1	65223 32621	 * 	189.17	DCR|3VULN|2AART|2DMG|1SELL	16aVULN|2SELL|35AART|46DMG|6BPWR|79FEWX|8RCR
162	65223 33513	 * 	164.38	3VULN|2AART|2DMG|2CDMG|2ASPD|1SELL	16aVULN|2SELL|35AART|46DMG|6aBPWR|7aASPD|8DMSP|9aCDMG
163	22423 24431	   	164.31	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2AART|3aVULN|4ASPD|5RCVC|6DMG|7RCR|8LHND|9DUR
164	22423 24513	   	164.31	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2AART|3VULN|4ASPD|5RCVC|6aDMG|7RCR|8DUR|9LIT
165	22423 24521	   	164.31	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2AART|3aVULN|4ASPD|5RCVC|6DMG|7RCR|8DUR|9LHND
166	22623 24213	   	164.31	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2AART|3DUR|4ASPD|5RCVC|6aDMG|7RCR|8VULN|9LIT
167	22623 24221	   	164.31	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2AART|3DUR|4ASPD|5RCVC|6DMG|7RCR|8aVULN|9LHND
168	22623 24251	   	164.31	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2AART|3DUR|4ASPD|5RCVC|6DMG|7RCR|8aVULN|9FEWX
169	22423 24226	   	164.31	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MLV|2AART|38VULN|4ASPD|5RCVC|6DMG|7RCR|9CGEN|aDUR
170	62443 23322	   	164.15	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2ERES|3AART|56DMG|7TLV|8DUR|9CGEN|aRCR
171	22113 56161	   	163.98	DCR|2VULN|1AART|1DMG|1CDMG	16MLV|2AART|3DMG|4TLV|5RCVC|7RCR|8aVULN|9CDMG
172	22423 24225	   	163.98	DCR|2VULN|1AART|1DMG|2ASPD	1MLV|2AART|38VULN|4aASPD|5RCVC|6DMG|7RCR|9CGEN
173	63322 16214	   	163.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	13VULN|2BELT|4DUR|56ASPD|7RCR|8BEXP|9AART|aDMG
174	15224 64534	   	163.91	DCR|3DMG|2VULN|1CDMG	1CGEN|267DMG|3MBVNT|4CDMG|5ERES|8RCR|9aVULN
175	22113 66161	   	163.88	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2AART|3DMG|46TLV|5RCVC|7RCR|8aVULN|9CDMG
176	21122 24431	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12MLV|3aVULN|4ZMB|5AART|6DMG|7RCR|8LHND|9DUR
177	21122 24521	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12MLV|3aVULN|4ZMB|5AART|6DMG|7RCR|8DUR|9LHND
178	21122 24551	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12MLV|3aVULN|4ZMB|5AART|6DMG|7RCR|8DUR|9FEWX
179	24122 24231	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|23LHND|4ZMB|5AART|6DMG|7RCR|8aVULN|9DUR
180	24322 24231	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13MLV|2LHND|4ZMB|5AART|6DMG|7RCR|8aVULN|9DUR
181	44122 24213	   	163.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13LHND|2ASPD|4ZMB|5AART|6aDMG|7RCR|8VULN|9LIT
182	21122 24225	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	12MLV|38VULN|4ZMB|5AART|6DMG|7RCR|9CGEN|aASPD
183	62313 42782	   	163.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2ERES|3MBVNT|4VENICY|5AART|7DUR|8RCR|9DMG|aCDMG
184	32324 41536	   	163.71	DCR|2VULN|2DMG|1AART	1BEXP|24ERES|3MBVNT|57DMG|6RCR|8AART|9aVULN
185	24423 24231	   	163.71	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MLV|2LHND|3AART|4ASPD|5RCVC|6DMG|7RCR|8aVULN|9DUR
186	42122 24231	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13LHND|2ERES|4ZMB|5AART|6DMG|7RCR|8aVULN|9DUR
187	54122 24231	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|23LHND|4ZMB|5AART|6DMG|7RCR|8aVULN|9DUR
188	22141 28814	 * 	163.66	DCR|2AART|2DMG|1CDMG|1ZMB	14MLV|2aAART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8RPLT|9CDMG
189	42423 24231	   	163.61	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|2ERES|3AART|4ASPD|5RCVC|6DMG|7RCR|8aVULN|9DUR
190	22112 21643	 * 	163.54	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|27AART|3DMG|4TLV|5DUST|6CDMG|8RCR|9ZMB|aVULN
191	22444 22321	   	163.51	DCR|3VULN|2AART|1CDMG	1MLV|25AART|34aVULN|6CDMG|7BEXP|8DMSP|9RCR
192	22433 21648	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|2AART|35VULN|4DUR|6LEGI|7MBVNT|8DMG|9RCR|aCDMG
193	64212 31242	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	15VULN|2ASPD|3DUST|4BASHEA|6AART|7DMG|8RCR|9FEWX|aCDMG
194	34251 51111	   	163.13	ACR|3VULN|1AART|2ASPD|1DUR	19BEXP|29ASPD|3DUST|4RCR|5DUR|6RCVC|79aVULN|8AART|9BPWR
195	22146 22215	   	163.12	DCR|3DMG|1AART|1VULN|1DUR	14MLV|2AART|346DMG|4BPWR|5DUR|7FEWX|8VULN|9RPLT|aRCR
196	52363 24213	   	163.01	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1TLV|2ASPD|3DUR|4AART|5RCVC|6aDMG|7RCR|8VULN|9LIT
197	52363 24221	   	163.01	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1TLV|2ASPD|3DUR|4AART|5RCVC|6DMG|7RCR|8aVULN|9LHND
198	22441 25222	   	162.92	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2AART|348VULN|5ERES|6DMG|7DUR|9CGEN|aRCR
199	22126 42161	   	162.89	DCR|2VULN|2DMG|1AART	1MLV|2AART|38DMG|4BEXP|57RCVC|69VULN|aRCR
200	22136 42161	   	162.89	DCR|2VULN|2DMG|1AART	1MLV|2AART|38DMG|4FEWX|57RCVC|69VULN|aRCR
201	34251 15111	   	162.83	ACR|3VULN|1AART|2ASPD|1DUR	19BEXP|29ASPD|3DUST|4RCR|5DUR|69aVULN|7RCVC|8AART|9BPWR
202	65223 13622	   	162.77	DCR|2AART|2VULN|1DMG|1ASPD|1SELL	1aVULN|2SELL|35AART|4DMG|6CGEN|7ASPD|8RCR|9FEWX
203	65223 13631	   	162.77	DCR|2AART|2VULN|1DMG|1ASPD|1SELL	1aVULN|2SELL|35AART|4DMG|69CGEN|7ASPD|8RCR
204	22141 28634	   	162.76	DCR|3DMG|1AART|1ZMB|1DUR	14MLV|2AART|34aDMG|4BPWR|5ZMB|6MBVNT|7RCR|8DUR|9RCVC
205	52433 31362	 * 	162.73	ACR|3VULN|1AART|1CDMG|1ASPD	1TLV|2ASPD|3LIT|4AART|5RCR|69aVULN|7RCVC|8CDMG
206	32324 47314	   	162.61	DCR|2VULN|2DMG|1AART	18BEXP|249ERES|3MBVNT|58DMG|6RCR|78VULN|8BPWR|aAART
207	65223 33112	 * 	162.26	3VULN|2AART|2DMG|1CDMG|1ZMB|1ASPD|1SELL	168VULN|2SELL|35AART|46DMG|6BPWR|7ASPD|9CDMG|aZMB
208	66322 41481	   	162.23	DCR|3VULN|1DMG|1CDMG|1ZMB	17aVULN|2CGEN|3MBVNT|4ZMB|5MLV|6RCR|8CDMG|9DMG
209	55433 31122	 * 	162.20	ACR|3VULN|1AART|1DMG	1TLV|2DMG|3LIT|4AART|5RCR|68aVULN|7RCVC|9BEXP
210	22443 52333	   	162.16	DCR|4VULN|1AART|1DUR	1MLV|2AART|348aVULN|5RCVC|6BASHEA|7DUR|9RCR
211	55433 31112	   	162.10	ACR|3VULN|1AART|1DMG	1TLV|2DMG|3LIT|4AART|5RCR|68aVULN|7RCVC|9DUST
212	32324 47388	   	162.10	DCR|3DMG|2VULN|1DUR	18BEXP|24ERES|3MBVNT|58aDMG|6RCR|78VULN|8BPWR|9DUR
213	32381 47361	   	162.10	DCR|3DMG|2VULN|1DUR	18BEXP|2aERES|3MBVNT|458DMG|6RCR|78VULN|8BPWR|9DUR
214	32381 47362	   	162.10	DCR|3DMG|2VULN|1DUR	18BEXP|2ERES|3MBVNT|458DMG|6RCR|78VULN|8BPWR|9DUR|aTLV
215	63623 46114	 * 	161.93	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1VULN|2BELT|3RMIN|4MBVNT|5RCR|6ASPD|78DMG|9AART|aCDMG
216	64113 31214	   	161.91	DCR|2AART|2VULN|1DMG|1ASPD	1aVULN|2ASPD|3aLHND|4BASHEA|56AART|7DMG|8RCR|9aCGEN|aBPWR
217	63162 25123	   	161.82	DCR|3VULN|1AART|1DMG|1DUR	167VULN|2BELT|3MLV|4AART|5DUR|8FEWX|9DMG|aRCR
218	15246 42347	   	161.81	DCR|3VULN|2DMG|1CDMG	18CGEN|28DMG|3MBVNT|4LHND|5LWND|678VULN|8BPWR|9RCR|aCDMG
219	22431 46321	   	161.81	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2AART|36aVULN|4DUR|5RCVC|7CDMG|8DMSP|9RCR
220	22433 31471	   	161.76	DCR|4VULN|1AART|1DUR	1MLV|2AART|359aVULN|4DUR|6LWND|7MBVNT|8RCR
221	22643 31471	   	161.76	DCR|4VULN|1AART|1DUR	1MLV|2AART|3DUR|459aVULN|6LWND|7MBVNT|8RCR
222	25241 41431	   	161.72	DCR|3DMG|1AART|1VULN|1DUR	1MLV|257DMG|3MBVNT|4DUR|6BEXP|8AART|9RCR|aVULN
223	64113 31224	   	161.71	DCR|2AART|2VULN|1DMG|1ASPD	1aVULN|2ASPD|3aLHND|4BASHEA|56AART|7DMG|8RCR|9aERES|aBPWR
224	22433 21471	   	161.66	DCR|4VULN|1AART|1DUR	1MLV|2AART|359aVULN|4DUR|6LEGI|7MBVNT|8RCR
225	22643 21471	   	161.66	DCR|4VULN|1AART|1DUR	1MLV|2AART|3DUR|459aVULN|6LEGI|7MBVNT|8RCR
226	32381 51431	   	161.62	DCR|3DMG|1AART|1VULN|1DUR	1BEXP|2ERES|3MBVNT|457DMG|6DUR|8AART|9RCR|aVULN
227	55241 41431	   	161.62	DCR|3DMG|1AART|1VULN|1DUR	1TLV|257DMG|3MBVNT|4DUR|6BEXP|8AART|9RCR|aVULN
228	55241 81431	   	161.62	DCR|3DMG|1AART|1VULN|1DUR	1TLV|257DMG|3MBVNT|4DUR|6FEWX|8AART|9RCR|aVULN
229	63333 41141	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2BELT|4RPLT|5CDMG|6DMG|7DUR|8RCR|9AART|aDMSP
230	63333 41142	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2BELT|4RPLT|5CDMG|6DMG|7DUR|8RCR|9AART|aFEWX
231	63333 35143	   	161.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2BELT|4RPLT|5CDMG|6FEWX|7DMG|8RCR|9AART|aDUR
232	63333 41143	   	161.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	13VULN|2BELT|4RPLT|5CDMG|6DMG|7DUR|8RCR|9AART|aTLV
233	22433 66321	   	161.51	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2AART|35aVULN|4DUR|6RCVC|7CDMG|8DMSP|9RCR
234	64112 22315	   	161.50	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	15VULN|2ASPD|3LHND|4BASHEA|6ZMB|78DMG|9CDMG|aRCR
235	21122 24533	   	161.43	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12MLV|3VULN|4ZMB|5AART|6DMG|7RCR|8DUR|9RCVC|aCDMG
236	22463 24211	   	161.43	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9FEWX|aLIT
237	22463 24222	   	161.43	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9aCGEN
238	22463 24223	   	161.43	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9CGEN|aMGNSTR
239	22463 24321	   	161.43	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2AART|3aVULN|4ZMB|5RCVC|6DMG|7RCR|8BEXP|9LHND
240	63122 43684	   	161.37	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1VULN|2BELT|3MLV|4MBVNT|5ASPD|6RCR|79AART|8DMG|aCDMG
241	22463 24212	   	161.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9FEWX|aDUST
242	22463 24221	   	161.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9CGEN|aERES
243	22463 24231	   	161.33	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2AART|38VULN|4ZMB|5RCVC|6DMG|7RCR|9MBVNT|aLIT
244	22251 35361	   	161.28	DCR|2VULN|1AART|1DMG|1CDMG	1MLV|2AART|3CGEN|45LIT|6CDMG|7RCR|89VULN|aDMG
245	22141 28412	   	161.16	DCR|3DMG|1AART|1ZMB|1ASPD	14MLV|2AART|349DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|aRPLT
246	22141 28415	   	161.16	DCR|3DMG|1AART|1ZMB|1ASPD	14MLV|2AART|349DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|aFEWX
247	22141 28416	   	161.16	DCR|3DMG|1AART|1ZMB|1ASPD	14MLV|2AART|349DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|aRMIN
248	22141 28417	   	161.16	DCR|3DMG|1AART|1ZMB|1ASPD	14MLV|2AART|349DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|aLHND
249	64212 32622	   	161.09	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	15VULN|2ASPD|3DUST|4BASHEA|6AART|7DUR|8RCR|9ZMB|aCDMG
250	34253 62133	   	161.09	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1BEXP|2ASPD|3DUST|4RCR|5ZMB|67VULN|8LIT|9DMG|aAART
251	62313 41288	   	161.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	16VULN|2ERES|3MBVNT|4VENICY|5AART|7DMG|8RCR|9ASPD|aZMB
252	22141 28413	   	161.06	DCR|3DMG|1AART|1ZMB|1ASPD	14MLV|2AART|349DMG|4BPWR|5ZMB|6MBVNT|7RCR|8ASPD|aERES
253	62433 31471	   	161.06	DCR|4VULN|1AART|1DUR	159aVULN|2ERES|3AART|4DUR|6LWND|7MBVNT|8RCR
254	62433 21471	   	160.96	DCR|4VULN|1AART|1DUR	159aVULN|2ERES|3AART|4DUR|6LEGI|7MBVNT|8RCR
255	22141 14533	   	160.86	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8DUR|9RCVC|aCDMG
256	22141 34533	   	160.86	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8DUR|9RCVC|aCDMG
257	22141 28633	   	160.76	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8DUR|9RCVC|aCDMG
258	22141 44333	   	160.76	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	14MLV|2AART|34DMG|4BPWR|5ZMB|6DUR|7RCR|8LEGI|9RCVC|aCDMG
259	22413 26161	   	160.72	DCR|2VULN|2DMG|1AART	1MLV|2AART|39VULN|4RMIN|5RCVC|68DMG|7ERES|aRCR
260	42421 24231	   	160.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1LHND|25ERES|3AART|4ASPD|6DMG|7RCR|8aVULN|9DUR
261	22433 31646	   	160.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2AART|35VULN|4DUR|6LWND|7MBVNT|8DMG|9RCR|aZMB
262	34251 31112	   	160.62	ACR|3VULN|1AART|2ASPD|1DUR	169BEXP|29ASPD|3DUST|4RCR|5DUR|79aVULN|8AART|9BPWR
263	44122 22136	   	160.62	DCR|2DMG|1AART|1VULN|2ZMB|1ASPD	137LHND|2ASPD|47ZMB|5AART|67DMG|7BPWR|8VULN|9RPLT|aRCR
264	22433 21646	   	160.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MLV|2AART|35VULN|4DUR|6LEGI|7MBVNT|8DMG|9RCR|aZMB
265	55433 31311	   	160.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1TLV|2DMG|3LIT|4AART|5RCR|6VULN|7RCVC|8CDMG|9DUR|aZMB
266	63324 35113	   	160.52	DCR|3VULN|1AART|1DMG|1DUR	137VULN|2BELT|4DUR|5DMG|6AART|8FEWX|9TLV|aRCR
267	63122 43244	   	160.48	DCR|2VULN|1AART|1DMG|2ASPD	19VULN|2BELT|3MLV|4MBVNT|58ASPD|6RCR|7AART|aDMG
268	63122 43661	   	160.48	DCR|2VULN|1AART|1DMG|2ASPD	19VULN|2BELT|3MLV|4MBVNT|5aASPD|6RCR|7AART|8DMG
269	65223 36222	 * 	160.42	4VULN|3DMG|2AART|1SELL	169aVULN|2SELL|35AART|467DMG|6BPWR|8LWND
270	15248 44312	   	160.41	DCR|2VULN|2DMG|1AART	19CGEN|29DMG|3MBVNT|4LHND|5DUST|69VULN|7RCR|8DMSP|9BPWR|aAART
271	15248 44412	   	160.41	DCR|2VULN|2DMG|1AART	19CGEN|29DMG|3MBVNT|48LHND|5DUST|69VULN|7RCR|9BPWR|aAART
272	63315 11122	   	160.40	ACR|3VULN|1DMG|2CDMG|1ASPD	13aVULN|2BELT|4BEXP|5RCR|6aLWND|7ASPD|8DMG|9aCDMG|aBPWR
273	25242 47348	   	160.40	DCR|3DMG|2VULN|2DUR	18MLV|28aDMG|3MBVNT|45DUR|6BEXP|78VULN|8BPWR|9RCR
274	22423 24163	   	160.37	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2AART|3VULN|4ASPD|5RCVC|6DMG|7RCR|8LIT|9CDMG|aDUR
275	22141 14231	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9RCVC|aLIT
276	22141 14234	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9RCVC|aLWND
277	22141 14235	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9RCVC|aCGEN
278	22141 14236	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9RCVC|aFEWX
279	22141 34231	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9RCVC|aLIT
280	22141 34234	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9RCVC|aLWND
281	22141 34235	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9RCVC|aCGEN
282	22141 34236	   	160.33	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9RCVC|aBEXP
283	62325 47142	   	160.32	DCR|4VULN|1AART|1ZMB	168aVULN|2ERES|3MBVNT|4ZMB|5LIT|7AART|9RCR
284	62364 47142	   	160.32	DCR|4VULN|1AART|1ZMB	168aVULN|2ERES|3MBVNT|4LIT|5ZMB|7AART|9RCR
285	65223 36122	 * 	160.32	4VULN|3DMG|2AART|1SELL	169aVULN|2SELL|35AART|467DMG|6BPWR|8DUST
286	22143 42361	   	160.32	DCR|2VULN|2DMG|1AART	14MLV|2AART|34DMG|4BPWR|58BEXP|69VULN|7RCVC|aRCR
287	22143 42421	   	160.32	DCR|2VULN|2DMG|1AART	14MLV|2AART|34DMG|4BPWR|5BEXP|68VULN|7RCVC|9DMSP|aRCR
288	15248 44712	   	160.31	DCR|2VULN|2DMG|1AART	19CGEN|29DMG|3MBVNT|4LHND|58DUST|69VULN|7RCR|9BPWR|aAART
289	42115 35311	   	160.31	DCR|2DMG|2VULN|1AART	138LHND|29ERES|4LEGI|58DMG|68VULN|7RCR|8BPWR|aAART
290	22141 22184	   	160.31	DCR|3DMG|1AART|2ZMB|1DUR	147MLV|2AART|347DMG|47BPWR|57ZMB|6MBVNT|8ERES|9RCR|aDUR
291	63325 41332	 * 	160.28	ACR|4VULN|3CDMG|1DUR	139aVULN|2BELT|4DUR|5RCR|68aCDMG|7aDUST|aBPWR
292	22141 28231	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9RCVC|aLIT
293	22141 28235	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9RCVC|aLWND
294	22141 28236	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9RCVC|aCGEN
295	22141 28237	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9RCVC|aFEWX
296	22141 14232	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9RCVC|aDUST
297	22141 34232	   	160.23	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9RCVC|aDUST
298	22414 32161	   	160.22	DCR|2VULN|2DMG|1AART	1MLV|2AART|39VULN|4RMIN|5CGEN|68DMG|7RCVC|aRCR
299	43312 52512	 * 	160.20	DCR|2VULN|2DMG|1FLTHEA|1ASPD	1LHND|2BELT|38VULN|4LWND|5ASPD|6RCR|7FLTHEA|9aDMG
300	63212 52512	   	160.20	DCR|2VULN|2DMG|1FLTHEA|1ASPD	18VULN|2BELT|3LHND|4LWND|5ASPD|6RCR|7FLTHEA|9aDMG
301	13333 52138	 * 	160.13	ACR|2VULN|2DMG|1AART	1CGEN|2LWND|3MBVNT|4BELT|5RCR|68VULN|7AART|9aDMG
302	63315 41232	   	160.13	ACR|5VULN|2CDMG	1389aVULN|2BELT|4BEXP|5RCR|6aCDMG|7aDUST|aBPWR
303	22161 42161	   	160.12	DCR|2VULN|2DMG|1AART	1MLV|2AART|38DMG|4RMIN|5ERES|69VULN|7RCVC|aRCR
304	22411 32161	   	160.12	DCR|2VULN|2DMG|1AART	1MLV|2AART|39VULN|4RMIN|5ERES|68DMG|7RCVC|aRCR
305	25433 15122	   	160.10	ACR|3VULN|1AART|1DMG	16MLV|2DMG|3LIT|4AART|5RCR|78aVULN|9BEXP
306	15264 38431	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|25DMG|3MBVNT|4ZMB|6LHND|7AART|8RCR|9DUR|aVULN
307	15264 38442	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1CGEN|25DMG|3MBVNT|4ZMB|6LHND|7AART|8RCR|9ASPD|aVULN
308	25264 38431	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MLV|25DMG|3MBVNT|4ZMB|6LHND|7AART|8RCR|9DUR|aVULN
309	25264 38442	   	160.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MLV|25DMG|3MBVNT|4ZMB|6LHND|7AART|8RCR|9ASPD|aVULN
310	22141 14224	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6BEXP|7RCR|8VULN|9LHND|aRCVC
311	22141 34224	   	160.03	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6FEWX|7RCR|8VULN|9LHND|aRCVC
312	25433 15112	   	160.00	ACR|3VULN|1AART|1DMG	16MLV|2DMG|3LIT|4AART|5RCR|78aVULN|9DUST
313	22141 28218	   	159.93	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9LIT|aRCVC
314	22141 28225	   	159.93	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8VULN|9LHND|aRCVC
315	22141 28824	   	159.93	DCR|2DMG|1AART|1VULN|1ZMB	14MLV|2AART|34DMG|4BPWR|5ZMB|6MBVNT|7RCR|8RPLT|9VULN|aRCVC
316	61243 36443	   	159.91	DCR|2VULN|2DMG|1AART	1aVULN|2aBEXP|3RPLT|4CGEN|5LHND|6MBVNT|7AART|8RCR|9aDMG|aBPWR
317	66322 44171	   	159.86	DCR|3VULN|1AART|1ZMB|1DUR	19aVULN|2CGEN|3MBVNT|4ZMB|5MLV|6RCR|7DUR|8AART
318	63315 11131	   	159.83	ACR|2VULN|2AART|1DMG|1ASPD	13VULN|2BELT|4BEXP|5RCR|6LWND|7ASPD|8DMG|9aAART
319	63355 11131	   	159.83	ACR|2VULN|2AART|1DMG|1ASPD	13VULN|2BELT|4FEWX|5RCR|6LWND|7ASPD|8DMG|9aAART
320	21122 24163	   	159.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	12MLV|3VULN|4ZMB|5AART|6DMG|7RCR|8LIT|9CDMG|aDUR
321	22433 45121	   	159.60	DCR|3VULN|2AART|2DUR	1MLV|29AART|356VULN|47DUR|8TLV|aRCR
322	21423 52336	   	159.56	DCR|2VULN|2DMG|1CDMG|1ZMB	12aMLV|3MBVNT|4CDMG|5aDMG|6LIT|7ZMB|8RCR|9aVULN|aBPWR
323	63333 11145	   	159.49	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	13VULN|2BELT|4RPLT|5CDMG|6ASPD|7DUR|8RCR|9AART|aZMB
324	63315 11133	   	159.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	13VULN|2BELT|4BEXP|5RCR|6LWND|7ASPD|8DMG|9AART|aZMB
325	62512 12334	   	159.34	DCR|3VULN|2DMG|1DUR|1ASPD	159VULN|2ERES|3DUR|4VENICY|6ASPD|78DMG|aRCR
