0	Index      	 *	Score 	Summary	Detail	
1	53333 15123	 * 	183.43	ACR|3VULN|2DMG|1AART|1DUR	19DMG|2ERES|39LIT|4RCR|5DUST|6DUR|789VULN|9BPWR|aAART
167	21632 43232	   	163.43	ACR|2VULN|2DMG|1AART	157FEWX|29DMG|3RCR|4RCVC|69CGEN|89VULN|9BPWR|aAART
168	21641 13232	   	163.43	ACR|2VULN|2DMG|1AART	167FEWX|29DMG|3RCR|49MLV|5DMSP|89VULN|9BPWR|aAART
169	21611 13232	   	163.23	ACR|2VULN|2DMG|1AART	167FEWX|29DMG|3RCR|49TLV|5DMSP|89VULN|9BPWR|aAART
170	51661 13131	   	163.23	ACR|2VULN|2DMG|1AART	18DMG|26LHND|3RCR|4RPLT|58VULN|78BASHEA|8BPWR|9LWND|aAART
171	51661 23131	   	163.23	ACR|2VULN|2DMG|1AART	18DMG|2LHND|3RCR|4RPLT|58VULN|6RCVC|78BASHEA|8BPWR|9LWND|aAART
172	54611 13232	   	163.23	ACR|2VULN|2DMG|1AART	19DMG|267FEWX|3RCR|49TLV|5DMSP|89VULN|9BPWR|aAART
173	11622 43353	   	163.13	ACR|2VULN|2DMG|1AART	1DUST|29DMG|3RCR|4LWND|5CGEN|6BEXP|78VULN|aAART
174	11632 16263	   	163.13	ACR|2VULN|2DMG|1AART	1DUST|26DMG|3RCR|4RCVC|5FEWX|79VULN|8BEXP|aAART
175	11633 42261	   	163.13	ACR|2VULN|2DMG|1AART	15DUST|25DMG|3RCR|4RCVC|5BPWR|6CGEN|79VULN|8BELT|aAART
176	21633 16263	   	163.13	ACR|2VULN|2DMG|1AART	1FEWX|26DMG|3RCR|4RCVC|5DUST|79VULN|8BEXP|aAART
177	11643 22431	 * 	163.10	ACR|4VULN|1DMG|1ZMB	1DUST|2DMG|3RCR|46MLV|578aVULN|9ZMB
178	31354 22511	 * 	163.07	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG|2DUR	18ASPD|28LHND|3DMG|4RPLT|5AART|6VULN|78DUR|8BPWR|9RCR|aCDMG
179	11613 43353	   	163.03	ACR|2VULN|2DMG|1AART	1DUST|29DMG|3RCR|4TLV|57VULN|6BEXP|8FEWX|aAART
180	11623 35353	   	163.03	ACR|2VULN|2DMG|1AART	1DUST|29DMG|3RCR|4LWND|5BEXP|68VULN|7ERES|aAART
181	11633 37273	   	163.03	ACR|2VULN|2DMG|1AART	15DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|79VULN|8FEWX|aAART
182	11633 41235	   	162.62	ACR|3DMG|2VULN|1DUR	157DUST|259DMG|3RCR|4RCVC|59BPWR|69CGEN|89VULN|aDUR
183	11321 66315	   	162.58	DCR|3DMG|1AART|1VULN	1DUST|23aDMG|4LIT|5CGEN|6RCR|7AART|8VULN|9FEWX
184	34316 51221	   	162.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2FEWX|3DMG|4MLV|5RCR|6aVULN|7DUST|8AART|9CDMG
185	11623 33263	   	162.52	ACR|3VULN|2DMG|1DUR	1DUST|2aDMG|3RCR|4LWND|5BEXP|679VULN|8DUR
186	21626 33263	   	162.52	ACR|3VULN|2DMG|1DUR	1FEWX|2aDMG|3RCR|4LWND|5DUST|679VULN|8DUR
187	51613 32243	   	162.52	ACR|3VULN|2DMG|1DUR	1aDMG|2LHND|3RCR|4TLV|579VULN|6DUR|8FEWX
188	51613 32253	   	162.52	ACR|3DMG|2VULN|1DUR	19aDMG|2LHND|3RCR|4TLV|57VULN|6DUR|8FEWX
189	11633 21315	   	162.42	ACR|3DMG|2VULN|1DUR	156DUST|257DMG|3RCR|4RCVC|5BPWR|89VULN|aDUR
190	31354 22311	 * 	162.41	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2LHND|3DMG|4RPLT|58AART|6VULN|7DUR|9RCR|aCDMG
191	51621 22237	   	162.40	ACR|2DMG|1AART|1VULN|2ZMB	1aDMG|2LHND|3RCR|4aLWND|5LIT|6VULN|7AART|8aZMB|9MBVNT|aBPWR
192	21625 32325	 * 	162.39	ACR|2DMG|1AART|1VULN|3DUR	18FEWX|28DMG|3RCR|4LWND|5ERES|678DUR|8BPWR|9AART|aVULN
193	34116 12143	 * 	162.36	ACR|2DMG|1VULN|2CDMG|2ASPD|1ZMB	19ASPD|2aFEWX|3ZMB|4MLV|5RCR|6aDMG|7VULN|8aCDMG|aBPWR
194	15321 41153	   	162.32	ACR|3VULN|1AART|1CDMG|1ASPD	1DUST|2BELT|3RCR|4CDMG|578VULN|6ASPD|9AART|aMGNLIT
195	15321 31155	   	162.32	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2BELT|3RCR|4CDMG|578VULN|6CGEN|9AART|aDUR
196	15321 26232	 * 	162.30	ACR|3VULN|1AART|2CDMG	1DUST|2BELT|3RCR|4aCDMG|579VULN|6BEXP|8AART
197	11643 32236	   	162.20	ACR|3VULN|1AART|1DMG	1DUST|2DMG|3RCR|4MLV|59aVULN|6AIRHEL|7ERES|8AART
198	33156 12143	   	162.16	ACR|2DMG|1VULN|2CDMG|2ASPD|1ZMB	19ASPD|2aERES|3ZMB|4FEWX|5RCR|6aDMG|7VULN|8aCDMG|aBPWR
199	15321 41152	   	162.08	ACR|3VULN|1AART|1CDMG|1ASPD|1SELL	1DUST|2BELT|3RCR|4CDMG|578VULN|6ASPD|9AART|aSELL
200	11613 62261	   	162.05	ACR|3DMG|1AART|1VULN|1SELL	1DUST|29aDMG|3RCR|4TLV|5VULN|6SELL|7BELT|8AART
201	21631 13234	   	162.02	ACR|2VULN|2DMG|2ZMB|1DUR	167FEWX|29DMG|3RCR|4RCVC|59ZMB|89VULN|9BPWR|aDUR
202	21631 13236	   	162.02	ACR|2VULN|2DMG|2ZMB|1ASPD	167FEWX|29DMG|3RCR|4RCVC|59ZMB|89VULN|9BPWR|aASPD
203	36131 36464	   	162.01	DCR|2VULN|2DMG|2ASPD|1CDMG	1aASPD|2CDMG|3RPLT|4MBVNT|5LEGI|6aVULN|7RCVC|8RCR|9aDMG|aBPWR
204	36131 37464	   	162.01	DCR|2VULN|2DMG|2ASPD|1CDMG	1aASPD|2CDMG|37RPLT|4MBVNT|5LEGI|6aVULN|8RCR|9aDMG|aBPWR
205	31116 11426	 * 	161.90	ACR|3VULN|1DMG|2ZMB|2ASPD	1aASPD|27LHND|3aZMB|4MLV|5RCR|6DMG|89aVULN|aBPWR
206	34116 12326	   	161.90	ACR|3VULN|1DMG|2ZMB|2ASPD	1aASPD|28FEWX|3aZMB|4MLV|5RCR|6DMG|79aVULN|aBPWR
207	51621 22352	 * 	161.89	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	1DMG|2LHND|3RCR|4LWND|5LIT|6VULN|78AART|9DUR|aCDMG
208	51661 32321	   	161.89	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	1DMG|2LHND|3RCR|4RPLT|5VULN|6ASPD|78AART|9LWND|aCDMG
209	21116 16226	   	161.89	ACR|3VULN|2DMG|1ZMB	1FEWX|26DMG|3ZMB|4MLV|5RCR|79aVULN|8BEXP
210	51334 36331	   	161.89	ACR|3VULN|2DMG|1ZMB	13DMG|2LHND|4CGEN|5RCR|6RCVC|78aVULN|9ZMB
211	51334 36333	   	161.89	ACR|3DMG|2VULN|1ZMB	13aDMG|2LHND|4CGEN|5RCR|6RCVC|78VULN|9ZMB
212	25221 16232	 * 	161.88	DCR|3VULN|1AART|2CDMG	1FEWX|2BELT|3DUST|4aCDMG|579VULN|6RCR|8AART
213	31353 52511	   	161.87	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG|2DUR	18ASPD|28LHND|3DMG|4RPLT|5VULN|68DUR|7AART|8BPWR|9RCR|aCDMG
214	21626 33633	   	161.80	ACR|3VULN|1AART|1DMG	1FEWX|2DMG|3RCR|4LWND|5DUST|67aVULN|8RPLT|9AART
215	11334 32431	   	161.79	ACR|3VULN|2DMG|1ZMB	1DUST|23DMG|4CGEN|5RCR|6RCVC|78aVULN|9ZMB
216	11334 32433	   	161.79	ACR|3DMG|2VULN|1ZMB	1DUST|23aDMG|4CGEN|5RCR|6RCVC|78VULN|9ZMB
217	21616 16311	   	161.70	ACR|3DMG|1AART|1VULN	1FEWX|26aDMG|3RCR|4TLV|5ERES|7VULN|8LWND|9AART
218	11116 13651	   	161.69	ACR|3VULN|2DMG|1ZMB	17DUST|26DMG|3ZMB|4MLV|5RCR|89aVULN
219	11116 13653	   	161.69	ACR|3DMG|2VULN|1ZMB	17DUST|26aDMG|3ZMB|4MLV|5RCR|89VULN
220	33556 11221	   	161.68	DCR|2DMG|1AART|1VULN|2ASPD	13ASPD|23ERES|3BPWR|4BEXP|5AART|6RCR|7VULN|8aDMG|9LHND
221	11616 16311	   	161.60	ACR|3DMG|1AART|1VULN	1DUST|26aDMG|3RCR|4TLV|5ERES|7VULN|8LWND|9AART
222	21635 62321	   	161.59	ACR|2DMG|1AART|1VULN|1CDMG	19FEWX|2aDMG|3RCR|4RCVC|5AIRHEA|6AART|7CDMG|8VULN
223	51621 12262	   	161.45	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1DMG|2LHND|3RCR|4LWND|5LIT|6DUR|7AART|8ZMB|9VULN|aCDMG
224	21355 62213	   	161.42	DCR|3VULN|3DMG	14FEWX|236DMG|569VULN|6BPWR|7BELT|8CGEN|aRCR
225	11621 45123	   	161.30	ACR|3VULN|1AART|1DMG	19DUST|2DMG|3RCR|49LWND|5LIT|6CGEN|789VULN|9BPWR|aAART
226	31353 52311	   	161.21	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2LHND|3DMG|4RPLT|5VULN|6DUR|78AART|9RCR|aCDMG
227	11621 65123	   	161.20	ACR|3VULN|1AART|1DMG	19DUST|2DMG|3RCR|49LWND|5LIT|6ERES|789VULN|9BPWR|aAART
228	11622 43343	   	161.20	ACR|3VULN|1AART|1DMG	1DUST|2DMG|3RCR|4LWND|5CGEN|6BEXP|789VULN|aAART
229	21643 11224	   	161.19	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3RCR|4MLV|5VULN|6ASPD|7DUST|8aAART|9CDMG
230	31316 53126	 * 	161.15	ACR|4VULN|1DMG|2ASPD	1aASPD|2aLHND|3DMG|4MLV|5RCR|679aVULN|8RMIN|aBPWR
231	11612 65123	   	161.10	ACR|3VULN|1AART|1DMG	19DUST|2DMG|3RCR|49TLV|5BEXP|6LIT|789VULN|9BPWR|aAART
232	11613 43343	   	161.10	ACR|3VULN|1AART|1DMG	1DUST|2DMG|3RCR|4TLV|579VULN|6BEXP|8FEWX|aAART
233	11623 35343	   	161.10	ACR|3VULN|1AART|1DMG	1DUST|2DMG|3RCR|4LWND|5BEXP|689VULN|7ERES|aAART
234	11633 21213	   	161.10	ACR|3DMG|1AART|1VULN	156DUST|257DMG|3RCR|4RCVC|5BPWR|8LHND|9VULN|aAART
235	11633 21324	   	161.10	ACR|3DMG|1AART|1VULN	156DUST|257DMG|3RCR|4RCVC|5BPWR|8VULN|9BELT|aAART
236	11633 21333	   	161.10	ACR|3DMG|1AART|1VULN	156DUST|257DMG|3RCR|4RCVC|5BPWR|8VULN|9LWND|aAART
237	11633 21343	   	161.10	ACR|3DMG|1AART|1VULN	156DUST|257DMG|3RCR|4RCVC|5BPWR|8VULN|9LHND|aAART
238	11633 22533	   	161.10	ACR|3DMG|1AART|1VULN	156DUST|259DMG|3RCR|4RCVC|5BPWR|7LHND|8VULN|aAART
239	11613 14224	   	161.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2DMG|3RCR|4TLV|5VULN|6ASPD|7BEXP|8aAART|9CDMG
240	21613 11224	   	161.09	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1FEWX|2DMG|3RCR|4TLV|5VULN|6ASPD|7DUST|8aAART|9CDMG
241	31236 53126	   	161.05	ACR|4VULN|1DMG|2ASPD	1aASPD|2aLHND|3TLV|4DMG|5RCR|679aVULN|8RMIN|aBPWR
242	31332 23563	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2LHND|34DMG|5CGEN|6AART|7RMIN|8VULN|9RCR|aCDMG
243	31334 22563	   	161.01	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ASPD|2LHND|34DMG|5RMIN|6AART|7CGEN|8VULN|9RCR|aCDMG
244	11633 25282	   	161.00	ACR|3DMG|1AART|1VULN	156DUST|258DMG|3RCR|4RCVC|58BPWR|7MBVNT|9VULN|aAART
245	11633 25632	   	161.00	ACR|3DMG|1AART|1VULN	156DUST|259DMG|3RCR|4RCVC|5BPWR|7MBVNT|8VULN|aAART
246	11633 33282	   	161.00	ACR|3DMG|1AART|1VULN	157DUST|258DMG|3RCR|4RCVC|58BPWR|6MBVNT|9VULN|aAART
247	11633 33632	   	161.00	ACR|3DMG|1AART|1VULN	157DUST|259DMG|3RCR|4RCVC|5BPWR|6MBVNT|8VULN|aAART
248	11633 37632	   	161.00	ACR|3DMG|1AART|1VULN	158DUST|259DMG|3RCR|4RCVC|5BPWR|6MBVNT|7VULN|aAART
249	53333 25323	   	160.83	ACR|2VULN|2DMG|1AART	19DMG|2ERES|39LIT|4RCR|5DUST|68LWND|79VULN|9BPWR|aAART
250	33166 13513	   	160.78	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	18ASPD|28ERES|3ZMB|4LWND|5RCR|68DMG|7AART|8BPWR|9CDMG|aRCVC
251	33166 13512	   	160.68	ACR|2DMG|1AART|2ASPD|1CDMG|1ZMB	18ASPD|28ERES|3ZMB|4LWND|5RCR|68DMG|7AART|8BPWR|9CDMG|aDUST
252	11633 11421	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|7CDMG|8CGEN|9aVULN
253	11321 66362	   	160.48	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|23DMG|4LIT|5CGEN|6RCR|7AART|8VULN|9ERES|aCDMG
254	21116 51224	   	160.46	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	1FEWX|2DMG|3ZMB|4MLV|5RCR|6VULN|7DUST|8aAART|9CDMG
255	31354 22513	   	160.42	DCR|1AART|1DMG|1VULN|2ASPD|2DUR|1ZMB	18ASPD|28LHND|3DMG|4RPLT|5AART|6VULN|78DUR|8BPWR|9RCR|aZMB
256	11633 11121	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|7CDMG|8TLV|9aVULN
257	11633 13513	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	157DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|89VULN|aCDMG
258	11633 16513	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	158DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|79VULN|aCDMG
259	11633 23513	   	160.42	ACR|2VULN|2DMG|1CDMG|1DUR	156DUST|25DMG|3RCR|4RCVC|5BPWR|7DUR|89VULN|aCDMG
260	11632 54221	   	160.39	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2DMG|3RCR|4RCVC|5FEWX|6aVULN|7BEXP|8AART|9CDMG
261	15322 41234	   	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|2BELT|3RCR|4CDMG|5DMSP|6RPLT|7aDMG|8AART|9VULN
262	21633 54221	   	160.39	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2DMG|3RCR|4RCVC|5DUST|6aVULN|7BEXP|8AART|9CDMG
263	11633 13255	   	160.31	ACR|3DMG|1AART|2DUR|1ASPD	157DUST|258DMG|3RCR|4RCVC|58BPWR|68DUR|9ASPD|aAART
264	11633 23255	   	160.31	ACR|3DMG|1AART|2DUR|1ASPD	156DUST|258DMG|3RCR|4RCVC|58BPWR|78DUR|9ASPD|aAART
265	15321 22231	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	17DUST|2BELT|3RCR|4CDMG|59VULN|6BEXP|8AART|aDMG
266	15321 26262	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	1DUST|2BELT|3RCR|4CDMG|57VULN|6BEXP|8AART|9DMG|aERES
267	21614 51221	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2DMG|3RCR|4TLV|5RMIN|6aVULN|7DUST|8AART|9CDMG
268	21314 43361	   	160.23	ACR|2VULN|2DMG|1AART	1FEWX|23DMG|4aRMIN|5RCR|6LWND|7AART|89VULN
269	53333 15122	   	160.22	ACR|3VULN|2DMG|1DUR	19DMG|2ERES|39aLIT|4RCR|5DUST|6DUR|789VULN|9BPWR
270	53333 15124	   	160.22	ACR|3VULN|2DMG|1DUR	19DMG|2ERES|39LIT|4RCR|5DUST|6DUR|789VULN|9BPWR|aLWND
271	33342 63315	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2aERES|3LIT|4MLV|5aDMG|6RCR|7RCVC|8CDMG|9aVULN|aBPWR
272	36131 12483	 * 	160.19	DCR|2VULN|1AART|3ASPD|2CDMG	169ASPD|29CDMG|3RPLT|4MBVNT|5LEGI|79VULN|8RCR|9BPWR|aAART
273	21314 43362	   	160.13	ACR|2VULN|2DMG|1AART	1FEWX|23DMG|4RMIN|5RCR|6LWND|7AART|89VULN|aERES
274	53333 15121	   	160.12	ACR|3VULN|2DMG|1DUR	19DMG|2ERES|39LIT|4RCR|5aDUST|6DUR|789VULN|9BPWR
275	21116 14422	   	160.11	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1FEWX|26DMG|3ZMB|4MLV|5RCR|7ASPD|89VULN|aDUR
276	33342 61314	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1ASPD|2ERES|3LIT|4MLV|57DMG|6RCR|8CDMG|9aVULN
277	11623 33214	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUST|2DMG|3RCR|4LWND|5BEXP|67VULN|8DUR|9AART|aASPD
278	21626 33214	   	160.02	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2DMG|3RCR|4LWND|5DUST|67VULN|8DUR|9AART|aASPD
279	51626 33213	   	160.02	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1DMG|2LHND|3RCR|4LWND|5DUST|67VULN|8DUR|9AART|aASPD
280	11116 14422	   	160.01	ACR|2VULN|2DMG|1ZMB|1DUR|1ASPD	1DUST|26DMG|3ZMB|4MLV|5RCR|7ASPD|89VULN|aDUR
281	31136 16422	   	160.01	ACR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1ASPD|2LHND|3ZMB|46DMG|5RCR|7NUKE|89VULN|aDUR
282	11633 43152	   	159.99	ACR|2VULN|2DMG|2CDMG	158DUST|25DMG|3RCR|4RCVC|58BPWR|68CGEN|78CDMG|9aVULN
283	25221 16241	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	19FEWX|2BELT|3DUST|4CDMG|57VULN|6RCR|8AART|aDMG
284	22334 42353	   	159.92	DCR|3DMG|1AART|1VULN|1DUR	1FEWX|2RMIN|356DMG|4MBVNT|7AART|8DUR|9VULN|aRCR
285	36131 35484	 * 	159.92	DCR|2VULN|3CDMG|1AART|2ASPD	19ASPD|279CDMG|3RPLT|4MBVNT|5LEGI|69VULN|8RCR|9BPWR|aAART
286	21661 15331	   	159.89	ACR|2VULN|1AART|1DMG|1CDMG	1FEWX|2DMG|3RCR|4RPLT|58VULN|6LHND|7CGEN|9AART|aCDMG
287	33166 33621	   	159.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2ERES|3ZMB|4LWND|5RCR|67VULN|8AART|9LHND|aDMG
288	21116 11421	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|26DMG|3ZMB|4MLV|5RCR|7CDMG|8CGEN|9aVULN
289	51116 11421	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2LHND|3ZMB|4MLV|5RCR|7CDMG|8CGEN|9aVULN
290	56111 16323	   	159.88	ACR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2CDMG|3RPLT|4MLV|5RCR|79VULN|8BEXP|aZMB
291	25221 12231	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	1FEWX|2BELT|37DUST|4CDMG|59VULN|6RCR|8AART|aDMG
292	11116 11421	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|26DMG|3ZMB|4MLV|5RCR|7CDMG|8CGEN|9aVULN
293	21116 11121	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|26DMG|3ZMB|4MLV|5RCR|7CDMG|8TLV|9aVULN
294	51116 11121	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2LHND|3ZMB|4MLV|5RCR|7CDMG|8TLV|9aVULN
295	53156 11121	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ERES|3ZMB|4FEWX|5RCR|7CDMG|8MLV|9aVULN
296	53166 11121	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2ERES|3ZMB|4LWND|5RCR|7CDMG|8MLV|9aVULN
297	54116 11121	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2FEWX|3ZMB|4MLV|5RCR|7CDMG|8TLV|9aVULN
298	56111 16123	   	159.78	ACR|2VULN|2DMG|1CDMG|1ZMB	16DMG|2CDMG|3RPLT|4MLV|5RCR|79VULN|8DUST|aZMB
299	31116 11436	 * 	159.78	ACR|2VULN|3ZMB|1DMG|2ASPD	1aASPD|27LHND|39aZMB|4MLV|5RCR|6DMG|8aVULN|aBPWR
300	34116 12336	   	159.78	ACR|2VULN|3ZMB|1DMG|2ASPD	1aASPD|28FEWX|39aZMB|4MLV|5RCR|6DMG|7aVULN|aBPWR
301	31354 22313	   	159.77	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2LHND|3DMG|4RPLT|58AART|6VULN|7DUR|9RCR|aZMB
302	11633 31368	   	159.69	ACR|2DMG|1AART|1VULN|1CDMG	15DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|7CDMG|8BEXP|9AART|aVULN
303	15321 31553	 * 	159.69	ACR|2VULN|1AART|2CDMG|1FLTHEA	1DUST|2BELT|3RCR|48CDMG|57VULN|6CGEN|9AART|aFLTHEA
304	11116 11121	   	159.68	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|26DMG|3ZMB|4MLV|5RCR|7CDMG|8TLV|9aVULN
305	21643 63311	   	159.65	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2aDMG|3RCR|4MLV|5VULN|6SELL|7CDMG|8LWND|9AART
306	51633 26213	   	159.59	ACR|2DMG|2AART|1VULN	15DMG|258LHND|3RCR|4RCVC|5BPWR|67AART|9FEWX|aVULN
307	11612 32561	   	159.58	ACR|2DMG|1AART|1VULN|2DUR	18DUST|28DMG|3RCR|4TLV|5BEXP|68DUR|7AART|8BPWR|9VULN|aMGNLIT
308	11612 32563	   	159.58	ACR|2DMG|1AART|1VULN|2DUR	18DUST|28DMG|3RCR|4TLV|5BEXP|68DUR|7AART|8BPWR|9VULN|aLWND
309	55112 41323	   	159.56	DCR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|25aCGEN|3ZMB|4RMIN|6CDMG|7MBVNT|8RCR|9aVULN|aBPWR
310	11643 63311	   	159.55	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1DUST|2aDMG|3RCR|4MLV|5VULN|6SELL|7CDMG|8LWND|9AART
311	21613 63311	   	159.55	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2aDMG|3RCR|4TLV|5VULN|6SELL|7CDMG|8LWND|9AART
312	11612 32562	   	159.48	ACR|2DMG|1AART|1VULN|2DUR	18DUST|28DMG|3RCR|4TLV|5BEXP|68DUR|7AART|8BPWR|9VULN|aERES
313	11613 63311	   	159.45	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1DUST|2aDMG|3RCR|4TLV|5VULN|6SELL|7CDMG|8LWND|9AART
314	11613 63611	   	159.45	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1DUST|2aDMG|3RCR|4TLV|5VULN|6SELL|7CDMG|8LHND|9AART
315	21613 63411	   	159.45	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2aDMG|3RCR|4TLV|5VULN|6SELL|7CDMG|8LEGI|9AART
316	31116 53211	   	159.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|4MLV|5RCR|67VULN|8BEXP|9AART|aDMG
317	31116 53311	   	159.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|4MLV|5RCR|67VULN|8LWND|9AART|aDMG
318	35166 33211	   	159.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2CGEN|3ZMB|4LWND|5RCR|67VULN|8BEXP|9AART|aDMG
319	51116 33311	   	159.39	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1aDMG|28LHND|3ZMB|4MLV|5RCR|6DUR|7VULN|9AART
320	53114 41323	   	159.36	DCR|2VULN|2DMG|1CDMG|1ZMB	1aDMG|2aERES|3ZMB|45RMIN|6CDMG|7MBVNT|8RCR|9aVULN|aBPWR
321	11613 63411	   	159.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1DUST|2aDMG|3RCR|4TLV|5VULN|6SELL|7CDMG|8LEGI|9AART
322	33333 15123	 * 	159.32	ACR|3VULN|1AART|2ASPD|1DUR	19ASPD|2ERES|39LIT|4RCR|5DUST|6DUR|789VULN|9BPWR|aAART
323	51621 32143	   	159.29	ACR|2DMG|1AART|1VULN|1CDMG	19DMG|2LHND|3RCR|4LWND|5LIT|6CDMG|7RPLT|8VULN|aAART
324	31116 15311	   	159.29	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|4MLV|5RCR|6aDMG|7VULN|8ERES|9AART
325	33166 33211	   	159.29	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2ERES|3ZMB|4LWND|5RCR|67VULN|8BEXP|9AART|aDMG
326	33535 12335	 * 	159.25	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD	13ASPD|23ERES|3BPWR|4DMG|5AART|6aCDMG|7LHND|8RCR|9VULN
327	33535 12336	 * 	159.25	DCR|1AART|1VULN|3ASPD|1DMG|1CDMG	13aASPD|23ERES|3BPWR|4DMG|5AART|6CDMG|7LHND|8RCR|9VULN
328	51621 22332	   	159.25	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD	1DMG|2LHND|3RCR|4LWND|5LIT|6VULN|78AART|9ASPD|aZMB
329	51661 32323	   	159.25	ACR|2AART|1DMG|1VULN|1ZMB|1ASPD	1DMG|2LHND|3RCR|4RPLT|5VULN|6ASPD|78AART|9LWND|aZMB
330	31353 52513	   	159.22	DCR|1AART|1DMG|1VULN|2ASPD|2DUR|1ZMB	18ASPD|28LHND|3DMG|4RPLT|5VULN|68DUR|7AART|8BPWR|9RCR|aZMB
331	11661 53133	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|27DMG|3RCR|4RPLT|5VULN|6LIT|8CDMG|9LWND|aAART
332	11666 13133	   	159.19	ACR|2DMG|1AART|1VULN|1CDMG	1DUST|26DMG|3RCR|4RPLT|5LIT|7VULN|8CDMG|9LWND|aAART
333	51633 21311	   	159.15	ACR|2DMG|1AART|1VULN|1ZMB	15DMG|2579LHND|3RCR|4RCVC|5BPWR|6AART|8ZMB|aVULN
