0	Index      	 *	Score 	Summary	Detail	
1	36424 31233	 * 	190.01	DCR|2VULN|2DMG|1AART|2ASPD|1CDMG	1BEXP|29DMG|38ASPD|47VULN|5CDMG|6RCR|aAART
167	52125 34711	   	164.58	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2MBVNT|3FEWX|4VULN|5CDMG|6RCR|7AART|8RPLT|9aDMG
168	52125 34714	   	164.58	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3FEWX|4aVULN|5CDMG|6RCR|7AART|8RPLT|9DMG
169	23155 21613	 * 	164.53	ACR|2VULN|2DMG|2CDMG|1ASPD	1FEWX|29VULN|3LIT|4RCR|5ASPD|6aDMG|78CDMG
170	23156 21613	   	164.53	ACR|2VULN|2DMG|2CDMG|1ASPD	1FEWX|29VULN|3LIT|4RCR|5aDMG|6ASPD|78CDMG
171	33155 21613	   	164.53	ACR|2VULN|2DMG|2CDMG|1ASPD	1BEXP|29VULN|3LIT|4RCR|5ASPD|6aDMG|78CDMG
172	33156 21613	   	164.53	ACR|2VULN|2DMG|2CDMG|1ASPD	1BEXP|29VULN|3LIT|4RCR|5aDMG|6ASPD|78CDMG
173	61443 12213	   	164.53	ACR|2VULN|2DMG|2CDMG|1DUR	1LIT|26CDMG|3aDMG|4RCR|5MLV|79VULN|8DUR
174	13155 21613	   	164.43	ACR|2VULN|2DMG|2CDMG|1ASPD	1DUST|29VULN|3LIT|4RCR|5ASPD|6aDMG|78CDMG
175	13156 21613	   	164.43	ACR|2VULN|2DMG|2CDMG|1ASPD	1DUST|29VULN|3LIT|4RCR|5aDMG|6ASPD|78CDMG
176	11131 22346	 * 	164.42	DCR|3VULN|1AART|2ZMB|1CDMG	14DUST|2RPLT|34ZMB|4BPWR|578VULN|6AART|9RCR|aCDMG
177	36324 24123	   	164.39	DCR|2DMG|1AART|1VULN|2CDMG	1BEXP|28DMG|3RMIN|4VULN|56CDMG|7RCR|9RCVC|aAART
178	33461 12621	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|26VULN|3MLV|4AART|5LHND|7RCR|8ZMB|9DUR|aDMG
179	33461 12633	   	164.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1BEXP|26VULN|3MLV|4AART|5LHND|7RCR|8ZMB|9DMG|aDUR
180	51642 32132	   	164.35	ACR|3DMG|1VULN|1CDMG|1ZMB	1RCVC|2LWND|3CDMG|4RCR|5VULN|6ZMB|789DMG|aBEXP
181	53642 32132	   	164.35	ACR|3DMG|1VULN|1CDMG|1ZMB	1RCVC|2aBEXP|3CDMG|4RCR|5VULN|6ZMB|789DMG
182	53642 32133	   	164.35	ACR|3DMG|1VULN|1CDMG|1ZMB	1RCVC|2BEXP|3CDMG|4RCR|5VULN|6ZMB|789DMG|aLIT
183	36322 35621	   	164.11	DCR|2VULN|2AART|1DMG|1DUR	1BEXP|2DMG|3RMIN|48VULN|59AART|6DUR|7RCR|aDUST
184	36322 35623	   	164.11	DCR|2AART|2VULN|1DMG|1DUR	1BEXP|2DMG|3RMIN|48VULN|59AART|6DUR|7RCR|aERES
185	51642 32133	   	164.11	ACR|3DMG|1VULN|1CDMG|1ZMB|1SELL	1RCVC|2LWND|3CDMG|4RCR|5VULN|6ZMB|789DMG|aSELL
186	52124 24124	   	164.09	ACR|2VULN|2DMG|1AART|1SELL	1RCVC|2MBVNT|39aFEWX|4aVULN|5RCR|6SELL|7AART|8aDMG|aBPWR
187	52124 24154	   	164.09	ACR|2VULN|2DMG|1AART|1SELL	1RCVC|2MBVNT|3aFEWX|4aVULN|5RCR|6SELL|7AART|8aDMG|9DMSP|aBPWR
188	36263 32234	   	164.06	DCR|2VULN|2DMG|1CDMG|1ZMB	1BEXP|2aDMG|3ERES|4MBVNT|5CDMG|6RCR|7aTLV|8ZMB|9aVULN|aBPWR
189	33461 12411	   	164.01	DCR|2VULN|2DMG|1AART	1BEXP|26VULN|3MLV|4AART|5LHND|7RCR|8FEWX|9aDMG
190	55222 35212	 * 	163.99	DCR|2VULN|1AART|2ZMB|1FLTHEA|2RCVC|1DUR	12RCVC|34ZMB|5FLTHEA|6DUR|7aVULN|8RCR|9AART
191	33461 12111	   	163.91	DCR|2VULN|2DMG|1AART	1BEXP|26VULN|3MLV|4AART|5LHND|7RCR|8DUST|9aDMG
192	43142 12153	   	163.90	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|36VULN|4ASPD|5TLV|78DMG|9RCR|aCDMG
193	14251 15311	   	163.81	DCR|2VULN|2DMG|1AART	1DUST|2BEXP|3ERES|4AART|5LHND|68VULN|7RCR|9aDMG
194	32111 26223	   	163.79	ACR|2VULN|2AART|1DMG|1DUR|1SELL	1BEXP|2SELL|3CGEN|4RCR|58VULN|67AART|9DUR|aDMG
195	32111 21143	   	163.79	ACR|2DMG|2AART|1VULN|1ASPD|1SELL	1BEXP|2SELL|3CGEN|4RCR|5VULN|69AART|7ASPD|8aDMG
196	61343 11221	   	163.71	ACR|2VULN|1AART|2CDMG|1DMG	1LIT|26CDMG|3TLV|4RCR|5MLV|7DMG|8aVULN|9AART
197	61443 12121	   	163.71	ACR|2VULN|1AART|1DMG|2CDMG	1LIT|26CDMG|3DMG|4RCR|5MLV|7aVULN|8ERES|9AART
198	36422 23621	   	163.71	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	17BEXP|27DMG|3ASPD|4VULN|5AART|67LIT|7BPWR|8DUR|9ZMB|aRCR
199	61346 11221	   	163.61	ACR|2VULN|1AART|1DMG|2CDMG	1LIT|26CDMG|3TLV|4RCR|5ERES|7DMG|8aVULN|9AART
200	63312 66213	   	163.57	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LIT|2ERES|3RCR|4aVULN|57DUR|6CDMG|8AART|9ZMB
201	35622 15332	   	163.51	DCR|2VULN|2DMG|1AART	1aBEXP|2CGEN|3RMIN|4aVULN|5AART|6DUST|7RCR|8LHND|9aDMG|aBPWR
202	61431 11413	   	163.48	DCR|2VULN|1AART|1DMG|2CDMG|1DUR|1SELL	1LIT|26CDMG|3DMG|4SELL|59VULN|7DUR|8AART|aRCR
203	36422 23313	   	163.35	DCR|2VULN|2DMG|1AART|1ASPD	17BEXP|27DMG|3ASPD|49VULN|5AART|67LIT|7BPWR|8DMSP|aRCR
204	32111 21523	   	163.34	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1BEXP|2SELL|3CGEN|4RCR|58VULN|6AART|7ASPD|9ZMB|aDMG
205	13444 12311	   	163.31	DCR|2VULN|2DMG|1AART	1DUST|26VULN|3MLV|4BEXP|5AART|7RCR|8LWND|9aDMG
206	14434 12311	   	163.31	DCR|2VULN|2DMG|1AART	1DUST|2BEXP|3MLV|46VULN|5AART|7RCR|8LWND|9aDMG
207	23444 12111	   	163.31	DCR|2VULN|2DMG|1AART	1FEWX|26VULN|3MLV|4BEXP|5AART|7RCR|8DUST|9aDMG
208	24224 15311	   	163.31	DCR|2VULN|2DMG|1AART	1FEWX|2BEXP|3ERES|4LHND|5AART|68VULN|7RCR|9aDMG
209	24434 12111	   	163.31	DCR|2VULN|2DMG|1AART	1FEWX|2BEXP|3MLV|46VULN|5AART|7RCR|8DUST|9aDMG
210	33334 12311	   	163.31	DCR|2VULN|2DMG|1AART	1BEXP|26VULN|3DUST|4MLV|5AART|7RCR|8LWND|9aDMG
211	36352 62313	   	163.31	DCR|2VULN|2DMG|1AART	1BEXP|29DMG|3RMIN|4LWND|5AART|6ERES|7RCR|8aVULN
212	36634 12231	   	163.31	DCR|2VULN|2DMG|1AART	1BEXP|2aDMG|3DUST|46VULN|5AART|7RCR|8CGEN|9FEWX
213	36634 12312	   	163.31	DCR|2VULN|2DMG|1AART	1BEXP|29DMG|3DUST|46VULN|5AART|7RCR|8LWND|aLHND
214	33334 12516	   	163.28	DCR|3VULN|1AART|1DMG	1BEXP|269VULN|3DUST|4MLV|5AART|7RCR|8RCVC|aDMG
215	23365 41113	   	163.28	DCR|2VULN|2DMG|2CDMG|1ZMB	1FEWX|27VULN|3DUST|4aCDMG|58DMG|6ZMB|9RCR
216	36422 23113	   	163.25	DCR|2VULN|2DMG|1AART|1ASPD	17BEXP|27DMG|3ASPD|49VULN|5AART|67LIT|7BPWR|8DUST|aRCR
217	61223 22322	   	163.23	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1LIT|2CDMG|3DUR|4LHND|5RCR|6LWND|7AART|89DMG|aVULN
218	33152 63621	   	163.23	ACR|3VULN|1AART|2ZMB|1DUR	17BEXP|257VULN|37LIT|4RCR|6AART|7BPWR|8DUR|9aZMB
219	23155 21533	   	163.22	ACR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1FEWX|2VULN|3LIT|4RCR|5ASPD|68aDMG|7CDMG|9DUR
220	23156 21533	   	163.22	ACR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1FEWX|2VULN|3LIT|4RCR|58aDMG|6ASPD|7CDMG|9DUR
221	14224 15311	   	163.21	DCR|2VULN|2DMG|1AART	1DUST|2BEXP|3ERES|4LHND|5AART|68VULN|7RCR|9aDMG
222	36634 12311	   	163.21	DCR|2VULN|2DMG|1AART	1BEXP|29DMG|3DUST|46VULN|5AART|7RCR|8LWND|aERES
223	24522 35211	   	163.11	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2BEXP|3RCVC|4VULN|5AART|6DUR|7RCR|8ASPD|9aDMG
224	33512 35211	   	163.11	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2VULN|3RCVC|4FEWX|5AART|6DUR|7RCR|8ASPD|9aDMG
225	33552 35211	   	163.11	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2VULN|3RCVC|4LWND|5AART|6DUR|7RCR|8ASPD|9aDMG
226	26111 12225	 * 	163.10	ACR|3VULN|1DMG|2ASPD|1CDMG	19FEWX|2CDMG|39CGEN|4RCR|56aVULN|7DMG|89ASPD|9BPWR
227	13152 63621	   	163.03	ACR|3VULN|1AART|2ZMB|1DUR	17DUST|257VULN|37LIT|4RCR|6AART|7BPWR|8DUR|9aZMB
228	13512 35211	   	163.01	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2VULN|3RCVC|4FEWX|5AART|6DUR|7RCR|8ASPD|9aDMG
229	13552 35211	   	163.01	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUST|2VULN|3RCVC|4LWND|5AART|6DUR|7RCR|8ASPD|9aDMG
230	14522 35211	   	163.01	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUST|2BEXP|3RCVC|4VULN|5AART|6DUR|7RCR|8ASPD|9aDMG
231	23562 35211	   	163.01	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1FEWX|2VULN|3RCVC|4DUST|5AART|6DUR|7RCR|8ASPD|9aDMG
232	63312 62251	   	162.92	ACR|3VULN|1AART|1CDMG|1DUR	17LIT|2ERES|3RCR|49aVULN|5DUR|6CDMG|8AART
233	16111 12225	   	162.90	ACR|3VULN|1DMG|2ASPD|1CDMG	19DUST|2CDMG|39CGEN|4RCR|56aVULN|7DMG|89ASPD|9BPWR
234	32111 24342	   	162.87	ACR|2VULN|2AART|1CDMG|2DUR|1SELL	18BEXP|2SELL|3CGEN|4RCR|58VULN|69AART|78DUR|8BPWR|aCDMG
235	16111 26225	   	162.81	ACR|2VULN|2AART|1CDMG|2DUR	1DUST|2CDMG|3CGEN|4RCR|58VULN|67AART|9aDUR
236	13156 53313	   	162.80	ACR|3VULN|1DMG|2ASPD|1CDMG	179DUST|269VULN|3LIT|4RCR|5DMG|89ASPD|9BPWR|aCDMG
237	36324 24113	   	162.79	DCR|2DMG|1AART|1VULN|2CDMG	1BEXP|28DMG|39RMIN|4VULN|56CDMG|7RCR|aAART
238	52125 31122	   	162.78	DCR|2VULN|1AART|1DMG|1CDMG	1RCVC|2MBVNT|3FEWX|47VULN|5CDMG|6RCR|8DMG|9LIT|aAART
239	43125 26231	   	162.78	DCR|2VULN|2AART|1DMG|1ZMB	1RPLT|2ZMB|38VULN|4ERES|5DMG|67AART|9RCR|aBEXP
240	13335 54146	   	162.73	DCR|4VULN|1DMG|1CDMG	13DUST|289aVULN|4DMG|5MBVNT|6CDMG|7RCR
241	42316 21335	   	162.71	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1RPLT|2RMIN|3AART|47ASPD|5DMG|68VULN|9RCR|aDUR
242	43125 26233	   	162.68	DCR|2VULN|2AART|1DMG|1ZMB	1RPLT|2ZMB|38VULN|4ERES|5DMG|67AART|9RCR|aDUST
243	45321 21522	   	162.58	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1RPLT|2DMG|3RMIN|4ZMB|58VULN|6AART|79ASPD|aRCR
244	43125 21522	   	162.48	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1RPLT|2ZMB|38VULN|4ERES|5DMG|6AART|79ASPD|aRCR
245	33152 63314	   	162.48	ACR|4VULN|1AART|1ASPD	17BEXP|2579VULN|37LIT|4RCR|6AART|7BPWR|8DMSP|aASPD
246	33152 63613	   	162.48	ACR|4VULN|1AART|1DUR	17BEXP|2579VULN|37LIT|4RCR|6AART|7BPWR|8DUR|aLHND
247	31522 42342	   	162.47	DCR|3VULN|1AART|1CDMG|1ZMB	15BEXP|2RPLT|3AART|478VULN|6ZMB|9RCR|aCDMG
248	64333 51221	   	162.40	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|2CGEN|3RCR|4CDMG|5MLV|6RCVC|7DMG|8aVULN|9AART
249	33152 63611	   	162.38	ACR|4VULN|1AART|1DUR	17BEXP|2579VULN|37LIT|4RCR|6AART|7BPWR|8DUR|aDUST
250	33152 63612	   	162.38	ACR|4VULN|1AART|1DUR	17BEXP|2579VULN|37LIT|4RCR|6AART|7BPWR|8DUR|aERES
251	55213 11413	   	162.35	DCR|2VULN|1AART|1DMG|1ZMB|2RCVC|1DUR	12RCVC|3ZMB|4LIT|5DMG|69VULN|7DUR|8AART|aRCR
252	23125 21353	   	162.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1FEWX|29VULN|3LIT|4DUR|5ASPD|6aDMG|7CDMG|8RCR
253	23126 21353	   	162.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1FEWX|29VULN|3LIT|4DUR|5aDMG|6ASPD|7CDMG|8RCR
254	23162 21353	   	162.34	DCR|2VULN|2DMG|1CDMG|1ASPD|1DUR	1FEWX|29VULN|3LIT|4ASPD|5DUR|6aDMG|7CDMG|8RCR
255	26111 12156	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aLHND
256	61521 41311	   	162.28	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3RCVC|45VULN|6RCR|7DMG|89CGEN|aAART
257	13152 63314	   	162.28	ACR|4VULN|1AART|1ASPD	17DUST|2579VULN|37LIT|4RCR|6AART|7BPWR|8DMSP|aASPD
258	13312 35624	   	162.26	DCR|4VULN|1AART|1DUR	13DUST|289aVULN|4FEWX|5AART|6DUR|7RCR
259	16156 12311	 * 	162.23	DCR|3DMG|1VULN|1CDMG|1FLTHEA|1SELL	1DUST|2CDMG|3CGEN|4FLTHEA|5SELL|69aDMG|7RCR|8VULN
260	32111 12163	   	162.19	ACR|2VULN|2DMG|1AART|1SELL	1BEXP|2SELL|3CGEN|4RCR|56VULN|78DMG|9RCVC|aAART
261	16111 12156	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aLHND
262	26111 12151	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aERES
263	26111 12153	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1FEWX|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aMBVNT
264	13152 63611	   	162.18	ACR|4VULN|1AART|1DUR	17aDUST|2579VULN|37LIT|4RCR|6AART|7BPWR|8DUR
265	13152 63613	   	162.18	ACR|4VULN|1AART|1DUR	17DUST|2579VULN|37LIT|4RCR|6AART|7BPWR|8DUR|aTLV
266	52125 31144	   	162.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1RCVC|2MBVNT|3FEWX|479VULN|5CDMG|6RCR|8DMG|aASPD
267	35234 35212	   	162.10	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2CGEN|3DUR|4VULN|5AART|6RCR|79DMG|8ASPD|aLWND
268	35234 35222	   	162.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2CGEN|3DUR|49VULN|5AART|6RCR|7DMG|8ASPD|aLWND
269	35234 35232	   	162.10	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2aCGEN|3DUR|4VULN|5AART|6RCR|7aDMG|8ASPD|9aDUST|aBPWR
270	35234 31631	   	162.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2CGEN|3DUR|48VULN|5AART|6RCR|7ASPD|9LWND|aDMG
271	16111 21125	   	162.10	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1DUST|2CDMG|3CGEN|4RCR|5VULN|6AART|79ASPD|8DMG|aDUR
272	16111 12151	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aERES
273	16111 12153	   	162.08	ACR|2VULN|2DMG|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aMBVNT
274	26111 12154	   	162.04	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1FEWX|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aSELL
275	23254 35211	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2VULN|3ERES|4DUR|5AART|6RCR|7RMIN|8ASPD|9aDMG
276	35234 31111	   	162.00	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1BEXP|2CGEN|3DUR|4VULN|5AART|6RCR|7ASPD|8TLV|9aDMG
277	35234 31511	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2CGEN|3DUR|4VULN|5AART|6RCR|7ASPD|8ERES|9aDMG
278	35234 34211	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2CGEN|3DUR|4VULN|5AART|6RCR|7ERES|8ASPD|9aDMG
279	35234 35211	   	162.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1BEXP|2CGEN|3DUR|4VULN|5AART|6RCR|79DMG|8ASPD|aERES
280	35234 35221	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1BEXP|2CGEN|3DUR|49VULN|5AART|6RCR|7DMG|8ASPD|aERES
281	23244 31621	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|28VULN|3ERES|4BEXP|5AART|6RCR|7ASPD|9DUR|aDMG
282	24234 31621	   	162.00	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1FEWX|2BEXP|3ERES|48VULN|5AART|6RCR|7ASPD|9DUR|aDMG
283	35234 31611	   	162.00	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2CGEN|3DUR|48VULN|5AART|6RCR|7ASPD|9DUST|aDMG
284	16111 12154	   	161.94	ACR|2VULN|2DMG|1CDMG|1ZMB|1SELL	1DUST|2CDMG|3CGEN|4RCR|56VULN|78DMG|9ZMB|aSELL
285	23254 31111	   	161.90	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1FEWX|2VULN|3ERES|4DUR|5AART|6RCR|7ASPD|8TLV|9aDMG
286	33265 24122	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	19aBEXP|24VULN|39ERES|5CDMG|6ZMB|7RCR|89DMG|9BPWR
287	26111 22221	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9DUR|aBEXP
288	26111 22226	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9DUR|aLIT
289	26111 22253	   	161.82	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9MLV|aDUR
290	33235 53224	   	161.81	DCR|3VULN|2DMG|1CDMG	178BEXP|258VULN|3ERES|4LHND|68DMG|8BPWR|9RCR|aCDMG
291	62213 23431	   	161.81	DCR|3VULN|1AART|1CDMG|1DUR	1LIT|2DUR|3RCVC|45aVULN|6MLV|7AART|8RCR|9CDMG
292	13312 35625	   	161.81	DCR|3VULN|1AART|1CDMG|1DUR	13DUST|289VULN|4FEWX|5AART|6DUR|7RCR|aCDMG
293	34642 22122	 * 	161.80	ACR|3VULN|3CDMG|1DMG	127BEXP|369CDMG|4RCR|589VULN|9BPWR|aDMG
294	33265 24121	   	161.76	DCR|2VULN|2DMG|1CDMG|1ZMB	19BEXP|24VULN|39aERES|5CDMG|6ZMB|7RCR|89DMG|9BPWR
295	16111 22322	   	161.72	ACR|3VULN|1AART|1CDMG|1ASPD	1DUST|2CDMG|3CGEN|4RCR|57aVULN|6AART|8LHND|9ASPD
296	16111 22622	   	161.72	ACR|3VULN|1AART|1CDMG|1ASPD	1DUST|2CDMG|3CGEN|4RCR|57aVULN|6AART|8LWND|9ASPD
297	16111 22221	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9DUR|aBEXP
298	16111 22224	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9DUR|aFEWX
299	16111 22226	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9DUR|aLIT
300	16111 22253	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1DUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9MLV|aDUR
301	26111 22223	   	161.72	ACR|3VULN|1AART|1CDMG|1DUR	1FEWX|2CDMG|3CGEN|4RCR|578VULN|6AART|9DUR|aDUST
302	23244 31233	   	161.68	DCR|2VULN|1AART|1DMG|2ASPD	1FEWX|2aVULN|3ERES|4BEXP|5AART|6RCR|78ASPD|9DMG
303	24234 31233	   	161.68	DCR|2VULN|1AART|1DMG|2ASPD	1FEWX|2BEXP|3ERES|4aVULN|5AART|6RCR|78ASPD|9DMG
304	33265 24111	   	161.66	DCR|2DMG|2VULN|1CDMG|1ZMB	1BEXP|24VULN|3ERES|5CDMG|6ZMB|7RCR|8aDMG|9LEGI
305	22111 15243	   	161.65	ACR|3VULN|3CDMG|1DMG|1SELL	18FEWX|2SELL|3CGEN|4RCR|568VULN|789CDMG|8BPWR|aDMG
306	32111 15246	   	161.65	ACR|3VULN|3CDMG|1DMG|1SELL	18BEXP|2SELL|3CGEN|4RCR|568VULN|789CDMG|8BPWR|aDMG
307	34642 32131	   	161.65	ACR|3DMG|1VULN|1CDMG|1ZMB	12BEXP|3CDMG|4RCR|5VULN|6ZMB|789DMG|aRCVC
308	16111 22223	   	161.62	ACR|3VULN|1AART|1CDMG|1DUR	1aDUST|2CDMG|3CGEN|4RCR|578VULN|6AART|9DUR
309	63333 43331	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	14LIT|24ERES|3RCR|4BPWR|5DMG|6AART|7aVULN|8MLV|9CDMG
310	63363 43331	   	161.59	ACR|2VULN|1AART|1DMG|1CDMG	14LIT|2ERES|3RCR|5DMG|6AART|7aVULN|8MLV|9CDMG
311	16111 26231	   	161.58	ACR|2VULN|2AART|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|58VULN|67AART|9ZMB|aLSRICY
312	16111 26235	   	161.58	ACR|2VULN|2AART|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|58VULN|67AART|9ZMB|aLHND
313	32111 22222	   	161.58	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1BEXP|2SELL|3CGEN|4RCR|578VULN|6AART|9DUR|aCDMG
314	26111 21125	 * 	161.57	ACR|1AART|1VULN|3ASPD|1DMG|1CDMG	1FEWX|2CDMG|3CGEN|4RCR|5VULN|6AART|79aASPD|8DMG
315	63323 43331	   	161.49	ACR|2VULN|1AART|1DMG|1CDMG	1LIT|24ERES|3RCR|5DMG|6AART|7aVULN|8MLV|9CDMG
316	16111 26233	   	161.48	ACR|2VULN|2AART|1CDMG|1ZMB	1aDUST|2CDMG|3CGEN|4RCR|58VULN|67AART|9ZMB
317	16111 26236	   	161.48	ACR|2VULN|2AART|1CDMG|1ZMB	1DUST|2CDMG|3CGEN|4RCR|58VULN|67AART|9ZMB|aMBVNT
318	12111 15243	   	161.45	ACR|3VULN|3CDMG|1DMG|1SELL	18DUST|2SELL|3CGEN|4RCR|568VULN|789CDMG|8BPWR|aDMG
319	21625 12126	   	161.42	DCR|3VULN|3DMG	19FEWX|2RPLT|3RMIN|4ERES|579DMG|689VULN|9BPWR|aRCR
320	45332 12126	   	161.42	DCR|3VULN|3DMG	1RPLT|279DMG|3RMIN|4ERES|59FEWX|689VULN|9BPWR|aRCR
321	26111 22251	   	161.40	ACR|3VULN|1AART|2CDMG	1aFEWX|2aCDMG|3CGEN|4RCR|578VULN|6AART|9aMLV|aBPWR
322	36634 12322	   	161.38	DCR|3VULN|1AART|1DMG	1BEXP|2DMG|3DUST|469VULN|5AART|7RCR|8LWND|aLHND
323	36352 62323	   	161.38	DCR|3VULN|1AART|1DMG	1BEXP|2DMG|3RMIN|4LWND|5AART|6ERES|7RCR|89aVULN
324	13156 12423	   	161.33	ACR|2VULN|2DMG|1AART	1DUST|27VULN|3LIT|4RCR|58DMG|6BEXP|9AART|aLHND
325	36634 12111	   	161.28	DCR|3VULN|1AART|1DMG	1BEXP|2DMG|38DUST|469VULN|5AART|7RCR|aFEWX
326	36634 12112	   	161.28	DCR|3VULN|1AART|1DMG	1BEXP|2DMG|38DUST|469VULN|5AART|7RCR|aRMIN
327	36634 12113	   	161.28	DCR|3VULN|1AART|1DMG	1BEXP|2DMG|38DUST|469VULN|5AART|7RCR|aLIT
328	36634 12321	   	161.28	DCR|3VULN|1AART|1DMG	1BEXP|2DMG|3DUST|469VULN|5AART|7RCR|8LWND|aERES
329	33334 12116	   	161.28	DCR|3VULN|1AART|1DMG	1BEXP|269VULN|38DUST|4MLV|5AART|7RCR|aDMG
330	32111 22313	 * 	161.25	ACR|3VULN|1AART|1DMG|1SELL	19BEXP|2SELL|3CGEN|4RCR|579VULN|6AART|89LHND|9BPWR|aDMG
331	32111 22613	 * 	161.25	ACR|3VULN|1AART|1DMG|1SELL	19BEXP|2SELL|3CGEN|4RCR|579VULN|6AART|89LWND|9BPWR|aDMG
332	53642 32222	   	161.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2BEXP|3CDMG|4RCR|5VULN|6ZMB|7DMG|8ASPD|9LIT|aAART
333	53642 33122	   	161.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2BEXP|3CDMG|4RCR|5VULN|6ZMB|7ASPD|8DMG|9LIT|aAART
334	61521 43323	 * 	161.24	DCR|3VULN|1DMG|2CDMG	17LIT|27CDMG|3RCVC|457VULN|6RCR|7BPWR|8FEWX|9BEXP|aDMG
