0	Index      	 *	Score 	Summary	Detail	
1	63112 31532	 * 	234.10	ACR|1BASARM|1DMG|2CDMG|1VULN|1AART|1BEXP	1RCR|2AART|3LWND|47CDMG|5MDPS|6DMG|8BASARM|9BEXP|aVULN
156	33333 23544	   	210.72	ACR|1BASARM|3AART|1VULN|2BEXP	128AART|34BEXP|5RCR|6VULN|7AAC|9BASARM|aCGEN
157	63532 35111	   	210.71	ACR|2ASPD|1VULN|2AART|1BEXP|1CDMG	1RCR|2aAART|3BEXP|4AME|57ASPD|6VULN|8DUR|9CDMG
158	33333 23541	   	210.62	ACR|1BASARM|3AART|1VULN|2BEXP	128AART|34BEXP|5RCR|6VULN|7AAC|9BASARM|aMDPS
159	33333 23542	   	210.62	ACR|1BASARM|3AART|1VULN|2BEXP	128AART|34BEXP|5RCR|6VULN|7AAC|9BASARM|aDUST
160	33333 23546	   	210.62	ACR|1BASARM|3AART|1VULN|2BEXP	128AART|34BEXP|5RCR|6VULN|7AAC|9BASARM|aERES
161	63532 32611	   	210.61	ACR|2ASPD|1VULN|2AART|1BEXP|1CDMG	1RCR|2aAART|3BEXP|4AME|58ASPD|6VULN|7DUST|9CDMG
162	63112 36533	   	210.58	ACR|1BASARM|1DMG|1AART|1BEXP|1CDMG	1RCR|2AART|3LWND|4CDMG|5MDPS|6DMG|7DMSP|8BASARM|9BEXP|aRCVC
163	63532 35332	   	210.54	ACR|2ASPD|1VULN|2BEXP|2AART	1RCR|2aAART|39BEXP|4AME|57ASPD|6VULN|8ERES
164	63112 36523	   	210.26	ACR|1BASARM|1DMG|1AART|1BEXP|1CDMG	1RCR|2AART|3LWND|4CDMG|5MDPS|6DMG|7DMSP|8BASARM|9LHND|aBEXP
165	63112 36531	   	210.26	ACR|1BASARM|1DMG|1AART|1BEXP|1CDMG	1RCR|2AART|3LWND|4CDMG|5MDPS|6DMG|7DMSP|8BASARM|9BEXP|aBELT
166	61352 35111	   	210.23	ACR|1BASARM|2BEXP|1VULN|1DMG	1RCR|2DUR|34BEXP|5VULN|6LIT|7BASARM|8LHND|9DMG|aRPLT
167	61352 35112	   	210.23	ACR|1BASARM|2BEXP|1VULN|1DMG	1RCR|2DUR|34BEXP|5VULN|6LIT|7BASARM|8LHND|9DMG|aZMB
168	63631 32134	   	210.16	ACR|1BASARM|1ASPD|1AART|1BEXP|1CDMG	1RCR|2AART|3RMIN|4FEWX|5AIRARM|6ASPD|7SPLARM|8BEXP|9CDMG|aBASARM
169	61352 13331	   	210.13	ACR|1BASARM|2BEXP|1VULN|1ASPD	1RCR|26DUR|34BEXP|5VULN|7BELT|8AAC|9BASARM|aASPD
170	61352 35311	   	210.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1RCR|2DUR|34BEXP|5VULN|6LIT|7BASARM|8LEGI|9DMG|aRPLT
171	61352 35312	   	210.13	ACR|1BASARM|2BEXP|1VULN|1DMG	1RCR|2DUR|34BEXP|5VULN|6LIT|7BASARM|8LEGI|9DMG|aZMB
172	63332 35353	 * 	209.66	ACR|2ASPD|1VULN|1DMG|1BASICY|1AART	1RCR|2AART|3FEWX|4AME|57ASPD|6VULN|8ERES|9DMG|aBASICY
173	63524 21122	   	209.62	ACR|2VULN|2BEXP|1ASPD|1AART|1CDMG	1RCR|2AART|35BEXP|45VULN|5BPWR|6RCVC|7MDPS|8CGEN|9ASPD|aCDMG
174	63524 21222	   	209.62	ACR|2VULN|2BEXP|1ASPD|1AART|1CDMG	1RCR|2AART|35BEXP|45VULN|5BPWR|6RCVC|7MDPS|8MLV|9ASPD|aCDMG
175	66332 22151	 * 	209.18	ACR|2VULN|2ASPD|2BEXP|1CDMG	1RCR|23BEXP|4LHND|59VULN|6CGEN|78ASPD|aCDMG
176	66332 23351	   	209.18	ACR|2VULN|2DMG|2BEXP|1CDMG	1RCR|23BEXP|4LHND|59VULN|6CGEN|78DMG|aCDMG
177	66331 31136	 * 	209.16	ACR|1BASARM|3BEXP|1DMG	1RCR|235BEXP|4LHND|6LWND|7DMG|8CGEN|9LIT|aBASARM
178	64311 21324	   	209.16	ACR|1BASARM|3BEXP|1DMG	1RCR|246LHND|359BEXP|7BELT|8DMG|aBASARM
179	64311 31324	   	209.16	ACR|1BASARM|3BEXP|1DMG	1RCR|24LHND|359BEXP|6DMSP|7BELT|8DMG|aBASARM
180	61351 15122	   	209.06	ACR|1BASARM|3BEXP|1DMG	1RCR|2DUR|345BEXP|6MLV|7BASARM|8LIT|9ERES|aDMG
181	66331 15122	   	209.06	ACR|1BASARM|3BEXP|1DMG	1RCR|235BEXP|4LHND|6MLV|7BASARM|8LIT|9ERES|aDMG
182	66331 15123	 * 	209.06	ACR|1BASARM|3BEXP|1ASPD	1RCR|235BEXP|4LHND|6MLV|7BASARM|8LIT|9ERES|aASPD
183	61351 35122	   	208.96	ACR|1BASARM|3BEXP|1DMG	1RCR|2DUR|345BEXP|6AME|7BASARM|8LIT|9ERES|aDMG
184	61353 15122	   	208.96	ACR|1BASARM|3BEXP|1DMG	1RCR|2DUR|346BEXP|5AME|7BASARM|8LIT|9ERES|aDMG
185	66223 15122	   	208.96	ACR|1BASARM|3BEXP|1DMG	1RCR|246BEXP|34TLV|4BPWR|5LWND|7BASARM|8LIT|9ERES|aDMG
186	66223 15123	   	208.96	ACR|1BASARM|3BEXP|1ASPD	1RCR|246BEXP|34TLV|4BPWR|5LWND|7BASARM|8LIT|9ERES|aASPD
187	66323 15122	   	208.96	ACR|1BASARM|3BEXP|1DMG	1RCR|236BEXP|4TLV|5LWND|7BASARM|8LIT|9ERES|aDMG
188	66323 15123	   	208.96	ACR|1BASARM|3BEXP|1ASPD	1RCR|236BEXP|4TLV|5LWND|7BASARM|8LIT|9ERES|aASPD
189	66333 15122	   	208.96	ACR|1BASARM|3BEXP|1DMG	1RCR|236BEXP|4LHND|5AME|7BASARM|8LIT|9ERES|aDMG
190	66333 15123	   	208.96	ACR|1BASARM|3BEXP|1ASPD	1RCR|236BEXP|4LHND|5AME|7BASARM|8LIT|9ERES|aASPD
191	21452 32361	 * 	208.94	ACR|3VULN|3DMG|2BEXP	178DMG|27aLIT|36RMIN|4RCR|57aVULN|7aBPWR|9aBEXP
192	64331 35121	   	208.92	ACR|1BASARM|3BEXP|1DMG|1SELL	1RCR|2LHND|39aBEXP|4SELL|5DMG|6CGEN|7BASARM|8RMIN
193	64331 15121	   	208.82	ACR|1BASARM|3BEXP|1DMG|1SELL	1RCR|2LHND|39aBEXP|4SELL|5DMG|6AME|7BASARM|8RMIN
194	64331 35221	   	208.82	ACR|1BASARM|3BEXP|1DMG|1SELL	1RCR|2LHND|39aBEXP|4SELL|5DMG|6CGEN|7BASARM|8TLV
195	64332 25121	   	208.82	ACR|1BASARM|3BEXP|1DMG|1SELL	1RCR|2LHND|39aBEXP|4SELL|5TLV|6DMG|7BASARM|8RMIN
196	61231 54223	 * 	208.80	ACR|2DMG|3BASICY|1ASPD|1BEXP	1RCR|2aDUR|3TLV|4aDMG|5BEXP|6ASPD|79aBASICY|8RMIN|aBPWR
197	61524 12331	   	208.63	ACR|3BEXP|2ASPD|1VULN|1AART	1RCR|24DUR|34ASPD|4BPWR|5VULN|679BEXP|8AART|aRCVC
198	61524 12333	   	208.21	ACR|3BEXP|2ASPD|1VULN|1AART	1RCR|24DUR|34ASPD|4BPWR|5VULN|679BEXP|8AART|aDUST
199	61351 22323	   	208.08	ACR|3BEXP|1ASPD|1DMG|1CDMG|1AART	1RCR|26DUR|345BEXP|7ASPD|8DMG|9CDMG|aAART
200	61536 12332	   	208.08	ACR|3BEXP|1ASPD|1DMG|1CDMG|1AART	1RCR|2DUR|3ASPD|4DMG|5CGEN|679BEXP|8AART|aCDMG
201	64531 11313	   	208.07	ACR|2ASPD|1DMG|1BEXP|1CDMG|1AART|1AAC	1RCR|27LHND|37ASPD|4DMG|5BEXP|67DUR|7BPWR|8AART|9CDMG|aAAC
202	61531 11611	   	208.06	ACR|2BEXP|2AART|1ASPD|1DMG|1CDMG	1RCR|2DUR|3ASPD|4DMG|58BEXP|6aAART|7LHND|9CDMG
203	64531 12311	   	208.06	ACR|2BEXP|2AART|1ASPD|1DMG|1CDMG	1RCR|2LHND|3ASPD|4DMG|57BEXP|6DUR|8aAART|9CDMG
204	33333 21652	   	208.02	ACR|1VULN|2BEXP|2AART|1ASPD|1DMG|1CDMG	12AART|34BEXP|5RCR|6VULN|7MDPS|8ASPD|9DMG|aCDMG
205	61231 52332	   	207.98	ACR|3BEXP|1ASPD|1DMG|1CDMG|1AART	1RCR|2DUR|3TLV|4DMG|579BEXP|6ASPD|8AART|aCDMG
206	61535 12332	   	207.98	ACR|3BEXP|1ASPD|1DMG|1CDMG|1AART	1RCR|2DUR|3ASPD|4DMG|5AME|679BEXP|8AART|aCDMG
207	63622 16133	   	207.91	ACR|3ASPD|3BEXP|1AART	1RCR|2AART|3RMIN|49aLHND|59aASPD|6CGEN|7DUST|89aBEXP|9aBPWR
208	63632 16133	   	207.91	ACR|3ASPD|3BEXP|1AART	1RCR|2AART|3RMIN|49aFEWX|59aASPD|6CGEN|7DUST|89aBEXP|9aBPWR
209	66531 13332	   	207.88	ACR|3BEXP|1ASPD|1DMG|1AART|1CDMG	1RCR|259BEXP|3ASPD|4DMG|6ERES|7LEGI|8AART|aCDMG
210	66532 13313	   	207.82	ACR|1VULN|1ASPD|1DMG|1CDMG|1BEXP|1AART|1AAC	1RCR|2BEXP|3ASPD|4DMG|5VULN|67DUR|8AART|9CDMG|aAAC
211	63531 53121	 * 	207.64	ACR|2VULN|2BEXP|1DMG|2AAC|1AART	1RCR|2AART|38BEXP|48AME|5MSLFST|6DMG|78VULN|8BPWR|9aAAC
212	63511 22124	   	207.59	ACR|2VULN|2BEXP|1ASPD|1AART|1CDMG	1RCR|2AART|38BEXP|4CDMG|5LWND|6DUR|7aVULN|9ASPD
213	63516 22133	   	207.59	ACR|2VULN|2BEXP|1DMG|1AART|1CDMG	1RCR|2AART|38BEXP|4CDMG|5LHND|6DUR|79VULN|aDMG
214	23611 53341	   	207.41	ACR|2ASPD|2DMG|1VULN|1AART|1BEXP	17DMG|27aDUR|3TLV|4RCR|5BEXP|67ASPD|7BPWR|8AART|9VULN
215	23611 53342	   	207.41	ACR|2ASPD|2DMG|1VULN|1AART|1BEXP	17DMG|27DUR|3TLV|4RCR|5BEXP|67ASPD|7BPWR|8AART|9VULN|aLHND
216	23611 53343	   	207.41	ACR|2ASPD|2DMG|1VULN|1BEXP|1AART	17DMG|27DUR|3TLV|4RCR|5BEXP|67ASPD|7BPWR|8AART|9VULN|aMLV
217	23611 53242	   	207.40	ACR|3ASPD|3DMG|1BEXP|1SELL	17aDMG|27aDUR|3TLV|4RCR|5BEXP|67aASPD|7aBPWR|8RCVC|9SELL
218	33333 23314	 * 	207.25	ACR|2VULN|2DMG|2BEXP|2AART	12AART|34BEXP|5RCR|68VULN|7AAC|9aDMG
219	25311 45334	   	207.21	ACR|2ASPD|2DMG|1VULN|1AART|1BEXP	19DMG|29AME|3LHND|4RCR|5BEXP|6MBVNT|7AART|89ASPD|9BPWR|aVULN
220	61341 36222	 * 	207.17	ACR|2ASPD|2BEXP|1DMG|2CDMG	1RCR|2DUR|39BEXP|4ERES|5LIT|69ASPD|7LWND|89CDMG|9BPWR|aDMG
221	63511 21523	 * 	207.09	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP|1AART	1RCR|2AART|3BEXP|47CDMG|5LWND|6DUR|8VULN|9ASPD|aDMG
222	66232 52213	   	207.08	ACR|2ASPD|2DMG|1VULN|1BEXP	1RCR|2BEXP|3TLV|4aDMG|5VULN|67ASPD|8RCVC|9MDPS
223	66533 22213	   	207.08	ACR|2ASPD|2DMG|1VULN|1BEXP	1RCR|2BEXP|37ASPD|4aDMG|5AME|6VULN|8RCVC|9MDPS
224	61533 34231	   	207.06	ACR|1BASARM|2DMG|1ASPD	1RCR|25DUR|3ASPD|49DMG|6LIT|7BASARM|8LWND|aCGEN
225	61533 34233	   	207.06	ACR|1BASARM|2DMG|1ASPD	1RCR|25DUR|3ASPD|49DMG|6LIT|7BASARM|8LWND|aFEWX
226	61521 34233	 * 	207.06	ACR|1BASARM|2ASPD|1DMG	1RCR|24aDUR|34ASPD|4BPWR|5AAC|6LIT|7BASARM|8LWND|9DMG
227	63511 11323	   	206.99	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP|1AART	1RCR|2AART|3BEXP|46CDMG|5LWND|7VULN|8DUST|9ASPD|aDMG
228	63511 61323	   	206.99	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP|1AART	1RCR|2AART|3BEXP|47CDMG|5LWND|6VULN|8DUST|9ASPD|aDMG
229	63521 51323	   	206.99	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP|1AART	1RCR|2AART|3BEXP|4VULN|5LWND|67CDMG|8DUST|9ASPD|aDMG
230	63522 51323	   	206.99	ACR|1VULN|1ASPD|1DMG|2CDMG|1BEXP|1AART	1RCR|2AART|3BEXP|4VULN|5DUR|67CDMG|8DUST|9ASPD|aDMG
231	61521 34231	   	206.96	ACR|1BASARM|2ASPD|1DMG	1RCR|24DUR|34ASPD|4BPWR|5AAC|6LIT|7BASARM|8LWND|9DMG|aSNITOX
232	63112 11563	   	206.85	ACR|1BASARM|1VULN|2CDMG|1AART|2AAC	1RCR|2AART|3LWND|47CDMG|5MDPS|6aAAC|8BASARM|9VULN
233	61533 34232	   	206.81	ACR|1BASARM|2DMG|1ASPD|1SELL	1RCR|25DUR|3ASPD|49DMG|6LIT|7BASARM|8LWND|aSELL
234	61361 32261	   	206.80	ACR|2BEXP|2AART|1VULN|1DMG|1CDMG	1RCR|2DUR|37BEXP|4CDMG|5DMG|6CGEN|8aAART|9VULN
235	61361 12261	   	206.70	ACR|2BEXP|2AART|1VULN|1DMG|1CDMG	1RCR|2DUR|37BEXP|4CDMG|5DMG|6AME|8aAART|9VULN
236	61362 22261	   	206.70	ACR|2BEXP|2AART|1VULN|1DMG|1CDMG	1RCR|2DUR|37BEXP|4CDMG|5TLV|6DMG|8aAART|9VULN
237	61351 23342	   	206.67	ACR|3BEXP|2DMG|1ASPD|1AAC	1RCR|26DUR|345BEXP|78DMG|9ASPD|aAAC
238	63112 11562	 * 	206.33	ACR|1BASARM|3CDMG|1VULN|1AART	1RCR|2AART|3LWND|47aCDMG|5MDPS|6AAC|8BASARM|9VULN
239	61531 53333	   	206.00	ACR|2ASPD|2DMG|1VULN|1BEXP	1RCR|2DUR|36ASPD|49DMG|5BEXP|7BELT|8MDPS|aVULN
240	66532 11133	   	206.00	ACR|2ASPD|2DMG|1VULN|1BEXP	1RCR|2BEXP|38ASPD|4aDMG|5VULN|6DUR|7LWND|9AME
241	61523 23252	 * 	205.96	ACR|3ASPD|2VULN|1DMG	1RCR|24DUR|347ASPD|4BPWR|5LWND|6aVULN|8DMG|9RCVC
242	66532 12133	   	205.90	ACR|2ASPD|2DMG|1VULN|1BEXP	1RCR|2BEXP|38ASPD|4aDMG|5VULN|6DUR|7DUST|9AME
243	61531 44143	   	205.90	ACR|2ASPD|2DMG|1VULN|1BEXP	1RCR|2DUR|39ASPD|4aDMG|5BEXP|6MBVNT|7ERES|8VULN
244	63524 23311	   	205.88	ACR|3VULN|2BEXP|1DMG|1AART	1RCR|2AART|35BEXP|458VULN|5BPWR|6RCVC|7AAC|9DMG|aERES
245	63524 23312	   	205.88	ACR|3VULN|2BEXP|1DMG|1AART	1RCR|2AART|35BEXP|458VULN|5BPWR|6RCVC|7AAC|9DMG|aMDPS
246	61535 13213	   	205.87	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|37ASPD|4aDMG|5AME|67BEXP|7BPWR|8RCVC|9MDPS
247	61523 12332	   	205.71	ACR|3BEXP|2ASPD|1CDMG|1AART	1RCR|24DUR|34ASPD|4BPWR|5LWND|679BEXP|8AART|aCDMG
248	66523 21332	   	205.71	ACR|3BEXP|2ASPD|1CDMG|1AART	1RCR|249BEXP|34ASPD|4BPWR|5LWND|67DUR|8AART|aCDMG
249	23611 53152	 * 	205.69	ACR|2VULN|2ASPD|2DMG|1BEXP	17DMG|27DUR|3TLV|4RCR|5BEXP|67ASPD|7BPWR|8AAC|9aVULN
250	22311 52634	   	205.61	ACR|1BASARM|2ASPD|1DMG|1BEXP	1DMG|2RMIN|3LHND|4RCR|5BEXP|67ASPD|8DUR|9ERES|aBASARM
251	66331 32153	   	205.61	ACR|3BEXP|2ASPD|1CDMG|1AART	1RCR|235BEXP|4LHND|6LWND|7AART|8CDMG|9aASPD
252	63122 25313	   	205.31	ACR|2VULN|2DMG|1ASPD|1AART	1RCR|2AART|3LWND|49VULN|5AME|6aDMG|7ASPD|8RPLT
253	63632 35332	   	205.31	ACR|2VULN|2ASPD|1DMG|1AART	1RCR|2AART|3RMIN|4FEWX|57ASPD|6aVULN|8MULARM|9DMG
254	61533 51312	   	205.30	ACR|3ASPD|2VULN|1DMG	1RCR|25aDUR|38aASPD|4DMG|69VULN|7aLIT|aBPWR
255	63521 13413	   	205.25	ACR|2ASPD|1VULN|2BEXP|1AART|1AAC	1RCR|2AART|36BEXP|4VULN|5LWND|7LIT|89ASPD|aAAC
256	63522 13413	   	205.25	ACR|2ASPD|1VULN|2BEXP|1AART|1AAC	1RCR|2AART|36BEXP|4VULN|5DUR|7LIT|89ASPD|aAAC
257	63532 35113	   	205.24	ACR|2ASPD|1VULN|1BEXP|1AART|1CDMG|1AAC	1RCR|2AART|3BEXP|4AME|57ASPD|6VULN|8DUR|9CDMG|aAAC
258	63362 35332	   	205.21	ACR|2VULN|2ASPD|1DMG|1AART	1RCR|2AART|3FEWX|4TLV|57ASPD|6aVULN|8MSLFST|9DMG
259	61523 23222	   	205.20	ACR|3ASPD|2VULN|1DMG	1RCR|24DUR|347ASPD|4BPWR|5LWND|6aVULN|8DMG|9DMSP
260	64523 22212	   	205.20	ACR|3ASPD|2VULN|1DMG	1RCR|249LHND|347ASPD|4BPWR|5LWND|6aVULN|8DMG
261	63113 13561	   	205.15	ACR|1BASARM|1VULN|1AART|1BEXP|1CDMG	1RCR|2AART|3LWND|4CDMG|5RMIN|6DUST|7BEXP|8BASARM|9VULN|aFEWX
262	63315 43211	   	205.15	ACR|1BASARM|1VULN|1CDMG|1BEXP|1AART	1RCR|2AART|3FEWX|4CDMG|5LIT|6ERES|7VULN|8LWND|9BASARM|aBEXP
263	63315 53211	   	205.15	ACR|1BASARM|1VULN|1AART|1BEXP|1CDMG	1RCR|2AART|3FEWX|4CDMG|5LIT|6TLV|7VULN|8LWND|9BASARM|aBEXP
264	63532 32613	   	205.14	ACR|2ASPD|1VULN|1BEXP|1CDMG|1AART|1AAC	1RCR|2AART|3BEXP|4AME|58ASPD|6VULN|7DUST|9CDMG|aAAC
265	63512 31226	 * 	205.14	ACR|2VULN|2BEXP|1BASICY|1AART|1CDMG	1RCR|2AART|37BEXP|4CDMG|5DLOT|6aVULN|8RPLT|9BASICY
266	61531 11613	   	205.12	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART|1AAC	1RCR|2DUR|3ASPD|4DMG|58BEXP|6AART|7LHND|9CDMG|aAAC
267	64531 12313	   	205.12	ACR|2BEXP|1ASPD|1DMG|1CDMG|1AART|1AAC	1RCR|2LHND|3ASPD|4DMG|57BEXP|6DUR|8AART|9CDMG|aAAC
268	61523 23234	   	205.10	ACR|3ASPD|2VULN|1DMG	1RCR|24DUR|347ASPD|4BPWR|5LWND|6aVULN|8DMG|9TLV
269	63112 16532	   	205.05	ACR|1BASARM|1VULN|1AART|1BEXP|1CDMG	1RCR|2AART|3LWND|4CDMG|5MDPS|6AAC|7DMSP|8BASARM|9BEXP|aVULN
270	61352 13335	   	205.03	ACR|1BASARM|2BEXP|1VULN|1AART	1RCR|26DUR|34BEXP|5VULN|7BELT|8AAC|9BASARM|aAART
271	63113 13533	   	205.03	ACR|1BASARM|2BEXP|1AART|1CDMG	1RCR|2AART|3LWND|4CDMG|5RMIN|6DUST|79BEXP|8BASARM|aMLV
272	63122 14163	   	204.99	ACR|2VULN|2DMG|1AART|1BEXP|1AAC	1RCR|2AART|38LWND|48VULN|5AME|6SNIFST|78DMG|8BPWR|9BEXP|aAAC
273	63513 21621	 * 	204.95	ACR|3AART|1VULN|2BEXP|2CDMG	1RCR|268AART|3aBEXP|4aCDMG|5DUST|7VULN|9aLIT|aBPWR
274	63535 21133	   	204.93	ACR|1BASARM|2BEXP|1VULN|1AART	1RCR|2AART|39BEXP|4AME|5DUR|6VULN|7AAC|8CGEN|aBASARM
275	63535 21233	   	204.93	ACR|1BASARM|2BEXP|1VULN|1AART	1RCR|2AART|39BEXP|4AME|5DUR|6VULN|7AAC|8MLV|aBASARM
276	61252 14133	   	204.93	ACR|1BASARM|2BEXP|1VULN|1AART	1RCR|2DUR|3TLV|49BEXP|5VULN|6AAC|7AART|8CGEN|aBASARM
277	61252 14233	   	204.93	ACR|1BASARM|2BEXP|1VULN|1AART	1RCR|2DUR|3TLV|49BEXP|5VULN|6AAC|7AART|8MLV|aBASARM
278	61342 14133	   	204.93	ACR|1BASARM|2BEXP|1VULN|1AART	1RCR|2DUR|39BEXP|4ERES|5VULN|6AAC|7AART|8CGEN|aBASARM
279	61342 14233	   	204.93	ACR|1BASARM|2BEXP|1VULN|1AART	1RCR|2DUR|39BEXP|4ERES|5VULN|6AAC|7AART|8MLV|aBASARM
280	63113 13534	   	204.93	ACR|1BASARM|2BEXP|1AART|1CDMG	1RCR|2AART|3LWND|4CDMG|5RMIN|6DUST|79BEXP|8BASARM|aTLV
281	63113 13536	   	204.93	ACR|1BASARM|2BEXP|1AART|1CDMG	1RCR|2AART|3LWND|4CDMG|5RMIN|6DUST|79BEXP|8BASARM|aERES
282	33333 21654	 * 	204.91	ACR|3AART|1VULN|2BEXP|1ASPD|1DMG	12aAART|34BEXP|5RCR|6VULN|7MDPS|8ASPD|9DMG
283	61531 41121	   	204.79	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9RMIN|aZMB
284	61531 41123	   	204.79	ACR|2ASPD|2DMG|2BEXP	1RCR|27aDUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9RMIN
285	61531 41141	   	204.79	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9CGEN|aZMB
286	61531 41143	   	204.79	ACR|2ASPD|2DMG|2BEXP	1RCR|27aDUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9CGEN
287	64231 22321	   	204.79	ACR|2ASPD|2DMG|2BEXP	1RCR|2LHND|3TLV|4aDMG|5aBEXP|6CGEN|7aASPD|8DUR|9LIT|aBPWR
288	64331 35332	   	204.77	ACR|1BASARM|1DMG|1BEXP|1CDMG|1AAC|1SELL	1RCR|2LHND|3BEXP|4SELL|5DMG|6CGEN|7BASARM|8RPLT|9CDMG|aAAC
289	63622 12412	   	204.72	ACR|2ASPD|1VULN|1DMG|1CDMG|1AART	1RCR|2AART|3RMIN|4LHND|58ASPD|6CGEN|7CDMG|9DMG|aVULN
290	63622 32412	   	204.72	ACR|2ASPD|1VULN|1DMG|1CDMG|1AART	1RCR|2AART|3RMIN|4LHND|58ASPD|6MLV|7CDMG|9DMG|aVULN
291	63632 12412	   	204.72	ACR|2ASPD|1VULN|1DMG|1CDMG|1AART	1RCR|2AART|3RMIN|4FEWX|58ASPD|6CGEN|7CDMG|9DMG|aVULN
292	61531 41113	   	204.69	ACR|2ASPD|2DMG|2BEXP	1RCR|27aDUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9AEFBLL
293	61531 41114	   	204.69	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9AEFBLL|aLHND
294	61531 41122	   	204.69	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9RMIN|aDUST
295	61531 41131	   	204.69	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9MDPS|aLWND
296	61531 41134	   	204.69	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9MDPS|aLIT
297	61531 41142	   	204.69	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9CGEN|aDUST
298	64231 62321	   	204.69	ACR|2ASPD|2DMG|2BEXP	1RCR|2LHND|3TLV|4aDMG|5aBEXP|6ERES|7aASPD|8DUR|9LIT|aBPWR
299	63112 31443	 * 	204.62	ACR|2DMG|1VULN|2AART|2CDMG	1RCR|28AART|3LWND|47CDMG|5MDPS|6aDMG|9VULN
300	63132 12412	   	204.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1RCR|2AART|3LWND|4AME|58ASPD|6CGEN|7CDMG|9DMG|aVULN
301	63132 32412	   	204.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1RCR|2AART|3LWND|4AME|58ASPD|6MLV|7CDMG|9DMG|aVULN
302	63162 12412	   	204.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1RCR|2AART|3LWND|4TLV|58ASPD|6CGEN|7CDMG|9DMG|aVULN
303	63162 32412	   	204.62	ACR|2ASPD|1VULN|1DMG|1AART|1CDMG	1RCR|2AART|3LWND|4TLV|58ASPD|6MLV|7CDMG|9DMG|aVULN
304	63332 12412	   	204.62	ACR|2ASPD|1VULN|1DMG|1CDMG|1AART	1RCR|2AART|3FEWX|4AME|58ASPD|6CGEN|7CDMG|9DMG|aVULN
305	63362 12412	   	204.62	ACR|2ASPD|1VULN|1DMG|1CDMG|1AART	1RCR|2AART|3FEWX|4TLV|58ASPD|6CGEN|7CDMG|9DMG|aVULN
306	61531 41112	   	204.59	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9AEFBLL|aAME
307	61531 41132	   	204.59	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9aMDPS
308	61531 41133	   	204.59	ACR|2ASPD|2DMG|2BEXP	1RCR|27DUR|38ASPD|47DMG|57BEXP|6MBVNT|7BPWR|9MDPS|aDUST
309	63122 14122	   	204.57	ACR|3VULN|2DMG|1AART|1AAC	1RCR|2AART|38LWND|48aVULN|5AME|6SNIFST|78DMG|8BPWR|9AAC
310	63122 64122	   	204.57	ACR|3VULN|2DMG|1AART|1AAC	1RCR|2AART|38LWND|48aVULN|5AME|6FLTARM|78DMG|8BPWR|9AAC
311	63136 33523	   	204.52	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG	1RCR|2AART|3LWND|4AME|5DUST|6aDMG|7CDMG|8VULN|9ASPD
312	63336 33523	   	204.52	ACR|2DMG|1VULN|1ASPD|1AART|1CDMG	1RCR|2AART|3FEWX|4AME|5DUST|6aDMG|7CDMG|8VULN|9ASPD
313	63124 61212	 * 	204.42	ACR|4VULN|1DMG|1AART|1CDMG	1RCR|2AART|35LWND|457aVULN|5BPWR|6CDMG|8ERES|9DMG
314	66521 12233	   	204.39	ACR|2ASPD|2DMG|2BEXP	1RCR|24BEXP|34ASPD|4BPWR|5AAC|6ERES|7aDMG|8MDPS|9AME
315	66532 11121	   	204.37	ACR|3ASPD|1VULN|1DMG|1BEXP	1RCR|2BEXP|38aASPD|4DMG|5VULN|6aDUR|7LWND|9aLIT|aBPWR
