0	Index      	 *	Score 	Summary	Detail	
1	32311 24333	 * 	200.51	ACR|1BASARM|2DMG|1ASPD|1BEXP	14LWND|2LSRICY|3ASPD|5RCR|6LEGI|7BEXP|8BASARM|9aDMG
156	33261 62633	   	174.17	ACR|1BASARM|1ASPD|1DMG	18LWND|2TLV|3DMG|4RCR|5DUST|6AME|7FEWX|9BASARM|aASPD
157	33261 63533	   	174.17	ACR|1BASARM|1ASPD|1DMG	17LWND|27TLV|3DMG|4RCR|5DUST|67AME|7BPWR|8DUR|9BASARM|aASPD
158	33263 14343	   	174.17	ACR|1BASARM|1ASPD|1DMG	1LWND|2TLV|3DMG|4RCR|5RPLT|6ERES|7CGEN|8BASARM|9MBVNT|aASPD
159	33264 22333	   	174.17	ACR|1BASARM|1ASPD|1DMG	1LWND|2TLV|3DMG|4RCR|57FEWX|6ERES|8DUST|9BASARM|aASPD
160	33264 62333	   	174.17	ACR|1BASARM|1ASPD|1DMG	1LWND|2TLV|3DMG|4RCR|57FEWX|6AME|8DUST|9BASARM|aASPD
161	33266 12633	   	174.17	ACR|1BASARM|1ASPD|1DMG	18LWND|2TLV|3DMG|4RCR|5AME|6DUST|7FEWX|9BASARM|aASPD
162	33266 13533	   	174.17	ACR|1BASARM|1ASPD|1DMG	17LWND|27TLV|3DMG|4RCR|5AME|67DUST|7BPWR|8DUR|9BASARM|aASPD
163	63262 23333	   	174.17	ACR|1BASARM|1ASPD|1DMG	17DUR|27TLV|3DMG|4RCR|5LWND|67ERES|7BPWR|8DUST|9BASARM|aASPD
164	63262 63333	   	174.17	ACR|1BASARM|1ASPD|1DMG	17DUR|27TLV|3DMG|4RCR|5LWND|67AME|7BPWR|8DUST|9BASARM|aASPD
165	63264 22333	   	174.17	ACR|1BASARM|1ASPD|1DMG	1DUR|2TLV|3DMG|4RCR|57FEWX|6ERES|8DUST|9BASARM|aASPD
166	14243 41121	   	174.13	ACR|2AART|1DMG|1BASICY|1BEXP|1CDMG	1ERES|2DUST|3DMG|4CDMG|5RCR|69AART|7NUKE|8BEXP|aBASICY
167	12134 23165	 * 	174.13	ACR|3BEXP|2VULN|2CDMG|1AART	1ERES|29VULN|3aCDMG|468BEXP|5RCR|7AART
168	51234 32261	   	174.11	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5TLV|7BASARM|89CDMG|9BPWR|aZMB
169	51234 32263	   	174.11	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5TLV|7BASARM|89CDMG|9BPWR|aRMIN
170	51235 32262	   	174.11	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5CGEN|7BASARM|89CDMG|9BPWR|aERES
171	51236 32262	   	174.11	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5MLV|7BASARM|89CDMG|9BPWR|aERES
172	55211 32261	   	174.11	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2TLV|39DMG|4LWND|5AART|7BASARM|89CDMG|9BPWR|aZMB
173	55211 32263	   	174.11	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2TLV|39DMG|4LWND|5AART|7BASARM|89CDMG|9BPWR|aRMIN
174	51233 62363	   	174.11	3DMG|1BASARM|2ASPD|2VULN|1AART	19ASPD|2LHND|359DMG|4AART|6AME|7BASARM|89VULN|9BPWR|aRCVC
175	51234 32363	   	174.11	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2LHND|39DMG|4AART|5TLV|7BASARM|89VULN|9BPWR|aRCVC
176	51235 32362	   	174.11	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2LHND|39DMG|4AART|5CGEN|7BASARM|89VULN|9BPWR|aMDPS
177	51236 32362	   	174.11	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2LHND|39DMG|4AART|5MLV|7BASARM|89VULN|9BPWR|aMDPS
178	55211 32363	   	174.11	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2TLV|39DMG|4LWND|5AART|7BASARM|89VULN|9BPWR|aRCVC
179	51233 22262	   	174.11	3DMG|1BASARM|2ASPD|2CDMG|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89CDMG|9BPWR|aERES
180	51233 62261	   	174.11	3DMG|1BASARM|2ASPD|2CDMG|1AART	19ASPD|2LHND|359DMG|4AART|6AME|7BASARM|89CDMG|9BPWR|aZMB
181	51233 62263	   	174.11	3DMG|1BASARM|2ASPD|2CDMG|1AART	19ASPD|2LHND|359DMG|4AART|6AME|7BASARM|89CDMG|9BPWR|aRMIN
182	51233 22362	   	174.11	3DMG|1BASARM|2ASPD|2VULN|1AART	19ASPD|2LHND|359DMG|4AART|6CGEN|7BASARM|89VULN|9BPWR|aMDPS
183	33264 63333	   	174.07	ACR|1BASARM|1ASPD|1DMG	1LWND|2TLV|3DMG|4RCR|5FEWX|67AME|8DUST|9BASARM|aASPD
184	51234 32262	   	174.01	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2LHND|39DMG|4AART|5TLV|7BASARM|89CDMG|9BPWR|aERES
185	55211 32262	   	174.01	3ASPD|1BASARM|2DMG|2CDMG|1AART	169ASPD|2TLV|39DMG|4LWND|5AART|7BASARM|89CDMG|9BPWR|aERES
186	51233 62362	   	174.01	3DMG|1BASARM|2ASPD|2VULN|1AART	19ASPD|2LHND|359DMG|4AART|6AME|7BASARM|89VULN|9BPWR|aMDPS
187	51234 32362	   	174.01	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2LHND|39DMG|4AART|5TLV|7BASARM|89VULN|9BPWR|aMDPS
188	55211 32362	   	174.01	3ASPD|1BASARM|2DMG|2VULN|1AART	169ASPD|2TLV|39DMG|4LWND|5AART|7BASARM|89VULN|9BPWR|aMDPS
189	51233 62262	   	174.01	3DMG|1BASARM|2ASPD|2CDMG|1AART	19ASPD|2LHND|359DMG|4AART|6AME|7BASARM|89CDMG|9BPWR|aERES
190	52233 13416	 * 	173.82	1BASARM|2ASPD|2DMG|2BEXP|1AART|1VULN	19ASPD|2VULN|35DMG|4AART|6RCVC|7BASARM|8aBEXP
191	52233 33416	   	173.82	1BASARM|2ASPD|2DMG|2BEXP|1AART|1VULN	19ASPD|2VULN|35DMG|4AART|6DMSP|7BASARM|8aBEXP
192	33264 51311	   	173.29	ACR|1ASPD|1DMG|1BASICY|1AART|1CDMG	1LWND|2TLV|3DMG|4RCR|59FEWX|6AART|7ASPD|8CDMG|aBASICY
193	33264 51331	   	173.29	ACR|1ASPD|1DMG|1BASICY|1AART|1CDMG	1LWND|2TLV|3DMG|4RCR|5FEWX|6AART|7ASPD|8CDMG|9RCVC|aBASICY
194	63262 51321	   	173.29	ACR|1ASPD|1DMG|1BASICY|1AART|1CDMG	19DUR|2TLV|3DMG|4RCR|5LWND|6AART|7ASPD|8CDMG|aBASICY
195	63262 51331	   	173.29	ACR|1ASPD|1DMG|1BASICY|1AART|1CDMG	1DUR|2TLV|3DMG|4RCR|5LWND|6AART|7ASPD|8CDMG|9RCVC|aBASICY
196	33261 51341	   	173.09	ACR|1ASPD|1BASICY|1DMG|1AART|1CDMG	1LWND|2TLV|3DMG|4RCR|5DUST|6AART|7ASPD|8CDMG|9AEFBLL|aBASICY
197	33263 41422	 * 	172.92	ACR|3DMG|1ASPD|1AART	17LWND|27TLV|367DMG|4RCR|5RPLT|7BPWR|8ASPD|9FEWX|aAART
198	33263 41412	   	172.82	ACR|3DMG|1ASPD|1AART	17LWND|27TLV|367DMG|4RCR|5RPLT|7BPWR|8ASPD|9DUST|aAART
199	52134 22232	   	172.75	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6FEWX|8VENICY|9DMG|aMLV
200	52134 22233	   	172.75	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6aFEWX|8VENICY|9DMG
201	52134 22235	   	172.75	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6FEWX|8VENICY|9DMG|aLWND
202	52134 22631	   	172.75	ACR|2ASPD|1DMG|1CDMG|1BEXP|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6FEWX|8NUKE|9DMG|aDUR
203	52134 22632	   	172.75	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6FEWX|8NUKE|9DMG|aRMIN
204	52134 31326	   	172.75	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	19ASPD|2VULN|3CDMG|4BEXP|5RCR|6DUST|7DUR|8LHND|aDMG
205	33243 26362	   	172.75	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	16LWND|2TLV|3DMG|4CDMG|5RCR|78ASPD|9BEXP|aVULN
206	16133 43116	 * 	172.65	ACR|3AART|1DMG|1BEXP|1CDMG|1VULN	1ERES|2CDMG|3DMG|4DUR|5RCR|68aAART|7BEXP|9VULN
207	33243 16361	 * 	172.65	ACR|2DMG|1ASPD|1AART|1CDMG|1VULN	1LWND|2TLV|37DMG|4CDMG|5RCR|6AME|8ASPD|9VULN|aAART
208	52134 22234	   	172.65	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6FEWX|8VENICY|9DMG|aERES
209	52134 22633	   	172.65	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6FEWX|8NUKE|9DMG|aDUST
210	52134 32232	   	172.65	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6DUST|8VENICY|9DMG|aMLV
211	52134 32233	   	172.65	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6DUST|8VENICY|9DMG|aFEWX
212	52134 32235	   	172.65	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6DUST|8VENICY|9DMG|aLWND
213	52233 13415	 * 	172.64	1BASARM|2ASPD|2DMG|1BEXP|1CDMG|1AART|1VULN	19ASPD|2VULN|35DMG|4AART|6RCVC|7BASARM|8BEXP|aCDMG
214	52233 33415	   	172.64	1BASARM|2ASPD|2DMG|1BEXP|1CDMG|1AART|1VULN	19ASPD|2VULN|35DMG|4AART|6DMSP|7BASARM|8BEXP|aCDMG
215	52134 32234	   	172.55	ACR|2ASPD|1DMG|1BEXP|1CDMG|1VULN	17ASPD|2VULN|3CDMG|4BEXP|5RCR|6DUST|8VENICY|9DMG|aERES
216	51241 41814	   	172.51	DCR|3ASPD|1BASARM|1DMG	189ASPD|2LHND|3DMG|4MBVNT|5DUST|6DUR|7BASARM|aRCR
217	53124 22235	   	172.23	ACR|2ASPD|2CDMG|1BASICY|1BEXP	19ASPD|2FEWX|3aCDMG|4DUR|5RCR|6BEXP|7BASICY|8RPLT
218	52124 22251	   	172.21	1BASARM|2ASPD|2DMG|2VULN|1AART|1CDMG	19ASPD|29VULN|3CDMG|4RCVC|5AART|6LHND|79DMG|8RPLT|9BPWR|aBASARM
219	52134 42322	 * 	172.13	ACR|2ASPD|2VULN|2CDMG|1BEXP	19ASPD|2aVULN|36CDMG|4BEXP|5RCR|7LWND|8DUR
220	33265 63132	 * 	171.98	ACR|2DMG|2VULN|1ASPD|1AAC	17LWND|2TLV|37DMG|4RCR|57VULN|6RMIN|7BPWR|8AAC|9DUR|aASPD
221	31134 26143	 * 	171.96	ACR|3BEXP|2DMG|1CDMG	1LWND|2CGEN|3CDMG|46aBEXP|5RCR|79DMG|8MLV
222	33263 21314	   	171.89	ACR|1BASARM|2DMG	179LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|aCGEN
223	33263 21315	   	171.89	ACR|1BASARM|2DMG	179LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|aFEWX
224	33263 21316	   	171.89	ACR|1BASARM|2DMG	179LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|aLIT
225	33263 21321	   	171.89	ACR|1BASARM|2DMG	17aLWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9CGEN
226	33263 21323	   	171.89	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9CGEN|aLHND
227	33263 21324	   	171.89	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9CGEN|aRMIN
228	33263 21325	   	171.89	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9aCGEN
229	33263 21326	   	171.89	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9CGEN|aMLV
230	33263 21335	   	171.89	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9FEWX|aCGEN
231	11134 26143	   	171.86	ACR|3BEXP|2DMG|1CDMG	1ERES|2LHND|3CDMG|46aBEXP|5RCR|79DMG|8MLV
232	11134 26243	   	171.86	ACR|3BEXP|2DMG|1CDMG	1ERES|2LHND|3CDMG|46aBEXP|5RCR|79DMG|8CGEN
233	11134 26335	   	171.86	ACR|3BEXP|2DMG|1CDMG	1ERES|2LHND|3CDMG|46aBEXP|5RCR|79DMG|8FEWX
234	13134 26143	   	171.86	ACR|3BEXP|2DMG|1CDMG	1ERES|2FEWX|3CDMG|46aBEXP|5RCR|79DMG|8MLV
235	13134 26243	   	171.86	ACR|3BEXP|2DMG|1CDMG	1ERES|2FEWX|3CDMG|46aBEXP|5RCR|79DMG|8CGEN
236	33134 26143	   	171.86	ACR|3BEXP|2DMG|1CDMG	1LWND|2TLV|3CDMG|46aBEXP|5RCR|79DMG|8MLV
237	33134 26243	   	171.86	ACR|3BEXP|2DMG|1CDMG	1LWND|2TLV|3CDMG|46aBEXP|5RCR|79DMG|8CGEN
238	13243 43162	 * 	171.86	ACR|2DMG|2AART|1CDMG|1BEXP	1ERES|2FEWX|39DMG|4CDMG|5RCR|68AART|7BEXP|aRCVC
239	13243 43163	   	171.86	ACR|2DMG|2AART|1BEXP|1CDMG	1ERES|2FEWX|39DMG|4CDMG|5RCR|68AART|7BEXP|aLWND
240	13134 22635	   	171.86	ACR|3BEXP|2DMG|1CDMG	1ERES|2FEWX|3CDMG|46aBEXP|5RCR|7DUR|89DMG
241	51134 32116	   	171.86	ACR|3BEXP|2ASPD|1CDMG	17ASPD|2LHND|3CDMG|49aBEXP|5RCR|6DUST|8LWND
242	33263 21322	   	171.79	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9CGEN|aERES
243	33263 21346	   	171.79	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9MBVNT|aCGEN
244	13243 43161	   	171.76	ACR|2DMG|2AART|1CDMG|1BEXP	1aERES|2FEWX|39DMG|4CDMG|5RCR|68AART|7BEXP
245	33263 21344	   	171.69	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9MBVNT|aDUST
246	33263 21348	   	171.69	ACR|1BASARM|2DMG	17LWND|2TLV|37DMG|4RCR|5RPLT|67AEFBLL|7BPWR|8BASARM|9MBVNT|aAME
247	52231 16151	   	171.64	1BASARM|2ASPD|2DMG|2AART|1BEXP|1VULN	19ASPD|2VULN|39DMG|47AART|5DUR|6BEXP|89ZMB|9BPWR|aBASARM
248	53124 22116	   	171.47	ACR|2BEXP|1ASPD|1BASICY|1CDMG|1AAC	1ASPD|2FEWX|3CDMG|48DUR|5RCR|6aBEXP|7BASICY|9AAC
249	31134 32163	   	171.38	ACR|1BASARM|2BEXP|1CDMG	1LWND|2CGEN|3CDMG|4aBEXP|5RCR|6ERES|78DUR|9BASARM
250	61134 31163	   	171.38	ACR|1BASARM|2BEXP|1CDMG	18DUR|2CGEN|3CDMG|4aBEXP|5RCR|6ERES|7LWND|9BASARM
251	56111 13623	 * 	171.34	DCR|2ASPD|2BEXP|1DMG|1CDMG|1AART|1VULN	14ASPD|2CDMG|3DMG|58BEXP|6VULN|7AART|9MLV|aRCR
252	31134 21472	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1LWND|2CGEN|3CDMG|46BEXP|5RCR|7ERES|8MBVNT|9BASARM|aMLV
253	31134 21473	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1LWND|2CGEN|3CDMG|46BEXP|5RCR|7ERES|8MBVNT|9BASARM|aFEWX
254	31134 21474	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1LWND|2CGEN|3CDMG|46BEXP|5RCR|7ERES|8MBVNT|9BASARM|aDMSP
255	31134 21562	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1LWND|2CGEN|3CDMG|46BEXP|5RCR|7ERES|8DUST|9BASARM|aMLV
256	31134 21563	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1LWND|2CGEN|3CDMG|46BEXP|5RCR|7ERES|8DUST|9BASARM|aFEWX
257	31134 32663	   	171.28	ACR|1BASARM|2BEXP|1CDMG	1LWND|2CGEN|3CDMG|4aBEXP|5RCR|6ERES|7DUR|8AEMAG|9BASARM
258	33265 63231	 * 	171.20	ACR|3DMG|3VULN	17LWND|2TLV|379DMG|4RCR|578VULN|6RMIN|7BPWR|aFEWX
259	33265 63232	   	171.10	ACR|3DMG|3VULN	17LWND|2TLV|379DMG|4RCR|578VULN|6RMIN|7BPWR|aMBVNT
260	31243 53234	 * 	170.86	ACR|2DMG|3CDMG|2AART	1aLWND|2CGEN|3aDMG|46aCDMG|5RCR|78AART|9RPLT|aBPWR
261	33243 53234	   	170.76	ACR|2DMG|2AART|3CDMG	1aLWND|2TLV|3aDMG|46aCDMG|5RCR|78AART|9RPLT|aBPWR
262	51233 22155	   	170.61	DCR|1BASARM|2DMG|1ASPD|1AART	1ASPD|2LHND|35DMG|4AART|6CGEN|7BASARM|8FEWX|9MDPS|aRCR
