0	Index      	 *	Score 	Summary	Detail	
1	35334 31423	 * 	224.81	ACR|3DMG|2VULN|2AART	19FEWX|2RCR|38AART|49VULN|5AEFBLL|6ZMB|79aDMG|9BPWR
154	35343 12263	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8ZMB|9BEXP|aLWND
155	35343 12314	   	199.61	ACR|1BASARM|1AART|1ASPD|1CDMG	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9ZMB|aCDMG
156	35343 12321	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9BEXP|aCGEN
157	35343 12324	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	1aFEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9BEXP
158	35343 12326	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8aLWND|9BEXP
159	35343 12513	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8BEXP|9ZMB|aLWND
160	35343 12521	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	19aFEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8BEXP
161	35343 12522	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	19FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8BEXP|aLHND
162	35343 12523	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	19FEWX|2RCR|3AART|4aRPLT|5ASPD|6TLV|7BASARM|8BEXP
163	35343 12631	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	18aFEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|9BEXP
164	35343 12632	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	18FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|9BEXP|aLHND
165	35343 12633	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	18FEWX|2RCR|3AART|4aRPLT|5ASPD|6TLV|7BASARM|9BEXP
166	35343 32322	   	199.61	ACR|1BASARM|1AART|1ASPD|1CDMG	16FEWX|2RCR|3AART|4RPLT|5ASPD|7CDMG|8ZMB|9DUST|aBASARM
167	35311 25121	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	19FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7RMIN|8BASARM|aASPD
168	35311 25153	   	199.61	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4ERES|5aLWND|6BEXP|7RMIN|8BASARM|9DMG
169	35362 25121	   	199.61	ACR|1BASARM|1AART|1ASPD|1BEXP	19FEWX|2RCR|3AART|4DUR|5ERES|6BEXP|7RMIN|8BASARM|aASPD
170	32224 12153	 * 	199.60	ACR|2VULN|2DMG|2BEXP|2CDMG	1FEWX|2aVULN|3LIT|46CDMG|5RCR|7aBEXP|8LHND|9aDMG|aBPWR
171	35652 12122	   	199.56	ACR|2VULN|2DMG|1CDMG|1BEXP|1AAC	1FEWX|2RCR|39DMG|4aVULN|5ZMB|6CDMG|7BEXP|8AAC
172	65223 11613	   	199.52	ACR|2VULN|2ASPD|2CDMG|1BEXP|1SELL	1aVULN|2RCR|3LIT|4aCDMG|5RPLT|6BEXP|7ZMB|8aASPD|9SELL|aBPWR
173	35313 25121	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	19FEWX|2RCR|3AART|4ERES|5DUST|6BEXP|7RMIN|8BASARM|aASPD
174	35341 12131	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1aFEWX|2RCR|3AART|4RPLT|5DMG|68TLV|7BASARM|9BEXP
175	35341 12132	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|68TLV|7BASARM|9BEXP|aLHND
176	35341 12133	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4aRPLT|5DMG|68TLV|7BASARM|9BEXP
177	35341 12136	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|68TLV|7BASARM|9BEXP|aLWND
178	35341 12215	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8ZMB|9FLTFST|aBEXP
179	35341 12261	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8ZMB|9BEXP|aAME
180	35341 12322	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8LWND|9BEXP|aDUST
181	35341 12325	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8LWND|9BEXP|aAME
182	35341 12511	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8BEXP|9ZMB|aAME
183	35341 12531	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8BEXP|9DUST|aCGEN
184	35343 12131	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1aFEWX|2RCR|3AART|4RPLT|5ASPD|68TLV|7BASARM|9BEXP
185	35343 12132	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|68TLV|7BASARM|9BEXP|aLHND
186	35343 12133	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4aRPLT|5ASPD|68TLV|7BASARM|9BEXP
187	35343 12136	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|68TLV|7BASARM|9BEXP|aLWND
188	35343 12215	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8ZMB|9FLTFST|aBEXP
189	35343 12261	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8ZMB|9BEXP|aAME
190	35343 12322	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9BEXP|aDUST
191	35343 12325	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8LWND|9BEXP|aAME
192	35343 12511	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8BEXP|9ZMB|aAME
193	35343 12531	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8BEXP|9DUST|aCGEN
194	35311 25131	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|49ERES|5LWND|6BEXP|7RMIN|8BASARM|aASPD
195	35311 25152	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7RMIN|8BASARM|9DMG|aDUST
196	35311 25161	   	199.51	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7RMIN|8BASARM|9MULARM|aDMG
197	35362 25131	   	199.51	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4DUR|59ERES|6BEXP|7RMIN|8BASARM|aASPD
198	32224 12533	   	199.50	ACR|2VULN|2DMG|2BEXP|2CDMG	1FEWX|2aVULN|3LIT|46CDMG|5RCR|7aBEXP|8DUST|9aDMG|aBPWR
199	65132 32523	   	199.46	ACR|2VULN|2ASPD|1BEXP|1CDMG|1AAC	19VULN|2RCR|3TLV|48ASPD|5AAC|6LWND|7CDMG|aBEXP
200	65132 42312	   	199.46	ACR|2VULN|2ASPD|1BEXP|1CDMG|1AAC	1aVULN|2RCR|3TLV|48ASPD|5AAC|6BEXP|7CDMG|9LWND
201	35313 25131	   	199.41	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|49ERES|5DUST|6BEXP|7RMIN|8BASARM|aASPD
202	35341 12134	   	199.41	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|68TLV|7BASARM|9BEXP|aMDPS
203	35341 12141	   	199.41	ACR|1BASARM|1AART|1DMG|1CDMG	1FEWX|2RCR|3AART|4RPLT|5DMG|68TLV|7BASARM|9AEFBLL|aCDMG
204	35341 12151	   	199.41	ACR|1BASARM|1AART|1DMG|1CDMG	1FEWX|2RCR|3AART|4RPLT|5DMG|68TLV|7BASARM|9AEMAG|aCDMG
205	35341 12532	   	199.41	ACR|1BASARM|1AART|1DMG|1BEXP	1FEWX|2RCR|3AART|4RPLT|5DMG|6TLV|7BASARM|8BEXP|9aDUST
206	35343 12134	   	199.41	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|68TLV|7BASARM|9BEXP|aMDPS
207	35343 12141	   	199.41	ACR|1BASARM|1AART|1ASPD|1CDMG	1FEWX|2RCR|3AART|4RPLT|5ASPD|68TLV|7BASARM|9AEFBLL|aCDMG
208	35343 12151	   	199.41	ACR|1BASARM|1AART|1ASPD|1CDMG	1FEWX|2RCR|3AART|4RPLT|5ASPD|68TLV|7BASARM|9AEMAG|aCDMG
209	35343 12532	   	199.41	ACR|1BASARM|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|4RPLT|5ASPD|6TLV|7BASARM|8BEXP|9aDUST
210	65311 16213	   	199.25	ACR|2VULN|2DMG|1AART|1BEXP	17VULN|2RCR|3DUR|4LHND|5AART|6BEXP|8aDMG|9LWND
211	35332 24621	   	198.91	ACR|2VULN|2AART|1ASPD|1BEXP	1FEWX|2RCR|3aAART|47VULN|5ERES|6BEXP|8ASPD|9MDPS
212	65221 12512	   	198.73	ACR|1VULN|2BEXP|1ASPD|2CDMG|1AART	1VULN|2RCR|3LIT|46CDMG|57BEXP|8ASPD|9AME|aAART
213	65221 26222	   	198.73	ACR|1VULN|2BEXP|1ASPD|2CDMG|1AART	1VULN|2RCR|3LIT|49CDMG|57BEXP|6ERES|8ASPD|aAART
214	65342 13312	   	198.72	ACR|2VULN|1DMG|2CDMG|1AART|1BEXP	17VULN|2RCR|37DUR|4DMG|5ZMB|67CDMG|7BPWR|8BEXP|9SPLREG|aAART
215	65233 12335	   	198.58	ACR|1BASARM|1VULN|1ASPD|1AART|1SELL	1VULN|2RCR|36LIT|4DUR|5LHND|7SELL|8AART|9ASPD|aBASARM
216	65232 22282	   	198.56	ACR|1BASARM|2DMG|1VULN	1VULN|2RCR|3LIT|4DUR|5MBVNT|6AME|7BASARM|89DMG|aFEWX
217	65232 22284	   	198.56	ACR|1BASARM|2DMG|1VULN	1VULN|2RCR|3LIT|4DUR|5MBVNT|6AME|7BASARM|89DMG|aLHND
218	65221 15232	   	198.52	ACR|2VULN|1ASPD|2CDMG|1AART|1BEXP	19VULN|2RCR|3LIT|46CDMG|5BEXP|7AME|8ASPD|aAART
219	35333 14123	   	198.52	ACR|1VULN|2BEXP|1AART|1DMG|1CDMG	1FEWX|2RCR|3AART|4VULN|5LWND|6aBEXP|7DMG|8CDMG|9RMIN
220	35335 14123	   	198.52	ACR|1VULN|2BEXP|1AART|1DMG|1CDMG	1FEWX|2RCR|3AART|4VULN|5LHND|6aBEXP|7DMG|8CDMG|9RMIN
221	63155 23333	 * 	198.46	ACR|1BASARM|1VULN|2BEXP|1ASPD	1VULN|2MSLFST|3LHND|4RCR|5BASARM|6NUKE|7aBEXP|8ASPD|9FEWX
222	63255 23333	   	198.46	ACR|1BASARM|1VULN|2BEXP|1ASPD	1VULN|2MSLFST|3DUR|4RCR|5BASARM|6NUKE|7aBEXP|8ASPD|9FEWX
223	65232 22245	   	198.46	ACR|1BASARM|2DMG|1VULN	1VULN|2RCR|3LIT|4DUR|5MBVNT|6AME|7BASARM|8aDMG|9MDPS
224	35333 12641	   	198.42	ACR|1VULN|2BEXP|1AART|1DMG|1CDMG	1FEWX|2RCR|3AART|4VULN|5LWND|6aBEXP|7DUST|8CDMG|9DMG
225	65221 61211	 * 	198.35	ACR|2VULN|3BEXP|1AART|1CDMG	18VULN|2RCR|3LIT|4CDMG|57aBEXP|6AART|9FEWX
226	65221 61133	 * 	198.22	ACR|2AART|1VULN|2BEXP|2CDMG	1VULN|2RCR|3LIT|4aCDMG|57BEXP|69AART|8RPLT
227	35421 12325	 * 	197.92	ACR|1BASARM|1ASPD|1BASICY|1BEXP	1FEWX|2RCR|3LHND|4VENICY|5BEXP|6TLV|7BASICY|8ASPD|9RPLT|aBASARM
228	22233 12314	 * 	197.86	ACR|1BASARM|2BEXP|1ASPD|1DMG	1AME|2LWND|3ASPD|4BELT|5RCR|6DMSP|7DMG|8BASARM|9aBEXP
229	42233 12314	   	197.86	ACR|1BASARM|2BEXP|1ASPD|1DMG	1TLV|2LWND|3ASPD|4BELT|5RCR|6DMSP|7DMG|8BASARM|9aBEXP
230	65241 12212	   	197.80	ACR|1BASARM|2VULN|1BEXP|1CDMG|1SELL	18VULN|2RCR|3LIT|4SELL|5BEXP|6CDMG|7MLV|9BASARM|aRPLT
231	65241 12213	   	197.80	ACR|1BASARM|2VULN|1BEXP|1CDMG|1SELL	18VULN|2RCR|3aLIT|4SELL|5BEXP|6CDMG|7MLV|9BASARM
232	35143 41311	 * 	197.71	ACR|3VULN|1BASARM|1DMG	1FEWX|2RCR|3AEMAG|4LIT|56aVULN|7MLV|8DMG|9BASARM
233	35334 31224	   	197.70	ACR|3VULN|2DMG|1AART	19FEWX|2RCR|3AART|489VULN|5AEFBLL|6ZMB|79DMG|9BPWR|aLIT
234	35334 31225	   	197.70	ACR|3VULN|2DMG|1AART	19FEWX|2RCR|3AART|489VULN|5AEFBLL|6ZMB|79DMG|9BPWR|aMLV
235	65221 42232	 * 	197.66	ACR|2VULN|3BEXP|1DMG|1CDMG	18VULN|2RCR|3LIT|4CDMG|567BEXP|9ERES|aDMG
236	65221 52132	   	197.66	ACR|2VULN|3BEXP|1DMG|1CDMG	16VULN|2RCR|3LIT|4CDMG|578BEXP|9ERES|aDMG
237	65423 22232	   	197.64	ACR|1VULN|1ASPD|1DMG|1AART|1CDMG|1BEXP	1VULN|2RCR|3LHND|4AIRARM|5DMSP|6CDMG|7DMG|8ASPD|9BEXP|aAART
238	35331 21522	   	197.60	ACR|3VULN|2ASPD|1AART	1FEWX|2RCR|3AART|468VULN|5RPLT|7LHND|9aASPD
239	35331 23522	   	197.60	ACR|3VULN|2ASPD|1AART	1FEWX|2RCR|3AART|468VULN|5RPLT|7aASPD|9LWND
240	35144 32131	 * 	197.55	ACR|1BASARM|3BEXP|1CDMG	1FEWX|2RCR|3AEMAG|4LIT|5CDMG|678BEXP|9ERES|aBASARM
241	32652 52222	   	197.45	ACR|3VULN|2ASPD|1AART|1BEXP	19FEWX|268VULN|39ASPD|4RCR|59ZMB|7AART|9BPWR|aBEXP
242	35333 31524	 * 	197.40	ACR|1VULN|1AART|1ASPD|1BASICY|1BEXP|1AAC	1FEWX|2RCR|3AART|4VULN|5LWND|6AAC|7LHND|8ASPD|9BEXP|aBASICY
243	35131 31424	   	197.34	ACR|2DMG|1VULN|1ASPD|1CDMG|1AAC	1FEWX|2RCR|3AEMAG|4RCVC|5ASPD|68DMG|7VULN|9CDMG|aAAC
244	35331 23113	   	197.31	ACR|2VULN|1AART|1ASPD|1BEXP|1CDMG	1FEWX|2RCR|3AART|46VULN|5RPLT|7ASPD|8CDMG|9DUR|aBEXP
245	35331 23143	   	197.31	ACR|2VULN|1AART|1ASPD|1CDMG|1BEXP	1FEWX|2RCR|3AART|46VULN|5RPLT|7ASPD|8CDMG|9LIT|aBEXP
246	35333 14122	   	197.31	ACR|2VULN|1AART|1DMG|1BEXP|1CDMG	1FEWX|2RCR|3AART|4aVULN|5LWND|6BEXP|7DMG|8CDMG|9RMIN
247	35333 52261	   	197.31	ACR|2VULN|1AART|1DMG|1BEXP|1CDMG	1FEWX|2RCR|3AART|47VULN|5LWND|6LIT|8BEXP|9CDMG|aDMG
248	35335 14122	   	197.31	ACR|2VULN|1AART|1DMG|1BEXP|1CDMG	1FEWX|2RCR|3AART|4aVULN|5LHND|6BEXP|7DMG|8CDMG|9RMIN
249	35344 22223	   	197.31	ACR|1BASARM|1AART|1VULN|1CDMG	1FEWX|2RCR|3AART|4RPLT|5AME|6ZMB|7BASARM|8BELT|9CDMG|aVULN
250	35331 23165	   	197.21	ACR|2VULN|1AART|1ASPD|1CDMG|1BEXP	1FEWX|2RCR|3AART|46VULN|5RPLT|7ASPD|8CDMG|9FLTARM|aBEXP
251	35332 25325	   	197.21	ACR|2VULN|1AART|1ASPD|1BEXP|1CDMG	1FEWX|2RCR|3AART|4aVULN|5ERES|6BEXP|7CDMG|8RMIN|9ASPD
252	35333 14115	   	197.21	ACR|2VULN|1AART|1DMG|1BEXP|1CDMG	1FEWX|2RCR|3AART|4aVULN|5LWND|6BEXP|7DMG|8CDMG|9AEMAG
253	35535 31311	   	197.18	ACR|1BASARM|2VULN|1DMG	1FEWX|2RCR|34RCVC|5MLV|6DMG|7aVULN|8LIT|9BASARM
254	65322 22423	   	197.17	ACR|3VULN|2AART|1DMG	159VULN|2RCR|39DUR|49FEWX|6RCVC|78AART|9BPWR|aDMG
255	65221 26232	   	197.14	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1VULN|2RCR|3LIT|4CDMG|57BEXP|6ERES|8ASPD|9DMG|aRCVC
256	35531 21311	   	197.08	ACR|1BASARM|2VULN|1ASPD	1FEWX|2RCR|34RCVC|5ASPD|6AME|7aVULN|8LIT|9BASARM
257	65522 31321	   	197.01	ACR|2VULN|2AART|1DMG|1BEXP	17VULN|2RCR|3BELT|4RPLT|5aAART|67ERES|7BPWR|8DMG|9BEXP
258	35331 23535	 * 	196.97	ACR|4VULN|1AART|1ASPD|1BEXP	1FEWX|2RCR|3AART|468aVULN|5RPLT|7ASPD|9BEXP
259	35333 35322	   	196.92	ACR|2ASPD|1VULN|1AART|1CDMG|1AAC	1FEWX|2RCR|3AART|4VULN|5LWND|6AAC|7CDMG|8RMIN|9aASPD
260	35335 35322	   	196.92	ACR|2ASPD|1VULN|1AART|1CDMG|1AAC	1FEWX|2RCR|3AART|4VULN|5LHND|6AAC|7CDMG|8RMIN|9aASPD
261	65222 21342	 * 	196.73	ACR|3AART|1VULN|1DMG|1CDMG	1VULN|2RCR|3LIT|4CDMG|5TLV|6LEGI|79aAART|8DMG
262	65132 22334	 * 	196.57	ACR|3ASPD|3VULN|1AAC|1SELL	19aVULN|2RCR|3TLV|48aASPD|5AAC|6SELL|7aAEMAG|aBPWR
263	65232 22242	   	196.52	ACR|1BASARM|1VULN|1DMG|1AART	1VULN|2RCR|3LIT|4DUR|5MBVNT|6AME|7BASARM|8DMG|9MDPS|aAART
264	65311 14123	   	196.52	ACR|1VULN|2BEXP|1DMG|1AART|1CDMG	1VULN|2RCR|3DUR|4LHND|5AART|6aBEXP|7DMG|8CDMG|9RMIN
265	35333 16225	 * 	196.50	ACR|2VULN|2BEXP|1AART|1DMG	19FEWX|2RCR|3AART|47VULN|5LWND|6aBEXP|8DMG
266	35333 16243	   	196.50	ACR|2VULN|2BEXP|1AART|1DMG	1FEWX|2RCR|3AART|47VULN|5LWND|6aBEXP|8DMG|9ZMB
267	35333 16262	   	196.50	ACR|2VULN|2BEXP|1AART|1DMG	1FEWX|2RCR|3AART|47VULN|5LWND|69BEXP|8DMG|aVENTOX
268	35333 16343	   	196.50	ACR|2VULN|2BEXP|1AART|1DMG	1FEWX|2RCR|3AART|47VULN|5LWND|68BEXP|9LIT|aDMG
269	35333 16121	   	196.40	ACR|2VULN|2BEXP|1AART|1ASPD	1FEWX|2RCR|3AART|47VULN|5LWND|69BEXP|8VENICY|aASPD
270	35333 16151	   	196.40	ACR|2VULN|2BEXP|1AART|1DMG	1FEWX|2RCR|3AART|47VULN|5LWND|6aBEXP|8VENICY|9DMG
271	35333 16261	   	196.40	ACR|2VULN|2BEXP|1AART|1DMG	1FEWX|2RCR|3AART|47VULN|5LWND|69BEXP|8DMG|aDUST
272	35333 16361	   	196.40	ACR|2VULN|2BEXP|1AART|1ASPD	1FEWX|2RCR|3AART|47VULN|5LWND|68BEXP|9FLTARM|aASPD
273	35335 16121	   	196.40	ACR|2VULN|2BEXP|1AART|1ASPD	1FEWX|2RCR|3AART|47VULN|5LHND|69BEXP|8VENICY|aASPD
274	35332 24374	   	196.30	ACR|2VULN|2BEXP|1AART|1ASPD	1FEWX|2RCR|3AART|47VULN|5ERES|69BEXP|8MBVNT|aASPD
275	35311 25114	   	196.21	ACR|1BASARM|1AART|1VULN|1BEXP	1FEWX|2RCR|3AART|4ERES|5LWND|6BEXP|7RMIN|8BASARM|9AME|aVULN
276	65221 12531	   	196.12	ACR|2VULN|2BEXP|1ASPD|2CDMG	19VULN|2RCR|3LIT|46CDMG|57BEXP|8ASPD|aRCVC
277	35313 25114	   	196.11	ACR|1BASARM|1AART|1VULN|1BEXP	1FEWX|2RCR|3AART|4ERES|5DUST|6BEXP|7RMIN|8BASARM|9AME|aVULN
278	65342 33122	   	196.10	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	17VULN|2RCR|3DUR|47DMG|57ZMB|6SELL|7BPWR|8CDMG|9TLV|aAART
279	65222 21341	   	195.93	ACR|2AART|1VULN|1DMG|1BEXP|1CDMG	1VULN|2RCR|3LIT|4CDMG|5TLV|6LEGI|79AART|8DMG|aBEXP
280	65612 13221	   	195.93	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1VULN|2RCR|3ASPD|48BEXP|5ZMB|6CDMG|7aRMIN|9DMG
281	65612 13222	   	195.93	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1VULN|2RCR|3ASPD|48BEXP|5ZMB|6CDMG|7RMIN|9DMG|aLIT
282	65612 13223	   	195.93	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1VULN|2RCR|3ASPD|48BEXP|5ZMB|6CDMG|7RMIN|9DMG|aDUR
283	35612 13361	   	195.93	ACR|2BEXP|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2RCR|3DMG|4aBEXP|5ZMB|6CDMG|7RMIN|8VULN|9ASPD
284	65342 33112	 * 	195.87	ACR|3VULN|2DMG|2CDMG|1SELL	17aVULN|2RCR|3DUR|47DMG|57ZMB|6SELL|7BPWR|89CDMG
285	65221 26231	   	195.83	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1VULN|2RCR|3LIT|4CDMG|57BEXP|6ERES|8ASPD|9DMG|aRMIN
286	65221 26233	   	195.83	ACR|1VULN|2BEXP|1ASPD|1DMG|1CDMG	1VULN|2RCR|3LIT|4CDMG|57BEXP|6ERES|8ASPD|9DMG|aDUR
287	35143 16233	   	195.83	ACR|1BASARM|1VULN|1ASPD|1BEXP	1FEWX|2RCR|3AEMAG|4LIT|5VULN|6AME|7RCVC|8BASARM|9BEXP|aASPD
288	35143 26233	   	195.83	ACR|1BASARM|1VULN|1ASPD|1BEXP	1FEWX|2RCR|3AEMAG|4LIT|5VULN|6ERES|7RCVC|8BASARM|9BEXP|aASPD
289	35143 36233	   	195.83	ACR|1BASARM|1VULN|1ASPD|1BEXP	1FEWX|2RCR|3AEMAG|4LIT|5VULN|6TLV|7RCVC|8BASARM|9BEXP|aASPD
290	35363 36112	   	195.79	ACR|1BASARM|1AART|2AAC|1BEXP	1FEWX|2RCR|3AART|4DUR|59LWND|67AAC|8BEXP|aBASARM
291	33463 43112	   	195.75	ACR|1BASARM|2AART|1CDMG|1BEXP	1FEWX|2CDMG|36AART|4DMSP|5RCR|7RPLT|8DUR|9BEXP|aBASARM
292	33463 43212	   	195.75	ACR|1BASARM|2AART|1CDMG|1BEXP	1FEWX|2CDMG|36AART|4DMSP|5RCR|7RPLT|8LWND|9BEXP|aBASARM
293	65211 12211	 * 	195.70	ACR|4VULN|1BASARM|1CDMG	158aVULN|2RCR|3LIT|4RPLT|6CDMG|7MLV|9BASARM
294	35346 32323	   	195.69	ACR|1BASARM|1AART|2AAC|1BEXP	1FEWX|2RCR|3AART|4RPLT|5TLV|6aAAC|7BASARM|8LWND|9BEXP
295	65131 26323	   	195.52	ACR|3VULN|2ASPD|1DMG	189VULN|2RCR|3TLV|49ASPD|59FEWX|6RCVC|7MDPS|9BPWR|aDMG
296	65221 61331	   	195.52	ACR|1VULN|2BEXP|1ASPD|1AART|1CDMG	1VULN|2RCR|3LIT|4CDMG|57BEXP|6AART|8LHND|9ASPD|aCGEN
297	65221 61333	   	195.52	ACR|1VULN|2BEXP|1ASPD|1AART|1CDMG	1VULN|2RCR|3LIT|4CDMG|57BEXP|6AART|8LHND|9ASPD|aBELT
298	35531 31522	   	195.46	ACR|3VULN|1ASPD|1DMG|1CDMG	1FEWX|2RCR|34RCVC|5ASPD|6DMG|78aVULN|9CDMG
299	65221 61311	   	195.42	ACR|1VULN|2BEXP|1DMG|1AART|1CDMG	1VULN|2RCR|3LIT|4CDMG|57BEXP|6AART|8LHND|9DUST|aDMG
300	65221 61332	   	195.42	ACR|1VULN|2BEXP|1ASPD|1AART|1CDMG	1VULN|2RCR|3LIT|4CDMG|57BEXP|6AART|8LHND|9ASPD|aDUST
301	65221 61113	 * 	195.40	ACR|2VULN|2BEXP|2CDMG|1AART	19VULN|2RCR|3LIT|4aCDMG|57BEXP|6AART|8RPLT
302	65221 61222	   	195.40	ACR|2VULN|2BEXP|2CDMG|1AART	18VULN|2RCR|3LIT|49CDMG|57BEXP|6AART|aDMSP
303	65221 61223	   	195.40	ACR|2VULN|2BEXP|2CDMG|1AART	18VULN|2RCR|3LIT|49CDMG|57BEXP|6AART|aFEWX
304	35333 16621	 * 	195.40	ACR|2VULN|3AART|1BEXP	1FEWX|2RCR|38aAART|47VULN|5LWND|6BEXP|9MDPS
305	65233 22231	   	195.33	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3LIT|4DUR|5LHND|6AME|7BASARM|8DMG|9RCVC|aBEXP
306	65234 12232	   	195.33	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3LIT|4DUR|5AME|6BEXP|7BASARM|8DMG|9RCVC|aLHND
307	65234 12233	   	195.33	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3LIT|4DUR|5AME|6BEXP|7BASARM|8DMG|9RCVC|aLWND
308	65334 12232	   	195.33	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3DUR|4AME|5LIT|6BEXP|7BASARM|8DMG|9RCVC|aLHND
309	65334 12233	   	195.33	ACR|1BASARM|1VULN|1DMG|1BEXP	1VULN|2RCR|3DUR|4AME|5LIT|6BEXP|7BASARM|8DMG|9RCVC|aLWND
