0	Index      	 *	Score 	Summary	Detail	
1	16323 13145	 * 	214.66	DCR|4VULN|1AART|1ASPD|1DUR	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8DUR|aASPD
170	33536 21243	   	189.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	179VULN|2AAC|3RPLT|4DUR|5ASPD|6RCR|8AME|aDMG
171	33536 21533	   	189.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	178VULN|2AAC|3RPLT|4DUR|5ASPD|6RCR|9DMG|aLWND
172	33522 21642	   	189.96	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	179VULN|2AAC|3RPLT|4DMG|5LWND|6RCR|8ASPD|aDUR
173	31252 22112	   	189.94	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	136VULN|2DMSP|4SELL|56CGEN|6BPWR|7RCR|8DMG|9ASPD|aZMB
174	31255 22112	   	189.94	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	136VULN|2DMSP|4SELL|56MLV|6BPWR|7RCR|8DMG|9ASPD|aZMB
175	34614 14438	   	189.91	DCR|3VULN|1ASPD|1DMG|1CDMG	145VULN|2MBVNT|3ASPD|6FEWX|7LHND|8CDMG|9DMG|aRCR
176	34613 36113	 * 	189.87	DCR|3VULN|2ASPD|1DMG	148VULN|2MBVNT|37ASPD|5LWND|6RPLT|9RCR|aDMG
177	16323 13113	   	189.84	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2AART|356VULN|46LIT|6BPWR|7RCR|8DUR|9RCVC|aZMB
178	34633 34464	 * 	189.81	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	15VULN|2MBVNT|3ASPD|4LIT|6DUR|7DMG|8MDPS|9RCR|aAART
179	34614 34434	   	189.81	DCR|3VULN|1ASPD|1DMG|1CDMG	145VULN|2MBVNT|3ASPD|6DUST|7LHND|8CDMG|9DMG|aRCR
180	34614 38434	   	189.81	DCR|3VULN|1ASPD|1DMG|1CDMG	145VULN|2MBVNT|3ASPD|6DUST|7LWND|8CDMG|9DMG|aRCR
181	34614 63144	   	189.81	DCR|3VULN|1ASPD|1DMG|1CDMG	145VULN|2MBVNT|3ASPD|6DMG|7CDMG|8DUST|9LWND|aRCR
182	31324 31541	   	189.76	DCR|2VULN|2DMG|1ASPD|1CDMG	14VULN|23DMSP|56DMG|7AME|8ASPD|9CDMG|aRCR
183	31324 33341	   	189.76	DCR|2VULN|2DMG|1ASPD|1CDMG	14VULN|23DMSP|56DMG|7ASPD|8CGEN|9CDMG|aRCR
184	31253 22112	   	189.74	DCR|3VULN|1ASPD|1DMG|1ZMB|1SELL	136VULN|2DMSP|4SELL|56ERES|6BPWR|7RCR|8DMG|9ASPD|aZMB
185	16323 43113	   	189.74	DCR|3VULN|1AART|1ZMB|1DUR	1RMIN|2AART|356VULN|4LIT|7RCR|8DUR|9RCVC|aZMB
186	51623 13521	   	189.69	DCR|4VULN|1AART|1ZMB	1aCGEN|2568VULN|3AART|46LIT|6BPWR|7RCR|9ZMB
187	51623 13522	   	189.69	DCR|4VULN|1AART|1ZMB	1CGEN|2568VULN|3AART|46LIT|6BPWR|7RCR|9ZMB|aFEWX
188	51623 13533	   	189.69	DCR|4VULN|1AART|1ZMB	1CGEN|2568VULN|3AART|46LIT|6BPWR|7RCR|9BEXP|aZMB
189	16323 13411	   	189.63	DCR|4VULN|1AART|1AAC	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8VENFST|aAAC
190	34141 34743	   	189.60	DCR|5VULN|1ASPD	1468aVULN|2MBVNT|3DMSP|5DUST|7RCR|9ASPD
191	34147 44743	   	189.60	DCR|5VULN|1ASPD	1458aVULN|2MBVNT|3DMSP|6DUST|7RCR|9ASPD
192	16323 13515	   	189.53	DCR|4VULN|1AART|1AAC	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9TLV|aAAC
193	16323 43411	   	189.53	DCR|4VULN|1AART|1AAC	1RMIN|2AART|3569VULN|4LIT|7RCR|8VENFST|aAAC
194	33522 21143	   	189.51	DCR|3VULN|2DMG|1AAC|1ZMB	179VULN|2AAC|3RPLT|4aDMG|5LWND|6RCR|8ZMB
195	22532 22145	   	189.43	DCR|3VULN|2ASPD|1CDMG	1FEWX|267VULN|38ASPD|45RCVC|9CDMG|aRCR
196	32633 31543	   	189.40	DCR|3VULN|1ASPD|1DMG|1AAC|1DUR	169VULN|2BEXP|3DUR|4DMG|5MLV|7ASPD|8RCR|aAAC
197	34143 34642	   	189.39	DCR|3VULN|1ASPD|1CDMG|2DUR	146VULN|2MBVNT|3DMSP|58DUR|7RCR|9ASPD|aCDMG
198	34614 31611	 * 	189.38	DCR|3VULN|1MDPS|2ASPD|1DUR	145VULN|2MBVNT|39ASPD|6DUST|7DUR|8RCR|aMDPS
199	31224 23221	   	189.36	DCR|4VULN|1ASPD|1DMG|1SELL	1346VULN|2DMSP|5DMG|7ASPD|8SELL|9CGEN|aRCR
200	31422 24331	 * 	189.33	DCR|4VULN|2DMG	158aVULN|2DMSP|378AME|4BELT|68DMG|8BPWR|9RCR
201	34736 31112	   	189.28	DCR|3VULN|1AART|1DMG|1DUR	158VULN|2MBVNT|3DUR|4DMG|6RPLT|7RCVC|9RCR|aAART
202	16323 16315	   	189.26	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|356VULN|46LIT|6BPWR|7BEXP|8RCR|9RCVC|aASPD
203	31224 23261	   	189.26	DCR|4VULN|1DMG|1ASPD|1SELL	1346VULN|2DMSP|5DMG|7ASPD|8SELL|9ERES|aRCR
204	16322 52225	   	189.17	DCR|2VULN|2AART|1CDMG|1ZMB	1RMIN|29AART|38VULN|4LIT|5LHND|6ZMB|7CDMG|aRCR
205	16323 11315	   	189.16	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|356VULN|46LIT|6BPWR|7DUST|8RCR|9RCVC|aASPD
206	34783 14322	   	189.09	DCR|4VULN|1ASPD|2DUR	148aVULN|2MBVNT|34DUR|4BPWR|5LWND|6BEXP|7RCR|9ASPD
207	34783 44322	   	189.09	DCR|4VULN|1ASPD|2DUR	148aVULN|2MBVNT|34DUR|4BPWR|5LWND|6FEWX|7RCR|9ASPD
208	16323 41315	   	189.06	DCR|3VULN|1AART|1ASPD	1RMIN|2AART|356VULN|4LIT|7DUST|8RCR|9RCVC|aASPD
209	34143 34643	   	188.99	DCR|4VULN|1ASPD|2DUR	146aVULN|2MBVNT|3DMSP|58DUR|7RCR|9ASPD
210	34783 34322	   	188.99	DCR|4VULN|1ASPD|2DUR	148aVULN|2MBVNT|34DUR|4BPWR|5LWND|6DUST|7RCR|9ASPD
211	51521 41113	   	188.93	DCR|3VULN|3DMG|1AAC	1CGEN|258VULN|3RPLT|45aDMG|5BPWR|6FEWX|7AAC|9RCR
212	34644 31642	   	188.75	DCR|3VULN|1ASPD|1DMG|1DUR	15aVULN|2MBVNT|3ASPD|4RCVC|6DUST|7DUR|8RCR|9DMG
213	16232 12344	   	188.73	DCR|3VULN|2AART|1DUR	1RMIN|23AART|4RPLT|567VULN|7BPWR|8DUR|9LIT|aRCR
214	31224 32245	   	188.71	DCR|3VULN|2DMG|1CDMG	134VULN|2DMSP|56DMG|7LHND|8RCVC|9CDMG|aRCR
215	16333 23412	 * 	188.70	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1RMIN|2AART|369VULN|4RPLT|5RCR|7DMG|8ZMB|aCDMG
216	51623 13115	   	188.64	DCR|3VULN|2AART|1DUR	1CGEN|256VULN|3aAART|46LIT|6BPWR|7RCR|8DUR|9RCVC
217	16132 63484	   	188.54	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2AART|3MBVNT|4aVULN|5ASPD|6BEXP|7LWND|8DMG|9RCR
218	33536 21433	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	17VULN|2AAC|3RPLT|4DUR|5ASPD|6RCR|8DMG|9MLV|aCDMG
219	33522 21611	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	17VULN|2AAC|3RPLT|4DMG|5LWND|6RCR|8ASPD|9DUR|aCDMG
220	34612 31642	   	188.32	DCR|3VULN|1ASPD|1DMG|1DUR	14aVULN|2MBVNT|3ASPD|5RCVC|6DUST|7DUR|8RCR|9DMG
221	16323 22321	 * 	188.31	DCR|3VULN|1MDPS|1AART|1DMG	1RMIN|2AART|357VULN|4LIT|6MDPS|8RCR|9LWND|aDMG
222	16323 22326	 * 	188.31	DCR|3VULN|1MDPS|1AART|1ASPD	1RMIN|2AART|357VULN|4LIT|6MDPS|8RCR|9LWND|aASPD
223	16323 22361	   	188.31	DCR|3VULN|1MDPS|1AART|1DMG	1RMIN|2AART|357VULN|4LIT|6MDPS|8RCR|9LHND|aDMG
224	16323 22366	   	188.31	DCR|3VULN|1MDPS|1AART|1ASPD	1RMIN|2AART|357VULN|4LIT|6MDPS|8RCR|9LHND|aASPD
225	22512 22363	   	188.25	DCR|4VULN|1ASPD|1CDMG	1FEWX|2467VULN|3ASPD|5RCVC|8RPLT|9CDMG|aRCR
226	22513 36522	   	188.16	DCR|3VULN|2ASPD|1CDMG	1FEWX|24aVULN|39ASPD|5LWND|6RPLT|7CDMG|8RCR
227	34633 41423	   	188.13	DCR|3VULN|1ASPD|1DMG|1DUR	15aVULN|2MBVNT|3ASPD|4LIT|6RMIN|7DMG|8DUR|9RCR
228	31252 22134	   	187.92	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	136VULN|2DMSP|4SELL|56CGEN|6BPWR|7RCR|8DMG|9DUR|aASPD
229	31255 22134	   	187.92	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	136VULN|2DMSP|4SELL|56MLV|6BPWR|7RCR|8DMG|9DUR|aASPD
230	32533 13231	   	187.88	DCR|4VULN|2ASPD|1SELL	1567VULN|2BEXP|37ASPD|47LIT|7BPWR|8RMIN|9SELL|aRCR
231	34713 14364	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	148VULN|2MBVNT|3DUR|5LWND|6BEXP|7RCR|9AART|aCDMG
232	34713 44364	   	187.86	DCR|3VULN|1AART|1CDMG|1DUR	148VULN|2MBVNT|3DUR|5LWND|6FEWX|7RCR|9AART|aCDMG
233	16132 33224	   	187.84	DCR|2VULN|2ASPD|1AART	1RMIN|2AART|3MBVNT|49VULN|59ASPD|6MLV|7SPLREG|89AME|9BPWR|aRCR
234	16132 33424	   	187.84	DCR|2VULN|2ASPD|1AART	1RMIN|2AART|3MBVNT|49VULN|59ASPD|6MLV|7SPLREG|89CGEN|9BPWR|aRCR
235	31213 23631	 * 	187.80	DCR|3VULN|2CDMG|1DMG|1ZMB	137VULN|2DMSP|46AME|56CDMG|6BPWR|8ZMB|9DMG|aRCR
236	31461 23631	   	187.80	DCR|3VULN|2CDMG|1DMG|1ZMB	157VULN|2DMSP|36AME|46CDMG|6BPWR|8ZMB|9DMG|aRCR
237	34713 34364	   	187.76	DCR|3VULN|1AART|1CDMG|1DUR	148VULN|2MBVNT|3DUR|5LWND|6DUST|7RCR|9AART|aCDMG
238	34614 34633	   	187.76	DCR|4VULN|2ASPD	145aVULN|2MBVNT|3aASPD|6DUST|7LHND|8RCR|9aCGEN|aBPWR
239	16132 53224	   	187.74	DCR|2VULN|2ASPD|1AART	1RMIN|2AART|3MBVNT|49VULN|59ASPD|6ERES|7SPLREG|89AME|9BPWR|aRCR
240	16132 53424	   	187.74	DCR|2VULN|2ASPD|1AART	1RMIN|2AART|3MBVNT|49VULN|59ASPD|6ERES|7SPLREG|89CGEN|9BPWR|aRCR
241	16132 53524	   	187.74	DCR|2VULN|2ASPD|1AART	1RMIN|2AART|3MBVNT|49VULN|59ASPD|6ERES|7SPLREG|89MLV|9BPWR|aRCR
242	31253 22134	   	187.72	DCR|3VULN|1ASPD|1DMG|1DUR|1SELL	136VULN|2DMSP|4SELL|56ERES|6BPWR|7RCR|8DMG|9DUR|aASPD
243	51521 36121	   	187.71	DCR|3VULN|2DMG|1ZMB	1aCGEN|258VULN|3RPLT|45DMG|5BPWR|6MLV|7RCR|9ZMB
244	51521 36122	   	187.71	DCR|3VULN|2DMG|1ZMB	1CGEN|258VULN|3RPLT|45DMG|5BPWR|6MLV|7RCR|9ZMB|aBEXP
245	31213 53631	   	187.70	DCR|3VULN|2CDMG|1DMG|1ZMB	137VULN|2DMSP|4AME|56CDMG|8ZMB|9DMG|aRCR
246	51623 13141	   	187.66	DCR|4VULN|1AART|1DUR	1CGEN|2569VULN|3AART|46LIT|6BPWR|7RCR|8DUR|aFEWX
247	32533 11345	   	187.66	DCR|4VULN|2ASPD	1569VULN|2BEXP|3aASPD|4LIT|7DLOT|8RCR
248	16136 63244	   	187.65	DCR|2VULN|1AART|1ASPD|1ZMB	1RMIN|2AART|3MBVNT|46VULN|5SPLREG|7CANARM|8RCR|9ZMB|aASPD
249	34142 74145	   	187.63	DCR|2VULN|1AART|1ASPD|1DMG	14VULN|2MBVNT|3DMSP|5BEXP|6RCVC|7RCR|8DMG|9ASPD|aAART
250	31253 24631	   	187.63	DCR|3VULN|2ASPD|1DMG|1SELL	136VULN|2DMSP|4SELL|56ERES|6BPWR|78ASPD|9DMG|aRCR
251	51521 36123	   	187.61	DCR|3VULN|2DMG|1ZMB|1MSE	1CGEN|258VULN|3RPLT|45DMG|5BPWR|6MLV|7RCR|9ZMB|aMSE
252	31263 23631	   	187.60	DCR|3VULN|2CDMG|1DMG|1ZMB	137VULN|2DMSP|46TLV|56CDMG|6BPWR|8ZMB|9DMG|aRCR
253	31263 53631	   	187.60	DCR|3VULN|2CDMG|1DMG|1ZMB	137VULN|2DMSP|4TLV|56CDMG|8ZMB|9DMG|aRCR
254	51623 11343	   	187.59	DCR|4VULN|1AART|1ZMB	1CGEN|2569VULN|3AART|46LIT|6BPWR|7DUST|8RCR|aZMB
255	33623 16343	   	187.59	DCR|4VULN|1AART|1AAC|1ZMB	1569VULN|2AAC|3AART|46LIT|6BPWR|7BEXP|8RCR|aZMB
256	51623 13142	   	187.56	DCR|4VULN|1AART|1DUR|1MSE	1CGEN|2569VULN|3AART|46LIT|6BPWR|7RCR|8DUR|aMSE
257	34142 34155	   	187.54	DCR|3VULN|1AART|1DMG	146VULN|2MBVNT|3DMSP|5BEXP|7RCR|8DMG|9RMIN|aAART
258	34147 24124	   	187.54	DCR|3VULN|1AART|1DMG	145VULN|2MBVNT|3DMSP|6LHND|7RCR|8DMG|9RMIN|aAART
259	31224 31345	   	187.53	DCR|3VULN|2DMG|1CDMG	134VULN|2DMSP|56DMG|7AME|8CGEN|9CDMG|aRCR
260	51521 26133	   	187.53	DCR|3VULN|2DMG|1CDMG	1CGEN|259VULN|3RPLT|45DMG|5BPWR|6CDMG|7BEXP|8LEGI|aRCR
261	34731 21418	   	187.52	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1aVULN|2MBVNT|35DUR|4DMG|6ERES|7ASPD|8CDMG|9RCR
262	34736 21412	   	187.52	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	15VULN|2MBVNT|3aDUR|4DMG|6ERES|7ASPD|8CDMG|9RCR
263	33623 11343	   	187.49	DCR|4VULN|1AART|1AAC|1ZMB	1569VULN|2AAC|3AART|46LIT|6BPWR|7DUST|8RCR|aZMB
264	34142 34614	   	187.46	DCR|4VULN|1AART|1DUR	1469VULN|2MBVNT|3DMSP|5BEXP|7RCR|8DUR|aAART
265	34142 34664	   	187.46	DCR|4VULN|1AART|1DUR	146aVULN|2MBVNT|3DMSP|5BEXP|7RCR|8DUR|9AART
266	34143 34814	   	187.46	DCR|4VULN|1AART|1DUR	1469VULN|2MBVNT|3DMSP|5DUR|7RCR|8LHND|aAART
267	34147 24614	   	187.46	DCR|4VULN|1AART|1DUR	1459VULN|2MBVNT|3DMSP|6LHND|7RCR|8DUR|aAART
268	34141 34125	   	187.44	DCR|3VULN|1AART|1DMG	146VULN|2MBVNT|3DMSP|5DUST|7RCR|8DMG|9RMIN|aAART
269	34147 44125	   	187.44	DCR|3VULN|1AART|1DMG	145VULN|2MBVNT|3DMSP|6DUST|7RCR|8DMG|9RMIN|aAART
270	34414 34124	   	187.44	DCR|3VULN|1AART|1DMG	146VULN|2MBVNT|3AME|5TLV|7RCR|8DMG|9RMIN|aAART
271	34517 34124	   	187.44	DCR|3VULN|1AART|1DMG	146VULN|2MBVNT|3TLV|5AME|7RCR|8DMG|9RMIN|aAART
272	33623 41343	   	187.39	DCR|4VULN|1AART|1AAC|1ZMB	1569VULN|2AAC|3AART|4LIT|7DUST|8RCR|aZMB
273	34143 34338	   	187.36	DCR|4VULN|1AART|1DUR	1469VULN|2MBVNT|3DMSP|5DUR|7RCR|8ERES|aAART
274	34143 34514	   	187.36	DCR|4VULN|1AART|1DUR	1469VULN|2MBVNT|3DMSP|5DUR|7RCR|8DUST|aAART
275	34143 34564	   	187.36	DCR|4VULN|1AART|1DUR	146aVULN|2MBVNT|3DMSP|5DUR|7RCR|8DUST|9AART
276	34414 34614	   	187.36	DCR|4VULN|1AART|1DUR	1469VULN|2MBVNT|3AME|5TLV|7RCR|8DUR|aAART
277	33522 21423	   	187.34	DCR|3DMG|2VULN|1AAC|1ZMB	17VULN|2AAC|3RPLT|48aDMG|5LWND|6RCR|9ZMB
278	22535 12363	   	187.15	DCR|3VULN|2ASPD|1CDMG	16FEWX|257VULN|35ASPD|4RCVC|5BPWR|8RPLT|9CDMG|aRCR
279	16323 62225	   	187.15	DCR|2VULN|2AART|1CDMG|1DUR	1RMIN|29AART|35VULN|4LIT|6DUR|7CDMG|8AME|aRCR
280	16323 62125	   	187.05	DCR|2VULN|2AART|1CDMG|1DUR	1RMIN|29AART|35VULN|4LIT|6DUR|7CDMG|8TLV|aRCR
281	31224 12245	   	186.97	DCR|4VULN|1DMG|1CDMG	1347VULN|2DMSP|5DMG|6FEWX|8RCVC|9CDMG|aRCR
282	31224 22245	   	186.97	DCR|4VULN|1DMG|1CDMG	1346VULN|2DMSP|5DMG|7LHND|8RCVC|9CDMG|aRCR
283	33522 21443	 * 	186.96	DCR|2VULN|2DMG|1MDPS|1CDMG|1AAC	17VULN|2AAC|3RPLT|48DMG|5LWND|6RCR|9CDMG|aMDPS
284	22314 32453	   	186.93	DCR|3VULN|2DMG|2DUR	157FEWX|24aVULN|3TLV|6aDMG|8aDUR|9RCR|aBPWR
285	22325 32453	   	186.93	DCR|3VULN|2DMG|2DUR	147FEWX|25aVULN|35TLV|5aBPWR|6aDMG|8aDUR|9RCR
286	32512 23321	   	186.82	DCR|3VULN|2ASPD|1CDMG	147VULN|2BEXP|37ASPD|5RCVC|67LIT|7BPWR|8CGEN|9CDMG|aRCR
287	16136 42344	 * 	186.70	DCR|2AART|2DMG|1VULN	1RMIN|26AART|3MBVNT|4VULN|5SPLREG|7FEWX|89DMG|aRCR
288	16136 47344	   	186.70	DCR|2AART|2DMG|1VULN	1RMIN|26AART|3MBVNT|4VULN|5SPLREG|7BEXP|89DMG|aRCR
289	34812 27142	 * 	186.66	ACR|3VULN|3DMG|1ASPD|1SELL	19aVULN|2MBVNT|3SELL|4RCR|59aLWND|6MSLREG|7ASPD|89aDMG|9aBPWR
290	16223 21344	   	186.65	DCR|2VULN|2AART|1DMG	1RMIN|23AART|4LWND|5AME|6DMG|7LIT|8RCR|9aVULN
291	45222 62123	   	186.65	DCR|2VULN|1MDPS|1AART|1DMG|2DUR	17BEXP|27DUR|3FEWX|4DUST|57VULN|6AART|7BPWR|8RCR|9DMG|aMDPS
292	16323 13552	   	186.62	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9FEWX|aRCVC
293	22512 12145	   	186.62	DCR|3VULN|2ASPD|1CDMG	16FEWX|247VULN|38ASPD|5RCVC|9CDMG|aRCR
294	22142 22145	   	186.62	DCR|3VULN|2ASPD|1CDMG	1FEWX|267VULN|3DMSP|48ASPD|5RCVC|9CDMG|aRCR
295	22242 22145	   	186.62	DCR|3VULN|2ASPD|1CDMG	13FEWX|267VULN|48ASPD|5RCVC|9CDMG|aRCR
296	22522 22145	   	186.62	DCR|3VULN|2ASPD|1CDMG	14FEWX|267VULN|38ASPD|5RCVC|9CDMG|aRCR
297	16323 13436	   	186.60	DCR|3VULN|1AART|1CDMG	1RMIN|2AART|356VULN|46LIT|6BPWR|7RCR|8VENFST|9DUST|aCDMG
298	16221 21344	   	186.55	DCR|2VULN|2AART|1DMG	1RMIN|23AART|4LWND|5ERES|6DMG|7LIT|8RCR|9aVULN
299	16253 21341	   	186.55	DCR|2VULN|2AART|1DMG	1RMIN|23AART|4ERES|59VULN|6DMG|7LIT|8RCR|aFEWX
300	16323 13624	   	186.52	DCR|3VULN|2AART	1RMIN|2aAART|356VULN|46LIT|6BPWR|7RCR|8BELT|9FEWX
301	16132 14831	   	186.52	1SPLARM|2VULN|2DMG|1AART|2CDMG|1ASPD	1RMIN|2AART|3MBVNT|48VULN|5ASPD|68CDMG|78DMG|8BPWR|9SPLARM|aLWND
302	16132 14833	   	186.52	1SPLARM|2VULN|2DMG|1AART|2CDMG|1ASPD	1RMIN|2AART|3MBVNT|48VULN|5ASPD|68CDMG|78DMG|8BPWR|9SPLARM|aLHND
303	16132 14834	   	186.52	1SPLARM|2VULN|2DMG|1AART|2CDMG|1ASPD	1RMIN|2AART|3MBVNT|48VULN|5ASPD|68CDMG|78DMG|8BPWR|9SPLARM|aAME
304	16132 14835	   	186.52	1SPLARM|2VULN|2DMG|1AART|2CDMG|1ASPD	1RMIN|2AART|3MBVNT|48VULN|5ASPD|68CDMG|78DMG|8BPWR|9SPLARM|aCGEN
305	16132 14836	   	186.52	1SPLARM|2VULN|2DMG|1AART|2CDMG|1ASPD	1RMIN|2AART|3MBVNT|48VULN|5ASPD|68CDMG|78DMG|8BPWR|9SPLARM|aMLV
306	16132 14837	   	186.52	1SPLARM|2VULN|2DMG|1AART|2CDMG|1ASPD	1RMIN|2AART|3MBVNT|48VULN|5ASPD|68CDMG|78DMG|8BPWR|9SPLARM|aLIT
307	16132 14838	   	186.52	1SPLARM|2VULN|2DMG|1AART|2CDMG|1ASPD	1RMIN|2AART|3MBVNT|48VULN|5ASPD|68CDMG|78DMG|8BPWR|9SPLARM|aBEXP
308	34811 37142	 * 	186.46	ACR|3VULN|3DMG|1ASPD|1SELL	19aVULN|2MBVNT|3SELL|4RCR|59aTSLARM|6LWND|7ASPD|89aDMG|9aBPWR
309	16253 21342	   	186.45	DCR|2VULN|2AART|1DMG|1MSE	1RMIN|23AART|4ERES|59VULN|6DMG|7LIT|8RCR|aMSE
310	34736 21411	   	186.44	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	15VULN|2MBVNT|3DUR|4DMG|6ERES|7ASPD|8CDMG|9RCR|aRMIN
311	12632 12355	 * 	186.43	DCR|3VULN|2DMG|1MDPS|1DUR	1RMIN|2MDPS|358VULN|49DMG|6FEWX|7DUR|aRCR
312	16323 13425	   	186.42	DCR|3VULN|2AART	1RMIN|2aAART|356VULN|46LIT|6BPWR|7RCR|8VENFST|9ERES
313	12522 23353	   	186.35	DCR|2VULN|2DMG|1MDPS|1ASPD|1AAC	1RMIN|2MDPS|3aBEXP|4AAC|5aVULN|6ERES|7RCR|8ASPD|9aDMG|aBPWR
314	12626 23353	   	186.35	DCR|2VULN|2DMG|1MDPS|1ASPD|1AAC	1RMIN|2MDPS|3aVULN|4AAC|5aBEXP|6ERES|7RCR|8ASPD|9aDMG|aBPWR
315	16323 13412	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8VENFST|aAME
316	16323 13414	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|46aLIT|6BPWR|7RCR|8VENFST
317	16323 13531	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9BEXP|aFEWX
318	16323 13534	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9BEXP|aAELBLL
319	16323 13541	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9LHND|aFEWX
320	16323 13551	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9aFEWX
321	16323 13612	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8BELT|aFEWX
322	16323 13613	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8BELT|aBEXP
323	16323 13615	   	186.29	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8BELT|aLHND
324	16133 35334	   	186.27	DCR|2VULN|2DMG|1AART	1RMIN|2AART|3MBVNT|4aVULN|5LIT|6RPLT|7aDMG|8aBEXP|9RCR|aBPWR
325	16323 13415	   	186.19	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8VENFST|aMSE
326	16323 13433	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|356aVULN|46LIT|6BPWR|7RCR|8VENFST|9DUST
327	16323 13511	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9TLV|aCGEN
328	16323 13512	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9TLV|aMLV
329	16323 13513	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9TLV|aLHND
330	16323 13532	   	186.19	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9BEXP|aMSE
331	16323 13536	   	186.19	DCR|4VULN|1AART|1SELL	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9BEXP|aSELL
332	16323 13542	   	186.19	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9LHND|aMSE
333	16323 13553	   	186.19	DCR|4VULN|1AART|1SELL	1RMIN|2AART|3568VULN|46LIT|6BPWR|7RCR|9FEWX|aSELL
334	16323 13611	   	186.19	DCR|4VULN|1AART|1MSE	1RMIN|2AART|3569VULN|46LIT|6BPWR|7RCR|8BELT|aMSE
335	16323 43412	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|4LIT|7RCR|8VENFST|aAME
336	16323 43531	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|3568VULN|4LIT|7RCR|9BEXP|aFEWX
337	16323 43612	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|4LIT|7RCR|8BELT|aFEWX
338	16323 43613	   	186.19	DCR|4VULN|1AART	1RMIN|2AART|3569VULN|4LIT|7RCR|8BELT|aBEXP
339	34142 34174	   	186.18	DCR|3VULN|1DMG|1CDMG|1ZMB	146VULN|2MBVNT|3DMSP|5BEXP|7RCR|8DMG|9ZMB|aCDMG
340	31252 22126	   	186.13	DCR|3VULN|1DMG|1CDMG|1ZMB|1SELL	136VULN|2DMSP|4SELL|56CGEN|6BPWR|7RCR|8DMG|9CDMG|aZMB
341	34614 15443	   	186.13	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2MBVNT|3ASPD|6FEWX|7DMG|8DUR|9RMIN|aRCR
342	34614 62443	   	186.13	DCR|3VULN|1ASPD|1DMG|1DUR	145VULN|2MBVNT|3ASPD|6DMG|7FEWX|8DUR|9RMIN|aRCR
