0	Index      	 *	Score 	Summary	Detail	
1	23222 34522	 * 	225.70	DCR|4VULN|2AART|1ASPD|1DUR	179aVULN|2DUR|38AART|4LHND|5ASPD|6RCR
164	21335 22261	   	199.02	DCR|3VULN|1AART|1ASPD|2ZMB	158VULN|2LHND|3TSLFST|45ZMB|5BPWR|6RCR|7ASPD|9AART|aLIT
165	21335 22262	   	199.02	DCR|3VULN|1AART|1ASPD|2ZMB	158VULN|2LHND|3TSLFST|45ZMB|5BPWR|6RCR|7ASPD|9AART|aDMSP
166	21335 22266	   	199.02	DCR|3VULN|1AART|1ASPD|2ZMB	158VULN|2aLHND|3TSLFST|45ZMB|5BPWR|6RCR|7ASPD|9AART
167	23222 35136	   	199.02	DCR|3VULN|1AART|1ASPD|2DUR	19aVULN|27DUR|3AART|4LHND|5ASPD|6RCR|8CGEN
168	21335 22263	   	198.92	DCR|3VULN|1AART|1ASPD|2ZMB|1MSE	158VULN|2LHND|3TSLFST|45ZMB|5BPWR|6RCR|7ASPD|9AART|aMSE
169	23213 33221	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	159VULN|2aDUR|3AART|4AAC|6RCR|7ASPD|8RMIN
170	23213 33536	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	15aVULN|29DUR|3AART|4AAC|6RCR|7ASPD|8BEXP
171	23213 33612	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	158VULN|2aDUR|3AART|4AAC|6RCR|7ASPD|9DMSP
172	23213 33651	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	158VULN|2aDUR|3AART|4AAC|6RCR|7ASPD|9MLV
173	23213 34424	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	15aVULN|28DUR|3AART|4AAC|6RCR|7RPLT|9ASPD
174	23215 33436	   	198.92	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	18aVULN|29DUR|3AART|4AAC|5BEXP|6RCR|7ASPD
175	62215 53121	   	198.92	DCR|2VULN|2ASPD|1AART|2DUR	1RPLT|29DUR|3RCVC|49ASPD|5FEWX|6RCR|7LHND|89VULN|9BPWR|aAART
176	23222 32521	   	198.87	DCR|2VULN|2AART|1ASPD|2DUR	19VULN|2aDUR|38AART|4LHND|5ASPD|6RCR|7RCVC
177	23213 33641	   	198.82	DCR|3VULN|1AART|1ASPD|2DUR|1AAC	158VULN|2aDUR|3AART|4AAC|6RCR|7ASPD|9ERES
178	54311 33251	 * 	198.33	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|39VULN|4CDMG|5AART|6MDPS|7LEGI|8RCR|aDMG
179	23611 33251	   	198.33	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1ZMB|1DUR	19VULN|2DUR|3ZMB|4CDMG|5AART|6MDPS|7LEGI|8RCR|aDMG
180	23213 41366	   	198.14	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	15VULN|2DUR|3AART|4AAC|6ERES|7DMG|8ASPD|9ZMB|aRCR
181	25222 33533	   	198.13	DCR|2VULN|2AART|2ASPD	1aVULN|2FEWX|38AART|47aLHND|5aASPD|6RCR|9BELT|aBPWR
182	23231 23342	   	198.11	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	1VULN|2DUR|35AART|4CDMG|6RPLT|7aASPD|8RCR|9AME
183	23231 23352	   	198.11	DCR|2AART|2ASPD|1VULN|1CDMG|1DUR	1VULN|2DUR|35AART|4CDMG|6RPLT|7aASPD|8RCR|9RMIN
184	25222 36132	   	197.93	DCR|2VULN|2AART|2ASPD	19VULN|2FEWX|37AART|4LHND|5aASPD|6RCR|8CGEN
185	23311 23512	 * 	197.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	18VULN|2DUR|3AME|4aCDMG|5AART|6ASPD|7RCR|9LIT
186	24411 23512	   	197.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	18VULN|2RMIN|3DUR|4aCDMG|5AART|6ASPD|7RCR|9LIT
187	23232 23512	   	197.62	DCR|2VULN|1AART|2CDMG|1ASPD|1DUR	18VULN|2DUR|3AART|4aCDMG|5AME|6ASPD|7RCR|9LIT
188	21655 22122	   	197.56	DCR|2SPLARM|2VULN|1ASPD|1DMG|2ZMB	15VULN|2LHND|39ZMB|45SPLARM|5BPWR|6RCR|7ASPD|8RPLT|aDMG
189	14355 23211	   	197.49	DCR|2SPLARM|2VULN|2DMG|1ASPD|1AAC	1LHND|2RMIN|35VULN|45SPLARM|5BPWR|6AAC|79DMG|8RCR|aASPD
190	51331 61161	   	197.37	DCR|3DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2ASPD|3LHND|468DMG|5VULN|7BEXP|9RCR|aCDMG
191	24112 23436	 * 	197.34	DCR|3VULN|2DMG|1AART|1SELL	168VULN|2RMIN|38LIT|4SELL|5AART|78DMG|8BPWR|9RCR|aRCVC
192	23222 33521	   	197.26	DCR|2VULN|2AART|1ASPD|2DUR	19VULN|2aDUR|38AART|47LHND|5ASPD|6RCR
193	23222 35523	   	197.26	DCR|2VULN|2AART|1ASPD|2DUR	19VULN|27DUR|38AART|4LHND|5ASPD|6RCR|aFEWX
194	23222 35525	   	197.26	DCR|2VULN|2AART|1ASPD|2DUR	19VULN|27DUR|38AART|4aLHND|5ASPD|6RCR
195	23222 35526	   	197.26	DCR|2VULN|2AART|1ASPD|2DUR	19VULN|27DUR|38AART|4LHND|5ASPD|6RCR|aLWND
196	23222 36521	   	197.26	DCR|2VULN|2AART|1ASPD|2DUR	19VULN|2aDUR|38AART|4LHND|5ASPD|6RCR|7DMSP
197	23213 33414	   	197.18	DCR|3AART|2VULN|1ASPD|1AAC|1DUR	15VULN|2DUR|38aAART|4AAC|6RCR|7ASPD|9DMSP
198	23213 33412	   	197.16	DCR|2VULN|2AART|1ASPD|2DUR|1AAC	15VULN|2aDUR|38AART|4AAC|6RCR|7ASPD|9DMSP
199	23213 33451	   	197.16	DCR|2VULN|2AART|1ASPD|2DUR|1AAC	15VULN|2aDUR|38AART|4AAC|6RCR|7ASPD|9MLV
200	23215 33236	   	197.16	DCR|2VULN|2AART|1ASPD|2DUR|1AAC	1aVULN|29DUR|38AART|4AAC|5BEXP|6RCR|7ASPD
201	23222 35524	   	197.16	DCR|2VULN|2AART|1ASPD|2DUR|1MSE	19VULN|27DUR|38AART|4LHND|5ASPD|6RCR|aMSE
202	23222 31662	   	197.12	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG|2DUR	1VULN|2aDUR|3AART|4LHND|5ASPD|6RCR|7BEXP|8DMG|9CDMG
203	23213 33465	   	197.08	DCR|3AART|2VULN|1ASPD|1AAC|1DUR	15VULN|2DUR|38aAART|4AAC|6RCR|7ASPD|9BASFIG
204	23213 33441	   	197.06	DCR|2VULN|2AART|1ASPD|2DUR|1AAC	15VULN|2aDUR|38AART|4AAC|6RCR|7ASPD|9ERES
205	24112 23431	 * 	197.01	DCR|3VULN|2DMG|1AART|1SELL	168VULN|2RMIN|38LIT|4SELL|5AART|78DMG|8BPWR|9RCR|aLHND
206	24112 23434	 * 	197.01	DCR|3VULN|2DMG|1AART|1SELL	168VULN|2RMIN|38LIT|4SELL|5AART|78DMG|8BPWR|9RCR|aRPLT
207	25222 36521	 * 	196.97	DCR|3AART|1VULN|1ASPD|1DMG|1DUR	1VULN|2FEWX|378AART|4LHND|5ASPD|6RCR|9DMG|aDUR
208	23311 23315	 * 	196.96	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2DUR|3AME|4CDMG|5AART|68aASPD|7RCR|9LIT
209	24411 23315	   	196.96	DCR|3ASPD|1AART|1VULN|1CDMG|1DUR	1VULN|2RMIN|3DUR|4CDMG|5AART|68aASPD|7RCR|9LIT
210	23232 23315	   	196.96	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2DUR|3AART|4CDMG|5AME|68aASPD|7RCR|9LIT
211	23222 35536	   	196.95	DCR|2AART|1VULN|1ASPD|1DMG|2DUR	1VULN|27DUR|38AART|4LHND|5ASPD|6RCR|9FEWX|aDMG
212	24112 23432	 * 	196.91	DCR|3VULN|2DMG|1AART|1SELL	168VULN|2RMIN|38LIT|4SELL|5AART|78DMG|8BPWR|9RCR|aERES
213	24112 23435	 * 	196.91	DCR|3VULN|2DMG|1AART|2SELL	168VULN|2RMIN|38LIT|4aSELL|5AART|78DMG|8BPWR|9RCR
214	22411 23315	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2ERES|3DUR|4CDMG|5AART|68aASPD|7RCR|9LIT
215	23411 23315	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2DUR|3ERES|4CDMG|5AART|68aASPD|7RCR|9LIT
216	34311 23315	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1ERES|2DUR|3VULN|4CDMG|5AART|68aASPD|7RCR|9LIT
217	36411 23315	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1ERES|2VULN|3DUR|4CDMG|5AART|68aASPD|7RCR|9LIT
218	23234 23315	   	196.86	DCR|3ASPD|1VULN|1AART|1CDMG|1DUR	1VULN|2DUR|3AART|4CDMG|5ERES|68aASPD|7RCR|9LIT
219	23213 33226	 * 	196.72	DCR|3VULN|2AAC|1AART|1ASPD|1DUR	159VULN|2DUR|3AART|4aAAC|6RCR|7ASPD|8RMIN
220	23213 33656	   	196.72	DCR|3VULN|2AAC|1AART|1ASPD|1DUR	158VULN|2DUR|3AART|4aAAC|6RCR|7ASPD|9MLV
221	23213 33625	   	196.62	DCR|3VULN|2AAC|1AART|1ASPD|1DUR	158VULN|2DUR|3AART|4aAAC|6RCR|7ASPD|9DUST
222	23213 33646	   	196.62	DCR|3VULN|2AAC|1AART|1ASPD|1DUR	158VULN|2DUR|3AART|4aAAC|6RCR|7ASPD|9ERES
223	23222 31663	 * 	196.51	DCR|1MDPS|1AART|1VULN|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUR|3AART|4LHND|5ASPD|6RCR|7BEXP|8DMG|9CDMG|aMDPS
224	23124 61335	 * 	196.31	DCR|2VULN|2DMG|1ASPD|3DUR	17VULN|267DUR|3BEXP|4LWND|57DMG|7BPWR|8RCR|9MLV|aASPD
225	23211 33222	   	196.14	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	19aVULN|2DUR|3AART|4AAC|5RCVC|6RCR|7ASPD|8RMIN
226	23211 33636	   	196.14	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	18aVULN|2DUR|3AART|4AAC|5RCVC|6RCR|7ASPD|9BEXP
227	23211 33652	   	196.14	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	18aVULN|2DUR|3AART|4AAC|5RCVC|6RCR|7ASPD|9MLV
228	25232 23324	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3AART|4CDMG|5AME|68ASPD|7RCR|9LHND
229	25232 23334	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3AART|4CDMG|5AME|68ASPD|7RCR|9BEXP
230	25232 23515	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	18VULN|2FEWX|3AART|4CDMG|5AME|6aASPD|7RCR|9LIT
231	25311 23324	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3AME|4CDMG|5AART|68ASPD|7RCR|9LHND
232	25311 23334	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3AME|4CDMG|5AART|68ASPD|7RCR|9BEXP
233	25311 23515	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	18VULN|2FEWX|3AME|4CDMG|5AART|6aASPD|7RCR|9LIT
234	24641 12332	   	196.11	DCR|2VULN|2ASPD|1AART|1CDMG	14VULN|2RMIN|3RPLT|5AART|6CGEN|7RCR|8aASPD|9CDMG
235	23211 33626	   	196.04	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	18aVULN|2DUR|3AART|4AAC|5RCVC|6RCR|7ASPD|9DUST
236	23211 33642	   	196.04	DCR|3VULN|1AART|1ASPD|1AAC|1DUR	18aVULN|2DUR|3AART|4AAC|5RCVC|6RCR|7ASPD|9ERES
237	25242 34221	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2FEWX|3AART|4DUR|5ASPD|6RCR|8RPLT|9BEXP|aDMG
238	23222 31652	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1aVULN|2DUR|3AART|49LHND|5ASPD|6RCR|7BEXP|8DMG
239	23222 34116	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2DUR|3AART|4LHND|5ASPD|6RCR|8CGEN|9LIT|aDMG
240	23222 34156	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2DUR|3AART|4LHND|5ASPD|6RCR|8CGEN|9RMIN|aDMG
241	23222 34221	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2DUR|3AART|4LHND|5ASPD|6RCR|8RPLT|9BEXP|aDMG
242	23222 34336	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17VULN|2DUR|3AART|4LHND|5ASPD|6RCR|89BEXP|aDMG
243	21413 23364	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2LHND|3ERES|4CDMG|5AART|68ASPD|7RCR|9BEXP
244	22641 12332	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	14VULN|2ERES|3RPLT|5AART|6CGEN|7RCR|8aASPD|9CDMG
245	25234 23324	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3AART|4CDMG|5ERES|68ASPD|7RCR|9LHND
246	25234 23334	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3AART|4CDMG|5ERES|68ASPD|7RCR|9BEXP
247	25411 23324	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3ERES|4CDMG|5AART|68ASPD|7RCR|9LHND
248	25411 23334	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2FEWX|3ERES|4CDMG|5AART|68ASPD|7RCR|9BEXP
249	33311 23324	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1ERES|2BEXP|3aVULN|4CDMG|5AART|68ASPD|7RCR|9LHND
250	33311 23334	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1ERES|2BEXP|3aVULN|4CDMG|5AART|68ASPD|7RCR|9FEWX
251	36641 12332	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1ERES|24VULN|3RPLT|5AART|6CGEN|7RCR|8aASPD|9CDMG
252	42311 23324	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1BEXP|2ERES|3aVULN|4CDMG|5AART|68ASPD|7RCR|9LHND
253	42311 23334	   	196.01	DCR|2VULN|2ASPD|1AART|1CDMG	1BEXP|2ERES|3aVULN|4CDMG|5AART|68ASPD|7RCR|9FEWX
254	21335 26333	   	196.00	DCR|3VULN|3ZMB|1ASPD|1DUR	157VULN|2LHND|3TSLFST|458ZMB|5BPWR|6RCR|9DUR|aASPD
255	25231 23322	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	1aVULN|2FEWX|35AART|4CDMG|6RPLT|7ASPD|8RCR|9LWND
256	25231 23345	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	1aVULN|2FEWX|35AART|4CDMG|6RPLT|7ASPD|8RCR|9AME
257	25231 23355	   	195.96	DCR|2VULN|2AART|1ASPD|1CDMG	1aVULN|2FEWX|35AART|4CDMG|6RPLT|7ASPD|8RCR|9RMIN
258	23213 33516	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	15VULN|2DUR|3AART|4AAC|6RCR|7ASPD|8BEXP|9LIT|aDMG
259	23215 33416	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	18VULN|2DUR|3AART|4AAC|5BEXP|6RCR|7ASPD|9LIT|aDMG
260	21413 23324	   	195.91	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2LHND|3ERES|4CDMG|5AART|68ASPD|7RCR|9LEGI
261	21413 23334	   	195.91	DCR|2VULN|2ASPD|1AART|1CDMG	1aVULN|2LHND|3ERES|4CDMG|5AART|68ASPD|7RCR|9DUST
262	22641 52332	   	195.91	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	14VULN|2ERES|3RPLT|5AART|6AAC|7RCR|8aASPD|9CDMG
263	22136 12351	 * 	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	19aVULN|2ERES|3LIT|4RPLT|5DMG|6ASPD|7RCR|8CDMG
264	36136 12351	   	195.91	DCR|3VULN|1ASPD|1DMG|1CDMG	1ERES|29aVULN|3LIT|4RPLT|5DMG|6ASPD|7RCR|8CDMG
265	24333 52353	 * 	195.84	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1DUR	13VULN|24RMIN|5DUR|6CDMG|7RCR|8DMG|9ASPD|aMDPS
266	52335 34132	   	195.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|2LWND|379VULN|4LHND|5AART|6RCR|8CGEN|aASPD
267	23611 52325	 * 	195.73	DCR|2ASPD|2AAC|1VULN|1AART|1CDMG|1ZMB|1DUR	1VULN|2DUR|3ZMB|4CDMG|5AART|6aAAC|7RCR|89ASPD
