0	Index      	 *	Score 	Summary	Detail	
1	32413 32516	 * 	209.34	DCR|4VULN|1MDPS|3CDMG|1DUR	17MSLFST|2357VULN|467CDMG|7BPWR|8DUR|9RCR|aMDPS
158	11632 63162	   	184.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	1LIT|2ZMB|3AME|47VULN|5aASPD|6RCR|8CDMG|9RMIN
159	22632 63162	   	184.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	1ZMB|2LIT|3AME|47VULN|5aASPD|6RCR|8CDMG|9RMIN
160	26341 31353	   	184.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2BELT|3ASPD|4DMG|5LIT|67VULN|8CDMG|9RCR|aLWND
161	26241 31352	   	184.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB	1ZMB|2BELT|3AAC|4DMG|5LIT|67VULN|8CDMG|9RCR|aASPD
162	26341 31351	   	184.41	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2BELT|3ASPD|4DMG|5LIT|67VULN|8CDMG|9RCR|aTLV
163	16125 32613	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LIT|2BEXP|3CDMG|4aVULN|5AAC|6DMG|7ASPD|8RCR|9DUR
164	16143 32613	   	184.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LIT|2BEXP|3CDMG|4AAC|5aVULN|6DMG|7ASPD|8RCR|9DUR
165	16161 12613	   	184.23	DCR|2VULN|2AART|1CDMG|1ZMB	1LIT|2BEXP|3CDMG|47AART|5aVULN|6ZMB|8CGEN|9RCR
166	26334 13212	   	184.09	DCR|2VULN|2ASPD|1AART|1ZMB	1ZMB|2BELT|36ASPD|4DUST|59VULN|7BEXP|8AART|aRCR
167	26322 31521	   	184.06	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1ZMB|2BELT|39ASPD|4AART|5LIT|6VULN|7CDMG|8RCR|aMLV
168	26322 31522	   	184.06	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1ZMB|2BELT|39ASPD|4AART|5LIT|6VULN|7CDMG|8RCR|aCGEN
169	26322 31523	   	184.06	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1ZMB|2BELT|39ASPD|4AART|5LIT|6VULN|7CDMG|8RCR|aBEXP
170	26322 31525	   	184.06	DCR|2ASPD|1AART|1VULN|1CDMG|1ZMB	1ZMB|2BELT|39ASPD|4AART|5aLIT|6VULN|7CDMG|8RCR
171	26322 31526	   	184.06	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1ZMB|2BELT|39ASPD|4AART|5LIT|6VULN|7CDMG|8RCR|aLWND
172	44113 23138	 * 	184.04	DCR|2VULN|2DMG|3CDMG|1AAC|1SELL	1AAC|2SELL|359CDMG|45DMG|59BPWR|69VULN|7MBVNT|89LWND|aRCR
173	26322 31524	   	183.96	DCR|2ASPD|1VULN|1AART|1CDMG|1ZMB	1ZMB|2BELT|39ASPD|4AART|5LIT|6VULN|7CDMG|8RCR|aBASFIG
174	32212 51661	   	183.86	DCR|3VULN|1ASPD|1DMG|1DUR	1MSLFST|267VULN|3ASPD|4ERES|5LIT|8DMG|9RCR|aDUR
175	16161 41122	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1LIT|2BEXP|3CDMG|4AART|5aVULN|6RCR|7ASPD|8TSLARM|9CGEN
176	16113 32643	   	183.71	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1LIT|2BEXP|3CDMG|4ZMB|5VULN|69DMG|7ASPD|8RCR|aFEWX
177	42632 62313	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1AAC|2CGEN|3LIT|4aVULN|5ASPD|6RCR|7AART|8TLV|9CDMG
178	32421 13624	 * 	183.65	DCR|4VULN|1DMG|1DUR	1MSLFST|2348VULN|5DUR|6MLV|7RCR|9DLOT|aDMG
179	13632 62233	   	183.61	DCR|2VULN|2AART|1ASPD|1AAC	1LIT|2AAC|3AME|49VULN|5ASPD|6RCR|7aAART|8RCVC
180	13632 62333	   	183.61	DCR|2VULN|2AART|1ASPD|1AAC	1LIT|2AAC|3AME|49VULN|5ASPD|6RCR|7aAART|8AELBLL
181	13632 62433	   	183.61	DCR|2VULN|2AART|1ASPD|1AAC	18LIT|2AAC|3AME|49VULN|5ASPD|6RCR|7aAART
182	42632 62233	   	183.61	DCR|2VULN|2AART|1ASPD|1AAC	1AAC|2CGEN|3LIT|49VULN|5ASPD|6RCR|7aAART|8RCVC
183	16113 32621	   	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1LIT|2BEXP|3CDMG|4ZMB|5VULN|6aDMG|7ASPD|8RCR|9DUST
184	16113 32642	   	183.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1LIT|2BEXP|3CDMG|4ZMB|5VULN|69DMG|7ASPD|8RCR|aLEGI
185	25221 34342	   	183.59	DCR|4VULN|1AART|1ZMB	1ZMB|2DMSP|3578VULN|4BEXP|6CGEN|9AART|aRCR
186	25116 26133	 * 	183.58	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2DMSP|3RCR|4CDMG|5DUST|6ASPD|7VULN|8aAART|9DMG
187	16161 43211	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LIT|2BEXP|3CDMG|4AART|5VULN|6RCR|7CGEN|8DMG|9MLV|aASPD
188	16161 43221	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LIT|2BEXP|3CDMG|4AART|5VULN|6RCR|7CGEN|8DMG|9FEWX|aASPD
189	16412 52131	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LIT|2BEXP|3DMG|4CGEN|5MLV|6RCR|7AART|8ASPD|9VULN|aCDMG
190	23243 33551	   	183.51	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2MDPS|3DUST|4ASPD|5VULN|6aDMG|7CDMG|8RCR|9CGEN
191	23346 33521	   	183.51	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2MDPS|3VULN|4ASPD|5BEXP|6aDMG|7CDMG|8RCR|9ERES
192	16161 41331	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LIT|2BEXP|3CDMG|4AART|5VULN|6RCR|7ASPD|8DUST|9DMSP|aDMG
193	23243 33521	   	183.41	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG|1ZMB	1ZMB|2MDPS|3DUST|4ASPD|5VULN|6aDMG|7CDMG|8RCR|9ERES
194	32246 13621	   	183.27	DCR|3VULN|1AART|1ASPD	1MSLFST|258VULN|3ASPD|4RMIN|6MLV|7RCR|9DLOT|aAART
195	25136 11214	   	183.19	ACR|2VULN|2DMG|2ASPD|2ZMB	1aZMB|2DMSP|3RCR|4aDMG|57ASPD|6FEWX|8RMIN|9aVULN|aBPWR
196	32216 13621	   	183.17	DCR|3VULN|1AART|1ASPD	1MSLFST|258VULN|3ASPD|4ERES|6MLV|7RCR|9DLOT|aAART
197	32226 13621	   	183.17	DCR|3VULN|1AART|1ASPD	1MSLFST|258VULN|3ASPD|4TLV|6MLV|7RCR|9DLOT|aAART
198	26343 53212	   	183.10	DCR|2DMG|2ASPD|1VULN|2ZMB	1aZMB|2BELT|3aASPD|45DMG|6VULN|7RMIN|8aSNIFST|9RCR|aBPWR
199	32216 63621	   	183.07	DCR|3VULN|1AART|1ASPD	1MSLFST|258VULN|3ASPD|4ERES|6TLV|7RCR|9DLOT|aAART
200	32413 35363	   	182.99	DCR|3VULN|1AART|2CDMG	1MSLFST|235VULN|46CDMG|7FEWX|8AART|9RCR|aMLV
201	32413 36363	   	182.89	DCR|3VULN|1AART|2CDMG	1MSLFST|235VULN|46CDMG|7DUST|8AART|9RCR|aMLV
202	35323 12231	   	182.81	DCR|2DMG|1AART|1VULN|1ASPD|1AAC	18MSLFST|28AME|3AART|4AAC|5RCVC|68DMG|7RCR|8BPWR|9ASPD|aVULN
203	11632 63621	   	182.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3AME|47VULN|5ASPD|6RCR|8FEWX|9DMG|aDUR
204	22632 63621	   	182.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2LIT|3AME|47VULN|5ASPD|6RCR|8FEWX|9DMG|aDUR
205	26353 17433	 * 	182.51	DCR|3CDMG|1VULN|1ASPD|1DMG|1ZMB	1ZMB|2BELT|3ASPD|469CDMG|5MBVNT|7RCR|8VULN|aDMG
206	11632 63521	   	182.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2ZMB|3AME|47VULN|5ASPD|6RCR|8DUST|9DMG|aDUR
207	22632 63521	   	182.46	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2LIT|3AME|47VULN|5ASPD|6RCR|8DUST|9DMG|aDUR
208	25135 21352	 * 	182.38	ACR|4VULN|2DMG|2ZMB	16ZMB|2DMSP|3RCR|47DMG|589aVULN
209	16111 52512	   	182.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3CDMG|4ZMB|5TSLARM|6RCR|7aVULN|8DUR|9AART
210	26464 42343	   	182.33	DCR|2DMG|1AART|1ASPD|2DUR|2ZMB	1aZMB|2BELT|3aDUR|4MBVNT|5AART|6ASPD|7BEXP|8aDMG|9RCR|aBPWR
211	26464 44333	   	182.33	DCR|2DMG|1AART|1ASPD|2DUR|2ZMB	1aZMB|2BELT|3aDUR|4MBVNT|5AART|6ASPD|7FEWX|8aDMG|9RCR|aBPWR
212	32234 51411	   	182.28	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1MSLFST|24VULN|3ASPD|5DUST|6CDMG|7RPLT|8DMG|9RCR|aDUR
213	11432 23315	   	182.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	13LIT|2ZMB|46VULN|5ASPD|7LHND|8RCR|9DUR|aAART
214	22432 23315	   	182.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|23LIT|46VULN|5ASPD|7LHND|8RCR|9DUR|aAART
215	32413 32113	   	182.21	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8BEXP|9RCR|aRCVC
216	32413 32114	   	182.21	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8aBEXP|9RCR
217	32413 32115	   	182.21	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8BEXP|9RCR|aLWND
218	32413 32313	   	182.21	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8LHND|9RCR|aRCVC
219	32413 32314	   	182.21	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8LHND|9RCR|aBEXP
220	32413 32315	   	182.21	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8LHND|9RCR|aMLV
221	26322 32215	 * 	182.18	DCR|2AART|1MDPS|1VULN|1ASPD|1ZMB|1DUR	1ZMB|2BELT|3ASPD|48AART|5LIT|6VULN|7DUR|9RCR|aMDPS
222	44113 22231	 * 	182.18	DCR|2DMG|1AART|1VULN|2CDMG|1AAC|1SELL	1AAC|2SELL|35CDMG|45DMG|5BPWR|6VULN|7AME|8TLV|9RCR|aAART
223	25231 13422	 * 	182.14	DCR|1SPLARM|2DMG|1AART|1VULN|2ZMB	18ZMB|2DMSP|3VULN|48DMG|5DUST|6SPLARM|78SPLJET|8BPWR|9RCR|aAART
224	32413 32112	   	182.11	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8BEXP|9RCR|aDUST
225	32413 32312	   	182.11	DCR|4VULN|3CDMG	17MSLFST|2357VULN|467CDMG|7BPWR|8LHND|9RCR|aDUST
226	44113 21231	 * 	182.08	DCR|2DMG|1AART|1VULN|2CDMG|1AAC|1SELL	1AAC|2SELL|35CDMG|45DMG|5BPWR|6VULN|7ERES|8TLV|9RCR|aAART
227	11115 52141	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1LIT|2ZMB|3DUR|4CGEN|5ERES|6RCR|7AART|8ASPD|9VULN|aCDMG
228	11116 52141	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1LIT|2ZMB|3DUR|4CGEN|5TLV|6RCR|7AART|8ASPD|9VULN|aCDMG
229	16161 41111	   	182.05	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1LIT|2BEXP|3CDMG|4AART|5VULN|6RCR|7ASPD|8TSLARM|9DUR|aZMB
230	22115 52141	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2LIT|3DUR|4CGEN|5ERES|6RCR|7AART|8ASPD|9VULN|aCDMG
231	22116 52141	   	182.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2LIT|3DUR|4CGEN|5TLV|6RCR|7AART|8ASPD|9VULN|aCDMG
232	16121 36713	   	181.90	DCR|2VULN|2DMG|1CDMG|1DUR	1LIT|2BEXP|3CDMG|4aVULN|56DMG|7MBVNT|8RCR|9DUR
233	16161 31112	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LIT|2BEXP|3CDMG|46AART|5VULN|7MLV|8ASPD|9RCR|aDUR
234	16166 31112	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LIT|2BEXP|3CDMG|45AART|6VULN|7MLV|8ASPD|9RCR|aDUR
235	23341 35336	   	181.82	DCR|1MDPS|2DMG|1VULN|1ASPD|2ZMB|1DUR|1SPLREG	19ZMB|2MDPS|3VULN|4ASPD|5DUR|68DMG|7SPLREG|aRCR
236	16161 35112	   	181.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LIT|2BEXP|3CDMG|46AART|5VULN|7TLV|8ASPD|9RCR|aDUR
237	13632 62131	   	181.76	DCR|2VULN|2ASPD|1AART|1AAC	1LIT|2AAC|3AME|49VULN|58ASPD|6RCR|7AART|aLHND
238	13632 62136	   	181.76	DCR|2VULN|2ASPD|1AART|1AAC	1LIT|2AAC|3AME|49VULN|58ASPD|6RCR|7AART|aBEXP
239	42632 62131	   	181.76	DCR|2VULN|2ASPD|1AART|1AAC	1AAC|2CGEN|3LIT|49VULN|58ASPD|6RCR|7AART|aLHND
240	16423 32235	 * 	181.75	DCR|2ASPD|1AART|1VULN|1DMG|1DUR	1LIT|2BEXP|3DMG|4DUST|58ASPD|6DUR|7AART|9VULN|aRCR
241	32232 16521	   	181.67	DCR|4VULN|1ASPD|1ZMB	1MSLFST|246aVULN|3ASPD|5AIRARM|7ZMB|8LWND|9RCR
242	22632 61112	   	181.67	DCR|3ZMB|1VULN|2CDMG|1ASPD|1DUR	179ZMB|2LIT|39AME|4VULN|5ASPD|6RCR|89CDMG|9BPWR|aDUR
243	13632 62132	   	181.66	DCR|2VULN|2ASPD|1AART|1AAC|1MSE	1LIT|2AAC|3AME|49VULN|58ASPD|6RCR|7AART|aMSE
244	13632 62135	   	181.66	DCR|2VULN|2ASPD|1AART|1AAC	1LIT|2AAC|3AME|49VULN|58ASPD|6RCR|7AART|aDUST
245	42632 62132	   	181.66	DCR|2VULN|2ASPD|1AART|1AAC|1MSE	1AAC|2CGEN|3LIT|49VULN|58ASPD|6RCR|7AART|aMSE
246	54221 12623	 * 	181.59	DCR|2AART|1VULN|1DMG|1NUKE|1AAC	1BELT|2RCVC|35AART|4MLV|6VULN|7DMG|8RCR|9NUKE|aAAC
247	55221 12623	   	181.59	DCR|2AART|1VULN|1DMG|1NUKE|1AAC	1BELT|2DMSP|35AART|4MLV|6VULN|7DMG|8RCR|9NUKE|aAAC
248	16125 32611	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1LIT|2BEXP|3CDMG|4VULN|5AAC|6aDMG|7ASPD|8RCR|9DUR
249	16143 32611	   	181.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1AAC|1DUR	1LIT|2BEXP|3CDMG|4AAC|5VULN|6aDMG|7ASPD|8RCR|9DUR
250	23342 13553	 * 	181.58	DCR|1MDPS|2ASPD|3ZMB|1VULN|1AART	18aZMB|2MDPS|3VULN|48ASPD|5RMIN|6AART|78LWND|8BPWR|9RCR
251	32232 16321	   	181.57	DCR|4VULN|1ASPD|1ZMB	1MSLFST|246aVULN|3ASPD|5AIRARM|7ZMB|8DUST|9RCR
252	32524 62113	 * 	181.56	DCR|3VULN|1MDPS|1ASPD|1DMG	1MSLFST|245VULN|3MDPS|6RCR|7ASPD|8FEWX|9BEXP|aDMG
253	25235 31214	   	181.51	DCR|3VULN|2DMG|1ZMB	1ZMB|2DMSP|359VULN|47DMG|6BEXP|8TLV|aRCR
254	25235 31324	   	181.51	DCR|3VULN|2DMG|1ZMB	1ZMB|2DMSP|358VULN|47DMG|6BEXP|9ERES|aRCR
255	32413 52214	   	181.46	DCR|4VULN|2CDMG|1DUR	17MSLFST|2357VULN|47CDMG|6RCVC|7BPWR|8CGEN|9DUR|aRCR
256	32524 62213	   	181.46	DCR|3VULN|1MDPS|1ASPD|1DMG	1MSLFST|245VULN|3MDPS|6RCR|7ASPD|8DUST|9BEXP|aDMG
257	32413 31314	   	181.36	DCR|4VULN|2CDMG|1DUR	1MSLFST|2358VULN|46CDMG|7CGEN|9DUR|aRCR
258	32413 33314	   	181.36	DCR|4VULN|2CDMG|1DUR	1MSLFST|2358VULN|46CDMG|7AME|9DUR|aRCR
259	32413 34314	   	181.36	DCR|4VULN|2CDMG|1DUR	1MSLFST|2358VULN|46CDMG|7MLV|9DUR|aRCR
260	13632 62126	   	181.34	DCR|2ASPD|1VULN|1AART|1DMG|1AAC	1LIT|2AAC|3AME|4VULN|58ASPD|6RCR|7AART|9ERES|aDMG
261	12221 36321	   	181.30	DCR|3DMG|1VULN|1CDMG|1ZMB	1LIT|23RPLT|4VULN|59aDMG|6ZMB|7RCR|8CDMG
262	22632 63111	   	181.29	DCR|2VULN|2CDMG|1ASPD|2ZMB	19ZMB|2LIT|39AME|47VULN|5ASPD|6RCR|89CDMG|9BPWR|aFEWX
263	22632 63112	   	181.29	DCR|2VULN|2CDMG|1ASPD|2ZMB	19ZMB|2LIT|39AME|47VULN|5ASPD|6RCR|89CDMG|9BPWR|aLWND
264	22632 63113	   	181.29	DCR|2VULN|2CDMG|1ASPD|2ZMB	19ZMB|2LIT|39AME|47VULN|5ASPD|6RCR|89CDMG|9BPWR|aBEXP
265	22632 63115	   	181.29	DCR|2VULN|2CDMG|1ASPD|2ZMB	19ZMB|2LIT|39AME|47VULN|5ASPD|6RCR|89CDMG|9BPWR|aLHND
266	35325 12631	   	181.19	DCR|2AART|1VULN|1ASPD|1DMG|1AAC	1MSLFST|2AME|35AART|4AAC|6DMG|7RCR|8RCVC|9ASPD|aVULN
267	35325 12531	 * 	181.09	DCR|2AART|2AAC|1VULN|1ASPD|1DMG	1MSLFST|2AME|35AART|48AAC|6DMG|7RCR|9ASPD|aVULN
268	16461 21132	   	180.56	DCR|2VULN|1ASPD|1DMG|1ZMB|1DUR	1LIT|2BEXP|3DMG|46VULN|5CGEN|7RCR|8DUR|9ZMB|aASPD
269	11632 63116	   	180.26	DCR|2VULN|2CDMG|1ASPD|1AAC|1ZMB	19LIT|2ZMB|39AME|47VULN|5ASPD|6RCR|89CDMG|9BPWR|aAAC
270	23346 33512	   	180.24	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2MDPS|3VULN|4aASPD|5BEXP|6DMG|7CDMG|8RCR|9LIT
271	33424 62132	   	180.23	DCR|3VULN|1ASPD|1ZMB|1DUR	1MSLFST|2BEXP|35aVULN|4DUR|6RCR|7ASPD|8FEWX|9ZMB
272	11632 63216	   	180.23	DCR|3VULN|1ASPD|1ZMB|1DUR	1LIT|2ZMB|3AME|47aVULN|5ASPD|6RCR|8ERES|9DUR
273	22632 63216	   	180.23	DCR|3VULN|1ASPD|1ZMB|1DUR	1ZMB|2LIT|3AME|47aVULN|5ASPD|6RCR|8ERES|9DUR
274	12221 36434	   	180.15	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LIT|23RPLT|4VULN|5DMG|6ZMB|7RCR|8AART|9CDMG|aDUR
275	25214 62131	   	180.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DMSP|3VULN|4CDMG|5CGEN|6DUR|7RCR|8AART|9ASPD|aFEWX
276	25214 62132	   	180.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2DMSP|3VULN|4CDMG|5CGEN|6DUR|7RCR|8AART|9ASPD|aBELT
277	23243 33512	   	180.14	DCR|1MDPS|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2MDPS|3DUST|4aASPD|5VULN|6DMG|7CDMG|8RCR|9LIT
278	32524 62131	   	180.13	DCR|3VULN|1MDPS|1ASPD|1ZMB|1DUR	1MSLFST|245VULN|3MDPS|6RCR|7ASPD|8FEWX|9ZMB|aDUR
279	32524 62331	   	180.13	DCR|3VULN|1MDPS|1ASPD|1ZMB|1DUR	1MSLFST|245VULN|3MDPS|6RCR|7ASPD|8LHND|9ZMB|aDUR
280	32252 16622	   	180.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1MSLFST|26VULN|3ASPD|4RCVC|5AIRARM|7ZMB|8DUR|9RCR|aAART
281	32421 34262	   	180.05	DCR|3VULN|1DMG|1CDMG|1DUR|1MSE	1MSLFST|234VULN|5DUR|6CDMG|7DMG|8RPLT|9RCR|aMSE
282	32421 34263	   	180.05	DCR|3VULN|1DMG|1CDMG|1DUR	1MSLFST|234VULN|5DUR|6CDMG|7DMG|8RPLT|9RCR|aMBVNT
283	32262 16521	   	180.05	DCR|3VULN|2ASPD|1ZMB	1MSLFST|26aVULN|34ASPD|5AIRARM|7ZMB|8LWND|9RCR
284	32524 62231	   	180.03	DCR|3VULN|1MDPS|1ASPD|1ZMB|1DUR	1MSLFST|245VULN|3MDPS|6RCR|7ASPD|8DUST|9ZMB|aDUR
285	32233 11525	 * 	180.03	DCR|3VULN|2ASPD|1AART|1AAC	17MSLFST|247VULN|37ASPD|5AART|6LEGI|7BPWR|8AAC|9CGEN|aRCR
286	26334 12631	   	180.00	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1SELL	1ZMB|2BELT|36ASPD|4DUST|5VULN|7SELL|8RCR|9CDMG|aDMG
287	23241 52352	 * 	180.00	DCR|2AART|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2MDPS|3DUST|4ASPD|56AART|7DMG|8BEXP|9RCR|aCDMG
288	32232 66622	   	179.98	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	16MSLFST|24VULN|3ASPD|56AIRARM|6BPWR|7ZMB|8DUR|9RCR|aAART
289	23111 23152	   	179.95	DCR|1MDPS|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MDPS|3ERES|4DUR|5AART|6CDMG|7RCR|8LHND|9VULN|aDMG
290	23111 23643	   	179.95	DCR|1MDPS|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2MDPS|3ERES|4DUR|5AART|6CDMG|7RCR|8MLV|9ASPD|aVULN
291	32262 16321	   	179.95	DCR|3VULN|2ASPD|1ZMB	1MSLFST|26aVULN|34ASPD|5AIRARM|7ZMB|8DUST|9RCR
292	11632 61313	   	179.94	DCR|2VULN|2ASPD|2ZMB|1DUR	1LIT|27ZMB|3AME|49VULN|58ASPD|6RCR|aDUR
293	22632 61313	   	179.94	DCR|2VULN|2ASPD|2ZMB|1DUR	17ZMB|2LIT|3AME|49VULN|58ASPD|6RCR|aDUR
294	54223 12613	   	179.89	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|25RCVC|3AART|4MLV|6aVULN|7DMG|8RCR|9CDMG
295	55223 12613	   	179.89	DCR|2VULN|1AART|1DMG|1CDMG	1BELT|2DMSP|3AART|4MLV|5RCVC|6aVULN|7DMG|8RCR|9CDMG
296	26464 43331	   	179.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2BELT|3DUR|4MBVNT|5AART|6ASPD|7VULN|8DMG|9RCR|aRCVC
297	26464 43333	   	179.86	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2BELT|3DUR|4MBVNT|5AART|6ASPD|7VULN|8DMG|9RCR|aLWND
298	26464 43132	 * 	179.76	DCR|1VULN|1AART|1ASPD|1NUKE|1AAC|1ZMB|1DUR	1ZMB|2BELT|3DUR|4MBVNT|5AART|6ASPD|7VULN|8AAC|9RCR|aNUKE
299	26464 43332	   	179.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR|1SELL	1ZMB|2BELT|3DUR|4MBVNT|5AART|6ASPD|7VULN|8DMG|9RCR|aSELL
300	26464 43334	   	179.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2BELT|3DUR|4MBVNT|5AART|6ASPD|7VULN|8DMG|9RCR|aTLV
301	24324 23423	 * 	179.70	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1ZMB|2ERES|3SELL|4RCR|5DMG|6ASPD|78aVULN|9CDMG
302	24324 63323	 * 	179.70	ACR|3VULN|1ASPD|1DMG|1CDMG|1ZMB|1SELL	1ZMB|2ERES|3SELL|4RCR|5DMG|67aVULN|8ASPD|9CDMG
303	11632 61361	   	179.62	DCR|2ASPD|1VULN|1DMG|2ZMB|1DUR	1LIT|27ZMB|3AME|4VULN|58ASPD|6RCR|9DUR|aDMG
304	22632 61361	   	179.62	DCR|2ASPD|1VULN|1DMG|2ZMB|1DUR	17ZMB|2LIT|3AME|4VULN|58ASPD|6RCR|9DUR|aDMG
305	16166 21323	   	179.58	DCR|2AART|1VULN|1ASPD|1CDMG	1LIT|2BEXP|3CDMG|45AART|6RCR|7AME|8LWND|9ASPD|aVULN
306	11632 11116	   	179.58	DCR|2ASPD|3ZMB|1VULN|2CDMG	1LIT|279ZMB|3AME|4VULN|59ASPD|6BEXP|89CDMG|9BPWR|aRCR
307	23341 33514	   	179.57	DCR|1MDPS|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1ZMB|2MDPS|3VULN|4ASPD|5aDUR|6DMG|7CDMG|8RCR|9LIT
308	14243 43311	   	179.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1LIT|2MLV|3LWND|4AART|5VULN|6RMIN|7DMG|8RCR|9CDMG|aASPD
309	14243 63311	   	179.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1LIT|2MLV|3LWND|4AART|5VULN|6CGEN|7DMG|8RCR|9CDMG|aASPD
310	22632 61116	 * 	179.57	DCR|1MDPS|3ZMB|1VULN|2CDMG|1ASPD	179ZMB|2LIT|39AME|4VULN|5ASPD|6RCR|89CDMG|9BPWR|aMDPS
311	31113 22315	   	179.49	DCR|2VULN|1AART|1ASPD|1CDMG	1MSLFST|236DUST|4CDMG|5aVULN|7AART|8RCR|9ASPD
312	31125 42315	   	179.49	DCR|2VULN|1AART|1ASPD|1CDMG	1MSLFST|235DUST|4aVULN|6CDMG|7AART|8RCR|9ASPD
313	32135 42315	   	179.49	DCR|2VULN|1AART|1ASPD|1CDMG	1MSLFST|2aVULN|345DUST|6CDMG|7AART|8RCR|9ASPD
