0	Index      	 *	Score 	Summary	Detail	
1	34126 13521	 * 	221.37	ACR|4VULN|2DMG|2ASPD|1CDMG	1ERES|2RCR|35ASPD|45DMG|5BPWR|689aVULN|7CDMG
163	63126 16112	   	197.57	DCR|3DMG|2VULN|1ASPD|1DUR	15MLV|2DUR|3ASPD|459DMG|5BPWR|67VULN|8DMSP|aRCR
164	34126 16331	   	197.42	ACR|3DMG|2VULN|2ASPD|1ZMB	1ERES|2RCR|35ASPD|45aDMG|5BPWR|67VULN|8BEXP|9ZMB
165	11256 51131	   	197.37	DCR|3ASPD|2VULN|1DMG|1DUR	1BEXP|25VULN|345ASPD|5BPWR|6ERES|7RCR|8DUR|9LWND|aDMG
166	33126 16112	   	197.37	DCR|3DMG|2VULN|1ASPD|1DUR	15ERES|2DUR|3ASPD|459DMG|5BPWR|67VULN|8DMSP|aRCR
167	21256 51131	   	197.27	DCR|3ASPD|2VULN|1DMG|1DUR	1DUST|25VULN|345ASPD|5BPWR|6ERES|7RCR|8DUR|9LWND|aDMG
168	11256 51113	   	197.27	DCR|3ASPD|2VULN|1NUKE|1DUR	1BEXP|25VULN|345ASPD|5BPWR|69ERES|7RCR|8DUR|aNUKE
169	11256 51121	   	197.27	DCR|3ASPD|2VULN|1DMG|1DUR	1BEXP|25VULN|345ASPD|5BPWR|6ERES|7RCR|8DUR|9DUST|aDMG
170	52633 11112	   	197.25	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8AART|9CGEN|aDUR
171	52633 11122	   	197.25	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8AART|9AME|aDUR
172	52633 11152	   	197.25	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8AART|9MLV|aDUR
173	52633 11242	   	197.25	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8MLV|9AART|aDUR
174	52123 51216	 * 	197.22	DCR|3DMG|2ASPD|1CDMG|2ZMB	148DMG|28ZMB|3FEWX|5CDMG|6RCR|78SNIFST|8BPWR|9aASPD
175	21256 51113	   	197.17	DCR|3ASPD|2VULN|1NUKE|1DUR	1DUST|25VULN|345ASPD|5BPWR|69ERES|7RCR|8DUR|aNUKE
176	34126 13622	   	197.17	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1ERES|2RCR|35ASPD|45DMG|5BPWR|69VULN|7CDMG|8RCVC|aDUR
177	52633 11142	   	197.15	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8AART|9TLV|aDUR
178	52633 31112	   	197.15	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8AART|9CGEN|aDUR
179	52633 31122	   	197.15	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8AART|9AME|aDUR
180	52633 31152	   	197.15	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8AART|9MLV|aDUR
181	52633 31242	   	197.15	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8MLV|9AART|aDUR
182	52633 31142	   	197.05	DCR|2DMG|3ZMB|1VULN|1AART|1DUR	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8AART|9TLV|aDUR
183	65221 12142	   	197.03	ACR|3VULN|2DMG|1AART|1ASPD	19MLV|2AART|3RCR|49DMG|57aVULN|6ASPD|89LHND|9BPWR
184	65223 22142	   	197.03	ACR|3VULN|2DMG|1AART|1ASPD	19MLV|2AART|3RCR|49DMG|5ASPD|67aVULN|89LHND|9BPWR
185	65223 12142	   	197.03	ACR|3VULN|2DMG|1AART|1ASPD	19MLV|2AART|3RCR|49DMG|5ASPD|68LHND|79aVULN|9BPWR
186	11253 61161	 * 	197.00	DCR|3ASPD|1MDPS|1AART|1VULN|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9MDPS|aLHND
187	11253 61162	   	197.00	DCR|3ASPD|1MDPS|1VULN|1AART|1DMG|1MSE	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9MDPS|aMSE
188	11253 61163	   	197.00	DCR|3ASPD|1MDPS|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9MDPS|aBASFIG
189	21253 61161	   	196.90	DCR|3ASPD|1MDPS|1AART|1VULN|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9MDPS|aLHND
190	21253 61162	   	196.90	DCR|3ASPD|1MDPS|1VULN|1AART|1DMG|1MSE	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9MDPS|aMSE
191	21253 61163	   	196.90	DCR|3ASPD|1MDPS|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9MDPS|aBASFIG
192	35221 12142	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	19ERES|2AART|3RCR|49DMG|57aVULN|6ASPD|89LHND|9BPWR
193	35221 12642	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	19ERES|2AART|3RCR|49DMG|57aVULN|6ASPD|89BEXP|9BPWR
194	35223 22142	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	19ERES|2AART|3RCR|49DMG|5ASPD|67aVULN|89LHND|9BPWR
195	35223 22642	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	19ERES|2AART|3RCR|49DMG|5ASPD|67aVULN|89BEXP|9BPWR
196	65221 12342	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	19MLV|2AART|3RCR|49DMG|57aVULN|6ASPD|89DUST|9BPWR
197	65223 22342	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	19MLV|2AART|3RCR|49DMG|5ASPD|67aVULN|89DUST|9BPWR
198	35223 12142	   	196.83	ACR|3VULN|2DMG|1AART|1ASPD	19ERES|2AART|3RCR|49DMG|5ASPD|68LHND|79aVULN|9BPWR
199	53153 53121	 * 	196.80	DCR|2ASPD|3CDMG|1VULN|1DMG|1DUR	1DMG|2DUR|34ASPD|589CDMG|6RCR|7LIT|aVULN
200	63116 13121	   	196.73	DCR|2VULN|2ASPD|1DMG|2DUR	1MLV|25DUR|35ASPD|4RMIN|5BPWR|69VULN|7RCR|8CGEN|aDMG
201	63116 13321	   	196.73	DCR|2VULN|2ASPD|1DMG|2DUR	1MLV|25DUR|35ASPD|4RMIN|5BPWR|69VULN|7RCR|8AME|aDMG
202	35223 12624	   	196.73	ACR|3VULN|2DMG|1AART|1ASPD	18ERES|2AART|3RCR|48DMG|5ASPD|6LHND|78aVULN|8BPWR|9DUST
203	35221 13651	   	196.71	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48DMG|5aVULN|6ASPD|78DUR|8BPWR|9RMIN
204	35223 23651	   	196.71	ACR|2VULN|2DMG|1AART|1ASPD|2DUR	18ERES|2AART|3RCR|48DMG|5ASPD|6aVULN|78DUR|8BPWR|9RMIN
205	53131 23612	   	196.66	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1DMG|25DUR|3ASPD|4SPLREG|6CDMG|7aVULN|8RCR|9AME
206	53131 23662	   	196.66	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1DMG|25DUR|3ASPD|4SPLREG|6CDMG|7aVULN|8RCR|9MLV
207	53143 61212	 * 	196.65	DCR|3DMG|2ASPD|1VULN|2DUR	179DMG|27DUR|36ASPD|4VULN|57AELBLL|7BPWR|8TLV|aRCR
208	63116 13621	   	196.63	DCR|2VULN|2ASPD|1DMG|2DUR	1MLV|25DUR|35ASPD|4RMIN|5BPWR|69VULN|7RCR|8ERES|aDMG
209	35221 12342	   	196.63	ACR|3VULN|2DMG|1AART|1ASPD	19ERES|2AART|3RCR|49DMG|57aVULN|6ASPD|89DUST|9BPWR
210	35223 22342	   	196.63	ACR|3VULN|2DMG|1AART|1ASPD	19ERES|2AART|3RCR|49DMG|5ASPD|67aVULN|89DUST|9BPWR
211	11263 31313	 * 	196.52	DCR|3ASPD|2DMG|1VULN|1CDMG	1BEXP|2VULN|369ASPD|48DMG|5CDMG|7MULFIG|aRCR
212	51143 31313	   	196.52	DCR|3ASPD|2DMG|1VULN|1CDMG	18DMG|2BEXP|369ASPD|4VULN|5CDMG|7MULFIG|aRCR
213	51653 31313	   	196.52	DCR|3ASPD|2DMG|1VULN|1CDMG	18DMG|2BEXP|3VULN|469ASPD|5CDMG|7MULFIG|aRCR
214	34126 13513	   	196.32	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1ERES|2RCR|35ASPD|45DMG|5BPWR|68VULN|7CDMG|9DUR|aRCVC
215	51633 32153	 * 	196.20	DCR|2DMG|3CDMG|1VULN|1ASPD|1ZMB	1aDMG|2BEXP|3VULN|4ZMB|578CDMG|6ASPD|9RCR
216	11133 46335	   	196.05	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|24VULN|34FEWX|4BPWR|5CDMG|6RPLT|7ASPD|8DMG|9AART|aRCR
217	63116 43332	 * 	196.04	DCR|2AART|2ASPD|1VULN|2DUR	1MLV|25DUR|35ASPD|4RMIN|5BPWR|6DUST|7RCR|89AART|aVULN
218	34126 13512	   	195.99	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1ERES|2RCR|35ASPD|45DMG|5BPWR|68VULN|7CDMG|9DUR|aCGEN
219	11133 33137	   	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|24VULN|34FEWX|4BPWR|5CDMG|6ASPD|7MBVNT|8AART|9DMG|aRCR
220	11433 33137	   	195.95	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1BEXP|24VULN|34LWND|4BPWR|5CDMG|6ASPD|7MBVNT|8AART|9DMG|aRCR
221	51333 13634	   	195.63	DCR|2DMG|1VULN|1AART|1CDMG|1AAC|1ZMB|1DUR	19DMG|2BEXP|3DUR|4ZMB|5CDMG|6AART|7AAC|8RCR|aVULN
222	52613 51113	   	195.44	DCR|2DMG|3ZMB|2CDMG|1ASPD|1DUR	13DMG|23aZMB|3BPWR|4DUR|58CDMG|6RCR|7SNIFST|9ASPD
223	11333 35164	   	195.34	DCR|2VULN|1AART|1ASPD|1CDMG|2ZMB	1BEXP|2aVULN|3ERES|49ZMB|5CDMG|6ASPD|7RCR|8AART
224	65231 23412	 * 	195.31	ACR|3VULN|2AART|1ASPD|1DMG	1MLV|27AART|3RCR|456VULN|8ASPD|9LHND|aDMG
225	11253 61343	   	195.27	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	19BEXP|2VULN|346ASPD|5DMG|7RCR|8CDMG|aZMB
226	11253 61421	   	195.27	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2VULN|346ASPD|5DMG|7RCR|8ZMB|9CDMG|aLHND
227	65221 12332	   	195.21	ACR|3VULN|2AART|1ASPD|1DMG	1MLV|29AART|3RCR|4DMG|57aVULN|6ASPD|8DUST
228	65223 22332	   	195.21	ACR|3VULN|2AART|1ASPD|1DMG	1MLV|29AART|3RCR|4DMG|5ASPD|67aVULN|8DUST
229	34126 11423	 * 	195.21	ACR|2VULN|2DMG|2ASPD|1AART	1ERES|2RCR|35ASPD|45DMG|5BPWR|6aVULN|7MLV|8LIT|9AART
230	21253 61421	   	195.17	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB	1DUST|2VULN|346ASPD|5DMG|7RCR|8ZMB|9CDMG|aLHND
231	52123 51114	   	195.14	DCR|2DMG|1VULN|2CDMG|1ASPD|1ZMB	14DMG|2ZMB|3FEWX|58CDMG|6RCR|7SNIFST|9ASPD|aVULN
232	35221 12332	   	195.11	ACR|3VULN|2AART|1ASPD|1DMG	1ERES|29AART|3RCR|4DMG|57aVULN|6ASPD|8DUST
233	35223 22332	   	195.11	ACR|3VULN|2AART|1ASPD|1DMG	1ERES|29AART|3RCR|4DMG|5ASPD|67aVULN|8DUST
234	35223 36142	 * 	195.07	ACR|2VULN|2AART|2DMG|1ASPD	19ERES|26AART|3RCR|49DMG|5ASPD|7aVULN|89LHND|9BPWR
235	51613 33182	   	195.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1aDMG|2BEXP|3VULN|4MLV|5CDMG|6ASPD|7MBVNT|8AART|9RCR
236	61623 33182	   	195.06	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1MLV|2BEXP|3VULN|4aDMG|5CDMG|6ASPD|7MBVNT|8AART|9RCR
237	11253 61413	   	195.03	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB|1SELL	1BEXP|2VULN|346ASPD|5DMG|7RCR|8ZMB|9SELL|aCDMG
238	11333 35166	   	195.02	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|2ZMB	1BEXP|2VULN|3ERES|49ZMB|5CDMG|6ASPD|7RCR|8AART|aDMG
239	34126 13123	   	195.01	ACR|2VULN|2DMG|2ASPD|2CDMG	1ERES|2RCR|35ASPD|45DMG|5BPWR|69VULN|78CDMG|aDUST
240	34126 13124	   	195.01	ACR|2VULN|2DMG|2ASPD|2CDMG	1ERES|2RCR|35ASPD|45DMG|5BPWR|69VULN|78CDMG|aMBVNT
241	51243 33182	   	194.96	DCR|2DMG|1VULN|1AART|1ASPD|1CDMG	1aDMG|2BEXP|3ERES|4VULN|5CDMG|6ASPD|7MBVNT|8AART|9RCR
242	21253 61413	   	194.93	DCR|3ASPD|1VULN|1DMG|1CDMG|1ZMB|1SELL	1DUST|2VULN|346ASPD|5DMG|7RCR|8ZMB|9SELL|aCDMG
243	35333 37452	   	194.92	DCR|3VULN|1AART|1DMG|2ZMB	19ERES|2AART|39ZMB|4AELBLL|5DMG|6MBVNT|79aVULN|8RCR|9BPWR
244	35221 14632	   	194.87	ACR|2VULN|2AART|2DMG|1ASPD	18ERES|29AART|3RCR|48DMG|5aVULN|6ASPD|78DUST|8BPWR
245	35223 24632	   	194.87	ACR|2VULN|2AART|2DMG|1ASPD	18ERES|29AART|3RCR|48DMG|5ASPD|6aVULN|78DUST|8BPWR
246	35223 36342	   	194.87	ACR|2VULN|2AART|2DMG|1ASPD	19ERES|26AART|3RCR|49DMG|5ASPD|7aVULN|89DUST|9BPWR
247	63151 33531	   	194.78	DCR|2ASPD|1VULN|1AART|1DMG|1DUR	1MLV|2DUR|34ASPD|5RMIN|6FEWX|7RCR|8DMG|9AART|aVULN
248	11533 33182	   	194.74	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2VULN|3RMIN|4ZMB|5CDMG|6ASPD|7MBVNT|8AART|9RCR|aDMG
249	35223 12612	   	194.65	ACR|3DMG|2VULN|1AART|1ASPD	18ERES|2AART|3RCR|48aDMG|5ASPD|6LHND|78VULN|8BPWR|9LIT
250	35225 12612	   	194.65	ACR|3DMG|2VULN|1AART|1ASPD	18ERES|2AART|3RCR|48aDMG|5LWND|6ASPD|78VULN|8BPWR|9LIT
251	35121 13623	   	194.62	DCR|2DMG|1VULN|1AART|1ASPD|2DUR	18ERES|2AART|3BEXP|48DMG|5VULN|6ASPD|78DUR|8BPWR|9RMIN|aRCR
252	35123 23623	   	194.62	DCR|2DMG|1VULN|1AART|1ASPD|2DUR	18ERES|2AART|3BEXP|48DMG|5ASPD|6VULN|78DUR|8BPWR|9RMIN|aRCR
253	11256 51322	 * 	194.62	DCR|3ASPD|2VULN|1MDPS|1CDMG	1BEXP|25VULN|345ASPD|5BPWR|6ERES|7RCR|8MLV|9CDMG|aMDPS
254	21256 51322	   	194.52	DCR|3ASPD|2VULN|1MDPS|1CDMG	1DUST|25VULN|345ASPD|5BPWR|6ERES|7RCR|8MLV|9CDMG|aMDPS
255	53163 12632	 * 	194.46	DCR|2DMG|1AART|2CDMG|1ASPD|2DUR	1aDMG|2aDUR|3ASPD|4BEXP|5aCDMG|6AART|7LEGI|8RCR|9RPLT|aBPWR
256	51153 51212	   	194.39	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMG|2BEXP|34ASPD|5CDMG|6RCR|7SNIFST|8aVULN|9AME
257	51153 51332	   	194.29	DCR|2VULN|2ASPD|1DMG|1CDMG	1DMG|2BEXP|34ASPD|5CDMG|6RCR|7SNIFST|8TLV|9aVULN
258	12353 11436	 * 	194.11	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1CDMG|1ZMB|1DUR	1BEXP|2NUKE|3DUR|4ASPD|5CDMG|6AART|7ZMB|8VULN|9DMG|aRCR
259	35223 12635	   	194.08	ACR|2VULN|2DMG|1AART|1ASPD|1AAC|1DUR	18ERES|2AART|3RCR|48DMG|5ASPD|6LHND|78VULN|8BPWR|9DUR|aAAC
260	65231 23421	 * 	193.98	ACR|4VULN|2AART|1MDPS|1ASPD	1MLV|27AART|3RCR|456aVULN|8ASPD|9MDPS
261	65231 23422	 * 	193.98	ACR|3VULN|2AART|1MDPS|1ASPD|1DMG	1MLV|27AART|3RCR|456VULN|8ASPD|9MDPS|aDMG
262	32313 54262	   	193.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ERES|2ZMB|3CGEN|4CDMG|5DMG|6RCR|7VULN|8LWND|9AART|aASPD
263	56221 16312	 * 	193.77	DCR|3VULN|3DMG	149DMG|2LHND|3ERES|5RMIN|678VULN|aRCR
264	52613 53121	   	193.76	DCR|2DMG|3CDMG|1VULN|2ZMB|1DUR	13DMG|23ZMB|3BPWR|4DUR|589CDMG|6RCR|7LIT|aVULN
265	13163 23612	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1BEXP|2MSLFST|34DMG|5ASPD|6CDMG|7aVULN|8RCR|9AME
266	13163 23626	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1BEXP|2MSLFST|34DMG|5ASPD|6CDMG|7aVULN|8RCR|9LHND
267	13163 23662	   	193.66	DCR|2VULN|2DMG|1ASPD|1CDMG	1BEXP|2MSLFST|34DMG|5ASPD|6CDMG|7aVULN|8RCR|9MLV
268	65221 22342	 * 	193.66	ACR|3VULN|2ASPD|1AART|1DMG	19MLV|2AART|3RCR|4DMG|59aVULN|6BEXP|7AELBLL|89ASPD|9BPWR
269	34123 16132	 * 	193.59	ACR|3DMG|2ASPD|3ZMB|1CDMG|1DUR	189ERES|2RCR|3aASPD|49aDMG|5CDMG|6DUR|79aZMB|9aBPWR
270	23163 23612	   	193.56	DCR|2VULN|2DMG|1ASPD|1CDMG	1DUST|2MSLFST|34DMG|5ASPD|6CDMG|7aVULN|8RCR|9AME
271	23163 23662	   	193.56	DCR|2VULN|2DMG|1ASPD|1CDMG	1DUST|2MSLFST|34DMG|5ASPD|6CDMG|7aVULN|8RCR|9MLV
272	23166 23612	   	193.56	DCR|2VULN|2DMG|1ASPD|1CDMG	1DUST|2MSLFST|34DMG|5CDMG|6aVULN|7ASPD|8RCR|9AME
273	35121 36254	 * 	193.52	DCR|3VULN|1AART|1DMG|1CDMG	1ERES|2AART|3BEXP|4DMG|569VULN|7MBVNT|8CDMG|aRCR
274	65221 13341	 * 	193.49	ACR|2AART|2DMG|1VULN|1ASPD|3DUR	19MLV|2aAART|3RCR|49DMG|5VULN|6ASPD|789DUR|9BPWR
275	65223 23341	   	193.49	ACR|2AART|2DMG|1VULN|1ASPD|3DUR	19MLV|2aAART|3RCR|49DMG|5ASPD|6VULN|789DUR|9BPWR
276	52633 11161	 * 	193.48	DCR|2DMG|1MDPS|3ZMB|1VULN|1AART	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8AART|9MDPS|aLHND
277	52633 11162	   	193.48	DCR|2DMG|1MDPS|3ZMB|1VULN|1AART|1MSE	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8AART|9MDPS|aMSE
278	52633 11163	   	193.48	DCR|1MDPS|2DMG|3ZMB|1VULN|1AART	13DMG|234ZMB|3BPWR|5VULN|6BEXP|7RCR|8AART|9MDPS|aBASFIG
279	11256 15321	   	193.47	DCR|3ASPD|2VULN|1DMG|1DUR	1BEXP|25VULN|345ASPD|5BPWR|6LWND|7RPLT|8DUR|9RCR|aDMG
280	33154 61323	   	193.46	DCR|3ASPD|2VULN|1CDMG|1DUR	1ERES|2DUR|346ASPD|5FEWX|7RCR|8CDMG|9aVULN
281	35221 22342	   	193.46	ACR|3VULN|2ASPD|1AART|1DMG	19ERES|2AART|3RCR|4DMG|59aVULN|6BEXP|7AELBLL|89ASPD|9BPWR
282	35221 42342	   	193.46	ACR|3VULN|2ASPD|1AART|1DMG	19ERES|2AART|3RCR|4DMG|59aVULN|6LHND|7AELBLL|89ASPD|9BPWR
283	35221 62342	   	193.46	ACR|3VULN|2ASPD|1AART|1DMG	19ERES|2AART|3RCR|4DMG|59aVULN|6FEWX|7AELBLL|89ASPD|9BPWR
284	52633 31161	   	193.38	DCR|2DMG|1MDPS|3ZMB|1VULN|1AART	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8AART|9MDPS|aLHND
285	52633 31162	   	193.38	DCR|2DMG|1MDPS|3ZMB|1VULN|1AART|1MSE	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8AART|9MDPS|aMSE
286	52633 31163	   	193.38	DCR|1MDPS|2DMG|3ZMB|1VULN|1AART	13DMG|234ZMB|3BPWR|5VULN|6DUST|7RCR|8AART|9MDPS|aBASFIG
287	34126 13111	   	193.37	ACR|2DMG|2ASPD|1VULN|2CDMG|1ZMB|1DUR	1ERES|2RCR|35ASPD|45DMG|5BPWR|6VULN|78CDMG|9DUR|aZMB
288	16113 21563	 * 	193.35	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1BEXP|2ZMB|3ASPD|4RMIN|5CDMG|6MDPS|7aVULN|8RCR|9DMG
289	35221 13341	   	193.29	ACR|2AART|2DMG|1VULN|1ASPD|3DUR	19ERES|2aAART|3RCR|49DMG|5VULN|6ASPD|789DUR|9BPWR
290	35223 23341	   	193.29	ACR|2AART|2DMG|1VULN|1ASPD|3DUR	19ERES|2aAART|3RCR|49DMG|5ASPD|6VULN|789DUR|9BPWR
291	35221 13631	   	193.29	ACR|2AART|2DMG|1VULN|1ASPD|3DUR	18ERES|2aAART|3RCR|48DMG|5VULN|6ASPD|789DUR|8BPWR
292	35223 23631	   	193.29	ACR|2AART|2DMG|1VULN|1ASPD|3DUR	18ERES|2aAART|3RCR|48DMG|5ASPD|6VULN|789DUR|8BPWR
293	26113 21563	   	193.25	DCR|2VULN|1MDPS|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ZMB|3ASPD|4RMIN|5CDMG|6MDPS|7aVULN|8RCR|9DMG
294	11253 61341	   	193.24	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR	19BEXP|2VULN|346ASPD|5DMG|7RCR|8CDMG|aDUR
295	11253 61361	   	193.24	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR	1BEXP|2VULN|346ASPD|5DMG|7RCR|8CDMG|9DUR|aCGEN
296	11253 61531	   	193.23	DCR|3ASPD|2VULN|1DMG	1BEXP|2aVULN|346ASPD|5DMG|7RCR|8RMIN|9LIT
297	11256 43241	 * 	193.17	DCR|3VULN|3ASPD|1ZMB	1BEXP|256VULN|345ASPD|5BPWR|7RPLT|8MBVNT|9RCR|aZMB
298	11253 61362	   	193.14	DCR|3ASPD|1VULN|1DMG|1CDMG|1DUR|1MSE	1BEXP|2VULN|346ASPD|5DMG|7RCR|8CDMG|9DUR|aMSE
299	21253 61531	   	193.13	DCR|3ASPD|2VULN|1DMG	1DUST|2aVULN|346ASPD|5DMG|7RCR|8RMIN|9LIT
300	63116 13433	   	192.99	DCR|3ASPD|1VULN|1AART|2DUR	1MLV|25DUR|359ASPD|4RMIN|5BPWR|6VULN|7RCR|8BELT|aAART
301	33126 16431	 * 	192.98	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	15ERES|2DUR|3ASPD|45DMG|5BPWR|67VULN|8DUST|9RCR|aMDPS
302	35221 13641	 * 	192.97	ACR|3DMG|1VULN|1AART|1ASPD|3DUR	189ERES|2AART|3RCR|489DMG|5VULN|6ASPD|789DUR|89BPWR|aFEWX
303	35221 13643	   	192.97	ACR|3DMG|1VULN|1AART|1ASPD|3DUR	189ERES|2AART|3RCR|489DMG|5VULN|6ASPD|789DUR|89BPWR|aBEXP
304	35223 23641	   	192.97	ACR|3DMG|1VULN|1AART|1ASPD|3DUR	189ERES|2AART|3RCR|489DMG|5ASPD|6VULN|789DUR|89BPWR|aFEWX
305	35223 23643	   	192.97	ACR|3DMG|1VULN|1AART|1ASPD|3DUR	189ERES|2AART|3RCR|489DMG|5ASPD|6VULN|789DUR|89BPWR|aBEXP
306	35221 13642	   	192.87	ACR|3DMG|1VULN|1AART|1ASPD|3DUR|1MSE	189ERES|2AART|3RCR|489DMG|5VULN|6ASPD|789DUR|89BPWR|aMSE
307	35223 23642	   	192.87	ACR|3DMG|1VULN|1AART|1ASPD|3DUR|1MSE	189ERES|2AART|3RCR|489DMG|5ASPD|6VULN|789DUR|89BPWR|aMSE
308	11253 61113	   	192.79	DCR|3ASPD|1AART|1VULN|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aRCVC
309	11253 61123	   	192.79	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aRCVC
310	11253 61153	   	192.79	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9MLV|aRCVC
311	11253 61243	   	192.79	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8MLV|9AART|aRCVC
312	31141 63142	   	192.78	DCR|3ASPD|2VULN|1AART	18ERES|25BEXP|368ASPD|48VULN|7RCR|8BPWR|9AME|aAART
313	34351 31126	 * 	192.77	ACR|3ASPD|2VULN|2DMG|1DUR	157ERES|2RCR|3aCGEN|47aASPD|67DMG|7aBPWR|8DUR|9aVULN
314	21253 61113	   	192.69	DCR|3ASPD|1AART|1VULN|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9CGEN|aRCVC
315	21253 61123	   	192.69	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9AME|aRCVC
316	21253 61153	   	192.69	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8AART|9MLV|aRCVC
317	21253 61243	   	192.69	DCR|3ASPD|1VULN|1AART|1DMG	1DUST|2VULN|346ASPD|5DMG|7RCR|8MLV|9AART|aRCVC
318	11253 61143	   	192.69	DCR|3ASPD|1VULN|1AART|1DMG	1BEXP|2VULN|346ASPD|5DMG|7RCR|8AART|9TLV|aRCVC
319	11251 61362	   	192.68	DCR|3ASPD|2VULN|1AART	1BEXP|29VULN|346ASPD|5ERES|7RCR|8MLV|aAART
320	11256 51323	 * 	192.68	DCR|3ASPD|2VULN|2CDMG	1BEXP|25VULN|345ASPD|5BPWR|6ERES|7RCR|8MLV|9aCDMG
321	53153 53223	   	192.65	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2DUR|34ASPD|5CDMG|6RCR|7LIT|8VULN|9MLV|aZMB
