0	Index      	 *	Score 	Summary	Detail	
1	25633 32223	 * 	211.33	DCR|3VULN|2AART|2DMG	139LWND|269VULN|48AART|59DMG|7BELT|9BPWR|aRCR
170	45243 44232	   	183.70	DCR|5VULN|1ASPD	12478VULN|3MLV|5MBVNT|6RMIN|9ASPD|aRCR
171	46611 11233	 * 	183.67	ACR|5VULN|1ASPD|1DMG	13589VULN|25CGEN|4RCR|5BPWR|6ASPD|7RPLT|aDMG
172	41222 25324	   	183.64	DCR|2VULN|2DMG|1MDPS|1ASPD|1ZMB	16VULN|2MDPS|3DUST|49DMG|5RPLT|7ASPD|8ZMB|aRCR
173	35156 21212	   	183.60	DCR|5VULN|1ASPD|1NUKE	16DUST|24568VULN|3NUKE|6BPWR|7ASPD|9MLV|aRCR
174	45441 14212	   	183.60	DCR|5VULN|1ASPD	12578VULN|3MBVNT|45TLV|5BPWR|6ASPD|9MLV|aRCR
175	35245 32323	 * 	183.51	DCR|2VULN|2DMG|1CDMG|1DUR	16DUST|27VULN|3DUR|46DMG|5RPLT|6BPWR|8RCR|9RCVC|aCDMG
176	41125 32236	 * 	183.49	DCR|3VULN|1MDPS|1DMG|1CDMG|2ZMB	167VULN|2MDPS|36ZMB|4DMSP|5RPLT|6BPWR|8DMG|9CDMG|aRCR
177	35232 63431	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|269VULN|3DUR|4MBVNT|5aCGEN|79DMG|8RCR|9BPWR
178	35232 63432	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|269VULN|3DUR|4MBVNT|5CGEN|79DMG|8RCR|9BPWR|aAELBLL
179	35232 63433	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|269VULN|3DUR|4MBVNT|5CGEN|79DMG|8RCR|9BPWR|aAME
180	35232 63435	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|269VULN|3DUR|4MBVNT|5CGEN|79DMG|8RCR|9BPWR|aLHND
181	35232 63436	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|269VULN|3DUR|4MBVNT|5CGEN|79DMG|8RCR|9BPWR|aBEXP
182	35237 53431	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|259VULN|3DUR|4MBVNT|6aCGEN|79DMG|8RCR|9BPWR
183	35237 53432	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|259VULN|3DUR|4MBVNT|6CGEN|79DMG|8RCR|9BPWR|aAELBLL
184	35237 53433	   	183.49	DCR|3VULN|2DMG|1DUR	19DUST|259VULN|3DUR|4MBVNT|6CGEN|79DMG|8RCR|9BPWR|aAME
185	45422 33431	   	183.49	DCR|3VULN|2DMG|1DUR	129VULN|3MBVNT|49DUST|5aCGEN|6DUR|79DMG|8RCR|9BPWR
186	45422 33432	   	183.49	DCR|3VULN|2DMG|1DUR	129VULN|3MBVNT|49DUST|5CGEN|6DUR|79DMG|8RCR|9BPWR|aAELBLL
187	45422 33433	   	183.49	DCR|3VULN|2DMG|1DUR	129VULN|3MBVNT|49DUST|5CGEN|6DUR|79DMG|8RCR|9BPWR|aAME
188	46231 15323	   	183.47	DCR|3VULN|1AART|1DMG	169VULN|2CGEN|3AME|4AART|5BELT|7RCR|8DMG|aRMIN
189	45331 35312	   	183.39	DCR|2VULN|1AART|1DMG|1CDMG	12VULN|3LWND|4AART|5BELT|6DMG|7RCR|8ERES|9RCVC|aCDMG
190	35232 63438	   	183.39	DCR|3VULN|2DMG|1DUR	19DUST|269VULN|3DUR|4MBVNT|5CGEN|79DMG|8RCR|9BPWR|aERES
191	42231 35523	   	183.37	DCR|3VULN|1AART|1DMG	189VULN|2TLV|3AME|4AART|5BELT|6DMG|7RCR|aRMIN
192	42431 15323	   	183.37	DCR|3VULN|1AART|1DMG	169VULN|2TLV|3CGEN|4AART|5BELT|7RCR|8DMG|aRMIN
193	42231 55321	   	183.37	DCR|3VULN|1AART|1DMG	19aVULN|26TLV|36AME|4AART|5BELT|6BPWR|7RCR|8DMG
194	31234 58734	 * 	183.30	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	13DUST|2MDPS|4MBVNT|56VULN|7AART|8RCR|9DMG|aASPD
195	33242 31166	 * 	183.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1DUST|2LWND|3DUR|4aDMG|5VULN|6CDMG|7AART|8CGEN|9RCR
196	42631 15323	   	183.27	DCR|3VULN|1AART|1DMG	169VULN|2TLV|3ERES|4AART|5BELT|7RCR|8DMG|aRMIN
197	45432 31432	 * 	183.23	DCR|2VULN|2AART|2CDMG	12VULN|3MBVNT|4aAART|59CDMG|6AELBLL|7FEWX|8RCR
198	45432 33432	   	183.23	DCR|2VULN|2AART|2CDMG	12VULN|3MBVNT|4aAART|59CDMG|6AELBLL|7BEXP|8RCR
199	45432 41432	   	183.23	DCR|2VULN|2AART|2CDMG	12VULN|3MBVNT|4aAART|59CDMG|67LHND|8RCR
200	44433 11121	   	183.23	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2AME|3CGEN|4aAART|56DMG|7DUR|8LWND|9RCR
201	46233 11121	   	183.23	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2CGEN|3AME|4aAART|56DMG|7DUR|8LWND|9RCR
202	21122 56611	   	183.19	DCR|4VULN|1MDPS|1ASPD|2ZMB	18LWND|2MDPS|38ZMB|4DMSP|5678VULN|8BPWR|9ASPD|aRCR
203	41122 26611	   	183.19	DCR|4VULN|1MDPS|1ASPD|2ZMB	1578VULN|2MDPS|38ZMB|4DMSP|68LHND|8BPWR|9ASPD|aRCR
204	42631 25321	   	183.17	DCR|3VULN|1AART|1ASPD	19aVULN|2TLV|38ERES|4AART|5BELT|6ASPD|7RCR
205	45432 14432	   	183.13	DCR|2VULN|2AART|2CDMG	12VULN|3MBVNT|4aAART|59CDMG|6LEGI|7DMSP|8RCR
206	42233 11121	   	183.13	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2TLV|3AME|4aAART|56DMG|7DUR|8LWND|9RCR
207	42433 11121	   	183.13	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2TLV|3CGEN|4aAART|56DMG|7DUR|8LWND|9RCR
208	44633 11121	   	183.13	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2AME|3ERES|4aAART|56DMG|7DUR|8LWND|9RCR
209	13522 36611	   	183.09	DCR|4VULN|1ASPD|2DUR|1AAC	1AAC|28BEXP|3DUST|4578VULN|68DUR|8BPWR|9ASPD|aRCR
210	15225 31221	   	183.04	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR|1SELL	1AAC|2SELL|3ZMB|4TLV|5DUR|6RCR|7VULN|89DMG|aAART
211	42633 11121	   	183.03	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2TLV|3ERES|4aAART|56DMG|7DUR|8LWND|9RCR
212	43622 34113	   	183.02	DCR|2VULN|2AART|1ASPD	18VULN|2LHND|3LWND|4MULARM|56AART|7RCR|9ASPD|aRCVC
213	43433 51322	 * 	183.01	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE	19VULN|2LHND|3RCVC|4AART|5DMG|6ASPD|7BELT|8NUKE|aRCR
214	43435 11322	   	183.01	DCR|2VULN|1AART|1ASPD|1DMG|1NUKE	19VULN|2LHND|3RCVC|4AART|5ASPD|6DMG|7BELT|8NUKE|aRCR
215	36122 36611	   	182.99	DCR|4VULN|1ASPD|1NUKE|2DUR	18DUST|2BEXP|3NUKE|4578VULN|68DUR|8BPWR|9ASPD|aRCR
216	41322 36611	 * 	182.99	DCR|4VULN|1MDPS|1ASPD|1NUKE|2DUR	1578VULN|2MDPS|3NUKE|4DMSP|68DUR|8BPWR|9ASPD|aRCR
217	45211 32521	 * 	182.95	ACR|4VULN|1MDPS|1AART|2CDMG	1258VULN|35MLV|4RCR|5BPWR|67CDMG|9AART|aMDPS
218	35611 11211	 * 	182.89	ACR|3VULN|3DMG|1CDMG	189DUST|289VULN|3LWND|4RCR|5LEGI|6LHND|789DMG|89BPWR|aCDMG
219	35611 21211	   	182.89	ACR|3VULN|3DMG|1CDMG	189DUST|289VULN|3LWND|4RCR|5LEGI|6FEWX|789DMG|89BPWR|aCDMG
220	45333 12312	   	182.87	3VULN|3DMG|2ASPD|1AART|1DUR	129VULN|3LWND|4AART|569DMG|7BELT|89ASPD|9BPWR|aDUR
221	35611 21215	 * 	182.49	ACR|4VULN|3DMG	189DUST|289aVULN|3LWND|4RCR|5LEGI|6FEWX|789DMG|89BPWR
222	25223 11351	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	1LWND|29VULN|3DUR|4MULARM|59AIRARM|6DMG|79ASPD|8RCR|9BPWR|aLHND
223	25223 11352	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	1LWND|29VULN|3DUR|4MULARM|59AIRARM|6DMG|79ASPD|8RCR|9BPWR|aAELBLL
224	25223 11353	   	182.45	DCR|2VULN|2ASPD|1DMG|1DUR	1LWND|29VULN|3DUR|4MULARM|59AIRARM|6DMG|79ASPD|8RCR|9BPWR|aRMIN
225	45431 42342	   	182.41	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3MBVNT|4AART|5RCVC|6CGEN|7BELT|8ASPD|9DMG|aRCR
226	25223 11354	   	182.35	DCR|2VULN|2ASPD|1DMG|1DUR|1MSE	1LWND|29VULN|3DUR|4MULARM|59AIRARM|6DMG|79ASPD|8RCR|9BPWR|aMSE
227	25223 11355	   	182.35	DCR|2VULN|2ASPD|1DMG|1DUR	1LWND|29VULN|3DUR|4MULARM|59AIRARM|6DMG|79ASPD|8RCR|9BPWR|aTSLFST
228	45431 12342	   	182.31	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3MBVNT|4AART|5RCVC|6ERES|7BELT|8ASPD|9DMG|aRCR
229	46123 13132	   	182.25	DCR|3VULN|1ASPD|1CDMG|1DUR	156VULN|2CGEN|3LHND|4LIT|7DUR|8RCR|9ASPD|aCDMG
230	46123 13142	   	182.25	DCR|3VULN|1ASPD|1CDMG|1DUR	156VULN|2CGEN|3LHND|4LIT|7DUR|8RCR|9CDMG|aASPD
231	21136 16322	   	182.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1LWND|2MDPS|3ZMB|4FEWX|57VULN|6AART|8RCR|9DUR|aASPD
232	41134 16322	   	182.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	17VULN|2MDPS|3ZMB|4FEWX|5LWND|6AART|8RCR|9DUR|aASPD
233	41136 16322	   	182.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	17VULN|2MDPS|3ZMB|4FEWX|5LHND|6AART|8RCR|9DUR|aASPD
234	53136 16322	   	182.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1DUR	1MDPS|2LWND|3ZMB|4FEWX|57VULN|6AART|8RCR|9DUR|aASPD
235	35242 22611	   	182.06	DCR|3VULN|1ASPD|1DMG|1DUR	18DUST|258VULN|3DUR|4DMG|678LHND|8BPWR|9ASPD|aRCR
236	23246 22611	   	182.02	DCR|2VULN|2DMG|1ASPD|1DUR	18LWND|268LHND|3DUR|45DMG|78VULN|8BPWR|9ASPD|aRCR
237	45433 32223	   	182.01	DCR|2VULN|2AART|1CDMG|1DUR	12VULN|3MBVNT|48AART|5BEXP|6DUR|7ERES|9RCR|aCDMG
238	45434 31223	   	182.01	DCR|2VULN|2AART|1CDMG|1DUR	12VULN|3MBVNT|46AART|5MLV|7DUR|8DUST|9RCR|aCDMG
239	45241 13332	   	181.95	DCR|3VULN|1ASPD|1DMG|1AAC	124VULN|3MLV|5ASPD|6RMIN|7RCR|8CGEN|9DMG|aAAC
240	21426 22362	   	181.92	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	18LWND|2MDPS|3LHND|48DMG|5DUR|6MLV|78VULN|8BPWR|9ASPD|aRCR
241	46231 15132	   	181.89	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AME|4AART|5BELT|7RCR|8MLV|9ASPD|aCDMG
242	33242 56211	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	18DUST|2LWND|3DUR|4DMG|567VULN|9ASPD|aRCR
243	35242 26211	   	181.86	DCR|3VULN|1ASPD|1DMG|1DUR	18DUST|257VULN|3DUR|4DMG|6LHND|9ASPD|aRCR
244	41536 32232	   	181.86	DCR|3VULN|1MDPS|1ASPD|1DMG|1DUR	157VULN|2MDPS|3FEWX|4DUR|6DMG|8ASPD|9LEGI|aRCR
245	45241 13132	   	181.85	DCR|3VULN|1ASPD|1DMG|1AAC	124VULN|3MLV|5ASPD|6RMIN|7RCR|8TLV|9DMG|aAAC
246	46123 13131	   	181.85	DCR|4VULN|1ASPD|1DUR	156aVULN|2CGEN|3LHND|4LIT|7DUR|8RCR|9ASPD
247	42431 15132	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2TLV|3CGEN|4AART|5BELT|7RCR|8MLV|9ASPD|aCDMG
248	45331 35322	   	181.79	DCR|2VULN|1AART|1DMG|1CDMG	12VULN|39LWND|4AART|5BELT|6DMG|7RCR|8ERES|aCDMG
249	35252 42223	   	181.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUST|2VULN|3DUR|48AART|5MLV|6RMIN|7ASPD|9RCR|aCDMG
250	43246 22211	   	181.72	DCR|2VULN|2DMG|1ASPD|1DUR	17VULN|26LHND|3DUR|45DMG|8DUST|9ASPD|aRCR
251	21236 21262	   	181.72	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	18LWND|2MDPS|38DUST|4DUR|56VULN|78DMG|8BPWR|9ASPD|aRCR
252	31436 21262	   	181.72	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	18DUST|2MDPS|38LWND|4DUR|56VULN|78DMG|8BPWR|9ASPD|aRCR
253	35241 13611	   	181.72	DCR|2VULN|2DMG|1ASPD|1DUR	18DUST|28VULN|3DUR|47DMG|5LEGI|68AELBLL|8BPWR|9ASPD|aRCR
254	53236 21262	   	181.72	DCR|2VULN|1MDPS|2DMG|1ASPD|1DUR	1MDPS|28LWND|38DUST|4DUR|56VULN|78DMG|8BPWR|9ASPD|aRCR
255	43622 34111	   	181.71	DCR|2VULN|2AART|1ASPD	18VULN|2LHND|3LWND|4MULARM|56AART|7RCR|9ASPD|aRPLT
256	45333 52221	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5DMG|6ASPD|7CGEN|8BEXP|9RCR|aDMSP
257	45333 52223	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5DMG|6ASPD|7CGEN|8BEXP|9RCR|aBELT
258	45333 52321	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5DMG|6ASPD|7CGEN|8FEWX|9RCR|aDMSP
259	45333 52323	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5DMG|6ASPD|7CGEN|8FEWX|9RCR|aBELT
260	45335 12221	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5ASPD|6DMG|7CGEN|8BEXP|9RCR|aDMSP
261	45335 12223	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5ASPD|6DMG|7CGEN|8BEXP|9RCR|aBELT
262	45335 12321	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5ASPD|6DMG|7CGEN|8FEWX|9RCR|aDMSP
263	45335 12323	   	181.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5ASPD|6DMG|7CGEN|8FEWX|9RCR|aBELT
264	42631 15132	   	181.69	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2TLV|3ERES|4AART|5BELT|7RCR|8MLV|9ASPD|aCDMG
265	35212 53311	 * 	181.63	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUST|269VULN|3DUR|4RCR|5CGEN|7DMG|8CDMG|aAART
266	35216 43311	   	181.63	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUST|259VULN|3DUR|4RCR|6CGEN|7DMG|8CDMG|aAART
267	46612 33311	   	181.63	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	139VULN|2CGEN|4RCR|5DUST|6DUR|7DMG|8CDMG|aAART
268	33242 53211	   	181.62	DCR|2VULN|2DMG|1ASPD|1DUR	18DUST|2LWND|3DUR|47DMG|56VULN|9ASPD|aRCR
269	21236 21442	   	181.62	DCR|2VULN|2DMG|1MDPS|1ASPD|1DUR	1LWND|2MDPS|3DUST|4DUR|56VULN|79DMG|8ASPD|aRCR
270	35242 53211	   	181.62	DCR|2VULN|2DMG|1ASPD|1DUR	18DUST|25VULN|3DUR|47DMG|6BEXP|9ASPD|aRCR
271	41232 11262	 * 	181.62	DCR|2MDPS|2VULN|2DMG|1ASPD|1DUR	18VULN|25MDPS|38DUST|4DUR|6LHND|78DMG|8BPWR|9ASPD|aRCR
272	41232 21262	   	181.62	DCR|2MDPS|2VULN|2DMG|1ASPD|1DUR	18VULN|25MDPS|38DUST|4DUR|6FEWX|78DMG|8BPWR|9ASPD|aRCR
273	35243 53211	   	181.62	DCR|2VULN|2DMG|1ASPD|1DUR	18DUST|26VULN|3DUR|47DMG|5LWND|9ASPD|aRCR
274	43622 34112	   	181.61	DCR|2VULN|2AART|1ASPD	18VULN|2LHND|3LWND|4MULARM|56AART|7RCR|9ASPD|aMSLREG
275	45135 12121	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3FEWX|4AART|5ASPD|6DMG|7LWND|8TLV|9RCR|aDMSP
276	45135 12123	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3FEWX|4AART|5ASPD|6DMG|7LWND|8TLV|9RCR|aBELT
277	12143 25223	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AAC|2MLV|3FEWX|4AART|5BEXP|67VULN|8ASPD|9RCR|aDMG
278	14243 25223	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AAC|2FEWX|3AME|4AART|5BEXP|67VULN|8ASPD|9RCR|aDMG
279	45333 52222	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|3LWND|4AART|5DMG|6ASPD|7CGEN|8BEXP|9RCR|aMSE
280	45333 52322	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|3LWND|4AART|5DMG|6ASPD|7CGEN|8FEWX|9RCR|aMSE
281	45335 12222	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|3LWND|4AART|5ASPD|6DMG|7CGEN|8BEXP|9RCR|aMSE
282	45335 12322	   	181.60	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|3LWND|4AART|5ASPD|6DMG|7CGEN|8FEWX|9RCR|aMSE
283	35237 33313	   	181.56	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1DUST|25VULN|3DUR|4MBVNT|6SELL|79DMG|8RCR|aCDMG
284	35238 62313	   	181.56	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1DUST|27VULN|3DUR|4MBVNT|5SELL|69DMG|8RCR|aCDMG
285	23216 32341	 * 	181.56	ACR|3VULN|2AART|1DMG|1DUR	1LWND|2LHND|3DUR|4RCR|579VULN|6DMG|8aAART
286	35241 53211	   	181.52	DCR|2VULN|2DMG|1ASPD|1DUR	18DUST|26VULN|3DUR|47DMG|5LEGI|9ASPD|aRCR
287	12144 25223	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AAC|2MLV|3FEWX|4AART|5DUST|67VULN|8ASPD|9RCR|aDMG
288	13244 25223	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AAC|2BEXP|3AME|4AART|5DUST|67VULN|8ASPD|9RCR|aDMG
289	45135 12122	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG|1MSE	12VULN|3FEWX|4AART|5ASPD|6DMG|7LWND|8TLV|9RCR|aMSE
290	45333 26122	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5DMG|6LEGI|7ASPD|8TLV|9RCR|aFEWX
291	45333 26123	   	181.50	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3LWND|4AART|5DMG|6LEGI|7ASPD|8TLV|9RCR|aBELT
292	42231 55332	   	181.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|26TLV|36AME|4AART|5BELT|6BPWR|7RCR|8DMG|9ASPD|aCDMG
293	43211 32341	   	181.46	ACR|3VULN|2AART|1DMG|1DUR	179VULN|2LHND|3DUR|4RCR|5LEGI|6DMG|8aAART
294	41161 23373	 * 	181.45	DCR|2VULN|1MDPS|2DMG|3ZMB	1aVULN|2MDPS|38aZMB|4MBVNT|5VENFST|6BEXP|7aDMG|9RCR|aBPWR
295	35212 53321	 * 	181.39	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUST|26VULN|3DUR|4RCR|5CGEN|79DMG|8CDMG|aAART
296	35216 43321	   	181.39	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	1DUST|25VULN|3DUR|4RCR|6CGEN|79DMG|8CDMG|aAART
297	46612 33321	   	181.39	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	13VULN|2CGEN|4RCR|5DUST|6DUR|79DMG|8CDMG|aAART
