0	Index      	 *	Score 	Summary	Detail	
1	33411 66221	 * 	213.64	DCR|3ASPD|2VULN|1AART|1CDMG|1DUR	138LWND|238ASPD|38BPWR|4MLV|5DUR|6AART|78VULN|9RCR|aCDMG
176	14221 11551	   	187.89	DCR|5VULN|1CDMG|1AAC	1AAC|23578VULN|4RCVC|6RCR|9CDMG|aFEWX
177	14221 11552	   	187.89	DCR|5VULN|1CDMG|1AAC	1AAC|23578VULN|4RCVC|6RCR|9CDMG|aLHND
178	14251 11411	   	187.89	DCR|5VULN|1CDMG|1AAC	1AAC|23457VULN|6RCR|8RPLT|9CDMG|aFEWX
179	33224 23165	   	187.88	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3VULN|4FEWX|5CDMG|6AART|7BELT|8RCR|9DUR|aDMG
180	25111 11526	   	187.87	DCR|4VULN|1ASPD|1ZMB	13RCVC|2578VULN|4ASPD|6RCR|9LWND|aZMB
181	25111 11611	   	187.87	DCR|4VULN|1ASPD|1ZMB	13RCVC|257aVULN|4ASPD|6RCR|8ZMB|9MLV
182	14221 11553	   	187.79	DCR|5VULN|1CDMG|1AAC	1AAC|23578VULN|4RCVC|6RCR|9CDMG|aDUST
183	14251 11151	 * 	187.79	DCR|5VULN|2AAC|1CDMG	18AAC|23457VULN|6RCR|9CDMG|aFEWX
184	14251 11152	   	187.79	DCR|5VULN|2AAC|1CDMG	18AAC|23457VULN|6RCR|9CDMG|aLHND
185	14251 11412	   	187.79	DCR|5VULN|1CDMG|1AAC|1MSE	1AAC|23457VULN|6RCR|8RPLT|9CDMG|aMSE
186	33221 31512	   	187.78	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|367VULN|4FEWX|5LHND|8DUR|9RCR|aAART
187	14221 11612	   	187.77	DCR|4VULN|1DMG|1AAC|1ZMB	1AAC|2357VULN|4RCVC|6RCR|8ZMB|9MLV|aDMG
188	25111 11516	   	187.77	DCR|4VULN|1ASPD|1ZMB	13RCVC|2578VULN|4ASPD|6RCR|9DLOT|aZMB
189	33262 22278	   	187.72	DCR|2VULN|2DMG|1ASPD|1DUR	1LWND|2ASPD|38VULN|4MULARM|5aDMG|6MBVNT|7RCR|9DUR
190	14251 41131	   	187.70	DCR|5VULN|1DMG|1AAC	1AAC|23457VULN|6aFEWX|8RCR|9DMG
191	14251 41132	   	187.70	DCR|5VULN|1DMG|1AAC	1AAC|23457VULN|6FEWX|8RCR|9DMG|aCGEN
192	14251 41133	   	187.70	DCR|5VULN|1DMG|1AAC	1AAC|23457VULN|6FEWX|8RCR|9DMG|aLWND
193	33231 31212	   	187.68	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|367VULN|4DUR|5LHND|8DUST|9RCR|aAART
194	14221 11661	 * 	187.67	DCR|5VULN|1NUKE|1AAC|1ZMB	1AAC|2357aVULN|4RCVC|6RCR|8ZMB|9NUKE
195	14221 11662	 * 	187.67	DCR|4VULN|1DMG|1NUKE|1AAC|1ZMB	1AAC|2357VULN|4RCVC|6RCR|8ZMB|9NUKE|aDMG
196	14221 11663	   	187.67	DCR|4VULN|1NUKE|1AAC|1ZMB	1AAC|2357VULN|4RCVC|6RCR|8ZMB|9NUKE|aLEGI
197	14311 26523	   	187.50	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1AAC	1AAC|24VULN|3MDPS|5LWND|6RCR|7CGEN|8AART|9ASPD|aNUKE
198	14312 21123	   	187.40	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1AAC	1AAC|24VULN|3MDPS|5DUST|6RCR|7AART|8RMIN|9ASPD|aNUKE
199	14312 21323	   	187.40	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1AAC	1AAC|24VULN|3MDPS|5DUST|6RCR|7AART|8MLV|9ASPD|aNUKE
200	14342 21123	   	187.40	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1AAC	1AAC|24VULN|3MDPS|4BPWR|5DUST|6RCR|7AART|8RMIN|9ASPD|aNUKE
201	14342 21323	   	187.40	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1AAC	1AAC|24VULN|3MDPS|4BPWR|5DUST|6RCR|7AART|8MLV|9ASPD|aNUKE
202	14312 26523	   	187.40	DCR|2VULN|1MDPS|1AART|1ASPD|1NUKE|1AAC	1AAC|24VULN|3MDPS|5DUST|6RCR|7CGEN|8AART|9ASPD|aNUKE
203	33255 12336	   	187.33	ACR|2VULN|2DMG|1AART|1ASPD|1ZMB	1LWND|2ASPD|39VULN|4RCR|56DMG|7AART|8LHND|aZMB
204	33452 22224	 * 	187.20	DCR|3ASPD|1AART|1VULN|3DUR	138LWND|238ASPD|38BPWR|4VULN|5ERES|68aDUR|7AART|9RCR
205	53255 13313	   	186.70	ACR|3VULN|3DMG|1ASPD	1BEXP|2ASPD|379VULN|4RCR|56aDMG|8FEWX
206	33255 12222	 * 	186.64	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD	1LWND|2ASPD|39VULN|4RCR|56DMG|7AART|8SPLARM|aRCVC
207	33255 12223	   	186.64	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD	1aLWND|2ASPD|39VULN|4RCR|56DMG|7AART|8SPLARM
208	33255 12224	   	186.64	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD	1LWND|2ASPD|39VULN|4RCR|56DMG|7AART|8SPLARM|aBEXP
209	33255 12225	   	186.64	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD	1LWND|2ASPD|39VULN|4RCR|56DMG|7AART|8SPLARM|aLHND
210	33255 12236	   	186.64	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD	1LWND|2ASPD|3aVULN|4RCR|56DMG|7AART|8SPLARM|9RMIN
211	14312 13536	   	186.61	DCR|4VULN|1MDPS|1AART|2DUR|1AAC	1AAC|2489VULN|3MDPS|58DUST|6AART|78DUR|8BPWR|aRCR
212	33255 12226	   	186.40	ACR|1SPLARM|2VULN|2DMG|1AART|1ASPD|1SELL	1LWND|2ASPD|39VULN|4RCR|56DMG|7AART|8SPLARM|aSELL
213	33262 22276	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|38VULN|4MULARM|5DMG|6MBVNT|7RCR|9DUR|aCDMG
214	33262 22313	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|3aVULN|4MULARM|5DMG|6MBVNT|7RCR|8CDMG|9DUR
215	53262 22363	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3aVULN|4MULARM|5DMG|6MBVNT|7RCR|8CDMG|9DUR
216	53262 22743	   	186.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1BEXP|2ASPD|3aVULN|4MULARM|5DMG|6MBVNT|7RCR|8DUR|9CDMG
217	53262 22844	   	186.38	DCR|2VULN|2ASPD|1DMG|1ZMB	1BEXP|29ASPD|3aVULN|4MULARM|5DMG|6MBVNT|7RCR|8ZMB
218	52534 62324	 * 	186.37	DCR|3ASPD|2DMG|1AART	1aBEXP|2FEWX|3BELT|4MBVNT|59aASPD|6AART|7RCR|8aDMG|aBPWR
219	53231 23216	   	186.35	DCR|2VULN|2ASPD|1DMG|1DUR	1BEXP|28ASPD|39VULN|4DUR|5LWND|6RCR|7CANARM|aDMG
220	33232 23216	   	186.25	DCR|2VULN|2ASPD|1DMG|1DUR	1LWND|28ASPD|39VULN|4DUR|5DUST|6RCR|7CANARM|aDMG
221	33232 25216	   	186.25	DCR|2VULN|2ASPD|1DMG|1DUR	1LWND|28ASPD|39VULN|4DUR|5DUST|6RCR|7TSLFST|aDMG
222	53221 25224	   	186.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1BEXP|2ASPD|38aVULN|4FEWX|5LWND|6RCR|7CDMG|9DUR
223	53231 25234	   	186.25	DCR|3VULN|1ASPD|1CDMG|1DUR	1BEXP|2ASPD|38aVULN|4DUR|5LWND|6RCR|7CDMG|9FEWX
224	25115 11611	   	186.25	DCR|3VULN|2ASPD|1ZMB	13RCVC|27aVULN|45ASPD|6RCR|8ZMB|9MLV
225	14221 33516	   	186.18	DCR|3VULN|1ASPD|1CDMG|1AAC|1ZMB	1AAC|235VULN|4RCVC|6ASPD|7RCR|8CGEN|9CDMG|aZMB
226	53232 21435	 * 	186.14	DCR|2VULN|1AART|1ASPD|3DUR	1BEXP|2ASPD|39VULN|48aDUR|5DUST|6RCR|7AART
227	53235 52311	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	1BEXP|2ASPD|379VULN|4DUR|5DMG|6LIT|8RCR|aLWND
228	53235 52313	   	186.06	DCR|3VULN|1ASPD|1DMG|1DUR	1BEXP|2ASPD|379VULN|4DUR|5DMG|6LIT|8RCR|aMLV
229	53235 52312	   	185.96	DCR|3VULN|1ASPD|1DMG|1DUR	1BEXP|2ASPD|379VULN|4DUR|5DMG|6LIT|8RCR|aERES
230	33221 34155	 * 	185.88	DCR|3VULN|2CDMG|1ASPD|1DUR	18LWND|2ASPD|368VULN|4FEWX|5LHND|78CDMG|8BPWR|9DUR|aRCR
231	33231 34165	   	185.88	DCR|3VULN|2CDMG|1ASPD|1DUR	18LWND|2ASPD|368VULN|4DUR|5LHND|78CDMG|8BPWR|9BEXP|aRCR
232	25111 11143	   	185.85	DCR|4VULN|1ASPD|1DUR	13RCVC|257aVULN|4ASPD|6RCR|8LWND|9DUR
233	25111 11534	   	185.85	DCR|4VULN|1ASPD|1DUR	13RCVC|2578VULN|4ASPD|6RCR|9CGEN|aDUR
234	33231 34125	   	185.78	DCR|3VULN|2CDMG|1ASPD|1DUR	18LWND|2ASPD|368VULN|4DUR|5LHND|78CDMG|8BPWR|9LEGI|aRCR
235	33231 36236	   	185.78	DCR|3VULN|1AART|1ASPD|1DUR	1LWND|2ASPD|369VULN|4DUR|5LHND|7AART|8BEXP|aRCR
236	33141 24261	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LWND|2ASPD|3LIT|4VULN|5DUR|6CDMG|7AAC|8AART|9RCR|aDMG
237	33143 13261	   	185.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC|1DUR	1LWND|2ASPD|3LIT|4VULN|5AAC|6CDMG|7DUR|8AART|9RCR|aDMG
238	14251 33316	   	185.77	DCR|4VULN|1ASPD|1AAC|1ZMB	1AAC|2345VULN|6ASPD|7RCR|8LHND|9RMIN|aZMB
239	14251 33336	   	185.77	DCR|4VULN|1ASPD|1AAC|1ZMB	1AAC|2345VULN|6ASPD|7RCR|8LHND|9AME|aZMB
240	14221 11145	   	185.75	DCR|4VULN|1ASPD|1AAC|1DUR	1AAC|2357VULN|4RCVC|6RCR|8LWND|9DUR|aASPD
241	53231 15336	   	185.68	DCR|3VULN|1AART|1ASPD|1DUR	1BEXP|2ASPD|379VULN|4DUR|5LWND|6AART|8LEGI|aRCR
242	53232 21213	 * 	185.66	DCR|2AART|2ASPD|1VULN|1DUR	1BEXP|2aASPD|3VULN|4DUR|5DUST|6RCR|79AART|8TSLARM
243	53262 22171	 * 	185.65	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1BEXP|28ASPD|3VULN|4MULARM|5DMG|6MBVNT|7RCR|9AART|aMDPS
244	23323 16516	   	185.63	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|28LHND|3LEGI|4FEWX|58VULN|68DMG|7AART|8BPWR|9DUR|aRCR
245	23333 16516	   	185.63	DCR|2VULN|2DMG|1AART|1DUR	1RCVC|28LHND|3LEGI|4BEXP|58VULN|68DMG|7AART|8BPWR|9DUR|aRCR
246	33262 22615	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1LWND|2ASPD|39VULN|4MULARM|5DMG|6MBVNT|7RCR|8RMIN|aAART
247	53262 22272	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	1BEXP|2ASPD|38VULN|4MULARM|5DMG|6MBVNT|7RCR|9AART|aLIT
248	33254 23142	 * 	185.57	ACR|2AART|2ASPD|1VULN|1DMG|1CDMG	17LWND|29ASPD|3VULN|4RCR|5CDMG|6aAART|8DMG
249	13262 52115	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG|1AAC	1AAC|2LWND|39VULN|4MULARM|5DMG|6MBVNT|7RCR|8ASPD|aAART
250	25111 11155	   	185.47	DCR|3VULN|1AART|1ASPD	13RCVC|257VULN|4ASPD|6RCR|8LWND|9LHND|aAART
251	25111 11235	   	185.47	DCR|3VULN|1AART|1ASPD	13RCVC|257VULN|4ASPD|6RCR|8AME|9RMIN|aAART
252	25111 11245	   	185.47	DCR|3VULN|1AART|1ASPD	13RCVC|257VULN|4ASPD|6RCR|8AME|9MLV|aAART
253	14221 13365	   	185.37	DCR|3VULN|1AART|1ASPD|1AAC	1AAC|235VULN|4RCVC|6RCR|7AME|8LHND|9ASPD|aAART
254	25111 11322	   	185.37	DCR|3VULN|1AART|1ASPD|1AAC	13RCVC|257VULN|4ASPD|6RCR|8AAC|9AART|aFEWX
255	25111 11323	   	185.37	DCR|3VULN|1AART|1ASPD|1AAC	13RCVC|257VULN|4ASPD|6RCR|8AAC|9AART|aCGEN
256	25111 11326	   	185.37	DCR|3VULN|1AART|1ASPD|1AAC	13RCVC|257VULN|4ASPD|6RCR|8AAC|9AART|aLWND
257	33255 12331	   	185.30	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LWND|2ASPD|39VULN|4RCR|56DMG|7AART|8LHND|aDUR
258	33255 12413	   	185.30	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	1LWND|2ASPD|38VULN|4RCR|56DMG|7AART|9BELT|aDUR
259	14221 12365	   	185.27	DCR|3VULN|1AART|1ASPD|1AAC	1AAC|235VULN|4RCVC|6RCR|7ERES|8LHND|9ASPD|aAART
260	53525 11122	   	184.74	DCR|3ASPD|1VULN|1AART|1ZMB	1BEXP|258ASPD|3DMSP|4RCVC|6RCR|7VULN|9AART|aZMB
261	62115 11122	   	184.74	DCR|3ASPD|1VULN|1AART|1ZMB	12FEWX|3RCVC|458ASPD|6RCR|7VULN|9AART|aZMB
262	11115 11122	   	184.64	DCR|3ASPD|1AART|1VULN|1AAC|1ZMB	1AAC|2CGEN|3RCVC|458ASPD|6RCR|7VULN|9AART|aZMB
263	12115 11122	   	184.64	DCR|3ASPD|1VULN|1AART|1AAC|1ZMB	1AAC|2MLV|3RCVC|458ASPD|6RCR|7VULN|9AART|aZMB
264	53221 25152	   	184.34	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1BEXP|28ASPD|3VULN|4FEWX|5LWND|6RCR|7CDMG|9ZMB|aDMG
265	53222 25152	   	184.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1BEXP|28ASPD|3VULN|4FEWX|5DUST|6RCR|7CDMG|9ZMB|aDMG
266	21115 11133	   	184.24	DCR|3ASPD|1VULN|1DMG|2DUR	13RCVC|2aDUR|458ASPD|6RCR|7VULN|9DMG
267	25111 11145	   	184.22	DCR|3VULN|2ASPD|1DUR	13RCVC|257VULN|4aASPD|6RCR|8LWND|9DUR
268	25115 11143	   	184.22	DCR|3VULN|2ASPD|1DUR	13RCVC|27aVULN|45ASPD|6RCR|8LWND|9DUR
269	14221 33266	   	184.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1AAC|235VULN|4RCVC|69ASPD|7RCR|8BEXP|aZMB
270	14221 33366	   	184.15	DCR|3VULN|2ASPD|1AAC|1ZMB	1AAC|235VULN|4RCVC|69ASPD|7RCR|8LHND|aZMB
271	33254 25211	   	183.96	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|37VULN|4RCR|5CDMG|6AART|8DUR|9DMG|aCGEN
272	33254 25212	   	183.96	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|37VULN|4RCR|5CDMG|6AART|8DUR|9DMG|aFEWX
273	33254 25213	   	183.96	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1LWND|2ASPD|37VULN|4RCR|5CDMG|6AART|8DUR|9DMG|aMLV
274	53222 21531	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|3aVULN|4FEWX|5DUST|6RCR|7AART|8LIT|9CDMG
275	53222 25221	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|38VULN|4FEWX|5DUST|6RCR|7CDMG|9AART|aRPLT
276	53222 25223	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|38VULN|4FEWX|5DUST|6RCR|7CDMG|9AART|aDMSP
277	53222 25224	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|38VULN|4FEWX|5DUST|6RCR|7CDMG|9AART|aLHND
278	53243 21531	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|3aVULN|4DUST|5FEWX|6RCR|7AART|8LIT|9CDMG
279	53243 25221	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|38VULN|4DUST|5FEWX|6RCR|7CDMG|9AART|aRPLT
280	53243 25223	   	183.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|38VULN|4DUST|5FEWX|6RCR|7CDMG|9AART|aDMSP
281	25111 11533	   	183.75	DCR|4VULN|1MDPS|1ASPD	13RCVC|2578VULN|4ASPD|6RCR|9CGEN|aMDPS
282	33253 25223	 * 	183.72	ACR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR|1SELL	1LWND|2ASPD|37VULN|4RCR|5SELL|6AART|8DUR|9CDMG|aNUKE
283	25112 25611	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	13RCVC|27VULN|4ASPD|5DMG|6AART|8RCR|9LHND|aLWND
284	25112 25612	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	13RCVC|27VULN|4ASPD|5DMG|6AART|8RCR|9LHND|aLIT
285	25112 25623	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	13RCVC|27VULN|4ASPD|5DMG|6AART|8RCR|9RPLT|aRMIN
286	25112 25631	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	13RCVC|27VULN|4ASPD|5DMG|6AART|8RCR|9aLWND
287	25112 25633	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	13RCVC|27VULN|4ASPD|5DMG|6AART|8RCR|9LWND|aLIT
288	25112 21624	   	183.70	DCR|2VULN|1AART|1ASPD|1DMG	13RCVC|2aVULN|4ASPD|5DMG|6AART|7AELBLL|8RCR|9RPLT
289	53222 25222	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|38VULN|4FEWX|5DUST|6RCR|7CDMG|9AART|aTLV
290	53222 25226	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	1BEXP|2ASPD|38VULN|4FEWX|5DUST|6RCR|7CDMG|9AART|aSELL
291	53243 25222	   	183.69	DCR|2VULN|1AART|1ASPD|1CDMG	1BEXP|2ASPD|38VULN|4DUST|5FEWX|6RCR|7CDMG|9AART|aTLV
292	53231 25352	   	183.67	DCR|1VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1BEXP|2ASPD|3VULN|48DUR|5LWND|6RCR|7CDMG|9ZMB|aDMG
293	21115 12263	   	183.65	DCR|2DMG|2ASPD|1VULN|1DUR	13RCVC|2DUR|45ASPD|6RCR|7aDMG|8BEXP|9VULN
294	25111 11543	   	183.65	DCR|4VULN|1MDPS|1ASPD	13RCVC|2578VULN|4ASPD|6RCR|9ERES|aMDPS
