0	Index      	 *	Score 	Summary	Detail	
1	33122 63354	 * 	196.99	DCR|2AART|2DMG|1VULN|2CDMG|3DUR	14aDUR|2aDMG|39AART|5VULN|6RCR|7DUST|8aCDMG|aBPWR
165	34122 31612	   	170.99	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	14DUR|2AART|3ASPD|56aVULN|7CGEN|8RCR|9ZMB
166	34222 32211	   	170.60	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	14DUR|2AART|3DMG|56VULN|7BEXP|8ASPD|9ZMB|aRCR
167	54221 11411	   	170.60	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	1FEWX|2AART|3DMG|46DUR|5ASPD|78VULN|9ZMB|aRCR
168	32324 53263	   	170.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2LEGI|3RCR|4CGEN|5BEXP|6AART|7DMG|89aVULN
169	34222 34211	   	170.50	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	14DUR|2AART|3DMG|56VULN|7DUST|8ASPD|9ZMB|aRCR
170	34241 11411	   	170.50	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|2AART|3DMG|4DUST|5ASPD|78VULN|9ZMB|aRCR
171	24331 53263	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2DUR|3RCR|4DUST|5ERES|6AART|7DMG|89aVULN
172	32334 53263	   	170.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2LEGI|3RCR|4DUST|5CGEN|6AART|7DMG|89aVULN
173	33325 61352	 * 	170.40	DCR|3DMG|1AART|2ASPD|2DUR	1aDUR|25aDMG|3LWND|4AART|6RCR|7FEWX|8RMIN|9aASPD|aBPWR
174	32331 53263	   	170.34	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2LEGI|3RCR|4DUST|5ERES|6AART|7DMG|89aVULN
175	33122 64438	   	170.24	DCR|2AART|1VULN|1DMG|3DUR|1ZMB	148DUR|2DMG|3aAART|5VULN|6RCR|7MBVNT|9ZMB
176	41134 65323	   	170.16	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1ZMB|2BEXP|3AART|4MBVNT|58DUR|6DMG|7RCR|9aVULN
177	34522 53331	   	170.11	DCR|3VULN|2AART|1ZMB|1DUR	1DUR|2aAART|3LEGI|4LHND|569VULN|7ZMB|8RCR
178	33122 32211	   	170.00	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	14DUR|2DMG|3AART|56VULN|7BEXP|8ASPD|9ZMB|aRCR
179	33122 34211	   	169.90	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	14DUR|2DMG|3AART|56VULN|7DUST|8ASPD|9ZMB|aRCR
180	33141 11411	   	169.90	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|2DMG|3AART|4DUST|5ASPD|78VULN|9ZMB|aRCR
181	34432 23411	   	169.82	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|23AART|4MLV|58VULN|6DMG|7LHND|9ZMB|aRCR
182	34433 21411	   	169.82	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|23AART|4MLV|5LHND|6DMG|78VULN|9ZMB|aRCR
183	33152 63334	   	169.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUR|2aDMG|3AART|4DMSP|5VULN|6RCR|7DUST|8CDMG|9ERES
184	33324 11323	   	169.77	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	1DUR|2DMG|3LWND|48AART|5RCR|6LHND|7ASPD|9aVULN
185	54225 31333	   	169.75	DCR|2VULN|2DMG|1AART|1DUR	1FEWX|2AART|35DMG|4DUR|6aVULN|7BEXP|8RCR|9CGEN
186	33152 45334	   	169.75	DCR|2VULN|2DMG|1AART|2DUR	18DUR|28DMG|3AART|4DMSP|58VULN|6MBVNT|7RPLT|8BPWR|9BELT|aRCR
187	34222 63352	   	169.67	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|29AART|3DMG|5VULN|6RCR|7DUST|8CDMG|aDMSP
188	13631 51122	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2DMSP|35VULN|4ASPD|6RCR|79DMG|8FEWX|aAART
189	13631 51232	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2DMSP|35VULN|4ASPD|6RCR|78DMG|9BEXP|aAART
190	13631 51622	   	169.65	DCR|2VULN|2DMG|1AART|1ASPD	1ERES|2DMSP|35VULN|4ASPD|6RCR|79DMG|8BEXP|aAART
191	33411 12324	   	169.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|26DMG|3CDMG|4FEWX|5ZMB|7LHND|8VULN|9RCR|aAART
192	33461 13322	   	169.62	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|26DMG|3CDMG|4LWND|5ZMB|7LHND|8VULN|9RCR|aAART
193	34222 63351	   	169.57	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|29AART|3DMG|5VULN|6RCR|7DUST|8CDMG|aLSRHEA
194	23134 65273	   	169.52	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2MLV|3AART|4MBVNT|5DUR|6DMG|7RCR|89aVULN
195	33461 12322	   	169.52	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|26DMG|3CDMG|4LWND|5ZMB|7LEGI|8VULN|9RCR|aAART
196	33431 24137	   	169.47	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7MLV|8AART|9VULN|aASPD
197	31325 11411	   	169.40	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	16DUR|2FEWX|3ASPD|4AART|5DMG|78VULN|9ZMB|aRCR
198	33321 56411	   	169.40	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|1ASPD	17DUR|2DMG|3LWND|4AART|5ASPD|68VULN|9ZMB|aRCR
199	33431 21137	   	169.37	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ERES|8AART|9VULN|aASPD
200	33431 25137	   	169.37	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7TLV|8AART|9VULN|aASPD
201	43611 51212	   	169.27	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2DMSP|359VULN|4CGEN|6RCR|7ASPD|8DMG|aCDMG
202	33144 21116	   	169.23	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|29DMG|3AART|4DUST|5RCR|6SELL|7LIT|8aVULN
203	34222 62226	   	169.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2AART|3DMG|5aVULN|6RCR|7RCVC|8ASPD|9FEWX
204	34222 62231	   	169.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2AART|3DMG|59VULN|6RCR|7RCVC|8ASPD|aLIT
205	34222 62236	   	169.20	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2AART|3DMG|59VULN|6RCR|7RCVC|8ASPD|aCGEN
206	33325 34481	   	169.15	DCR|2VULN|2DMG|1AART|2DUR	19DUR|25DMG|39LWND|4AART|69VULN|7MBVNT|8RCVC|9BPWR|aRCR
207	11152 13411	   	169.12	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1ERES|2BEXP|34AART|58VULN|6DUR|7DMG|9ZMB|aRCR
208	33142 26411	   	169.12	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|2DMG|37AART|4DUST|5RMIN|68VULN|9ZMB|aRCR
209	35153 21411	   	169.12	DCR|2AART|2VULN|1DMG|1ZMB|1DUR	1DUR|2ERES|34AART|5LHND|6DMG|78VULN|9ZMB|aRCR
210	34222 62232	   	169.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2AART|3DMG|59VULN|6RCR|7RCVC|8ASPD|aDUST
211	34222 62233	   	169.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2AART|3DMG|59VULN|6RCR|7RCVC|8ASPD|aTLV
212	34222 62235	   	169.10	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2AART|3DMG|59VULN|6RCR|7RCVC|8ASPD|aLEGI
213	33122 63352	   	169.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2DMG|39AART|5VULN|6RCR|7DUST|8CDMG|aDMSP
214	33122 63366	   	169.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2DMG|3aAART|5VULN|6RCR|7DUST|8CDMG|9LWND
215	33152 63353	   	169.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2DMG|39AART|4DMSP|5VULN|6RCR|7DUST|8CDMG
216	36326 41424	   	169.05	DCR|2VULN|2DMG|1AART|2DUR	16DUR|2MBVNT|3RMIN|4AART|56DMG|6BPWR|78VULN|9FEWX|aRCR
217	33122 63351	   	168.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2DMG|39AART|5VULN|6RCR|7DUST|8CDMG|aLSRHEA
218	33122 63356	   	168.97	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	14DUR|2DMG|39AART|5VULN|6RCR|7DUST|8CDMG|aMBVNT
219	36326 41464	   	168.95	DCR|2VULN|2DMG|1AART|2DUR	16DUR|2MBVNT|3RMIN|4AART|56DMG|6BPWR|78VULN|9DUST|aRCR
220	23611 61338	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1LWND|2MLV|349VULN|5DUR|6RCR|7MBVNT|8AART|aDMG
221	36326 25413	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3RMIN|4AART|5DMG|68aVULN|7RCR|9FEWX
222	36326 25443	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3RMIN|4AART|5DMG|68aVULN|7RCR|9BEXP
223	36426 45243	   	168.92	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3CGEN|4AART|5DMG|6LHND|7RCR|89aVULN
224	34222 11631	   	168.91	DCR|2AART|2VULN|1DMG|2DUR	14DUR|26AART|3DMG|59VULN|7CGEN|8RCR|aLIT
225	34222 11635	   	168.91	DCR|2AART|2VULN|1DMG|2DUR	14DUR|26AART|3DMG|59VULN|7CGEN|8RCR|aDMSP
226	34432 13631	   	168.91	DCR|2AART|2VULN|1DMG|2DUR	16DUR|23AART|4MLV|59VULN|7DMG|8RCR|aLIT
227	33431 22524	   	168.87	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|8LHND|9AART|aVULN
228	33431 24134	 * 	168.85	ACR|2DMG|1AART|1VULN|2CDMG|1DUR	1DUR|26DMG|3aCDMG|4MBVNT|5RCR|7MLV|8AART|9VULN
229	34222 11632	   	168.81	DCR|2AART|2VULN|1DMG|2DUR	14DUR|26AART|3DMG|59VULN|7CGEN|8RCR|aDUST
230	34222 11633	   	168.81	DCR|2AART|2VULN|1DMG|2DUR	14DUR|26AART|3DMG|59VULN|7CGEN|8RCR|aTLV
231	34432 13632	   	168.81	DCR|2AART|2VULN|1DMG|2DUR	16DUR|23AART|4MLV|59VULN|7DMG|8RCR|aDUST
232	34432 13633	   	168.81	DCR|2AART|2VULN|1DMG|2DUR	16DUR|23AART|4MLV|59VULN|7DMG|8RCR|aTLV
233	33324 21116	   	168.73	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|29DMG|3LWND|4AART|5RCR|6SELL|7LIT|8aVULN
234	33122 63365	   	168.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	14DUR|2DMG|3AART|5VULN|6RCR|7DUST|8CDMG|9LWND|aZMB
235	33325 33511	   	168.62	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|25DMG|3LWND|48AART|6VULN|7RMIN|9ZMB|aRCR
236	33122 61635	   	168.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|5aVULN|6RCR|7FEWX|8LIT|9ASPD
237	33122 62226	   	168.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|5aVULN|6RCR|7RCVC|8ASPD|9FEWX
238	33122 62231	   	168.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|59VULN|6RCR|7RCVC|8ASPD|aLIT
239	33122 62236	   	168.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|59VULN|6RCR|7RCVC|8ASPD|aCGEN
240	33325 31323	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6aVULN|7BEXP|8RCR|9CGEN
241	33325 31331	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|69VULN|7BEXP|8RCR|aDMSP
242	33325 31333	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|69VULN|7BEXP|8RCR|aCGEN
243	33325 31353	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6aVULN|7BEXP|8RCR|9LHND
244	33325 33613	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6aVULN|7RMIN|8RCR|9FEWX
245	33325 33643	   	168.55	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6aVULN|7RMIN|8RCR|9BEXP
246	33325 21511	   	168.52	DCR|2AART|2DMG|1VULN|1ZMB|1DUR	1DUR|25DMG|3LWND|48AART|6ERES|7VULN|9ZMB|aRCR
247	33122 62232	   	168.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|59VULN|6RCR|7RCVC|8ASPD|aDUST
248	33122 62233	   	168.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|59VULN|6RCR|7RCVC|8ASPD|aTLV
249	33122 62235	   	168.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|59VULN|6RCR|7RCVC|8ASPD|aLEGI
250	33122 62256	   	168.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	14DUR|2DMG|3AART|5aVULN|6RCR|7RCVC|8ASPD|9DUST
251	33122 63635	   	168.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	14DUR|2aDMG|3AART|5VULN|6RCR|7DUST|8LIT|9ASPD
252	44233 61313	 * 	168.48	DCR|3VULN|2FLTHEA|1DMG|1ZMB|1DUR	1ZMB|2RPLT|35FLTHEA|45aVULN|5BPWR|6CGEN|7DMG|8DUR|9RCR
253	34222 31611	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|3DMG|56VULN|7CGEN|8RCR|9ZMB|aRMIN
254	34222 31613	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|3DMG|56VULN|7CGEN|8RCR|9ZMB|aFEWX
255	34222 31615	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|3DMG|56VULN|7aCGEN|8RCR|9ZMB
256	34222 31616	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|3DMG|56VULN|7CGEN|8RCR|9ZMB|aBEXP
257	34226 21612	   	168.46	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2AART|3DMG|5RCVC|6aVULN|7CGEN|8RCR|9ZMB
258	33325 21613	   	168.45	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6ERES|7aVULN|8RCR|9FEWX
259	33325 21643	   	168.45	DCR|2VULN|2DMG|1AART|1DUR	1DUR|25DMG|3LWND|4AART|6ERES|7aVULN|8RCR|9BEXP
260	32315 51263	   	168.42	ACR|3VULN|1AART|1ZMB|1ASPD|1DUR	1DUR|2LEGI|3RCR|4LWND|5ZMB|6AART|7ASPD|89aVULN
261	13631 51142	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ERES|2DMSP|35aVULN|4ASPD|6RCR|7DMG|8FEWX|9AART
262	33122 11631	   	168.31	DCR|2AART|2VULN|1DMG|2DUR	14DUR|2DMG|36AART|59VULN|7CGEN|8RCR|aLIT
263	33122 11635	   	168.31	DCR|2AART|2VULN|1DMG|2DUR	14DUR|2DMG|36AART|59VULN|7CGEN|8RCR|aDMSP
264	33126 21636	   	168.31	DCR|2AART|2VULN|1DMG|2DUR	14DUR|2DMG|3aAART|5RCVC|69VULN|7CGEN|8RCR
265	33431 22626	   	168.27	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|8VULN|9RMIN|aAART
266	33431 22638	   	168.27	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|8VULN|9BEXP|aAART
267	33431 22418	   	168.27	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|8BEXP|9VULN|aAART
268	33431 22515	   	168.27	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|8LHND|9VULN|aAART
269	33431 24486	   	168.27	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7MLV|8ASPD|9VULN|aAART
270	33122 11632	   	168.21	DCR|2AART|2VULN|1DMG|2DUR	14DUR|2DMG|36AART|59VULN|7CGEN|8RCR|aDUST
271	33122 11633	   	168.21	DCR|2AART|2VULN|1DMG|2DUR	14DUR|2DMG|36AART|59VULN|7CGEN|8RCR|aTLV
272	33431 21366	   	168.17	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ERES|8VULN|9ASPD|aAART
273	33431 22286	   	168.17	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|8ERES|9VULN|aAART
274	33431 22646	   	168.17	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|26DMG|3CDMG|4MBVNT|5RCR|7ASPD|8VULN|9ERES|aAART
275	34422 53332	   	168.10	DCR|2AART|2VULN|1CDMG|1ZMB|1DUR	1DUR|23AART|4LEGI|5LHND|69VULN|7ZMB|8RCR|aCDMG
276	33324 23434	   	168.08	ACR|2AART|2VULN|1DMG|2DUR|1SELL	1aDUR|2DMG|3aLWND|47AART|5RCR|6SELL|8RCVC|9aVULN|aBPWR
277	54236 32423	   	168.07	DCR|2AART|2DMG|1VULN|1DUR|1SELL	1FEWX|29AART|38DMG|4MBVNT|5VULN|6RCR|7SELL|aDUR
278	41134 34582	   	168.00	DCR|2AART|2VULN|2ZMB|2DUR	19ZMB|2BEXP|38AART|4MBVNT|59DUR|6RCR|79VULN|9BPWR|aLWND
279	33422 26326	   	167.95	DCR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1DUR|2aDMG|3CDMG|4ERES|5aZMB|6LWND|7RMIN|8aVULN|9RCR|aBPWR
280	41134 34581	   	167.90	DCR|2AART|2VULN|2ZMB|2DUR	19ZMB|2BEXP|38AART|4MBVNT|59DUR|6RCR|79VULN|9BPWR|aLEGI
281	41134 34584	   	167.90	DCR|2AART|2VULN|2ZMB|2DUR	19ZMB|2BEXP|38AART|4MBVNT|59DUR|6RCR|79VULN|9BPWR|aDUST
282	31324 24224	 * 	167.88	ACR|2AART|2VULN|3ASPD|2DUR|1SELL	1aDUR|2FEWX|37aASPD|49AART|5RCR|6SELL|8aVULN|aBPWR
283	31324 24334	 * 	167.88	ACR|2AART|2VULN|3ASPD|2DUR|1SELL	1aDUR|2FEWX|37aASPD|48AART|5RCR|6SELL|9aVULN|aBPWR
284	54136 31243	   	167.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2AART|3ASPD|4MBVNT|5aVULN|6RCR|7DMG|8CGEN|9ZMB
285	54236 31243	   	167.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1FEWX|2AART|3DMG|4MBVNT|5aVULN|6RCR|7ASPD|8CGEN|9ZMB
286	33122 31611	   	167.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2DMG|3AART|56VULN|7CGEN|8RCR|9ZMB|aRMIN
287	33122 31613	   	167.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2DMG|3AART|56VULN|7CGEN|8RCR|9ZMB|aFEWX
288	33122 31615	   	167.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2DMG|3AART|56VULN|7aCGEN|8RCR|9ZMB
289	33122 31616	   	167.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2DMG|3AART|56VULN|7CGEN|8RCR|9ZMB|aBEXP
290	33126 15612	   	167.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2DMG|3AART|5RCVC|6MLV|7aVULN|8RCR|9ZMB
291	33126 21612	   	167.86	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	14DUR|2DMG|3AART|5RCVC|6aVULN|7CGEN|8RCR|9ZMB
292	41136 33247	   	167.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1ZMB|2BEXP|39AART|4MBVNT|5VULN|6RCR|7DMG|8CGEN|aCDMG
293	33431 26121	 * 	167.83	ACR|2DMG|1AART|2CDMG|2ASPD|2DUR	1aDUR|26DMG|3aCDMG|4MBVNT|5RCR|7BELT|8AART|9aASPD|aBPWR
294	13631 51152	   	167.82	DCR|3VULN|1AART|1DMG|1ASPD	19ERES|2DMSP|359VULN|4ASPD|6RCR|7DMG|89FEWX|9BPWR|aAART
295	34252 31631	   	167.82	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2AART|3DMG|4DMSP|569VULN|7CGEN|8RCR|aLIT
296	63611 61213	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	1LHND|2MLV|348VULN|5DUR|6RCR|7MBVNT|9DMG|aAART
297	34252 31632	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2AART|3DMG|4DMSP|569VULN|7CGEN|8RCR|aDUST
298	34252 31633	   	167.72	DCR|3VULN|1AART|1DMG|1DUR	1DUR|2AART|3DMG|4DMSP|569VULN|7CGEN|8RCR|aTLV
299	34511 13612	 * 	167.62	DCR|2AART|2DMG|3DUR|2ZMB	14aDUR|26AART|3LEGI|5RMIN|7aDMG|8RCR|9aZMB|aBPWR
300	33152 43481	   	167.61	DCR|3VULN|1AART|1DMG|2DUR	19DUR|2DMG|3AART|4DMSP|589VULN|6MBVNT|79DUST|9BPWR|aRCR
301	11152 64434	   	167.61	DCR|2AART|2VULN|1DMG|1DUR	1ERES|2BEXP|34AART|59VULN|6RCR|7MBVNT|8DUR|aDMG
302	36324 13837	   	167.61	DCR|2AART|2VULN|1DMG|2DUR	15DUR|2MBVNT|3RMIN|46AART|7DMG|8RCR|9aVULN
303	23135 64273	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1LWND|2MLV|3AART|4MBVNT|5RCR|6DMG|7DUR|89aVULN
304	52135 43473	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1FEWX|2CGEN|3AART|4MBVNT|5RCR|6DUR|7DMG|89aVULN
305	26333 12134	   	167.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	14LWND|24LHND|3RCR|4BPWR|5ASPD|6CDMG|7aDMG|8AART|9VULN
306	66333 12134	   	167.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	14LHND|24LWND|3RCR|4BPWR|5ASPD|6CDMG|7aDMG|8AART|9VULN
307	54236 32332	   	167.47	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9RCVC|aDMSP
308	54236 32334	   	167.47	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9RCVC|aBEXP
309	54236 32341	   	167.47	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9BEXP|aLIT
310	54236 32342	   	167.47	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9BEXP|aCGEN
311	54236 32344	   	167.47	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9BEXP|aLHND
312	26313 12134	   	167.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LWND|24LHND|3RCR|5ASPD|6CDMG|7aDMG|8AART|9VULN
313	26323 12134	   	167.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	14LWND|2LHND|3RCR|5ASPD|6CDMG|7aDMG|8AART|9VULN
314	66313 12134	   	167.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	14LHND|2LWND|3RCR|5ASPD|6CDMG|7aDMG|8AART|9VULN
315	66323 12134	   	167.43	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|24LWND|3RCR|5ASPD|6CDMG|7aDMG|8AART|9VULN
316	33431 21717	 * 	167.43	ACR|2VULN|2DMG|2CDMG|2DUR	1aDUR|26DMG|3aCDMG|4MBVNT|5RCR|7ERES|8BEXP|9aVULN|aBPWR
317	25135 63442	   	167.40	ACR|2AART|2DMG|1VULN|1ZMB	1LWND|2CGEN|38AART|4MBVNT|5RCR|69DMG|7ZMB|aVULN
318	52135 63442	   	167.40	ACR|2AART|2DMG|1VULN|1ZMB	1FEWX|2CGEN|38AART|4MBVNT|5RCR|69DMG|7ZMB|aVULN
319	54236 32311	   	167.37	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9DUST|aLIT
320	54236 32312	   	167.37	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9DUST|aCGEN
321	54236 32314	   	167.37	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9DUST|aLHND
322	54236 32331	   	167.37	DCR|2VULN|2DMG|1AART|1SELL	18FEWX|2AART|38DMG|4MBVNT|58VULN|6RCR|7SELL|8BPWR|9RCVC|aLSRHEA
323	33152 62512	   	167.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2DMG|3AART|4DMSP|5aVULN|6RCR|7RCVC|8CGEN|9ZMB
324	34244 33223	 * 	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2AART|3DMG|4DUST|5RCR|67ZMB|8BEXP|9aVULN
325	34244 33323	   	167.34	ACR|2VULN|1AART|1DMG|2ZMB|1DUR	1DUR|2AART|3DMG|4DUST|5RCR|67ZMB|8LHND|9aVULN
326	33152 11636	   	167.28	DCR|3AART|2VULN|1DMG|1DUR	1DUR|2DMG|36aAART|4DMSP|59VULN|7CGEN|8RCR
