0	Index      	 *	Score 	Summary	Detail	
1	23122 43551	 * 	191.03	DCR|3VULN|2DMG|1AART|1ZMB|1SELL	1MLV|289VULN|3SELL|4aDMG|5ZMB|6RCR|7AART
163	33245 21263	   	170.53	ACR|2DMG|2AART|1VULN|1DUR	1RCR|2LIT|3LHND|4DUR|56DMG|7aAART|8LEGI|9VULN
164	33334 13351	   	170.43	ACR|2VULN|2DMG|1AART	1RCR|29LIT|3ERES|4LEGI|5RPLT|6AART|79VULN|89DMG|9BPWR|aFEWX
165	33334 13352	   	170.43	ACR|2VULN|2DMG|1AART	1RCR|29LIT|3ERES|4LEGI|5RPLT|6AART|79VULN|89DMG|9BPWR|aBEXP
166	33334 13353	   	170.43	ACR|2VULN|2DMG|1AART	1RCR|29LIT|3ERES|4LEGI|5RPLT|6AART|79VULN|89DMG|9BPWR|aMLV
167	33334 13356	   	170.33	ACR|2VULN|2DMG|1AART	1RCR|29LIT|3ERES|4LEGI|5RPLT|6AART|79VULN|89DMG|9BPWR|aTLV
168	31135 33115	   	170.32	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1RCR|2DUST|3ASPD|4CDMG|5DMG|6DUR|79aVULN|8LIT
169	12313 82327	   	170.25	DCR|2VULN|2DMG|1AART|1DUR	1aDUST|2MBVNT|35RPLT|4DUR|6RCR|7aDMG|8aVULN|9AART|aBPWR
170	31133 22436	   	170.21	ACR|2DMG|1AART|3ASPD|2CDMG	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7FEWX|89DMG|aAART
171	33215 31663	   	170.19	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8RPLT|9ZMB|aASPD
172	12318 82327	   	170.15	DCR|2VULN|2DMG|1AART|1DUR	15aDUST|2MBVNT|3RPLT|4DUR|6RCR|7aDMG|8aVULN|9AART|aBPWR
173	31231 23213	 * 	170.15	ACR|5VULN|1CDMG|1DUR	1RCR|2DUST|3CDMG|4DUR|5678aVULN|9ERES
174	31311 42326	   	170.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1RCR|2aDUST|3RPLT|4aDUR|5DMG|6ASPD|7NUKE|8aVULN|9AART|aBPWR
175	23123 41151	   	170.11	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1aMLV|2aVULN|3SELL|47DMG|5ASPD|6RCR|8aERES|9AART|aBPWR
176	23123 41451	   	170.11	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	1aMLV|2aVULN|3SELL|47DMG|5ASPD|6RCR|8aTLV|9AART|aBPWR
177	31163 21432	   	169.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4VULN|5ZMB|6LSRHEA|7AART|8aDMG|9CGEN
178	31163 21436	   	169.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4aVULN|5ZMB|6LSRHEA|7AART|8DMG|9CGEN
179	31163 21416	   	169.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCR|29DUST|3ASPD|4aVULN|5ZMB|6LSRHEA|7AART|8DMG
180	33215 31252	   	169.83	ACR|2VULN|2DMG|1AART	1RCR|2LIT|3LHND|49VULN|56DMG|7AART|8DMSP|aCGEN
181	33215 31253	   	169.83	ACR|2VULN|2DMG|1AART	1RCR|2LIT|3LHND|49VULN|56DMG|7AART|8DMSP|aMLV
182	33215 31353	   	169.83	ACR|2VULN|2DMG|1AART	1RCR|2LIT|3LHND|49VULN|56DMG|7AART|8LWND|aCGEN
183	33215 31356	   	169.83	ACR|2VULN|2DMG|1AART	1RCR|2LIT|3LHND|49VULN|56DMG|7AART|8LWND|aDMSP
184	33333 21645	   	169.83	ACR|2VULN|2DMG|1AART	1RCR|2aLIT|3ERES|4LEGI|5RMIN|6aDMG|7AART|8RPLT|9aVULN|aBPWR
185	62141 71271	 * 	169.79	DCR|4VULN|1AART|2DUR|1ASPD	15DUR|2MBVNT|3ASPD|467aVULN|8RCR|9AART
186	33215 31251	   	169.73	ACR|2VULN|2DMG|1AART	1RCR|2LIT|3LHND|49VULN|56DMG|7AART|8DMSP|aDUST
187	33215 31354	   	169.73	ACR|2VULN|2DMG|1AART	1RCR|2LIT|3LHND|49VULN|56DMG|7AART|8LWND|aTLV
188	33215 31355	   	169.73	ACR|2VULN|2DMG|1AART	1RCR|2LIT|3LHND|49VULN|56DMG|7AART|8LWND|aLEGI
189	35342 47132	   	169.73	ACR|2VULN|2DMG|1AART	1RCR|2aERES|3LHND|4RPLT|5MBVNT|6BELT|7AART|8aVULN|9aDMG|aBPWR
190	31162 63212	   	169.68	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1RCR|2DUST|36ASPD|45VULN|7LHND|8AART|9CDMG|aZMB
191	23123 43511	 * 	169.57	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1aMLV|28aVULN|3SELL|4DMG|5ASPD|6RCR|7AART|9aCGEN|aBPWR
192	12463 21347	   	169.52	DCR|2VULN|2DMG|1AART|1ZMB	1aDUST|2MBVNT|3FEWX|4aVULN|5AART|6ZMB|7MLV|8aDMG|9RCR|aBPWR
193	32225 64331	 * 	169.48	ACR|5VULN|1AART|2CDMG|1MSE	1RCR|2MSE|36CDMG|4BELT|56789VULN|6BPWR|aAART
194	31133 43541	   	169.44	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB|1SELL	1RCR|2DUST|35ASPD|4CDMG|6ZMB|7SELL|8AART|9aVULN
195	31514 13362	   	169.39	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1RCR|2DUST|3FEWX|4DMG|59VULN|6BASICY|7ZMB|8AART|aASPD
196	35522 31236	   	169.38	ACR|2VULN|2DMG|1CDMG|1ZMB	1RCR|2ERES|3CDMG|47DMG|5ZMB|6LWND|8aVULN|9RMIN
197	23123 43543	 * 	169.37	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	19MLV|28aVULN|3SELL|4DMG|5ASPD|6RCR|7AART
198	33621 32154	   	169.33	ACR|2VULN|2DMG|1AART	1RCR|247LIT|36BEXP|56DMG|6BPWR|8AART|9aVULN
199	31162 14231	   	169.33	ACR|2VULN|2AART|1DMG|1ASPD	1RCR|2DUST|3ASPD|45VULN|6LHND|7MLV|8DMG|9aAART
200	23123 43552	 * 	169.27	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1MLV|289VULN|3SELL|4DMG|5ASPD|6RCR|7AART|aMBVNT
201	31122 23431	   	169.23	ACR|2VULN|2AART|1DMG|1ASPD	1RCR|2DUST|3ASPD|4LWND|58VULN|6TLV|7DMG|9aAART
202	31162 24231	   	169.23	ACR|2VULN|2AART|1DMG|1ASPD	1RCR|2DUST|3ASPD|45VULN|6LEGI|7MLV|8DMG|9aAART
203	35361 22231	   	169.23	ACR|2VULN|2AART|1DMG|1DUR	1RCR|2ERES|3LHND|48VULN|5DUR|6TLV|7DMG|9aAART
204	34122 31251	   	169.19	ACR|2VULN|2DMG|1AART|1SELL	1RCR|2SELL|3aBEXP|4BELT|56DMG|7aMGNSTR|8AART|9aVULN|aBPWR
205	34122 36251	   	169.19	ACR|2VULN|2DMG|1AART|1SELL	1RCR|2SELL|3aBEXP|4BELT|56DMG|7aLSRICY|8AART|9aVULN|aBPWR
206	35522 21261	 * 	169.18	ACR|2VULN|3ZMB|1DMG|1CDMG	1RCR|26ERES|3CDMG|4DMG|569ZMB|6BPWR|7LWND|8aVULN
207	35522 22261	   	169.18	ACR|2VULN|3ZMB|1DMG|1CDMG	1RCR|26ERES|3CDMG|4DMG|569ZMB|6BPWR|7LHND|8aVULN
208	34223 21266	   	169.14	ACR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1RCR|2SELL|3ERES|46DMG|56ASPD|6BPWR|7LWND|8aVULN|9ZMB
209	34223 22266	   	169.14	ACR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1RCR|2SELL|3ERES|46DMG|56ASPD|6BPWR|7LHND|8aVULN|9ZMB
210	35123 21266	   	169.14	ACR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1RCR|2ERES|3SELL|46DMG|56ASPD|6BPWR|7LWND|8aVULN|9ZMB
211	35123 22266	   	169.14	ACR|2VULN|2DMG|2ASPD|1ZMB|1SELL	1RCR|2ERES|3SELL|46DMG|56ASPD|6BPWR|7LHND|8aVULN|9ZMB
212	33411 32154	   	169.13	ACR|2VULN|2DMG|1AART	1RCR|237LIT|46DUST|56DMG|6BPWR|8AART|9aVULN
213	31511 54231	   	169.00	ACR|3VULN|1AART|1DMG	1RCR|2DUST|3FEWX|4DMG|5AART|679VULN|8CGEN|aDMSP
214	31511 54233	   	169.00	ACR|3VULN|1AART|1DMG	1RCR|2DUST|3FEWX|4DMG|5AART|679VULN|8CGEN|aRPLT
215	34222 23251	 * 	168.94	ACR|2DMG|3ZMB|1VULN|1CDMG|1SELL	1RCR|2SELL|3ERES|46DMG|56aZMB|6BPWR|7DUST|8VULN|9CDMG
216	35122 23251	 * 	168.94	ACR|2DMG|3ZMB|1VULN|1CDMG|1SELL	1RCR|2ERES|3SELL|46DMG|56aZMB|6BPWR|7DUST|8VULN|9CDMG
217	35361 22235	   	168.79	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RCR|2ERES|3LHND|48VULN|5DUR|6TLV|7DMG|9AART|aZMB
218	62411 84623	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|4DMG|5AART|6RCR|7CGEN|8aVULN|9CDMG
219	62411 85423	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|4DMG|5AART|6RCR|7aVULN|8MLV|9CDMG
220	62411 81623	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3FEWX|4DMG|5AART|6RCR|7TLV|8aVULN|9CDMG
221	33431 32146	   	168.57	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1RCR|237LIT|46DUR|56DMG|6BPWR|8AART|9CDMG|aZMB
222	31135 23311	 * 	168.20	ACR|2DMG|3CDMG|1AART|1ASPD	1RCR|2aDUST|3ASPD|47aCDMG|5aDMG|68RCVC|9AART|aBPWR
223	33115 13166	   	168.10	ACR|3DMG|1AART|1VULN	1RCR|29LIT|3LEGI|4VULN|579DMG|69LHND|8RCVC|9BPWR|aAART
224	35541 11321	   	168.10	ACR|2AART|2VULN|2CDMG	1RCR|2aERES|3aCDMG|48AART|5RCVC|6FEWX|7TLV|9aVULN|aBPWR
225	65421 21331	   	168.08	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	125DUR|3RCR|4CDMG|6MLV|7AART|89VULN|aZMB
226	62423 62427	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|3FEWX|4aLHND|5RCR|6CDMG|7DMG|8AART|9aVULN|aBPWR
227	62433 62427	   	168.03	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|3FEWX|4aLWND|5RCR|6CDMG|7DMG|8AART|9aVULN|aBPWR
228	35362 21211	   	168.00	ACR|4VULN|1DMG|1ZMB	1RCR|2ERES|36aLHND|4567VULN|6BPWR|8ZMB|9DMG
229	35362 21336	   	168.00	ACR|4VULN|1DMG|1ZMB	1RCR|2ERES|36LHND|4567VULN|6BPWR|8LIT|9ZMB|aDMG
230	31513 31364	   	167.93	ACR|2VULN|2DMG|1AART	1RCR|268DUST|39FEWX|49DMG|5DMSP|79VULN|9BPWR|aAART
231	33431 36432	   	167.92	ACR|2VULN|2DMG|2DUR|1ZMB|1SELL	1RCR|23LIT|46DUR|56DMG|6BPWR|7SELL|8ZMB|9aVULN
232	35362 21212	   	167.90	ACR|4VULN|1DMG|1ZMB	1RCR|2ERES|36LHND|4567VULN|6BPWR|8ZMB|9DMG|aDUST
233	35362 21215	   	167.90	ACR|4VULN|1DMG|1ZMB	1RCR|2ERES|36LHND|4567VULN|6BPWR|8ZMB|9DMG|aCANSTR
234	35366 13223	 * 	167.80	ACR|4VULN|2CDMG|1ZMB	1RCR|2ERES|3LHND|478aVULN|59CDMG|6ZMB
235	33121 25442	   	167.80	ACR|3DMG|1AART|3ASPD	1RCR|248LIT|3LEGI|58aDMG|68aASPD|7AART|8aBPWR|9aDUST
236	31523 62336	   	167.79	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	1RCR|2DUST|3FEWX|4LHND|56AART|7CDMG|8DMG|9VULN|aASPD
237	23122 43623	   	167.72	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1MLV|2VULN|3SELL|4DMG|5ZMB|6RCR|7AART|8ASPD|9CDMG|aDUR
238	23123 43323	   	167.72	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD|1SELL	1MLV|2VULN|3SELL|4DMG|5ASPD|6RCR|7AART|8ZMB|9CDMG|aDUR
239	35362 21233	   	167.70	ACR|5VULN|1ZMB|1ASPD	1RCR|2ERES|36LHND|45679VULN|6BPWR|8ZMB|aASPD
240	31162 31215	   	167.62	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|2DUST|3ASPD|45aVULN|6CGEN|7TLV|8AART|9CDMG
241	31162 51215	   	167.62	ACR|3VULN|1AART|1CDMG|1ASPD	1RCR|2DUST|3ASPD|45aVULN|6RMIN|7TLV|8AART|9CDMG
242	31162 63263	   	167.62	ACR|3VULN|1AART|2ASPD|1DUR	1RCR|2DUST|36ASPD|459VULN|7LHND|8AART|aDUR
243	33215 31116	   	167.50	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8FEWX|9RCVC|aCDMG
244	31162 53161	   	167.48	ACR|4VULN|1AART|1ASPD	1RCR|2DUST|3ASPD|457aVULN|6RMIN|8TLV|9AART
245	31162 63311	   	167.45	ACR|3VULN|1DMG|2ASPD|1ZMB	1RCR|28DUST|36ASPD|458VULN|78LHND|8BPWR|9DMG|aZMB
246	35522 32334	   	167.45	ACR|3VULN|1DMG|1CDMG|1ZMB	1RCR|2ERES|3CDMG|4DMG|5ZMB|6LWND|79aVULN|8LIT
247	33124 25163	   	167.42	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|249LIT|3LEGI|5DUR|69DMG|79VULN|8RCVC|9BPWR|aCDMG
248	31133 21456	   	167.42	ACR|1VULN|3ASPD|1DMG|2CDMG|1ZMB|1DUR	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7VULN|8DMG|9ZMB|aDUR
249	23123 43131	   	167.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1MLV|2aVULN|3SELL|4DMG|5ASPD|6RCR|7AART|8CGEN|9CDMG
250	23123 43252	 * 	167.37	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD|1SELL	1MLV|29VULN|3SELL|4DMG|5ASPD|6RCR|7AART|8LIT|aFLTHEA
251	23123 43421	   	167.37	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1SELL	1MLV|2aVULN|3SELL|4DMG|5ASPD|6RCR|7AART|8RMIN|9CDMG
252	31523 26423	   	167.35	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1RCR|2DUST|3FEWX|4LHND|5AART|6ZMB|7DUR|8DMG|9CDMG|aVULN
253	31162 61111	   	167.35	ACR|3VULN|1DMG|2ASPD|1ZMB	1RCR|2DUST|36ASPD|457VULN|8BEXP|9DMG|aZMB
254	31162 61241	   	167.35	ACR|3VULN|1DMG|2ASPD|1ZMB	1RCR|2DUST|36ASPD|457VULN|8ZMB|9DMG|aLWND
255	31162 61242	   	167.35	ACR|3VULN|1DMG|2ASPD|1ZMB	1RCR|2DUST|36ASPD|457VULN|8ZMB|9DMG|aLIT
256	31162 61243	   	167.35	ACR|3VULN|1DMG|2ASPD|1ZMB	1RCR|2DUST|36ASPD|457VULN|8ZMB|9DMG|aFEWX
257	31162 62215	   	167.35	ACR|3VULN|1DMG|2ASPD|1ZMB	1RCR|2DUST|36ASPD|45aVULN|7CGEN|8ZMB|9DMG
258	31162 33611	   	167.32	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|89DMG|aLHND
259	31162 33612	   	167.32	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|89DMG|aLIT
260	31162 33613	   	167.32	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|89DMG|aFEWX
261	31162 33616	   	167.32	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|89DMG|aBEXP
262	31162 53611	   	167.32	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6RMIN|89DMG|aLWND
263	31162 53612	   	167.32	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6RMIN|89DMG|aLIT
264	31162 53613	   	167.32	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6RMIN|89DMG|aFEWX
265	31512 33236	   	167.32	ACR|3VULN|2DMG|1DUR	1RCR|2DUST|3FEWX|48DMG|5DUR|69aVULN|7MLV
266	31514 33236	   	167.32	ACR|3VULN|2DMG|1DUR	1RCR|2DUST|3FEWX|48DMG|59aVULN|6DUR|7MLV
267	33121 35551	   	167.30	ACR|3DMG|1AART|1VULN	1RCR|246LIT|3LEGI|56aDMG|6BPWR|7BELT|8AART|9VULN
268	31162 33615	   	167.22	ACR|3VULN|2DMG|1ASPD	1RCR|2DUST|3ASPD|457VULN|6CGEN|89DMG|aCANSTR
269	33215 34334	   	167.18	ACR|3VULN|2DMG|1DUR|1SELL	1RCR|2LIT|3LHND|49aVULN|56DMG|7DUR|8SELL
270	31133 21411	   	167.07	ACR|2VULN|3ASPD|1DMG|2CDMG	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7aVULN|8DMG|9RMIN
271	31133 21433	   	167.07	ACR|2DMG|1VULN|3ASPD|2CDMG	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7VULN|89DMG|aCGEN
272	31133 21435	   	167.07	ACR|2DMG|1VULN|3ASPD|2CDMG	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7VULN|89DMG|aBEXP
273	31133 22435	   	167.07	ACR|2DMG|1VULN|3ASPD|2CDMG	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7FEWX|89DMG|aVULN
274	31162 61163	   	167.02	ACR|3VULN|1AART|2ASPD|1DUR	1RCR|2DUST|36ASPD|457VULN|8BEXP|9AART|aDUR
275	62331 42536	 * 	167.01	DCR|2VULN|2DMG|2CDMG|2DUR	1aDUR|2MBVNT|3RPLT|49VULN|5aDMG|6LEGI|7aCDMG|8RCR|aBPWR
276	62145 41271	   	167.00	DCR|4VULN|1AART|1ASPD|1DUR	1DUR|2MBVNT|3ASPD|457aVULN|6RCVC|8RCR|9AART
277	31511 51621	   	166.99	ACR|2DMG|1AART|1VULN|2ASPD	1RCR|2aDUST|3FEWX|4aDMG|5AART|6VULN|7MLV|8aASPD|9BELT|aBPWR
278	31523 34423	   	166.99	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2DUST|3FEWX|4LHND|5AART|6CGEN|7aVULN|8DMG|9CDMG
279	31553 32423	   	166.99	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2DUST|3FEWX|4aVULN|5AART|6CGEN|7LHND|8DMG|9CDMG
280	25422 23135	   	166.99	ACR|3VULN|1AART|1CDMG|1ZMB	1MLV|2TLV|3RCR|4CDMG|5ZMB|6LWND|79aVULN|8AART
281	34122 32151	   	166.98	ACR|3DMG|1AART|1CDMG|1DUR|1SELL	1RCR|2SELL|3BEXP|4BELT|567DMG|8DUR|9AART|aCDMG
282	31133 21434	   	166.97	ACR|2DMG|1VULN|3ASPD|2CDMG	1RCR|2DUST|356ASPD|46CDMG|6BPWR|7VULN|89DMG|aLEGI
283	35521 31243	   	166.92	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|47DMG|5DUR|6CGEN|8aVULN|9RCVC
284	35523 31223	   	166.92	ACR|2VULN|2DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|47DMG|5ASPD|6LWND|8aVULN|9RCVC
285	31131 34363	   	166.90	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1RCR|2DUST|39ASPD|4CDMG|5BELT|6DMG|7VULN|8DUR|aAART
286	23314 25263	 * 	166.87	DCR|4VULN|2AART	1MLV|289aVULN|3LHND|4ERES|56AART|7RCR
287	35523 51223	   	166.82	ACR|2VULN|2DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|47DMG|5ASPD|6LEGI|8aVULN|9RCVC
288	34226 51233	   	166.75	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|37ERES|47DMG|5AART|67FEWX|7BPWR|8BASHEA|9VULN|aCDMG
289	35126 51233	   	166.75	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|27ERES|3SELL|47DMG|5AART|67FEWX|7BPWR|8BASHEA|9VULN|aCDMG
290	12143 34357	   	166.73	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUST|2MBVNT|3ASPD|4aVULN|5RCR|6DUR|7ZMB|8AART|9DMG
291	33215 36633	   	166.72	ACR|2VULN|2DMG|1CDMG|1DUR	1RCR|2LIT|3LHND|49VULN|56DMG|7CDMG|8DUR|aRCVC
292	33542 33315	   	166.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2LIT|3SELL|4ZMB|5DMG|6RCVC|7VULN|8ASPD|9CDMG|aAART
293	31316 32626	   	166.68	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2aDUST|3RPLT|4aDUR|5RCVC|6FEWX|7DMG|8AART|9aVULN|aBPWR
294	35363 24231	 * 	166.60	ACR|2AART|1VULN|1DMG|2ZMB|1DUR	1RCR|26ERES|3LHND|4VULN|56ZMB|6BPWR|7DUR|8DMG|9aAART
295	33431 25123	 * 	166.59	ACR|2AART|1VULN|1DMG|2ASPD|1DUR	1RCR|23LIT|4DUR|5DMG|69ASPD|7aAART|8VULN
296	35521 33153	   	166.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4DMG|5DUR|68CGEN|79AART|aVULN
297	35521 33313	   	166.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4DMG|5DUR|69CGEN|78AART|aVULN
298	23223 54226	 * 	166.53	DCR|3VULN|1AART|1DMG|1CDMG	1MLV|258VULN|3LSRREG|4LSRHEA|6DMG|7AART|9CDMG|aRCR
299	35521 33363	   	166.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1RCR|29ERES|3CDMG|4DMG|5DUR|6CGEN|78AART|aVULN
300	31136 33126	   	166.42	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1RCR|2DUST|3aASPD|4CDMG|5DUR|6aLWND|7AART|8LHND|9aVULN|aBPWR
301	31635 22216	   	166.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|2DUST|3CGEN|4CDMG|5DMG|6RCVC|78VULN|9ERES|aAART
302	31141 41226	 * 	166.40	ACR|3VULN|1AART|3ASPD	1RCR|25aDUST|358ASPD|4RPLT|5aBPWR|67aVULN|9AART
303	31341 32356	   	166.38	ACR|2VULN|1AART|1DMG|2DUR	1RCR|2aDUST|3RPLT|4RCVC|5aVULN|6LWND|7DMG|8aDUR|9AART|aBPWR
304	34623 41122	   	166.35	ACR|2DMG|1AART|1VULN|1CDMG|1SELL	1RCR|2SELL|3DMSP|46DMG|5CDMG|7VULN|8AART|9FEWX|aRCVC
305	34122 32255	   	166.35	ACR|3DMG|1AART|1VULN|1SELL	1RCR|2SELL|3BEXP|4BELT|567DMG|8DUST|9AART|aVULN
306	31341 12356	   	166.28	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2aDUST|3RPLT|4RCVC|5VULN|6LEGI|7aDMG|8aDUR|9AART|aBPWR
307	34623 23225	   	166.25	ACR|2VULN|2DMG|2CDMG|1SELL	1RCR|2SELL|3DMSP|47DMG|57CDMG|6BELT|7BPWR|8aVULN|9RCVC
308	31136 33226	   	166.22	ACR|2VULN|1AART|2ASPD|1CDMG|1DUR	1RCR|2DUST|3aASPD|4CDMG|5DUR|6LWND|7AART|89VULN
309	31622 63362	   	166.10	ACR|3VULN|1AART|1DMG	1RCR|27DUST|3CGEN|467LWND|579VULN|7BPWR|8DMG|aAART
310	33215 31422	   	166.08	ACR|2DMG|1AART|1VULN|2DUR	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8aDUR|9RCVC
311	31163 21434	   	166.05	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4VULN|5ZMB|6LSRHEA|7AART|8DMG|9CGEN|aCDMG
312	31163 21535	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4VULN|5ZMB|6LSRHEA|7AART|8LIT|9DMG|aCDMG
313	31126 21234	   	166.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCR|2DUST|3ASPD|4LWND|5ZMB|6CANHEL|7AART|8CDMG|9DMG|aVULN
314	33221 25424	   	165.99	ACR|2DMG|1AART|1VULN|2ASPD	1RCR|248LIT|3LHND|58DMG|68ASPD|7AART|8BPWR|9CGEN|aVULN
315	34226 51322	   	165.95	ACR|2AART|2DMG|1VULN|1SELL	1RCR|2SELL|37ERES|47DMG|58AART|67FEWX|7BPWR|9VULN|aRCVC
316	34623 23241	   	165.95	ACR|2VULN|2DMG|2CDMG|1SELL	1RCR|2SELL|3DMSP|47DMG|57CDMG|6BELT|7BPWR|89VULN|aRCVC
317	35126 51322	   	165.95	ACR|2AART|2DMG|1VULN|1SELL	1RCR|27ERES|3SELL|47DMG|58AART|67FEWX|7BPWR|9VULN|aRCVC
318	31163 21132	   	165.95	ACR|1AART|1DMG|1VULN|2ASPD|1ZMB|1DUR	1RCR|28DUST|38ASPD|4VULN|5ZMB|68LSRHEA|7AART|8BPWR|9DUR|aDMG
319	31223 43541	   	165.93	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1SELL	1RCR|2DUST|3CDMG|4RCVC|5ASPD|6ZMB|7SELL|8AART|9aVULN
320	35333 43361	   	165.90	ACR|2DMG|1AART|1VULN|2ZMB	1RCR|28ERES|38LHND|47ZMB|5BEXP|68DMG|8BPWR|9AART|aVULN
321	33121 25424	   	165.89	ACR|2DMG|1AART|1VULN|2ASPD	1RCR|248LIT|3LEGI|58DMG|68ASPD|7AART|8BPWR|9CGEN|aVULN
322	33215 31126	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|39LHND|4VULN|56DMG|7AART|8FEWX|aCDMG
323	33215 31266	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|29LIT|3LHND|4VULN|56DMG|7AART|8DMSP|aCDMG
324	33215 31631	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8RPLT|9CDMG|aFEWX
325	33215 31635	   	165.89	ACR|2DMG|1AART|1VULN|1CDMG	1RCR|2LIT|3LHND|4VULN|56DMG|7AART|8RPLT|9CDMG|aBELT
326	33221 41256	   	165.89	ACR|2VULN|1AART|1DMG|1CDMG	1RCR|24LIT|3LHND|5DMG|69VULN|7AART|8DMSP|aCDMG
