0	Index      	 *	Score 	Summary	Detail	
1	63144 13221	 * 	192.12	DCR|3VULN|2DMG|1AART|1CDMG	17CANHEL|2AART|3CDMG|4RPLT|57DMG|67aVULN|7BPWR|8RCR|9RCVC
165	32212 14112	   	169.47	ACR|2VULN|2DMG|1AART|1DUR	1TLV|2FEWX|38VULN|4RCR|5aDMG|6CGEN|7AART|9DUR
166	63426 13131	   	169.45	DCR|4VULN|1AART|2DUR	1CANHEL|2AART|356aVULN|48DUR|7RCR|9LHND
167	63422 13261	   	169.45	DCR|4VULN|1AART|2DUR	1CANHEL|2AART|369aVULN|45DUR|7RCR|8BEXP
168	24122 13443	 * 	169.43	DCR|2VULN|1AART|1DMG|3DUR|1CDMG	17DUST|2AIRHEL|3AART|457DUR|67VULN|7BPWR|8CDMG|9DMG|aRCR
169	25212 14112	   	169.37	ACR|2VULN|2DMG|1AART|1DUR	1DUST|2ERES|38VULN|4RCR|5aDMG|6CGEN|7AART|9DUR
170	63422 13361	   	169.35	DCR|4VULN|1AART|2DUR	1CANHEL|2AART|369aVULN|45DUR|7RCR|8DUST
171	31142 32635	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1TLV|2LWND|3CDMG|4AART|5CGEN|6RCR|79DMG|8VULN|aDUR
172	31143 32435	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8RPLT|9VULN|aASPD
173	31143 32661	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8ASPD|9VULN|aCGEN
174	31143 32662	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8ASPD|9VULN|aRMIN
175	31143 32663	   	169.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8ASPD|9VULN|aMLV
176	43613 12116	 * 	169.29	ACR|4VULN|1AART|2ASPD	1AART|2aASPD|3MBVNT|4TLV|5RCR|6789VULN
177	43621 43123	   	169.27	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	18AART|2ASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|9DUR|aZMB
178	31143 31635	   	169.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1TLV|2LWND|3CDMG|4AART|59DMG|6RCR|7ERES|8VULN|aDUR
179	44612 13241	 * 	169.21	DCR|2VULN|1AART|3ZMB|1DMG	1AART|278ZMB|3MBVNT|4TLV|57VENICY|67VULN|7BPWR|9DMG|aRCR
180	44621 43232	   	169.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	19AART|2ZMB|3MBVNT|4VULN|5LIT|6RCR|7DMG|8DMSP|aCDMG
181	41112 32264	   	169.04	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	14AART|2DUST|3CDMG|58BEXP|6RCR|7DMG|9VULN|aZMB
182	15212 53226	 * 	169.04	ACR|3VULN|3DMG	19LHND|2ERES|369VULN|4RCR|59aDMG|7RCVC|8RMIN|9BPWR
183	63426 13111	   	169.00	DCR|3VULN|1AART|1CDMG|2DUR	1CANHEL|2AART|356VULN|48DUR|7RCR|9CDMG|aMLV
184	63426 13112	   	169.00	DCR|3VULN|1AART|1CDMG|2DUR	1CANHEL|2AART|356VULN|48DUR|7RCR|9CDMG|aLWND
185	63426 13113	   	169.00	DCR|3VULN|1AART|1CDMG|2DUR	1CANHEL|2AART|356VULN|48DUR|7RCR|9CDMG|aBEXP
186	41131 36334	 * 	168.95	DCR|1AART|1VULN|1DMG|2CDMG|3DUR	1AART|257DUST|37CDMG|479DUR|6RCR|7BPWR|8VULN|aDMG
187	43621 42371	   	168.94	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB	17AART|29ASPD|3MBVNT|4VULN|5LIT|6RCR|8ZMB|aDMG
188	31212 53226	   	168.94	ACR|3VULN|3DMG	19TLV|2LWND|369VULN|4RCR|59aDMG|7RCVC|8RMIN|9BPWR
189	43621 42111	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	17AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|8CGEN|aDMG
190	43621 42611	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	17AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|8MLV|aDMG
191	43621 42711	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	17AART|2ASPD|3MBVNT|48VULN|5LIT|6RCR|9CGEN|aDMG
192	43621 42811	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	17AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|8RMIN|aDMG
193	43621 43112	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|7DMG|aRPLT
194	43621 43113	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|7DMG|aRCVC
195	43621 43118	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|7DMG|aFEWX
196	43621 43151	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|4aVULN|5LIT|6RCR|7DMG|9BEXP
197	43621 46111	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|7CGEN|aDMG
198	43631 43111	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|4LWND|5LIT|6RCR|7DMG|9aVULN
199	42356 11113	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1AART|2RCVC|3RMIN|4DMG|5RCR|6LWND|789VULN|aDUR
200	43613 12134	 * 	168.84	ACR|3VULN|1AART|2ASPD|1CDMG	1AART|29ASPD|3MBVNT|4TLV|5RCR|678VULN|aCDMG
201	43621 42411	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	17AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|8ERES|aDMG
202	43621 43111	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|7DMG|aNUKE
203	43621 43114	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|7DMG|aDUST
204	43621 43181	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2ASPD|3MBVNT|4aVULN|5LIT|6RCR|7DMG|9DUST
205	31143 33241	   	168.79	DCR|2VULN|1AART|1DMG|2CDMG	19TLV|2LWND|39CDMG|4AART|5DMG|6RCR|7LHND|89VULN|9BPWR|aBEXP
206	31143 33244	   	168.79	DCR|2VULN|1AART|1DMG|2CDMG	19TLV|2LWND|39CDMG|4AART|5DMG|6RCR|7LHND|89VULN|9BPWR|aLIT
207	56513 13414	   	168.78	DCR|2DMG|2AART|1VULN|1ZMB	1LIT|27DMG|3BEXP|4ZMB|5MBVNT|6RCR|8aAART|9VULN
208	31143 33242	   	168.69	DCR|2VULN|1AART|1DMG|2CDMG	19TLV|2LWND|39CDMG|4AART|5DMG|6RCR|7LHND|89VULN|9BPWR|aERES
209	31143 33246	   	168.69	DCR|2VULN|1AART|1DMG|2CDMG	19aTLV|2LWND|39CDMG|4AART|5DMG|6RCR|7LHND|89VULN|9BPWR
210	44621 42114	   	168.57	DCR|3VULN|2AART|1ZMB	17AART|2ZMB|3MBVNT|49aVULN|5LIT|6RCR|8CGEN
211	23126 36125	 * 	168.53	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	17DUST|2DUR|3RCR|47FEWX|57ASPD|6AART|7BPWR|89VULN|aDMG
212	15215 11521	   	168.47	ACR|2VULN|2DMG|1AART|1DUR	1aLHND|2ERES|3aVULN|4RCR|5DUR|6MLV|7aDMG|8DMSP|9AART|aBPWR
213	43621 44311	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|49VULN|57LIT|6RCR|8ZMB|aDMG
214	44621 43221	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ZMB|3MBVNT|4aVULN|5LIT|6RCR|7DMG|8DMSP|9DUR
215	43333 15252	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1AART|2ASPD|3LIT|4DMG|57VULN|6CANSTR|8CDMG|9DUR|aRCR
216	15215 11321	   	168.37	ACR|2VULN|2DMG|1AART|1DUR	1aLHND|28ERES|3aVULN|4RCR|5DUR|6MLV|7aDMG|9AART|aBPWR
217	31215 11521	   	168.37	ACR|2VULN|2DMG|1AART|1DUR	1aTLV|2LWND|3aVULN|4RCR|5DUR|6MLV|7aDMG|8DMSP|9AART|aBPWR
218	43621 43411	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2ASPD|3MBVNT|4aVULN|5LIT|6RCR|7DMG|8ERES|9ZMB
219	43223 31431	 * 	168.32	DCR|3VULN|1AART|3ASPD|1DUR	1AART|29aASPD|3DUR|49aVULN|5LHND|6CGEN|79aERES|8RCR|9aBPWR
220	43226 31431	   	168.32	DCR|3VULN|1AART|3ASPD|1DUR	1AART|29aASPD|3DUR|49aVULN|5BEXP|6CGEN|79aERES|8RCR|9aBPWR
221	31215 21521	   	168.27	ACR|2VULN|2DMG|1AART|1DUR	1aTLV|2LWND|3aVULN|4RCR|5DUR|6ERES|7aDMG|8DMSP|9AART|aBPWR
222	15215 11622	   	168.27	ACR|2VULN|2DMG|1AART|1DUR	1LHND|2ERES|38VULN|4RCR|5DUR|6MLV|7aDMG|9AART
223	31215 11222	   	168.27	ACR|2VULN|2DMG|1AART|1DUR	1TLV|2LWND|38VULN|4RCR|5DUR|6MLV|7aDMG|9AART
224	63416 13211	   	168.22	DCR|4VULN|1AART|1ZMB	1CANHEL|2AART|356aVULN|4FEWX|7RCR|8ZMB|9CGEN
225	63416 13223	   	168.22	DCR|4VULN|1AART|1ZMB	1CANHEL|2AART|356aVULN|4FEWX|7RCR|8ZMB|9BEXP
226	63631 15313	   	168.21	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|4LIT|58aVULN|6CGEN|7RCR|9CDMG
227	63631 15321	   	168.21	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|4LIT|589VULN|6CGEN|7RCR|aCDMG
228	63631 35313	   	168.21	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|4LIT|58aVULN|6MLV|7RCR|9CDMG
229	63631 35321	   	168.21	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|4LIT|589VULN|6MLV|7RCR|aCDMG
230	31215 21221	   	168.17	ACR|2VULN|2DMG|1AART|1DUR	18aTLV|2LWND|3aVULN|4RCR|5DUR|6ERES|7aDMG|9AART|aBPWR
231	31215 21622	   	168.17	ACR|2VULN|2DMG|1AART|1DUR	1TLV|2LWND|38VULN|4RCR|5DUR|6ERES|7aDMG|9AART
232	31215 24421	   	168.17	ACR|2VULN|2DMG|1AART|1DUR	1aTLV|2LWND|3aVULN|4RCR|5DUR|67ERES|8aDMG|9AART|aBPWR
233	26252 31214	   	167.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2BELT|38AART|4ZMB|5CDMG|6RCR|7VULN|9CGEN|aDMG
234	26252 31224	   	167.84	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2BELT|38AART|4ZMB|5CDMG|6RCR|7VULN|9RMIN|aDMG
235	44223 31432	   	167.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1AART|29ZMB|3DUR|49VULN|5LHND|6CGEN|79ERES|8RCR|9BPWR|aDMG
236	43613 12418	   	167.62	ACR|3VULN|1AART|2ASPD|2DUR	1AART|2aASPD|3MBVNT|4TLV|5RCR|67aVULN|8RMIN|9aDUR|aBPWR
237	53453 22311	   	167.58	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1LIT|27DUR|39VULN|4AART|5RCR|6ERES|8ZMB|aDMG
238	32212 21235	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	1TLV|2FEWX|38VULN|4RCR|59DMG|6DUR|7NUKE|aAART
239	31212 14155	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	1TLV|2LWND|389VULN|4RCR|5DMG|6CGEN|7AART|aASPD
240	41131 36351	 * 	167.52	DCR|2AART|1VULN|2CDMG|2DUR|1ZMB	19AART|257DUST|37CDMG|47DUR|6RCR|7BPWR|8VULN|aZMB
241	44323 22313	   	167.48	DCR|3DMG|1AART|2CDMG|1ZMB	1AART|2ZMB|3LIT|4ERES|56CDMG|789DMG|aRCR
242	25212 14134	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1DUST|2ERES|38aVULN|4RCR|5DMG|6CGEN|7AART|9ASPD
243	23132 52553	   	167.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3RCR|4CGEN|5DMG|6aVULN|7LWND|8AART|9CDMG
244	23132 52563	 * 	167.33	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2DUR|3RCR|4CGEN|5DMG|69VULN|7LWND|8AART|aFLTHEA
245	31143 32345	   	167.19	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1TLV|2LWND|3CDMG|4AART|57DMG|6RCR|8ZMB|9DUR|aASPD
246	23126 31125	   	167.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1DUST|27DUR|3RCR|4FEWX|5ASPD|6AART|89VULN|aDMG
247	53453 11211	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|379VULN|4AART|5RCR|6BEXP|8DMSP|aDMG
248	53153 51211	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|3FEWX|4AART|5RCR|679VULN|8DMSP|aDMG
249	53353 51211	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|3BEXP|4AART|5RCR|679VULN|8DMSP|aDMG
250	42316 23136	 * 	167.03	ACR|3VULN|2AART|2ASPD	19AART|2RCVC|3RMIN|48ASPD|5RCR|68LIT|78aVULN|8BPWR
251	43613 12713	   	166.96	ACR|3VULN|2AART|1DUR|1ASPD	18AART|2ASPD|3MBVNT|4TLV|5RCR|679VULN|aDUR
252	43613 41113	   	166.96	ACR|3VULN|2AART|1DUR|1ASPD	16AART|2ASPD|3MBVNT|4TLV|5RCR|789VULN|aDUR
253	53453 31211	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	1LIT|2DUR|379VULN|4AART|5RCR|6DUST|8DMSP|aDMG
254	42426 32313	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|34VULN|4BPWR|5RCR|6RPLT|7DMG|8LHND|9CDMG|aDUR
255	42436 32313	   	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2RCVC|34VULN|5RCR|6RPLT|7DMG|8LHND|9CDMG|aDUR
256	43621 42321	   	166.79	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	17AART|2ASPD|3MBVNT|4aVULN|5LIT|6RCR|8ZMB|9DUR
257	43621 42315	   	166.79	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	17AART|2ASPD|3MBVNT|49VULN|5LIT|6RCR|8ZMB|aDUR
258	43621 73144	 * 	166.77	DCR|4VULN|1AART|2ASPD	1AART|28ASPD|3MBVNT|468aVULN|58LIT|7RMIN|8BPWR|9RCR
259	44613 12111	   	166.74	ACR|4VULN|1AART|1ZMB	1AART|2ZMB|3MBVNT|4TLV|5RCR|6789VULN|aCGEN
260	44613 12112	   	166.74	ACR|4VULN|1AART|1ZMB	1AART|2ZMB|3MBVNT|4TLV|5RCR|6789VULN|aBEXP
261	12132 53423	   	166.73	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUST|3RCR|4CGEN|5DMG|6aVULN|7CDMG|8DUR|9AART
262	23132 52463	 * 	166.73	ACR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DUST|2DUR|3RCR|4CGEN|58DMG|6VULN|7LWND|9AART|aFLTHEA
263	23132 52663	   	166.73	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DUST|2DUR|3RCR|4CGEN|5DMG|68VULN|7LWND|9AART|aFLTHEA
264	43683 32234	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4CGEN|5RCR|6CDMG|79DMG|8LHND|aVULN
265	23162 13435	   	166.73	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2DUR|3RCR|4LWND|5RPLT|68DMG|7CDMG|9AART|aVULN
266	44162 32332	   	166.66	DCR|2AART|2DMG|1CDMG|1ZMB	1aAART|2ZMB|3LWND|4CDMG|5CGEN|6RCR|79DMG|8LHND
267	46111 41311	   	166.66	DCR|2AART|2VULN|1CDMG|1ZMB	14AART|2BEXP|3CDMG|5RPLT|6RCR|7LIT|8ZMB|9aVULN
268	32212 51356	   	166.66	ACR|3VULN|1DMG|2FLTHEA|1ZMB	19TLV|2FEWX|369VULN|4RCR|5DMG|7BEXP|89FLTHEA|9BPWR|aZMB
269	31252 14422	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1TLV|2LWND|39VULN|4DUR|5aDMG|6CGEN|7AART|8RCR
270	32252 14422	   	166.65	DCR|2VULN|2DMG|1AART|1DUR	1TLV|2FEWX|39VULN|4DUR|5aDMG|6CGEN|7AART|8RCR
271	23124 52133	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3RCR|4FEWX|5BASICY|68VULN|7CDMG|9AART|aDMG
272	23124 55133	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3RCR|4FEWX|5BASICY|67VULN|8CDMG|9AART|aDMG
273	23132 53633	   	166.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1DUST|2DUR|3RCR|4CGEN|5aDMG|6VULN|7CDMG|8AIRHEA|9AART
274	23164 53133	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|2DUR|3RCR|4LWND|5BASICY|68VULN|7CDMG|9AART|aDMG
275	43613 12474	   	166.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4TLV|5RCR|67VULN|8RMIN|9CDMG|aDMG
276	43613 41116	   	166.63	ACR|3VULN|2AART|2ASPD	16AART|2aASPD|3MBVNT|4TLV|5RCR|789VULN
277	43621 43132	   	166.60	DCR|3AART|1VULN|1DMG|1ZMB|1ASPD	189AART|2ASPD|3MBVNT|4VULN|5LIT|6RCR|7DMG|aZMB
278	44621 43124	   	166.60	DCR|3AART|1VULN|1DMG|1ZMB|1DUR	18aAART|2ZMB|3MBVNT|4VULN|5LIT|6RCR|7DMG|9DUR
279	15212 52326	   	166.59	ACR|3VULN|2DMG|1CDMG|1SELL	1LHND|2ERES|368VULN|4RCR|5aDMG|7SELL|9CDMG
280	31212 52326	   	166.59	ACR|3VULN|2DMG|1CDMG|1SELL	1TLV|2LWND|368VULN|4RCR|5aDMG|7SELL|9CDMG
281	41111 41611	   	166.56	DCR|2AART|2VULN|1CDMG|1ZMB	14AART|2DUST|3CDMG|5RPLT|6RCR|7LIT|8aVULN|9ZMB
282	41223 21436	   	166.47	DCR|2VULN|1AART|3DUR|1CDMG|1ZMB	1AART|29DUST|379DUR|4ZMB|5LHND|69VULN|8RCR|9BPWR|aCDMG
283	43621 42374	 * 	166.46	DCR|2AART|2VULN|2ASPD|1ZMB	17AART|29ASPD|3MBVNT|4aVULN|5LIT|6RCR|8ZMB
284	44333 13252	   	166.38	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	17AART|2ZMB|3LIT|4DMG|5VULN|6CANSTR|8CDMG|9DUR|aRCR
285	63631 22112	 * 	166.37	DCR|4VULN|2AART	1CANHEL|23AART|46LIT|567aVULN|6BPWR|8RCR|9LHND
286	63631 22132	   	166.37	DCR|4VULN|2AART	1CANHEL|23AART|46LIT|567aVULN|6BPWR|8RCR|9FEWX
287	32212 53261	   	166.34	ACR|3VULN|1AART|1DMG|1DUR	1TLV|2FEWX|36aVULN|4RCR|5DMG|7DUR|8LIT|9AART
288	43223 31432	   	166.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|29ASPD|3DUR|49VULN|5LHND|6CGEN|79ERES|8RCR|9BPWR|aDMG
289	43226 31432	   	166.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|29ASPD|3DUR|49VULN|5BEXP|6CGEN|79ERES|8RCR|9BPWR|aDMG
290	43628 33231	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4VULN|59DMG|6CDMG|7RMIN|8RCR|aCGEN
291	43628 33233	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4VULN|59DMG|6CDMG|7RMIN|8RCR|aLWND
292	43628 33244	   	166.31	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4VULN|5aDMG|6CDMG|7RMIN|8RCR|9RCVC
293	63631 22152	   	166.27	DCR|4VULN|2AART	1CANHEL|23AART|46LIT|567aVULN|6BPWR|8RCR|9DUST
294	25212 53261	   	166.24	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2ERES|36aVULN|4RCR|5DMG|7DUR|8LIT|9AART
295	25212 53323	   	166.24	ACR|3VULN|1AART|1DMG|1DUR	1DUST|2ERES|36aVULN|4RCR|5DMG|7DUR|8RPLT|9AART
296	43628 33232	   	166.21	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2ASPD|3MBVNT|4VULN|59DMG|6CDMG|7RMIN|8RCR|aDUST
297	44621 42321	   	166.18	DCR|2AART|1VULN|1DMG|2ZMB|1ASPD	17AART|28ZMB|3MBVNT|4VULN|5LIT|6RCR|9ASPD|aDMG
298	44621 43123	   	166.18	DCR|2AART|1VULN|1DMG|2ZMB|1DUR	18AART|2aZMB|3MBVNT|4VULN|5LIT|6RCR|7DMG|9DUR
299	45124 12213	   	166.07	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|29LHND|3CDMG|456VULN|7RCVC|8RCR|aZMB
300	45124 12223	   	166.07	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2LHND|3CDMG|456VULN|79RCVC|8RCR|aZMB
301	45124 13213	   	166.07	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|29LHND|3CDMG|456VULN|7DMSP|8RCR|aZMB
302	45124 13223	   	166.07	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|2LHND|3CDMG|456VULN|7DMSP|8RCR|9RCVC|aZMB
303	52234 51322	 * 	166.04	ACR|3VULN|2DMG|2ZMB	123LIT|47aVULN|5RCR|67FEWX|7aBPWR|8aDMG|9aZMB
304	44212 11222	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ZMB|3DUR|4TLV|5VENICY|69VULN|7RCR|8LSRICY|aDMG
305	44212 31623	   	165.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2ZMB|3DUR|4TLV|5VENICY|6BEXP|7RCR|8DMG|9aVULN
306	43333 15353	   	165.92	DCR|3VULN|1AART|1DMG|1ASPD	1AART|2ASPD|3aLIT|4DMG|578VULN|6CANSTR|9RCR
307	66251 22133	   	165.92	DCR|3DMG|1AART|1VULN|1ASPD	1CANHEL|2ASPD|36aDMG|4RPLT|5LWND|7RCR|8VULN|9AART
308	63631 22113	   	165.91	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|46LIT|567VULN|6BPWR|8RCR|9LHND|aCDMG
309	63631 22133	   	165.91	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|46LIT|567VULN|6BPWR|8RCR|9FEWX|aCDMG
310	63631 22121	   	165.81	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|46LIT|567VULN|6BPWR|8RCR|9ERES|aCDMG
311	63631 22153	   	165.81	DCR|3VULN|2AART|1CDMG	1CANHEL|23AART|46LIT|567VULN|6BPWR|8RCR|9DUST|aCDMG
312	43333 15351	   	165.67	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1AART|2ASPD|3LIT|4DMG|578VULN|6CANSTR|9RCR|aSELL
313	43153 14224	   	165.67	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1AART|2ASPD|3LWND|4SELL|5DMG|68aVULN|7MBVNT|9RCR
314	41114 38433	 * 	165.65	DCR|2AART|1VULN|1DMG|2CDMG|1ZMB	14AART|2DUST|38CDMG|5DMG|6MBVNT|7ZMB|9VULN|aRCR
315	44163 12232	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2ZMB|3LWND|4CDMG|57DMG|6VULN|8ERES|9LIT|aRCR
316	44333 12342	   	165.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1AART|2ZMB|3LIT|49DMG|5VULN|6CANSTR|7CDMG|8BEXP|aRCR
317	44333 12362	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ZMB|3LIT|4DMG|59VULN|6CANSTR|7CDMG|8BEXP|aRCR
318	44333 12522	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ZMB|3LIT|4DMG|58VULN|6CANSTR|7CDMG|9BEXP|aRCR
319	44332 23362	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ZMB|3LIT|4DMG|5LWND|6CDMG|7TLV|89VULN|aRCR
320	44333 15222	   	165.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AART|2ZMB|3LIT|4DMG|57VULN|6CANSTR|8CDMG|9BEXP|aRCR
321	15211 34312	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2ERES|38VULN|4RCR|5LIT|6CDMG|7AART|9DMG|aDUR
322	31211 34312	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2LWND|38VULN|4RCR|5LIT|6CDMG|7AART|9DMG|aDUR
323	31211 34315	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1TLV|2LWND|38VULN|4RCR|5LIT|6CDMG|7AART|9DMG|aASPD
324	31212 14165	   	165.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|2LWND|38VULN|4RCR|5DMG|6CGEN|7AART|9CDMG|aDUR
325	44333 13351	   	165.53	DCR|2AART|2VULN|1DMG|1ZMB|1SELL	17AART|2ZMB|3LIT|4DMG|58VULN|6CANSTR|9RCR|aSELL
326	63421 11222	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CANHEL|2AART|39VULN|4DUR|5ZMB|6CGEN|7RCR|8LSRICY|aDMG
327	32232 63161	   	165.45	DCR|2VULN|2DMG|1AART|1DUR	1TLV|2FEWX|3aVULN|4LIT|57DMG|6DUR|8RCR|9AART
328	43433 33312	   	165.37	DCR|2AART|1VULN|1DMG|2ASPD|2DUR	15AART|23ASPD|3BPWR|4TLV|69DUR|7DMG|8RCR|aVULN
329	26252 31226	   	165.36	DCR|2AART|2VULN|1CDMG|1ZMB	1DUST|2BELT|38AART|4ZMB|5CDMG|6RCR|7aVULN|9RMIN
330	25232 63161	   	165.35	DCR|2VULN|2DMG|1AART|1DUR	1DUST|2ERES|3aVULN|4LIT|57DMG|6DUR|8RCR|9AART
