0	Index      	 *	Score 	Summary	Detail	
1	63131 61316	 * 	182.88	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDMG
162	63131 61312	   	162.72	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDUST
163	63131 61313	   	162.72	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aNUKE
164	35324 11532	   	162.70	DCR|3VULN|2DMG|2DUR	1LIT|25DUR|3RMIN|45DMG|5BPWR|67aVULN|8RCR|9DUST
165	63132 42413	 * 	162.58	ACR|2DMG|1AART|1VULN|2DUR	1BELT|2RCR|39DUR|4VULN|5LWND|6AART|7DUST|8aDMG
166	63315 11126	   	162.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3ERES|4DUR|5AART|6ZMB|7aVULN|8LHND|9CDMG
167	63113 12663	   	162.43	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1BELT|2RCR|39DUR|4SELL|5CGEN|6AART|79ERES|89DMG|9BPWR|aVULN
168	45122 31511	   	162.42	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1LWND|2RCR|3CGEN|4DUR|58CDMG|6aVULN|7ASPD|9AART
169	63132 45223	   	162.42	ACR|2VULN|2AART|1CDMG|1DUR	1BELT|2RCR|3DUR|47VULN|5LWND|6aAART|8FEWX|9CDMG
170	63532 43123	   	162.42	ACR|2VULN|2AART|1CDMG|1DUR	1BELT|2RCR|3BEXP|48VULN|5LWND|6aAART|7DUR|9CDMG
171	63132 44123	   	162.42	ACR|2VULN|2AART|1CDMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6aAART|7BEXP|9CDMG
172	63622 11216	   	162.42	ACR|2VULN|2AART|1CDMG|1ASPD	1BELT|2RCR|3CDMG|4MLV|5FEWX|69AART|7aVULN|8ASPD
173	45244 24632	   	162.39	ACR|2VULN|2DMG|2CDMG	1LWND|2RCR|3MBVNT|4aVULN|5LSRICY|6DUST|7aCDMG|8CGEN|9aDMG|aBPWR
174	63315 11326	   	162.37	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3ERES|4DUR|5AART|6ZMB|7aVULN|8DUST|9CDMG
175	63132 42123	   	162.32	ACR|2VULN|2AART|1CDMG|1DUR	1BELT|2RCR|3DUR|48VULN|5LWND|6aAART|7DUST|9CDMG
176	63135 42123	   	162.32	ACR|2VULN|2AART|1CDMG|1DUR	1BELT|2RCR|3DUR|48VULN|5FEWX|6aAART|7DUST|9CDMG
177	63612 11216	   	162.32	ACR|2VULN|2AART|1CDMG|1ASPD	1BELT|2RCR|3CDMG|4TLV|5FEWX|69AART|7aVULN|8ASPD
178	63623 11216	   	162.32	ACR|2VULN|2AART|1CDMG|1ASPD	1BELT|2RCR|3CDMG|4MLV|5DUST|69AART|7aVULN|8ASPD
179	63613 11216	   	162.22	ACR|2VULN|2AART|1CDMG|1ASPD	1BELT|2RCR|3CDMG|4TLV|5DUST|69AART|7aVULN|8ASPD
180	63531 61311	   	162.19	ACR|2VULN|1AART|2CDMG|1FLTHEA	1BELT|2RCR|3BEXP|45VULN|6RCVC|7FLTHEA|8aCDMG|9AART
181	63531 32311	   	162.19	ACR|2VULN|1AART|2CDMG|1FLTHEA	17BELT|2RCR|3BEXP|45VULN|6FLTHEA|8aCDMG|9AART
182	36615 12212	   	162.18	DCR|3VULN|1DMG|2CDMG|1DUR	1LIT|2LWND|346VULN|5aCDMG|7RCR|8DUR|9DMG
183	63632 11212	 * 	162.15	ACR|2AART|1VULN|2CDMG|1ZMB|1ASPD	1BELT|2RCR|3aCDMG|4ZMB|5FEWX|69AART|7VULN|8ASPD
184	63636 11212	   	162.15	ACR|2AART|1VULN|2CDMG|1ZMB|1ASPD	1BELT|2RCR|3aCDMG|4ZMB|5LHND|69AART|7VULN|8ASPD
185	63632 11226	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|59FEWX|6AART|7aVULN|8ASPD
186	63632 11232	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|7aVULN|8ASPD|9LIT
187	63632 11421	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|78VULN|9DUR|aMLV
188	63632 11422	   	161.97	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1aBELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|78VULN|9DUR
189	45223 83111	   	161.95	ACR|2DMG|1AART|1VULN|1ZMB	14LWND|2RCR|3MBVNT|5AART|6RPLT|78DMG|9ZMB|aVULN
190	63633 11236	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	19BELT|2RCR|3CDMG|4ZMB|5DUST|6AART|7aVULN|8ASPD
191	63633 11262	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3CDMG|4ZMB|5DUST|6AART|7aVULN|8ASPD|9LIT
192	63633 11421	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3CDMG|4ZMB|5DUST|6AART|78VULN|9DUR|aMLV
193	63633 11422	   	161.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1aBELT|2RCR|3CDMG|4ZMB|5DUST|6AART|78VULN|9DUR
194	63633 22315	   	161.85	ACR|2VULN|3CDMG|1DMG|1ZMB	1BELT|2RCR|39aCDMG|4ZMB|59DUST|6BEXP|7DMG|89VULN|9BPWR
195	21366 22214	 * 	161.83	DCR|1AART|1VULN|1DMG|2CDMG|2DUR	19MGNSTR|2CGEN|3AART|49DUR|5VULN|6FEWX|7RCR|89CDMG|9BPWR|aDMG
196	63131 13234	 * 	161.82	ACR|4VULN|2ZMB|2DUR	1BELT|2RCR|39DUR|459aVULN|6LIT|7CGEN|89ZMB|9BPWR
197	63133 43234	   	161.82	ACR|4VULN|2ZMB|2DUR	1BELT|2RCR|39DUR|469aVULN|5LIT|7CGEN|89ZMB|9BPWR
198	63133 51234	   	161.82	ACR|4VULN|2ZMB|2DUR	1BELT|2RCR|39DUR|479aVULN|5LIT|6MLV|89ZMB|9BPWR
199	63633 11432	   	161.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3CDMG|4ZMB|59DUST|6AART|78VULN|aDUR
200	63113 11452	   	161.73	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1SELL	1BELT|2RCR|3DUR|4SELL|5CGEN|6AART|78VULN|9ZMB|aCDMG
201	63131 33222	 * 	161.73	ACR|2VULN|1DMG|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|39DUR|45VULN|6FLTHEA|7ZMB|8CGEN|aDMG
202	63131 33241	   	161.73	ACR|2VULN|1DMG|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|3aDUR|45VULN|6FLTHEA|7ZMB|8CGEN|9DMG
203	63133 11234	   	161.72	ACR|4VULN|2ZMB|2DUR	1BELT|2RCR|39DUR|479aVULN|5LIT|6TLV|89ZMB|9BPWR
204	63131 35122	   	161.63	ACR|2VULN|1DMG|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|39DUR|45VULN|6FLTHEA|7TLV|8ZMB|aDMG
205	63131 35141	   	161.63	ACR|2VULN|1DMG|1FLTHEA|2DUR|1ZMB	1BELT|2RCR|3aDUR|45VULN|6FLTHEA|7TLV|8ZMB|9DMG
206	22133 21261	   	161.60	DCR|2VULN|2DMG|2ZMB|1ASPD	19MGNSTR|23ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aCGEN
207	22133 21262	   	161.60	DCR|2VULN|2DMG|2ZMB|1ASPD	19MGNSTR|23ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aBEXP
208	22133 21264	   	161.60	DCR|2VULN|2DMG|2ZMB|1ASPD	19MGNSTR|23ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aLHND
209	22133 21266	   	161.60	DCR|2VULN|2DMG|2ZMB|1ASPD	19MGNSTR|23ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aMLV
210	45122 33314	 * 	161.60	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	17LWND|2RCR|37CGEN|4aDUR|5CDMG|67VULN|7BPWR|8ASPD|9AART
211	63131 13241	   	161.58	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|459VULN|6LIT|7CGEN|8ZMB|aAART
212	63131 16241	   	161.58	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|459VULN|6LIT|7RMIN|8ZMB|aAART
213	63133 43241	   	161.58	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|469VULN|5LIT|7CGEN|8ZMB|aAART
214	63133 51241	   	161.58	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|479VULN|5LIT|6MLV|8ZMB|aAART
215	63133 63241	   	161.58	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|489VULN|5LIT|6ZMB|7RMIN|aAART
216	63131 22331	   	161.54	ACR|4VULN|1DMG|1DUR	1BELT|2RCR|3DUR|458aVULN|6LWND|7BEXP|9DMG
217	22133 21265	   	161.50	DCR|2VULN|2DMG|2ZMB|1ASPD	19MGNSTR|23ZMB|49VULN|5LWND|6RCR|7ASPD|89DMG|9BPWR|aERES
218	63131 12241	   	161.48	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|459VULN|6LIT|7ERES|8ZMB|aAART
219	63133 11241	   	161.48	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|479VULN|5LIT|6TLV|8ZMB|aAART
220	63133 42241	   	161.48	ACR|3VULN|1AART|1ZMB|1DUR	1BELT|2RCR|3DUR|469VULN|5LIT|7ERES|8ZMB|aAART
221	45122 15311	   	161.40	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1LWND|2RCR|3CGEN|46DUR|5CDMG|7aVULN|8ASPD|9AART
222	63131 13235	 * 	161.37	ACR|3VULN|2ZMB|1CDMG|2DUR	1BELT|2RCR|39DUR|459VULN|6LIT|7CGEN|89ZMB|9BPWR|aCDMG
223	63133 43235	   	161.37	ACR|3VULN|2ZMB|1CDMG|2DUR	1BELT|2RCR|39DUR|469VULN|5LIT|7CGEN|89ZMB|9BPWR|aCDMG
224	63133 51235	   	161.37	ACR|3VULN|2ZMB|1CDMG|2DUR	1BELT|2RCR|39DUR|479VULN|5LIT|6MLV|89ZMB|9BPWR|aCDMG
225	63532 42132	   	161.35	ACR|2VULN|1AART|1DMG|1ZMB	1BELT|2RCR|3BEXP|48VULN|5LWND|6AART|7DUST|9ZMB|aDMG
226	63632 11412	   	161.35	ACR|2VULN|1AART|2CDMG|1ZMB	1BELT|2RCR|3aCDMG|4ZMB|5FEWX|6AART|78VULN|9MLV
227	63633 11612	   	161.35	ACR|2VULN|1AART|2CDMG|1ZMB	1BELT|2RCR|38CDMG|4ZMB|58DUST|6AART|78VULN|8BPWR|9MLV|aRPLT
228	26323 16622	 * 	161.32	DCR|3VULN|3DMG	14MGNSTR|249DMG|3DMSP|4BPWR|5TLV|678VULN|aRCR
229	63133 11235	   	161.27	ACR|3VULN|2ZMB|1CDMG|2DUR	1BELT|2RCR|39DUR|479VULN|5LIT|6TLV|89ZMB|9BPWR|aCDMG
230	63633 11611	   	161.25	ACR|2VULN|1AART|2CDMG|1ZMB	1BELT|2RCR|38CDMG|4ZMB|58aDUST|6AART|78VULN|8BPWR|9MLV
231	63633 11613	   	161.25	ACR|2VULN|1AART|2CDMG|1ZMB	1BELT|2RCR|38CDMG|4ZMB|58DUST|6AART|78VULN|8BPWR|9MLV|aNUKE
232	63633 11631	   	161.25	ACR|2VULN|1AART|2CDMG|1ZMB	1BELT|2RCR|38CDMG|4ZMB|589DUST|6AART|78VULN|8BPWR|aLWND
233	63633 11632	   	161.25	ACR|2VULN|1AART|2CDMG|1ZMB	1BELT|2RCR|38CDMG|4ZMB|589DUST|6AART|78VULN|8BPWR|aMLV
234	21365 52312	   	161.22	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CGEN|3AART|4DUR|5RCR|68aVULN|7RMIN|9CDMG
235	63233 12164	   	161.19	ACR|2VULN|2AART|1DMG	1BELT|2RCR|3LHND|4aVULN|5LIT|6TLV|79AART|8DMG
236	35122 22351	   	161.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LIT|2DUR|3FEWX|4RCR|58VULN|6DMG|7ZMB|9BEXP|aAART
237	35122 22551	   	161.19	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1LIT|2DUR|3FEWX|4RCR|5VULN|68DMG|7ZMB|9BEXP|aAART
238	63633 11633	   	161.15	ACR|2VULN|1AART|2CDMG|1ZMB	1BELT|2RCR|38CDMG|4ZMB|589DUST|6AART|78VULN|8BPWR|aLEGI
239	63131 31174	   	160.98	ACR|3VULN|1DMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|459VULN|6FLTHEA|7MBVNT|8CGEN|aDMG
240	63131 31852	   	160.98	ACR|3VULN|1DMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45aVULN|6FLTHEA|7MBVNT|8RPLT|9DMG
241	63143 32312	 * 	160.95	ACR|2VULN|1DMG|2CDMG|3DUR	1BELT|2RCR|39aDUR|4DUST|59CDMG|6CGEN|7DMG|89VULN|9BPWR
242	45241 34236	   	160.88	ACR|3VULN|1DMG|1CDMG|1DUR	1LWND|2RCR|3MBVNT|489VULN|5DUR|6ERES|7CDMG|aDMG
243	63131 31374	   	160.88	ACR|3VULN|1DMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|459VULN|6FLTHEA|7MBVNT|8TLV|aDMG
244	63131 31474	   	160.88	ACR|3VULN|1DMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|459VULN|6FLTHEA|7MBVNT|8ERES|aDMG
245	63131 35342	   	160.88	ACR|3VULN|1DMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|458VULN|6FLTHEA|7TLV|9ERES|aDMG
246	26531 32523	 * 	160.87	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1MGNSTR|2DMG|3DUR|4VULN|5LWND|6RCR|7CDMG|8aAART|9LIT
247	22245 61121	   	160.68	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1MGNSTR|25ZMB|3VULN|4LHND|6AART|7CDMG|8RCR|9DMG|aASPD
248	22233 24441	   	160.68	DCR|2VULN|1AART|1DMG|2ZMB	1MGNSTR|2aZMB|34VULN|5LWND|6RCR|7DMG|8BEXP|9AART
249	32121 16324	   	160.60	ACR|3VULN|1AART|1DMG	1LIT|2DUST|3FEWX|4RCR|5BELT|69aVULN|7AART|8DMG
250	63231 23432	   	160.46	ACR|3VULN|1DMG|2CDMG	1BELT|2RCR|3LHND|458VULN|6LWND|79CDMG|aDMG
251	63231 53432	   	160.46	ACR|3VULN|1DMG|2CDMG	1BELT|2RCR|3LHND|458VULN|6FEWX|79CDMG|aDMG
252	35324 11612	   	160.40	DCR|3VULN|2DMG|2DUR	1LIT|25DUR|3RMIN|45DMG|5BPWR|67aVULN|8LHND|9RCR
253	35324 41212	   	160.40	DCR|3VULN|2DMG|2DUR	1LIT|25DUR|3RMIN|45DMG|5BPWR|6LHND|78aVULN|9RCR
254	12233 26624	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2BASICY|3ZMB|4VULN|5LWND|6RCR|7CDMG|8AART|9DUR|aDMG
255	22231 36163	 * 	160.32	DCR|3VULN|1AART|2ZMB|1CDMG	1MGNSTR|26ZMB|347VULN|5CGEN|8CDMG|9AART|aRCR
256	64513 22233	 * 	160.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BELT|2BEXP|3aDMG|4DUR|5LEGI|6VULN|7AART|8CDMG|9RCR
257	66523 22233	   	160.31	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1BELT|2DUR|3aDMG|4BEXP|5LEGI|6VULN|7AART|8CDMG|9RCR
258	35324 61212	   	160.30	DCR|3VULN|2DMG|2DUR	1LIT|25DUR|3RMIN|45DMG|5BPWR|6LEGI|78aVULN|9RCR
259	63131 33132	   	160.29	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|78ZMB|9RMIN|aDMG
260	63131 33262	   	160.29	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|79ZMB|8CGEN|aDMG
261	63231 31554	 * 	160.28	ACR|2VULN|1AART|2FLTHEA|2DUR	1BELT|2RCR|39LHND|45VULN|69FLTHEA|7MBVNT|89DUR|9BPWR|aAART
262	45122 33113	   	160.27	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	17LWND|2RCR|37CGEN|4DUR|5CDMG|67VULN|7BPWR|8ERES|9AART|aZMB
263	63411 32141	   	160.27	ACR|2VULN|2DMG|1ZMB|1DUR	1BELT|2RCR|3LSRREG|47VULN|5LHND|69DMG|8ZMB|aDUR
264	45323 23124	   	160.25	ACR|2VULN|1AART|1DMG|1ZMB	13LWND|2RCR|45VULN|6ZMB|7FEWX|8AART|9CGEN|aDMG
265	63131 33142	   	160.19	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|78ZMB|9ERES|aDMG
266	63131 35162	   	160.19	ACR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7TLV|89ZMB|aDMG
267	63131 23531	   	160.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6LWND|7CDMG|8ZMB|9AART|aMLV
268	63131 23532	   	160.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6LWND|7CDMG|8ZMB|9AART|aFEWX
269	63131 23533	   	160.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1aBELT|2RCR|3DUR|45VULN|6LWND|7CDMG|8ZMB|9AART
270	63131 23535	   	160.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6LWND|7CDMG|8ZMB|9AART|aLIT
271	63131 53531	   	160.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6FEWX|7CDMG|8ZMB|9AART|aMLV
272	63131 53532	   	160.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1aBELT|2RCR|3DUR|45VULN|6FEWX|7CDMG|8ZMB|9AART
273	63414 32311	   	160.17	ACR|2VULN|2DMG|1ZMB|1DUR	1BELT|2RCR|3LSRREG|47VULN|5DUST|68DMG|9ZMB|aDUR
274	45247 12143	   	160.14	ACR|4VULN|1AART	15LWND|2RCR|3MBVNT|459aVULN|5BPWR|6AART|7LHND|8MLV
275	26533 13412	   	160.12	DCR|3VULN|1AART|1DMG|1DUR	15MGNSTR|2DMG|3DUR|458VULN|5BPWR|6LWND|7AART|9CGEN|aRCR
276	26533 23412	   	160.12	DCR|3VULN|1AART|1DMG|1DUR	15MGNSTR|2DMG|3DUR|458VULN|5BPWR|6FEWX|7AART|9CGEN|aRCR
277	63131 23536	   	160.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1BELT|2RCR|3DUR|45VULN|6LWND|7CDMG|8ZMB|9AART|aERES
278	45213 23436	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2RCR|3MBVNT|4LHND|5DUST|69VULN|7DMG|8AART|aZMB
279	45243 33436	   	160.05	ACR|2VULN|1AART|1DMG|1ZMB	1LWND|2RCR|3MBVNT|49VULN|5DUST|6LHND|7DMG|8AART|aZMB
280	23125 32552	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1MGNSTR|2DUST|3LHND|4DMG|59VULN|6RCR|7CDMG|8AART|aMLV
281	23125 32553	   	159.98	DCR|2VULN|1AART|1DMG|1CDMG	1MGNSTR|2DUST|3LHND|4DMG|59VULN|6RCR|7CDMG|8AART|aLWND
282	63634 23231	 * 	159.76	ACR|2VULN|1DMG|2CDMG|2ZMB	1BELT|2RCR|36CDMG|46ZMB|5RPLT|6BPWR|7DMG|8BEXP|9aVULN
283	12233 26651	   	159.70	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1DMSP|2BASICY|3ZMB|4VULN|5LWND|6RCR|79CDMG|8AART|aDMG
284	45247 13412	   	159.69	ACR|3VULN|1AART|1CDMG	15aLWND|2RCR|3MBVNT|459VULN|5BPWR|6AART|7DMSP|8CDMG
285	45247 13414	   	159.69	ACR|3VULN|1AART|1CDMG	15LWND|2RCR|3MBVNT|459VULN|5BPWR|6AART|7DMSP|8CDMG|aLHND
286	45247 13421	   	159.69	ACR|3VULN|1AART|1CDMG	15LWND|2RCR|3MBVNT|45aVULN|5BPWR|6AART|7DMSP|8CDMG|9LHND
287	45247 14412	   	159.69	ACR|3VULN|1AART|1CDMG	15aLWND|2RCR|3MBVNT|459VULN|5BPWR|6AART|7RCVC|8CDMG
288	45247 14414	   	159.69	ACR|3VULN|1AART|1CDMG	15LWND|2RCR|3MBVNT|459VULN|5BPWR|6AART|7RCVC|8CDMG|aLHND
289	45247 14421	   	159.69	ACR|3VULN|1AART|1CDMG	15LWND|2RCR|3MBVNT|45aVULN|5BPWR|6AART|7RCVC|8CDMG|9LHND
290	34322 31166	 * 	159.67	DCR|4VULN|2DMG	1LIT|2578VULN|3RMIN|49DMG|6TLV|aRCR
291	23215 31255	   	159.60	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MGNSTR|2DUST|3DUR|4ASPD|58VULN|6RCR|7BEXP|9AART|aDMG
292	45247 13413	   	159.59	ACR|3VULN|1AART|1CDMG	15LWND|2RCR|3MBVNT|459VULN|5BPWR|6AART|7DMSP|8CDMG|aDUST
293	45247 14413	   	159.59	ACR|3VULN|1AART|1CDMG	15LWND|2RCR|3MBVNT|459VULN|5BPWR|6AART|7RCVC|8CDMG|aDUST
294	26531 32241	   	159.59	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1MGNSTR|2DMG|3DUR|4VULN|5LWND|6RCR|7CDMG|8SELL|9AART|aZMB
295	63236 13512	   	159.47	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1BELT|2RCR|3LHND|49VULN|5ERES|6ASPD|7CDMG|8ZMB|aAART
296	45247 13443	   	159.44	ACR|3VULN|1AART|1CDMG|1SELL	15LWND|2RCR|3MBVNT|45aVULN|5BPWR|6AART|7DMSP|8CDMG|9SELL
297	45247 14443	   	159.44	ACR|3VULN|1AART|1CDMG|1SELL	15LWND|2RCR|3MBVNT|45aVULN|5BPWR|6AART|7RCVC|8CDMG|9SELL
298	45252 42411	   	159.35	ACR|2VULN|1AART|2CDMG|1ZMB	1LWND|2RCR|3MBVNT|46ERES|56CDMG|6BPWR|7ZMB|8aVULN|9AART
299	22525 31251	   	159.26	DCR|3VULN|1AART|1ZMB|1DUR	1MGNSTR|2ZMB|3DUR|4DUST|58aVULN|6RCR|7BEXP|9AART
300	63131 32621	   	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7FEWX|8CDMG|9DMG|aBEXP
301	63131 32622	   	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7FEWX|8CDMG|9DMG|aLHND
302	63131 32625	   	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7FEWX|8CDMG|9DMG|aLWND
303	63131 32626	   	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7FEWX|8CDMG|9DMG|aMLV
304	63131 34621	   	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7aBEXP|8CDMG|9DMG
305	63131 34622	   	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7BEXP|8CDMG|9DMG|aCGEN
306	63131 34623	   	159.08	ACR|2VULN|1DMG|1FLTHEA|1CDMG|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7BEXP|8CDMG|9DMG|aDMSP
307	63233 61511	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	19BELT|2RCR|3LHND|47VULN|5LIT|6ZMB|8DMG|aAART
308	63131 31721	   	158.98	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7MBVNT|8CDMG|9DMG|aBEXP
309	63131 31722	   	158.98	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7MBVNT|8CDMG|9DMG|aLHND
310	63131 31724	   	158.98	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7MBVNT|8CDMG|9DMG|aLWND
311	63131 31727	   	158.98	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7MBVNT|8CDMG|9DMG|aMLV
312	63131 32623	   	158.98	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|7FEWX|8CDMG|9DMG|aDLOT
313	44223 32543	   	158.98	DCR|3VULN|1AART|1DMG	14LWND|2FEWX|3MBVNT|5AART|6DMG|79aVULN|8RCR
314	26112 12151	   	158.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3ZMB|4FEWX|5aVULN|6RMIN|7DUR|8RCR|9AART
315	26112 12155	   	158.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1MGNSTR|2aDMG|3ZMB|4FEWX|5VULN|6RMIN|7DUR|8RCR|9AART
316	26412 32151	   	158.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1MGNSTR|2DMG|3MLV|4FEWX|5aVULN|6DUR|7ZMB|8RCR|9AART
317	63131 33553	   	158.96	ACR|3VULN|1FLTHEA|1ZMB|1DUR|1ASPD	1BELT|2RCR|3DUR|458VULN|6FLTHEA|7ZMB|9ASPD|aBEXP
318	63231 33551	   	158.96	ACR|3VULN|1FLTHEA|1ZMB|1DUR|1ASPD	1BELT|2RCR|3LHND|458VULN|6FLTHEA|7ZMB|9ASPD|aDUR
319	45243 64434	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	17LWND|2RCR|3MBVNT|47VULN|57DUST|6RPLT|7BPWR|8ZMB|9DMG|aAART
320	45323 41332	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	13LWND|2RCR|45VULN|6DMG|7CGEN|8ERES|9ZMB|aAART
