0	Index      	 *	Score 	Summary	Detail	
1	23342 15613	 * 	208.25	ACR|2AART|2VULN|2DMG|2CDMG|1ZMB	18CDMG|25AART|38VULN|4RCR|68DMG|7RMIN|8BPWR|9DMSP|aZMB
166	23312 15155	   	183.53	DCR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|25AART|38VULN|4aDUST|6DMG|7RCR|9ZMB
167	23312 13142	   	183.38	DCR|3VULN|2AART|1DMG|1CDMG	1CDMG|25AART|38aVULN|4DUST|6DMG|7MBVNT|9RCR
168	33321 22614	   	183.30	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1LEGI|28ASPD|3AART|47VULN|58DUR|68DMG|8BPWR|9LWND|aRCR
169	33321 22624	   	183.30	DCR|2VULN|2DMG|1AART|2ASPD|2DUR	1LEGI|28ASPD|3AART|47VULN|58DUR|68DMG|8BPWR|9FEWX|aRCR
170	35335 36233	 * 	183.07	DCR|3DMG|2VULN|2CDMG|1DUR	1LEGI|2aCDMG|36aDMG|4RCVC|56VULN|6aBPWR|7RCR|8DUR|9aLIT
171	23251 23623	   	182.98	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3LWND|49DMG|5FEWX|6CGEN|79VULN|8RCR|9BPWR|aLHND
172	23256 23623	   	182.98	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3LWND|49DMG|5BEXP|6CGEN|79VULN|8RCR|9BPWR|aLHND
173	23251 23622	   	182.88	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3LWND|49DMG|5FEWX|6CGEN|79VULN|8RCR|9BPWR|aLEGI
174	23251 23624	   	182.88	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3LWND|49DMG|5FEWX|6CGEN|79VULN|8RCR|9BPWR|aTLV
175	23251 63623	   	182.88	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3LWND|49DMG|5FEWX|6TLV|79VULN|8RCR|9BPWR|aLHND
176	23256 23622	   	182.88	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3LWND|49DMG|5BEXP|6CGEN|79VULN|8RCR|9BPWR|aLEGI
177	23361 43623	   	182.88	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3aVULN|4LEGI|59LWND|69DMG|7RMIN|8RCR|9BPWR
178	23251 63622	   	182.78	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3LWND|49DMG|5FEWX|6TLV|79VULN|8RCR|9BPWR|aLEGI
179	23351 23232	   	182.78	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3aVULN|49DMG|5FEWX|6CGEN|79TLV|8RCR|9BPWR
180	23356 23232	   	182.78	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3aVULN|49DMG|5BEXP|6CGEN|79TLV|8RCR|9BPWR
181	23422 12236	   	182.78	DCR|2VULN|2DMG|1AART|2CDMG	19CDMG|2AART|3TLV|49VULN|5ERES|6aDMG|79LHND|8RCR|9BPWR
182	26362 43123	 * 	182.77	DCR|3VULN|2DMG|3CDMG	179CDMG|249VULN|37DMG|57CGEN|6RCR|79BPWR|89ERES|aRCVC
183	26362 43223	   	182.77	DCR|3VULN|2DMG|3CDMG	179CDMG|249VULN|37DMG|57CGEN|6RCR|79BPWR|89TLV|aRCVC
184	24212 12435	   	182.77	ACR|4VULN|1AART|1CDMG|1DUR|1ASPD	1CDMG|2CANSTR|3RCR|4589VULN|6ASPD|7DUR|aAART
185	36312 23265	   	182.70	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1LEGI|26DMG|3AART|4BEXP|59VULN|7CDMG|8RCR|aDUR
186	46321 32423	 * 	182.70	DCR|3VULN|1AART|2ZMB|1CDMG|1DUR|1ASPD	1ASPD|246VULN|3AART|56ZMB|6BPWR|7DUR|8RCR|9FEWX|aCDMG
187	23344 12152	   	182.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5RCVC|6DMG|7LHND|9ZMB|aASPD
188	23344 13132	   	182.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5RCVC|6DMG|7MBVNT|9ZMB|aASPD
189	36324 13623	   	182.28	DCR|2VULN|2DMG|1AART|2CDMG	1LEGI|29DMG|3AART|4aVULN|59LWND|69CDMG|7RMIN|8RCR|9BPWR
190	23343 22112	   	182.17	ACR|3VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1CDMG|2AART|38aVULN|4RCR|5ASPD|6CGEN|7ZMB|9DUR
191	23343 32152	   	182.14	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5ASPD|6RCVC|7LHND|9ZMB|aDMG
192	26365 13333	   	182.13	DCR|4VULN|2DMG|2CDMG	17CDMG|2456VULN|3aDMG|8LHND|9RCR
193	26313 32262	   	182.10	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|29VULN|3aDMG|4ERES|5ASPD|6LWND|7RCR|8AART
194	23343 33132	   	182.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5ASPD|6RCVC|7MBVNT|9ZMB|aDMG
195	23343 36152	   	182.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5ASPD|6RCVC|7DUST|9ZMB|aDMG
196	26313 62262	   	182.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|29VULN|3aDMG|4ERES|5ASPD|6DUST|7RCR|8AART
197	35313 42262	   	182.00	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1LEGI|2CDMG|3aDMG|4ERES|5ASPD|69VULN|7RCR|8AART
198	23342 25342	   	181.99	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4RCR|6FEWX|7DUR|8RCVC|9DMG
199	23314 15152	   	181.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4DUST|5RCVC|6DMG|7RCR|9ZMB|aASPD
200	23342 13712	   	181.89	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4RCR|6DMG|7MBVNT|8RCVC|9DUR
201	23342 16612	   	181.89	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4RCR|6DMG|7DUST|8RCVC|9DUR
202	46323 31221	   	181.77	DCR|2AART|2VULN|1DMG|2ASPD|1DUR	1aASPD|24VULN|36AART|5RCVC|7RCR|8DMG|9DUR
203	42421 12216	 * 	181.63	ACR|3DMG|2VULN|1AART|1ASPD	1ASPD|2LIT|38aDMG|47VULN|5RCR|6FEWX|9AART
204	23313 35152	   	181.62	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4DUST|5ASPD|6RCVC|7RCR|9ZMB|aDMG
205	24211 53336	 * 	181.56	ACR|2VULN|1AART|1DMG|2CDMG|2ZMB	16CDMG|2CANSTR|3RCR|47VULN|5aZMB|8AART|9DMG
206	23345 52112	   	181.54	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	16CDMG|2AART|38aVULN|4RCR|5BEXP|7ZMB|9DUR
207	26333 24262	   	181.47	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|29aVULN|3DMG|4RCVC|5DUST|6DUR|7AART|8RCR
208	26362 43122	   	181.47	DCR|3VULN|2DMG|3CDMG	179CDMG|249VULN|37DMG|57CGEN|6RCR|79BPWR|89ERES|aLHND
209	26362 43222	   	181.47	DCR|3VULN|2DMG|3CDMG	179CDMG|249VULN|37DMG|57CGEN|6RCR|79BPWR|89TLV|aLHND
210	23312 15612	   	181.47	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4DUST|6DMG|7RCR|8RCVC|9DUR
211	26341 12314	   	181.44	DCR|2DMG|1AART|1VULN|2CDMG|2ASPD|1ZMB	17CDMG|2VULN|37DMG|4AIRHEL|5CGEN|67ASPD|7BPWR|8AART|9ZMB|aRCR
212	23343 63732	   	181.44	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|36VULN|4RCR|5ASPD|7MBVNT|8RCVC|9ZMB|aDMG
213	23346 52112	   	181.44	ACR|3VULN|1AART|2CDMG|1ZMB|1DUR	16CDMG|2AART|38aVULN|4RCR|5DUST|7ZMB|9DUR
214	23363 16262	   	181.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1CDMG|2AART|39aVULN|4LEGI|5DMSP|6DMG|7DUR|8RCR
215	23422 16235	 * 	181.24	DCR|2VULN|1AART|2CDMG|1DMG|3DUR	19CDMG|2AART|3TLV|49VULN|5ERES|6DMG|79aDUR|8RCR|9BPWR
216	23351 23236	 * 	180.84	DCR|3DMG|1AART|1VULN|2CDMG	19CDMG|2AART|3VULN|49aDMG|5FEWX|6CGEN|79TLV|8RCR|9BPWR
217	23352 62236	   	180.84	DCR|3DMG|1AART|1VULN|2CDMG	19CDMG|2AART|3VULN|49aDMG|5ERES|6TLV|79LHND|8RCR|9BPWR
218	23356 23236	   	180.84	DCR|3DMG|1AART|1VULN|2CDMG	19CDMG|2AART|3VULN|49aDMG|5BEXP|6CGEN|79TLV|8RCR|9BPWR
219	24233 53333	   	180.82	ACR|2VULN|1AART|1DMG|2CDMG|1ZMB	1aCDMG|2CANSTR|3RCR|4RCVC|5ZMB|67VULN|8AART|9DMG
220	23355 23162	   	180.80	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CDMG|2AART|38VULN|4aDMG|5ASPD|6ERES|7MBVNT|9RCR
221	23351 61236	   	180.74	DCR|3DMG|1AART|1VULN|2CDMG	19CDMG|2AART|3VULN|49aDMG|5FEWX|6TLV|79ERES|8RCR|9BPWR
222	23361 42623	   	180.74	DCR|3VULN|1AART|1DMG|2CDMG	19CDMG|2AART|39aVULN|4LEGI|5LWND|6DMG|79TLV|8RCR|9BPWR
223	46321 32431	 * 	180.50	DCR|3VULN|2AART|2ZMB|1ASPD|1DUR	1ASPD|246VULN|3aAART|56ZMB|6BPWR|7DUR|8RCR|9RMIN
224	46323 31223	   	180.45	DCR|2AART|2VULN|1DMG|2DUR|1ASPD	1ASPD|24VULN|36AART|5RCVC|7RCR|8DMG|9aDUR
225	26214 12632	   	180.38	DCR|4VULN|1DMG|2CDMG|2DUR	14CDMG|2468VULN|3RCVC|46BPWR|56DUR|7DMG|9RCR|aLIT
226	26214 12631	   	180.28	DCR|4VULN|1DMG|2CDMG|2DUR	14CDMG|2468VULN|3RCVC|46BPWR|56DUR|7DMG|9RCR|aDUST
227	26214 33411	   	180.28	DCR|4VULN|1DMG|2CDMG|2DUR	14CDMG|2468VULN|3RCVC|4BPWR|57DUR|9RCR|aDMG
228	23352 36214	 * 	180.28	DCR|2AART|2DMG|3CDMG|1VULN	178CDMG|2aAART|3VULN|48DMG|58ERES|6RPLT|8BPWR|9RCR
229	24212 13313	   	180.24	ACR|3VULN|1AART|2CDMG|1ZMB|1ASPD	1aCDMG|2CANSTR|3RCR|457VULN|6ASPD|8AART|9ZMB
230	23244 12162	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|3LWND|4RCR|5RCVC|6DMG|7LHND|89aVULN
231	23344 11116	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5RCVC|6DMG|7RPLT|8MGNLIT
232	23344 12131	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4RCR|5RCVC|6DMG|7LHND|aLWND
233	23344 12133	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4RCR|5RCVC|6DMG|7LHND|aFEWX
234	23344 12134	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4RCR|5RCVC|6DMG|7LHND|aRMIN
235	23344 12142	   	180.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4RCR|5RCVC|6DMG|7LHND|9FEWX
236	23421 22236	 * 	180.14	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	19CDMG|2AART|3TLV|49VULN|5BEXP|6CGEN|79ZMB|8RCR|9BPWR|aDMG
237	23342 11114	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|39VULN|4RCR|6DMG|7RPLT|8MGNLIT|aDUR
238	23342 11241	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|39VULN|4RCR|6DMG|7RPLT|8CGEN|aDUR
239	23342 11244	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|25AART|39VULN|4RCR|6DMG|7RPLT|8CGEN|aASPD
240	23342 12145	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7LHND|9FEWX|aDUR
241	23342 12162	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|25AART|38VULN|4RCR|6DMG|7LHND|9RMIN|aASPD
242	23342 12242	   	180.08	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|25AART|3VULN|4RCR|69DMG|7LHND|8RMIN|aASPD
243	23342 12611	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4RCR|6DMG|7LHND|8BELT|9DUR
244	23342 25226	   	180.08	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1CDMG|25AART|3VULN|4RCR|6FEWX|7DUR|8aDMG|9LWND
245	23342 25242	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4RCR|69FEWX|7DUR|8DMG
246	23342 55222	   	180.08	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4RCR|69LWND|7DUR|8DMG
247	23244 13172	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|3LWND|4RCR|5RCVC|6DMG|7MBVNT|89aVULN
248	23344 11316	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5RCVC|6DMG|7RPLT|8CANHEL
249	23344 12136	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4RCR|5RCVC|6DMG|7LHND|aDUST
250	23344 13152	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4RCR|5RCVC|6DMG|7MBVNT|9FEWX
251	23344 13182	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4RCR|5RCVC|6DMG|7MBVNT|9LWND
252	23344 13472	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5RCVC|6DMG|7MBVNT|8LWND
253	23344 16131	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4RCR|5RCVC|6DMG|7DUST|aLWND
254	23344 16132	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4RCR|5RCVC|6DMG|7DUST|aBEXP
255	23344 16133	   	180.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4RCR|5RCVC|6DMG|7DUST|aFEWX
256	23341 42222	   	179.98	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|29AART|3VULN|4RCR|5LWND|68DMG|7TLV|aASPD
257	23342 11314	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|39VULN|4RCR|6DMG|7RPLT|8CANHEL|aDUR
258	23342 12122	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|25AART|38VULN|4RCR|6DMG|7LHND|9ERES|aASPD
259	23342 13113	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9DUR|aBEXP
260	23342 13114	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9DUR|aRMIN
261	23342 13118	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9DUR|aLSRICY
262	23342 13156	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9FEWX|aDUR
263	23342 13162	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9RMIN|aASPD
264	23342 13186	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9LWND|aDUR
265	23342 13252	   	179.98	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|25AART|3VULN|4RCR|69DMG|7MBVNT|8RMIN|aASPD
266	23342 13476	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|39VULN|4RCR|6DMG|7MBVNT|8LWND|aDUR
267	23342 16113	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7DUST|9DUR|aBEXP
268	23342 16116	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7DUST|9DUR|aMLV
269	23342 16162	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|25AART|38VULN|4RCR|6DMG|7DUST|9RMIN|aASPD
270	23342 16242	   	179.98	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|25AART|3VULN|4RCR|69DMG|7DUST|8RMIN|aASPD
271	23342 13367	   	179.98	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1CDMG|25AART|3VULN|4RCR|6aDMG|7MBVNT|8FEWX|9DUR
272	23342 15112	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|3aVULN|4RCR|6DMG|7RMIN|8TLV|9DUR
273	23342 25216	   	179.98	ACR|2AART|2DMG|1VULN|1CDMG|1DUR	1CDMG|25AART|3VULN|4RCR|6FEWX|7DUR|8aDMG|9DUST
274	23343 63272	   	179.98	ACR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|29AART|36VULN|4RCR|5ASPD|7MBVNT|8RMIN|aDMG
275	23344 13122	   	179.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4RCR|5RCVC|6DMG|7MBVNT|9DUST
276	23344 13146	   	179.95	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4RCR|5RCVC|6DMG|7MBVNT|9LSRHEA
277	23342 13111	   	179.88	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9DUR|aERES
278	23342 13115	   	179.88	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9DUR|aDUST
279	23342 13148	   	179.88	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7MBVNT|9LSRHEA|aDUR
280	23342 13852	   	179.88	ACR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|25AART|3VULN|4RCR|69DMG|7MBVNT|8ERES|aASPD
281	23342 16111	   	179.88	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7DUST|9DUR|aERES
282	23342 16114	   	179.88	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7aDUST|9DUR
283	23342 16115	   	179.88	ACR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4RCR|6DMG|7DUST|9DUR|aSNIHEL
284	23342 12552	   	179.81	ACR|2AART|1VULN|2CDMG|1DMG|1ZMB|1ASPD	18CDMG|25AART|3VULN|4RCR|6DMG|7LHND|9ZMB|aASPD
285	23342 11411	   	179.79	ACR|3AART|1VULN|1DMG|2CDMG|1FLTHEA	1aCDMG|258AART|3VULN|4RCR|6DMG|7RPLT|9FLTHEA
286	23342 22162	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|38aVULN|4RCR|6FEWX|7ZMB|9BEXP
287	23342 52131	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LWND|7ZMB|aLHND
288	23342 52133	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LWND|7ZMB|aFEWX
289	23342 52134	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LWND|7ZMB|aRMIN
290	23342 52142	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|38aVULN|4RCR|6LWND|7ZMB|9FEWX
291	23342 62131	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LHND|7ZMB|aLWND
292	23342 62133	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LHND|7ZMB|aFEWX
293	23342 62134	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LHND|7ZMB|aRMIN
294	23342 62142	   	179.74	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|38aVULN|4RCR|6LHND|7ZMB|9FEWX
295	23342 13632	   	179.71	ACR|2AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	18CDMG|25AART|3VULN|4RCR|6DMG|7MBVNT|9ZMB|aASPD
296	23342 11551	   	179.66	ACR|2AART|2DMG|2CDMG|1VULN	19CDMG|25AART|3VULN|4RCR|69DMG|7RPLT|89BEXP|9BPWR|aLHND
297	23342 11552	   	179.66	ACR|2AART|2DMG|2CDMG|1VULN	19CDMG|25AART|3VULN|4RCR|69DMG|7RPLT|89BEXP|9BPWR|aLWND
298	23342 11651	   	179.66	ACR|2AART|2DMG|2CDMG|1VULN	19CDMG|25AART|3VULN|4RCR|69DMG|7RPLT|89LWND|9BPWR|aLHND
299	23342 11652	   	179.66	ACR|2AART|2DMG|2CDMG|1VULN	19CDMG|25AART|3VULN|4RCR|69DMG|7RPLT|89aLWND|9BPWR
300	23342 11653	   	179.66	ACR|2AART|2DMG|2CDMG|1VULN	19CDMG|25AART|3VULN|4RCR|69DMG|7RPLT|89LWND|9BPWR|aBEXP
301	23343 22146	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5ASPD|6CGEN|7ZMB|9FEWX|aDMG
302	23343 22162	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5ASPD|6CGEN|7ZMB|9LIT|aDMG
303	23343 22242	   	179.64	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|3aVULN|4RCR|5ASPD|6CGEN|7ZMB|8RMIN|9DMG
304	23342 22122	   	179.64	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|38aVULN|4RCR|6FEWX|7ZMB|9DUST
305	23342 52136	   	179.64	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LWND|7ZMB|aDUST
306	23342 62136	   	179.64	ACR|3VULN|2AART|1CDMG|1ZMB	1CDMG|25AART|389VULN|4RCR|6LHND|7ZMB|aDUST
307	23214 15162	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|3LWND|4DUST|5RCVC|6DMG|7RCR|89aVULN
308	23314 15131	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4DUST|5RCVC|6DMG|7RCR|aLWND
309	23314 15132	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4DUST|5RCVC|6DMG|7RCR|aBEXP
310	23314 15133	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4DUST|5RCVC|6DMG|7RCR|aFEWX
311	23314 15134	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4DUST|5RCVC|6DMG|7RCR|aRMIN
312	23314 15142	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|38aVULN|4DUST|5RCVC|6DMG|7RCR|9FEWX
313	23364 15131	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4LEGI|5RCVC|6DMG|7RCR|aLWND
314	23364 15133	   	179.63	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4LEGI|5RCVC|6DMG|7RCR|aFEWX
315	23312 15113	   	179.56	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4DUST|6DMG|7RCR|9DUR|aBEXP
316	23312 15116	   	179.56	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|25AART|38VULN|4DUST|6DMG|7RCR|9DUR|aMLV
317	23312 15162	   	179.56	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|25AART|38VULN|4DUST|6DMG|7RCR|9RMIN|aASPD
318	23312 15242	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1ASPD	1CDMG|25AART|3VULN|4DUST|69DMG|7RCR|8RMIN|aASPD
319	23312 15356	   	179.56	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1CDMG|25AART|3VULN|4DUST|6aDMG|7RCR|8FEWX|9DUR
320	23313 65262	   	179.56	DCR|2AART|2VULN|1DMG|1CDMG|1ASPD	1CDMG|29AART|36VULN|4DUST|5ASPD|7RCR|8RMIN|aDMG
321	23342 11553	   	179.56	ACR|2AART|2DMG|1VULN|2CDMG	19CDMG|25AART|3VULN|4RCR|69DMG|7RPLT|89BEXP|9BPWR|aMBVNT
322	23342 13357	   	179.56	ACR|2AART|2DMG|1VULN|2CDMG	1aCDMG|25AART|3VULN|4RCR|6aDMG|7MBVNT|8aFEWX|9BELT|aBPWR
323	23345 32262	   	179.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|39aVULN|4RCR|5BEXP|6LHND|7RCVC|8DMG
324	24212 22313	 * 	179.54	ACR|3VULN|3CDMG|1AART|1ZMB	17aCDMG|2CANSTR|3RCR|457VULN|67CGEN|7BPWR|8AART|9ZMB
325	23343 23152	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|38VULN|4RCR|5ASPD|6CGEN|7TLV|9ZMB|aDMG
326	23343 63434	   	179.54	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2AART|36VULN|4RCR|5ASPD|7MBVNT|8LWND|9ZMB|aDMG
327	23314 15136	   	179.53	DCR|3VULN|1AART|1DMG|1CDMG	1CDMG|2AART|389VULN|4aDUST|5RCVC|6DMG|7RCR
328	26332 46122	   	179.47	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|29VULN|38DMG|4RCVC|5CGEN|6RCR|7DUST|aAART
