0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63511 13325	6	 * 	269.16	DCR|5VULN|1TLV|1DMG|1AART	1AART|23467VULN|5TLV|8BBNT|9RCR|aDMG
174	51121 42236	4	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|2BEXP|36aVULN|4TLV|5TBNT|7LIT|8DMG|9RCR
175	53121 42236	4	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|2FEWX|36aVULN|4TLV|5TBNT|7LIT|8DMG|9RCR
176	53125 21136	5	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|2FEWX|38aVULN|4TLV|5LIT|6DMG|7RCR|9BBNT
177	11523 36213	8	   	244.66	DCR|3VULN|1TLV|2CDMG|1DUR	1DMSP|28CDMG|3DUR|48DUST|568VULN|7RCR|8BPWR|9TLV|aLIT
178	11523 36236	10	   	244.66	DCR|3VULN|1TLV|2CDMG|1DUR	1DMSP|28CDMG|3DUR|48DUST|568VULN|7RCR|8BPWR|9ASPD|aTLV
179	21121 42236	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LWND|26aVULN|3TLV|4DUR|5TBNT|7LIT|8DMG|9RCR
180	41121 42236	1	   	244.66	DCR|3VULN|1TLV|1DMG|1DUR	1LHND|26aVULN|3TLV|4DUR|5TBNT|7LIT|8DMG|9RCR
181	22133 14361	1	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	17LWND|2DUR|37TLV|4DMG|5BEXP|678VULN|7BPWR|9ERES|aRCR
182	22135 14361	1	   	244.63	DCR|3VULN|2TLV|1DMG|1DUR	17LWND|2DUR|37TLV|4DMG|5FEWX|678VULN|7BPWR|9ERES|aRCR
183	61631 53111	5	   	244.61	DCR|3VULN|2DMG|2LIT|1AART	1AART|29DMG|359VULN|45LIT|59BPWR|6ASPD|7RCR|89BEXP|aDUST
184	51135 32236	1	   	244.56	DCR|3VULN|1TLV|1DMG|1DUR	1DUR|29aVULN|3TLV|4DMG|5TBNT|6BBNT|7RCR|8ASPD
185	12125 52332	3	   	244.53	DCR|3VULN|2TLV|1DMG|2ASPD	1DMSP|27ASPD|3RPLT|4DMG|57aVULN|67TLV|7BPWR|8RCR|9ERES
186	12125 52332	2	   	244.53	DCR|3VULN|2TLV|1DMG|2ASPD	1DMSP|27ASPD|3RPLT|4DMG|57aVULN|67TLV|7BPWR|8RCR|9ERES
187	13125 52332	1	   	244.53	DCR|3VULN|2TLV|1DMG|2ASPD	1DMSP|27ASPD|3RPLT|4DMG|57aVULN|67TLV|7BPWR|8RCR|9ERES
188	22135 11625	1	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1LWND|2DUR|39TLV|4DMG|5FEWX|67aVULN|8RCR
189	53133 11625	2	   	244.53	DCR|3VULN|2TLV|1DMG|1DUR	1DUR|2FEWX|39TLV|4DMG|5BEXP|67aVULN|8RCR
190	22134 15353	1	   	244.51	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1LWND|2DUR|3TLV|4DMG|568VULN|7SELL|9LIT|aRCR
191	51133 15353	1	   	244.51	DCR|3VULN|1TLV|1DMG|1DUR|1SELL	1DUR|268VULN|3TLV|4DMG|5BEXP|7SELL|9LIT|aRCR
192	55423 33311	8	   	244.47	DCR|3VULN|3DUR|1AART	189DUR|29ZMB|3ASPD|4AART|5LIT|6RCR|79aVULN|9BPWR
193	51135 32335	1	   	244.33	DCR|3VULN|2TLV|1DMG|1DUR	1DUR|29aVULN|38TLV|4DMG|5TBNT|6BBNT|7RCR
194	51612 32513	1	   	244.30	DCR|3VULN|3DUR|1TLV	169DUR|236VULN|4RMIN|5RPLT|6BPWR|7TLV|8FEWX|aRCR
195	53131 14252	1	   	244.28	DCR|2VULN|2TLV|2DUR|1DMG|1AART	17DUR|2LWND|37TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|9RPLT|aAART
196	54613 21133	1	   	244.20	DCR|3VULN|3DUR|1TLV	145DUR|2TBNT|34CGEN|4BPWR|69aVULN|7TLV|8RCR
197	53131 14213	1	   	244.18	DCR|2VULN|2TLV|2DUR|1DMG|1AART	17DUR|2LWND|37TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|9BBNT|aAART
198	53131 14613	2	   	244.18	DCR|2VULN|2TLV|2DUR|1DMG|1AART	17DUR|2FEWX|37TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|9BBNT|aAART
199	53131 14623	2	   	244.18	DCR|2VULN|3TLV|2DUR|1DMG|1AART	17DUR|2FEWX|379TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|aAART
200	12623 42313	5	   	244.06	DCR|2VULN|3DUR|1TLV|2ASPD	1DMSP|2aASPD|3ERES|46aDUR|5TLV|7LIT|8RCR|9aVULN|aBPWR
201	12623 54313	7	   	244.06	DCR|2VULN|3DUR|1TLV|2ASPD	1DMSP|2aASPD|3ERES|47aDUR|5TLV|6LIT|8RCR|9aVULN|aBPWR
202	12623 55313	6	   	244.06	DCR|2VULN|3DUR|1TLV|2ASPD	1DMSP|2aASPD|3ERES|47aDUR|5TLV|6LIT|8RCR|9aVULN|aBPWR
203	54513 21133	1	   	244.00	DCR|3VULN|3DUR|1TLV	145DUR|2TBNT|34ERES|4BPWR|69aVULN|7TLV|8RCR
204	63512 53122	8	   	243.99	DCR|4VULN|2DUR|1AART	1AART|2349VULN|59DUR|6BELT|7RCR|89FEWX|9BPWR|aLIT
205	61313 32453	2	   	243.57	DCR|2VULN|2DMG|2DUR|2AART	15AART|29DMG|3TBNT|4RMIN|69DUR|79VULN|8RCR|9BPWR|aLIT
206	63512 53212	9	   	243.25	DCR|4VULN|2DUR|2AART	18AART|2349VULN|5aDUR|6BELT|7RCR
207	61332 32452	2	   	243.14	DCR|2VULN|3DMG|2DUR|1AART	1AART|249DMG|3TBNT|5aRMIN|69DUR|79VULN|8RCR|9BPWR
208	61332 32453	2	   	243.14	DCR|2VULN|3DMG|2DUR|1AART	1AART|249DMG|3TBNT|5RMIN|69DUR|79VULN|8RCR|9BPWR|aFEWX
209	63531 31632	4	 * 	243.05	ACR|4VULN|2TLV|2CDMG|1DUR|1AART	1AART|2369VULN|4RCR|59CDMG|7BELT|89TLV|9BPWR|aDUR
210	51124 52311	1	   	243.02	DCR|2VULN|3DUR|1TLV|1CDMG|1AART	147DUR|27VULN|3TLV|5CDMG|67LWND|7BPWR|8AART|9CGEN|aRCR
211	63513 11225	6	   	242.95	DCR|5VULN|1DMG|1AART	1AART|23468VULN|5CGEN|7BBNT|9RCR|aDMG
212	63513 13225	6	   	242.95	DCR|5VULN|1DMG|1AART	1AART|23468VULN|5CGEN|7TBNT|9RCR|aDMG
213	51131 14613	2	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2BEXP|37TLV|4DMG|5LHND|67VULN|7BPWR|8LIT|9FEWX|aRCR
214	51131 14633	2	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2BEXP|37TLV|4DMG|5LHND|67VULN|7BPWR|8LIT|9LWND|aRCR
215	53131 14243	1	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|9RCVC|aASPD
216	53131 14613	1	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5LHND|67VULN|7BPWR|8LIT|9FEWX|aRCR
217	53133 14213	1	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5BEXP|67VULN|7BPWR|8MLV|9ASPD|aRCR
218	53133 14613	1	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5BEXP|67VULN|7BPWR|8LIT|9FEWX|aRCR
219	53135 14213	1	   	242.93	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5FEWX|67VULN|7BPWR|8MLV|9ASPD|aRCR
220	53131 14212	1	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2LWND|37TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|9BBNT|aASPD
221	53131 14223	1	   	242.83	DCR|2VULN|3TLV|2DUR|1DMG	17DUR|2LWND|379TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|aASPD
222	53131 14612	2	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2FEWX|37TLV|4DMG|5LHND|67VULN|7BPWR|8RCR|9BBNT|aASPD
223	53133 14612	2	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	17DUR|2FEWX|37TLV|4DMG|5BEXP|67VULN|7BPWR|8RCR|9BBNT|aASPD
224	16612 41321	1	   	242.82	DCR|4VULN|2TLV|1CDMG	1DMSP|29TLV|3579VULN|459ERES|59BPWR|6BBNT|8RCR|aCDMG
225	52453 11313	1	   	242.77	DCR|2VULN|3DUR|1TLV|2LIT	12aDUR|3DMSP|4ERES|5aLIT|6TLV|7ASPD|8RCR|9aVULN|aBPWR
226	54312 32236	1	   	242.73	DCR|2VULN|2TLV|2DUR|1DMG	14DUR|2TBNT|34TLV|4BPWR|5LHND|6aVULN|7LIT|8DMG|9RCR
227	52113 11313	1	   	242.67	DCR|2VULN|3DUR|1TLV|2LIT	12aDUR|34ERES|5aLIT|6TLV|7ASPD|8RCR|9aVULN|aBPWR
228	52264 12333	10	   	242.52	DCR|3VULN|2DMG|2DUR	16DUR|2MLV|3LHND|46DMG|5RCVC|6BPWR|7RCR|89aVULN
229	51156 22331	9	   	242.52	DCR|3VULN|2DMG|2DUR	19DUR|2BEXP|349VULN|5RMIN|6CGEN|7DUST|89DMG|9BPWR|aRCR
230	53156 22331	9	   	242.52	DCR|3VULN|2DMG|2DUR	19DUR|2FEWX|349VULN|5RMIN|6CGEN|7DUST|89DMG|9BPWR|aRCR
231	63532 11522	9	 * 	242.42	ACR|3VULN|2TLV|1DMG|2CDMG|1AART	1AART|23aVULN|4RCR|5ASPD|6aTLV|7LIT|8DMG|9aCDMG|aBPWR
232	63553 12132	9	   	242.11	DCR|2VULN|3DMG|1DUR|1CDMG|1AART	1AART|23VULN|4CDMG|5CGEN|678DMG|9DUR|aRCR
233	61331 15324	2	 * 	242.10	DCR|4VULN|2DMG|1AART	1AART|24DMG|3TBNT|568aVULN|7BBNT|9RCR
234	61631 33421	9	   	242.08	DCR|2VULN|1TLV|1DMG|2LIT|1CDMG|1AART	1AART|2DMG|35VULN|45LIT|5BPWR|6ZMB|7TLV|8RCR|9CDMG|aASPD
235	63512 62321	10	   	241.90	DCR|3VULN|2TLV|2AART|1DUR	17AART|234VULN|5DUR|6RCVC|8aTLV|9RCR
236	61221 33142	10	   	241.81	DCR|3VULN|1TLV|1DMG|1CDMG|1AART|1SELL	1AART|2DMG|3SELL|4CDMG|589VULN|6LIT|7TLV|aRCR
237	52633 52313	2	   	241.69	DCR|2VULN|3DMG|2DUR	1aDUR|2MLV|36aDMG|45ERES|7LIT|8RCR|9aVULN|aBPWR
238	61433 33311	8	 * 	241.52	ACR|3VULN|3DUR|2DMG|1AART	1AART|29DMG|3RCR|4LIT|5RMIN|689DUR|79aVULN|9BPWR
239	61433 52311	8	   	241.52	ACR|3VULN|3DUR|2DMG|1AART	1AART|29DMG|3RCR|4LIT|5RMIN|69aVULN|789DUR|9BPWR
240	61536 11332	8	   	241.51	DCR|2VULN|2DMG|1DUR|2LIT|1CDMG|1AART	1AART|2aDMG|3LWND|4aLIT|5CDMG|6BELT|7DUR|8aVULN|9RCR|aBPWR
241	51124 35132	1	   	241.46	DCR|2VULN|3DUR|1TLV|1CDMG	147DUR|28VULN|3TLV|5CDMG|6LIT|9LHND|aRCR
242	53143 32226	6	   	241.44	DCR|2VULN|3DUR|2TLV|1CDMG	17aDUR|2FEWX|3aVULN|4LWND|5CDMG|6RCR|8BELT|9aTLV|aBPWR
243	51124 35122	1	   	241.36	DCR|2VULN|3DUR|1TLV|1CDMG	147DUR|28VULN|3TLV|5CDMG|6LIT|9LEGI|aRCR
244	63512 22433	6	   	240.96	DCR|4VULN|1DMG|1DUR|1AART	1AART|2349VULN|5DUR|6ZMB|7RPLT|8RCR|aDMG
245	21413 31312	1	   	240.94	DCR|4VULN|2DMG	1LWND|2579VULN|3LIT|46DMG|8RCR|aRMIN
246	21413 31313	1	   	240.94	DCR|4VULN|2DMG	1LWND|2579VULN|3LIT|46DMG|8RCR|aZMB
247	21413 31314	1	   	240.94	DCR|4VULN|2DMG	1LWND|2579VULN|3LIT|46DMG|8RCR|aFEWX
248	21413 31326	1	   	240.94	DCR|4VULN|2DMG	1LWND|257aVULN|3LIT|46DMG|8RCR|9CGEN
249	63511 62232	4	   	240.86	DCR|4VULN|1DMG|1DUR|1AART	1AART|234aVULN|5LWND|6RCR|7DUST|8DUR|9DMG
250	21413 31311	1	   	240.84	DCR|4VULN|2DMG	1LWND|2579VULN|3LIT|46DMG|8RCR|aERES
251	21413 31315	1	   	240.84	DCR|4VULN|2DMG	1LWND|2579VULN|3LIT|46DMG|8RCR|aMBVNT
252	21413 31346	1	   	240.84	DCR|4VULN|2DMG	1LWND|257aVULN|3LIT|46DMG|8RCR|9TBNT
253	11222 45126	10	   	240.79	DCR|2VULN|2DUR|1TLV|3CDMG	1DMSP|27aCDMG|3LIT|4aDUR|5TLV|6RCR|8BEXP|9aVULN|aBPWR
254	11222 45326	10	   	240.79	DCR|2VULN|2DUR|3CDMG|1TLV	1DMSP|27aCDMG|3LIT|4aDUR|5TLV|6RCR|8FEWX|9aVULN|aBPWR
255	51143 12135	5	   	240.78	DCR|4VULN|2DUR|2LIT	19DUR|2BEXP|3689VULN|4LWND|5DUST|79LIT|9BPWR|aRCR
256	51151 32135	4	   	240.78	DCR|4VULN|2DUR|2LIT	19DUR|2BEXP|3489VULN|5LHND|6DUST|79LIT|9BPWR|aRCR
257	63333 31355	3	   	240.76	DCR|4VULN|1DMG|1DUR|1AART	1AART|2468VULN|3LEGI|5TBNT|7DMG|9RCR|aDUR
258	63333 31355	4	   	240.76	DCR|4VULN|1DMG|1DUR|1AART	1AART|2468VULN|3LEGI|4BPWR|5TBNT|7DMG|9RCR|aDUR
259	63511 12226	5	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1AART|234VULN|5TLV|69LHND|78DUR|aRCR
260	63511 22226	6	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1AART|234VULN|5TLV|69LHND|78DUR|aRCR
261	63511 32236	9	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1AART|234VULN|5TLV|6MLV|79DUR|8RMIN|aRCR
262	63511 63222	4	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1AART|234VULN|5LWND|6RCR|7TLV|8aDUR|9ZMB
263	63512 53113	10	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1AART|234VULN|5aDUR|6BELT|7RCR|8FEWX|9TLV
264	63634 21312	4	   	240.63	DCR|3VULN|2DUR|1TLV|1AART	1AART|249VULN|34LWND|4BPWR|57DUR|6DLOT|8TLV|aRCR
265	21654 21312	1	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	1LWND|239VULN|4AART|57DUR|6DLOT|8TLV|aRCR
266	63511 63212	4	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	1AART|234VULN|5LWND|6RCR|7TLV|8aDUR|9ERES
267	63534 21312	2	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	1AART|249VULN|3LWND|57DUR|6DLOT|8TLV|aRCR
268	63634 21312	3	   	240.53	DCR|3VULN|2DUR|1TLV|1AART	1AART|249VULN|3LWND|57DUR|6DLOT|8TLV|aRCR
269	63334 21312	4	   	240.43	DCR|3VULN|2DUR|1TLV|1AART	1AART|249VULN|3LEGI|4BPWR|57DUR|6DLOT|8TLV|aRCR
270	63334 21312	3	   	240.43	DCR|3VULN|2DUR|1TLV|1AART	1AART|249VULN|3LEGI|57DUR|6DLOT|8TLV|aRCR
271	63512 32363	6	   	240.43	DCR|3VULN|2DUR|1TLV|1AART	1AART|234VULN|57DUR|6ERES|8TBNT|9RCR|aTLV
272	51166 13113	8	   	240.27	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1DUR|2BEXP|37VULN|46LIT|5TLV|8CDMG|9DMG|aRCR
273	53125 13113	8	   	240.27	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1DUR|2FEWX|37VULN|4TLV|56LIT|8CDMG|9DMG|aRCR
274	53125 13513	7	   	240.27	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1DUR|2FEWX|37VULN|4TLV|56LIT|8CDMG|9DMG|aRCR
275	53166 13113	8	   	240.27	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1DUR|2FEWX|37VULN|46LIT|5TLV|8CDMG|9DMG|aRCR
276	22425 41133	1	   	240.15	DCR|3VULN|3DUR|1CDMG	19LWND|259DUR|3LIT|4BEXP|689VULN|7RCR|9BPWR|aCDMG
277	51136 22363	1	   	239.99	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1aDUR|29VULN|3TLV|4DMG|5RPLT|6LWND|7RCR|8CDMG
278	52211 61133	9	   	239.77	DCR|2VULN|3DUR|1TLV|1DMG	14aDUR|2MLV|3aLHND|5RMIN|6DMG|7TLV|8RCR|9aVULN|aBPWR
279	52231 14623	2	   	239.77	DCR|2VULN|3DUR|1TLV|1DMG	17aDUR|2MLV|37FEWX|4DMG|5LHND|67VULN|7BPWR|8RCR|9TLV
280	63553 13222	4	   	239.70	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1AART|23aVULN|4CDMG|5RPLT|6CGEN|7TLV|8DUR|9RCR
281	11211 31113	4	   	239.68	DCR|2VULN|2DMG|2DUR|1CDMG	1DMSP|2CDMG|3LIT|45VULN|6aDUR|7RCR|89DMG
282	11261 31113	3	   	239.68	DCR|2VULN|2DMG|2DUR|1CDMG	1DMSP|2CDMG|3LIT|45VULN|6aDUR|7RCR|89DMG
283	61631 31142	10	   	239.67	DCR|4VULN|1DMG|2LIT|1AART	1AART|2DMG|3589VULN|45LIT|5BPWR|6ZMB|7CGEN|aRCR
284	63511 63112	4	   	239.60	DCR|3VULN|1TLV|1DUR|1CDMG|1AART	1AART|234VULN|5LWND|6RCR|7TLV|8TBNT|9DUR|aCDMG
285	11525 43223	10	   	239.57	DCR|2VULN|3DUR|1TLV|2CDMG	1DMSP|28CDMG|368DUR|4DUST|5FEWX|78VULN|8BPWR|9TLV|aRCR
286	51153 41223	10	   	239.57	DCR|2VULN|3DUR|1TLV|2CDMG	168DUR|28BEXP|34VULN|5DUST|78CDMG|8BPWR|9TLV|aRCR
287	11521 53223	10	   	239.57	DCR|2VULN|3DUR|1TLV|2CDMG	1DMSP|28CDMG|358DUR|4DUST|6FEWX|78VULN|8BPWR|9TLV|aRCR
288	11521 53225	9	   	239.57	DCR|2VULN|3DUR|1TLV|2CDMG	1DMSP|28CDMG|358DUR|4DUST|6FEWX|78VULN|8BPWR|9TLV|aRCR
289	12161 21152	1	   	239.42	DCR|3VULN|2TLV|1DUR|2LIT	1DMSP|27LIT|3MLV|47TLV|578VULN|6TBNT|7BPWR|9DUR|aRCR
290	53125 31326	5	   	239.38	DCR|3VULN|2DUR|1TLV	19DUR|2FEWX|39aVULN|4TLV|5LIT|69MLV|7RCR|8BBNT|9BPWR
291	52332 62313	1	   	239.36	DCR|2VULN|3DUR|2DMG	12aDUR|35MLV|4aDMG|6ERES|7LIT|8RCR|9aVULN|aBPWR
292	11211 31352	4	 * 	239.28	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aBEXP
293	11211 31353	4	   	239.28	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aFEWX
294	11211 31356	4	   	239.28	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aRCVC
295	11261 31352	3	   	239.28	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aBEXP
296	11261 31353	3	   	239.28	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aFEWX
297	11261 31356	3	   	239.28	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aRCVC
298	53125 21312	7	   	239.28	DCR|3VULN|2DUR|1TLV	18DUR|2FEWX|369VULN|4TLV|5LIT|7RCVC|aRCR
299	53125 23352	7	   	239.28	DCR|3VULN|2DUR|1TLV	18DUR|2FEWX|367VULN|4TLV|5LIT|9RCVC|aRCR
300	53125 24312	7	   	239.28	DCR|3VULN|2DUR|1TLV	18DUR|27FEWX|369VULN|4TLV|5LIT|aRCR
301	53125 63312	7	   	239.28	DCR|3VULN|2DUR|1TLV	18DUR|26FEWX|379VULN|4TLV|5LIT|aRCR
302	53166 21312	7	   	239.28	DCR|3VULN|2DUR|1TLV	18DUR|2FEWX|369VULN|4LIT|5TLV|7RCVC|aRCR
303	12322 32345	4	   	239.28	DCR|3VULN|2DUR|1TLV	1DMSP|2ASPD|368VULN|46DUR|5RPLT|6BPWR|7TLV|9TBNT|aRCR
304	15162 41312	4	   	239.28	DCR|3VULN|2DUR|1TLV	1DMSP|2LHND|37DUR|4LIT|569VULN|8TLV|aRCR
305	15163 41312	5	   	239.28	DCR|3VULN|2DUR|1TLV	1DMSP|2LHND|37DUR|4LIT|569VULN|8TLV|aRCR
306	51651 21312	1	   	239.28	DCR|3VULN|2DUR|1TLV	17DUR|239VULN|4DMSP|5LWND|6LIT|8TLV|aRCR
307	52162 41312	4	   	239.28	DCR|3VULN|2DUR|1TLV	17DUR|2MLV|3RMIN|4LIT|569VULN|8TLV|aRCR
308	52163 41312	5	   	239.28	DCR|3VULN|2DUR|1TLV	17DUR|2MLV|3RMIN|4LIT|569VULN|8TLV|aRCR
309	53162 21312	4	   	239.28	DCR|3VULN|2DUR|1TLV	17DUR|26FEWX|359VULN|4LIT|8TLV|aRCR
310	61331 11624	2	   	239.27	DCR|2VULN|2DMG|1TLV|1AART	1AART|24DMG|3TBNT|56VULN|7ASPD|8RCR|9TLV|aLIT
311	52212 52313	1	   	239.26	DCR|2VULN|3DUR|2DMG	12aDUR|36DMG|4aERES|5MLV|7LIT|8RCR|9aVULN|aBPWR
312	52214 52313	1	   	239.26	DCR|2VULN|3DUR|2DMG	12aDUR|35DMG|4aERES|6CGEN|7LIT|8RCR|9aVULN|aBPWR
313	52231 52313	1	   	239.26	DCR|2VULN|3DUR|2DMG	12aDUR|34DMG|5aERES|6CGEN|7LIT|8RCR|9aVULN|aBPWR
314	52314 52313	1	   	239.26	DCR|2VULN|3DUR|2DMG	12aDUR|3MLV|4aERES|56DMG|7LIT|8RCR|9aVULN|aBPWR
315	52633 42313	2	   	239.26	DCR|2VULN|3DUR|2DMG	16aDUR|2MLV|3aDMG|45ERES|7LIT|8RCR|9aVULN|aBPWR
316	41111 12223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aLHND|2BEXP|36aVULN|4CGEN|59TLV|7aDUR|8RCR|aBPWR
317	41111 12223	3	   	239.25	DCR|3VULN|2TLV|2DUR	1aLHND|2BEXP|36aVULN|4CGEN|59TLV|7aDUR|8RCR|aBPWR
318	41123 12223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aLHND|2BEXP|36aVULN|49TLV|5CGEN|7aDUR|8RCR|aBPWR
319	43111 12223	3	   	239.25	DCR|3VULN|2TLV|2DUR	1aLHND|2FEWX|36aVULN|4CGEN|59TLV|7aDUR|8RCR|aBPWR
320	43111 12223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aLHND|2FEWX|36aVULN|4CGEN|59TLV|7aDUR|8RCR|aBPWR
321	43112 12223	5	   	239.25	DCR|3VULN|2TLV|2DUR	1aLHND|2FEWX|36aVULN|4CGEN|59TLV|7aDUR|8RCR|aBPWR
322	43123 12223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aLHND|2FEWX|36aVULN|49TLV|5CGEN|7aDUR|8RCR|aBPWR
323	51111 61223	3	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2BEXP|37aVULN|4CGEN|59TLV|6aLHND|8RCR|aBPWR
324	51111 61223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2BEXP|37aVULN|4CGEN|59TLV|6aLHND|8RCR|aBPWR
325	51115 31243	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2BEXP|37aVULN|4CGEN|5LHND|6aTLV|8RCR|9RCVC|aBPWR
326	51115 31243	3	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2BEXP|37aVULN|4CGEN|5LHND|6aTLV|8RCR|9RCVC|aBPWR
327	51123 61223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2BEXP|37aVULN|49TLV|5CGEN|6aLHND|8RCR|aBPWR
328	51125 11223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2BEXP|37aVULN|49TLV|5LHND|6aCGEN|8RCR|aBPWR
329	51611 61223	2	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2BEXP|37aVULN|4CGEN|59TLV|6aLHND|8RCR|aBPWR
330	53111 61223	3	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|4CGEN|59TLV|6aLHND|8RCR|aBPWR
331	53111 61223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|4CGEN|59TLV|6aLHND|8RCR|aBPWR
332	53112 61223	5	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|4CGEN|59TLV|6aLHND|8RCR|aBPWR
333	53115 31243	3	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|4CGEN|5LHND|6aTLV|8RCR|9RCVC|aBPWR
334	53115 31243	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|4CGEN|5LHND|6aTLV|8RCR|9RCVC|aBPWR
335	53123 61223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|49TLV|5CGEN|6aLHND|8RCR|aBPWR
336	53125 11223	4	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|49TLV|5LHND|6aCGEN|8RCR|aBPWR
337	53153 11243	2	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|3aTLV|4LHND|5CGEN|67aVULN|8RCR|9RCVC|aBPWR
338	53611 61223	2	   	239.25	DCR|3VULN|2TLV|2DUR	1aDUR|2FEWX|37aVULN|4CGEN|59TLV|6aLHND|8RCR|aBPWR
339	51122 14225	4	   	239.25	DCR|3VULN|2TLV|2DUR	17DUR|2BEXP|37aVULN|49TLV|5LWND|67CGEN|7BPWR|8RCR
340	53122 14225	4	   	239.25	DCR|3VULN|2TLV|2DUR	17DUR|2FEWX|37aVULN|49TLV|5LWND|67CGEN|7BPWR|8RCR
341	63512 53133	10	   	239.24	DCR|5VULN|1DUR|1AART	1AART|2349aVULN|5DUR|6BELT|7RCR|8FEWX
342	63512 53313	9	   	239.24	DCR|5VULN|1DUR|1AART	1AART|23489VULN|5DUR|6BELT|7RCR|aLHND
343	63512 53313	10	   	239.24	DCR|5VULN|1DUR|1AART	1AART|23489VULN|5DUR|6BELT|7RCR|aRPLT
344	11211 31354	4	   	239.18	DCR|3VULN|2DUR|3CDMG	1DMSP|289CDMG|3LIT|459VULN|69DUR|7RCR|9BPWR|aERES
