0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21543 34311	6	 * 	286.19	DCR|4VULN|2DMG|1DUR|1CDMG|1ASPD	16DMG|2ASPD|3DUR|4567VULN|6BPWR|8LWND|9CDMG|aRCR
159	21353 74844	9	   	259.91	DCR|3VULN|2DMG|2ASPD|1DUR	19DMG|28ASPD|3MBVNT|456VULN|7RCR|aDUR
160	21543 33341	6	   	259.87	DCR|3VULN|2DMG|2ASPD|1DUR|1SELL	16DMG|27ASPD|3DUR|456VULN|6BPWR|8LWND|9SELL|aRCR
161	21543 31512	8	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	16DMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8RCR|9ERES|aAART
162	21543 31532	9	   	259.46	DCR|3VULN|2DMG|1DUR|1ASPD|1AART	16DMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8RCR|9ERES|aAART
163	34112 42243	9	   	259.33	ACR|5VULN|2DUR|1DMG|1CDMG	19DUST|2CDMG|3RCR|45679VULN|89DUR|9BPWR|aDMG
164	62112 42242	10	 * 	259.01	ACR|5VULN|3DUR|2CDMG	19CDMG|2BEXP|3RCR|45679VULN|89aDUR|9BPWR
165	22352 45112	8	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	1aDMG|2ZMB|3aCDMG|4DUR|569VULN|7RCR|8aLWND|aBPWR
166	22352 45212	8	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	1aDMG|2ZMB|3aCDMG|4DUR|569VULN|7RCR|8aLHND|aBPWR
167	22331 42641	9	   	258.96	DCR|3VULN|2DMG|2CDMG|1DUR	19DMG|2ZMB|39CDMG|4LHND|5DUR|679VULN|8DMSP|9BPWR|aRCR
168	12332 53361	4	   	258.91	DCR|4VULN|1DMG|1DUR|2LIT	17LIT|237FEWX|457aVULN|6RCR|7BPWR|8DUR|9DMG
169	16452 24382	10	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	148LIT|2MBVNT|3RMIN|48BPWR|5TLV|689VULN|78DMG|aRCR
170	16472 24382	10	   	258.76	DCR|3VULN|2DMG|3LIT|1TLV	148LIT|2MBVNT|3RMIN|5TLV|689VULN|78DMG|8BPWR|aRCR
171	22511 13431	1	   	258.74	DCR|4VULN|2DMG|1CDMG	13DMG|2BBNT|3BPWR|479aVULN|5CGEN|6CDMG|8RCR
172	22514 13431	1	   	258.74	DCR|4VULN|2DMG|1CDMG	13DMG|2BBNT|3BPWR|479aVULN|5RMIN|6CDMG|8RCR
173	25511 13431	1	   	258.74	DCR|4VULN|2DMG|1CDMG	13DMG|2TBNT|3BPWR|479aVULN|5CGEN|6CDMG|8RCR
174	21353 74427	8	   	258.72	DCR|3VULN|2DMG|2ASPD|2LIT	1aDMG|2aASPD|3MBVNT|456VULN|7RCR|8BEXP|9aLIT|aBPWR
175	21353 74447	9	   	258.72	DCR|3VULN|2DMG|2ASPD|2LIT	1aDMG|2aASPD|3MBVNT|456VULN|7RCR|8BEXP|9aLIT|aBPWR
176	64212 13233	10	   	258.71	DCR|4VULN|2CDMG|1DUR|2LIT	18CDMG|2458VULN|3DUR|6BEXP|78LIT|8BPWR|9MBVNT|aRCR
177	14115 23253	1	   	258.68	DCR|3VULN|3DUR|3LIT|1AART	189LIT|278DUR|3BBNT|489VULN|5AART|6RCR|89BPWR|aFEWX
178	14343 23253	1	   	258.68	DCR|3VULN|3DUR|3LIT|1AART	189LIT|278DUR|3AART|4TBNT|589VULN|6RCR|89BPWR|aFEWX
179	21553 13341	5	   	258.67	DCR|3VULN|2ASPD|1DMG|1TLV|1DUR	1DMG|29ASPD|3DUR|4FEWX|569VULN|7TLV|89ERES|9BPWR|aRCR
180	22516 13431	1	   	258.64	DCR|4VULN|2DMG|1CDMG	13DMG|2BBNT|3BPWR|479aVULN|5ERES|6CDMG|8RCR
181	14115 23252	1	   	258.58	DCR|3VULN|3DUR|3LIT|1AART	189LIT|278DUR|3BBNT|489VULN|5AART|6RCR|89BPWR|aTBNT
182	14343 23252	1	   	258.58	DCR|3VULN|3DUR|3LIT|1AART	189LIT|278DUR|3AART|4TBNT|589VULN|6RCR|89BPWR|aBBNT
183	21336 38842	6	   	258.52	DCR|2VULN|3DMG|2ASPD|1DUR|1AART	159DMG|29ASPD|3MBVNT|4DUR|6MLV|7RCR|89VULN|9BPWR|aAART
184	21336 54842	7	   	258.52	DCR|2VULN|3DMG|2ASPD|1DUR|1AART	159DMG|29ASPD|3MBVNT|4DUR|6CGEN|7RCR|89VULN|9BPWR|aAART
185	21338 74842	7	   	258.52	DCR|2VULN|3DMG|2ASPD|1DUR|1AART	169DMG|29ASPD|3MBVNT|4DUR|5CGEN|7RCR|89VULN|9BPWR|aAART
186	23521 24433	3	   	258.48	DCR|2VULN|3DMG|2DUR|1TLV	159DMG|29DUR|3RPLT|4TLV|6BBNT|7LWND|89VULN|9BPWR|aRCR
187	12332 53131	4	   	258.38	DCR|5VULN|1DUR|2LIT	17LIT|237FEWX|4578aVULN|6RCR|7BPWR|9DUR
188	12336 35212	5	   	258.27	DCR|3VULN|2DMG|2LIT|1ASPD|1AART	17LIT|23FEWX|47aVULN|57DMG|6RCR|7BPWR|8ASPD|9AART
189	21543 31241	10	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8LIT|9RCR|aZMB
190	21543 33235	9	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7RCVC|8LIT|9FEWX|aRCR
191	23643 31243	10	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2DUR|3ZMB|456VULN|6BPWR|7BEXP|8LIT|9RCR|aASPD
192	23643 31243	9	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2DUR|3ZMB|456VULN|6BPWR|7BEXP|8LIT|9RCR|aASPD
193	23643 31523	8	   	258.21	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2DUR|3ZMB|456VULN|6BPWR|7BEXP|8RCR|9LIT|aASPD
194	21543 31242	10	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8LIT|9RCR|aDUST
195	21543 31242	9	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8LIT|9RCR|aDUST
196	21543 31522	8	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7BEXP|8RCR|9LIT|aDUST
197	21543 33315	9	   	258.11	DCR|3VULN|2DMG|1DUR|1ASPD	16DMG|2ASPD|3DUR|456VULN|6BPWR|7RCVC|8DUST|9LIT|aRCR
198	21353 74712	8	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DMG|2ASPD|3MBVNT|456VULN|7RCR|8TLV|9DUR|aAART
199	21353 74732	9	   	258.03	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD|1AART	1DMG|2ASPD|3MBVNT|456VULN|7RCR|8TLV|9DUR|aAART
200	21342 68823	4	   	258.01	DCR|3VULN|2DMG|1DUR|1ASPD	1aDMG|2ASPD|3MBVNT|4LIT|578VULN|6RCR|9DUR
201	21353 74123	8	   	258.01	DCR|3VULN|2DMG|1DUR|1ASPD	1aDMG|2ASPD|3MBVNT|456VULN|7RCR|8DUR|9LIT
202	21353 74183	9	   	258.01	DCR|3VULN|2DMG|1DUR|1ASPD	1aDMG|2ASPD|3MBVNT|456VULN|7RCR|8DUR|9LIT
203	64231 33431	2	 * 	257.95	DCR|5VULN|2CDMG|1ASPD	13CDMG|2369aVULN|36BPWR|46ERES|5TBNT|7ASPD|8RCR
204	22352 43121	7	   	257.91	DCR|2VULN|2DMG|2CDMG|1DUR|2LIT|1ASPD	18DMG|2ZMB|38CDMG|4DUR|56VULN|78LIT|8BPWR|9ASPD|aRCR
205	22352 43221	8	   	257.91	DCR|2VULN|2DMG|2CDMG|1DUR|2LIT|1ASPD	18DMG|2ZMB|38CDMG|4DUR|56VULN|78LIT|8BPWR|9ASPD|aRCR
206	21235 22543	8	   	257.86	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR	19DMG|29ASPD|3TLV|4DUR|59VULN|6RCVC|7RMIN|8RCR|9BPWR|aLIT
207	21235 31542	8	   	257.64	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	19DMG|2ASPD|39TLV|46DUR|5aVULN|79CGEN|8RCR|9BPWR
208	21231 35241	8	   	257.64	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	19DMG|2ASPD|39TLV|46DUR|5LHND|79VULN|8RMIN|9BPWR|aRCR
209	21232 33241	8	   	257.64	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	19DMG|2ASPD|39TLV|47DUR|5LWND|69VULN|8RMIN|9BPWR|aRCR
210	21542 22141	9	   	257.64	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	19DMG|2ASPD|39DUR|47VULN|58LWND|69CDMG|9BPWR|aRCR
211	22323 33166	9	   	257.54	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD	18DMG|2ZMB|38CDMG|4ASPD|5ERES|6RCR|78DUR|8BPWR|9aVULN
212	64111 43341	9	 * 	257.52	ACR|4VULN|2DMG|2CDMG|1DUR	1aCDMG|246aVULN|3RCR|5DUR|7LIT|8MBVNT|9aDMG|aBPWR
213	64232 43341	9	   	257.52	ACR|4VULN|2DMG|2CDMG|1DUR	1aCDMG|256aVULN|3DUR|4RCR|7LIT|8MBVNT|9aDMG|aBPWR
214	21353 74642	7	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	1aDMG|2aASPD|3MBVNT|456VULN|7RCR|8CDMG|9aLHND|aBPWR
215	25221 34532	3	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	1aDMG|23RCVC|4TBNT|5CDMG|68aVULN|7RCR|9aASPD|aBPWR
216	64212 22334	5	   	257.50	DCR|4VULN|1DMG|1DUR|1CDMG	1CDMG|2459VULN|3DUR|6MLV|7BELT|8RCR|aDMG
217	21331 31868	4	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1aDMG|29ASPD|3MBVNT|4aDUR|5AART|6RCVC|7aVULN|8RCR|aBPWR
218	55223 61121	3	 * 	257.31	DCR|3VULN|2DUR|2ASPD|1DMG	18CGEN|2RCVC|3BELT|46DUR|568VULN|68BPWR|78ASPD|9RCR|aDMG
219	21545 31231	9	   	257.16	DCR|2VULN|3DMG|2ASPD|1DUR	156DMG|27ASPD|3DUR|46VULN|6BPWR|8RPLT|9LIT|aRCR
220	16823 33213	10	   	256.67	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LIT|2MBVNT|3ASPD|4TLV|5DUR|6RCR|7DMG|89aVULN
221	21232 36523	7	   	256.61	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1ASPD	17DMG|2ASPD|37TLV|4DUR|5LWND|67VULN|7BPWR|8TBNT|9CDMG|aRCR
222	12143 32251	1	   	256.60	DCR|3VULN|2DUR|1TLV|2LIT|1AART	18LIT|2AART|38aVULN|4TLV|5LWND|68DUR|7BBNT|8BPWR|9RCR
223	21342 68812	4	   	256.47	DCR|4VULN|1DMG|1ASPD|1AART	1DMG|2ASPD|3MBVNT|4LIT|578aVULN|6RCR|9AART
224	21353 31157	10	   	256.29	DCR|4VULN|2DMG|1ASPD	19DMG|2ASPD|3MBVNT|459aVULN|69FEWX|7BELT|8RCR|9BPWR
225	21353 31158	9	   	256.29	DCR|4VULN|2DMG|1ASPD	19DMG|2ASPD|3MBVNT|459aVULN|69FEWX|7BELT|8RCR|9BPWR
