0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33114 25333	8	 * 	273.65	DCR|4VULN|1DMG|1TLV|1DUR|1CDMG	1DUST|239aVULN|4DMG|5CDMG|6DUR|7RCR|8TLV
163	13161 35113	10	   	248.46	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1FEWX|239VULN|4DUR|5CGEN|6DMG|7TLV|8RCR|aASPD
164	24633 52331	8	   	248.46	DCR|3VULN|2DMG|1TLV|1AART	1aZMB|2aDUST|3AART|47DMG|5TLV|69aVULN|8RCR|aBPWR
165	16344 84451	3	   	248.46	DCR|3VULN|2DMG|1DUR|1AART	18FEWX|2MBVNT|3DUR|4BBNT|578VULN|68DMG|8BPWR|9RCR|aAART
166	13113 22366	5	 * 	248.39	ACR|5VULN|3DMG	178FEWX|2379aVULN|479DMG|5RCR|6RMIN|79aBPWR
167	33111 45113	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|239VULN|4DMG|5DUR|6CGEN|7TLV|8RCR|aASPD
168	33141 35113	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|239VULN|4CGEN|5DUR|6DMG|7TLV|8RCR|aASPD
169	33161 35113	10	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1DUST|239VULN|4DUR|5CGEN|6DMG|7TLV|8RCR|aASPD
170	13111 33342	10	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1FEWX|238VULN|46DMG|5DUR|7DUST|9AART|aRCR
171	33111 31342	10	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1DUST|238VULN|46DMG|5DUR|7FEWX|9AART|aRCR
172	33115 32342	10	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1DUST|238VULN|46DMG|5FEWX|7DUR|9AART|aRCR
173	36344 84451	3	   	248.26	DCR|3VULN|2DMG|1DUR|1AART	18DUST|2MBVNT|3DUR|4BBNT|578VULN|68DMG|8BPWR|9RCR|aAART
174	12125 65231	2	   	248.23	DCR|4VULN|2DUR|1AART	15aFEWX|2CGEN|3AART|489aVULN|6RCR|7aDUR|aBPWR
175	32641 62131	6	   	248.03	DCR|4VULN|2DUR|1AART	1aDUST|2CGEN|3AART|459aVULN|6RCR|7RCVC|8aDUR|aBPWR
176	32641 62131	5	   	248.03	DCR|4VULN|2DUR|1AART	1aDUST|2CGEN|3AART|459aVULN|6RCR|7RCVC|8aDUR|aBPWR
177	32641 63131	6	   	247.93	DCR|4VULN|2DUR|1AART	17aDUST|2CGEN|3AART|459aVULN|6RCR|8aDUR|aBPWR
178	32641 63131	5	   	247.93	DCR|4VULN|2DUR|1AART	17aDUST|2CGEN|3AART|459aVULN|6RCR|8aDUR|aBPWR
179	33115 28332	8	   	247.47	DCR|4VULN|2TLV|1DMG	19DUST|239aVULN|4DMG|5FEWX|6MBVNT|7RCR|89TLV|9BPWR
180	22152 31133	2	   	247.15	DCR|4VULN|2LIT|1CDMG|1ASPD	1ZMB|24LIT|348aVULN|4BPWR|5ASPD|6RCR|7CDMG|9MLV
181	13333 51363	10	   	247.14	DCR|5VULN|1DMG	17FEWX|25678VULN|357ERES|4BELT|57BPWR|9DMG|aRCR
182	13111 35534	9	   	247.11	DCR|3VULN|2DMG|1DUR	1FEWX|23aVULN|46DMG|5DUR|7RPLT|8LIT|9RCR
183	13111 35535	10	   	247.11	DCR|3VULN|2DMG|1DUR	1FEWX|23aVULN|46DMG|5DUR|7RPLT|8LIT|9RCR
184	36115 28423	9	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	18DUST|2MBVNT|38aVULN|4FEWX|5CDMG|68DMG|7RCR|8BPWR|9ASPD
185	33116 33623	7	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	1DUST|23aVULN|46DMG|5LWND|7CDMG|8RCR|9ASPD
186	33116 34623	6	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	1DUST|23aVULN|46DMG|5LWND|7CDMG|8RCR|9ASPD
187	13114 25433	7	   	247.09	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1FEWX|23VULN|4DMG|5CDMG|69DUR|7RCR|8LIT|aTLV
188	13114 25533	8	   	247.09	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1FEWX|23VULN|4DMG|5CDMG|69DUR|7RCR|8LIT|aTLV
189	33111 35534	9	   	247.01	DCR|3VULN|2DMG|1DUR	1DUST|23aVULN|46DMG|5DUR|7RPLT|8LIT|9RCR
190	33111 35535	10	   	247.01	DCR|3VULN|2DMG|1DUR	1DUST|23aVULN|46DMG|5DUR|7RPLT|8LIT|9RCR
191	33114 25433	7	   	246.99	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1DUST|23VULN|4DMG|5CDMG|69DUR|7RCR|8LIT|aTLV
192	33114 25533	8	   	246.99	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG	1DUST|23VULN|4DMG|5CDMG|69DUR|7RCR|8LIT|aTLV
193	33333 51363	10	   	246.94	DCR|5VULN|1DMG	17DUST|25678VULN|357ERES|4BELT|57BPWR|9DMG|aRCR
194	33112 36342	4	   	246.80	DCR|5VULN|1DMG|1SELL	1DUST|23679VULN|4DMG|5RPLT|8SELL|aRCR
195	13531 32366	6	 * 	246.08	4VULN|3DMG|3DUR|2ASPD	178FEWX|279aVULN|3aASPD|4RCVC|59aDUR|679DMG|79aBPWR
196	22243 34633	9	   	245.97	DCR|4VULN|1DMG|1AART	178ZMB|2LIT|378LHND|4AART|578aVULN|6RCR|78BPWR|9DMG
197	13111 64123	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5DUR|6LHND|7RCR|8CDMG|9ASPD
198	13114 22423	8	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5CDMG|6DUR|7LWND|8ASPD|9RCR
199	13114 23323	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5CDMG|6DUR|7BEXP|8RCR|9ASPD
200	13114 23323	8	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5CDMG|6DUR|7BEXP|8RCR|9ASPD
201	13114 25123	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5CDMG|6DUR|7RCR|8LHND|9ASPD
202	13114 25223	8	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5CDMG|6DUR|7RCR|8BEXP|9ASPD
203	13114 25223	9	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5CDMG|6DUR|7RCR|8BEXP|9ASPD
204	13114 25413	8	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5CDMG|6DUR|7RCR|8ASPD|9BEXP
205	13114 25433	8	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|239VULN|4DMG|5CDMG|6DUR|7RCR|8ASPD|aBELT
206	13114 25433	10	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	19FEWX|23aVULN|4DMG|5CDMG|6DUR|7RCR|8ASPD
207	13111 28114	7	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|238VULN|4DMG|5DUR|6MBVNT|7RCR|9CDMG|aASPD
208	13111 28123	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|23aVULN|4DMG|5DUR|6MBVNT|7RCR|8CDMG|9ASPD
209	13114 25431	8	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1FEWX|239VULN|4DMG|5CDMG|6DUR|7RCR|8ASPD|aDUST
210	33111 64123	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5DUR|6LHND|7RCR|8CDMG|9ASPD
211	33114 22423	8	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7LWND|8ASPD|9RCR
212	33114 23323	8	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7BEXP|8RCR|9ASPD
213	33114 23323	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7BEXP|8RCR|9ASPD
214	33114 25123	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7RCR|8LHND|9ASPD
215	33114 25223	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7RCR|8BEXP|9ASPD
216	33114 25223	8	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7RCR|8BEXP|9ASPD
217	33114 25413	8	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7RCR|8ASPD|9BEXP
218	33114 25433	9	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6DUR|7RCR|8ASPD|9FEWX
219	16252 31273	5	   	245.73	DCR|3VULN|1DMG|1TLV|2LIT|1AART	1FEWX|2MBVNT|3AART|46aVULN|56LIT|6BPWR|7DMG|8TLV|9RCR
220	13111 45121	8	 * 	245.70	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19FEWX|23VULN|49DMG|5DUR|6CGEN|79TLV|8RCR|9BPWR|aCDMG
221	13111 45621	7	   	245.70	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19FEWX|23VULN|49DMG|5DUR|6CGEN|79TLV|8RCR|9BPWR|aCDMG
222	33111 28114	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|238VULN|4DMG|5DUR|6MBVNT|7RCR|9CDMG|aASPD
223	33111 28123	9	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5DUR|6MBVNT|7RCR|8CDMG|9ASPD
224	33114 25223	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	18DUST|23aVULN|4DMG|5CDMG|6DUR|7RCR|9ASPD
225	33114 25431	8	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1aDUST|239VULN|4DMG|5CDMG|6DUR|7RCR|8ASPD
226	33114 25432	8	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|239VULN|4DMG|5CDMG|6DUR|7RCR|8ASPD|aBBNT
227	33114 26621	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1aDUST|237VULN|4DMG|5CDMG|6DUR|8RCR|9ASPD
228	33114 26621	6	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1aDUST|237VULN|4DMG|5CDMG|6DUR|8RCR|9ASPD
229	33114 26622	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|237VULN|4DMG|5CDMG|6DUR|8RCR|9ASPD|aBBNT
230	33114 26622	6	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DUST|237VULN|4DMG|5CDMG|6DUR|8RCR|9ASPD|aBBNT
231	33114 43623	6	   	245.66	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DUST|23aVULN|4DMG|5CDMG|6TLV|7ERES|8RCR|9ASPD
232	33163 33623	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	15DUST|23aVULN|4DUR|6ASPD|7CDMG|8RCR|9DMG
233	33163 34623	6	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	15DUST|23aVULN|4DUR|6ASPD|7CDMG|8RCR|9DMG
234	33163 63623	7	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	15DUST|23aVULN|4DUR|6DMG|7CDMG|8RCR|9ASPD
235	13163 35111	9	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1FEWX|239VULN|46DUR|5DUST|7TLV|8RCR|aCDMG
236	13163 35114	10	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1FEWX|239VULN|46DUR|5DUST|7TLV|8RCR|aCDMG
237	33164 35111	9	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1DUST|239VULN|46DUR|5FEWX|7TLV|8RCR|aCDMG
238	33111 45121	8	   	245.50	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19DUST|23VULN|49DMG|5DUR|6CGEN|79TLV|8RCR|9BPWR|aCDMG
239	33111 45621	7	   	245.50	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	19DUST|23VULN|49DMG|5DUR|6CGEN|79TLV|8RCR|9BPWR|aCDMG
240	13111 64135	7	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	1FEWX|238VULN|4DMG|5aDUR|6LHND|7RCR|9AART
241	32155 22112	4	   	245.39	DCR|4VULN|2DMG	157DUST|29CGEN|37FEWX|4579VULN|579BPWR|6RCR|89DMG|aMLV
242	32155 22115	4	   	245.39	DCR|4VULN|2DMG	157DUST|29CGEN|37FEWX|4579VULN|579BPWR|6RCR|89DMG|aLHND
243	13111 28136	7	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1FEWX|238VULN|4DMG|5aDUR|6MBVNT|7RCR|9AART
244	33111 64133	7	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1DUST|238VULN|4DMG|5aDUR|6LHND|7RCR|9AART
245	33111 64633	6	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1DUST|237VULN|4DMG|5aDUR|6LHND|8RCR|9AART
246	32155 22113	4	   	245.29	DCR|4VULN|2DMG	157DUST|29CGEN|37FEWX|4579VULN|579BPWR|6RCR|89DMG|aERES
247	33111 28133	7	   	245.26	DCR|3VULN|2DUR|1DMG|1AART	1DUST|238VULN|4DMG|5aDUR|6MBVNT|7RCR|9AART
248	33111 44633	5	   	245.26	DCR|3VULN|2DUR|1DMG|1AART	1DUST|237VULN|4DMG|5aDUR|6LEGI|8RCR|9AART
249	33112 36541	4	   	245.09	DCR|4VULN|2DMG	1DUST|2367VULN|48DMG|5RPLT|9RCVC|aRCR
250	33111 33625	7	   	244.75	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD	1DUST|23VULN|46DMG|5DUR|7CDMG|8RCR|9ASPD|aLIT
251	33111 34625	6	   	244.75	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD	1DUST|23VULN|46DMG|5DUR|7CDMG|8RCR|9ASPD|aLIT
252	22152 31156	2	   	244.57	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	1ZMB|24LIT|348VULN|4BPWR|5ASPD|6RCR|7CDMG|9RPLT|aDMG
253	22152 31613	2	   	244.57	DCR|3VULN|1DMG|2LIT|1CDMG|1ASPD	19ZMB|24LIT|34aVULN|4BPWR|5ASPD|6RCR|7CDMG|8DMG
254	13111 64111	7	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|238VULN|4DMG|5DUR|6LHND|7RCR|9CDMG|aAART
255	13111 64611	6	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|237VULN|4DMG|5DUR|6LHND|8RCR|9CDMG|aAART
256	13114 26231	9	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|237VULN|4DMG|5CDMG|6DUR|8LHND|9RCR|aAART
257	13114 26233	10	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|237VULN|4DMG|5CDMG|6DUR|8LHND|9RCR|aAART
258	13114 26334	10	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|237VULN|4DMG|5CDMG|6DUR|8BEXP|9RCR|aAART
259	13114 26531	9	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|237VULN|4DMG|5CDMG|6DUR|8LWND|9RCR|aAART
260	13114 26533	10	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|237VULN|4DMG|5CDMG|6DUR|8LWND|9RCR|aAART
261	32634 22533	4	   	244.44	DCR|2VULN|2DMG|2DUR|1AART	19DUST|2CGEN|3AART|49DMG|5aVULN|6LIT|7RCR|89DUR|9BPWR
262	33115 13131	10	   	244.44	DCR|2VULN|2DMG|2DUR|1AART	19DUST|23VULN|49DMG|5FEWX|6LIT|79DUR|8RCR|9BPWR|aAART
263	13111 28158	10	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|23aVULN|4DMG|5DUR|6MBVNT|7RCR|8CDMG|9AART
264	13111 44611	5	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1FEWX|237VULN|4DMG|5DUR|6LEGI|8RCR|9CDMG|aAART
265	13114 31236	7	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|23aVULN|4DMG|5CDMG|6AART|7TLV|8BBNT|9RCR
266	13114 31436	7	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1FEWX|23aVULN|4DMG|5CDMG|6AART|7TLV|8TBNT|9RCR
267	33111 64111	7	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|238VULN|4DMG|5DUR|6LHND|7RCR|9CDMG|aAART
268	33111 64611	6	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|237VULN|4DMG|5DUR|6LHND|8RCR|9CDMG|aAART
269	33114 26231	9	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|237VULN|4DMG|5CDMG|6DUR|8LHND|9RCR|aAART
270	33114 26233	10	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|237VULN|4DMG|5CDMG|6DUR|8LHND|9RCR|aAART
271	33114 26334	10	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|237VULN|4DMG|5CDMG|6DUR|8BEXP|9RCR|aAART
272	33114 26531	9	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|237VULN|4DMG|5CDMG|6DUR|8LWND|9RCR|aAART
273	33114 26533	10	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|237VULN|4DMG|5CDMG|6DUR|8LWND|9RCR|aAART
274	13151 32366	6	 * 	244.41	5VULN|3DMG|3DUR	178FEWX|2379aVULN|4aZMB|59aDUR|679DMG|79aBPWR
275	36115 28444	9	   	244.41	DCR|3VULN|2DMG|1CDMG	18DUST|2MBVNT|38aVULN|4FEWX|5CDMG|68DMG|7RCR|8BPWR|9LIT
276	33116 11166	7	   	244.41	DCR|3VULN|2DMG|1CDMG	1DUST|238VULN|49DMG|5LWND|6LIT|7CDMG|aRCR
277	33111 28158	10	   	244.32	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|23aVULN|4DMG|5DUR|6MBVNT|7RCR|8CDMG|9AART
278	33111 44611	5	   	244.32	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1DUST|237VULN|4DMG|5DUR|6LEGI|8RCR|9CDMG|aAART
279	22146 11222	1	   	243.96	DCR|3VULN|2DMG|2ASPD	17ZMB|24ASPD|38RCVC|57DMG|67aVULN|7BPWR|9RCR
280	13141 24115	5	   	243.95	DCR|4VULN|2TLV|1DUR	1aFEWX|237aVULN|4CGEN|5DUR|6RCR|8RCVC|9aTLV|aBPWR
281	13141 24215	5	   	243.95	DCR|4VULN|2TLV|1DUR	1aFEWX|237aVULN|48CGEN|5DUR|6RCR|9aTLV|aBPWR
282	13141 24315	5	   	243.95	DCR|4VULN|2TLV|1DUR	18aFEWX|237aVULN|4CGEN|5DUR|6RCR|9aTLV|aBPWR
283	13161 24115	5	   	243.95	DCR|4VULN|2TLV|1DUR	1aFEWX|237aVULN|4DUR|5CGEN|6RCR|8RCVC|9aTLV|aBPWR
284	13161 24215	5	   	243.95	DCR|4VULN|2TLV|1DUR	1aFEWX|237aVULN|4DUR|58CGEN|6RCR|9aTLV|aBPWR
285	13161 24315	5	   	243.95	DCR|4VULN|2TLV|1DUR	18aFEWX|237aVULN|4DUR|5CGEN|6RCR|9aTLV|aBPWR
286	13162 24115	5	   	243.95	DCR|4VULN|2TLV|1DUR	1aFEWX|237aVULN|4DUR|5MLV|6RCR|8RCVC|9aTLV|aBPWR
287	33111 28417	10	   	243.90	DCR|3VULN|2DUR|1DMG	1DUST|239VULN|4DMG|58DUR|6MBVNT|7RCR|aLIT
288	13615 35242	5	   	243.86	DCR|3VULN|2DMG|2ASPD	135FEWX|269VULN|49DMG|7MBVNT|89ASPD|9BPWR|aRCR
289	13111 64122	7	   	243.85	DCR|4VULN|1DMG|1DUR	1FEWX|238aVULN|4DMG|5DUR|6LHND|7RCR|9MLV
290	13111 64622	6	   	243.85	DCR|4VULN|1DMG|1DUR	1FEWX|237aVULN|4DMG|5DUR|6LHND|8RCR|9MLV
291	13111 25242	6	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|237aVULN|4DMG|5DUR|6MBVNT|8CGEN|9RCR
292	13111 25267	6	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|2379VULN|4DMG|5DUR|6MBVNT|8CGEN|aRCR
293	13111 28122	7	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|238aVULN|4DMG|5DUR|6MBVNT|7RCR|9MLV
294	13111 28142	7	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|238aVULN|4DMG|5DUR|6MBVNT|7RCR|9ZMB
295	13111 44116	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|239aVULN|4DMG|5DUR|6CGEN|7ERES|8RCR
296	13111 44622	5	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|237aVULN|4DMG|5DUR|6LEGI|8RCR|9MLV
297	13141 34116	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|239aVULN|4CGEN|5DUR|6DMG|7ERES|8RCR
298	13142 62116	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|239aVULN|4CGEN|5ERES|6DMG|7DUR|8RCR
299	13151 28822	9	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|238aVULN|4ZMB|5DUR|6MBVNT|7RCR|9DMG
300	13161 34116	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|239aVULN|4DUR|5CGEN|6DMG|7ERES|8RCR
301	13162 25422	9	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|238aVULN|4DUR|5MLV|6MBVNT|7RCR|9DMG
302	13162 34116	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|239aVULN|4DUR|5MLV|6DMG|7ERES|8RCR
303	33111 64122	7	   	243.75	DCR|4VULN|1DMG|1DUR	1DUST|238aVULN|4DMG|5DUR|6LHND|7RCR|9MLV
304	33111 64622	6	   	243.75	DCR|4VULN|1DMG|1DUR	1DUST|237aVULN|4DMG|5DUR|6LHND|8RCR|9MLV
305	33141 24115	5	   	243.75	DCR|4VULN|2TLV|1DUR	1aDUST|237aVULN|4CGEN|5DUR|6RCR|8RCVC|9aTLV|aBPWR
306	33141 24215	5	   	243.75	DCR|4VULN|2TLV|1DUR	1aDUST|237aVULN|48CGEN|5DUR|6RCR|9aTLV|aBPWR
307	33161 24115	5	   	243.75	DCR|4VULN|2TLV|1DUR	1aDUST|237aVULN|4DUR|5CGEN|6RCR|8RCVC|9aTLV|aBPWR
308	33161 24215	5	   	243.75	DCR|4VULN|2TLV|1DUR	1aDUST|237aVULN|4DUR|58CGEN|6RCR|9aTLV|aBPWR
309	33162 24115	5	   	243.75	DCR|4VULN|2TLV|1DUR	1aDUST|237aVULN|4DUR|5MLV|6RCR|8RCVC|9aTLV|aBPWR
310	13352 62116	10	   	243.75	DCR|4VULN|1DMG|1DUR	1FEWX|259aVULN|3ERES|4CGEN|6DMG|7DUR|8RCR
