0	Index      	Bounty	 *	Score 	Summary	Detail	
1	11226 13663	7	 * 	279.50	DCR|4VULN|3DMG|1DUR|2LIT	1248VULN|3ERES|58LIT|68aDMG|7RCR|8BPWR|9DUR
163	33651 24112	7	   	254.42	DCR|3VULN|1TLV|1DMG|1DUR|1AART	1LIT|2DUR|345VULN|6TLV|7DMG|8ZMB|9AART|aRCR
164	11334 43253	4	   	254.30	DCR|3VULN|2DMG|1TLV	128VULN|3LIT|4DUST|5ASPD|6RCR|7aDMG|9TLV
165	11322 44432	9	   	254.24	DCR|3VULN|2DUR|1TLV|2LIT	129VULN|39LIT|4RMIN|5MBVNT|6TLV|7ASPD|89DUR|9BPWR|aRCR
166	16622 44432	9	   	254.24	DCR|3VULN|2DUR|1TLV|2LIT	139VULN|29LIT|4RMIN|5MBVNT|6TLV|7ASPD|89DUR|9BPWR|aRCR
167	11421 25211	7	   	254.10	DCR|4VULN|3DUR|2LIT	126aVULN|3DMSP|467DUR|5RMIN|6aBPWR|8aLIT|9RCR
168	11421 25411	8	   	254.10	DCR|4VULN|3DUR|2LIT	126aVULN|3DMSP|467DUR|5RMIN|6aBPWR|8aLIT|9RCR
169	11421 25431	9	   	254.10	DCR|4VULN|3DUR|2LIT	126aVULN|3DMSP|467DUR|5RMIN|6aBPWR|8aLIT|9RCR
170	11421 25531	9	   	254.10	DCR|4VULN|3DUR|2LIT	126aVULN|3DMSP|467DUR|5RMIN|6aBPWR|8RCR|9aLIT
171	11226 11151	9	   	254.09	DCR|4VULN|2DUR|1DMG	124aVULN|3aERES|5LIT|6DMG|7DLOT|8aDUR|9RCR|aBPWR
172	31534 22112	7	   	254.06	DCR|2VULN|2TLV|1DMG|2ASPD|1DUR|1AART	1LIT|24ASPD|34VULN|4BPWR|56TLV|7DMG|8DUR|9AART|aRCR
173	31534 22612	8	   	254.06	DCR|2VULN|2TLV|1DMG|2ASPD|1DUR|1AART	1LIT|24ASPD|34VULN|4BPWR|56TLV|7DMG|8DUR|9AART|aRCR
174	53132 34611	1	   	254.04	DCR|3VULN|2DMG|1TLV|2ASPD	17ASPD|2TBNT|37aVULN|4BEXP|5TLV|67DMG|7BPWR|8RCR|9FEWX
175	12651 12124	8	 * 	254.02	DCR|3VULN|2TLV|2CDMG|2AART	14aVULN|2aCDMG|3ERES|56AART|7RCR|8LIT|9aTLV|aBPWR
176	31534 31611	10	   	253.90	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1LIT|24ASPD|34VULN|4BPWR|5TLV|6DUR|7MLV|8RCR|9aDMG
177	31534 32363	7	   	253.90	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1LIT|24ASPD|34VULN|4BPWR|5TLV|6DUR|7LWND|8aDMG|9RCR
178	12142 55123	9	 * 	253.64	DCR|3VULN|3DMG|3CDMG	189VULN|289CDMG|3DMSP|4BEXP|5CGEN|689DMG|7RMIN|89BPWR|aRCR
179	12242 55123	9	   	253.64	DCR|3VULN|3DMG|3CDMG	189VULN|289CDMG|3RCVC|4BEXP|5CGEN|689DMG|7RMIN|89BPWR|aRCR
180	12612 55123	9	   	253.54	DCR|3VULN|3DMG|3CDMG	189VULN|289CDMG|3ERES|4BEXP|5RCVC|689DMG|7RMIN|89BPWR|aRCR
181	12611 55123	9	   	253.44	DCR|3VULN|3DMG|3CDMG	189VULN|289CDMG|35ERES|4BEXP|689DMG|7RMIN|89BPWR|aRCR
182	52122 33625	1	 * 	253.21	DCR|3DUR|1VULN|2DMG|1TLV|2ASPD|1AART	1aASPD|27aDUR|3VULN|4BBNT|5TLV|6aDMG|8RCR|9AART|aBPWR
183	11341 13441	2	   	253.18	DCR|5VULN|1TLV|1CDMG	12567VULN|3MLV|4TLV|8CDMG|9FEWX|aRCR
184	11341 13451	2	   	253.18	DCR|5VULN|1TLV|1CDMG	12567VULN|3MLV|4TLV|8CDMG|9LHND|aRCR
185	11341 13615	2	   	253.18	DCR|5VULN|1TLV|1CDMG	12567VULN|3MLV|4TLV|8RPLT|9CDMG|aRCR
186	31532 43483	6	   	253.07	DCR|3VULN|2TLV|2ASPD|2LIT|1CDMG	17LIT|24ASPD|347VULN|47BPWR|5MBVNT|67TLV|8RCVC|9CDMG|aRCR
187	11334 41333	3	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	127VULN|3LIT|4DUR|5ASPD|6RCR|8FEWX|9DMG|aTLV
188	16234 41333	2	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	137VULN|2LIT|4DUR|5ASPD|6RCR|8FEWX|9DMG|aTLV
189	33313 63312	1	   	253.07	DCR|3VULN|1TLV|2CDMG|1DUR	1LIT|24CDMG|34aVULN|4BPWR|5DUR|6ASPD|7RCR|8TLV|9BELT
190	33313 63332	1	   	253.07	DCR|3VULN|1TLV|2CDMG|1DUR	1LIT|24CDMG|34aVULN|4BPWR|5DUR|6ASPD|7RCR|8TLV|9RCVC
191	33361 33333	2	 * 	253.02	ACR|4VULN|3DUR|3CDMG|3LIT	189LIT|27aDUR|3BBNT|4RCR|589CDMG|689aVULN|89aBPWR
192	36521 33333	1	   	253.02	ACR|4VULN|3DUR|3CDMG|3LIT	189LIT|2RCR|37aDUR|4BBNT|589CDMG|689aVULN|89aBPWR
193	31534 21151	9	 * 	252.99	DCR|2VULN|2TLV|2DUR|3ASPD|2LIT	1aLIT|24aASPD|34VULN|4aBPWR|56TLV|7DLOT|8aDUR|9RCR
194	12312 53131	1	   	252.80	DCR|4VULN|3DUR|1CDMG	1568VULN|2CGEN|3MLV|457DUR|5BPWR|9CDMG|aRCR
195	11312 58334	5	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	12aVULN|3aLIT|4CGEN|5MBVNT|6RCR|7TLV|8aDMG|9DMSP|aBPWR
196	11312 58354	5	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	12aVULN|3aLIT|49CGEN|5MBVNT|6RCR|7TLV|8aDMG|aBPWR
197	11312 58374	5	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	12aVULN|3aLIT|4CGEN|5MBVNT|6RCR|7TLV|8aDMG|9RCVC|aBPWR
198	11226 13415	7	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	124VULN|3ERES|5LIT|6DMG|7RCR|8aTLV|9DUR
199	12653 53123	9	   	252.70	DCR|4VULN|2DMG|2CDMG	1478VULN|27CDMG|3ERES|5FEWX|67DMG|7BPWR|9BEXP|aRCR
200	13651 61131	1	   	252.70	DCR|4VULN|3DUR|1CDMG	1478VULN|234DUR|4BPWR|5MLV|6ERES|9CDMG|aRCR
201	33216 62412	3	   	252.62	DCR|2VULN|2DUR|1TLV|1DMG|1AART	1LIT|23DUR|4ASPD|5DMG|67VULN|8TLV|9AART|aRCR
202	11352 12625	4	   	252.60	DCR|4VULN|2DMG|3LIT	128aVULN|358LIT|4BEXP|6ERES|78DMG|8BPWR|9RCR
203	11362 12625	3	   	252.60	DCR|4VULN|2DMG|3LIT	128aVULN|358LIT|4BEXP|6ERES|78DMG|8BPWR|9RCR
204	16121 32625	6	   	252.60	DCR|4VULN|2DMG|3LIT	168aVULN|248LIT|3ERES|5BEXP|78DMG|8BPWR|9RCR
205	16131 32625	6	   	252.60	DCR|4VULN|2DMG|3LIT	168aVULN|248LIT|34ERES|48BPWR|5BEXP|78DMG|9RCR
206	11226 13641	7	   	252.60	DCR|4VULN|2DMG|3LIT	1248VULN|3ERES|589LIT|68DMG|7RCR|8BPWR|aBEXP
207	11226 13643	7	   	252.60	DCR|4VULN|2DMG|3LIT	1248VULN|3ERES|589LIT|68DMG|7RCR|8BPWR|aZMB
208	13614 51131	1	   	252.60	DCR|4VULN|3DUR|1CDMG	1578VULN|234DUR|6DUST|9CDMG|aRCR
209	13616 51131	1	   	252.60	DCR|4VULN|3DUR|1CDMG	1678VULN|234DUR|5DUST|9CDMG|aRCR
210	11744 71154	1	   	252.58	DCR|3VULN|3DUR|2TLV	189VULN|2MBVNT|348DUR|5LHND|69TLV|789LWND|89BPWR|aRCR
211	16132 35724	7	   	252.55	DCR|3VULN|2DMG|1TLV|2LIT	168VULN|24LIT|348ERES|48BPWR|5MBVNT|78DMG|9RCR|aTLV
212	16132 42724	5	   	252.55	DCR|3VULN|2DMG|1TLV|2LIT	178VULN|24LIT|348ERES|48BPWR|5MBVNT|68DMG|9RCR|aTLV
213	31533 23112	7	   	252.53	DCR|2VULN|1TLV|1DMG|2ASPD|1DUR|2LIT|1AART	17LIT|24ASPD|34VULN|4BPWR|5DMG|6TLV|8DUR|9AART|aRCR
214	31533 23612	8	   	252.53	DCR|2VULN|1TLV|1DMG|2ASPD|1DUR|2LIT|1AART	17LIT|24ASPD|34VULN|4BPWR|5DMG|6TLV|8DUR|9AART|aRCR
215	11153 17154	1	   	252.48	DCR|3VULN|3DUR|2TLV	189VULN|2MBVNT|378BEXP|4DUST|59TLV|689DUR|89BPWR|aRCR
216	31532 34811	10	   	252.29	DCR|3VULN|2DMG|2ASPD|1DUR	1LIT|24ASPD|346VULN|4BPWR|5MBVNT|7DUR|8RCR|9aDMG
217	12631 22626	2	   	252.27	DCR|4VULN|1TLV|2AART|1CDMG	137aVULN|2CDMG|45AART|6TLV|8ZMB|9RCR
218	13614 32511	1	   	252.26	DCR|3VULN|3DUR|1TLV|1SELL	158VULN|234DUR|6ASPD|7SELL|9TLV|aRCR
219	52111 53333	1	   	252.24	DCR|2VULN|2DMG|2DUR|1TLV	1ASPD|27DUR|3aVULN|4LHND|5TLV|68DMG|9RCR
220	12412 54331	1	   	252.12	DCR|4VULN|2DUR|1TLV	1569VULN|2CGEN|3TLV|45DUR|5BPWR|7RPLT|8FEWX|aRCR
221	11134 62733	1	   	251.92	DCR|4VULN|2DUR|1TLV	146aVULN|2MBVNT|3BEXP|5TLV|78DUR|9RCR
222	13651 11531	1	   	251.81	DCR|3VULN|3DUR|1DMG|1CDMG	147VULN|234DUR|4BPWR|5MLV|6DMG|8DMSP|9CDMG|aRCR
223	13611 11131	1	   	251.71	DCR|3VULN|3DUR|1DMG|1CDMG	178VULN|234DUR|5MLV|6DMG|9CDMG|aRCR
224	12642 71212	2	   	251.49	DCR|3VULN|2TLV|1DMG|1CDMG|1AART	138VULN|2CDMG|4DMG|5MBVNT|67TLV|9RCR|aAART
225	31532 12163	7	   	251.41	DCR|3VULN|1TLV|1DMG|2ASPD|2LIT	17LIT|24ASPD|347VULN|47BPWR|5MBVNT|67ZMB|8RCR|9TLV|aDMG
226	31531 41613	5	   	251.31	DCR|3VULN|1TLV|1DMG|2ASPD|2LIT	19LIT|24ASPD|347VULN|4BPWR|5FEWX|6RCR|8TLV|aDMG
227	31531 41613	4	   	251.31	DCR|3VULN|1TLV|1DMG|2ASPD|2LIT	19LIT|24ASPD|347VULN|4BPWR|5LWND|6RCR|8TLV|aDMG
228	52141 26313	7	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1ASPD|2FEWX|36DMG|4CDMG|5aVULN|7RCR|8DUR|9TLV
229	33633 23366	6	   	251.20	DCR|3VULN|2DMG|1DUR|2LIT	1aLIT|2DUR|36aVULN|4RMIN|5LWND|7ASPD|8aDMG|9RCR|aBPWR
230	11421 22526	9	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	126VULN|3DMSP|46DUR|5RMIN|6BPWR|7TLV|8DMG|9ZMB|aRCR
231	33613 22366	7	   	251.10	DCR|3VULN|2DMG|1DUR|2LIT|1NUKE	1aLIT|2DUR|36aVULN|4ASPD|5LWND|7aDMG|8NUKE|9RCR|aBPWR
232	33613 23366	6	   	251.10	DCR|3VULN|2DMG|1DUR|2LIT|1NUKE	1aLIT|2DUR|36aVULN|4ASPD|5LWND|7aDMG|8NUKE|9RCR|aBPWR
233	11441 14313	2	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1256VULN|3ZMB|4TLV|7DUR|8FEWX|9CDMG|aRCR
234	11541 14313	3	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1256VULN|3RMIN|4TLV|7DUR|8FEWX|9CDMG|aRCR
235	11222 62611	4	   	251.08	DCR|5VULN|2DMG	1247aVULN|3ERES|57MLV|67DMG|7BPWR|8RCR|9CGEN
236	12412 42633	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	157VULN|2CGEN|3TLV|45DUR|5BPWR|6TBNT|8RPLT|9DMG|aRCR
237	12412 51633	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	156VULN|2CGEN|3TLV|45DUR|5BPWR|7BBNT|8RPLT|9DMG|aRCR
238	11153 21233	6	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1248VULN|3DUST|5ZMB|6CDMG|7TLV|9DUR|aRCR
239	11153 24133	8	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1248VULN|3DUST|5ZMB|6CDMG|7TLV|9DUR|aRCR
240	11153 24233	7	   	250.99	DCR|4VULN|1TLV|1DUR|1CDMG	1248VULN|3DUST|5ZMB|6CDMG|7TLV|9DUR|aRCR
241	11225 62611	5	   	250.98	DCR|5VULN|2DMG	1247aVULN|37ERES|5RMIN|67DMG|7BPWR|8RCR|9CGEN
242	11226 62611	4	   	250.98	DCR|5VULN|2DMG	1247aVULN|37ERES|5RMIN|67DMG|7BPWR|8RCR|9CGEN
243	11252 62253	5	   	250.98	DCR|5VULN|2DMG	1257aVULN|357ERES|4RMIN|57BPWR|67DMG|8CGEN|9RCR
244	11748 34814	1	   	250.92	DCR|3VULN|3DUR|2LIT|1AART	17aVULN|2MBVNT|347DUR|57LIT|6AART|7BPWR|8ASPD|9RCR
245	11355 26133	2	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	126aVULN|3MLV|4BELT|5AART|7TLV|8RCR|9DMG
246	11451 21212	4	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	1248VULN|3DMSP|5DMG|6RPLT|7TLV|9RCR|aAART
247	12155 26133	1	   	250.91	DCR|4VULN|1TLV|1DMG|1AART	136aVULN|2CGEN|4BELT|5AART|7TLV|8RCR|9DMG
248	31534 31613	8	   	250.90	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	1LIT|24ASPD|34VULN|4BPWR|5TLV|69DUR|7MLV|8RCR|aDMG
249	11421 22536	9	   	250.89	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	126VULN|3DMSP|46DUR|5RMIN|6BPWR|7TLV|8DMG|9SELL|aRCR
250	11543 32112	3	   	250.84	DCR|3VULN|2TLV|1DUR|1AART	125VULN|3RMIN|45TLV|5BPWR|6LIT|7ASPD|8DUR|9AART|aRCR
251	11255 26133	3	   	250.81	DCR|4VULN|1TLV|1DMG|1AART	126aVULN|3ERES|4BELT|5AART|7TLV|8RCR|9DMG
252	31532 63543	5	   	250.80	DCR|2VULN|2DUR|1TLV|1DMG|2ASPD	1LIT|24ASPD|34VULN|4BPWR|5MBVNT|69DUR|7DMG|8RCR|aTLV
253	11526 13513	9	   	250.73	DCR|3VULN|2DMG|2DUR	124VULN|3RMIN|5LIT|6aDMG|7RCR|89DUR
254	11635 24523	1	   	250.73	DCR|3VULN|2DMG|2DUR	15aVULN|2MBVNT|3BBNT|4aDUR|6LIT|7LWND|8aDMG|9RCR|aBPWR
255	11712 24223	1	   	250.73	DCR|3VULN|2DMG|2DUR	17aVULN|2MBVNT|3aDUR|4LIT|5LHND|6aDMG|8BBNT|9RCR|aBPWR
256	11715 24223	1	   	250.73	DCR|3VULN|2DMG|2DUR	17aVULN|2MBVNT|3aDUR|4LIT|5LWND|6aDMG|8BBNT|9RCR|aBPWR
257	11226 13513	9	   	250.63	DCR|3VULN|2DMG|2DUR	124VULN|3ERES|5LIT|6aDMG|7RCR|89DUR
258	31534 32112	6	   	250.61	DCR|3VULN|1TLV|2ASPD|1DUR|1AART	1LIT|24ASPD|347VULN|4BPWR|5TLV|6DUR|8ZMB|9AART|aRCR
259	11311 41216	3	   	250.48	DCR|4VULN|2DUR|2ASPD	127aVULN|3LIT|4aASPD|5LWND|6RCR|8BEXP|9aDUR|aBPWR
260	11311 41316	3	   	250.48	DCR|4VULN|2DUR|2ASPD	127aVULN|3LIT|4aASPD|5LWND|6RCR|8FEWX|9aDUR|aBPWR
261	16211 41216	2	   	250.48	DCR|4VULN|2DUR|2ASPD	137aVULN|2LIT|4aASPD|5LWND|6RCR|8BEXP|9aDUR|aBPWR
262	16211 41316	2	   	250.48	DCR|4VULN|2DUR|2ASPD	137aVULN|2LIT|4aASPD|5LWND|6RCR|8FEWX|9aDUR|aBPWR
263	11716 34435	1	   	250.38	DCR|3VULN|3DUR|2AART|2LIT	157VULN|2MBVNT|378DUR|47LIT|69AART|7BPWR|aRCR
264	11738 34435	1	   	250.38	DCR|3VULN|3DUR|2AART|2LIT	147VULN|2MBVNT|378DUR|57LIT|69AART|7BPWR|aRCR
265	33246 34435	2	   	250.38	DCR|3VULN|3DUR|2AART|2LIT	17LIT|278DUR|357VULN|4MBVNT|69AART|7BPWR|aRCR
266	31532 34848	8	   	250.28	DCR|4VULN|2DUR|2ASPD	1LIT|24ASPD|3469VULN|4BPWR|5MBVNT|7aDUR|8RCR
267	31532 34842	10	   	250.28	DCR|4VULN|2DUR|2ASPD	1LIT|24ASPD|346aVULN|4BPWR|5MBVNT|79DUR|8RCR
268	11141 61226	2	   	250.24	DCR|3VULN|2TLV|1DMG|1CDMG	128VULN|3BEXP|4ASPD|5CDMG|67TLV|9DMG|aRCR
269	11141 61226	3	   	250.14	DCR|3VULN|2TLV|1DMG|1CDMG	128VULN|3DUST|4ASPD|5CDMG|67TLV|9DMG|aRCR
270	11413 61226	3	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	128VULN|3DMSP|4CDMG|5DUR|6MLV|7TLV|9DMG|aRCR
271	11526 13332	7	   	250.00	DCR|5VULN|1DMG	12489VULN|3RMIN|5LIT|6DMG|7RCR|aASPD
272	16632 41131	1	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	178VULN|2BBNT|3DMG|4BEXP|5TLV|6DUR|9CDMG|aRCR
273	11521 22526	8	   	249.66	DCR|4VULN|1TLV|1DMG	1246VULN|3RMIN|56LWND|6BPWR|7TLV|8DMG|9ASPD|aRCR
274	11521 22626	7	   	249.66	DCR|4VULN|1TLV|1DMG	1246VULN|3RMIN|56LWND|6BPWR|7TLV|8DMG|9ASPD|aRCR
275	11521 22626	6	   	249.66	DCR|4VULN|1TLV|1DMG	1246VULN|3RMIN|56LWND|6BPWR|7TLV|8DMG|9ASPD|aRCR
276	11522 22526	8	   	249.66	DCR|4VULN|1TLV|1DMG	1246VULN|3RMIN|56FEWX|6BPWR|7TLV|8DMG|9ASPD|aRCR
277	11522 22626	7	   	249.66	DCR|4VULN|1TLV|1DMG	1246VULN|3RMIN|56FEWX|6BPWR|7TLV|8DMG|9ASPD|aRCR
278	11421 13633	3	   	249.64	DCR|5VULN|1DMG|1DUR	12567VULN|3DMSP|4DUR|8RPLT|9DMG|aRCR
279	11421 13633	4	   	249.64	DCR|5VULN|1DMG|1DUR	12567VULN|3DMSP|4DUR|8RPLT|9DMG|aRCR
280	11153 21661	9	 * 	249.64	DCR|5VULN|2CDMG|1DUR	12489VULN|3DUST|58ZMB|68CDMG|7RCR|8BPWR|aDUR
281	11522 34251	5	   	249.64	DCR|5VULN|2CDMG|2ASPD	12489VULN|3RMIN|5FEWX|69CDMG|79ASPD|9BPWR|aRCR
282	11526 13623	7	   	249.56	DCR|4VULN|1TLV|1DMG	1249VULN|3RMIN|5LIT|6DMG|7RCR|8BELT|aTLV
283	11451 21215	4	   	249.56	DCR|4VULN|1TLV|1DMG	1248VULN|3DMSP|5DMG|6RPLT|7TLV|9RCR|aLIT
284	11151 24251	6	   	249.54	DCR|5VULN|2CDMG|2ASPD	12489VULN|3DUST|5RMIN|69CDMG|79ASPD|9BPWR|aRCR
285	11453 32341	4	   	249.53	DCR|4VULN|2TLV|1DMG	1247VULN|3DMSP|57TLV|67BEXP|7BPWR|8RCVC|9RCR|aDMG
