0	Index      	Bounty	 *	Score 	Summary	Detail	
1	15473 11426	5	 * 	275.83	DCR|5VULN|2DMG|1ASPD	1aLWND|2MBVNT|3ASPD|4aDMG|5789aVULN|6RCR|aBPWR
183	35361 11426	5	   	248.39	DCR|5VULN|2ASPD	1aFEWX|2MBVNT|3ZMB|4789aVULN|5aASPD|6RCR|aBPWR
184	13421 21616	1	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|2DUR|378VULN|4MBVNT|5TLV|6DMG|9ASPD|aRCR
185	15111 21616	4	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|2MBVNT|3DUR|478VULN|5TLV|6DMG|9ASPD|aRCR
186	15114 31616	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|2MBVNT|3DUR|478VULN|5DMG|6TLV|9ASPD|aRCR
187	55433 31744	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1BEXP|2MBVNT|3ASPD|4DUR|57aVULN|6TLV|8DMG|9RCR
188	15114 41516	6	   	248.36	DCR|3VULN|1DMG|1TLV|1DUR|1ASPD	1LWND|2MBVNT|3DUR|467VULN|5DMG|8TLV|9ASPD|aRCR
189	35614 51431	6	   	248.36	DCR|3VULN|2DMG|1DUR|1AART	1FEWX|2MBVNT|346VULN|5AART|78DMG|9DUR|aRCR
190	35611 83312	7	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1FEWX|2MBVNT|3468VULN|5CDMG|7RCR|9ASPD|aDUR
191	31243 53152	1	   	248.34	DCR|3VULN|2TLV|1DMG|1CDMG|1AART	17FEWX|257VULN|3LEGI|47TLV|6AART|7BPWR|8RCR|9DMG|aCDMG
192	25332 26141	6	   	248.33	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|45BEXP|5aBPWR|6LHND|7aDUR|8RCR
193	25332 36141	5	   	248.33	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|45BEXP|5aBPWR|6LHND|7aDUR|8RCR
194	25323 26141	3	   	248.23	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|4LHND|6BEXP|7aDUR|8RCR|aBPWR
195	25333 36141	4	   	248.23	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|4BEXP|6LHND|7aDUR|8RCR|aBPWR
196	16124 23632	6	   	248.21	DCR|2VULN|3DUR|2DMG	1aLWND|23aDUR|46DMG|5DMSP|7RCR|8LIT|9aVULN|aBPWR
197	15473 11422	5	   	248.17	DCR|4VULN|1DMG|1ASPD|1AART	1LWND|2MBVNT|3ASPD|4DMG|5789VULN|6RCR|aAART
198	25313 26141	3	   	248.13	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|4DUST|6BEXP|7aDUR|8RCR|aBPWR
199	25362 21141	6	   	248.13	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|45DUR|5aBPWR|6LHND|7aDUST|8RCR
200	25362 21141	5	   	248.13	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|45DUR|5aBPWR|6BEXP|7aDUST|8RCR
201	25362 23141	7	   	248.13	DCR|4VULN|2DUR|1AART	1aCGEN|2AART|359aVULN|45DUR|5aBPWR|6LHND|7aDUST|8RCR
202	45324 23842	2	   	248.13	DCR|4VULN|2DUR|1AART	1DMSP|2AART|37MLV|4MBVNT|579aVULN|67DUR|7BPWR|8RCR
203	16513 25311	10	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|28DUR|3457VULN|6FEWX|9RCR|aAART
204	16513 25312	9	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|28DUR|3457VULN|6FEWX|9RCR|aAART
205	16513 42311	10	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|28DUR|3456VULN|7FEWX|9RCR|aAART
206	16513 42312	9	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|28DUR|3456VULN|7FEWX|9RCR|aAART
207	16513 52211	10	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|26DUR|3458VULN|7FEWX|9RCR|aAART
208	16513 52212	9	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|26DUR|3458VULN|7FEWX|9RCR|aAART
209	36133 44211	10	   	248.03	DCR|4VULN|2DUR|1AART	1FEWX|23DUR|4568VULN|7LHND|9RCR|aAART
210	36133 44212	9	   	248.03	DCR|4VULN|2DUR|1AART	1FEWX|23DUR|4568VULN|7LHND|9RCR|aAART
211	36513 43211	10	   	248.03	DCR|4VULN|2DUR|1AART	1FEWX|27DUR|3456VULN|8LWND|9RCR|aAART
212	36513 43212	9	   	248.03	DCR|4VULN|2DUR|1AART	1FEWX|27DUR|3456VULN|8LWND|9RCR|aAART
213	16512 25211	10	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|26DUR|3478VULN|5BEXP|9RCR|aAART
214	16512 25212	9	   	248.03	DCR|4VULN|2DUR|1AART	1LWND|26DUR|3478VULN|5BEXP|9RCR|aAART
215	16513 35311	10	   	247.93	DCR|4VULN|2DUR|1AART	1LWND|28DUR|3457VULN|6DUST|9RCR|aAART
216	16513 35312	9	   	247.93	DCR|4VULN|2DUR|1AART	1LWND|28DUR|3457VULN|6DUST|9RCR|aAART
217	41311 23232	10	   	247.57	DCR|4VULN|1DMG|2CDMG	1DMSP|2RPLT|3aCDMG|4589VULN|6DMG|7RCR
218	45441 22321	8	   	247.37	DCR|3VULN|2DMG|2LIT|1AART	1DMSP|2AART|3MBVNT|48aBEXP|58LIT|68aVULN|7RCR|8aBPWR|9aDMG
219	35614 48421	7	   	247.17	DCR|3VULN|2DMG|2LIT|1AART	1aFEWX|2MBVNT|347VULN|5AART|6aLIT|8RCR|9aDMG|aBPWR
220	33611 23216	6	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1FEWX|2RCVC|3TLV|457VULN|6DMG|8DUR|9AART|aRCR
221	53611 23216	6	   	247.12	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1BEXP|2RCVC|3TLV|457VULN|6DMG|8DUR|9AART|aRCR
222	35613 54414	10	   	247.04	DCR|5VULN|1DMG	1FEWX|2MBVNT|34567VULN|8DMG|9MLV|aRCR
223	15473 11427	5	   	246.81	DCR|4VULN|1DMG|1ASPD	1LWND|2MBVNT|3ASPD|4DMG|5789VULN|6RCR|aLIT
224	16121 51323	6	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|23DUR|4DMG|579VULN|6RCR|8ASPD|aCGEN
225	42111 43236	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1DMSP|2ASPD|3DMG|467VULN|58DUR|9BBNT|aRCR
226	42511 23236	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1DMSP|2ASPD|38DUR|457VULN|6DMG|9BBNT|aRCR
227	16121 51321	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|23DUR|4DMG|579VULN|6RCR|8ASPD|aTBNT
228	16121 51336	6	   	246.70	DCR|3VULN|2DUR|1DMG|1ASPD	1LWND|23DUR|4DMG|57aVULN|6RCR|8ASPD|9ERES
229	42316 14211	3	   	246.53	DCR|2VULN|3DUR|3ASPD|1CDMG	1DMSP|268ASPD|3CDMG|48VULN|589DUR|7MBVNT|8BPWR|aRCR
230	42114 11226	4	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1DMSP|25ASPD|3DMG|46VULN|78DUR|9TLV|aRCR
231	42134 13226	4	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1DMSP|25ASPD|3DMG|48DUR|67VULN|9TLV|aRCR
232	42134 13226	3	   	246.35	DCR|2VULN|2DUR|2ASPD|1DMG|1TLV	1DMSP|25ASPD|3DMG|48DUR|67VULN|9TLV|aRCR
233	41311 23124	9	   	245.86	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DMSP|2RPLT|3CDMG|459VULN|6DMG|7RCR|8TLV|aASPD
