0	Index      	Bounty	 *	Score 	Summary	Detail	
1	53331 43353	3	 * 	275.01	DCR|3VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4BBNT|5DUR|6TLV|79aVULN|8RCR|aBPWR
166	14431 34332	10	   	250.17	DCR|3VULN|3DUR|2ASPD	1LEGI|279DUR|3ERES|4RPLT|589VULN|69ASPD|9BPWR|aRCR
167	52151 11331	7	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|2ASPD|38BEXP|4CGEN|5ZMB|678VULN|8BPWR|9RCR|aDUR
168	52351 11331	7	   	250.00	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|2ASPD|38FEWX|4CGEN|5ZMB|678VULN|8BPWR|9RCR|aDUR
169	43216 15212	5	   	249.95	DCR|3VULN|2DUR|1TLV|1AART	1ERES|24DUR|347VULN|4BPWR|5AART|6TLV|8RCR|9RMIN|aLIT
170	43216 15221	5	   	249.95	DCR|3VULN|2DUR|1TLV|1AART	1ERES|24DUR|347VULN|4BPWR|5AART|6TLV|8RCR|9DMSP|aLIT
171	52363 34132	6	   	249.90	DCR|3VULN|2DMG|1DUR|1ASPD	17DMG|2ASPD|37FEWX|457VULN|6RPLT|7BPWR|8DUR|9BBNT|aRCR
172	52451 11331	7	   	249.80	DCR|3VULN|2DMG|1DUR|1ASPD	18DMG|2ASPD|38DUST|4CGEN|5ZMB|678VULN|8BPWR|9RCR|aDUR
173	22254 23316	1	   	249.55	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR	15RCVC|29VULN|3DUR|49ASPD|6DMSP|79DMG|8RCR|9BPWR|aTLV
174	52222 63431	3	   	249.55	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1ASPD|1SELL	1DMG|2ASPD|3CDMG|4aDUR|57VULN|6TLV|8SELL|9RCR
175	42361 15232	2	   	249.50	DCR|4VULN|1DUR|1TLV|1AART	1ERES|257aVULN|3DUR|4AART|6TLV|8RCR|9DUST
176	43261 15232	3	   	249.50	DCR|4VULN|1DUR|1TLV|1AART	1ERES|2DUR|357aVULN|4AART|6TLV|8RCR|9DUST
177	43212 12531	4	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|24DUR|347VULN|4BPWR|5DMG|6CDMG|8ZMB|9RCR|aMLV
178	43212 12534	4	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|24DUR|347VULN|4BPWR|5DMG|6CDMG|8ZMB|9RCR|aFEWX
179	43212 12536	4	   	249.45	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|24DUR|347VULN|4BPWR|5DMG|6CDMG|8ZMB|9RCR|aBEXP
180	11225 53253	1	   	249.41	DCR|3VULN|2DUR|2AART|1TLV	1LEGI|27DUR|367VULN|45AART|7BPWR|8RCR|9TLV|aRPLT
181	43211 35116	6	   	249.38	DCR|4VULN|2DUR|1ASPD	1ERES|24DUR|348aVULN|4BPWR|5RPLT|6ASPD|7RCR|9FEWX
182	43213 33168	9	   	249.35	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|24DUR|348VULN|4BPWR|5LHND|6MBVNT|7DMG|9RCR|aCDMG
183	43211 35126	6	   	249.28	DCR|4VULN|2DUR|1ASPD	1ERES|24DUR|348aVULN|4BPWR|5RPLT|6ASPD|7RCR|9DUST
184	43213 31188	9	   	249.28	DCR|4VULN|2DUR|1ASPD	1ERES|24DUR|3489VULN|4BPWR|5LHND|6MBVNT|7ASPD|aRCR
185	42322 22323	2	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|267VULN|38DUR|4BBNT|5CDMG|9RCR|aDMG
186	42352 22323	2	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|267VULN|38DUR|4TBNT|5CDMG|9RCR|aDMG
187	43222 22323	3	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|28DUR|367VULN|4BBNT|5CDMG|9RCR|aDMG
188	43252 22323	3	   	249.25	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|28DUR|367VULN|4TBNT|5CDMG|9RCR|aDMG
189	43212 12532	4	   	249.20	DCR|3VULN|2DUR|1DMG|1CDMG|1SELL	1ERES|24DUR|347VULN|4BPWR|5DMG|6CDMG|8ZMB|9RCR|aSELL
190	43212 15124	6	   	249.13	DCR|4VULN|2DUR|1ASPD|1SELL	1ERES|24DUR|3468VULN|4BPWR|5MLV|7SELL|9RCR|aASPD
191	43212 62124	6	   	249.13	DCR|4VULN|2DUR|1ASPD|1SELL	1ERES|24DUR|3478VULN|4BPWR|5MLV|6SELL|9RCR|aASPD
192	43214 53312	4	 * 	249.02	DCR|3VULN|3DUR|1DMG	1ERES|246DUR|346VULN|46BPWR|5RCVC|7DMG|8BEXP|9DUST|aRCR
193	43213 63132	8	   	249.02	DCR|3VULN|3DUR|1DMG	1ERES|249DUR|348VULN|4BPWR|5LHND|6BEXP|7DMG|aRCR
194	43213 53132	8	   	248.92	DCR|3VULN|3DUR|1DMG	1ERES|249DUR|348VULN|4BPWR|5LHND|6DUST|7DMG|aRCR
195	43212 36143	4	   	248.92	DCR|3VULN|3DUR|1DMG	1ERES|247DUR|348VULN|4BPWR|5DMG|6CGEN|9TBNT|aRCR
196	52163 11413	10	   	248.81	DCR|4VULN|2ASPD|1DMG	1DMG|29ASPD|3BEXP|4568VULN|7RMIN|aRCR
197	52163 13312	10	   	248.81	DCR|4VULN|2ASPD|1DMG	1DMG|29ASPD|3BEXP|4568VULN|7CGEN|aRCR
198	52363 11413	10	   	248.81	DCR|4VULN|2ASPD|1DMG	1DMG|29ASPD|3FEWX|4568VULN|7RMIN|aRCR
199	52363 13312	10	   	248.81	DCR|4VULN|2ASPD|1DMG	1DMG|29ASPD|3FEWX|4568VULN|7CGEN|aRCR
200	22315 53323	1	   	248.81	DCR|4VULN|2ASPD|1DMG	1RCVC|269aVULN|3ERES|4ZMB|56ASPD|6BPWR|7DMG|8RCR
201	53212 51142	9	   	248.63	DCR|2VULN|2DMG|2DUR|1CDMG	19DMG|2LIT|39LWND|4CDMG|5RMIN|6aDUR|79VULN|8RCR|9BPWR
202	34141 12315	1	   	248.56	DCR|3VULN|2DMG|1TLV|1AART	18BEXP|2MBVNT|38DMG|4RPLT|578VULN|6RCR|8BPWR|9TLV|aAART
203	11613 35421	8	   	248.53	DCR|2VULN|2DMG|2DUR|1CDMG	1LEGI|2MLV|3aDMG|4LIT|5LWND|6aVULN|7CDMG|8aDUR|9RCR|aBPWR
204	42533 12124	2	   	248.44	DCR|4VULN|1DUR|1CDMG|1ASPD	1ERES|2478VULN|34MLV|4BPWR|5DUR|6CDMG|9RCR|aASPD
205	43216 11236	5	   	248.35	DCR|2VULN|2DUR|1DMG|1TLV|1CDMG|1AART	1ERES|24DUR|34VULN|4BPWR|5AART|6TLV|7DUST|8RCR|9CDMG|aDMG
206	41232 32124	1	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1ERES|2CDMG|3CGEN|4578VULN|6DUR|9RCR|aASPD
207	41232 43224	1	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1ERES|2CDMG|3CGEN|4567VULN|8DUR|9RCR|aASPD
208	41632 32124	1	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1ERES|2CDMG|3RMIN|4578VULN|6DUR|9RCR|aASPD
209	61232 32124	3	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CGEN|2ERES|3CDMG|4578VULN|6DUR|9RCR|aASPD
210	61232 32124	1	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CGEN|2CDMG|3ERES|4578VULN|6DUR|9RCR|aASPD
211	61232 43224	3	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CGEN|2ERES|3CDMG|4567VULN|8DUR|9RCR|aASPD
212	61232 43224	1	   	248.34	DCR|4VULN|1DUR|1CDMG|1ASPD	1CGEN|2CDMG|3ERES|4567VULN|8DUR|9RCR|aASPD
213	13623 35421	8	   	248.34	DCR|2VULN|2DUR|2ASPD|1TLV|1CDMG	1LEGI|2LWND|3aASPD|4LIT|5TLV|6aVULN|7CDMG|8aDUR|9RCR|aBPWR
214	36331 25422	1	   	248.27	DCR|4VULN|1DMG|1ASPD|1AART	1BEXP|256aVULN|3ASPD|4RPLT|7AART|8DMG|9RCR
215	26343 23134	6	   	248.21	DCR|2VULN|3DUR|2DMG	1RCVC|28RPLT|349DUR|59DMG|6RCR|79VULN|9BPWR|aLIT
216	53122 14411	7	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6DUR|7RCR|89VULN|9BPWR|aMLV
217	53122 14412	7	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6DUR|7RCR|89VULN|9BPWR|aCGEN
218	53122 14413	7	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6DUR|7RCR|89VULN|9BPWR|aZMB
219	53122 41411	6	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6RCR|7DUR|89VULN|9BPWR|aMLV
220	53122 41411	7	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6RCR|7DUR|89VULN|9BPWR|aMLV
221	53122 41412	7	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6RCR|7DUR|89VULN|9BPWR|aCGEN
222	53122 41412	6	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6RCR|7DUR|89VULN|9BPWR|aCGEN
223	53122 41413	6	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6RCR|7DUR|89VULN|9BPWR|aZMB
224	53122 41413	7	   	248.16	DCR|2VULN|2DMG|2ASPD|1DUR|2LIT	19DMG|29LIT|35ASPD|4BELT|6RCR|7DUR|89VULN|9BPWR|aZMB
225	52231 44333	1	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|27aLIT|3RCVC|4BBNT|5DUR|6TLV|8RCR|9aVULN|aBPWR
226	52321 44333	1	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|27aLIT|3BBNT|4RCVC|5DUR|6TLV|8RCR|9aVULN|aBPWR
227	53231 44333	2	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|27aLIT|3RCVC|4BBNT|5DUR|6TLV|8RCR|9aVULN|aBPWR
228	53311 52333	4	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4DUR|5RCVC|6TLV|7TBNT|8RCR|9aVULN|aBPWR
229	53311 55333	4	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4DUR|5RCVC|6TLV|7BBNT|8RCR|9aVULN|aBPWR
230	53312 12333	6	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4DUR|5RCVC|6TLV|7TBNT|8RCR|9aVULN|aBPWR
231	53312 15333	6	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4DUR|5RCVC|6TLV|7BBNT|8RCR|9aVULN|aBPWR
232	53312 52333	5	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4DUR|5RCVC|6TLV|7TBNT|8RCR|9aVULN|aBPWR
233	53312 55333	5	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4DUR|5RCVC|6TLV|7BBNT|8RCR|9aVULN|aBPWR
234	53321 44333	2	   	248.10	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|27aLIT|3BBNT|4RCVC|5DUR|6TLV|8RCR|9aVULN|aBPWR
235	53314 43313	4	   	248.00	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4DUR|5BBNT|6TLV|7aVULN|8RCR|9TBNT|aBPWR
236	53331 43313	3	   	248.00	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4BBNT|5DUR|6TLV|7aVULN|8RCR|9TBNT|aBPWR
237	53351 43313	3	   	248.00	DCR|2VULN|2DMG|3LIT|1TLV|1DUR	1aDMG|23aLIT|4TBNT|5DUR|6TLV|7aVULN|8RCR|9BBNT|aBPWR
238	34141 12386	1	   	247.96	DCR|3VULN|3DMG|1AART	18BEXP|2MBVNT|38aDMG|4RPLT|578VULN|6RCR|8BPWR|9AART
239	12226 31222	1	   	247.93	DCR|4VULN|2DUR|1AART	1LEGI|2LWND|356aVULN|47DUR|8RCR|9AART
240	12226 31222	2	   	247.93	DCR|4VULN|2DUR|1AART	1LEGI|2LHND|356aVULN|47DUR|8RCR|9AART
241	12326 31222	3	   	247.93	DCR|4VULN|2DUR|1AART	1LEGI|2LHND|356aVULN|47DUR|8RCR|9AART
242	13226 31222	1	   	247.93	DCR|4VULN|2DUR|1AART	1LEGI|2LHND|356aVULN|47DUR|8RCR|9AART
243	13226 31222	2	   	247.93	DCR|4VULN|2DUR|1AART	1LEGI|2LWND|356aVULN|47DUR|8RCR|9AART
244	43211 23362	5	   	247.93	DCR|4VULN|2DUR|1AART	1ERES|24DUR|3467VULN|4BPWR|5RPLT|8BBNT|9RCR|aAART
245	43211 23662	5	   	247.93	DCR|4VULN|2DUR|1AART	1ERES|24DUR|3467VULN|4BPWR|5RPLT|8TBNT|9RCR|aAART
246	22245 23314	1	   	247.89	DCR|2VULN|2DMG|2DUR|2ASPD	1RCVC|29VULN|34DUR|59ASPD|6DMSP|79DMG|8RCR|9BPWR|aFEWX
247	22252 11818	1	   	247.79	DCR|2VULN|2DMG|2DUR|2ASPD	18RCVC|29VULN|37DUR|49ASPD|59DMG|6MBVNT|9BPWR|aRCR
248	53132 64213	10	   	247.58	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1DMG|2LIT|3ASPD|4AART|5RCVC|68aVULN|7RCR|9CDMG
249	53133 26631	9	   	247.58	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1DMG|2LIT|3ASPD|4AART|579VULN|6LWND|8RCR|aCDMG
250	53133 34213	10	   	247.58	DCR|3VULN|1DMG|1CDMG|1ASPD|1AART	1DMG|2LIT|3ASPD|4AART|58aVULN|6DMSP|7RCR|9CDMG
251	22621 63337	1	   	247.57	DCR|4VULN|2TLV|1DMG	1RCVC|246aVULN|36TLV|5MBVNT|6BPWR|7DMG|8FEWX|9RCR
252	51262 63111	1	   	247.51	DCR|2VULN|3DMG|2CDMG|1DUR	14aDMG|2aCDMG|3CGEN|5BBNT|6TBNT|7RCR|8DUR|9aVULN|aBPWR
253	42231 25362	3	 * 	247.37	DCR|4VULN|3TLV|2CDMG	17ERES|2489VULN|347TLV|47BPWR|5TBNT|67CDMG|aRCR
254	42231 25362	2	   	247.37	DCR|4VULN|3TLV|2CDMG	17ERES|2489VULN|347TLV|47BPWR|5TBNT|67CDMG|aRCR
255	34141 12318	1	   	247.21	DCR|3VULN|2DMG|1TLV	18BEXP|2MBVNT|38DMG|4RPLT|578VULN|6RCR|8BPWR|9TLV|aLIT
256	34141 12331	1	   	247.21	DCR|3VULN|2DMG|1DUR	18BEXP|2MBVNT|38DMG|4RPLT|578VULN|6RCR|8BPWR|9LIT|aDUR
257	43234 22351	8	   	247.11	DCR|3VULN|2DMG|1DUR	1aERES|2DUR|38aVULN|4LWND|5LIT|6aDMG|7RPLT|9RCR|aBPWR
258	51113 42124	1	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	15DMG|2CDMG|3LHND|4ERES|678VULN|9RCR|aASPD
259	51233 42124	3	   	247.10	DCR|3VULN|2DMG|1CDMG|1ASPD	15DMG|2ERES|3CDMG|4LHND|678VULN|9RCR|aASPD
260	42313 12663	3	   	247.01	DCR|3VULN|2DMG|1DUR	1aERES|24aVULN|3LIT|5DUR|6RCVC|7BBNT|8RCR|9aDMG|aBPWR
261	43211 33231	10	   	246.90	DCR|3VULN|2DUR|1DMG|1ASPD	19ERES|24DUR|349VULN|49BPWR|5RPLT|6ASPD|7DMG|89ZMB|aRCR
262	23222 75514	4	 * 	246.80	DCR|3VULN|2DUR|2CDMG|1ASPD	1RCVC|27CDMG|3MBVNT|4BEXP|57aVULN|67DUR|7BPWR|8ASPD|9RCR
263	43211 33411	8	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ERES|24DUR|348VULN|4BPWR|5RPLT|6ASPD|7DMG|9RCR|aMLV
264	43211 33412	8	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ERES|24DUR|348VULN|4BPWR|5RPLT|6ASPD|7DMG|9RCR|aZMB
265	43211 33413	8	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ERES|24DUR|348VULN|4BPWR|5RPLT|6ASPD|7DMG|9RCR|aDMSP
266	43211 33414	8	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ERES|24DUR|348VULN|4BPWR|5RPLT|6ASPD|7DMG|9RCR|aCGEN
267	43211 33415	8	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ERES|24DUR|348VULN|4BPWR|5RPLT|6ASPD|7DMG|9RCR|aBEXP
268	43211 33416	8	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1ERES|24DUR|348VULN|4BPWR|5RPLT|6ASPD|7DMG|9RCR|aLHND
269	22245 23343	1	   	246.80	DCR|3VULN|2DUR|1DMG|1ASPD	1RCVC|29aVULN|34DUR|5ASPD|6DMSP|7DMG|8RCR
270	43211 32253	4	   	246.68	DCR|4VULN|2DUR	1ERES|24DUR|346aVULN|4BPWR|57BEXP|8RCR|9LIT
271	43212 11253	7	   	246.68	DCR|4VULN|2DUR	1ERES|24DUR|346aVULN|4BPWR|5MLV|7RMIN|8RCR|9LIT
272	43211 34253	4	   	246.58	DCR|4VULN|2DUR	17ERES|24DUR|346aVULN|4BPWR|5BEXP|8RCR|9LIT
273	43213 34253	4	   	246.58	DCR|4VULN|2DUR	17ERES|24DUR|346aVULN|4BPWR|5LHND|8RCR|9LIT
274	43213 34253	5	   	246.58	DCR|4VULN|2DUR	17ERES|24DUR|346aVULN|4BPWR|5LHND|8RCR|9LIT
275	53314 33333	4	   	246.44	DCR|2VULN|2DMG|2DUR|3LIT	1aDMG|23aLIT|49DUR|5BBNT|6CGEN|7aVULN|8RCR|aBPWR
276	53316 43333	4	   	246.44	DCR|2VULN|2DMG|2DUR|3LIT	1aDMG|23aLIT|49DUR|5MLV|6BBNT|7aVULN|8RCR|aBPWR
277	53331 33333	3	   	246.44	DCR|2VULN|2DMG|2DUR|3LIT	1aDMG|23aLIT|4BBNT|59DUR|6CGEN|7aVULN|8RCR|aBPWR
278	53351 33333	3	   	246.44	DCR|2VULN|2DMG|2DUR|3LIT	1aDMG|23aLIT|4TBNT|59DUR|6CGEN|7aVULN|8RCR|aBPWR
279	22262 42143	1	   	246.44	DCR|4VULN|2DUR|1SELL	1RCVC|2569VULN|38DUR|4SELL|7LIT|aRCR
280	52225 42113	8	   	246.36	DCR|2VULN|3DMG|2ASPD|1CDMG	189DMG|29ASPD|3CDMG|46BEXP|59VULN|7BELT|9BPWR|aRCR
281	53315 52333	3	 * 	246.11	DCR|2VULN|3DMG|2TLV|2LIT	15aDMG|23LIT|4LEGI|6aTLV|7TBNT|8RCR|9aVULN|aBPWR
282	54311 31315	9	   	246.10	DCR|2VULN|2DMG|1TLV|1CDMG|1ASPD|1AART	19DMG|2CDMG|389DUST|4ASPD|5TLV|6AART|79VULN|9BPWR|aRCR
283	34141 12384	1	   	245.96	DCR|3VULN|2DMG|1CDMG|1AART	18BEXP|2MBVNT|38DMG|4RPLT|578VULN|6RCR|8BPWR|9AART|aCDMG
284	54133 13144	8	 * 	245.94	ACR|3VULN|3DMG|3LIT|2CDMG	189DMG|2aCDMG|38aLIT|4MBVNT|5RCR|6LEGI|78aVULN|8aBPWR
285	52212 53122	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3CDMG|4FEWX|58aVULN|6BELT|7DUR|9RCR
286	52215 53122	5	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3CDMG|4FEWX|58aVULN|6BELT|7DUR|9RCR
287	52225 52122	3	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3CDMG|4DUR|5FEWX|6BELT|78aVULN|9RCR
288	53126 33136	4	   	245.78	DCR|2VULN|2DMG|2DUR|1ASPD	17DMG|2LIT|3ASPD|4BELT|58DUR|6aVULN|9RCR
289	53262 33342	10	   	245.77	DCR|3VULN|1DMG|1TLV|1DUR	1DMG|2LIT|3LWND|478VULN|5FEWX|6TLV|9RCR|aDUR
290	52222 13631	3	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3CDMG|4DUR|578VULN|6ERES|9RCR|aMLV
291	52222 13633	3	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3CDMG|4DUR|578VULN|6ERES|9RCR|aBEXP
292	52222 13634	3	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ASPD|3CDMG|4DUR|578VULN|6ERES|9RCR|aFEWX
293	15261 35122	5	   	245.76	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1LEGI|2BELT|38aVULN|4CDMG|5DUR|6DMG|7ASPD|9RCR
294	51113 42125	1	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	15DMG|2CDMG|3LHND|4ERES|678VULN|9RCR|aAART
295	51233 42125	3	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	15DMG|2ERES|3CDMG|4LHND|678VULN|9RCR|aAART
296	42233 11124	3	   	245.66	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	17ERES|248VULN|34TLV|4BPWR|5DUR|6CDMG|9RCR|aASPD
297	42233 11124	2	   	245.66	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	17ERES|248VULN|34TLV|4BPWR|5DUR|6CDMG|9RCR|aASPD
298	42263 12124	4	   	245.66	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	1ERES|278VULN|34TLV|5DUR|6CDMG|9RCR|aASPD
299	42263 32124	5	   	245.66	DCR|3VULN|2TLV|1DUR|1CDMG|1ASPD	1ERES|278VULN|34TLV|5CDMG|6DUR|9RCR|aASPD
300	42322 22242	2	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ERES|267VULN|3DUR|4BBNT|5CDMG|8RCR|9DMG|aASPD
301	42352 22242	2	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ERES|267VULN|3DUR|4TBNT|5CDMG|8RCR|9DMG|aASPD
302	43222 22242	3	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ERES|2DUR|367VULN|4BBNT|5CDMG|8RCR|9DMG|aASPD
303	43224 33414	8	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ERES|2DUR|38aVULN|4DMG|5CDMG|6MBVNT|7ASPD|9RCR
304	43224 33514	6	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ERES|2DUR|37aVULN|4DMG|5CDMG|6MBVNT|8ASPD|9RCR
305	43252 22242	3	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1ERES|2DUR|367VULN|4TBNT|5CDMG|8RCR|9DMG|aASPD
306	51237 73414	8	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1DMG|2ERES|3CDMG|4MBVNT|5DUR|68aVULN|7ASPD|9RCR
307	52222 13636	3	   	245.66	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD|1NUKE	1DMG|2ASPD|3CDMG|4DUR|578VULN|6ERES|9RCR|aNUKE
308	42236 21422	2	   	245.59	DCR|3VULN|2TLV|1DMG|1ASPD|1AART	1ERES|24aVULN|34TLV|4BPWR|5AART|6RPLT|7ASPD|8DMG|9RCR
309	42236 21422	3	   	245.59	DCR|3VULN|2TLV|1DMG|1ASPD|1AART	1ERES|24aVULN|34TLV|4BPWR|5AART|6RPLT|7ASPD|8DMG|9RCR
310	22241 23526	1	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1RCVC|28aVULN|34DUR|5TBNT|6CDMG|7TLV|9RCR
311	54116 13122	9	   	245.50	DCR|2VULN|2DMG|3LIT|1DUR|1CDMG	18DMG|2CDMG|389LIT|4BEXP|5DUR|6LEGI|78VULN|8BPWR|aRCR
312	43212 15235	4	   	245.42	DCR|2VULN|3DUR|1DMG|1CDMG|1AART	1ERES|248DUR|34VULN|4BPWR|5DMG|6CDMG|7AART|9RMIN|aRCR
313	43213 33162	10	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1ERES|24DUR|348VULN|4BPWR|5LHND|6MBVNT|7DMG|9RCR|aAART
314	34141 12354	1	   	245.29	DCR|4VULN|2DMG	18BEXP|2MBVNT|38DMG|49RPLT|578aVULN|6RCR|8BPWR
315	34141 12374	1	   	245.29	DCR|4VULN|2DMG	18BEXP|2MBVNT|38DMG|4RPLT|578aVULN|6RCR|8BPWR|9RCVC
316	22521 63218	1	   	245.29	DCR|4VULN|2DMG	1RCVC|2469VULN|3RMIN|5MBVNT|69BPWR|79DMG|89LWND|aRCR
317	43215 13136	5	   	245.21	DCR|3VULN|3DUR|1TLV	1ERES|249DUR|346VULN|4BPWR|5BELT|7LWND|8TLV|aRCR
318	43211 62214	9	   	245.21	DCR|3VULN|3DUR|1TLV	1ERES|248DUR|34aVULN|4BPWR|5RPLT|6TLV|7FEWX|9RCR
319	11573 41332	7	   	245.19	DCR|4VULN|2DMG	1LEGI|28MLV|3MBVNT|48DMG|5678VULN|8BPWR|9RCR|aBEXP
320	11573 41334	7	   	245.19	DCR|4VULN|2DMG	1LEGI|28MLV|3MBVNT|48DMG|5678VULN|8BPWR|9RCR|aLHND
321	11573 41336	7	   	245.19	DCR|4VULN|2DMG	1LEGI|28MLV|3MBVNT|48DMG|5678VULN|8BPWR|9RCR|aBELT
322	11573 41337	7	   	245.19	DCR|4VULN|2DMG	1LEGI|28MLV|3MBVNT|48DMG|5678VULN|8BPWR|9RCR|aFEWX
323	36131 23531	1	   	245.19	DCR|4VULN|2DMG	1BEXP|2567VULN|38DMG|4RPLT|9RCR|aMLV
324	36131 23534	1	   	245.19	DCR|4VULN|2DMG	1BEXP|2567VULN|38DMG|4RPLT|9RCR|aBELT
325	36131 23536	1	   	245.19	DCR|4VULN|2DMG	1BEXP|2567VULN|38DMG|4RPLT|9RCR|aFEWX
326	12254 34333	1	   	245.16	DCR|3VULN|3DUR|1TLV|1SELL	1LEGI|278LWND|378VULN|4SELL|567DUR|78BPWR|9RCR|aTLV
327	12653 34333	1	   	245.16	DCR|3VULN|3DUR|1TLV|1SELL	1LEGI|278LWND|367DUR|4SELL|578VULN|78BPWR|9RCR|aTLV
328	13254 34333	2	   	245.16	DCR|3VULN|3DUR|1TLV|1SELL	1LEGI|278LWND|378VULN|4SELL|567DUR|78BPWR|9RCR|aTLV
329	13653 34333	2	   	245.16	DCR|3VULN|3DUR|1TLV|1SELL	1LEGI|278LWND|367DUR|4SELL|578VULN|78BPWR|9RCR|aTLV
