0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42323 35353	10	 * 	267.68	DCR|4VULN|2TLV|1DUR|1CDMG	19LWND|2LIT|369aVULN|4CDMG|5DUR|7RCR|89TLV|9BPWR
174	22662 62213	3	   	243.26	DCR|3VULN|1TLV|1DMG|2LIT	1ERES|2DMG|378VULN|45LIT|6RCR|9ASPD|aTLV
175	12322 65115	8	   	243.13	DCR|2VULN|2DMG|2TLV|1CDMG	18DUST|2LIT|38VULN|4CDMG|5aDMG|68TLV|7RCR|8BPWR|9FEWX
176	12322 65123	10	   	243.13	DCR|2VULN|2DMG|2TLV|1CDMG	18DUST|2LIT|38VULN|4CDMG|5aDMG|68TLV|7RCR|8BPWR|9ZMB
177	12322 65113	10	   	243.03	DCR|2VULN|2DMG|2TLV|1CDMG	18DUST|2LIT|38VULN|4CDMG|5aDMG|68TLV|7RCR|8BPWR|9ERES
178	12322 65126	8	   	243.03	DCR|2VULN|2DMG|2TLV|1CDMG	18DUST|2LIT|38VULN|4CDMG|5aDMG|68TLV|7RCR|8BPWR|9MBVNT
179	14233 62221	8	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DUST|28VULN|39DMG|4FEWX|5DUR|6CDMG|7RCR|aTLV
180	14233 62421	7	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DUST|28VULN|39DMG|4FEWX|5DUR|6CDMG|7RCR|aTLV
181	15253 62221	8	   	242.90	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1DUST|2BEXP|39DMG|48VULN|5DUR|6CDMG|7RCR|aTLV
182	21134 21161	10	 * 	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ERES|2RPLT|3aDUR|4DMG|5LIT|6RCR|7aVULN|8MLV|9aTLV|aBPWR
183	21134 21161	9	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ERES|2RPLT|3aDUR|4DMG|5LIT|6RCR|7aVULN|8MLV|9aTLV|aBPWR
184	24334 21161	10	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ERES|2aDUR|3RPLT|4DMG|5LIT|6RCR|7aVULN|8MLV|9aTLV|aBPWR
185	24334 21161	9	   	242.83	DCR|2VULN|2TLV|2DUR|1DMG	1ERES|2aDUR|3RPLT|4DMG|5LIT|6RCR|7aVULN|8MLV|9aTLV|aBPWR
186	14326 33213	8	   	242.80	DCR|4VULN|1TLV|1CDMG|1SELL	14DUST|2456VULN|3SELL|4BPWR|7LIT|8RCR|9CDMG|aTLV
187	24213 12346	3	   	242.80	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	16ERES|2DUR|34VULN|5CDMG|7RCR|8aDMG|9TLV
188	32513 51234	7	   	242.62	DCR|3VULN|2DMG|2DUR	16RCVC|2aDMG|35aVULN|4MLV|7ZMB|8RCR|9aDUR|aBPWR
189	32523 51224	7	   	242.62	DCR|3VULN|2DMG|2DUR	16RCVC|2aDMG|35aVULN|4CGEN|7ZMB|8RCR|9aDUR|aBPWR
190	32211 52324	3	   	242.52	DCR|3VULN|2DMG|2DUR	1RCVC|27DMG|3RMIN|478VULN|5TBNT|67DUR|7BPWR|9DMSP|aRCR
191	32211 62324	4	   	242.52	DCR|3VULN|2DMG|2DUR	1RCVC|27DMG|3RMIN|47DUR|5BBNT|678VULN|7BPWR|9DMSP|aRCR
192	32522 52324	3	   	242.52	DCR|3VULN|2DMG|2DUR	1RCVC|27DMG|378VULN|4BBNT|5RMIN|67DUR|7BPWR|9DMSP|aRCR
193	22611 33213	10	   	242.45	DCR|3VULN|2DMG|1DUR|2LIT|1SELL	19ERES|25DMG|349VULN|6SELL|79LIT|8RCR|9BPWR|aDUR
194	22663 33213	10	   	242.45	DCR|3VULN|2DMG|1DUR|2LIT|1SELL	19ERES|24DMG|359VULN|6SELL|79LIT|8RCR|9BPWR|aDUR
195	31311 41263	9	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|2LHND|348VULN|5aDMG|67DUR|9RCR
196	35311 42263	9	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|26DUR|348VULN|5aDMG|7LWND|9RCR
197	35311 43263	9	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|26DUR|348VULN|5aDMG|7LHND|9RCR
198	35313 42263	9	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|25DUR|348VULN|6aDMG|7LWND|9RCR
199	35313 43263	9	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|25DUR|348VULN|6aDMG|7LHND|9RCR
200	35313 61253	5	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|25DUR|349VULN|6RCR|7aDMG|8LHND
201	35313 61343	5	   	242.42	DCR|3VULN|2DMG|2DUR	1RCVC|25DUR|348VULN|6RCR|7aDMG|9LHND
202	41311 41263	9	   	242.42	DCR|3VULN|2DMG|2DUR	1LWND|2RCVC|348VULN|5aDMG|67DUR|9RCR
203	22613 51224	7	   	242.42	DCR|3VULN|2DMG|2DUR	1aERES|2aDMG|345VULN|6RCVC|7ZMB|8RCR|9aDUR|aBPWR
204	22513 56331	8	   	242.32	DCR|3VULN|2DMG|2DUR	1ERES|28DMG|39DUR|47aVULN|5LHND|6RCR
205	22515 21263	9	   	242.32	DCR|3VULN|2DMG|2DUR	1ERES|2aDMG|37DUR|468VULN|5MLV|9RCR
206	22613 63263	9	   	242.32	DCR|3VULN|2DMG|2DUR	1ERES|2aDMG|345VULN|67DUR|8CGEN|9RCR
207	21531 35212	10	   	242.30	DCR|4VULN|2DMG|1AART	1aERES|2RPLT|389aVULN|4aDMG|5AART|6RCR|7RCVC|aBPWR
208	26313 22415	7	   	242.28	DCR|2VULN|2DMG|2DUR|2ASPD	1ERES|2aASPD|3BEXP|46VULN|5aDMG|7LIT|8RCR|9aDUR|aBPWR
209	22313 22415	7	   	242.28	DCR|2VULN|2DMG|2DUR|2ASPD	1ERES|2aDMG|3BEXP|46VULN|5aASPD|7LIT|8RCR|9aDUR|aBPWR
210	22633 22415	7	   	242.28	DCR|2VULN|2DMG|2DUR|2ASPD	1ERES|2aDMG|36VULN|4BEXP|5aASPD|7LIT|8RCR|9aDUR|aBPWR
211	32123 67428	6	   	242.28	DCR|3VULN|2DMG|2DUR|1SELL	1RCVC|28DMG|3RPLT|478VULN|58DUR|6MBVNT|8BPWR|9SELL|aRCR
212	32541 15333	10	   	242.28	DCR|3VULN|2DMG|2DUR|1SELL	14RCVC|26DMG|368VULN|5SELL|6BPWR|7RCR|9aDUR
213	22611 44231	6	   	242.20	DCR|2VULN|3DMG|1TLV|1CDMG|1NUKE	1ERES|256DMG|34VULN|7CDMG|8NUKE|9RCR|aTLV
214	22661 24231	5	   	242.20	DCR|2VULN|3DMG|1TLV|1CDMG|1NUKE	1ERES|245DMG|36VULN|7CDMG|8NUKE|9RCR|aTLV
215	22662 24231	4	   	242.20	DCR|2VULN|3DMG|1TLV|1CDMG|1NUKE	1ERES|245DMG|36VULN|7CDMG|8NUKE|9RCR|aTLV
216	32531 32326	9	   	242.18	DCR|3VULN|2DMG|2DUR|1SELL	1RCVC|2aDMG|37aVULN|4DUST|5SELL|6ERES|8RCR|9aDUR|aBPWR
217	12322 66433	8	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1DUST|2LIT|379VULN|4CDMG|5DMG|6TLV|8LWND|aRCR
218	21534 21324	10	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1ERES|2RPLT|37aVULN|4DMG|5LIT|6RCR|8TLV|9CDMG
219	22156 11336	2	   	242.06	DCR|3VULN|1TLV|1DMG|1CDMG	1ERES|2DMG|38aVULN|4ASPD|5BELT|6TLV|7CDMG|9RCR
220	12323 35343	10	   	241.92	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2LIT|36VULN|4CDMG|5DUR|7RCR|8TLV|9ASPD|aDMG
221	12323 35345	9	   	241.92	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2LIT|36VULN|4CDMG|5DUR|7RCR|8TLV|9ASPD|aDMG
222	12323 35363	10	   	241.92	DCR|2VULN|1TLV|1DMG|1DUR|1CDMG	1DUST|2LIT|36VULN|4CDMG|5DUR|7RCR|8TLV|9DMG|aASPD
223	32512 13234	5	   	241.89	DCR|2VULN|3DMG|2DUR	16RCVC|27aDMG|3aVULN|4MLV|5ASPD|8RCR|9aDUR|aBPWR
224	32522 13224	5	   	241.89	DCR|2VULN|3DMG|2DUR	16RCVC|27aDMG|3aVULN|4CGEN|5ASPD|8RCR|9aDUR|aBPWR
225	32522 43224	5	   	241.89	DCR|2VULN|3DMG|2DUR	1RCVC|27aDMG|3aVULN|46CGEN|5ASPD|8RCR|9aDUR|aBPWR
226	32522 53224	6	   	241.89	DCR|2VULN|3DMG|2DUR	1RCVC|27aDMG|3aVULN|46CGEN|5ASPD|8RCR|9aDUR|aBPWR
227	22613 33213	8	   	241.81	DCR|3VULN|1TLV|1DMG|1CDMG|1SELL	1ERES|2DMG|345VULN|6SELL|7LIT|8RCR|9CDMG|aTLV
228	22613 33613	7	   	241.81	DCR|3VULN|1TLV|1DMG|1CDMG|1SELL	1ERES|2DMG|345VULN|6SELL|7LIT|8RCR|9CDMG|aTLV
229	12322 65152	10	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18DUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR|aLWND
230	12322 65153	9	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18DUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR|aRMIN
231	12322 65163	8	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18DUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR|aRMIN
232	42323 35333	5	   	241.80	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	1LWND|2LIT|39VULN|4CDMG|5DUR|68TLV|7DMG|aRCR
233	42323 35163	10	   	241.78	DCR|3VULN|2DUR|2LIT|1CDMG	18LWND|28LIT|369VULN|4CDMG|58DUR|7RCR|8BPWR|aASPD
234	12322 65133	9	   	241.76	DCR|2VULN|2TLV|1DMG|2LIT|1CDMG|1AART	18DUST|29LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|aAART
235	12322 65143	8	   	241.76	DCR|2VULN|2TLV|1DMG|2LIT|1CDMG|1AART	18DUST|29LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|aAART
236	12122 66113	8	   	241.70	DCR|2VULN|2DMG|1TLV|2LIT|1CDMG	1DUST|28LIT|3LHND|4CDMG|58DMG|6TLV|78VULN|8BPWR|9FEWX|aRCR
237	12322 65151	9	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18DUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR|aERES
238	12322 65151	10	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18aDUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR
239	12322 65152	9	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18DUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR|aBBNT
240	12322 65161	8	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18DUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR|aERES
241	12322 65162	8	   	241.70	DCR|2VULN|2TLV|1DMG|1DUR|1CDMG	18DUST|2LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|9DUR|aBBNT
242	22612 13224	5	   	241.69	DCR|2VULN|3DMG|2DUR	1aERES|27aDMG|34VULN|5ASPD|6RCVC|8RCR|9aDUR|aBPWR
243	22613 53613	6	   	241.60	DCR|5VULN|1DMG	1ERES|2DMG|34579VULN|6RCVC|8LIT|aRCR
244	22612 63224	6	   	241.59	DCR|2VULN|3DMG|2DUR	16aERES|27aDMG|34VULN|5ASPD|8RCR|9aDUR|aBPWR
245	14326 33235	9	   	241.35	DCR|5VULN|1DMG|1SELL	14DUST|2456aVULN|3SELL|4BPWR|7LIT|8RCR|9DMG
246	14326 33263	10	   	241.35	DCR|5VULN|1DMG|1SELL	14DUST|24569VULN|3SELL|4BPWR|7LIT|8RCR|aDMG
247	22613 33224	10	   	241.35	DCR|5VULN|1DMG|1SELL	1ERES|2DMG|3459aVULN|6SELL|7LIT|8RCR
248	32541 15332	9	   	241.34	DCR|3VULN|2DMG|1DUR|1CDMG|1SELL	14RCVC|26DMG|368VULN|5SELL|6BPWR|7RCR|9DUR|aCDMG
249	26611 23224	6	 * 	241.31	DCR|2VULN|2DMG|2DUR|3ASPD	1aERES|26aASPD|34VULN|57DMG|8RCR|9aDUR|aBPWR
250	42323 35125	8	 * 	241.30	DCR|2VULN|2DUR|1TLV|2CDMG|2LIT	18LWND|28LIT|36VULN|49CDMG|58DUR|7RCR|8BPWR|aTLV
251	31314 24531	4	   	241.25	DCR|4VULN|1TLV|1DMG	1RCVC|2LHND|345aVULN|6TLV|7RCR|8BEXP|9DMG
252	43226 81242	1	   	241.25	DCR|4VULN|1TLV|1DMG	15LWND|2456VULN|3MBVNT|5BPWR|7DMG|8LHND|9RCR|aTLV
253	31314 24131	4	   	241.15	DCR|4VULN|1TLV|1DMG	1RCVC|2LHND|345aVULN|6TLV|7RCR|8DUST|9DMG
254	31314 24153	4	   	241.15	DCR|4VULN|1TLV|1DMG	1RCVC|2LHND|3459VULN|6TLV|7RCR|8DUST|aDMG
255	31314 24342	4	   	241.15	DCR|4VULN|1TLV|1DMG	1RCVC|2LHND|3459VULN|6TLV|7RCR|8TBNT|aDMG
256	41314 24131	4	   	241.15	DCR|4VULN|1TLV|1DMG	1LWND|2RCVC|345aVULN|6TLV|7RCR|8DUST|9DMG
257	41314 24332	4	   	241.15	DCR|4VULN|1TLV|1DMG	1LWND|2RCVC|3458VULN|6TLV|7RCR|9TBNT|aDMG
258	43224 27642	1	   	241.15	DCR|4VULN|1TLV|1DMG	1LWND|2468VULN|3MBVNT|5LHND|7DMG|9RCR|aTLV
259	32553 33213	9	   	241.14	DCR|2VULN|2DMG|2DUR|1CDMG|1AART	1RCVC|29DMG|39VULN|4CDMG|5CGEN|6DLOT|79DUR|8AART|9BPWR|aRCR
260	12323 35125	8	   	241.10	DCR|2VULN|2DUR|1TLV|2CDMG|2LIT	18DUST|28LIT|36VULN|49CDMG|58DUR|7RCR|8BPWR|aTLV
261	13226 81222	1	   	241.05	DCR|4VULN|1TLV|1DMG	15DUST|2456VULN|3MBVNT|5BPWR|7DMG|8RCR|9LHND|aTLV
262	13226 81242	1	   	241.05	DCR|4VULN|1TLV|1DMG	15DUST|2456VULN|3MBVNT|5BPWR|7DMG|8RCR|9FEWX|aTLV
263	14226 81222	2	   	241.05	DCR|4VULN|1TLV|1DMG	15DUST|2456VULN|3MBVNT|5BPWR|7DMG|8RCR|9LHND|aTLV
264	14226 81242	2	   	241.05	DCR|4VULN|1TLV|1DMG	15DUST|2456VULN|3MBVNT|5BPWR|7DMG|8RCR|9FEWX|aTLV
265	22612 32415	5	   	240.99	DCR|2VULN|2DMG|2DUR|2LIT	1ERES|2aDMG|34VULN|5ASPD|6aLIT|7LWND|8RCR|9aDUR|aBPWR
266	13226 81232	1	   	240.95	DCR|4VULN|1TLV|1DMG	15DUST|2456VULN|3MBVNT|5BPWR|7DMG|8RCR|9LEGI|aTLV
267	14226 81232	2	   	240.95	DCR|4VULN|1TLV|1DMG	15DUST|2456VULN|3MBVNT|5BPWR|7DMG|8RCR|9LEGI|aTLV
268	21531 33211	9	   	240.86	DCR|4VULN|1DMG|1DUR|1AART	1ERES|2RPLT|3789VULN|4DMG|5AART|6RCR|aDUR
269	21531 33215	10	   	240.86	DCR|4VULN|1DMG|1DUR|1AART	1ERES|2RPLT|3789VULN|4DMG|5AART|6RCR|aDUR
270	32541 15122	7	   	240.85	DCR|3VULN|3DMG|1CDMG|1SELL	14RCVC|268DMG|368VULN|5SELL|68BPWR|7RCR|9CDMG|aFEWX
271	22611 33224	10	   	240.60	DCR|4VULN|2DMG|1SELL	1ERES|25DMG|349aVULN|6SELL|7LIT|8RCR
272	22663 33224	10	   	240.60	DCR|4VULN|2DMG|1SELL	1ERES|24DMG|359aVULN|6SELL|7LIT|8RCR
273	12322 65133	10	   	240.40	DCR|2VULN|2TLV|1DMG|2LIT|1CDMG	18DUST|29LIT|38VULN|4CDMG|5DMG|68TLV|7RCR|8BPWR|aASPD
274	32553 13214	10	   	240.29	DCR|3VULN|2DMG|2LIT|1CDMG	1RCVC|29DMG|39aVULN|4CDMG|56CGEN|79LIT|8RCR|9BPWR
275	42323 35233	5	   	240.27	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1LWND|28LIT|39VULN|4CDMG|5DUR|6TLV|7DMG|aRCR
276	12323 35366	9	   	240.17	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1CDMG	1DUST|2aLIT|36VULN|4CDMG|5DUR|7RCR|8TLV|9DMG
277	21534 21124	8	   	240.09	DCR|3VULN|2DMG|2LIT|1CDMG	18ERES|2RPLT|37aVULN|48DMG|58LIT|6RCR|8BPWR|9CDMG
278	42323 35132	10	 * 	239.99	DCR|2VULN|2DUR|1TLV|3LIT|1CDMG	18LWND|289LIT|36VULN|4CDMG|58DUR|7RCR|8BPWR|aTLV
279	12322 36452	10	   	239.99	DCR|3VULN|2DMG|2LIT|1CDMG	1DUST|26LIT|389VULN|4CDMG|57DMG|aRCR
280	12323 35323	10	   	239.93	DCR|2VULN|1TLV|2CDMG|1DMG|1DUR	1DUST|2LIT|36VULN|49CDMG|5DUR|7RCR|8TLV|aDMG
281	12323 35364	9	   	239.93	DCR|2VULN|1TLV|2CDMG|1DMG|1DUR	1DUST|2LIT|36VULN|4aCDMG|5DUR|7RCR|8TLV|9DMG
282	14233 62251	9	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1DUST|28VULN|3DMG|4FEWX|59DUR|6CDMG|7RCR|aTLV
283	14233 62261	8	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1DUST|28VULN|3DMG|4FEWX|59DUR|6CDMG|7RCR|aTLV
284	24623 24321	9	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ERES|2aDUR|3CDMG|49VULN|5DMG|6CGEN|7TLV|8RCR
285	24623 24321	10	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ERES|2aDUR|3CDMG|49VULN|5DMG|6CGEN|7TLV|8RCR
286	21533 12551	10	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ERES|2RPLT|36VULN|4DMG|57DUR|8CDMG|9RCR|aTLV
287	21533 12552	9	   	239.89	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1ERES|2RPLT|36VULN|4DMG|57DUR|8CDMG|9RCR|aTLV
288	24233 53114	2	   	239.87	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	17ERES|2DUR|37CDMG|479VULN|5AART|6RCR|7BPWR|8BEXP|aDMG
289	13233 53314	2	   	239.87	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	17DUST|2CGEN|37CDMG|479VULN|5AART|6RCR|7BPWR|8DUR|aDMG
290	13623 53314	4	   	239.87	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	17DUST|2CGEN|37CDMG|479VULN|5AART|6RCR|7BPWR|8DUR|aDMG
291	13633 53314	3	   	239.87	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	17DUST|2CGEN|37CDMG|479VULN|5AART|6RCR|7BPWR|8DUR|aDMG
292	13633 53314	1	   	239.87	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	17DUST|279VULN|37CDMG|4RMIN|5AART|6RCR|7BPWR|8DUR|aDMG
293	12323 35651	10	   	239.85	DCR|3VULN|3DUR|1CDMG	1DUST|2LIT|368VULN|4CDMG|59aDUR|7RCR
294	22611 33215	10	   	239.85	DCR|3VULN|2DMG|2LIT|1CDMG|1SELL	19ERES|25DMG|349VULN|6SELL|79LIT|8RCR|9BPWR|aCDMG
295	22663 33215	10	   	239.85	DCR|3VULN|2DMG|2LIT|1CDMG|1SELL	19ERES|24DMG|359VULN|6SELL|79LIT|8RCR|9BPWR|aCDMG
296	12323 35132	10	   	239.79	DCR|2VULN|2DUR|1TLV|3LIT|1CDMG	18DUST|289LIT|36VULN|4CDMG|58DUR|7RCR|8BPWR|aTLV
297	42323 35162	10	   	239.79	DCR|3VULN|2DUR|2CDMG|2LIT	18LWND|28LIT|369VULN|4aCDMG|58DUR|7RCR|8BPWR
298	24623 32133	8	   	239.78	DCR|2VULN|2DMG|2DUR|1CDMG	1ERES|28DUR|3CDMG|49VULN|58DMG|6LIT|78LWND|8BPWR|aRCR
299	24623 32163	9	   	239.78	DCR|2VULN|2DMG|2DUR|1CDMG	1ERES|28DUR|3CDMG|49VULN|58DMG|6LIT|78LWND|8BPWR|aRCR
300	24233 53214	2	   	239.77	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	17ERES|2DUR|37CDMG|479VULN|5AART|6RCR|7BPWR|8DUST|aDMG
301	24233 53314	1	   	239.77	DCR|3VULN|1DMG|2CDMG|1DUR|1AART	17ERES|2DUST|37CDMG|479VULN|5AART|6RCR|7BPWR|8DUR|aDMG
302	35313 42322	5	   	239.57	DCR|2VULN|3DUR|1TLV|1DMG	1RCVC|256DUR|34VULN|7TLV|8LHND|9DMG|aRCR
303	35313 42422	5	   	239.57	DCR|2VULN|3DUR|1TLV|1DMG	1RCVC|256DUR|34VULN|7TLV|8LWND|9DMG|aRCR
304	41314 24312	4	   	239.53	DCR|5VULN|1TLV	1LWND|2RCVC|3458aVULN|6TLV|7RCR|9MLV
305	35313 65321	5	   	239.47	DCR|4VULN|2DUR|1CDMG	1RCVC|25DUR|348aVULN|6RCR|7MLV|9CDMG
306	35513 25322	7	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1RCVC|234DUR|57VULN|6LEGI|7BPWR|8TLV|9DMG|aRCR
307	35513 25322	8	   	239.47	DCR|2VULN|3DUR|1TLV|1DMG	1RCVC|234DUR|57VULN|6LEGI|7BPWR|8TLV|9DMG|aRCR
308	35313 24315	5	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|25DUR|348VULN|6TLV|7RCR|9MLV|aLIT
309	35313 24351	5	   	239.28	DCR|3VULN|2DUR|1TLV	1RCVC|25DUR|348VULN|6TLV|7RCR|9LIT|aLWND
310	22613 33323	9	   	239.26	DCR|4VULN|1DMG|1DUR|1SELL	1ERES|2DMG|3459VULN|6SELL|7LIT|8DUR|aRCR
311	22613 33223	10	   	239.26	DCR|4VULN|1DMG|1DUR|1SELL	1ERES|2DMG|3459VULN|6SELL|7LIT|8RCR|aDUR
312	34214 15332	9	   	239.25	DCR|3VULN|2TLV|2DUR	1RCVC|27BEXP|3LWND|478VULN|57DUR|6RCR|7BPWR|9aTLV
313	31314 24224	4	   	239.25	DCR|3VULN|2TLV|2DUR	1RCVC|28aLHND|345VULN|6aTLV|7RCR|9aDUR|aBPWR
314	34214 15333	8	 * 	239.25	DCR|4VULN|3DUR	1RCVC|27BEXP|3LWND|478aVULN|579DUR|6RCR|7BPWR
315	35315 32513	9	   	239.24	DCR|3VULN|2DUR|1TLV|1SELL	1RCVC|29DUR|349VULN|5TLV|6LIT|79ZMB|8SELL|9BPWR|aRCR
316	13224 16611	1	   	239.20	DCR|3VULN|2TLV|2AART|1CDMG	17DUST|247VULN|3MBVNT|5aAART|67TLV|7BPWR|8CDMG|9RCR
317	14224 16611	2	   	239.20	DCR|3VULN|2TLV|2AART|1CDMG	17DUST|247VULN|3MBVNT|5aAART|67TLV|7BPWR|8CDMG|9RCR
318	35313 24336	5	   	239.18	DCR|3VULN|2DUR|1TLV	1RCVC|25DUR|348VULN|6TLV|7RCR|9DUST|aLIT
319	35313 62213	5	   	239.18	DCR|3VULN|2DUR|1TLV	1RCVC|25DUR|34aVULN|6RCR|7DUST|8LIT|9TLV
320	21551 33212	10	   	239.14	DCR|5VULN|2ASPD|1AART	1aERES|2RPLT|3789aVULN|4aASPD|5AART|6RCR|aBPWR
321	22662 31335	6	   	239.12	DCR|2VULN|3DMG|2CDMG	17ERES|247DMG|38VULN|5ASPD|67CDMG|7BPWR|9RCR|aLIT
322	21551 24133	10	   	239.06	DCR|4VULN|1TLV|1AART	1ERES|2RPLT|378aVULN|4ASPD|5AART|6TLV|9RCR
323	24413 16131	9	   	238.95	DCR|3VULN|2TLV|2DUR	1ERES|28DUR|39TLV|47aVULN|5LHND|6RCR
324	24433 12324	10	   	238.95	DCR|3VULN|2TLV|2DUR	1ERES|25DUR|34TLV|6RPLT|79aVULN|8RCR
325	21531 33321	7	   	238.91	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1ERES|2RPLT|37VULN|48DMG|5AART|6RCR|9DUR|aTLV
326	21531 36221	8	   	238.91	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1ERES|2RPLT|38VULN|47DMG|5AART|6RCR|9DUR|aTLV
327	21531 36241	9	   	238.91	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1ERES|2RPLT|38VULN|47DMG|5AART|6RCR|9DUR|aTLV
328	21531 36521	7	   	238.91	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1ERES|2RPLT|38VULN|47DMG|5AART|6RCR|9DUR|aTLV
329	44211 63111	6	   	238.86	DCR|2VULN|3DMG|3LIT|1DUR	19LWND|25VULN|379DMG|489LIT|6RCR|9BPWR|aDUR
330	32124 23115	2	   	238.86	DCR|2VULN|3DMG|3LIT|1DUR	1RCVC|239DMG|39BPWR|49VULN|5LWND|6DUR|789LIT|aRCR
331	32125 23115	2	   	238.86	DCR|2VULN|3DMG|3LIT|1DUR	1RCVC|239DMG|39BPWR|49VULN|5LHND|6DUR|789LIT|aRCR
332	12323 35636	9	   	238.66	DCR|3VULN|1DMG|1DUR|2LIT|1CDMG	1DUST|29LIT|368VULN|4CDMG|5DUR|7RCR|aDMG
333	43623 52121	10	   	238.48	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2CGEN|3CDMG|489VULN|5DMG|6RCR|7aDUR
334	43623 52121	9	   	238.48	DCR|3VULN|2DUR|1DMG|1CDMG	1LWND|2CGEN|3CDMG|489VULN|5DMG|6RCR|7aDUR
335	32122 62451	9	   	238.48	DCR|3VULN|2DUR|1DMG|1CDMG	1RCVC|2DMG|3RPLT|48aVULN|5CDMG|67DUR|9RCR
336	12321 35355	9	   	238.48	DCR|3VULN|2TLV|1CDMG	19DUST|2LIT|369VULN|4CDMG|5LWND|7RCR|89TLV|9BPWR|aASPD
337	12323 35626	8	   	238.42	DCR|3VULN|2CDMG|1DMG|1DUR	1DUST|2LIT|368VULN|49CDMG|5DUR|7RCR|aDMG
338	13623 52121	9	   	238.38	DCR|3VULN|2DUR|1DMG|1CDMG	1DUST|2CGEN|3CDMG|489VULN|5DMG|6RCR|7aDUR
339	13623 52125	10	   	238.38	DCR|3VULN|2DUR|1DMG|1CDMG	1DUST|2CGEN|3CDMG|489VULN|5DMG|6RCR|7aDUR
340	24623 53121	9	   	238.38	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|2aDUR|3CDMG|489VULN|5DMG|6RCR|7FEWX
341	21533 12553	10	   	238.38	DCR|3VULN|2DUR|1DMG|1CDMG	1ERES|2RPLT|36aVULN|4DMG|57DUR|8CDMG|9RCR
