0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13161 23522	7	 * 	272.42	DCR|3VULN|2DMG|2DUR|2ASPD|1CDMG	1LHND|24aVULN|34DUR|4aBPWR|5ERES|6aDMG|7RCR|8CDMG|9aASPD
162	21333 13621	5	   	251.40	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1NUKE	1TLV|28CGEN|3DUR|4ASPD|58VULN|6CDMG|78DMG|8BPWR|9NUKE|aRCR
163	24331 14621	4	   	251.40	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1NUKE	1TLV|28MLV|3DUR|4ASPD|58VULN|6CDMG|78DMG|8BPWR|9NUKE|aRCR
164	24333 14621	5	   	251.40	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1NUKE	1TLV|28MLV|3DUR|4ASPD|58VULN|6CDMG|78DMG|8BPWR|9NUKE|aRCR
165	51151 13621	3	   	251.40	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1NUKE	1ASPD|28CGEN|3DUR|4TLV|58VULN|6CDMG|78DMG|8BPWR|9NUKE|aRCR
166	21324 14631	1	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1TLV|28ERES|3CDMG|4DUR|58VULN|6ASPD|78DMG|8BPWR|9RMIN|aRCR
167	21324 14621	1	   	251.20	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG|1NUKE	1TLV|28ERES|3CDMG|4DUR|58VULN|6ASPD|78DMG|8BPWR|9NUKE|aRCR
168	33226 14121	8	   	251.16	DCR|3VULN|1TLV|2CDMG|1DUR|2LIT|1SELL	1DMSP|2aLIT|38aVULN|4TLV|5SELL|6RCR|7DUR|9aCDMG|aBPWR
169	33226 14321	7	   	251.16	DCR|3VULN|1TLV|2CDMG|1DUR|2LIT|1SELL	1DMSP|2aLIT|38aVULN|4TLV|5SELL|6RCR|7DUR|9aCDMG|aBPWR
170	33226 15221	8	   	251.16	DCR|3VULN|1TLV|2CDMG|1DUR|2LIT|1SELL	1DMSP|2aLIT|37aVULN|4TLV|5SELL|6RCR|8DUR|9aCDMG|aBPWR
171	13162 43261	5	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9DMG|aFEWX
172	13162 43263	5	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9DMG|aCGEN
173	13162 63261	6	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9DMG|aFEWX
174	13162 63263	6	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9DMG|aCGEN
175	13412 66311	2	   	251.14	DCR|3VULN|2DUR|1TLV|1DMG	1aLHND|26aVULN|3DMG|4TLV|5MBVNT|7BELT|8RCR|9aDUR|aBPWR
176	13161 23452	9	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|249VULN|34DUR|4BPWR|5ERES|6DMG|7RCR|8FEWX|aTLV
177	13113 54235	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|269VULN|37DUR|4RMIN|5TLV|8RCR|aDMG
178	13162 43235	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9ERES|aDMG
179	13162 43262	5	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9DMG|aTBNT
180	13162 63235	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9ERES|aDMG
181	13162 63262	6	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1LHND|247VULN|34DUR|4BPWR|5RCVC|6TLV|8RCR|9DMG|aTBNT
182	12325 24212	2	   	250.89	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	1LHND|24DUR|347VULN|4BPWR|5RPLT|6RCR|8DMG|9SELL|aTLV
183	13125 24212	3	   	250.89	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	1LHND|247VULN|34DUR|4BPWR|5RPLT|6RCR|8DMG|9SELL|aTLV
184	13165 24212	4	   	250.89	DCR|3VULN|2DUR|1TLV|1DMG|1SELL	1LHND|247VULN|34DUR|4BPWR|5RPLT|6RCR|8DMG|9SELL|aTLV
185	13163 42118	8	   	250.68	DCR|3VULN|2DMG|2DUR|1SELL	1aLHND|24aVULN|34DUR|4aBPWR|5LIT|6SELL|7RCR|8aDMG|9MBVNT
186	13163 56222	6	   	250.58	DCR|4VULN|2DUR|2ASPD	18LHND|2489VULN|34DUR|48BPWR|5LIT|6RCR|78ASPD|aRCVC
187	26232 31553	9	 * 	250.56	DCR|3DUR|1VULN|2DMG|1TLV|2LIT	1TLV|28LIT|3DUST|4ASPD|58DMG|6VULN|789DUR|8BPWR|aRCR
188	13163 56223	6	   	250.48	DCR|4VULN|2DUR|2ASPD	18LHND|2489VULN|34DUR|48BPWR|5LIT|6RCR|78ASPD|aBBNT
189	13233 16121	8	   	250.34	DCR|3VULN|2TLV|1DMG|1CDMG	1LHND|268VULN|3ASPD|4FEWX|56TLV|6BPWR|7CDMG|9DMG|aRCR
190	22124 33246	1	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2CDMG|3RMIN|4DUR|569VULN|7DMG|8LWND|aRCR
191	13325 21422	2	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|238VULN|4DUR|5RPLT|6RCR|7CDMG|9DMG|aTLV
192	13325 24622	2	   	250.10	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1LHND|237VULN|4DUR|5RPLT|6RCR|8CDMG|9DMG|aTLV
193	21122 38551	2	   	250.00	DCR|3VULN|1TLV|1DMG|1DUR|1CDMG	1TLV|2CGEN|3MBVNT|4DUR|5CDMG|689VULN|7DMG|aRCR
194	13163 31426	10	   	249.87	DCR|2VULN|3DUR|1TLV|1CDMG	1LHND|24VULN|347DUR|4BPWR|5LIT|6ASPD|8RCR|9TLV|aCDMG
195	13163 51232	6	   	249.71	DCR|3VULN|3DUR|1CDMG|1AART	1LHND|249VULN|347DUR|4BPWR|5LIT|6RCR|8AART|aCDMG
196	26444 13325	5	   	249.46	DCR|4VULN|1TLV|1DMG	1TLV|2LIT|3MBVNT|4579VULN|6LHND|8RCR|aDMG
197	26444 13364	5	   	249.46	DCR|4VULN|1TLV|1DMG	1TLV|2LIT|3MBVNT|457aVULN|6LHND|8RCR|9DMG
198	23331 31565	7	 * 	249.43	DCR|4VULN|3TLV|2CDMG	129TLV|269BPWR|36CDMG|4569VULN|79MLV|8BELT|aRCR
199	23331 33565	6	   	249.43	DCR|4VULN|3TLV|2CDMG	129TLV|269BPWR|36CDMG|4569VULN|79MLV|8BELT|aRCR
200	23331 32136	7	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4569VULN|7CGEN|8LHND|aRCR
201	23331 32436	8	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4569VULN|7CGEN|8LHND|aRCR
202	23331 32536	8	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4569VULN|7CGEN|8FEWX|aRCR
203	23331 32656	7	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7CGEN|9BEXP|aRCR
204	23331 32666	7	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7CGEN|9FEWX|aRCR
205	23331 34426	7	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7LWND|9CGEN|aRCR
206	23331 35426	7	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7FEWX|9CGEN|aRCR
207	25331 32136	7	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|36CDMG|4569VULN|6BPWR|7CGEN|8LHND|aRCR
208	25331 32436	8	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|36CDMG|4569VULN|6BPWR|7CGEN|8LHND|aRCR
209	25331 32536	8	   	249.33	DCR|4VULN|2TLV|2CDMG	12TLV|36CDMG|4569VULN|6BPWR|7CGEN|8FEWX|aRCR
210	33226 34143	10	   	249.31	DCR|4VULN|1TLV|1DMG|1SELL	1DMSP|2LIT|3789VULN|4TLV|5SELL|6DMG|aRCR
211	24141 23574	2	 * 	249.29	DCR|5VULN|1TLV|1AART	1TLV|256MLV|3MBVNT|4567aVULN|56BPWR|8RCR|9AART
212	23331 32426	6	   	249.23	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7DUST|9CGEN|aRCR
213	23331 32636	7	   	249.23	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7CGEN|9DUST|aRCR
214	23331 35451	6	   	249.23	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7BBNT|9RCR|aBEXP
215	23331 35452	6	   	249.23	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7BBNT|9RCR|aLWND
216	23331 36426	7	   	249.23	DCR|4VULN|2TLV|2CDMG	12TLV|26BPWR|36CDMG|4568VULN|7LEGI|9CGEN|aRCR
217	25331 32426	6	   	249.23	DCR|4VULN|2TLV|2CDMG	12TLV|36CDMG|4568VULN|6BPWR|7DUST|9CGEN|aRCR
218	25331 32636	7	   	249.23	DCR|4VULN|2TLV|2CDMG	12TLV|36CDMG|4568VULN|6BPWR|7CGEN|9DUST|aRCR
219	23131 32164	7	 * 	249.09	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|26BPWR|3SELL|4567VULN|8DMG|9RCR|aRPLT
220	23131 32166	7	 * 	249.09	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|26BPWR|3SELL|4567VULN|8DMG|9RCR|aZMB
221	23131 34441	6	 * 	249.09	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|26BPWR|3SELL|4569VULN|7DMG|8ZMB|aRCR
222	25131 32164	7	 * 	249.09	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|6BPWR|8DMG|9RCR|aRPLT
223	25131 32166	7	 * 	249.09	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|6BPWR|8DMG|9RCR|aZMB
224	23331 35415	7	   	249.09	DCR|4VULN|2TLV|2CDMG|1SELL	12TLV|26BPWR|36CDMG|4568VULN|7FEWX|9SELL|aRCR
225	12325 22133	2	   	249.01	DCR|3VULN|2TLV|2DUR|1AART	17aLHND|24DUR|34aVULN|4aBPWR|5RPLT|6RCR|8aTLV|9AART
226	23131 32161	7	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|26BPWR|3SELL|4567VULN|8DMG|9RCR|aDUST
227	23131 32162	7	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|26BPWR|3SELL|4567VULN|8DMG|9RCR|aERES
228	23131 32163	7	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|26BPWR|3SELL|4567VULN|8DMG|9RCR|aBBNT
229	25131 32161	7	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|6BPWR|8DMG|9RCR|aDUST
230	25131 32162	7	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|6BPWR|8DMG|9RCR|aERES
231	25131 32163	7	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|6BPWR|8DMG|9RCR|aBBNT
232	25131 35161	6	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|67BPWR|8DMG|9RCR|aDUST
233	25131 35162	6	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|67BPWR|8DMG|9RCR|aERES
234	25131 35163	6	 * 	248.99	DCR|4VULN|3TLV|1DMG|1SELL	126TLV|3SELL|4567VULN|67BPWR|8DMG|9RCR|aBBNT
235	23331 32415	6	   	248.99	DCR|4VULN|2TLV|2CDMG|1SELL	12TLV|26BPWR|36CDMG|4568VULN|7DUST|9SELL|aRCR
236	23331 36415	7	   	248.99	DCR|4VULN|2TLV|2CDMG|1SELL	12TLV|26BPWR|36CDMG|4568VULN|7LEGI|9SELL|aRCR
237	25331 32415	6	   	248.99	DCR|4VULN|2TLV|2CDMG|1SELL	12TLV|36CDMG|4568VULN|6BPWR|7DUST|9SELL|aRCR
238	13325 24133	2	   	248.91	DCR|3VULN|2TLV|2DUR|1AART	1aLHND|237VULN|4aDUR|5RPLT|6RCR|8aTLV|9AART|aBPWR
239	53135 24232	3	 * 	248.89	DCR|4VULN|2DMG|2ASPD	1aASPD|2LEGI|3RPLT|4CGEN|579aVULN|6RCR|8aDMG|aBPWR
240	53142 24232	5	   	248.79	DCR|4VULN|2DMG|2ASPD	1aASPD|2LEGI|3RPLT|4ERES|579aVULN|6RCR|8aDMG|aBPWR
241	13322 33125	3	 * 	248.58	ACR|4VULN|2DMG|2TLV|1CDMG	14aLHND|246aVULN|3RCR|4aBPWR|5CDMG|78DMG|9aTLV
242	13362 33125	4	   	248.58	ACR|4VULN|2DMG|2TLV|1CDMG	14aLHND|246aVULN|3RCR|4aBPWR|5CDMG|78DMG|9aTLV
243	33642 36121	9	 * 	248.45	DCR|3VULN|3TLV|3LIT|1DMG	1DMSP|29aLIT|39aTLV|4LHND|5RCVC|6DMG|7RCR|89aVULN|9aBPWR
244	13161 23526	7	   	248.30	DCR|2VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|24VULN|34DUR|4BPWR|5ERES|6DMG|7RCR|8CDMG|9ASPD|aTLV
245	12325 24234	2	   	248.24	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1LHND|24DUR|347VULN|4BPWR|5RPLT|6RCR|8DMG|9AART|aCDMG
246	13125 24234	3	   	248.24	DCR|3VULN|2DUR|1DMG|1CDMG|1AART	1LHND|247VULN|34DUR|4BPWR|5RPLT|6RCR|8DMG|9AART|aCDMG
247	35171 42642	1	   	248.17	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	1DMSP|2aDUR|3MBVNT|4DMG|5aVULN|6RCR|7ZMB|8CDMG|9aTLV|aBPWR
248	21623 22641	10	 * 	248.07	DCR|2VULN|2TLV|2DUR|3LIT|1CDMG	18TLV|2CGEN|389LIT|4aVULN|5CDMG|68DUR|7RCR|8BPWR
249	23331 14458	4	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	12TLV|2BPWR|3CDMG|49VULN|57DUR|6MBVNT|8RCR|aDMG
250	23351 14458	3	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	12TLV|2BPWR|3CDMG|49VULN|57DUR|6MBVNT|8RCR|aDMG
251	25331 14458	4	   	247.97	DCR|2VULN|2TLV|2DUR|1DMG|1CDMG	12TLV|3CDMG|49VULN|57DUR|6MBVNT|8RCR|aDMG
252	24141 28247	2	 * 	247.91	DCR|5VULN|2TLV	19TLV|256MLV|3MBVNT|4569aVULN|569BPWR|79LHND|8RCR
253	13161 23534	10	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|24VULN|348DUR|4BPWR|5ERES|6DMG|7RCR|9LIT|aTLV
254	13161 23632	9	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|24VULN|34aDUR|4BPWR|5ERES|6DMG|7RCR|8LIT|9TLV
255	13161 23632	8	   	247.88	DCR|2VULN|3DUR|1TLV|1DMG	1LHND|24VULN|34aDUR|4BPWR|5ERES|6DMG|7RCR|8LIT|9TLV
256	13163 55133	8	   	247.78	DCR|4VULN|2DUR|1CDMG	1LHND|2478VULN|34DUR|4BPWR|5LIT|6RCR|9BBNT|aCDMG
257	13163 55233	7	   	247.78	DCR|4VULN|2DUR|1CDMG	1LHND|2478VULN|34DUR|4BPWR|5LIT|6RCR|9BBNT|aCDMG
258	24124 44827	2	 * 	247.75	DCR|2VULN|3DUR|2TLV|1DMG	18TLV|2MLV|3MBVNT|48aDUR|5RMIN|6RCR|78VULN|8BPWR|9DMG
259	24124 44836	2	   	247.75	DCR|2VULN|3DUR|2TLV|1DMG	18TLV|2MLV|3MBVNT|489DUR|5RMIN|6RCR|78VULN|8BPWR|aDMG
260	13163 42235	9	   	247.73	DCR|2VULN|3DUR|1TLV|1DMG|1SELL	1LHND|24VULN|34aDUR|4BPWR|5LIT|6SELL|7RCR|8TLV|9DMG
261	13163 55211	9	   	247.65	DCR|4VULN|3DUR	19LHND|2479VULN|34aDUR|49BPWR|5LIT|6RCR|89FEWX
262	13163 55311	9	   	247.65	DCR|4VULN|3DUR	19LHND|2479VULN|34aDUR|49BPWR|5LIT|6RCR|89BEXP
263	23331 14484	4	 * 	247.55	DCR|2VULN|3DUR|3TLV|2CDMG	12aTLV|2aBPWR|39CDMG|4aVULN|57aDUR|6MBVNT|8RCR
264	23351 14484	3	   	247.55	DCR|2VULN|3DUR|3TLV|2CDMG	12aTLV|2aBPWR|39CDMG|4aVULN|57aDUR|6MBVNT|8RCR
265	25331 14484	4	   	247.55	DCR|2VULN|3DUR|3TLV|2CDMG	12aTLV|39CDMG|4aVULN|57aDUR|6MBVNT|8RCR|aBPWR
266	25351 14484	3	   	247.55	DCR|2VULN|3DUR|3TLV|2CDMG	12aTLV|39CDMG|4aVULN|57aDUR|6MBVNT|8RCR|aBPWR
267	32241 56121	9	 * 	247.50	DCR|3VULN|3DMG|3LIT	1DMSP|29aDMG|39aLIT|4LHND|56MLV|7RCR|89aVULN|9aBPWR
268	32251 56121	9	   	247.50	DCR|3VULN|3DMG|3LIT	1DMSP|29aDMG|39aLIT|4FEWX|56MLV|7RCR|89aVULN|9aBPWR
269	23131 32353	7	 * 	247.47	DCR|5VULN|3TLV|1SELL	126TLV|26aBPWR|3SELL|4567aVULN|8aBEXP|9RCR
270	25131 32353	7	 * 	247.47	DCR|5VULN|3TLV|1SELL	126TLV|3SELL|4567aVULN|6aBPWR|8aBEXP|9RCR
271	25131 35353	6	 * 	247.47	DCR|5VULN|3TLV|1SELL	126TLV|3SELL|4567aVULN|67aBPWR|8aBEXP|9RCR
272	23131 31413	7	 * 	247.47	DCR|5VULN|3TLV|1SELL	126TLV|26aBPWR|3SELL|4568aVULN|7RCR|9aBEXP
273	23131 34453	7	 * 	247.47	DCR|5VULN|3TLV|1SELL	126TLV|26aBPWR|3SELL|4568aVULN|7aBEXP|9RCR
274	25131 31413	7	 * 	247.47	DCR|5VULN|3TLV|1SELL	126TLV|3SELL|4568aVULN|6aBPWR|7RCR|9aBEXP
275	13123 26522	10	   	247.46	DCR|3VULN|2TLV|2DUR	18LHND|25aVULN|38DUR|4DUST|6LIT|78TLV|8BPWR|9RCR
276	13233 14263	10	   	247.46	DCR|3VULN|3TLV|2DUR	1LHND|26aVULN|3ASPD|4FEWX|56aTLV|6aBPWR|7RCR|8ERES|9aDUR
277	13163 55131	9	   	247.45	DCR|4VULN|3DUR	1LHND|2478VULN|34aDUR|4BPWR|5LIT|6RCR|9BEXP
278	23131 31212	10	 * 	247.37	DCR|5VULN|3TLV|1SELL	126TLV|26BPWR|3SELL|4569aVULN|7RCR|8CGEN
279	23131 31446	7	 * 	247.37	DCR|5VULN|3TLV|1SELL	126TLV|26BPWR|3SELL|45689VULN|7RCR|aBEXP
280	25131 31212	10	 * 	247.37	DCR|5VULN|3TLV|1SELL	126TLV|3SELL|4569aVULN|6BPWR|7RCR|8CGEN
281	13165 25313	3	   	247.36	DCR|3VULN|2TLV|2DUR	1LHND|269VULN|3aDUR|4LIT|56TLV|6BPWR|7RCR|8DUST
282	23141 34242	2	   	247.36	DCR|3VULN|3TLV|2DUR	129TLV|29BPWR|3DUST|459VULN|69DUR|7RMIN|8RCR|aLIT
283	13163 55111	9	   	247.35	DCR|4VULN|3DUR	1LHND|2478VULN|34aDUR|4BPWR|5LIT|6RCR|9MBVNT
284	13163 55111	8	   	247.35	DCR|4VULN|3DUR	1LHND|2478VULN|34aDUR|4BPWR|5LIT|6RCR|9DUST
285	13163 55114	10	   	247.35	DCR|4VULN|3DUR	1LHND|2478VULN|34aDUR|4BPWR|5LIT|6RCR|9MBVNT
286	13163 55211	7	   	247.35	DCR|4VULN|3DUR	1LHND|2478VULN|34aDUR|4BPWR|5LIT|6RCR|9DUST
287	23131 31441	7	 * 	247.27	DCR|5VULN|3TLV|1SELL	126TLV|26BPWR|3SELL|45689VULN|7RCR|aDUST
288	23131 31443	7	 * 	247.27	DCR|5VULN|3TLV|1SELL	126TLV|26BPWR|3SELL|45689VULN|7RCR|aERES
289	25131 31441	7	 * 	247.27	DCR|5VULN|3TLV|1SELL	126TLV|3SELL|45689VULN|6BPWR|7RCR|aDUST
290	25131 31443	7	 * 	247.27	DCR|5VULN|3TLV|1SELL	126TLV|3SELL|45689VULN|6BPWR|7RCR|aERES
291	21311 23235	4	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2CGEN|3DUR|4ERES|5679VULN|8RCR|aAART
292	21341 23235	3	   	247.00	DCR|4VULN|1TLV|1DUR|1AART	1TLV|2CGEN|3DUR|4ERES|5679VULN|8RCR|aAART
293	26232 31523	9	   	247.00	DCR|1VULN|2DMG|2DUR|1TLV|2LIT|1AART	1TLV|28LIT|3DUST|4ASPD|58DMG|6VULN|78DUR|8BPWR|9RCR|aAART
294	12322 14441	2	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|349VULN|4BPWR|5CDMG|6ASPD|7DMG|8ZMB|aRCR
295	12322 14641	2	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|349VULN|4BPWR|5CDMG|6ASPD|7DMG|8MLV|aRCR
296	12323 14441	2	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|349VULN|4BPWR|5ASPD|6CDMG|7DMG|8ZMB|aRCR
297	12323 14641	2	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|349VULN|4BPWR|5ASPD|6CDMG|7DMG|8MLV|aRCR
298	12325 21421	2	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|348VULN|4BPWR|5RPLT|6RCR|7CDMG|9DMG|aASPD
299	12325 24621	2	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|347VULN|4BPWR|5RPLT|6RCR|8CDMG|9DMG|aASPD
300	13122 14441	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5CDMG|6ASPD|7DMG|8ZMB|aRCR
301	13122 14641	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5CDMG|6ASPD|7DMG|8MLV|aRCR
302	13123 14441	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5ASPD|6CDMG|7DMG|8ZMB|aRCR
303	13123 14641	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5ASPD|6CDMG|7DMG|8MLV|aRCR
304	13125 21421	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|248VULN|34DUR|4BPWR|5RPLT|6RCR|7CDMG|9DMG|aASPD
305	13125 24621	3	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|247VULN|34DUR|4BPWR|5RPLT|6RCR|8CDMG|9DMG|aASPD
306	13165 21421	4	   	246.89	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|248VULN|34DUR|4BPWR|5RPLT|6RCR|7CDMG|9DMG|aASPD
307	12322 14336	2	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|349VULN|4BPWR|5CDMG|6ASPD|7DMG|8DUST|aRCR
308	12323 14336	2	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|24DUR|349VULN|4BPWR|5ASPD|6CDMG|7DMG|8DUST|aRCR
309	13122 14336	3	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5CDMG|6ASPD|7DMG|8DUST|aRCR
310	13123 14336	3	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5ASPD|6CDMG|7DMG|8DUST|aRCR
311	13162 14336	4	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5CDMG|6ASPD|7DMG|8DUST|aRCR
312	13163 14336	4	   	246.79	DCR|3VULN|2DUR|1DMG|1CDMG	1LHND|249VULN|34DUR|4BPWR|5ASPD|6CDMG|7DMG|8DUST|aRCR
313	32242 15153	10	 * 	246.61	DCR|3VULN|2DMG|2CDMG|2LIT	1DMSP|2aDMG|3aLIT|4LHND|59CDMG|6RCR|78aVULN|aBPWR
314	32252 15153	10	   	246.61	DCR|3VULN|2DMG|2CDMG|2LIT	1DMSP|2aDMG|3aLIT|4FEWX|59CDMG|6RCR|78aVULN|aBPWR
315	13165 25213	3	   	246.53	DCR|3VULN|2TLV|1DUR|1CDMG	1LHND|269VULN|3DUR|4LIT|56TLV|6BPWR|7RCR|8LWND|aCDMG
316	13233 14511	7	   	246.53	DCR|3VULN|2TLV|1DUR|1CDMG	1LHND|26aVULN|3ASPD|4FEWX|56TLV|6BPWR|7RCR|8CDMG|9DUR
317	23311 31442	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|4LHND|589VULN|6DUR|7RCR|aLIT
318	23313 15146	10	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|4LHND|5LIT|6RCR|78aVULN|9DUR
319	23331 42314	4	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|48aVULN|5DUR|6RCR|7LIT|9CGEN
320	23331 43442	4	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|489VULN|5DUR|6RCR|7LHND|aLIT
321	23333 43314	6	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|48aVULN|5CGEN|6LIT|7RCR|9DUR
322	23334 31432	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|489VULN|5BEXP|6DUR|7RCR|aLIT
323	23351 42314	3	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|48aVULN|5DUR|6RCR|7LIT|9CGEN
324	23361 31432	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|2BPWR|3CDMG|4BEXP|589VULN|6DUR|7RCR|aLIT
325	25311 31442	7	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|3CDMG|4LHND|589VULN|6DUR|7RCR|aLIT
326	25331 42314	4	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|3CDMG|48aVULN|5DUR|6RCR|7LIT|9CGEN
327	25333 43314	6	   	246.43	DCR|3VULN|2TLV|1DUR|1CDMG	12TLV|3CDMG|48aVULN|5CGEN|6LIT|7RCR|9DUR
