0	Index      	Bounty	 *	Score 	Summary	Detail	
1	36323 15313	10	 * 	277.13	DCR|3VULN|2DMG|2DUR|1TLV	17DUR|2MLV|37aVULN|4LIT|5CGEN|67DMG|7BPWR|8TLV|9RCR
163	36321 11553	5	   	248.19	DCR|2VULN|2DMG|2DUR|1CDMG	17DUR|2MLV|37VULN|4LIT|5ASPD|67DMG|7BPWR|8RCR|9CDMG|aLWND
164	36321 11553	6	   	248.19	DCR|2VULN|2DMG|2DUR|1CDMG	17DUR|2MLV|37VULN|4LIT|5ASPD|67DMG|7BPWR|8RCR|9CDMG|aLWND
165	12352 14125	5	   	248.08	DCR|2VULN|3DUR|1TLV|1DMG	19LHND|2FEWX|349DUR|5LIT|6DMG|7RCR|89VULN|9BPWR|aTLV
166	12352 14125	6	   	248.08	DCR|2VULN|3DUR|1TLV|1DMG	19LHND|2FEWX|349DUR|5LIT|6DMG|7RCR|89VULN|9BPWR|aTLV
167	36333 16332	4	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	149DUR|2MLV|39VULN|5LHND|6BEXP|7RCR|89TLV|9BPWR|aDMG
168	36341 16332	5	   	247.85	DCR|2VULN|3DUR|2TLV|1DMG	159DUR|2MLV|39VULN|4LHND|6BEXP|7RCR|89TLV|9BPWR|aDMG
169	36321 25313	10	   	247.79	DCR|3VULN|2DUR|1TLV	17DUR|2MLV|37aVULN|4LIT|5ASPD|67CGEN|7BPWR|8TLV|9RCR
170	63362 31522	1	   	247.78	DCR|2VULN|3DUR|1TLV|3LIT	127ERES|38VULN|478DUR|578LIT|6RCR|78BPWR|9ASPD|aTLV
171	36326 31136	4	 * 	247.75	DCR|2VULN|3DUR|2TLV|3LIT	157DUR|2MLV|37VULN|457LIT|57BPWR|6RCR|8aTLV|9RPLT
172	36323 31155	4	   	247.72	DCR|3VULN|3DUR|3LIT|1AART	178DUR|2MLV|379VULN|457LIT|6RCR|7BPWR|aAART
173	36332 31255	4	   	247.72	DCR|3VULN|3DUR|3LIT|1AART	147DUR|2MLV|379VULN|578LIT|6RCR|7BPWR|aAART
174	61125 32352	9	   	247.59	DCR|4VULN|2DMG|2LIT	18ERES|2RPLT|35LIT|458aVULN|58BPWR|6BELT|78DMG|9RCR
