0	Index      	Bounty	 *	Score 	Summary	Detail	
1	44213 41233	9	 * 	273.17	DCR|3VULN|3DMG|2ASPD|1CDMG	1RPLT|249VULN|34ASPD|4BPWR|578DMG|6CDMG|aRCR
163	56211 13331	10	   	248.39	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38VULN|48DMG|5CDMG|6CGEN|78DUR|8BPWR|9RCR|aLIT
164	56211 13333	9	   	248.39	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38VULN|48DMG|5CDMG|6CGEN|78DUR|8BPWR|9RCR|aLIT
165	56111 15331	10	   	248.39	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38DUR|48DMG|5CDMG|6CGEN|78VULN|8BPWR|9RCR|aLIT
166	56111 15333	9	   	248.39	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38DUR|48DMG|5CDMG|6CGEN|78VULN|8BPWR|9RCR|aLIT
167	23364 12243	5	   	248.35	DCR|4VULN|1TLV|1DUR	1TLV|2RPLT|3LIT|4RMIN|578aVULN|6RCR|9DUR
168	23631 23522	8	   	248.31	DCR|4VULN|1TLV|2LIT|1AART	1TLV|2RPLT|3AART|4569VULN|78LIT|aRCR
169	23631 23552	9	   	248.31	DCR|4VULN|1TLV|2LIT|1AART	1TLV|2RPLT|3AART|4569VULN|78LIT|aRCR
170	56111 35331	10	   	248.29	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38DUR|48DMG|5CDMG|6ERES|78VULN|8BPWR|9RCR|aLIT
171	56111 35333	9	   	248.29	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38DUR|48DMG|5CDMG|6ERES|78VULN|8BPWR|9RCR|aLIT
172	56211 33331	10	   	248.29	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38VULN|48DMG|5CDMG|6ERES|78DUR|8BPWR|9RCR|aLIT
173	56211 33333	9	   	248.29	DCR|2VULN|2DMG|2DUR|1CDMG|1SELL	1SELL|2DMSP|38VULN|48DMG|5CDMG|6ERES|78DUR|8BPWR|9RCR|aLIT
174	26243 62223	2	   	248.25	DCR|4VULN|1DUR|1TLV	1TLV|235aVULN|4ERES|6LIT|7RCR|8LHND|9DUR
175	64533 13131	9	   	248.23	DCR|4VULN|2DUR|1AART	1579VULN|2BEXP|3AART|49DUR|69MLV|8BELT|9BPWR|aRCR
176	44211 32532	9	   	248.20	DCR|3VULN|2ASPD|2AART|1DUR	1RPLT|248VULN|34ASPD|4BPWR|59AART|6DUR|7LIT|aRCR
177	22642 26132	10	   	248.15	DCR|4VULN|1TLV|1DUR	1TLV|2DUST|3LIT|467aVULN|5ERES|8RCR|9DUR
178	31113 33435	6	   	248.06	DCR|3VULN|3DMG|1AART	1RMIN|2aZMB|38aDMG|4AART|56aVULN|7RPLT|9RCR|aBPWR
179	31113 36435	7	   	248.06	DCR|3VULN|3DMG|1AART	1RMIN|2aZMB|38aDMG|4AART|56aVULN|7RPLT|9RCR|aBPWR
180	62233 23435	2	   	248.06	DCR|3VULN|3DMG|1AART	13aVULN|2aZMB|48aDMG|5RMIN|6AART|7RPLT|9RCR|aBPWR
181	62235 32163	2	   	247.67	DCR|4VULN|2TLV|1DMG	135aVULN|2aZMB|4DMG|6LWND|7DLOT|8RCR|9aTLV|aBPWR
182	26213 16243	3	   	247.67	DCR|4VULN|2TLV|2CDMG	19TLV|2689VULN|3CGEN|4LHND|5RMIN|79CDMG|9BPWR|aRCR
183	26214 33243	6	   	247.67	DCR|4VULN|2TLV|2CDMG	19TLV|2489VULN|3CGEN|5RMIN|6BEXP|79CDMG|9BPWR|aRCR
184	26214 33243	7	   	247.67	DCR|4VULN|2TLV|2CDMG	19TLV|2489VULN|3CGEN|5RMIN|6BEXP|79CDMG|9BPWR|aRCR
185	26223 16243	4	   	247.67	DCR|4VULN|2TLV|2CDMG	19TLV|2689VULN|3CGEN|4LHND|5RMIN|79CDMG|9BPWR|aRCR
186	41632 12621	3	 * 	247.61	DCR|2VULN|3DMG|2TLV|1DUR	1RPLT|2DMSP|35TLV|458DMG|5BPWR|69VULN|7RCR|aDUR
187	43632 12621	3	   	247.61	DCR|2VULN|3DMG|2TLV|1DUR	1RPLT|2RCVC|35TLV|458DMG|5BPWR|69VULN|7RCR|aDUR
188	26253 24123	2	   	247.57	DCR|4VULN|2TLV|1DMG	14TLV|2379VULN|5MLV|6DMG|8RCVC|aRCR
189	26253 24323	2	   	247.57	DCR|4VULN|2TLV|1DMG	14TLV|2379VULN|58MLV|6DMG|aRCR
190	36252 33243	1	   	247.57	DCR|4VULN|2CDMG|2TLV	1RMIN|2389VULN|49TLV|5FEWX|6ERES|79CDMG|9BPWR|aRCR
191	11645 21132	10	   	247.11	DCR|3VULN|2DMG|1DUR	1BEXP|2CGEN|3LIT|46aVULN|57DMG|8RCR|9DUR
192	22645 21112	10	   	247.01	DCR|3VULN|2DMG|1TLV	1TLV|2DUST|3LIT|46aVULN|57DMG|8RCR|9DMSP
193	22645 21121	10	   	247.01	DCR|3VULN|2DMG|1TLV	1TLV|2DUST|3LIT|469VULN|57DMG|8RCR|aLWND
194	22645 21122	9	   	247.01	DCR|3VULN|2DMG|1TLV	1TLV|2DUST|3LIT|469VULN|57DMG|8RCR|aLHND
195	22645 21123	9	   	247.01	DCR|3VULN|2DMG|1TLV	1TLV|2DUST|3LIT|469VULN|57DMG|8RCR|aCGEN
196	65223 35333	10	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1579VULN|2DUST|3CDMG|4AART|6RCR|8FEWX|aDUR
197	65223 35333	9	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1579VULN|2DUST|3CDMG|4AART|6RCR|8FEWX|aDUR
198	61316 64322	1	   	246.97	DCR|3VULN|2DMG|2LIT|1AART	17aVULN|2BBNT|3DUST|4MBVNT|5AART|6aLIT|8RCR|9aDMG|aBPWR
199	11645 22123	10	   	246.91	DCR|4VULN|1DMG|1ASPD	1BEXP|2CGEN|3LIT|4679VULN|5DMG|8RCR|aASPD
200	44211 31316	10	   	246.91	DCR|3VULN|2DUR|2ASPD|1AART	1RPLT|248VULN|34ASPD|48BPWR|5AART|68DUR|78FEWX|9RCVC|aRCR
201	44211 31326	10	   	246.91	DCR|3VULN|2DUR|2ASPD|1AART	1RPLT|248VULN|34ASPD|48BPWR|5AART|68DUR|78FEWX|9DMSP|aRCR
202	62152 32632	7	   	246.91	DCR|3VULN|2DUR|2ASPD|1AART	169VULN|26ZMB|34RCVC|5AART|69BPWR|79DUR|89ASPD|aRCR
203	22645 21121	9	   	246.91	DCR|3VULN|2DMG|1TLV	1TLV|2DUST|3LIT|469VULN|57DMG|8RCR|aTBNT
204	62114 61322	8	   	246.64	DCR|2VULN|2DMG|2DUR|2TLV	18VULN|28ZMB|3RCVC|46DUR|59TLV|78DMG|8BPWR|aRCR
205	26231 54124	2	   	246.57	DCR|2VULN|3DUR|1DMG|1TLV	1TLV|23VULN|4LIT|589DUR|6DMG|7MBVNT|aRCR
206	26115 11342	9	   	246.54	DCR|2VULN|2DMG|2DUR|2TLV|1NUKE	18TLV|29VULN|35RCVC|48DUR|6NUKE|78DMG|8BPWR|aRCR
207	56211 13334	9	 * 	246.39	DCR|2VULN|2DMG|2DUR|2CDMG|1SELL	1SELL|2DMSP|38VULN|48DMG|5aCDMG|6CGEN|78DUR|8BPWR|9RCR
208	26461 11222	8	   	246.34	DCR|2VULN|2DMG|2DUR|2TLV|1NUKE	19TLV|24VULN|35DUR|6NUKE|78DMG|aRCR
209	51232 11435	2	   	246.29	DCR|2VULN|2DMG|2DUR|2TLV|1SELL	1SELL|27DUR|35TLV|45DMG|5BPWR|6aVULN|8RCR|9RPLT
210	56211 33334	9	 * 	246.29	DCR|2VULN|2DMG|2DUR|2CDMG|1SELL	1SELL|2DMSP|38VULN|48DMG|5aCDMG|6ERES|78DUR|8BPWR|9RCR
211	56211 33352	8	 * 	246.29	DCR|2VULN|2DMG|2DUR|2CDMG|1SELL	1SELL|2DMSP|38VULN|48DMG|59CDMG|6ERES|78DUR|8BPWR|aRCR
212	44213 41223	9	   	246.26	DCR|2VULN|3DMG|2ASPD|1CDMG	19RPLT|24VULN|34ASPD|4BPWR|578DMG|6CDMG|aRCR
213	64433 32231	2	 * 	246.24	DCR|3VULN|2ASPD|3LIT|1DMG	159VULN|27BEXP|39ASPD|489LIT|6RCR|9BPWR|aDMG
214	65433 32231	1	   	246.24	DCR|3VULN|2ASPD|3LIT|1DMG	159VULN|27BEXP|39ASPD|489LIT|6RCR|9BPWR|aDMG
215	51232 11463	2	   	246.19	DCR|2VULN|2DMG|2DUR|2TLV|1SELL	1SELL|27DUR|35TLV|45DMG|5BPWR|6aVULN|8RCR|9ERES
216	44233 41233	9	   	246.16	DCR|2VULN|3DMG|2ASPD|1CDMG	1RPLT|29VULN|34ASPD|578DMG|6CDMG|aRCR
217	65223 36323	8	   	246.10	DCR|2VULN|2DMG|1DUR|1CDMG|1ASPD|1AART	15VULN|2DUST|3CDMG|4AART|6RCR|79DMG|8ASPD|aDUR
218	44212 43121	10	 * 	246.09	DCR|3VULN|2ASPD|2TLV|2CDMG|1SELL	1RPLT|24aVULN|34ASPD|4aBPWR|5aTLV|6SELL|7aCDMG|8BELT|9RCR
219	44221 23421	5	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1RPLT|289VULN|3ASPD|4CDMG|5DUR|6LHND|7RCR|aDMG
220	44223 23421	4	   	245.86	DCR|3VULN|1DMG|1DUR|1CDMG|1ASPD	1RPLT|289VULN|3ASPD|4CDMG|5DUR|6LHND|7RCR|aDMG
221	26265 22123	2	   	245.77	DCR|3VULN|1DMG|1DUR|1TLV	1TLV|239VULN|4LHND|5RPLT|6DMG|7RCR|8DUR|aLIT
222	65223 35121	8	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	157VULN|2DUST|3CDMG|4AART|6RCR|89DMG|aBEXP
223	65223 35123	8	   	245.76	DCR|3VULN|2DMG|1CDMG|1AART	157VULN|2DUST|3CDMG|4AART|6RCR|89DMG|aLHND
224	26213 14623	4	   	245.75	DCR|4VULN|1TLV|1CDMG	1TLV|2459VULN|3CGEN|6CDMG|7LWND|8LIT|aRCR
225	26223 14623	2	   	245.75	DCR|4VULN|1TLV|1CDMG	1TLV|2359VULN|4CGEN|6CDMG|7LWND|8LIT|aRCR
226	26213 15321	4	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|245VULN|3CGEN|6CDMG|7aDUR|8DMSP|9RCR
227	26223 15321	2	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|235VULN|4CGEN|6CDMG|7aDUR|8DMSP|9RCR
228	61253 15321	2	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	135VULN|2CGEN|4TLV|6CDMG|7aDUR|8DMSP|9RCR
229	26416 13213	9	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|278VULN|39DUR|4LWND|5CDMG|6LHND|aRCR
230	26461 33213	8	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|248VULN|35DUR|6BEXP|7CDMG|9LWND|aRCR
231	26461 33223	8	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|248VULN|35DUR|6BEXP|7CDMG|9FEWX|aRCR
232	26461 33233	9	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|248VULN|35DUR|6BEXP|7CDMG|9LWND|aRCR
233	44612 11323	6	   	245.63	DCR|3VULN|2DUR|1TLV|1CDMG	1RPLT|267VULN|3CDMG|4LWND|56DUR|6BPWR|8TLV|9MBVNT|aRCR
234	65223 35112	7	   	245.61	DCR|4VULN|2LIT|1CDMG|1AART	1578VULN|2DUST|3CDMG|4AART|6RCR|9aLIT
235	44211 21631	5	   	245.60	DCR|3VULN|2ASPD|2AART|1CDMG	1RPLT|248VULN|34ASPD|4BPWR|5aAART|6LIT|7RCR|9CDMG
236	23633 23322	8	   	245.57	DCR|4VULN|2TLV|1AART	15TLV|2RPLT|3AART|4569VULN|5BPWR|7LIT|8RCVC|aRCR
237	23633 23352	9	   	245.57	DCR|4VULN|2TLV|1AART	15TLV|2RPLT|3AART|4569VULN|5BPWR|7LIT|8RCVC|aRCR
238	23633 24322	6	   	245.57	DCR|4VULN|2TLV|1AART	15TLV|2RPLT|3AART|4569VULN|5BPWR|7DMSP|8LIT|aRCR
239	44323 52222	5	   	245.57	DCR|4VULN|1DMG|1AART	1RPLT|2579VULN|3RCVC|4AART|6LIT|8DMG|aRCR
240	64532 33131	9	   	245.56	DCR|3VULN|2DUR|2TLV|1AART	179VULN|25BEXP|3AART|49DUR|69TLV|8BELT|9BPWR|aRCR
241	64533 31131	9	   	245.56	DCR|3VULN|2DUR|2TLV|1AART	159VULN|2BEXP|3AART|49DUR|69TLV|7RCVC|8BELT|9BPWR|aRCR
242	26243 15321	2	   	245.53	DCR|3VULN|2DUR|1TLV|1CDMG	1TLV|235VULN|4ERES|6CDMG|7aDUR|8DMSP|9RCR
243	65223 35122	9	 * 	245.49	DCR|3VULN|1DMG|2CDMG|1ASPD|1AART	157VULN|2DUST|39CDMG|4AART|6RCR|8DMG|aASPD
244	23631 25322	6	   	245.47	DCR|4VULN|2TLV|1AART	17TLV|2RPLT|3AART|4569VULN|8LIT|aRCR
245	23631 63622	7	   	245.47	DCR|4VULN|2TLV|1AART	16TLV|2RPLT|3AART|4589VULN|7LIT|aRCR
246	62461 21123	5	   	245.46	DCR|3VULN|2DUR|1DMG|1AART	14aVULN|2aZMB|35DUR|6AART|7DMG|8RCR|9aERES|aBPWR
247	66633 32132	1	   	245.45	DCR|3VULN|2DUR|2ASPD	129VULN|29BPWR|39ASPD|4LIT|57BEXP|6RCR|89DUR|aLWND
248	66633 32133	1	   	245.45	DCR|3VULN|2DUR|2ASPD	129VULN|29BPWR|39ASPD|4LIT|57BEXP|6RCR|89DUR|aCGEN
249	41632 12143	3	 * 	245.43	DCR|2VULN|2DMG|3TLV|2CDMG|1AART	1RPLT|2DMSP|35aTLV|45DMG|5aBPWR|6aVULN|7RCR|8aCDMG|9AART
250	43632 12143	3	   	245.43	DCR|2VULN|2DMG|3TLV|2CDMG|1AART	1RPLT|2RCVC|35aTLV|45DMG|5aBPWR|6aVULN|7RCR|8aCDMG|9AART
251	26113 16112	2	   	245.40	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	17TLV|2aVULN|3TBNT|4DUR|59DMG|6CDMG|8RCR
252	61413 16112	1	   	245.40	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG	1aVULN|2BBNT|37TLV|4DUR|59DMG|6CDMG|8RCR
253	31232 16326	5	   	245.39	DCR|4VULN|2DMG	1RMIN|29ZMB|3BELT|4LHND|59DMG|689aVULN|7RCR|9BPWR
254	31234 16326	4	   	245.39	DCR|4VULN|2DMG	1RMIN|29ZMB|3BELT|4LHND|59DMG|689aVULN|7RCR|9BPWR
255	22423 33463	9	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	1aTLV|24DUST|3AART|56aVULN|7aDUR|8DMSP|9RCR|aBPWR
256	22423 33131	9	   	245.36	DCR|3VULN|2DUR|2TLV|1AART	19TLV|24DUST|3AART|569VULN|79DUR|8BELT|9BPWR|aRCR
257	62461 21122	5	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	14aVULN|2ZMB|35DUR|6AART|7DMG|8RCR|9ERES
258	51121 14231	8	   	245.31	DCR|3VULN|2DUR|2CDMG|1AART|1SELL	1SELL|29DUR|3RMIN|49aVULN|5AART|69CDMG|7RCR|8RPLT|9BPWR
259	51521 12532	7	   	245.31	DCR|3VULN|2DUR|2CDMG|1AART|1SELL	1SELL|29DUR|3ZMB|489VULN|5AART|69CDMG|7RCVC|9BPWR|aRCR
260	51521 14231	8	   	245.31	DCR|3VULN|2DUR|2CDMG|1AART|1SELL	1SELL|29DUR|3ZMB|49aVULN|5AART|69CDMG|7RCR|8RPLT|9BPWR
261	25253 61233	1	   	245.21	DCR|3VULN|3DUR|1TLV	1TLV|2FEWX|389VULN|4RMIN|57aDUR|6RCR
262	26322 11265	8	   	245.21	DCR|3VULN|3DUR|1TLV	1TLV|26aVULN|3DUST|4BEXP|568DUR|6BPWR|7LHND|9RCR
263	63353 61233	3	   	245.21	DCR|3VULN|3DUR|1TLV	189VULN|2FEWX|3TLV|4RMIN|57aDUR|6RCR
264	55322 32427	5	   	245.11	DCR|3VULN|3ASPD|2TLV|1AART|1SELL	1SELL|2MBVNT|368ASPD|489VULN|58TLV|7RCR|8BPWR|aAART
265	44212 52111	10	   	245.10	DCR|4VULN|2ASPD|1TLV	1RPLT|249aVULN|34ASPD|4BPWR|5TLV|6BELT|7RCR|8BEXP
266	23542 25213	10	 * 	245.09	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|2RPLT|34BEXP|578VULN|68CDMG|8BPWR|9RCR|aDMG
267	23561 25213	10	   	245.09	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|2RPLT|3BEXP|478VULN|5RCVC|68CDMG|8BPWR|9RCR|aDMG
268	23562 25213	10	   	245.09	DCR|3VULN|2TLV|1DMG|2CDMG	18TLV|2RPLT|3BEXP|478VULN|5DMSP|68CDMG|8BPWR|9RCR|aDMG
269	44212 52311	10	   	245.00	DCR|4VULN|2ASPD|1TLV	1RPLT|249aVULN|34ASPD|4BPWR|5TLV|6BELT|7RCR|8MBVNT
270	44212 52314	9	   	245.00	DCR|4VULN|2ASPD|1TLV	1RPLT|249aVULN|34ASPD|4BPWR|5TLV|6BELT|7RCR|8MBVNT
271	62235 42123	2	   	244.99	DCR|4VULN|2DMG	135aVULN|2ZMB|4aDMG|6LEGI|7DLOT|8RCR|9aERES|aBPWR
272	44322 32131	2	 * 	244.99	DCR|3VULN|3LIT|1DMG|2CDMG	16RPLT|279VULN|359LIT|49CDMG|8RCR|9BPWR|aDMG
273	46422 32131	3	   	244.99	DCR|3VULN|3LIT|1DMG|2CDMG	16RPLT|259LIT|379VULN|49CDMG|8RCR|9BPWR|aDMG
274	46432 32131	4	   	244.99	DCR|3VULN|3LIT|1DMG|2CDMG	16RPLT|259LIT|379VULN|49CDMG|8RCR|9BPWR|aDMG
275	52332 11525	6	   	244.90	DCR|4VULN|2DMG|2SELL	14SELL|2RPLT|39DMG|579aVULN|69MLV|8RCR|9BPWR
276	65223 31361	10	   	244.77	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD|1AART	15VULN|2DUST|3CDMG|4AART|6RCR|7TLV|8ASPD|9DUR|aDMG
277	65223 36323	10	   	244.77	DCR|2VULN|1DMG|1DUR|1TLV|1CDMG|1ASPD|1AART	15VULN|2DUST|3CDMG|4AART|6RCR|7DMG|8ASPD|9TLV|aDUR
278	63221 31642	6	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	19aVULN|2FEWX|3CDMG|4AART|5DMG|6DUR|7LHND|8RCR
279	65223 31522	7	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	158VULN|2DUST|3CDMG|4AART|6RCR|7TLV|9DMG|aBELT
280	65223 31523	7	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	158VULN|2DUST|3CDMG|4AART|6RCR|7TLV|9DMG|aLWND
281	65223 31622	8	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	158VULN|2DUST|3CDMG|4AART|6RCR|7TLV|9DMG|aBELT
282	65223 31623	8	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	158VULN|2DUST|3CDMG|4AART|6RCR|7TLV|9DMG|aLWND
283	65223 33521	6	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	158VULN|2DUST|3CDMG|4AART|6RCR|7LHND|9DMG|aTLV
284	65223 35133	8	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	157VULN|2DUST|3CDMG|4AART|6RCR|8DMG|9ZMB|aDUR
285	65223 35321	8	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	157VULN|2DUST|3CDMG|4AART|6RCR|8FEWX|9DMG|aTLV
286	65223 36133	10	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	159VULN|2DUST|3CDMG|4AART|6RCR|7DMG|8CGEN|aDUR
287	63221 33642	6	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	19aVULN|2FEWX|3CDMG|4AART|5DMG|6DUR|7DUST|8RCR
288	63531 22331	7	 * 	244.33	ACR|3VULN|2DUR|1DMG|2CDMG|1ASPD|1AART	19aVULN|2FEWX|3AART|49DUR|5RCR|6DMG|7ASPD|89CDMG|9BPWR
289	64531 22331	7	   	244.33	ACR|3VULN|2DUR|1DMG|2CDMG|1ASPD|1AART	19aVULN|2BEXP|3AART|49DUR|5RCR|6DMG|7ASPD|89CDMG|9BPWR
290	65223 31521	7	   	244.32	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	158VULN|2aDUST|3CDMG|4AART|6RCR|7TLV|9DMG
291	65223 31621	8	   	244.32	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	158VULN|2aDUST|3CDMG|4AART|6RCR|7TLV|9DMG
292	65223 35133	10	   	244.32	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	157VULN|2DUST|3CDMG|4AART|6RCR|8DMG|9ERES|aDUR
293	62263 32131	2	   	244.30	DCR|3VULN|2DUR|1DMG	139VULN|29ZMB|4LIT|57BEXP|6RCR|89DUR|9BPWR|aDMG
294	62263 34131	2	   	244.30	DCR|3VULN|2DUR|1DMG	139VULN|29ZMB|4LIT|5BEXP|6RCR|7RCVC|89DUR|9BPWR|aDMG
295	66263 32131	1	   	244.30	DCR|3VULN|2DUR|1DMG	129VULN|29BPWR|39ZMB|4LIT|57BEXP|6RCR|89DUR|aDMG
296	65531 22331	7	   	244.23	ACR|3VULN|2DUR|1DMG|2CDMG|1ASPD|1AART	19aVULN|2DUST|3AART|49DUR|5RCR|6DMG|7ASPD|89CDMG|9BPWR
297	55322 83123	10	   	244.11	DCR|2VULN|2DUR|2ASPD|1TLV|1AART|1SELL	1SELL|2MBVNT|3aASPD|4aVULN|5TLV|6LIT|7aDUR|8AART|9RCR|aBPWR
298	26332 12611	2	   	244.10	DCR|3VULN|2DUR|2TLV	19TLV|269VULN|3MLV|4LIT|59DUR|7LEGI|8RCR|9BPWR|aLHND
299	26332 12612	2	   	244.10	DCR|3VULN|2DUR|2TLV	19TLV|269VULN|3MLV|4LIT|59DUR|7LEGI|8RCR|9BPWR|aBEXP
300	36231 22611	1	   	244.10	DCR|3VULN|2DUR|2TLV	1RMIN|239VULN|4LIT|59DUR|69TLV|7LEGI|8RCR|9BPWR|aLWND
301	36231 22612	1	   	244.10	DCR|3VULN|2DUR|2TLV	1RMIN|239VULN|4LIT|59DUR|69TLV|7LEGI|8RCR|9BPWR|aBEXP
302	36231 22616	1	   	244.10	DCR|3VULN|2DUR|2TLV	1RMIN|239VULN|4LIT|59DUR|69TLV|7LEGI|8RCR|9BPWR|aLHND
303	44213 23121	10	   	244.06	DCR|3VULN|2DMG|2ASPD	1RPLT|24aVULN|34ASPD|4aBPWR|5aDMG|6aCGEN|7DMSP|8BELT|9RCR
304	44213 25121	10	   	244.06	DCR|3VULN|2DMG|2ASPD	1RPLT|24aVULN|34ASPD|4aBPWR|5aDMG|67aCGEN|8BELT|9RCR
305	26332 12613	2	   	244.00	DCR|3VULN|2DUR|2TLV	19TLV|269VULN|3MLV|4LIT|59DUR|7LEGI|8RCR|9BPWR|aERES
306	26332 12614	2	   	244.00	DCR|3VULN|2DUR|2TLV	19TLV|269VULN|3MLV|4LIT|59DUR|7LEGI|8RCR|9BPWR|aDUST
307	36231 22613	1	   	244.00	DCR|3VULN|2DUR|2TLV	1RMIN|239VULN|4LIT|59DUR|69TLV|7LEGI|8RCR|9BPWR|aERES
308	36231 22614	1	   	244.00	DCR|3VULN|2DUR|2TLV	1RMIN|239VULN|4LIT|59DUR|69TLV|7LEGI|8RCR|9BPWR|aDUST
309	63362 33243	4	   	243.85	DCR|4VULN|2CDMG|1TLV	1489VULN|29FEWX|3TLV|5RMIN|6ERES|79CDMG|9BPWR|aRCR
310	44213 12124	8	   	243.76	DCR|3VULN|2DMG|2ASPD	1RPLT|247VULN|34ASPD|4BPWR|58DMG|6DUST|9RCR|aRMIN
311	44213 12125	8	   	243.76	DCR|3VULN|2DMG|2ASPD	1RPLT|247VULN|34ASPD|4BPWR|58DMG|6DUST|9RCR|aCGEN
312	44213 32124	8	   	243.76	DCR|3VULN|2DMG|2ASPD	1RPLT|247VULN|34ASPD|4BPWR|58DMG|6LEGI|9RCR|aRMIN
313	44213 32125	8	   	243.76	DCR|3VULN|2DMG|2ASPD	1RPLT|247VULN|34ASPD|4BPWR|58DMG|6LEGI|9RCR|aCGEN
314	26213 11223	4	   	243.75	DCR|4VULN|2CDMG|1TLV	1TLV|245aVULN|3CGEN|67CDMG|8BEXP|9RCR
315	26213 24222	4	   	243.75	DCR|4VULN|1DMG|1TLV	1TLV|2457VULN|3CGEN|6DMG|8BBNT|9BEXP|aRCR
316	26213 24252	4	   	243.75	DCR|4VULN|1DMG|1TLV	1TLV|2457VULN|3CGEN|6DMG|8BBNT|9LHND|aRCR
317	26213 24522	4	   	243.75	DCR|4VULN|1DMG|1TLV	1TLV|2457VULN|3CGEN|6DMG|8TBNT|9BEXP|aRCR
318	26223 11223	2	   	243.75	DCR|4VULN|2CDMG|1TLV	1TLV|235aVULN|4CGEN|67CDMG|8BEXP|9RCR
319	26223 24222	2	   	243.75	DCR|4VULN|1DMG|1TLV	1TLV|2357VULN|4CGEN|6DMG|8BBNT|9BEXP|aRCR
320	26223 24252	2	   	243.75	DCR|4VULN|1DMG|1TLV	1TLV|2357VULN|4CGEN|6DMG|8BBNT|9LHND|aRCR
321	26223 24522	2	   	243.75	DCR|4VULN|1DMG|1TLV	1TLV|2357VULN|4CGEN|6DMG|8TBNT|9BEXP|aRCR
322	61253 11223	2	   	243.75	DCR|4VULN|2CDMG|1TLV	135aVULN|2CGEN|4TLV|67CDMG|8BEXP|9RCR
323	61253 24222	2	   	243.75	DCR|4VULN|1DMG|1TLV	1357VULN|2CGEN|4TLV|6DMG|8BBNT|9BEXP|aRCR
324	62235 32162	2	   	243.75	DCR|4VULN|1DMG|1TLV	135aVULN|2ZMB|4DMG|6LWND|7DLOT|8RCR|9TLV
325	65223 35233	7	   	243.67	DCR|3VULN|1DUR|1CDMG|1ASPD|1AART	157VULN|2DUST|3CDMG|4AART|6RCR|8LIT|9ASPD|aDUR
326	44213 12126	8	   	243.66	DCR|3VULN|2DMG|2ASPD	1RPLT|247VULN|34ASPD|4BPWR|58DMG|6aDUST|9RCR
327	44213 32126	8	   	243.66	DCR|3VULN|2DMG|2ASPD	1RPLT|247VULN|34ASPD|4BPWR|58DMG|6LEGI|9RCR|aDUST
328	26243 11223	2	   	243.65	DCR|4VULN|2CDMG|1TLV	1TLV|235aVULN|4ERES|67CDMG|8BEXP|9RCR
329	26243 24222	2	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|2357VULN|4ERES|6DMG|8BBNT|9BEXP|aRCR
330	26213 21615	4	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|245aVULN|3CGEN|6DMG|7TBNT|8RCR|9BBNT
331	26213 24232	4	   	243.65	DCR|4VULN|1DMG|1TLV	1TLV|2457VULN|3CGEN|6DMG|8BBNT|9DUST|aRCR
