0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35134 88422	2	 * 	280.74	DCR|3VULN|2DMG|2DUR|1TLV|1ASPD	1MBVNT|239VULN|39BPWR|4RPLT|5ASPD|69DMG|7RCR|89DUR|aTLV
159	23332 34611	9	   	258.01	DCR|3VULN|2DMG|1TLV|1ASPD	1DUST|2TLV|379VULN|4aDMG|5LIT|6RCR|8ASPD
160	23332 34636	8	   	258.01	DCR|3VULN|2DMG|1TLV|1ASPD	1DUST|2TLV|37aVULN|49DMG|5LIT|6RCR|8ASPD
161	23352 34251	8	   	258.01	DCR|3VULN|2DMG|1TLV|1ASPD	1DUST|2TLV|378VULN|4ASPD|5LIT|6RCR|9aDMG
162	23352 34336	7	   	258.01	DCR|3VULN|2DMG|1TLV|1ASPD	1DUST|2TLV|37aVULN|4ASPD|5LIT|6RCR|89DMG
163	35823 63313	10	 * 	257.92	DCR|3VULN|3DMG|3TLV|1SELL	1MBVNT|278VULN|379DMG|4SELL|567TLV|7BPWR|aRCR
164	35441 62152	4	   	257.91	DCR|5VULN|2DUR	1MBVNT|2469aVULN|3BELT|5RMIN|7RCR|89DUR|9BPWR
165	35446 11352	7	   	257.91	DCR|5VULN|2DUR	1MBVNT|2469aVULN|3BELT|59DUR|7RCR|8RMIN|9BPWR
166	35142 47731	8	 * 	257.88	DCR|2VULN|3DUR|3CDMG|1DMG|1AART	1MBVNT|28VULN|358CDMG|456DUR|58BPWR|7AART|9RCR|aDMG
167	51236 52221	1	   	257.85	DCR|3VULN|2DUR|1DMG|1CDMG	19ZMB|249VULN|3LIT|5DMG|6TBNT|79DUR|8RCR|9BPWR|aCDMG
168	52236 52221	2	   	257.85	DCR|3VULN|2DUR|1DMG|1CDMG	19ZMB|249VULN|3LIT|5DMG|6TBNT|79DUR|8RCR|9BPWR|aCDMG
169	52316 52221	4	   	257.85	DCR|3VULN|2DUR|1DMG|1CDMG	19ZMB|239VULN|4LIT|5DMG|6TBNT|79DUR|8RCR|9BPWR|aCDMG
170	35141 71744	10	   	257.65	DCR|3VULN|2DUR|1DMG|1CDMG	1MBVNT|26aVULN|3CDMG|48DUR|5LIT|7RCR|9DMG
171	43313 21563	10	 * 	257.64	DCR|2VULN|2DMG|2DUR|2TLV|1ASPD	1FEWX|29TLV|3aVULN|4LWND|59DUR|6RCR|7ASPD|89DMG|9BPWR
172	35141 71143	9	   	257.56	DCR|3VULN|3DUR|2LIT|1CDMG	1MBVNT|26aVULN|3CDMG|49aDUR|5aLIT|7RCR|8BELT|aBPWR
173	32341 18273	10	   	257.51	DCR|3VULN|2DMG|2ASPD|1CDMG	1MBVNT|2aCGEN|35aVULN|46ASPD|7RCR|8CDMG|9aDMG|aBPWR
174	35246 31282	9	 * 	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1MBVNT|2aVULN|38DUR|4RMIN|5aASPD|6RCR|7AART|9aDMG|aBPWR
175	35246 31282	8	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1MBVNT|2aVULN|38DUR|4RMIN|5aASPD|6RCR|7AART|9aDMG|aBPWR
176	35281 31282	8	   	257.45	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1MBVNT|2aVULN|38DUR|4aDMG|5RMIN|6RCR|7AART|9aASPD|aBPWR
177	35221 34812	4	   	257.43	DCR|3VULN|3DUR|1DMG	1MBVNT|267VULN|357DUR|47BEXP|7BPWR|8DMG|9LIT|aRCR
178	35224 34812	5	   	257.43	DCR|3VULN|3DUR|1DMG	1MBVNT|267VULN|357DUR|47BEXP|7BPWR|8DMG|9LIT|aRCR
179	35251 34812	4	   	257.43	DCR|3VULN|3DUR|1DMG	1MBVNT|267VULN|357DUR|47FEWX|7BPWR|8DMG|9LIT|aRCR
180	35251 34812	3	   	257.43	DCR|3VULN|3DUR|1DMG	1MBVNT|267VULN|357DUR|47BEXP|7BPWR|8DMG|9LIT|aRCR
181	35254 34812	5	   	257.43	DCR|3VULN|3DUR|1DMG	1MBVNT|267VULN|357DUR|47FEWX|7BPWR|8DMG|9LIT|aRCR
182	35124 31671	8	   	257.40	DCR|4VULN|1DMG|1DUR|1CDMG	1MBVNT|2678VULN|3CDMG|4FEWX|5DMG|9RCR|aDUR
183	23332 34414	9	   	257.37	DCR|3VULN|2DMG|2TLV|2LIT	18DUST|28TLV|379VULN|4aDMG|58LIT|6RCR|8BPWR
184	31481 18283	1	   	257.35	DCR|2VULN|2DMG|2DUR|2ASPD|1AART	1MBVNT|2TBNT|38ASPD|4aVULN|58DMG|6AART|78DUR|8BPWR|9RCR
185	35242 86413	3	   	257.33	DCR|3VULN|3DUR|2TLV	1MBVNT|247VULN|367DUR|57TLV|7BPWR|8LHND|9LIT|aRCR
186	32141 72828	6	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1MBVNT|27CGEN|36DUR|47ASPD|579VULN|7BPWR|8DMG|aRCR
187	32141 82838	6	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1MBVNT|27CGEN|39DUR|47ASPD|567VULN|7BPWR|8DMG|aRCR
188	35846 34241	5	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8MLV|9ZMB|aRCR
189	35846 34441	5	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8FEWX|9RCVC|aRCR
190	35848 34241	4	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8MLV|9ZMB|aRCR
191	35848 34441	4	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8FEWX|9RCVC|aRCR
192	32341 82828	6	   	257.11	DCR|3VULN|2DUR|2ASPD|1DMG	1MBVNT|27CGEN|359VULN|47ASPD|67DUR|7BPWR|8DMG|aRCR
193	35144 18326	6	   	257.08	DCR|2VULN|3DUR|2ASPD|1DMG|1CDMG	1MBVNT|29VULN|3CDMG|49aDUR|5DMG|6FEWX|79ASPD|8RCR|9BPWR
194	35242 62238	3	 * 	257.01	DCR|3VULN|2DUR|2ASPD|2TLV	1MBVNT|247VULN|39DUR|57TLV|67ASPD|7BPWR|8MLV|aRCR
195	35846 34132	5	   	256.86	DCR|3VULN|2DUR|2ASPD|1DMG|1SELL	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8SELL|9RCR|aLHND
196	35846 34133	5	   	256.86	DCR|3VULN|2DUR|2ASPD|1DMG|1SELL	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8SELL|9RCR|aRMIN
197	35848 34132	4	   	256.86	DCR|3VULN|2DUR|2ASPD|1DMG|1SELL	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8SELL|9RCR|aLHND
198	35848 34133	4	   	256.86	DCR|3VULN|2DUR|2ASPD|1DMG|1SELL	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8SELL|9RCR|aRMIN
199	36244 18325	6	   	256.86	DCR|3VULN|2DUR|2ASPD|1DMG|1SELL	1MBVNT|2SELL|39aVULN|49DUR|5DMG|6FEWX|79ASPD|8RCR|9BPWR
200	35846 34131	5	   	256.76	DCR|3VULN|2DUR|2ASPD|1DMG|1SELL	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8SELL|9RCR|aDUST
201	35848 34131	4	   	256.76	DCR|3VULN|2DUR|2ASPD|1DMG|1SELL	1MBVNT|267VULN|3DMG|47DUR|57ASPD|7BPWR|8SELL|9RCR|aDUST
202	35147 13281	3	   	256.61	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49TLV|5DUR|6MLV|79DMG|8RCR|9BPWR|aASPD
203	35183 43281	6	   	256.61	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3CDMG|49TLV|5MLV|6DUR|79DMG|8RCR|9BPWR|aASPD
204	35282 43281	7	   	256.61	DCR|2VULN|2DMG|2TLV|1DUR|1CDMG|1ASPD	1MBVNT|29VULN|3DUR|49DMG|5CDMG|6CGEN|79TLV|8RCR|9BPWR|aASPD
205	33872 31353	7	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|2BEXP|3aDMG|4FEWX|5CDMG|6aVULN|7TLV|8RCR|9aDUR|aBPWR
206	33872 47333	7	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|2BEXP|3aDMG|4FEWX|5CDMG|6aDUR|7TLV|8RCR|9aVULN|aBPWR
207	34872 31353	7	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|2LWND|3aDMG|4FEWX|5CDMG|6aVULN|7TLV|8RCR|9aDUR|aBPWR
208	35143 13282	4	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5MLV|6TLV|79DMG|8RCR|9BPWR|aLHND
209	35143 13283	4	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5MLV|6TLV|79DMG|8RCR|9BPWR|aLWND
210	35143 13284	4	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5MLV|6TLV|79DMG|8RCR|9BPWR|aRPLT
211	35144 33282	4	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5CGEN|6TLV|79DMG|8RCR|9BPWR|aLHND
212	35144 33283	4	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5CGEN|6TLV|79DMG|8RCR|9BPWR|aLWND
213	35144 33284	4	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5CGEN|6TLV|79DMG|8RCR|9BPWR|aRPLT
214	35146 13282	5	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6MLV|79DMG|8RCR|9BPWR|aLHND
215	35146 13283	5	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6MLV|79DMG|8RCR|9BPWR|aLWND
216	35146 13284	5	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6MLV|79DMG|8RCR|9BPWR|aRPLT
217	35146 12133	9	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6FEWX|79DMG|8RCVC|9BPWR|aRCR
218	35146 62333	9	   	256.47	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6LWND|79DMG|8DMSP|9BPWR|aRCR
219	52222 11542	7	   	256.39	DCR|4VULN|2DMG|1ASPD	19ZMB|269aVULN|3ASPD|4BELT|5LHND|7RCR|89DMG|9BPWR
220	52222 12642	8	   	256.39	DCR|4VULN|2DMG|1ASPD	19ZMB|269aVULN|3ASPD|4BELT|5LHND|79DMG|8RCR|9BPWR
221	35382 82422	7	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3DUST|49DMG|5CDMG|6RCR|7ZMB|89DUR|9BPWR|aTLV
222	35143 13285	4	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5MLV|6TLV|79DMG|8RCR|9BPWR|aLEGI
223	35143 13286	4	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5MLV|6TLV|79DMG|8RCR|9BPWR|aERES
224	35144 33285	4	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5CGEN|6TLV|79DMG|8RCR|9BPWR|aLEGI
225	35144 33286	4	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5CGEN|6TLV|79DMG|8RCR|9BPWR|aERES
226	35146 33282	6	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6ERES|79DMG|8RCR|9BPWR|aLHND
227	35146 33283	6	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6ERES|79DMG|8RCR|9BPWR|aLWND
228	35146 33284	6	   	256.37	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5TLV|6ERES|79DMG|8RCR|9BPWR|aRPLT
229	33285 13252	9	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1MBVNT|2aBEXP|3DUR|4aDMG|58AART|69aVULN|7RCR|aBPWR
230	34283 13252	9	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1MBVNT|2aLWND|3DUR|4aDMG|58AART|69aVULN|7RCR|aBPWR
231	35283 13172	6	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1MBVNT|26aVULN|3DUR|4aDMG|59AART|7aBEXP|8RCR|aBPWR
232	35283 33252	9	   	256.33	DCR|3VULN|2DMG|2AART|1DUR	1MBVNT|29aVULN|3DUR|4aDMG|58AART|6aBEXP|7RCR|aBPWR
233	32331 27837	9	   	256.29	DCR|4VULN|2DMG|1ASPD	1MBVNT|268CGEN|3578VULN|48DMG|8BPWR|9RCR|aASPD
234	35144 22674	8	   	256.27	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG	1MBVNT|28VULN|3CDMG|47DUR|56DMG|9RCR|aTLV
235	36272 28422	6	   	256.23	DCR|2VULN|2DMG|2DUR|1TLV|1CDMG|1SELL	1MBVNT|2SELL|39VULN|4CDMG|5RPLT|69DMG|7RCR|89DUR|9BPWR|aTLV
236	35846 33222	8	   	256.20	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1MBVNT|29VULN|3DMG|49DUR|5ASPD|6RCR|7LWND|89CDMG|9BPWR|aTLV
237	35846 34222	8	   	256.20	DCR|2VULN|2DUR|1DMG|2CDMG|1TLV|1ASPD	1MBVNT|29VULN|3DMG|49DUR|5ASPD|6RCR|7FEWX|89CDMG|9BPWR|aTLV
238	32338 37331	4	   	256.17	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	1MBVNT|27CGEN|378VULN|4DMG|5CDMG|67ASPD|7BPWR|9RCR|aDUR
239	32358 37331	3	   	256.17	DCR|3VULN|2ASPD|1DMG|1DUR|1CDMG	1MBVNT|27CGEN|378VULN|4DMG|5CDMG|67ASPD|7BPWR|9RCR|aDUR
240	35283 14172	6	   	256.13	DCR|3VULN|2DMG|2AART|1DUR	1MBVNT|26aVULN|3DUR|4aDMG|59AART|7aDUST|8RCR|aBPWR
241	35283 23252	9	   	256.13	DCR|3VULN|2DMG|2AART|1DUR	1MBVNT|29aVULN|3DUR|4aDMG|58AART|6aDUST|7RCR|aBPWR
242	23332 34412	9	   	256.03	DCR|3VULN|2TLV|1DMG|1DUR|2LIT	18DUST|28TLV|379VULN|4DMG|58LIT|6RCR|8BPWR|aDUR
243	36272 23824	10	   	256.02	DCR|3VULN|2DMG|2TLV|1CDMG|1SELL	1MBVNT|2SELL|37aVULN|4CDMG|5RPLT|6aDMG|8aTLV|9RCR|aBPWR
244	43131 33344	7	 * 	255.96	DCR|3VULN|2DUR|2TLV|1DMG	17FEWX|27TLV|39DUR|4DMG|57aVULN|6RPLT|7BPWR|8RCR
245	52131 36341	10	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	19ZMB|258VULN|39DUR|4DMG|6BEXP|79TLV|9BPWR|aRCR
246	51234 33341	10	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	19ZMB|27DUR|389VULN|4DMG|5LHND|69TLV|9BPWR|aRCR
247	51234 33343	9	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	19ZMB|27DUR|389VULN|4DMG|5LHND|69TLV|9BPWR|aRCR
248	51236 33341	10	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	19ZMB|27DUR|389VULN|4DMG|5LWND|69TLV|9BPWR|aRCR
249	51236 33343	9	   	255.96	DCR|3VULN|2DUR|2TLV|1DMG	19ZMB|27DUR|389VULN|4DMG|5LWND|69TLV|9BPWR|aRCR
250	35222 44864	3	   	255.95	DCR|2VULN|3DUR|2DMG|1TLV	1MBVNT|2aVULN|39aDUR|4LHND|5TLV|6RCR|7TBNT|8aDMG|aBPWR
251	31518 31182	10	 * 	255.86	DCR|3VULN|2DUR|3LIT|1DMG	1MBVNT|235LIT|459VULN|59BPWR|6DMG|79DUR|89LHND|aRCR
252	31518 31282	10	   	255.86	DCR|3VULN|2DUR|3LIT|1DMG	1MBVNT|235LIT|459VULN|59BPWR|6DMG|79DUR|89LWND|aRCR
253	35243 82374	10	 * 	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	1MBVNT|26aVULN|3aDUR|4RMIN|5CGEN|7DMG|8RCR|9aCDMG|aBPWR
254	35281 33225	8	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	1MBVNT|29aVULN|39DUR|4DMG|5RMIN|6RCR|7LWND|89CDMG|9BPWR
255	35281 34225	8	   	255.86	DCR|3VULN|2DUR|1DMG|2CDMG	1MBVNT|29aVULN|39DUR|4DMG|5RMIN|6RCR|7FEWX|89CDMG|9BPWR
256	35144 43287	7	 * 	255.83	DCR|2VULN|3DUR|2TLV|1DMG|1CDMG	1MBVNT|29VULN|3CDMG|49aDUR|5DMG|6CGEN|79TLV|8RCR|9BPWR
257	35211 13287	4	   	255.81	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1MBVNT|29VULN|39aDUR|4MLV|5SELL|6TLV|79DMG|8RCR|9BPWR
258	35231 33287	3	   	255.81	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1MBVNT|29VULN|39aDUR|4CGEN|5SELL|6TLV|79DMG|8RCR|9BPWR
259	36243 13287	4	   	255.81	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1MBVNT|2SELL|39VULN|49aDUR|5MLV|6TLV|79DMG|8RCR|9BPWR
260	36244 33287	4	   	255.81	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1MBVNT|2SELL|39VULN|49aDUR|5CGEN|6TLV|79DMG|8RCR|9BPWR
261	36313 13287	3	   	255.81	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1MBVNT|2SELL|39aDUR|49VULN|5MLV|6TLV|79DMG|8RCR|9BPWR
262	36314 33287	3	   	255.81	DCR|2VULN|3DUR|2DMG|1TLV|1SELL	1MBVNT|2SELL|39aDUR|49VULN|5CGEN|6TLV|79DMG|8RCR|9BPWR
263	23131 33344	7	   	255.76	DCR|3VULN|2DUR|2TLV|1DMG	17DUST|27TLV|39DUR|4DMG|57aVULN|6RPLT|7BPWR|8RCR
264	23131 62241	10	   	255.66	DCR|3VULN|2DUR|2TLV|1DMG|1NUKE	19DUST|29TLV|36DUR|4DMG|589VULN|7NUKE|9BPWR|aRCR
265	42136 63323	7	 * 	255.65	DCR|2VULN|3DMG|3DUR	19FEWX|2RMIN|35aDUR|459DMG|59BPWR|6RPLT|79VULN|8RCR
266	36244 61333	9	   	255.61	DCR|3VULN|2DUR|2TLV|1DMG|1SELL	1MBVNT|2SELL|389VULN|49DUR|5DMG|6LWND|79TLV|9BPWR|aRCR
267	36384 61333	9	   	255.61	DCR|3VULN|2DUR|2TLV|1DMG|1SELL	1MBVNT|2SELL|39DUR|489VULN|5DMG|6LWND|79TLV|9BPWR|aRCR
268	22136 63323	7	   	255.45	DCR|2VULN|3DMG|3DUR	19DUST|2RMIN|35aDUR|459DMG|59BPWR|6RPLT|79VULN|8RCR
269	22136 66323	6	   	255.45	DCR|2VULN|3DMG|3DUR	19DUST|2RMIN|35aDUR|459DMG|59BPWR|6RPLT|79VULN|8RCR
270	43331 25362	5	   	255.25	DCR|3VULN|2DMG|1TLV|1DUR	17FEWX|2TLV|357VULN|47DMG|6RMIN|7BPWR|8RCVC|9RCR|aDUR
271	42131 33322	5	   	255.25	DCR|3VULN|2DMG|1TLV|1DUR	19FEWX|2RMIN|3DUR|49DMG|569VULN|7RPLT|8RCR|9BPWR|aTLV
272	52315 63322	3	   	255.25	DCR|3VULN|2DMG|1TLV|1DUR	19ZMB|239VULN|4LHND|5RPLT|6DUR|79DMG|8RCR|9BPWR|aTLV
273	35146 43245	4	 * 	255.16	DCR|3VULN|3DUR|3CDMG	1MBVNT|279VULN|37aCDMG|479DUR|5TBNT|6RCR|79BPWR|89ZMB
274	32131 82258	6	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|27CGEN|3DUR|47DMG|567VULN|7BPWR|8MLV|9TLV|aRCR
275	35632 81421	4	   	255.15	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|29aVULN|3CGEN|4aDMG|5TLV|6DUR|7RCR|8aMLV|aBPWR
276	35141 53147	9	   	255.08	DCR|2VULN|2DMG|2DUR|2LIT|1CDMG	1MBVNT|29VULN|3CDMG|49DUR|5aLIT|6LHND|7RCR|89DMG|9BPWR
277	51231 36361	10	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1ZMB|2DUR|358VULN|49DMG|6BEXP|7TLV|aRCR
278	52131 36361	10	   	255.05	DCR|3VULN|2DMG|1TLV|1DUR	1ZMB|258VULN|3DUR|49DMG|6BEXP|7TLV|aRCR
279	32331 27831	10	   	254.95	DCR|4VULN|2DMG|1AART	1MBVNT|268CGEN|3578VULN|48DMG|8BPWR|9RCR|aAART
280	34562 33382	9	   	254.95	DCR|4VULN|2DMG|1AART	1MBVNT|2aLWND|3FEWX|478aVULN|5AART|6RCR|9aDMG|aBPWR
281	32131 84328	8	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|2CGEN|3DUR|47DMG|569VULN|8TLV|aRCR
282	32131 84328	9	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|2CGEN|3DUR|47DMG|569VULN|8TLV|aRCR
283	23336 53234	3	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	17DUST|2TLV|37aVULN|4BBNT|5RPLT|67DMG|7BPWR|8RCR|9DUR
284	32331 84328	9	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|2CGEN|359VULN|47DMG|6DUR|8TLV|aRCR
285	32331 84328	8	   	254.95	DCR|3VULN|2DMG|1TLV|1DUR	1MBVNT|2CGEN|359VULN|47DMG|6DUR|8TLV|aRCR
286	43331 12241	10	   	254.86	DCR|4VULN|1DMG|1TLV|1ASPD	19FEWX|2TLV|3589VULN|4DMG|6ASPD|79DUST|9BPWR|aRCR
287	35141 53144	10	   	254.84	DCR|2VULN|2DMG|2DUR|2CDMG	1MBVNT|29VULN|3aCDMG|49DUR|5LIT|6LHND|7RCR|89DMG|9BPWR
288	23322 34412	9	   	254.79	DCR|4VULN|1DUR|1TLV|2LIT|1NUKE	18DUST|2TLV|3789VULN|4NUKE|58LIT|6RCR|8BPWR|aDUR
289	32141 84228	8	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3DUR|4ASPD|5689VULN|7DMG|aRCR
290	32141 84228	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3DUR|4ASPD|5689VULN|7DMG|aRCR
291	32221 84228	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3ASPD|4DUR|5689VULN|7DMG|aRCR
292	32221 84228	8	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3ASPD|4DUR|5689VULN|7DMG|aRCR
293	32241 84228	8	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3ASPD|4589VULN|6DUR|7DMG|aRCR
294	32241 84228	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3ASPD|4589VULN|6DUR|7DMG|aRCR
295	32331 18228	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3589VULN|4DMG|6ASPD|7DUR|aRCR
296	32331 18228	8	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3589VULN|4DMG|6ASPD|7DUR|aRCR
297	32341 84228	8	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3589VULN|4ASPD|6DUR|7DMG|aRCR
298	32341 84228	9	   	254.76	DCR|4VULN|1DMG|1DUR|1ASPD	1MBVNT|2CGEN|3589VULN|4ASPD|6DUR|7DMG|aRCR
299	43331 12221	10	   	254.76	DCR|4VULN|1DMG|1TLV|1ASPD	1FEWX|2TLV|3589VULN|4DMG|6ASPD|7DUST|aRCR
300	36244 21674	8	   	254.70	DCR|3VULN|2DMG|1TLV|1DUR|1SELL	1MBVNT|2SELL|378VULN|4DUR|56DMG|9RCR|aTLV
301	33321 47424	5	   	254.55	DCR|3VULN|3DMG|1DUR	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aDUR
302	33321 47425	5	   	254.55	DCR|3VULN|3DMG|1TLV	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aTLV
303	33321 82424	7	   	254.55	DCR|3VULN|3DMG|1DUR	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aDUR
304	33321 82425	7	   	254.55	DCR|3VULN|3DMG|1TLV	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aTLV
305	33321 87424	6	   	254.55	DCR|3VULN|3DMG|1DUR	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aDUR
306	33321 87425	6	   	254.55	DCR|3VULN|3DMG|1TLV	1MBVNT|248BEXP|39DUST|589VULN|6RCR|789DMG|89BPWR|aTLV
307	35326 47424	4	   	254.55	DCR|3VULN|3DMG|1DUR	1MBVNT|289VULN|39DUST|458BEXP|6RCR|789DMG|89BPWR|aDUR
308	32331 53527	3	   	254.35	DCR|3VULN|3DMG|1DUR	1MBVNT|2CGEN|369VULN|4BBNT|568DMG|6BPWR|7RCR|aDUR
309	35446 11831	7	   	254.23	DCR|5VULN|1DUR|1ASPD	1MBVNT|24689VULN|3BELT|5DUR|7RCR|aASPD
310	23332 34613	10	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1DUST|2TLV|379VULN|4DMG|5LIT|6RCR|8ASPD|aCDMG
311	31222 33187	7	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1MBVNT|2LIT|3ASPD|4TLV|5CDMG|679VULN|8DMG|aRCR
312	31222 33187	6	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1MBVNT|2LIT|3ASPD|4TLV|5CDMG|679VULN|8DMG|aRCR
313	31225 23187	5	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1MBVNT|2LIT|3ASPD|4TLV|579VULN|6CDMG|8DMG|aRCR
314	31228 23187	4	   	254.07	DCR|3VULN|1DMG|1TLV|1CDMG|1ASPD	1MBVNT|2LIT|3ASPD|4TLV|579VULN|6CDMG|8DMG|aRCR
