0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42613 23312	10	 * 	282.79	DCR|3VULN|3DMG|2DUR|1CDMG	1RCVC|245DMG|35DUR|5BPWR|679VULN|8CDMG|aRCR
174	11262 26212	7	   	252.89	DCR|5VULN|1TLV|1AART	1DUST|2678aVULN|3LWND|4AART|5TLV|9RCR
175	11423 26212	7	   	252.89	DCR|5VULN|1DUR|1AART	1DUST|2678aVULN|3MLV|4AART|5DUR|9RCR
176	14331 21212	5	   	252.89	DCR|5VULN|1TLV|1AART	15DUST|2AART|3458aVULN|5BPWR|6TLV|7FEWX|9RCR
177	14331 22153	10	   	252.89	DCR|5VULN|1TLV|1AART	157DUST|2AART|34579VULN|579BPWR|6RMIN|8RCR|aTLV
178	14331 22212	5	   	252.89	DCR|5VULN|1TLV|1AART	15DUST|2AART|3458aVULN|5BPWR|6TLV|7BEXP|9RCR
179	14331 22331	10	   	252.89	DCR|5VULN|1TLV|1AART	157DUST|2AART|3457aVULN|57BPWR|6RMIN|8TLV|9RCR
180	14331 23112	5	   	252.89	DCR|5VULN|1TLV|1AART	15DUST|2AART|3457aVULN|5BPWR|6TLV|8LHND|9RCR
181	14331 23312	5	   	252.89	DCR|5VULN|1TLV|1AART	15DUST|2AART|3457aVULN|5BPWR|6TLV|8LWND|9RCR
182	14331 23512	5	   	252.89	DCR|5VULN|1TLV|1AART	15DUST|2AART|3457aVULN|5BPWR|6TLV|8BEXP|9RCR
183	14334 41212	4	   	252.89	DCR|5VULN|1TLV|1AART	1DUST|2AART|3468aVULN|5TLV|7FEWX|9RCR
184	14334 42212	4	   	252.89	DCR|5VULN|1TLV|1AART	1DUST|2AART|3468aVULN|5TLV|7BEXP|9RCR
185	14334 43112	4	   	252.89	DCR|5VULN|1TLV|1AART	1DUST|2AART|3467aVULN|5TLV|8LHND|9RCR
186	14334 43312	4	   	252.89	DCR|5VULN|1TLV|1AART	1DUST|2AART|3467aVULN|5TLV|8LWND|9RCR
187	14352 26212	7	   	252.89	DCR|5VULN|1TLV|1AART	1DUST|2AART|3678aVULN|4LWND|5TLV|9RCR
188	14532 26212	7	   	252.89	DCR|5VULN|1TLV|1AART	1DUST|2AART|3LWND|4678aVULN|5TLV|9RCR
189	11523 23212	7	   	252.79	DCR|5VULN|1DUR|1AART	1DUST|2678aVULN|3ERES|4AART|5DUR|9RCR
190	14253 23212	7	   	252.79	DCR|5VULN|1DUR|1AART	1DUST|2AART|3ERES|4678aVULN|5DUR|9RCR
