0	Index      	Bounty	 *	Score 	Summary	Detail	
1	63434 33223	10	 * 	289.20	DCR|3VULN|3DMG|2DUR|2TLV	18DUR|278DMG|34aVULN|5ZMB|68TLV|8BPWR|9RCR
177	63432 33315	6	   	266.61	DCR|3VULN|3DUR|2DMG	19aDUR|29DMG|348VULN|5BEXP|69ERES|7RCR|9BPWR
178	63522 33315	6	   	266.61	DCR|3VULN|3DUR|2DMG	19aDUR|29DMG|3LHND|458VULN|69ERES|7RCR|9BPWR
179	63211 63316	3	   	266.61	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3CGEN|4DUST|689VULN|7RCR|9BPWR|aERES
180	63232 41252	2	   	266.61	DCR|3VULN|3DUR|2DMG	157DUR|2aDMG|349VULN|6FEWX|8RCR
181	63311 63316	2	   	266.51	DCR|3VULN|3DUR|2DMG	159DUR|29DMG|3aERES|4DUST|689VULN|7RCR|9BPWR
182	63312 63315	2	   	266.51	DCR|3VULN|3DUR|2DMG	19aDUR|29DMG|35ERES|4DUST|689VULN|7RCR|9BPWR
183	63316 23315	2	   	266.51	DCR|3VULN|3DUR|2DMG	19aDUR|29DMG|3ERES|46DUST|589VULN|7RCR|9BPWR
184	63316 33316	2	   	266.51	DCR|3VULN|3DUR|2DMG	169DUR|29DMG|3aERES|4DUST|589VULN|7RCR|9BPWR
185	14231 35152	1	   	265.83	DCR|4VULN|2DUR|1TLV|1ASPD	17LWND|2ASPD|3789VULN|4RPLT|57DUR|6RCR|7BPWR|aTLV
186	34231 35152	1	   	265.83	DCR|4VULN|2DUR|1TLV|1ASPD	17LHND|2ASPD|3789VULN|4RPLT|57DUR|6RCR|7BPWR|aTLV
187	12231 54324	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LWND|2TLV|34aVULN|5CDMG|69DUR|7DMG|8RCR
188	12232 14324	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LWND|2TLV|34aVULN|59DUR|6CDMG|7DMG|8RCR
189	32231 54324	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LHND|2TLV|34aVULN|5CDMG|69DUR|7DMG|8RCR
190	32232 14324	1	   	265.70	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1LHND|2TLV|34aVULN|59DUR|6CDMG|7DMG|8RCR
191	62232 13662	1	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	15DUR|2TLV|3469VULN|7ASPD|8RCR|aLHND
192	62232 13663	1	   	265.63	DCR|4VULN|2DUR|1TLV|1ASPD	15DUR|2TLV|3469VULN|7ASPD|8RCR|aBEXP
193	33452 51232	7	   	265.26	DCR|4VULN|2ASPD|1DMG|1DUR	1aLHND|2DMG|358aVULN|4DUR|6RCR|7BEXP|9aASPD|aBPWR
194	33452 52232	6	   	265.26	DCR|4VULN|2ASPD|1DMG|1DUR	1aLHND|2DMG|358aVULN|4DUR|6RCR|7LWND|9aASPD|aBPWR
195	33452 53232	6	   	265.26	DCR|4VULN|2ASPD|1DMG|1DUR	1aLHND|2DMG|358aVULN|4DUR|6RCR|7BEXP|9aASPD|aBPWR
196	33452 53232	7	   	265.26	DCR|4VULN|2ASPD|1DMG|1DUR	1aLHND|2DMG|358aVULN|4DUR|6RCR|7LWND|9aASPD|aBPWR
197	63225 22312	5	   	265.22	DCR|2VULN|3DMG|3DUR|1AART	149DUR|259DMG|3CGEN|6RCR|7LWND|89VULN|9BPWR|aAART
198	63225 26312	5	   	265.22	DCR|2VULN|3DMG|3DUR|1AART	149DUR|259DMG|3CGEN|6RCR|7LHND|89VULN|9BPWR|aAART
199	63234 63212	3	   	265.22	DCR|2VULN|3DMG|3DUR|1AART	159DUR|289DMG|3CGEN|4LWND|69VULN|7RCR|9BPWR|aAART
200	62232 13635	1	   	264.94	DCR|3VULN|2DUR|1TLV|1CDMG|1ASPD	15DUR|2TLV|346VULN|7ASPD|8RCR|9CDMG|aLIT
201	63432 53122	9	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	1aDUR|27DMG|34aVULN|5BEXP|6RCR|8ASPD|9aLWND|aBPWR
202	63432 53132	9	   	264.59	DCR|3VULN|2DMG|2DUR|1ASPD	1aDUR|27DMG|34aVULN|5BEXP|6RCR|8ASPD|9aFEWX|aBPWR
203	13226 43216	4	   	264.31	DCR|3VULN|3DMG|1DUR|1AART	19LWND|289DMG|3CGEN|4DUR|569VULN|7RCR|9BPWR|aAART
204	33226 43216	4	   	264.31	DCR|3VULN|3DMG|1DUR|1AART	19LHND|289DMG|3CGEN|4DUR|569VULN|7RCR|9BPWR|aAART
205	63432 51132	8	 * 	263.54	DCR|2VULN|3DMG|2DUR|2ASPD	1aDUR|29aDMG|34VULN|57BEXP|6RCR|8aASPD|aBPWR
206	63432 53112	9	   	263.54	DCR|2VULN|3DMG|2DUR|2ASPD	1aDUR|27aDMG|34VULN|59BEXP|6RCR|8aASPD|aBPWR
207	63233 13625	2	   	263.29	DCR|5VULN|1DMG|1DUR	1DUR|2DMG|3469aVULN|5RCVC|7ERES|8RCR
208	65112 13211	5	 * 	263.03	DCR|3DMG|3DUR|1VULN|3LIT|1ASPD|1AART	127DUR|257BPWR|357DMG|457LIT|6AART|8ASPD|9VULN|aRCR
209	41321 36315	5	   	262.96	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG|1SELL	19ASPD|2SELL|3LHND|49VULN|5TLV|6RCR|7CDMG|89DMG|9BPWR|aDUR
210	41322 36315	4	   	262.96	DCR|2VULN|2DMG|2ASPD|1TLV|1DUR|1CDMG|1SELL	19ASPD|2SELL|3LHND|49VULN|5TLV|6RCR|7CDMG|89DMG|9BPWR|aDUR
211	65312 13125	9	 * 	262.94	DCR|2VULN|3DUR|1DMG|2CDMG|1ASPD|1AART	127DUR|27BPWR|37CDMG|4ASPD|5LHND|67VULN|8DMG|9AART|aRCR
212	26355 33312	6	   	262.87	DCR|3VULN|3DUR|1DMG|1CDMG	19CGEN|249DUR|3LWND|5DMG|689VULN|7RCR|9BPWR|aCDMG
213	14231 35132	1	   	262.80	DCR|4VULN|3DUR|1ASPD	17LWND|2ASPD|378aVULN|4RPLT|579DUR|6RCR|7BPWR
214	34231 35132	1	   	262.80	DCR|4VULN|3DUR|1ASPD	17LHND|2ASPD|378aVULN|4RPLT|579DUR|6RCR|7BPWR
215	63232 41226	2	   	262.67	DCR|3VULN|3DUR|1DMG|1CDMG	157DUR|2DMG|34aVULN|6FEWX|8RCR|9CDMG
216	63421 63312	6	   	262.57	DCR|3VULN|3DUR|1DMG|1CDMG	159DUR|2DMG|389VULN|459ERES|59BPWR|6LEGI|7RCR|aCDMG
217	15132 63213	4	 * 	262.39	DCR|2VULN|3DMG|2DUR|3TLV	129LWND|29aBPWR|389DMG|4aVULN|5aDUR|69aTLV|7RCR
218	63412 63211	5	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|35VULN|4LHND|69TLV|7RCR|9BPWR|aBEXP
219	63412 63212	5	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|35VULN|4LHND|69TLV|7RCR|9BPWR|aFEWX
220	63432 63211	5	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|34VULN|5aBEXP|69TLV|7RCR|9BPWR
221	63434 33221	9	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	18DUR|278DMG|34VULN|5ZMB|68TLV|8BPWR|9RCR|aBEXP
222	63434 33221	10	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	18DUR|278DMG|34VULN|5ZMB|68TLV|8BPWR|9RCR|aRPLT
223	63522 63211	5	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|3LHND|45VULN|69TLV|7RCR|9BPWR|aBEXP
224	63522 63212	5	   	262.29	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|3LHND|45VULN|69TLV|7RCR|9BPWR|aFEWX
225	63412 63213	5	   	262.19	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|35VULN|4LHND|69TLV|7RCR|9BPWR|aERES
226	63432 63212	5	   	262.19	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|34VULN|5BEXP|69TLV|7RCR|9BPWR|aDUST
227	63434 33223	9	   	262.19	DCR|2VULN|3DMG|2DUR|2TLV	18DUR|278DMG|34VULN|5ZMB|68TLV|8BPWR|9RCR|aDUST
228	63522 63213	5	   	262.19	DCR|2VULN|3DMG|2DUR|2TLV	19DUR|289DMG|3LHND|45VULN|69TLV|7RCR|9BPWR|aERES
229	13224 33311	6	   	261.89	DCR|3VULN|2DMG|2DUR	19LWND|29DMG|3CGEN|45DUR|689VULN|7RCR|9BPWR|aLIT
230	13224 63311	5	   	261.89	DCR|3VULN|2DMG|2DUR	19LWND|29DMG|3CGEN|45DUR|689VULN|7RCR|9BPWR|aLIT
231	13224 63311	4	   	261.89	DCR|3VULN|2DMG|2DUR	19LWND|29DMG|3CGEN|45DUR|689VULN|7RCR|9BPWR|aLIT
232	13226 43111	4	   	261.89	DCR|3VULN|2DMG|2DUR	19LWND|29DMG|3CGEN|48DUR|569VULN|7RCR|9BPWR|aLIT
233	13326 43111	4	   	261.89	DCR|3VULN|2DMG|2DUR	19LWND|29DMG|3MLV|48DUR|569VULN|7RCR|9BPWR|aLIT
234	26234 43311	1	   	261.89	DCR|3VULN|2DMG|2DUR	19CGEN|29DMG|368VULN|4LWND|59DUR|7RCR|9BPWR|aLIT
235	26332 23631	8	   	261.89	DCR|3VULN|2DMG|2DUR	18CGEN|28DUR|3LWND|456VULN|78DMG|8BPWR|9RCR|aLIT
236	26412 63311	6	   	261.89	DCR|3VULN|2DMG|2DUR	19CGEN|29DUR|358VULN|4LHND|69DMG|7RCR|9BPWR|aLIT
237	26522 63311	6	   	261.89	DCR|3VULN|2DMG|2DUR	19CGEN|29DUR|3LHND|458VULN|69DMG|7RCR|9BPWR|aLIT
238	33224 33311	6	   	261.89	DCR|3VULN|2DMG|2DUR	19LHND|29DMG|3CGEN|45DUR|689VULN|7RCR|9BPWR|aLIT
239	33224 63311	4	   	261.89	DCR|3VULN|2DMG|2DUR	19LHND|29DMG|3CGEN|45DUR|689VULN|7RCR|9BPWR|aLIT
240	33224 63311	5	   	261.89	DCR|3VULN|2DMG|2DUR	19LHND|29DMG|3CGEN|45DUR|689VULN|7RCR|9BPWR|aLIT
241	33226 43111	4	   	261.89	DCR|3VULN|2DMG|2DUR	19LHND|29DMG|3CGEN|48DUR|569VULN|7RCR|9BPWR|aLIT
242	33326 43111	4	   	261.89	DCR|3VULN|2DMG|2DUR	19LHND|29DMG|3MLV|48DUR|569VULN|7RCR|9BPWR|aLIT
243	63231 63311	3	   	261.89	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3CGEN|4LWND|5RCVC|689VULN|7RCR|9BPWR|aLIT
244	63233 63311	4	   	261.89	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3CGEN|4FEWX|5DMSP|689VULN|7RCR|9BPWR|aLIT
245	63233 63311	3	   	261.89	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|35CGEN|4LWND|689VULN|7RCR|9BPWR|aLIT
246	63236 33311	4	   	261.89	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3CGEN|46FEWX|589VULN|7RCR|9BPWR|aLIT
247	63243 63311	4	   	261.89	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3CGEN|4BEXP|5DMSP|689VULN|7RCR|9BPWR|aLIT
248	63411 43311	5	   	261.89	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|368VULN|4LHND|59CGEN|7RCR|9BPWR|aLIT
249	63521 43311	5	   	261.89	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3LHND|468VULN|59CGEN|7RCR|9BPWR|aLIT
250	64332 23631	8	   	261.89	DCR|3VULN|2DMG|2DUR	18DUR|28CGEN|3LWND|456VULN|78DMG|8BPWR|9RCR|aLIT
251	26211 43311	1	   	261.79	DCR|3VULN|2DMG|2DUR	19CGEN|29DMG|368VULN|4DUST|59DUR|7RCR|9BPWR|aLIT
252	63213 63311	3	   	261.79	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3CGEN|4DUST|5DMSP|689VULN|7RCR|9BPWR|aLIT
253	63331 63311	2	   	261.79	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3ERES|4LWND|5RCVC|689VULN|7RCR|9BPWR|aLIT
254	63423 43311	5	   	261.79	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|368VULN|4ERES|59LHND|7RCR|9BPWR|aLIT
255	63426 13311	4	   	261.79	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|358VULN|4ERES|69FEWX|7RCR|9BPWR|aLIT
256	62412 63311	6	   	261.69	DCR|3VULN|2DMG|2DUR	19DUR|29ERES|358VULN|4LHND|69DMG|7RCR|9BPWR|aLIT
257	62522 63311	6	   	261.69	DCR|3VULN|2DMG|2DUR	19DUR|29ERES|3LHND|458VULN|69DMG|7RCR|9BPWR|aLIT
258	63216 23311	3	   	261.69	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3CGEN|46DUST|589VULN|7RCR|9BPWR|aLIT
259	63412 33311	6	   	261.69	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|358VULN|4LHND|69ERES|7RCR|9BPWR|aLIT
260	63432 33311	6	   	261.69	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|348VULN|5BEXP|69ERES|7RCR|9BPWR|aLIT
261	63442 33311	6	   	261.69	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|358VULN|4BEXP|69ERES|7RCR|9BPWR|aLIT
262	63522 33311	6	   	261.69	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3LHND|458VULN|69ERES|7RCR|9BPWR|aLIT
263	13226 43312	4	   	261.64	DCR|4VULN|2DMG|1DUR	19aLWND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR
264	13226 43313	4	   	261.64	DCR|4VULN|2DMG|1DUR	19LWND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aBEXP
265	13226 43314	4	   	261.64	DCR|4VULN|2DMG|1DUR	19LWND|29DMG|3aCGEN|4DUR|5689VULN|7RCR|9BPWR
266	33226 43312	4	   	261.64	DCR|4VULN|2DMG|1DUR	19LHND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aLWND
267	33226 43313	4	   	261.64	DCR|4VULN|2DMG|1DUR	19LHND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aBEXP
268	33226 43314	4	   	261.64	DCR|4VULN|2DMG|1DUR	19LHND|29DMG|3aCGEN|4DUR|5689VULN|7RCR|9BPWR
269	63262 13621	2	   	261.59	DCR|3VULN|2DMG|2DUR	15DUR|24DMG|369VULN|7ERES|8RCR|aLIT
270	63312 63311	2	   	261.59	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|35ERES|4DUST|689VULN|7RCR|9BPWR|aLIT
271	63316 23311	2	   	261.59	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|3ERES|46DUST|589VULN|7RCR|9BPWR|aLIT
272	63462 33311	6	   	261.59	DCR|3VULN|2DMG|2DUR	19DUR|29DMG|358VULN|4DUST|69ERES|7RCR|9BPWR|aLIT
273	42111 32314	8	 * 	261.59	DCR|2VULN|2ASPD|1DMG|2CDMG|1TLV|1DUR|1AART	17ASPD|2RCVC|3AART|4DUR|57CDMG|67VULN|7BPWR|8RCR|9TLV|aDMG
274	11412 23515	6	   	261.54	DCR|4VULN|2DMG|1DUR	19LWND|2MLV|3569VULN|4LEGI|79DMG|8RCR|9BPWR|aDUR
275	11412 23515	7	   	261.54	DCR|4VULN|2DMG|1DUR	19LWND|2MLV|3569VULN|4LEGI|79DMG|8RCR|9BPWR|aDUR
276	11532 23515	6	   	261.54	DCR|4VULN|2DMG|1DUR	19LWND|2MLV|3LEGI|4569VULN|79DMG|8RCR|9BPWR|aDUR
277	11532 23515	7	   	261.54	DCR|4VULN|2DMG|1DUR	19LWND|2MLV|3LEGI|4569VULN|79DMG|8RCR|9BPWR|aDUR
278	13226 43315	4	   	261.54	DCR|4VULN|2DMG|1DUR	19LWND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aERES
279	13226 43316	4	   	261.54	DCR|4VULN|2DMG|1DUR	19LWND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aTBNT
280	33226 43315	4	   	261.54	DCR|4VULN|2DMG|1DUR	19LHND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aERES
281	33226 43316	4	   	261.54	DCR|4VULN|2DMG|1DUR	19LHND|29DMG|3CGEN|4DUR|5689VULN|7RCR|9BPWR|aTBNT
282	13232 63216	2	   	261.36	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	19LWND|289DMG|34VULN|5DUR|69TLV|7RCR|9BPWR|aCDMG
283	13432 63216	3	   	261.36	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	19LWND|289DMG|34VULN|5DUR|69TLV|7RCR|9BPWR|aCDMG
284	33232 63216	2	   	261.36	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	19LHND|289DMG|34VULN|5DUR|69TLV|7RCR|9BPWR|aCDMG
285	33432 63216	3	   	261.36	DCR|2VULN|3DMG|2TLV|1DUR|1CDMG	19LHND|289DMG|34VULN|5DUR|69TLV|7RCR|9BPWR|aCDMG
286	33412 54332	9	   	261.14	DCR|4VULN|3DMG	18aLHND|28aDMG|358aVULN|4LEGI|6RCR|7RMIN|8aBPWR|9RCVC
287	13412 23221	9	   	260.94	DCR|4VULN|3DMG	18LWND|278DMG|3568VULN|4LEGI|8BPWR|9RCR|aBEXP
288	13412 23221	10	   	260.94	DCR|4VULN|3DMG	18LWND|278DMG|3568VULN|4LEGI|8BPWR|9RCR|aRPLT
289	13412 23223	10	   	260.94	DCR|4VULN|3DMG	18aLWND|278DMG|3568VULN|4LEGI|8BPWR|9RCR
290	13412 23223	9	   	260.94	DCR|4VULN|3DMG	18LWND|278DMG|3568VULN|4LEGI|8BPWR|9RCR|aLHND
291	13412 23224	9	   	260.94	DCR|4VULN|3DMG	18aLWND|278DMG|3568VULN|4LEGI|8BPWR|9RCR
292	13412 23225	9	   	260.94	DCR|4VULN|3DMG	18LWND|278DMG|3568VULN|4LEGI|8BPWR|9RCR|aFEWX
293	33412 13225	10	   	260.94	DCR|4VULN|3DMG	168LHND|278DMG|358aVULN|4LEGI|8BPWR|9RCR
294	62232 13631	1	   	260.35	DCR|3VULN|2DUR|2TLV|1CDMG|1ASPD	15DUR|2aTLV|346VULN|7ASPD|8RCR|9CDMG
295	33452 51332	7	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1aLHND|28DMG|35aVULN|4DUR|6RCR|7BEXP|9aASPD|aBPWR
296	33452 52332	6	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1aLHND|28DMG|35aVULN|4DUR|6RCR|7LWND|9aASPD|aBPWR
297	33452 53332	7	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1aLHND|28DMG|35aVULN|4DUR|6RCR|7LWND|9aASPD|aBPWR
298	33452 53332	6	   	260.21	DCR|3VULN|2DMG|2ASPD|1DUR	1aLHND|28DMG|35aVULN|4DUR|6RCR|7BEXP|9aASPD|aBPWR
299	33412 56232	6	   	260.11	DCR|3VULN|2DMG|2ASPD|1DUR	1aLHND|2aDMG|358VULN|4LEGI|6RCR|7DUR|9aASPD|aBPWR
300	15352 61331	8	 * 	260.10	DCR|4VULN|2CDMG|1TLV|1DUR	12LWND|25BPWR|35CDMG|4568VULN|7DUR|9RCR|aTLV
301	42111 32363	9	 * 	259.96	DCR|3VULN|2ASPD|2CDMG|2AART|1DUR	17ASPD|2RCVC|39AART|4DUR|57CDMG|67aVULN|7BPWR|8RCR
302	63522 63113	5	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	189DUR|29DMG|3aLHND|45VULN|69TLV|7RCR|9BPWR
303	13232 63115	2	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	19LWND|29DMG|34VULN|58aDUR|69TLV|7RCR|9BPWR
304	13432 63115	3	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	19LWND|29DMG|34VULN|58aDUR|69TLV|7RCR|9BPWR
305	33232 63115	2	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	19LHND|29DMG|34VULN|58aDUR|69TLV|7RCR|9BPWR
306	33432 63115	3	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	19LHND|29DMG|34VULN|58aDUR|69TLV|7RCR|9BPWR
307	63412 63113	5	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	189DUR|29DMG|35VULN|4aLHND|69TLV|7RCR|9BPWR
308	63432 63113	5	   	259.86	DCR|2VULN|3DUR|2DMG|2TLV	189DUR|29DMG|34VULN|5BEXP|69TLV|7RCR|9BPWR|aLHND
309	43231 35151	1	   	259.79	DCR|4VULN|2DUR|2ASPD	17ASPD|2LWND|3789VULN|4aRPLT|57DUR|6RCR|7BPWR
310	43231 35153	1	   	259.79	DCR|4VULN|2DUR|2ASPD	17ASPD|2LWND|3789VULN|4RPLT|57DUR|6RCR|7BPWR|aLHND
311	65121 11632	10	   	259.76	DCR|2VULN|3DUR|2DMG|2TLV|1NUKE	125DUR|28BPWR|38DMG|4NUKE|68VULN|78TLV|9LWND|aRCR
312	41326 11336	6	 * 	259.65	DCR|3VULN|3DUR|3ASPD|1SELL	158ASPD|2SELL|3LHND|468VULN|789DUR|8BPWR|aRCR
313	62233 13661	1	   	259.35	DCR|4VULN|1TLV|1DUR|1ASPD	1DUR|2TLV|3469VULN|5RCVC|7ASPD|8RCR|aLIT
