0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35121 35114	6	 * 	283.68	DCR|3VULN|2DMG|2DUR|1TLV|2LIT	17LIT|24DUR|37DMG|57aVULN|6BELT|7BPWR|8TLV|9RCR
163	43412 22314	1	 * 	257.02	DCR|2VULN|3DMG|1TLV|2CDMG	1TLV|24VULN|349DMG|4BPWR|5LIT|68CDMG|7DUST|aRCR
164	43412 52221	1	   	256.89	DCR|2VULN|3DMG|2TLV|3LIT	18TLV|24VULN|348DMG|48BPWR|589LIT|6DLOT|7RCR|aBEXP
165	43412 52222	1	 * 	256.79	DCR|2VULN|3DMG|3TLV|3LIT	18aTLV|24VULN|348DMG|48BPWR|589LIT|6DLOT|7RCR
166	31113 24414	9	   	256.44	DCR|3VULN|2DMG|1DUR|2LIT|1CDMG	19LIT|2MBVNT|39DMG|4RCVC|5DUR|6CDMG|79aVULN|8RCR|9BPWR
167	31621 24146	7	   	256.19	DCR|2VULN|3DUR|2TLV|2LIT|1CDMG	18LIT|2MBVNT|38TLV|459DUR|6CDMG|78VULN|8BPWR|aRCR
168	31621 26146	6	   	256.19	DCR|2VULN|3DUR|2TLV|2LIT|1CDMG	18LIT|2MBVNT|38TLV|459DUR|6CDMG|78VULN|8BPWR|aRCR
169	15121 26323	5	   	256.18	DCR|2VULN|3DUR|1TLV|1DMG	147DUR|2LIT|3DMG|5aVULN|6ASPD|8TLV|9RCR
170	15123 33553	10	   	256.18	DCR|2VULN|3DUR|1TLV|1DMG	145DUR|2LIT|3DMG|67VULN|8ASPD|9RCR|aTLV
171	35121 26323	5	   	256.18	DCR|2VULN|3DUR|1TLV|1DMG	1LIT|247DUR|3DMG|5aVULN|6ASPD|8TLV|9RCR
172	35123 33553	10	   	256.18	DCR|2VULN|3DUR|1TLV|1DMG	1LIT|245DUR|3DMG|67VULN|8ASPD|9RCR|aTLV
173	15511 21621	9	   	256.16	DCR|2VULN|3DUR|2TLV|1DMG	158DUR|2LIT|38TLV|4FEWX|6DMG|78VULN|8BPWR|9RCR|aBEXP
174	15511 21621	10	   	256.16	DCR|2VULN|3DUR|2TLV|1DMG	158DUR|2LIT|38TLV|4FEWX|6DMG|78VULN|8BPWR|9RCR|aBELT
175	15511 21622	10	   	256.16	DCR|2VULN|3DUR|2TLV|1DMG	158DUR|2LIT|38TLV|4FEWX|6DMG|78VULN|8BPWR|9RCR|aBEXP
176	42325 13115	5	   	256.11	DCR|4VULN|1TLV|1DMG|2LIT	1TLV|2CGEN|3DMG|4567VULN|89LIT|aRCR
177	15511 21622	9	   	256.06	DCR|2VULN|3DUR|2TLV|1DMG	158DUR|2LIT|38TLV|4FEWX|6DMG|78VULN|8BPWR|9RCR|aDLOT
178	31633 32111	4	   	256.01	DCR|4VULN|1TLV|1DMG|2LIT	15LIT|2MBVNT|3TLV|4689VULN|7DMG|aRCR
179	31653 32111	3	   	256.01	DCR|4VULN|1TLV|1DMG|2LIT	15LIT|2MBVNT|3TLV|4689VULN|7DMG|aRCR
180	43673 32111	1	   	256.01	DCR|4VULN|1TLV|1DMG|2LIT	1TLV|2689VULN|3MBVNT|45LIT|7DMG|aRCR
181	15511 21623	10	   	255.91	DCR|2VULN|3DUR|2TLV|1DMG|1SELL	158DUR|2LIT|38TLV|4FEWX|6DMG|78VULN|8BPWR|9RCR|aSELL
182	11226 23255	7	   	255.85	DCR|3VULN|3DUR|2DMG	13aDUR|2ZMB|47aVULN|5RMIN|6RPLT|8RCR|9aDMG|aBPWR
183	31144 24133	10	   	255.85	DCR|3VULN|3DMG|2LIT|1CDMG	1aLIT|2MBVNT|35aDMG|4LWND|6CDMG|78aVULN|9RCR|aBPWR
184	31144 24417	10	   	255.85	DCR|3VULN|3DMG|2LIT|1CDMG	19LIT|2MBVNT|359DMG|4LWND|6CDMG|79aVULN|8RCR|9BPWR
185	16325 11113	7	   	255.75	DCR|3VULN|3DUR|2DMG	126DUR|3aDMG|45aVULN|7MBVNT|8RCR|9aLWND|aBPWR
186	16325 11163	7	   	255.75	DCR|3VULN|3DUR|2DMG	126DUR|3aDMG|45aVULN|7MBVNT|8RCR|9aBEXP|aBPWR
187	16325 11513	9	   	255.75	DCR|3VULN|3DUR|2DMG	126DUR|3aDMG|45aVULN|7MBVNT|8aLHND|9RCR|aBPWR
188	11226 43623	9	   	255.75	DCR|3VULN|3DUR|2DMG	139DUR|2ZMB|469VULN|5RMIN|7DLOT|89DMG|9BPWR|aRCR
189	13433 44266	2	   	255.75	DCR|3VULN|3DUR|2DMG	13aDUR|2RPLT|4MBVNT|5DMSP|67aVULN|8RCR|9aDMG|aBPWR
190	13434 44266	2	   	255.75	DCR|3VULN|3DUR|2DMG	13aDUR|2RPLT|4MBVNT|5RCVC|67aVULN|8RCR|9aDMG|aBPWR
191	15123 44132	9	   	255.67	DCR|2VULN|3DUR|2DMG|2LIT|1AART	145DUR|2aLIT|3aDMG|6RPLT|7aVULN|8RCR|9AART|aBPWR
192	35123 44132	9	   	255.67	DCR|2VULN|3DUR|2DMG|2LIT|1AART	1aLIT|245DUR|3aDMG|6RPLT|7aVULN|8RCR|9AART|aBPWR
193	16325 11123	7	   	255.55	DCR|3VULN|3DUR|2DMG	126DUR|3aDMG|45aVULN|7MBVNT|8RCR|9LEGI|aBPWR
194	16325 11133	7	   	255.55	DCR|3VULN|3DUR|2DMG	126DUR|3aDMG|45aVULN|7MBVNT|8RCR|9aDUST|aBPWR
195	43624 44432	1	   	255.43	DCR|3VULN|2DMG|2TLV|1AART	19TLV|257VULN|3MBVNT|4AART|6aDMG|8RCR
196	52232 32114	6	   	255.35	DCR|2VULN|2DMG|2TLV|1DUR|1AART|1SELL	1SELL|27TLV|37VULN|47DMG|5RMIN|6AART|7BPWR|8DUR|9LIT|aRCR
197	52216 61223	6	   	255.29	DCR|3VULN|2DMG|2TLV|1AART|1SELL	1SELL|26TLV|39aVULN|4DUST|56DMG|6BPWR|7AART|8RCR
198	52145 12211	6	 * 	255.14	DCR|4VULN|3TLV|1DUR|1AART|1SELL	1SELL|257TLV|3AART|4579VULN|57BPWR|67FEWX|8DUR|aRCR
199	43624 16334	1	   	255.08	DCR|4VULN|2TLV|1DUR|1AART	17TLV|2589VULN|3MBVNT|4AART|6DUR|aRCR
200	31124 34327	4	 * 	254.92	DCR|2VULN|3DMG|3DUR	1LIT|2MBVNT|35aDMG|458DUR|5BPWR|67VULN|9RCR
201	35154 34327	3	   	254.92	DCR|2VULN|3DMG|3DUR	1LIT|258DUR|35aDMG|4MBVNT|5BPWR|67VULN|9RCR
202	31684 43144	9	   	254.89	DCR|2VULN|2DMG|2TLV|3LIT|1CDMG	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8FEWX|9CDMG|aRCR
203	31684 43341	7	   	254.89	DCR|2VULN|2DMG|2TLV|3LIT|1CDMG	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8RCR|9RCVC|aCDMG
204	31684 43514	9	   	254.79	DCR|2VULN|2DMG|2TLV|3LIT|1CDMG	147LIT|2MBVNT|34TLV|47BPWR|57DMG|67VULN|8CDMG|9DUST|aRCR
205	33542 15311	5	   	254.59	DCR|4VULN|2DMG|1CDMG	1LIT|2RPLT|3579VULN|46DMG|8CDMG|aRCR
206	31623 23535	10	   	254.53	DCR|2VULN|3DUR|1TLV|1DMG|2LIT	18LIT|2MBVNT|3TLV|48aDUR|5LHND|6DMG|78VULN|8BPWR|9RCR
207	43412 43232	1	   	254.50	DCR|3VULN|2DMG|1TLV	1TLV|24aVULN|34DMG|4BPWR|5LIT|6RPLT|7RCR|8ASPD|9RMIN
208	43121 15633	1	 * 	254.49	DCR|3VULN|2TLV|3CDMG|1DMG	18TLV|268VULN|3MLV|4DMG|589CDMG|7RCR|8BPWR|aLHND
209	33542 23334	10	   	254.40	DCR|3VULN|2DMG|1TLV	1LIT|2RPLT|357VULN|48DMG|6TLV|9ASPD|aRCR
210	43121 15632	1	   	254.39	DCR|3VULN|2TLV|3CDMG|1DMG	18TLV|268VULN|3MLV|4DMG|589CDMG|7RCR|8BPWR|aBBNT
211	16321 15143	3	   	254.27	DCR|2VULN|3DUR|2DMG|1CDMG|1AART	129DUR|39DMG|4DUST|5CDMG|69VULN|7BBNT|8AART|9BPWR|aRCR
212	43121 15631	1	   	254.24	DCR|3VULN|2TLV|3CDMG|1DMG|1SELL	18TLV|268VULN|3MLV|4DMG|589CDMG|7RCR|8BPWR|aSELL
213	43412 52311	1	   	254.18	DCR|3VULN|2DMG|2TLV	19TLV|24aVULN|34DMG|4BPWR|5LIT|6DLOT|7RCR|8RMIN
214	31644 43353	8	   	254.10	DCR|2VULN|2DMG|2TLV|2LIT|1AART	17LIT|2MBVNT|34TLV|57DMG|67VULN|7BPWR|8RCR|9AART|aASPD
215	15121 34115	5	   	254.09	DCR|4VULN|2DUR|1DMG	14DUR|2LIT|3DMG|5689VULN|7ERES|aRCR
216	35121 34115	5	   	254.09	DCR|4VULN|2DUR|1DMG	1LIT|24DUR|3DMG|5689VULN|7ERES|aRCR
217	31526 24384	5	   	254.00	DCR|4VULN|3DUR|2LIT	19LIT|2MBVNT|3ZMB|489DUR|5679VULN|9BPWR|aRCR
218	31526 34384	6	   	254.00	DCR|4VULN|3DUR|2LIT	19LIT|2MBVNT|3ZMB|489DUR|5679VULN|9BPWR|aRCR
219	31527 24384	4	   	254.00	DCR|4VULN|3DUR|2LIT	19LIT|2MBVNT|3ZMB|489DUR|5679VULN|9BPWR|aRCR
220	31426 24384	5	   	254.00	DCR|4VULN|3DUR|2LIT	19LIT|2MBVNT|3RMIN|489DUR|5679VULN|9BPWR|aRCR
221	31426 34384	6	   	254.00	DCR|4VULN|3DUR|2LIT	19LIT|2MBVNT|3RMIN|489DUR|5679VULN|9BPWR|aRCR
222	31427 24384	4	   	254.00	DCR|4VULN|3DUR|2LIT	19LIT|2MBVNT|3RMIN|489DUR|5679VULN|9BPWR|aRCR
223	43413 23384	1	   	253.94	DCR|3VULN|2DMG|1TLV|1DUR	1TLV|248VULN|34DMG|4BPWR|5MBVNT|6DUR|7DUST|9LHND|aRCR
224	14521 31313	4	   	253.79	DCR|2VULN|2DMG|2DUR|1TLV|1AART	1aDUR|2aCGEN|3TLV|4AART|58VULN|6RCR|7BELT|9aDMG|aBPWR
225	31681 44481	8	   	253.79	DCR|4VULN|2TLV|2LIT|1AART	14LIT|2MBVNT|34TLV|4BPWR|579aVULN|6AART|8RCR
226	31126 25417	10	   	253.72	DCR|2VULN|3DMG|2CDMG|1DUR|2LIT	19LIT|2MBVNT|369DMG|4DUR|5aVULN|79CDMG|8RCR|9BPWR
