0	Index      	 *	Score 	Summary	Detail	
1	52115 31352	 * 	204.26	DCR|2VULN|2DMG|2ASPD|1ZMB	1FEWX|29DMG|3CGEN|4LHND|59VULN|6AELBLL|7RCR|89ASPD|9BPWR|aZMB
158	13561 22125	   	183.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	14MLV|2AAC|3RCVC|58VULN|6RCR|7ASPD|9CDMG|aDMG
159	33521 22125	   	183.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1AME|2AAC|3RCVC|4DMSP|58VULN|6RCR|7ASPD|9CDMG|aDMG
160	52325 23321	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3AELBLL|4CDMG|5VULN|6RCR|7DUST|8TLV|9AART|aASPD
161	52326 24321	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1FEWX|2DMG|3AELBLL|4CDMG|5DUST|6RCR|7AAC|8VULN|9AART|aASPD
162	66132 23116	 * 	183.32	DCR|4VULN|1AART|1AAC	1RCVC|2ERES|35MLV|458aVULN|5BPWR|6AAC|7RCR|9AART
163	35332 23323	   	183.27	DCR|3VULN|1MDPS|2ASPD|1AAC	129AME|259BPWR|35ERES|459VULN|6AAC|7RCR|89ASPD|aMDPS
164	52623 31123	   	183.01	DCR|2DMG|1AART|2CDMG|1ASPD	1FEWX|2aDMG|3ASPD|4MLV|5aLWND|6CGEN|7RCR|8aCDMG|9AART|aBPWR
165	52623 41123	   	183.01	DCR|2DMG|1AART|2CDMG|1ASPD	1FEWX|2aDMG|3ASPD|4MLV|5aLWND|6AME|7RCR|8aCDMG|9AART|aBPWR
166	13532 31253	 * 	182.97	DCR|2VULN|1MDPS|2ASPD|1AART|1AAC	1MLV|2AAC|3RCVC|46VULN|5MDPS|7RCR|8AART|9aASPD
167	52633 31531	 * 	182.97	3VULN|3DMG|2ASPD|1AART|1DUR	19FEWX|259DMG|35ASPD|4AART|59BPWR|6LIT|789VULN|aDUR
168	16215 23183	   	182.91	DCR|2DMG|1AART|2CDMG|1ASPD	1aMLV|2LWND|3MBVNT|4AART|5aDMG|6CGEN|7RCR|8ASPD|9aCDMG|aBPWR
169	36215 23183	   	182.91	DCR|2DMG|1AART|2CDMG|1ASPD	1aAME|2LWND|3MBVNT|4AART|5aDMG|6CGEN|7RCR|8ASPD|9aCDMG|aBPWR
170	52611 31123	   	182.81	DCR|2DMG|1AART|2CDMG|1ASPD	1FEWX|2aDMG|3ASPD|4LHND|5aTLV|6CGEN|7RCR|8aCDMG|9AART|aBPWR
171	52611 41123	   	182.81	DCR|2DMG|1AART|2CDMG|1ASPD	1FEWX|2aDMG|3ASPD|4LHND|5aTLV|6AME|7RCR|8aCDMG|9AART|aBPWR
172	36215 23423	 * 	182.81	DCR|2DMG|1AART|1VULN|1NUKE	1AME|2LWND|3MBVNT|4AART|59DMG|6CGEN|7RCR|8VULN|aNUKE
173	35332 13323	   	182.66	DCR|2VULN|2ASPD|1CDMG|1ZMB	129AME|259BPWR|359ERES|45VULN|6ZMB|7RCR|89ASPD|aCDMG
174	64161 22132	   	182.21	DCR|2VULN|2ASPD|1DMG	1RCVC|2DMG|34MLV|58VULN|6RCR|7aASPD|9ERES
175	61421 22362	 * 	182.11	DCR|2VULN|2ASPD|1DMG|1NUKE	1RCVC|2NUKE|3ERES|4DMSP|59VULN|6RCR|7aASPD|8DMG
176	64422 22222	   	182.03	ACR|2VULN|2DMG|2ASPD|1ZMB	1RCVC|29DMG|39ASPD|4RCR|5RMIN|6DUST|7LWND|89VULN|9BPWR|aZMB
177	64422 31222	   	182.03	ACR|2VULN|2DMG|2ASPD|1ZMB	1RCVC|29DMG|39ASPD|4RCR|5RMIN|6FEWX|7DUST|89VULN|9BPWR|aZMB
178	35332 13113	   	181.95	DCR|3VULN|1AART|1ZMB|1DUR	12AME|25BPWR|35ERES|458VULN|6ZMB|7RCR|9AART|aDUR
179	12514 53222	   	181.91	DCR|2DMG|1VULN|1ASPD|1ZMB|1SPLREG	17MLV|2ZMB|3RCVC|47DMG|57LHND|6RCR|7BPWR|8ASPD|9SPLREG|aVULN
180	32514 53222	   	181.91	DCR|2DMG|1VULN|1ASPD|1ZMB|1SPLREG	17AME|2ZMB|3RCVC|47DMG|57LHND|6RCR|7BPWR|8ASPD|9SPLREG|aVULN
181	53434 31111	   	181.89	DCR|2VULN|1AART|1ASPD|1CDMG	1FEWX|2LWND|35VULN|4ASPD|6CGEN|7RCR|8CDMG|9LHND|aAART
182	36215 37421	   	181.78	DCR|2DMG|2ASPD|1AART|1ZMB	17AME|2LWND|3MBVNT|4AART|57DMG|67ASPD|7BPWR|8RCR|9LHND|aZMB
183	62113 26433	   	181.70	DCR|2ASPD|1VULN|1AART|1DMG	1RCVC|2RMIN|3AME|4DMG|5BELT|6AART|7aASPD|8RCR|9VULN
184	36215 37431	   	181.68	DCR|2DMG|2ASPD|1AART|1ZMB	17AME|2LWND|3MBVNT|4AART|57DMG|67ASPD|7BPWR|8RCR|9DUST|aZMB
185	52626 31333	   	181.65	DCR|2DMG|2ASPD|1VULN|1DUR	1FEWX|28DMG|3aASPD|4MLV|5DUR|6CGEN|7RCR|9VULN
186	16211 63743	   	181.61	DCR|2VULN|2AART|1ASPD	1MLV|2LWND|3MBVNT|49AART|58VULN|6FEWX|7RCR|aASPD
187	36211 63743	 * 	181.61	DCR|2VULN|2AART|1DMG	1AME|2LWND|3MBVNT|49AART|58VULN|6FEWX|7RCR|aDMG
188	52136 26133	   	181.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3CGEN|4AART|5LHND|6LIT|7RCR|8ASPD|9CDMG|aVULN
189	11115 24261	   	181.51	DCR|2VULN|2DMG|1ASPD|1AAC	13aMLV|23ERES|3aBPWR|4aDMG|5AAC|6RCR|7CGEN|8ASPD|9aVULN
190	31115 24261	   	181.51	DCR|2VULN|2DMG|1ASPD|1AAC	13aAME|23ERES|3aBPWR|4aDMG|5AAC|6RCR|7CGEN|8ASPD|9aVULN
191	52345 31121	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1FEWX|2DMG|3AELBLL|4VULN|5AAC|6DUST|7RCR|8CDMG|9AART|aASPD
192	64421 31332	   	181.36	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|3ASPD|4RCR|5AART|689LIT|79VULN|9BPWR|aMLV
193	64421 31333	   	181.36	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|3ASPD|4RCR|5AART|689LIT|79VULN|9BPWR|aRMIN
194	64421 32232	   	181.36	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|3ASPD|4RCR|5AART|69LIT|7DMSP|89VULN|9BPWR|aLHND
195	64421 32233	   	181.36	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|3ASPD|4RCR|5AART|69LIT|7DMSP|89VULN|9BPWR|aRPLT
196	36215 23463	 * 	181.29	DCR|2AART|1VULN|1DMG|1NUKE	1AME|2LWND|3MBVNT|49AART|5DMG|6CGEN|7RCR|8VULN|aNUKE
197	52323 46122	   	181.28	DCR|3DMG|1VULN|1CDMG|1DUR	1FEWX|257DMG|3AELBLL|4CDMG|6RCR|8VULN|9LHND|aDUR
198	64421 31331	   	181.26	ACR|2VULN|2DMG|1AART|1ASPD	1RCVC|29DMG|3ASPD|4RCR|5AART|689LIT|79VULN|9BPWR|aERES
199	62111 53251	   	181.15	DCR|3DMG|1VULN|1ASPD	1RCVC|2RMIN|37AME|479DMG|57BEXP|6RCR|7BPWR|8ASPD|aVULN
200	35132 23326	   	181.05	DCR|3VULN|2ASPD|1AAC|1SPLREG	129AME|259BPWR|35MLV|459VULN|6AAC|7RCR|89ASPD|aSPLREG
201	61111 53251	 * 	181.05	DCR|3DMG|1VULN|1ASPD|1NUKE	1RCVC|2NUKE|37AME|479DMG|57BEXP|6RCR|7BPWR|8ASPD|aVULN
202	13532 31325	 * 	181.01	DCR|2VULN|2AART|1MDPS|1CDMG|1AAC	1MLV|2AAC|3RCVC|46VULN|5MDPS|7RCR|8CDMG|9aAART
203	52323 44312	   	180.99	DCR|2DMG|1VULN|1AART|1CDMG	1FEWX|25DMG|3AELBLL|4CDMG|6RCR|7BEXP|8VULN|9DUST|aAART
204	35332 23326	   	180.85	DCR|3VULN|2ASPD|1AAC|1SPLREG	129AME|259BPWR|35ERES|459VULN|6AAC|7RCR|89ASPD|aSPLREG
205	32532 61253	   	180.84	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1ZMB	1AME|2ZMB|36RCVC|4VULN|5MDPS|7RCR|8AART|9ASPD|aNUKE
206	52632 21215	   	180.81	DCR|2DMG|1VULN|1AART|1ASPD	1FEWX|2aDMG|3ASPD|4AART|5DUST|6LIT|7LHND|8RCR|9VULN
207	36215 37444	 * 	180.60	DCR|2DMG|1MDPS|2ASPD|1AART|1DUR	17AME|2LWND|3MBVNT|4AART|57DMG|67ASPD|7BPWR|8RCR|9DUR|aMDPS
208	35332 13112	   	180.58	DCR|3VULN|1AART|1ZMB|1SPLREG	12AME|25BPWR|35ERES|458VULN|6ZMB|7RCR|9AART|aSPLREG
209	12415 31361	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4LHND|56VULN|7RCR|8CDMG|9FEWX|aAART
210	12465 31311	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4FEWX|56VULN|7RCR|8CDMG|9LHND|aAART
211	12465 31322	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4FEWX|56VULN|7RCR|8CDMG|9AART|aLIT
212	12465 31323	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3DUR|4FEWX|56VULN|7RCR|8CDMG|9AART|aCGEN
213	12615 31321	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4LHND|56VULN|7RCR|8CDMG|9DUR|aAART
214	12635 31311	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8CDMG|9LHND|aAART
215	12635 31322	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8CDMG|9AART|aLIT
216	12635 31323	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8CDMG|9AART|aCGEN
217	12635 31326	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8CDMG|9AART|aBEXP
218	53414 31321	   	180.46	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1FEWX|2LWND|35VULN|4ZMB|6CGEN|7RCR|8CDMG|9DUR|aAART
219	12151 16253	   	180.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3MSLREG|4LWND|59VULN|6DUR|7RCR|8AART|aCDMG
220	12635 31324	   	180.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8CDMG|9AART|aERES
221	32151 16253	   	180.36	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AME|2ZMB|3MSLREG|4LWND|59VULN|6DUR|7RCR|8AART|aCDMG
222	13516 23623	 * 	180.31	DCR|3DMG|2VULN|1AAC	19MLV|2AAC|3RCVC|47aDMG|59TLV|6RCR|89VULN|9BPWR
223	33516 23623	   	180.31	DCR|3DMG|2VULN|1AAC	19AME|2AAC|3RCVC|47aDMG|59TLV|6RCR|89VULN|9BPWR
224	12635 31225	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8aAART|9AELBLL
225	12161 16253	   	180.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3MSLREG|4DUST|59VULN|6DUR|7RCR|8AART|aCDMG
226	32161 16253	   	180.26	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AME|2ZMB|3MSLREG|4DUST|59VULN|6DUR|7RCR|8AART|aCDMG
227	35115 23622	 * 	180.24	DCR|3DMG|2VULN|2AAC	129AME|29BPWR|3MLV|479DMG|5aAAC|6RCR|89VULN
228	13511 53251	 * 	180.19	DCR|3DMG|1VULN|1ASPD|1AAC	17MLV|2AAC|3RCVC|479DMG|57BEXP|6RCR|7BPWR|8ASPD|aVULN
229	33511 53251	   	180.19	DCR|3DMG|1VULN|1ASPD|1AAC	17AME|2AAC|3RCVC|479DMG|57BEXP|6RCR|7BPWR|8ASPD|aVULN
230	52323 42243	 * 	180.18	DCR|1SPLARM|3DMG|1VULN|1CDMG	1FEWX|258DMG|3AELBLL|4CDMG|6RCR|7VENFST|9SPLARM|aVULN
231	52325 25132	   	180.17	DCR|2VULN|1ASPD|1DMG|1CDMG	1FEWX|2DMG|3AELBLL|4CDMG|58VULN|6RCR|7LHND|9LIT|aASPD
232	32431 26113	   	180.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AME|2ZMB|3DUR|4AART|5FEWX|6LIT|7RCR|8ASPD|9VULN|aCDMG
233	32431 26133	   	180.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AME|2ZMB|3DUR|4AART|5FEWX|6LIT|7RCR|8ASPD|9CDMG|aVULN
234	32433 26113	   	180.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AME|2ZMB|3DUR|4AART|5BEXP|6LIT|7RCR|8ASPD|9VULN|aCDMG
235	32465 21321	   	180.15	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	16AME|2ZMB|3DUR|4FEWX|5VULN|7RCR|8CDMG|9AART|aASPD
236	15215 23622	   	180.14	DCR|3DMG|2VULN|2AAC	129MLV|29BPWR|3TLV|479DMG|5aAAC|6RCR|89VULN
237	52325 22363	   	180.07	DCR|2VULN|1ASPD|1DMG|1CDMG|1MSE	1FEWX|2DMG|3AELBLL|4CDMG|58VULN|6RCR|7CGEN|9ASPD|aMSE
238	16215 31451	 * 	180.07	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1MLV|2LWND|3MBVNT|47AART|5DMG|6ASPD|8RCR|9CDMG|aDUR
239	36215 31451	   	180.07	DCR|2AART|1ASPD|1DMG|1CDMG|1DUR	1AME|2LWND|3MBVNT|47AART|5DMG|6ASPD|8RCR|9CDMG|aDUR
240	32432 26113	   	180.05	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AME|2ZMB|3DUR|4AART|5DUST|6LIT|7RCR|8ASPD|9VULN|aCDMG
241	12635 31125	   	180.05	DCR|2VULN|2AART|1ZMB|1DUR|1SELL	1MLV|2ZMB|3FEWX|4DUR|56VULN|7RCR|8SELL|9aAART
242	66132 23125	 * 	180.01	DCR|3VULN|1DMG|1CDMG|1AAC	1RCVC|2ERES|35MLV|458VULN|5BPWR|6AAC|7RCR|9CDMG|aDMG
243	52325 24333	   	179.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	1FEWX|2DMG|3AELBLL|4CDMG|58VULN|6RCR|7AAC|9ASPD|aMSE
244	61421 22113	   	179.91	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1RCVC|2NUKE|3ERES|4DMSP|58VULN|6RCR|7ASPD|9AART|aDUR
245	52222 62135	   	179.88	DCR|2DMG|2ASPD|1VULN|1ZMB	1FEWX|2aDMG|3RPLT|4LHND|5VULN|6aCGEN|7ZMB|8aASPD|9RCR|aBPWR
246	52232 62135	   	179.88	DCR|2DMG|2ASPD|1VULN|1ZMB	1FEWX|2aDMG|3RPLT|4BEXP|5VULN|6aCGEN|7ZMB|8aASPD|9RCR|aBPWR
247	61436 22113	   	179.81	DCR|2VULN|1AART|1ASPD|1NUKE|1DUR	1RCVC|2NUKE|35ERES|48VULN|6RCR|7ASPD|9AART|aDUR
248	13615 31253	   	179.76	DCR|2VULN|2ASPD|1AART|1AAC	1MLV|2AAC|3FEWX|4LHND|56VULN|7RCR|8AART|9aASPD
249	62131 55233	 * 	179.72	DCR|1MDPS|1VULN|1AART|1DMG|1NUKE|1ZMB	1RCVC|2RMIN|3AME|4VULN|5AART|6DMG|7RCR|8ZMB|9MDPS|aNUKE
250	52136 23114	   	179.70	DCR|2VULN|1AART|1ASPD|1DMG	1FEWX|2DMG|3CGEN|4AART|5LHND|6LIT|79VULN|8ASPD|aRCR
251	35132 23124	   	179.66	DCR|3VULN|1AART|1CDMG|1AAC	12AME|25BPWR|35MLV|458VULN|6AAC|7RCR|9CDMG|aAART
252	36215 37442	   	179.65	DCR|2DMG|2ASPD|1AART|1DUR	17AME|2LWND|3MBVNT|4AART|57DMG|67ASPD|7BPWR|8RCR|9DUR|aTLV
253	52626 33333	   	179.65	DCR|2DMG|2ASPD|1VULN|1DUR	1FEWX|27DMG|3aASPD|4MLV|5DUR|6CGEN|8RCR|9VULN
254	13533 26325	   	179.63	DCR|3VULN|2ASPD|1AAC|1DUR	19MLV|2AAC|3RCVC|479VULN|5CGEN|6DUR|89ASPD|9BPWR|aRCR
255	33533 26325	   	179.63	DCR|3VULN|2ASPD|1AAC|1DUR	19AME|2AAC|3RCVC|479VULN|5CGEN|6DUR|89ASPD|9BPWR|aRCR
256	52612 32421	   	179.51	DCR|2VULN|2DMG|1ASPD	1FEWX|29DMG|3ASPD|48LHND|5BEXP|6aVULN|7RCR
257	52326 22325	 * 	179.48	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2DMG|3AELBLL|4CDMG|5DUST|6RCR|7CGEN|8VULN|9aAART
258	12531 33235	   	179.46	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3RCVC|4VULN|5AART|6CDMG|7DUR|8RMIN|9RCR|aASPD
259	32531 33235	   	179.46	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AME|2ZMB|3RCVC|4VULN|5AART|6CDMG|7DUR|8RMIN|9RCR|aASPD
260	35332 23124	   	179.46	DCR|3VULN|1AART|1CDMG|1AAC	12AME|25BPWR|35ERES|458VULN|6AAC|7RCR|9CDMG|aAART
261	61121 22352	 * 	179.41	DCR|2DMG|2ASPD|1VULN|1NUKE	1RCVC|2NUKE|3AME|4DMSP|5VULN|6RCR|7aASPD|89DMG
262	64161 22332	   	179.41	DCR|2DMG|2ASPD|1VULN	1RCVC|28DMG|34MLV|5VULN|6RCR|7aASPD|9ERES
263	52613 32421	   	179.41	DCR|2VULN|2DMG|1ASPD	1FEWX|29DMG|3ASPD|48LHND|5DUST|6aVULN|7RCR
264	16211 63744	 * 	179.38	DCR|3VULN|2AART	1MLV|2LWND|3MBVNT|49AART|58aVULN|6FEWX|7RCR
265	52325 23325	   	179.38	DCR|2AART|1VULN|1DMG|1CDMG	1FEWX|2DMG|3AELBLL|4CDMG|5VULN|6RCR|7DUST|8TLV|9aAART
266	12531 33135	   	179.36	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3RCVC|4VULN|5AART|6CDMG|7DUR|8TLV|9RCR|aASPD
267	32531 33135	   	179.36	DCR|1VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	1AME|2ZMB|3RCVC|4VULN|5AART|6CDMG|7DUR|8TLV|9RCR|aASPD
268	61421 22352	   	179.31	DCR|2DMG|2ASPD|1VULN|1NUKE	1RCVC|2NUKE|3ERES|4DMSP|5VULN|6RCR|7aASPD|89DMG
269	16215 31417	 * 	179.29	DCR|2AART|1VULN|1ASPD|1DMG	1MLV|29LWND|3MBVNT|47AART|5DMG|6ASPD|8RCR|aVULN
270	35132 23116	   	179.26	DCR|4VULN|1AART|1AAC	12AME|25BPWR|35MLV|458aVULN|6AAC|7RCR|9AART
271	12532 31223	 * 	179.18	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8AART|9AELBLL|aDMG
272	12532 31251	   	179.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8AART|9ASPD|aRPLT
273	12532 31252	   	179.18	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8AART|9ASPD|aAME
274	12555 31223	   	179.18	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB	1MLV|2ZMB|3RCVC|4MDPS|56VULN|7RCR|8AART|9AELBLL|aDMG
275	12532 31213	   	179.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8AART|9TLV|aASPD
276	12532 31233	   	179.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8AART|9ERES|aASPD
277	12532 31254	   	179.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8AART|9ASPD|aBASFIG
278	12532 31255	   	179.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8AART|9ASPD|aERES
279	12555 31213	   	179.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|4MDPS|56VULN|7RCR|8AART|9TLV|aASPD
280	12555 31233	   	179.08	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB	1MLV|2ZMB|3RCVC|4MDPS|56VULN|7RCR|8AART|9ERES|aASPD
281	35332 23116	   	179.06	DCR|4VULN|1AART|1AAC	12AME|25BPWR|35ERES|458aVULN|6AAC|7RCR|9AART
282	64121 53233	 * 	179.04	DCR|2DMG|1VULN|1ASPD|2ZMB	1RCVC|27DMG|3MLV|47ZMB|57BEXP|6RCR|7BPWR|8ASPD|9CGEN|aVULN
283	12533 33116	   	179.02	DCR|3VULN|1AART|1ZMB	1MLV|2ZMB|36RCVC|48aVULN|5CGEN|7RCR|9AART
284	32533 33116	   	179.02	DCR|3VULN|1AART|1ZMB	1AME|2ZMB|36RCVC|48aVULN|5CGEN|7RCR|9AART
285	12532 31121	   	178.94	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1SELL	1MLV|2ZMB|3RCVC|46VULN|5MDPS|7RCR|8SELL|9AART|aASPD
286	12555 31121	   	178.94	DCR|2VULN|1MDPS|1AART|1ASPD|1ZMB|1SELL	1MLV|2ZMB|3RCVC|4MDPS|56VULN|7RCR|8SELL|9AART|aASPD
287	32532 21253	   	178.86	DCR|1MDPS|1VULN|1AART|1ASPD|1NUKE|1ZMB	16AME|2ZMB|3RCVC|4VULN|5MDPS|7RCR|8AART|9ASPD|aNUKE
288	12511 53141	   	178.69	DCR|2DMG|1VULN|1AART|1ZMB	17MLV|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8VULN|9AART|aRMIN
289	12511 53143	   	178.69	DCR|2DMG|1VULN|1AART|1ZMB	17MLV|2ZMB|3RCVC|47DMG|57aBEXP|6RCR|7BPWR|8VULN|9AART
290	32511 53141	   	178.69	DCR|2DMG|1VULN|1AART|1ZMB	17AME|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8VULN|9AART|aRMIN
291	32511 53143	   	178.69	DCR|2DMG|1VULN|1AART|1ZMB	17AME|2ZMB|3RCVC|47DMG|57aBEXP|6RCR|7BPWR|8VULN|9AART
292	66132 13126	   	178.68	DCR|3VULN|1CDMG|1ZMB|1DUR	1RCVC|2ERES|35MLV|458VULN|5BPWR|6ZMB|7RCR|9CDMG|aDUR
293	12511 53142	   	178.59	DCR|2DMG|1VULN|1AART|1ZMB|1MSE	17MLV|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8VULN|9AART|aMSE
294	32511 53142	   	178.59	DCR|2DMG|1VULN|1AART|1ZMB|1MSE	17AME|2ZMB|3RCVC|47DMG|57BEXP|6RCR|7BPWR|8VULN|9AART|aMSE
295	13521 22352	 * 	178.56	DCR|2DMG|2ASPD|1VULN|1AAC	1MLV|2AAC|3RCVC|4DMSP|5VULN|6RCR|7aASPD|89DMG
296	13561 22352	   	178.56	DCR|2DMG|2ASPD|1VULN|1AAC	14MLV|2AAC|3RCVC|5VULN|6RCR|7aASPD|89DMG
297	33521 22352	   	178.56	DCR|2DMG|2ASPD|1VULN|1AAC	1AME|2AAC|3RCVC|4DMSP|5VULN|6RCR|7aASPD|89DMG
298	11132 22521	 * 	178.56	DCR|1SPLARM|2VULN|1AART|1CDMG|1DUR	13MLV|235ERES|35BPWR|45VULN|6SPLARM|7AART|8CDMG|9DUR|aRCR
299	35132 14323	   	178.45	DCR|3VULN|2ASPD|1ZMB	129AME|259BPWR|35MLV|459VULN|6ZMB|7DUST|89ASPD|aRCR
300	15232 14323	   	178.25	DCR|3VULN|2ASPD|1ZMB	129MLV|259BPWR|35TLV|459VULN|6ZMB|7DUST|89ASPD|aRCR
301	35332 14323	   	178.25	DCR|3VULN|2ASPD|1ZMB	129AME|259BPWR|35ERES|459VULN|6ZMB|7DUST|89ASPD|aRCR
302	35632 14323	   	178.25	DCR|3VULN|2ASPD|1ZMB	129AME|259BPWR|35TLV|459VULN|6ZMB|7DUST|89ASPD|aRCR
303	12531 43241	   	178.20	DCR|3VULN|1AART|1ZMB	1MLV|2ZMB|38RCVC|49aVULN|5AART|6BELT|7RCR
304	32531 43241	   	178.20	DCR|3VULN|1AART|1ZMB	1AME|2ZMB|38RCVC|49aVULN|5AART|6BELT|7RCR
305	64123 23432	   	178.14	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|3MLV|4ZMB|5BELT|6AART|7RMIN|8RCR|9aVULN
306	66132 23323	   	178.08	DCR|3VULN|2ASPD|1AAC	1RCVC|29ERES|35MLV|459VULN|59BPWR|6AAC|7RCR|89ASPD|aFEWX
307	66132 23324	   	178.08	DCR|3VULN|2ASPD|1AAC	1RCVC|29ERES|35MLV|459VULN|59BPWR|6AAC|7RCR|89ASPD|aLWND
308	16215 31443	   	178.04	DCR|2AART|2ASPD|1DMG|1DUR	1MLV|2LWND|3MBVNT|47AART|5DMG|6aASPD|8RCR|9DUR
309	36215 31443	   	178.04	DCR|2AART|2ASPD|1DMG|1DUR	1AME|2LWND|3MBVNT|47AART|5DMG|6aASPD|8RCR|9DUR
310	64323 22432	   	178.04	DCR|2VULN|1AART|1DMG|1ZMB	1RCVC|2DMG|3ERES|4ZMB|5BELT|6AART|7RMIN|8RCR|9aVULN
311	66132 23321	   	177.98	DCR|3VULN|2ASPD|1AAC	1RCVC|29ERES|35MLV|459VULN|59BPWR|6AAC|7RCR|89ASPD|aDUST
312	66132 23326	   	177.98	DCR|3VULN|2ASPD|1AAC	1RCVC|29ERES|35MLV|459VULN|59BPWR|6AAC|7RCR|89ASPD|aMBVNT
313	16334 31253	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2LWND|3LHND|4BEXP|5aVULN|6RCR|7DMG|8ZMB|9AART
314	36334 31253	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	1AME|2LWND|3LHND|4BEXP|5aVULN|6RCR|7DMG|8ZMB|9AART
