0	Index      	 *	Score 	Summary	Detail	
1	32622 11535	 * 	205.51	DCR|2VULN|2AART|1ASPD|1NUKE	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|89VULN|aNUKE
160	24152 21234	   	181.62	DCR|3DMG|1AART|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|469DMG|5AART|7RCR|8ASPD|aAME
161	24152 21235	   	181.62	DCR|3DMG|1AART|1ASPD|1AAC|1RMIN	1LIT|2RMIN|3AAC|469DMG|5AART|7RCR|8ASPD|aDMSP
162	33516 32153	   	181.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|8VULN|9CGEN|aCDMG
163	32616 23322	   	181.53	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DUR|7RCR|8RMIN|9VULN|aDMG
164	12355 32341	 * 	181.48	DCR|3DMG|3CDMG|1ASPD	167DUST|2RCVC|357CDMG|457DMG|57BPWR|8ASPD|9RCR|aAELBLL
165	12355 32342	   	181.48	DCR|3DMG|3CDMG|1ASPD	167DUST|2RCVC|357CDMG|457DMG|57BPWR|8ASPD|9RCR|aMLV
166	62242 33631	 * 	181.46	DCR|3VULN|2ASPD|2DUR	1BELT|2LHND|37ASPD|45DUR|689VULN|aRCR
167	34622 11311	   	181.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2DMSP|3ASPD|4LIT|56AART|7RCR|8LHND|9DMG|aVULN
168	34622 11511	   	181.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2DMSP|3ASPD|4LIT|56AART|7RCR|8VULN|9DMG|aAELBLL
169	34622 11513	   	181.39	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2DMSP|3ASPD|4LIT|56AART|7RCR|8VULN|9DMG|aCGEN
170	12355 32343	   	181.38	DCR|3DMG|3CDMG|1ASPD	167DUST|2RCVC|357CDMG|457DMG|57BPWR|8ASPD|9RCR|aTLV
171	45531 33222	   	181.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2CDMG|3AART|4BEXP|5RPLT|6TLV|7RCR|8ASPD|9VULN|aDMG
172	32622 11561	   	181.32	DCR|2AART|1VULN|1ASPD|1CDMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8VULN|9CDMG|aMLV
173	32622 11562	   	181.32	DCR|2AART|1VULN|1ASPD|1CDMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8VULN|9CDMG|aCGEN
174	32622 11563	   	181.32	DCR|2AART|1VULN|1ASPD|1CDMG	1aFEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8VULN|9CDMG
175	34622 11512	   	181.29	DCR|2AART|1VULN|1ASPD|1DMG	1FEWX|2DMSP|3ASPD|4LIT|56AART|7RCR|8VULN|9DMG|aDUST
176	62251 16131	 * 	181.29	DCR|2AART|1MDPS|1VULN|1ASPD|1DMG	1BELT|2LHND|3ASPD|46AART|5MDPS|7RCR|8VULN|9BEXP|aDMG
177	46213 63243	   	181.13	DCR|2VULN|2DMG|1AART	19ERES|2MBVNT|39DMG|4AME|5LWND|69VULN|7AART|8RCR|9BPWR|aLHND
178	46214 63243	   	181.13	DCR|2VULN|2DMG|1AART	19ERES|2MBVNT|39DMG|4AME|5aLHND|69VULN|7AART|8RCR|9BPWR
179	46213 63242	   	181.03	DCR|2VULN|2DMG|1AART	19aERES|2MBVNT|39DMG|4AME|5LWND|69VULN|7AART|8RCR|9BPWR
180	46213 63244	   	181.03	DCR|2VULN|2DMG|1AART	19ERES|2MBVNT|39DMG|4AME|5LWND|69VULN|7AART|8RCR|9BPWR|aDUST
181	46214 63242	   	181.03	DCR|2VULN|2DMG|1AART	19aERES|2MBVNT|39DMG|4AME|5LHND|69VULN|7AART|8RCR|9BPWR
182	33546 32133	   	180.57	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1FEWX|2MLV|3ASPD|4RMIN|5AART|6DMG|7RCR|8VULN|9DUR|aRPLT
183	33546 23122	   	180.47	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1FEWX|2MLV|3ASPD|4RMIN|5AART|6DUR|7RCR|8TLV|9VULN|aDMG
184	33546 32131	   	180.47	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1FEWX|2MLV|3ASPD|4RMIN|5AART|6DMG|7RCR|8VULN|9DUR|aDUST
185	31546 23122	   	180.37	DCR|1VULN|1AART|1DMG|1ASPD|1DUR|1RMIN	1FEWX|2ERES|3ASPD|4RMIN|5AART|6DUR|7RCR|8TLV|9VULN|aDMG
186	32616 32115	   	180.12	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1FEWX|29RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8VULN|aZMB
187	46246 32334	 * 	180.12	DCR|2DMG|1AART|1ASPD|1CDMG|1RMIN	1ERES|2MBVNT|3aDMG|4RMIN|5ASPD|6CDMG|7LWND|8RCR|9AART
188	24152 21351	   	180.02	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1RMIN	1LIT|2RMIN|3AAC|46DMG|5AART|7RCR|8LWND|9ZMB|aVULN
189	12352 62235	 * 	179.98	DCR|2VULN|1ASPD|1DMG|1CDMG	1DUST|2RCVC|3CDMG|4DMG|5ASPD|6BELT|7RMIN|89VULN|aRCR
190	61251 16112	   	179.96	DCR|2VULN|1MDPS|2ASPD|1AART	1BELT|29BEXP|39ASPD|4AART|5MDPS|6DMSP|7RCR|89VULN|9BPWR|aLHND
191	61251 16113	   	179.96	DCR|2VULN|1MDPS|2ASPD|1AART	1BELT|29BEXP|39ASPD|4AART|5MDPS|6DMSP|7RCR|89VULN|9BPWR|aAME
192	61251 36112	   	179.96	DCR|2VULN|1MDPS|2ASPD|1AART	16BELT|29BEXP|39ASPD|4AART|5MDPS|7RCR|89VULN|9BPWR|aLHND
193	61251 36113	   	179.96	DCR|2VULN|1MDPS|2ASPD|1AART	16BELT|29BEXP|39ASPD|4AART|5MDPS|7RCR|89VULN|9BPWR|aAME
194	62251 26112	   	179.96	DCR|2VULN|1MDPS|2ASPD|1AART	1BELT|29aLHND|39ASPD|4AART|5MDPS|6DMSP|7RCR|89VULN|9BPWR
195	12342 52163	   	179.95	DCR|2ASPD|1VULN|1DMG|1CDMG|1DUR	1DUST|2RCVC|3CDMG|45ASPD|6DMG|7LIT|8VULN|9RCR|aDUR
196	61251 26112	   	179.86	DCR|2MDPS|2VULN|2ASPD|1AART	1BELT|29BEXP|39ASPD|4AART|56MDPS|7RCR|89VULN|9BPWR|aLHND
197	61251 26113	   	179.86	DCR|2MDPS|2VULN|2ASPD|1AART	1BELT|29BEXP|39ASPD|4AART|56MDPS|7RCR|89VULN|9BPWR|aAME
198	62251 36131	 * 	179.54	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG	1BELT|26LHND|36ASPD|4AART|5MDPS|6BPWR|7RCR|8VULN|9BEXP|aDMG
199	32353 62233	   	179.53	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1FEWX|2RCVC|3CDMG|4DMG|57VULN|6LIT|8AAC|9AART|aRCR
200	63114 13782	   	179.37	DCR|3VULN|2CDMG|1DMG	1BELT|2MBVNT|3LIT|467VULN|56CDMG|6BPWR|8DMG|9RCR|aLHND
201	63114 13784	   	179.37	DCR|3VULN|2CDMG|1DMG	1BELT|2MBVNT|3LIT|467VULN|56CDMG|6BPWR|8DMG|9RCR|aCGEN
202	31516 32135	   	179.34	DCR|2ASPD|1AART|1VULN|1DMG	1FEWX|2ERES|3aASPD|4AME|5AART|6DMG|7RCR|8VULN|9TLV
203	33526 32135	   	179.34	DCR|2ASPD|1AART|1VULN|1DMG	1FEWX|2MLV|3aASPD|4ERES|5AART|6DMG|7RCR|8VULN|9TLV
204	32352 12133	   	179.31	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	16FEWX|2RCVC|3CDMG|4DMG|5ASPD|7LIT|8VULN|9AART|aRCR
205	32342 52162	   	179.18	DCR|2ASPD|1VULN|2CDMG|1DMG	1FEWX|2RCVC|3aCDMG|45ASPD|6DMG|7LIT|8VULN|9RCR
206	61612 12431	   	179.09	DCR|3DMG|1AART|1ASPD|1DUR	1BELT|2BEXP|3AART|458DMG|6DUR|7FEWX|9RCR|aASPD
207	54213 32125	   	179.08	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9DUST|aZMB
208	61612 13431	   	178.99	DCR|3DMG|1AART|1ASPD|1DUR	1BELT|2BEXP|3AART|458DMG|6DUR|7DUST|9RCR|aASPD
209	26152 11511	   	178.82	DCR|2AART|2DMG|1VULN	12LIT|3DUST|49DMG|56AART|7RCR|8VULN|aBEXP
210	26152 11512	   	178.82	DCR|2AART|2DMG|1VULN	12LIT|3DUST|49DMG|56AART|7RCR|8VULN|aDMSP
211	26152 11513	   	178.82	DCR|2AART|2DMG|1VULN	12LIT|3DUST|49DMG|56AART|7RCR|8VULN|aFEWX
212	24152 11351	   	178.50	DCR|2AART|1VULN|1DMG|1AAC|1ZMB|1RMIN	1LIT|2RMIN|3AAC|4DMG|56AART|7RCR|8LWND|9ZMB|aVULN
213	23132 64633	 * 	178.42	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1SPLREG	1LIT|2SPLREG|3AAC|48AART|5VULN|6FEWX|7CDMG|9DMG|aRCR
214	26152 21511	   	178.40	DCR|3DMG|1AART|1VULN	12aLIT|3DUST|469DMG|5AART|7RCR|8VULN
215	26652 21131	   	178.40	DCR|3DMG|1AART|1VULN|1AAC	12LIT|3BEXP|469DMG|5AART|7RCR|8AAC|aVULN
216	23133 66323	   	178.39	DCR|1MDPS|2DMG|1AART|1VULN|2SPLREG|1AAC	1aLIT|2aSPLREG|3AAC|4AART|5CGEN|6RCR|7MDPS|8VULN|9aDMG|aBPWR
217	23135 52413	   	178.39	DCR|1MDPS|2DMG|1AART|1VULN|2SPLREG|1AAC	1aLIT|2aSPLREG|3AAC|4AART|5MDPS|6RCR|7FEWX|8VULN|9aDMG|aBPWR
218	23136 66323	   	178.39	DCR|1MDPS|2DMG|1AART|1VULN|2SPLREG|1AAC	1aLIT|2aSPLREG|3AAC|4AART|5AME|6RCR|7MDPS|8VULN|9aDMG|aBPWR
219	23132 54633	   	178.32	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1SPLREG	1LIT|2SPLREG|3AAC|48AART|5VULN|6DUST|7CDMG|9DMG|aRCR
220	26152 21131	   	178.30	DCR|3DMG|1AART|1VULN|1AAC	12LIT|3DUST|469DMG|5AART|7RCR|8AAC|aVULN
221	26152 21512	   	178.30	DCR|3DMG|1VULN|1AART	12LIT|3DUST|469DMG|5AART|7RCR|8VULN|aERES
222	23135 54323	   	178.29	DCR|2DMG|1MDPS|1VULN|1AART|1AAC|2SPLREG	1aLIT|2aSPLREG|3AAC|4AART|5MDPS|6RCR|7ERES|8VULN|9aDMG|aBPWR
223	33516 32134	   	178.26	DCR|1MDPS|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2MLV|3ASPD|4AME|5AART|6DMG|7RCR|8VULN|9DUR|aMDPS
224	22531 44133	 * 	178.24	DCR|2VULN|2ASPD|1DMG	1LIT|2RPLT|3aASPD|4TLV|5LHND|6RCR|7aLWND|8DMG|9aVULN|aBPWR
225	33516 23326	   	178.11	DCR|2VULN|1AART|1ASPD|1DUR	1FEWX|2MLV|3ASPD|4AME|5AART|6DUR|7RCR|8RMIN|9aVULN
226	46244 43447	 * 	178.09	DCR|2DMG|2ASPD|1VULN|1RMIN	19ERES|2MBVNT|39DMG|4RMIN|5LHND|6AIRARM|79ASPD|8RCR|9BPWR|aVULN
227	62233 34455	   	178.07	DCR|2VULN|1ASPD|1DMG|1CDMG	15BELT|2LHND|3ASPD|4MBVNT|6aVULN|7RCR|8DMG|9CDMG
228	63216 44444	   	178.02	DCR|2VULN|2ASPD|1AART	1BELT|2MBVNT|39AELBLL|4ERES|5AART|69VULN|7RMIN|89ASPD|9BPWR|aRCR
229	63266 44444	   	178.02	DCR|2VULN|2ASPD|1AART	1BELT|2MBVNT|39AELBLL|4TLV|5AART|69VULN|7RMIN|89ASPD|9BPWR|aRCR
230	24152 21631	   	177.99	DCR|2DMG|1AART|1VULN|1AAC|1DUR|1RMIN	1LIT|2RMIN|3AAC|46DMG|5AART|7RCR|8MLV|9DUR|aVULN
231	24152 21522	   	177.89	DCR|2DMG|1AART|1VULN|1AAC|1DUR|1RMIN	1LIT|2RMIN|3AAC|46DMG|5AART|7RCR|8VULN|9DLOT|aDUR
232	33516 23322	   	177.79	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2MLV|3ASPD|4AME|5AART|6DUR|7RCR|8RMIN|9VULN|aDMG
233	34616 23322	   	177.79	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2DMSP|3ASPD|4LWND|5AART|6DUR|7RCR|8RMIN|9VULN|aDMG
234	22243 61141	   	177.73	DCR|2ASPD|1VULN|1AART|1CDMG	13LIT|2RPLT|3BPWR|4AART|58ASPD|6RCR|7CDMG|9LHND|aVULN
235	22243 66321	   	177.73	DCR|2ASPD|1AART|1VULN|1CDMG	13LIT|2RPLT|3BPWR|4AART|57ASPD|6RCR|8LWND|9CDMG|aVULN
236	31516 23322	   	177.69	DCR|1VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2ERES|3ASPD|4AME|5AART|6DUR|7RCR|8RMIN|9VULN|aDMG
237	33526 23322	   	177.69	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2MLV|3ASPD|4ERES|5AART|6DUR|7RCR|8RMIN|9VULN|aDMG
238	33556 23322	   	177.69	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2MLV|3ASPD|4TLV|5AART|6DUR|7RCR|8RMIN|9VULN|aDMG
239	22523 14251	 * 	177.66	DCR|2VULN|2ASPD|1AART|1NUKE	1LIT|2RPLT|35ASPD|4NUKE|6MSLREG|7aVULN|8RCR|9AART
240	24152 21313	   	177.63	DCR|3DMG|2AART|1AAC|1RMIN	1LIT|2RMIN|3AAC|469DMG|5aAART|7RCR|8LWND
241	32622 11251	 * 	177.60	DCR|2AART|1ASPD|1DMG|1CDMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8CGEN|9CDMG|aDMG
242	32622 11651	   	177.60	DCR|2AART|1ASPD|1DMG|1CDMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8MLV|9CDMG|aDMG
243	31536 23322	   	177.59	DCR|1VULN|1AART|1DMG|1ASPD|1DUR	1FEWX|2ERES|3ASPD|4TLV|5AART|6DUR|7RCR|8RMIN|9VULN|aDMG
244	32622 11151	   	177.50	DCR|2AART|1ASPD|1DMG|1CDMG|1AAC	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8AAC|9CDMG|aDMG
245	32622 11451	   	177.50	DCR|2AART|1ASPD|1DMG|1CDMG	1FEWX|2RCVC|3ASPD|4LIT|56AART|7RCR|8ERES|9CDMG|aDMG
246	52363 11343	 * 	177.40	DCR|2VULN|1MDPS|1AART|2CDMG|1DUR	1aLWND|2RCVC|3aCDMG|4LHND|5DUR|6AART|7MDPS|8aVULN|9RCR|aBPWR
247	32616 32133	   	177.36	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8VULN|9DUR|aRPLT
248	32616 32135	   	177.36	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4aLWND|5AART|6DMG|7RCR|8VULN|9DUR
249	32616 32136	   	177.36	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8VULN|9DUR|aCGEN
250	32616 32523	   	177.36	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8DUR|9VULN|aRPLT
251	32616 32531	   	177.36	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8DUR|9LIT|aVULN
252	46216 11234	   	177.31	DCR|2AART|2DMG|1ASPD|1DUR	1ERES|2MBVNT|37DMG|4AME|5ASPD|6DUR|89AART|aRCR
253	32345 52233	   	177.28	DCR|2ASPD|2CDMG|1AART|1DMG	1FEWX|2RCVC|35CDMG|45ASPD|5BPWR|6DMG|7LIT|8LWND|9AART|aRCR
254	32616 32131	   	177.26	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8VULN|9DUR|aDUST
255	32616 32521	   	177.26	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1FEWX|2RCVC|3ASPD|4LWND|5AART|6DMG|7RCR|8DUR|9VULN|aDUST
256	54213 32133	   	177.16	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9DUR|aLIT
257	54213 32134	   	177.16	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9DUR|aMLV
258	54213 32136	   	177.16	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9DUR|aBEXP
259	54214 32113	   	177.16	DCR|2VULN|1AART|1DMG|2RMIN	1LWND|2AART|3RCVC|48VULN|5aRMIN|6DMG|7RCR|9MLV
260	46227 44244	 * 	177.07	DCR|3VULN|1AART|1DMG	14ERES|2MBVNT|3DMG|5AART|678VULN|9DUST|aRCR
261	54213 32131	   	177.06	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9DUR|aDUST
262	54213 32132	   	177.06	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1LWND|2AART|3RCVC|48VULN|5ERES|6DMG|7RCR|9DUR|aSELL
263	32213 45236	   	176.90	DCR|2VULN|1AART|1DMG|1DUR|2RCVC	1FEWX|23RCVC|4DUR|56VULN|7MLV|8DMG|9RCR|aAART
264	54213 32512	   	176.84	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2AART|3RCVC|4VULN|5ERES|6DMG|7RCR|8DUR|9FEWX|aASPD
265	54213 32522	   	176.84	DCR|1VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2AART|3RCVC|4VULN|5ERES|6DMG|7RCR|8DUR|9LHND|aASPD
266	54212 31213	   	176.79	DCR|2VULN|1MDPS|1AART|1CDMG|2DUR	1aLWND|2AART|3RCVC|4aVULN|5CDMG|6LHND|7MDPS|8RCR|9aDUR|aBPWR
267	46246 32312	   	176.75	DCR|2ASPD|1VULN|1DMG|1CDMG|1RMIN	1ERES|2MBVNT|3DMG|4RMIN|59ASPD|6CDMG|7LWND|8RCR|aVULN
268	42243 43234	   	176.73	DCR|2VULN|1AART|1DMG|2DUR	1ERES|2RCVC|39DUR|4DMG|56VULN|7MBVNT|8AART|aRCR
269	24152 11631	   	176.48	DCR|2AART|1VULN|1DMG|1AAC|1DUR|1RMIN	1LIT|2RMIN|3AAC|4DMG|56AART|7RCR|8MLV|9DUR|aVULN
270	24152 11522	   	176.38	DCR|2AART|1VULN|1DMG|1AAC|1DUR|1RMIN	1LIT|2RMIN|3AAC|4DMG|56AART|7RCR|8VULN|9DLOT|aDUR
271	13123 51123	   	176.34	DCR|2VULN|2AART|1ZMB	1DUST|2MLV|3FEWX|49VULN|5RCVC|6RCR|7ZMB|8aAART
272	33623 51123	   	176.34	DCR|2VULN|2AART|1ZMB	1FEWX|2MLV|3DUST|49VULN|5RCVC|6RCR|7ZMB|8aAART
273	31516 32115	   	176.31	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ERES|3ASPD|4AME|5AART|6DMG|7RCR|8VULN|9RCVC|aZMB
274	16423 51123	   	176.24	DCR|2VULN|2AART|1AAC|1ZMB	1DUST|2FEWX|3ZMB|49VULN|5RCVC|6RCR|7AAC|8aAART
275	35423 51123	   	176.24	DCR|2VULN|2AART|1AAC|1ZMB	1FEWX|2DUST|3ZMB|49VULN|5RCVC|6RCR|7AAC|8aAART
276	24322 15432	 * 	176.23	DCR|2AART|2DMG|1CDMG|1RMIN	15LIT|2RMIN|36AART|4DUST|79DMG|8RCR|aCDMG
277	62213 33631	   	176.22	DCR|3VULN|2ASPD|1DUR	1BELT|24LHND|37ASPD|5DUR|689VULN|aRCR
278	31536 32115	   	176.21	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ERES|3ASPD|4TLV|5AART|6DMG|7RCR|8VULN|9RCVC|aZMB
279	54214 32112	   	175.89	DCR|2VULN|1AART|1DMG|1RMIN	1aLWND|2AART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9MLV
280	54214 32323	   	175.89	DCR|2VULN|1AART|1DMG|1RMIN	1LWND|2AART|3RCVC|49VULN|5RMIN|6DMG|7RCR|8BEXP|aLIT
281	31223 43277	   	175.87	DCR|2VULN|1ASPD|1DMG|1CDMG	1FEWX|24ERES|3DMG|56VULN|7MBVNT|8RCR|9CDMG|aASPD
282	22243 61215	   	175.87	DCR|2AART|1ASPD|1DMG|1CDMG	13LIT|2RPLT|3BPWR|4aAART|5ASPD|6RCR|7CDMG|8CGEN|9DMG
283	22243 61631	   	175.87	DCR|2AART|1ASPD|1DMG|1CDMG	13LIT|2RPLT|3BPWR|48AART|5ASPD|6RCR|7CDMG|9DMG|aBEXP
284	22243 61633	   	175.87	DCR|2AART|1ASPD|1DMG|1CDMG	13LIT|2RPLT|3BPWR|48AART|5ASPD|6RCR|7CDMG|9DMG|aLWND
285	24322 21451	 * 	175.81	DCR|3DMG|1AART|1CDMG|1RMIN	15LIT|2RMIN|3AART|4DUST|67aDMG|8RCR|9CDMG
286	45231 42131	   	175.79	DCR|3CDMG|1VULN|1AART|1DMG	1ERES|245CDMG|35TLV|5BPWR|6DMG|7RCR|8AART|9LIT|aVULN
287	54214 32111	   	175.79	DCR|2VULN|1AART|1DMG|1RMIN	1LWND|2AART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9MLV|aDUST
288	54214 32321	   	175.79	DCR|2VULN|1AART|1DMG|1RMIN	1LWND|2AART|3RCVC|49VULN|5RMIN|6DMG|7RCR|8BEXP|aDUST
289	54214 32322	   	175.79	DCR|2VULN|1AART|1DMG|1RMIN|1SELL	1LWND|2AART|3RCVC|49VULN|5RMIN|6DMG|7RCR|8BEXP|aSELL
290	26236 12133	   	175.79	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|3CGEN|47VULN|5CDMG|6MBVNT|8DMG|9AART|aRCR
291	34353 62233	   	175.79	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	1FEWX|2DMSP|3CDMG|4DMG|57VULN|6LIT|8AAC|9AART|aRCR
292	63114 41155	   	175.79	DCR|2VULN|1AART|1ASPD|1CDMG	1BELT|2MBVNT|3LIT|48VULN|5CDMG|6AART|7ASPD|9CGEN|aRCR
293	22243 61632	   	175.77	DCR|2AART|1ASPD|1DMG|1CDMG	13LIT|2RPLT|3BPWR|48AART|5ASPD|6RCR|7CDMG|9DMG|aLEGI
294	45231 42121	   	175.69	DCR|3CDMG|1AART|1VULN|1DMG	1ERES|245CDMG|35TLV|5BPWR|6DMG|7RCR|8AART|9VULN|aDUST
295	45231 42123	   	175.69	DCR|3CDMG|1AART|1VULN|1DMG|1MSE	1ERES|245CDMG|35TLV|5BPWR|6DMG|7RCR|8AART|9VULN|aMSE
296	54214 32121	   	175.69	DCR|2VULN|1AART|1DMG|1RMIN	1LWND|2AART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9aDUST
297	54214 32122	   	175.69	DCR|2VULN|1AART|1DMG|1RMIN	1LWND|2AART|3RCVC|48VULN|5RMIN|6DMG|7RCR|9DUST|aERES
298	63114 41175	   	175.69	DCR|2VULN|1AART|1ASPD|1CDMG	1BELT|2MBVNT|3LIT|48VULN|5CDMG|6AART|7ASPD|9ERES|aRCR
299	22243 64233	   	175.63	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	13LIT|2RPLT|3BPWR|4AART|5ASPD|6RCR|7DMG|8DUR|9LWND|aVULN
300	54224 32222	   	175.57	DCR|1VULN|1AART|1ASPD|1DMG|1RMIN	1LWND|2AART|3RCVC|4LHND|5RMIN|6DMG|7RCR|8FEWX|9VULN|aASPD
301	26236 31133	   	175.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	12LIT|3CGEN|4VULN|5CDMG|6ASPD|7MLV|8DMG|9AART|aRCR
302	34352 12133	   	175.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	16FEWX|2DMSP|3CDMG|4DMG|5ASPD|7LIT|8VULN|9AART|aRCR
303	31516 32125	   	175.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1FEWX|2ERES|3ASPD|4AME|5AART|6DMG|7RCR|8VULN|9AELBLL|aZMB
304	22243 64113	   	175.53	DCR|1AART|1VULN|1ASPD|1DMG|1DUR	13LIT|2RPLT|3BPWR|4AART|5ASPD|6RCR|7DMG|8DUST|9DUR|aVULN
