0	Index      	 *	Score 	Summary	Detail	
1	11616 33234	 * 	213.96	DCR|2VULN|2DMG|1AART|1ASPD|1DUR	19DMG|29FEWX|3BEXP|4DUR|59VULN|6RMIN|7AART|8RCR|9BPWR|aASPD
157	31332 23656	   	191.72	DCR|2VULN|1AART|1NUKE|2DUR|1ZMB	19DUR|29VULN|3ZMB|4MLV|59FEWX|6RCR|7AART|8DMSP|9BPWR|aNUKE
158	31126 43522	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	1DUR|289VULN|3BEXP|4MBVNT|5DLOT|6AART|7RCR|aDMG
159	43323 31126	   	191.52	DCR|3VULN|2ASPD|1DUR	1RCVC|29LHND|39ASPD|4RMIN|5DUR|6BEXP|79aVULN|8RCR|9BPWR
160	43332 21126	   	191.52	DCR|3VULN|2ASPD|1DUR	1RCVC|29LHND|39ASPD|4BEXP|5RMIN|6DUR|79aVULN|8RCR|9BPWR
161	43342 21126	   	191.52	DCR|3VULN|2ASPD|1DUR	1RCVC|29LHND|39ASPD|4FEWX|5RMIN|6DUR|79aVULN|8RCR|9BPWR
162	46123 31126	   	191.52	DCR|3VULN|2ASPD|1DUR	1RCVC|29ASPD|39LHND|4RMIN|5DUR|6BEXP|79aVULN|8RCR|9BPWR
163	46132 21126	   	191.52	DCR|3VULN|2ASPD|1DUR	1RCVC|29ASPD|39LHND|4BEXP|5RMIN|6DUR|79aVULN|8RCR|9BPWR
164	21134 64221	 * 	191.50	DCR|4VULN|1AART|1CDMG	1DUST|2456VULN|345BEXP|45BPWR|7AART|8AIRARM|9RCR|aCDMG
165	43322 21126	   	191.42	DCR|3VULN|2ASPD|1DUR	1RCVC|29LHND|39ASPD|4RMIN|5DUST|6DUR|79aVULN|8RCR|9BPWR
166	46122 21126	   	191.42	DCR|3VULN|2ASPD|1DUR	1RCVC|29ASPD|39LHND|4RMIN|5DUST|6DUR|79aVULN|8RCR|9BPWR
167	21334 43162	   	191.42	DCR|3VULN|1AART|2CDMG|1ZMB	159DUST|279VULN|3ZMB|45MLV|59BPWR|69CDMG|8AART|aRCR
168	41324 21126	   	191.32	DCR|3VULN|2ASPD|1DUR	1RCVC|29DUST|39ASPD|4RMIN|5LHND|6DUR|79aVULN|8RCR|9BPWR
169	41326 21126	   	191.32	DCR|3VULN|2ASPD|1DUR	1RCVC|29DUST|39ASPD|4RMIN|5LWND|6DUR|79aVULN|8RCR|9BPWR
170	31151 13254	   	191.29	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	19DUR|2VULN|39BEXP|4CGEN|5FEWX|69ASPD|7AART|8RCR|9BPWR|aDMG
171	31621 13254	   	191.29	DCR|2ASPD|1VULN|1AART|1DMG|2DUR	19DUR|2VULN|39CGEN|4BEXP|5FEWX|69ASPD|7AART|8RCR|9BPWR|aDMG
172	11213 21126	   	191.29	DCR|3VULN|2DMG|2DUR|1AAC	19DMG|2FEWX|3LEGI|49DUR|5RCVC|6AAC|79aVULN|8RCR|9BPWR
173	11216 13166	 * 	191.21	DCR|3VULN|1ASPD|1DMG|2DUR	1DMG|2FEWX|3LEGI|47DUR|59aVULN|6ASPD|8RCR
174	52131 31425	   	191.20	ACR|3VULN|2DMG|2CDMG|1ZMB	1RCR|249VULN|34BEXP|49BPWR|5RPLT|6LEGI|79DMG|89CDMG|aZMB
175	31133 15232	 * 	191.18	4VULN|3DMG|1AART|3DUR|1CDMG	179DUR|2789VULN|3BEXP|4LWND|5AART|679DMG|79BPWR|aCDMG
176	11216 14126	   	191.16	DCR|2VULN|2DMG|1ASPD|2DUR	19DMG|2FEWX|3LEGI|49DUR|5aVULN|6ASPD|79AELBLL|8RCR|9BPWR
177	31563 61112	   	191.15	DCR|2VULN|2DMG|1CDMG|2DUR	17DUR|29VULN|3LIT|48DMG|5ERES|6RCR|aCDMG
178	52116 13352	 * 	191.15	ACR|3VULN|2ASPD|1AART|2DUR	1RCR|289VULN|39BEXP|4aDUR|5MLV|69ASPD|7AART|9BPWR
179	33325 13223	   	190.86	DCR|1AART|1VULN|1ASPD|1DMG|3DUR	126DUR|3ASPD|4RMIN|5AART|7RCR|8LHND|9DMG|aVULN
180	33325 13123	   	190.76	DCR|1AART|1VULN|1ASPD|1DMG|3DUR	126DUR|3ASPD|4RMIN|5AART|7RCR|8LEGI|9DMG|aVULN
181	33325 13323	   	190.76	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	126DUR|3ASPD|4RMIN|5AART|7RCR|8DUST|9DMG|aVULN
182	13223 31126	   	190.73	DCR|3VULN|2DMG|1DUR	19DMG|29LHND|3DMSP|4RMIN|5DUR|6BEXP|79aVULN|8RCR|9BPWR
183	13232 21126	   	190.73	DCR|3VULN|2DMG|1DUR	19DMG|29LHND|3DMSP|4BEXP|5RMIN|6DUR|79aVULN|8RCR|9BPWR
184	13242 21126	   	190.73	DCR|3VULN|2DMG|1DUR	19DMG|29LHND|3DMSP|4FEWX|5RMIN|6DUR|79aVULN|8RCR|9BPWR
185	11432 21166	   	190.63	DCR|3VULN|2DMG|1DUR	19DMG|2FEWX|39CGEN|4TLV|5RMIN|6DUR|79aVULN|8RCR|9BPWR
186	13222 21126	   	190.63	DCR|3VULN|2DMG|1DUR	19DMG|29LHND|3DMSP|4RMIN|5DUST|6DUR|79aVULN|8RCR|9BPWR
187	33333 21123	   	190.61	DCR|3VULN|2ASPD|3DUR|1AAC	129DUR|39ASPD|4BEXP|5LHND|6AAC|79aVULN|8RCR|9BPWR
188	33343 21123	   	190.61	DCR|3VULN|2ASPD|3DUR|1AAC	129DUR|39ASPD|4FEWX|5LHND|6AAC|79aVULN|8RCR|9BPWR
189	13226 61234	   	190.54	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG	1DMG|2LHND|3DMSP|4RMIN|59VULN|6AART|7MDPS|8RCR|aASPD
190	21316 26225	   	190.45	DCR|3VULN|2ASPD|1AAC|1ZMB|1DUR	1aDUST|25aVULN|3ZMB|4DUR|6AAC|7aASPD|8RCR|9RPLT|aBPWR
191	31513 63213	 * 	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LIT|4AART|5LHND|6CDMG|7RCR|9BEXP|aDMG
192	31513 63231	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|28VULN|3LIT|4AART|5LHND|6CDMG|7RCR|9ASPD|aLWND
193	31513 63233	   	190.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|28VULN|3LIT|4AART|5LHND|6CDMG|7RCR|9ASPD|aRPLT
194	31513 63243	   	190.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|28VULN|3LIT|4AART|5LHND|6CDMG|7RCR|9FEWX|aDMG
195	33365 12332	   	190.18	DCR|2AART|1VULN|1ASPD|3DUR|1CDMG	126DUR|3ASPD|4MLV|57AART|8CDMG|9VULN|aRCR
196	31513 63232	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|28VULN|3LIT|4AART|5LHND|6CDMG|7RCR|9ASPD|aTLV
197	31513 63234	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR|1MSE	1DUR|28VULN|3LIT|4AART|5LHND|6CDMG|7RCR|9ASPD|aMSE
198	31126 43211	   	189.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2aVULN|3BEXP|4MBVNT|5DLOT|6AART|7RCR|8CDMG|9ASPD
199	31126 43411	   	189.99	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2aVULN|3BEXP|4MBVNT|5DLOT|6AART|7RCR|8DMG|9CDMG
200	32241 42362	   	189.83	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2RMIN|3aCGEN|4ERES|5AART|6RCR|7RCVC|8DMG|9aVULN|aBPWR
201	31126 43572	 * 	189.82	DCR|2VULN|2AART|1DMG|1DUR	1DUR|28VULN|3BEXP|4MBVNT|5DLOT|69AART|7RCR|aDMG
202	36322 25311	   	189.81	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1DUR|2BASFIG|37VULN|4MDPS|5AART|6DMG|8LWND|9RCR|aASPD
203	36322 25511	   	189.81	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1DUR|2BASFIG|37VULN|4MDPS|5AART|6DMG|8FEWX|9RCR|aASPD
204	21114 63234	   	189.78	DCR|3VULN|1AART|1ASPD|1DUR	19DUST|259VULN|3BEXP|4DUR|69FEWX|7AART|8RCR|9BPWR|aASPD
205	52322 32164	 * 	189.76	ACR|3VULN|1AART|1NUKE|1CDMG|1ZMB	1RCR|269VULN|3ZMB|4CDMG|5DMSP|7CGEN|8AART|aNUKE
206	11413 53251	   	189.73	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2FEWX|39CGEN|4DUR|5BEXP|69VULN|7AART|8RCR|9BPWR|aLHND
207	13622 33156	   	189.73	DCR|3VULN|2DMG|1CDMG	1aDMG|2aLHND|3BEXP|4CDMG|5DMSP|68aVULN|7BELT|9RCR|aBPWR
208	36322 25611	   	189.71	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1DUR	1DUR|2BASFIG|37VULN|4MDPS|5AART|6DMG|8DUST|9RCR|aASPD
209	31134 32234	   	189.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|259VULN|3BEXP|4LWND|6AART|7DUST|8RCR|aASPD
210	26621 61211	   	189.66	DCR|3VULN|1AART|1CDMG|1AAC|1DUR	19DUST|29BASFIG|3CDMG|4DUR|5AART|6RCR|7AAC|89aVULN|9BPWR
211	11413 53252	   	189.63	DCR|2VULN|2DMG|1AART|1DUR|1MSE	19DMG|2FEWX|39CGEN|4DUR|5BEXP|69VULN|7AART|8RCR|9BPWR|aMSE
212	11413 53253	   	189.63	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2FEWX|39CGEN|4DUR|5BEXP|69VULN|7AART|8RCR|9BPWR|aDUST
213	11611 21125	   	189.63	DCR|2VULN|2DMG|1AART|1AAC|1DUR	19DMG|259FEWX|3BEXP|4DUR|6AAC|79VULN|8RCR|9BPWR|aAART
214	21314 23156	   	189.50	DCR|2VULN|1AART|1NUKE|2ZMB|1DUR	19DUST|29VULN|38ZMB|4DUR|59MLV|6RCR|7AART|9BPWR|aNUKE
215	31324 23126	   	189.50	DCR|2VULN|1AART|1NUKE|2ZMB|1DUR	1DUR|29VULN|38ZMB|4BEXP|5MLV|6RCR|7AART|aNUKE
216	31332 23126	   	189.50	DCR|2VULN|1AART|1NUKE|2ZMB|1DUR	1DUR|29VULN|38ZMB|4MLV|5FEWX|6RCR|7AART|aNUKE
217	31311 45221	   	189.49	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB	17DUR|278VULN|37ZMB|4RCVC|5AART|6MDPS|7BPWR|9RCR|aBEXP
218	31311 45222	   	189.49	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB	17DUR|278VULN|37ZMB|4RCVC|5AART|6MDPS|7BPWR|9RCR|aLIT
219	31311 45224	   	189.49	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB	17DUR|278VULN|37ZMB|4RCVC|5AART|6MDPS|7BPWR|9RCR|aAME
220	31311 45226	   	189.49	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB	17DUR|278VULN|37ZMB|4RCVC|5AART|6MDPS|7BPWR|9RCR|aCGEN
221	31314 55221	   	189.49	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB	17DUR|278VULN|37ZMB|4RCVC|5MDPS|6AART|7BPWR|9RCR|aBEXP
222	31314 55222	   	189.49	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB	17DUR|278VULN|37ZMB|4RCVC|5MDPS|6AART|7BPWR|9RCR|aLIT
223	31324 23251	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4BEXP|59MLV|6RCR|7AART|9BPWR|aAELBLL
224	31324 23253	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4BEXP|59MLV|6RCR|7AART|9BPWR|aLIT
225	31324 23254	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4BEXP|59MLV|6RCR|7AART|9BPWR|aLWND
226	31324 23255	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4BEXP|59MLV|6RCR|7AART|9BPWR|aCGEN
227	31332 23251	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4MLV|59FEWX|6RCR|7AART|9BPWR|aAELBLL
228	31332 23253	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4MLV|59FEWX|6RCR|7AART|9BPWR|aLIT
229	31332 23254	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4MLV|59FEWX|6RCR|7AART|9BPWR|aLWND
230	31332 23255	   	189.49	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4MLV|59FEWX|6RCR|7AART|9BPWR|aCGEN
231	21314 23126	   	189.40	DCR|2VULN|1AART|1NUKE|2ZMB|1DUR	1DUST|29VULN|38ZMB|4DUR|5MLV|6RCR|7AART|aNUKE
232	31364 23126	   	189.40	DCR|2VULN|1AART|1NUKE|2ZMB|1DUR	1DUR|29VULN|38ZMB|4DUST|5MLV|6RCR|7AART|aNUKE
233	31311 45223	   	189.39	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB|1MSE	17DUR|278VULN|37ZMB|4RCVC|5AART|6MDPS|7BPWR|9RCR|aMSE
234	31311 45225	   	189.39	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB	17DUR|278VULN|37ZMB|4RCVC|5AART|6MDPS|7BPWR|9RCR|aDUST
235	31314 55223	   	189.39	DCR|3VULN|1MDPS|1AART|2DUR|2ZMB|1MSE	17DUR|278VULN|37ZMB|4RCVC|5MDPS|6AART|7BPWR|9RCR|aMSE
236	31364 23251	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4DUST|59MLV|6RCR|7AART|9BPWR|aAELBLL
237	31364 23253	   	189.39	DCR|3VULN|1AART|2DUR|1ZMB	19DUR|289VULN|3ZMB|4DUST|59MLV|6RCR|7AART|9BPWR|aLIT
238	52316 43323	   	189.34	ACR|3VULN|2DMG|3DUR|2ZMB	1RCR|257VULN|37ZMB|47aDUR|6DMSP|7BPWR|89DMG
239	52311 13534	   	189.29	ACR|2VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1RCR|29VULN|3ZMB|49DUR|5FEWX|6ASPD|7AART|89DUST|9BPWR|aDMG
240	21314 23252	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	19DUST|289VULN|3ZMB|4aDUR|59MLV|6RCR|7AART|9BPWR
241	31324 23222	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1aDUR|289VULN|3ZMB|4BEXP|5MLV|6RCR|7AART
242	31332 23222	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1aDUR|289VULN|3ZMB|4MLV|5FEWX|6RCR|7AART
243	52413 15111	 * 	189.28	ACR|2VULN|2DMG|1MDPS|1AART|2DUR|1AAC	1RCR|27VULN|3LWND|47DUR|5AART|67DMG|7BPWR|8AAC|9MDPS|aRCVC
244	52413 15112	   	189.28	ACR|2VULN|1MDPS|2DMG|1AART|1AAC|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|67DMG|7BPWR|8AAC|9MDPS|aERES
245	52413 15113	   	189.28	ACR|2VULN|1MDPS|2DMG|1AART|1AAC|2DUR	1RCR|27VULN|3LWND|47DUR|5AART|67DMG|7BPWR|8AAC|9MDPS|aAELBLL
246	36351 22413	   	189.27	DCR|1VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	17DUR|2BASFIG|3VULN|4ZMB|5DMG|6AART|8ASPD|9RCR|aRMIN
247	21314 23222	   	189.19	DCR|3VULN|1AART|2DUR|1ZMB	1DUST|289VULN|3ZMB|4aDUR|5MLV|6RCR|7AART
248	31364 23222	   	189.19	DCR|3VULN|1AART|2DUR|1ZMB	1aDUR|289VULN|3ZMB|4DUST|5MLV|6RCR|7AART
249	14332 33641	 * 	189.10	DCR|3DMG|2ASPD|1AART	18aDMG|2DUST|3RPLT|458BEXP|68ASPD|7RCR|8BPWR|9AART
250	32113 13333	 * 	189.08	DCR|2VULN|1AART|1DMG|1NUKE|3DUR	145DUR|2RMIN|3NUKE|6AART|79VULN|8RCR|9BPWR|aDMG
251	32115 13333	   	189.08	DCR|2VULN|1AART|1DMG|1NUKE|3DUR	146DUR|2RMIN|3NUKE|5AART|79VULN|8RCR|9BPWR|aDMG
252	33333 21122	   	189.03	DCR|2VULN|2ASPD|3DUR|1CDMG|1AAC	129DUR|39ASPD|4BEXP|5LHND|6AAC|79VULN|8RCR|9BPWR|aCDMG
253	33343 21122	   	189.03	DCR|2VULN|2ASPD|3DUR|1CDMG|1AAC	129DUR|39ASPD|4FEWX|5LHND|6AAC|79VULN|8RCR|9BPWR|aCDMG
254	31323 23556	   	188.97	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUR|26VULN|3ZMB|4BEXP|5CDMG|7MLV|8RCR|9aASPD
255	11613 21126	   	188.93	DCR|3VULN|2DMG|2DUR|1AAC	19DMG|29FEWX|3BEXP|45DUR|6AAC|79aVULN|8RCR|9BPWR
256	35224 12412	 * 	188.92	DCR|2AART|1ASPD|1DMG|1NUKE|1DUR	1DUR|2BEXP|3DMG|4RMIN|5MULFIG|67AART|8ASPD|9RCR|aNUKE
257	33523 53321	   	188.88	DCR|2VULN|1AART|1DMG|3DUR|1SELL	123DUR|4RCVC|5SELL|6RCR|7DMG|8AART|9aVULN
258	32611 44312	   	188.87	DCR|2AART|1VULN|1DMG|3DUR	14aDUR|2RMIN|3BEXP|57AART|6RCR|8DMG|9VULN
259	33131 44312	   	188.87	DCR|2AART|1VULN|1DMG|3DUR	12aDUR|3RMIN|4LHND|57AART|6RCR|8DMG|9VULN
260	33141 44312	   	188.87	DCR|2AART|1VULN|1DMG|3DUR	12aDUR|3RMIN|4FEWX|57AART|6RCR|8DMG|9VULN
261	21313 23556	   	188.87	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUST|26VULN|3ZMB|4DUR|5CDMG|7MLV|8RCR|9aASPD
262	31323 21556	   	188.87	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUR|26VULN|3ZMB|4BEXP|5CDMG|7TLV|8RCR|9aASPD
263	33324 24323	   	188.86	DCR|1AART|1VULN|1ASPD|1DMG|3DUR	126DUR|3ASPD|4RMIN|5LHND|7AART|8RCR|9DMG|aVULN
264	33326 24323	   	188.86	DCR|1VULN|1AART|1ASPD|1DMG|3DUR	126DUR|3ASPD|4RMIN|5LWND|7AART|8RCR|9DMG|aVULN
265	13362 26412	   	188.84	DCR|2DMG|1AART|1NUKE|1ASPD|2DUR	17DMG|27LHND|3MLV|4TSLARM|57DUR|6AART|7BPWR|8ASPD|9RCR|aNUKE
266	11211 21126	   	188.83	DCR|3VULN|2DMG|2DUR|1AAC	19DMG|25FEWX|3LEGI|49DUR|6AAC|79aVULN|8RCR|9BPWR
267	21313 21556	   	188.77	DCR|2VULN|2ASPD|1CDMG|1ZMB|1DUR	1DUST|26VULN|3ZMB|4DUR|5CDMG|7TLV|8RCR|9aASPD
268	52326 42233	 * 	188.73	ACR|3VULN|1SPLARM|1MDPS|1CDMG|1ZMB	1RCR|279VULN|3ZMB|4CDMG|5RPLT|6SPLARM|8MLV|aMDPS
269	31311 62256	   	188.38	DCR|2VULN|1AART|1NUKE|2ZMB|1DUR	1DUR|26VULN|36ZMB|4RCVC|5AART|6BPWR|7LWND|8RCR|9TLV|aNUKE
270	31311 65236	   	188.38	DCR|2VULN|1AART|1NUKE|2ZMB|1AAC|1DUR	1DUR|26VULN|36ZMB|4RCVC|5AART|6BPWR|7FEWX|8RCR|9AAC|aNUKE
271	31543 62222	 * 	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|29VULN|3LIT|4ASPD|5ERES|6RCR|7BELT|8DMG|aCDMG
272	31563 62222	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|29VULN|3LIT|4DMG|5ERES|6RCR|7BELT|8ASPD|aCDMG
273	31563 63211	   	188.38	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1DUR|2aVULN|3LIT|4DMG|5ERES|6RCR|7LWND|8CDMG|9ASPD
274	33351 36351	   	188.34	DCR|1VULN|1AART|1ASPD|3DUR|1CDMG|1ZMB	126DUR|3ASPD|4CANARM|5ZMB|7AART|8RCR|9CDMG|aVULN
275	13226 61233	   	188.31	DCR|3VULN|1MDPS|1AART|1DMG	1DMG|2LHND|3DMSP|4RMIN|59aVULN|6AART|7MDPS|8RCR
276	23322 24626	   	188.30	DCR|4VULN|2DUR|1ZMB	19DUST|29DUR|3ZMB|4RMIN|5FEWX|6RCR|789aVULN|9BPWR
277	31125 15218	   	188.27	DCR|4VULN|1CDMG|1ZMB|1DUR	1DUR|2579VULN|3BEXP|4MBVNT|6ZMB|8RCR|aCDMG
278	32241 43362	   	188.23	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2RMIN|37aCGEN|4ERES|5AART|6RCR|8DMG|9aVULN|aBPWR
279	52316 11622	 * 	188.14	ACR|5VULN|1DMG|1ZMB|1DUR	1RCR|2578aVULN|3ZMB|4DUR|6AME|9DMG
280	52316 31622	   	188.14	ACR|5VULN|1DMG|1ZMB|1DUR	1RCR|2578aVULN|3ZMB|4DUR|6CGEN|9DMG
281	52323 63325	   	188.00	ACR|2VULN|2AART|1DMG|1CDMG|1ZMB	1RCR|29VULN|3ZMB|4CDMG|5BEXP|6LHND|7aAART|8DMG
282	31513 63212	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|28aVULN|3LIT|4AART|5LHND|6CDMG|7RCR|9BEXP
283	31513 63242	   	187.96	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|28aVULN|3LIT|4AART|5LHND|6CDMG|7RCR|9FEWX
284	52211 13634	   	187.93	ACR|2VULN|2ASPD|1AART|1DMG|1AAC|1DUR	1RCR|29VULN|3AAC|4DUR|59FEWX|69ASPD|7AART|8LEGI|9BPWR|aDMG
285	26621 61221	 * 	187.91	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	1DUST|2BASFIG|3CDMG|4DUR|59AART|6RCR|7AAC|8aVULN
286	36322 21141	   	187.85	DCR|3DMG|1MDPS|1VULN|1AART|2DUR	1aDUR|2BASFIG|3VULN|4MDPS|5AART|678DMG|9RCR
287	33131 41326	   	187.81	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	12DUR|3RMIN|47LHND|5AART|6RCR|8DMG|9ASPD|aVULN
288	31121 34262	   	187.79	DCR|2VULN|2ASPD|1DMG|2DUR	19DUR|29VULN|36BEXP|4MBVNT|5LWND|79ASPD|8RCR|9BPWR|aDMG
289	21114 63314	   	187.78	DCR|3VULN|1AART|1ASPD|1DUR	18DUST|258VULN|3BEXP|4DUR|68FEWX|7AART|8BPWR|9RCR|aASPD
290	21432 31614	   	187.78	DCR|3VULN|1AART|1ASPD|1DUR	1DUST|248VULN|34LWND|4BPWR|5FEWX|6AART|7DUR|9RCR|aASPD
291	31126 43526	   	187.76	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|289VULN|3BEXP|4MBVNT|5DLOT|6AART|7RCR|aCDMG
292	31134 32614	   	187.68	DCR|3VULN|1AART|1ASPD|1DUR	1DUR|258VULN|3BEXP|4LWND|6AART|7DUST|9RCR|aASPD
293	31325 21451	   	187.61	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	19DUR|29VULN|3ZMB|4BEXP|579ERES|6RCR|8AART|9BPWR|aCDMG
294	31126 43528	 * 	187.59	DCR|3VULN|2AART|1DUR	1DUR|289VULN|3BEXP|4MBVNT|5DLOT|6aAART|7RCR
295	25212 14161	   	187.58	DCR|3VULN|1MDPS|1AART|1DMG|1DUR	1DUST|2BEXP|3DMG|4DUR|5MDPS|678VULN|9RCR|aAART
296	53114 33326	 * 	187.43	ACR|4VULN|1AART|1NUKE|1DUR	1RCR|26FEWX|3BEXP|4DUR|5689VULN|6BPWR|7AART|aNUKE
297	31324 23323	   	187.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2VULN|3ZMB|4BEXP|5MLV|6RCR|7AART|8DMG|9CDMG
298	31332 23323	   	187.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2VULN|3ZMB|4MLV|5FEWX|6RCR|7AART|8DMG|9CDMG
299	21513 63532	   	187.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1DUST|2VULN|3LIT|4AART|5LHND|6CDMG|7RCR|8DUR|9aDMG
300	31513 63132	   	187.30	DCR|2DMG|1VULN|1AART|1CDMG|1DUR	1DUR|2VULN|3LIT|4AART|5LHND|6CDMG|7RCR|8DUST|9aDMG
301	21314 23323	   	187.29	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1DUST|2VULN|3ZMB|4aDUR|5MLV|6RCR|7AART|8DMG|9CDMG
302	31364 23323	   	187.29	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1aDUR|2VULN|3ZMB|4DUST|5MLV|6RCR|7AART|8DMG|9CDMG
303	52311 55321	   	187.26	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1RCR|279VULN|3ZMB|47DUR|57FEWX|6AART|7BPWR|8DMG|aAELBLL
304	52311 55323	   	187.26	ACR|3VULN|1AART|1DMG|2DUR|1ZMB	1RCR|279VULN|3ZMB|47DUR|57FEWX|6AART|7BPWR|8DMG|aLIT
305	52312 31334	 * 	187.16	ACR|2VULN|1MDPS|1AART|1ASPD|1DMG|2ZMB|1DUR	1RCR|29VULN|38ZMB|4DUR|5MDPS|6AART|7ASPD|aDMG
306	52353 31334	   	187.16	ACR|2VULN|1MDPS|1AART|1ASPD|1DMG|2ZMB|1DUR	1RCR|29VULN|38ZMB|4MDPS|5DUR|6AART|7ASPD|aDMG
307	52311 12146	 * 	187.16	ACR|3VULN|2CDMG|1ASPD|2DUR|1ZMB	1RCR|28aVULN|3ZMB|4aDUR|5FEWX|6ASPD|7BELT|9aCDMG|aBPWR
308	52131 51323	 * 	187.16	ACR|3VULN|1AART|2CDMG|1DMG	1RCR|249VULN|349BEXP|49BPWR|5RPLT|6FEWX|7DMG|89CDMG|aAART
309	52316 16122	   	187.06	ACR|3VULN|1AART|1ASPD|2DUR|1ZMB	1RCR|25aVULN|3ZMB|4aDUR|6AME|7ASPD|8aERES|9AART|aBPWR
310	52316 36122	   	187.06	ACR|3VULN|1AART|1ASPD|2DUR|1ZMB	1RCR|25aVULN|3ZMB|4aDUR|6CGEN|7ASPD|8aERES|9AART|aBPWR
311	52311 13222	   	187.06	ACR|3VULN|1AART|1ASPD|2DUR|1ZMB	1RCR|289VULN|3ZMB|4aDUR|5FEWX|6ASPD|7AART
312	53316 13222	   	187.06	ACR|3VULN|1AART|1ASPD|2DUR|1ZMB	1RCR|2FEWX|3ZMB|4aDUR|589VULN|6ASPD|7AART
313	52432 32421	 * 	187.06	ACR|3VULN|1AART|2CDMG|1NUKE	1RCR|248VULN|34LWND|48BPWR|58FEWX|6AART|78CDMG|9NUKE|aBASARM
314	52432 32422	   	187.06	ACR|3VULN|1AART|2CDMG|1NUKE|1DUR	1RCR|248VULN|34LWND|48BPWR|58FEWX|6AART|78CDMG|9NUKE|aDUR
