0	Index      	 *	Score 	Summary	Detail	
1	45263 32331	 * 	186.92	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1AART|2RMIN|39DMG|4RCR|59VULN|6BEXP|7FEWX|89ASPD|9BPWR|aDUR
172	41131 54121	   	169.37	DCR|4VULN|2AART	18AART|234aVULN|5RPLT|6LHND|7RCR|9LIT
173	41115 61332	   	169.16	DCR|4VULN|1AART|1DUR	1AART|239aVULN|4FEWX|5DUR|6RCR|7LHND|8RCVC
174	42123 61332	   	169.16	DCR|4VULN|1AART|1DUR	1AART|2DUR|359aVULN|4FEWX|6RCR|7LHND|8RCVC
175	42123 65332	   	169.16	DCR|4VULN|1AART|1DUR	1AART|2DUR|359aVULN|4FEWX|6RCR|7LWND|8RCVC
176	41213 33235	   	169.14	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	17AART|2VULN|3BELT|4ZMB|58BEXP|6RCR|9CDMG|aDMG
177	32448 81243	   	169.11	DCR|3DMG|2VULN|3DUR	1DMSP|26aDUR|3MBVNT|4RMIN|56aDMG|6aBPWR|7RCR|8BELT|9aVULN
178	42266 24124	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2DUR|3ASPD|4MBVNT|5DMG|6RPLT|7RCR|8VULN|9CDMG|aZMB
179	42123 64332	   	169.06	DCR|4VULN|1AART|1DUR	1AART|2DUR|359aVULN|4FEWX|6RCR|7DUST|8RCVC
180	41131 63243	   	169.03	DCR|4VULN|1AART|1ZMB	1AART|234aVULN|5RPLT|6RCVC|7BEXP|8RCR|9ZMB
181	42222 25316	   	168.87	DCR|2VULN|1AART|3DUR|2ASPD|1ZMB	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8aVULN|9ZMB
182	41161 21411	   	168.82	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|23VULN|47ASPD|5DUR|6RCVC|8RCR|9DMG|aCGEN
183	41161 21412	   	168.82	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|23VULN|47ASPD|5DUR|6RCVC|8RCR|9DMG|aRPLT
184	41131 54111	   	168.81	DCR|3VULN|2AART|1CDMG	18AART|234VULN|5RPLT|6LHND|7RCR|9ERES|aCDMG
185	24534 21312	   	168.80	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	1LHND|2LWND|3DUR|48DMG|5ZMB|69VULN|7RCR|aCDMG
186	41211 42334	   	168.78	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	18AART|2VULN|3BELT|4ZMB|5CDMG|6ERES|7ASPD|9RCR|aDMG
187	41161 21413	   	168.72	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1AART|23VULN|47ASPD|5DUR|6RCVC|8RCR|9DMG|aDUST
188	13363 21333	   	168.61	DCR|2VULN|2DMG|2CDMG|2DUR	1RCVC|26CDMG|3LSRREG|47DUR|56VULN|6BPWR|8aDMG|9RCR
189	41131 63241	   	168.57	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|234VULN|5RPLT|6RCVC|7BEXP|8RCR|9ZMB|aCDMG
190	41213 33412	   	168.57	DCR|3VULN|2AART|1ZMB	17AART|28aVULN|3BELT|4ZMB|5BEXP|6RCR|9DUST
191	41216 33412	   	168.57	DCR|3VULN|2AART|1ZMB	17AART|28aVULN|3BELT|4ZMB|5FEWX|6RCR|9DUST
192	41214 35232	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|27VULN|3BELT|4ZMB|5DUR|6RCR|8BEXP|9AIRHEA|aDMG
193	41141 23411	   	168.35	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|23VULN|4ZMB|5DUR|67RCVC|8RCR|9DMG|aCGEN
194	41141 23412	   	168.35	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|23VULN|4ZMB|5DUR|67RCVC|8RCR|9DMG|aRPLT
195	42213 24143	   	168.31	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1AART|2DUR|3ASPD|4ZMB|57VULN|6RPLT|8DMSP|9RCR|aDMG
196	41141 23413	   	168.25	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|23VULN|4ZMB|5DUR|67RCVC|8RCR|9DMG|aDUST
197	41311 21624	   	168.23	DCR|3VULN|2AART|1DMG	17AART|268VULN|3RMIN|4RPLT|58CGEN|8BPWR|9DMG|aRCR
198	41311 21324	   	168.13	DCR|3VULN|2AART|1DMG	17AART|268VULN|3RMIN|4RPLT|5CGEN|9DMG|aRCR
199	41314 21324	   	168.13	DCR|3VULN|2AART|1DMG	17AART|268VULN|3RMIN|4RPLT|5MLV|9DMG|aRCR
200	41211 23311	 * 	168.03	4VULN|2DMG|1AART|2CDMG|1ZMB	1AART|269aVULN|3BELT|4ZMB|5aCDMG|7RCVC|8aDMG|aBPWR
201	41131 21224	   	168.03	DCR|3VULN|2AART|1DMG	17AART|234VULN|5RPLT|6TLV|8CGEN|9DMG|aRCR
202	41131 21424	   	168.03	DCR|3VULN|2AART|1DMG	17AART|234VULN|5RPLT|6TLV|8RMIN|9DMG|aRCR
203	41131 32624	   	168.03	DCR|3VULN|2AART|1DMG	18AART|234VULN|5RPLT|6RMIN|7TLV|9DMG|aRCR
204	41151 32324	   	168.03	DCR|3VULN|2AART|1DMG	14AART|238VULN|5RPLT|6RMIN|7TLV|9DMG|aRCR
205	43213 24343	   	167.98	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1AART|2BEXP|38ASPD|4ZMB|57VULN|6RPLT|9RCR|aDMG
206	42126 63232	   	167.89	DCR|2AART|2VULN|1CDMG|2DUR	15AART|2aDUR|38VULN|4FEWX|6RCR|7LIT|9CDMG
207	42166 12231	 * 	167.72	ACR|3VULN|1AART|1CDMG|2DUR	1AART|27DUR|38aVULN|4LIT|5RCR|6FEWX|9CDMG
208	41131 11224	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5RPLT|6ZMB|7DMSP|8CGEN|9DMG|aRCR
209	41131 11424	   	167.68	DCR|3VULN|1AART|1DMG|1ZMB	1AART|234VULN|5RPLT|6ZMB|7DMSP|8RMIN|9DMG|aRCR
210	41161 22411	   	167.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|23VULN|4ASPD|57DUR|6RCVC|8RCR|9DMG|aCGEN
211	41161 22412	   	167.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|23VULN|4ASPD|57DUR|6RCVC|8RCR|9DMG|aRPLT
212	23634 32323	   	167.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2CDMG|3ZMB|4FEWX|5LWND|69VULN|7RCR|8DMG|aAART
213	41161 22413	   	167.40	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|23VULN|4ASPD|57DUR|6RCVC|8RCR|9DMG|aDUST
214	13442 52121	 * 	167.32	DCR|2VULN|2DMG|3CDMG	1RCVC|26aCDMG|39DMG|4aCGEN|5aVULN|7RCR|8DLOT|aBPWR
215	42266 24111	   	167.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1AART|29DUR|3ASPD|4MBVNT|5DMG|6RPLT|7RCR|8aVULN
216	51322 51261	 * 	167.29	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1CDMG	1CGEN|2VULN|36ZMB|48ASPD|5DMG|7RCR|9CDMG|aAART
217	36422 11823	   	167.01	DCR|2VULN|2DMG|2ASPD|1CDMG	1DMSP|28VULN|3MBVNT|48ASPD|58DMG|6RCVC|7RCR|8BPWR|9LHND|aCDMG
218	51336 12361	 * 	167.00	DCR|1AART|1VULN|1DMG|2CDMG|2ZMB|1ASPD	1CGEN|2VULN|36ZMB|45CDMG|7RCR|8ASPD|9DMG|aAART
219	41131 51221	   	166.97	DCR|4VULN|2AART	17AART|234aVULN|5RPLT|6LHND|8RCR|9LIT
220	51333 12241	 * 	166.92	DCR|3VULN|1AART|2ZMB|1CDMG	1CGEN|258VULN|36ZMB|4CDMG|7RCR|9BEXP|aAART
221	41131 51216	   	166.87	DCR|4VULN|2AART	17AART|234aVULN|5RPLT|6LHND|8RCR|9ERES
222	62353 23136	 * 	166.83	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1FEWX|2CGEN|3RCR|4DMG|5DUR|6aVULN|7CDMG|8MLV|9AART
223	51333 12231	   	166.82	DCR|3VULN|1AART|2ZMB|1CDMG	1CGEN|258VULN|36ZMB|4CDMG|7RCR|9MBVNT|aAART
224	51333 12261	   	166.82	DCR|3VULN|1AART|2ZMB|1CDMG	1CGEN|258VULN|36ZMB|4CDMG|7RCR|9DUST|aAART
225	42122 63231	   	166.81	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|38aVULN|4FEWX|5DMSP|6RCR|7LIT|9CDMG
226	42123 61241	   	166.81	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|35aVULN|4FEWX|6RCR|7LHND|8BEXP|9CDMG
227	42123 63234	   	166.81	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9CDMG|aRPLT
228	42123 63631	   	166.81	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|35aVULN|4FEWX|6RCR|7LIT|8DMSP|9CDMG
229	42123 63235	   	166.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|2DUR|358VULN|4FEWX|6RCR|7LIT|9CDMG|aDUST
230	41213 33231	   	166.66	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|2aVULN|3BELT|4ZMB|58BEXP|6RCR|9CDMG
231	41213 33432	   	166.66	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|28VULN|3BELT|4ZMB|5BEXP|6RCR|9CDMG|aFEWX
232	41213 33436	   	166.66	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|28VULN|3BELT|4ZMB|5BEXP|6RCR|9CDMG|aLHND
233	41216 33432	   	166.66	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|28VULN|3BELT|4ZMB|5aFEWX|6RCR|9CDMG
234	43132 14135	   	166.61	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2BEXP|38VULN|4BELT|5FEWX|6DUR|7RCR|9DMG
235	12421 21154	 * 	166.58	DCR|3VULN|1DMG|3DUR|2ASPD	1RCVC|269DUR|3MBVNT|49ASPD|579VULN|8RCR|9BPWR|aDMG
236	12421 82154	   	166.58	DCR|3VULN|1DMG|3DUR|2ASPD	1RCVC|279DUR|3MBVNT|49ASPD|569VULN|8RCR|9BPWR|aDMG
237	41213 33132	   	166.56	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|2aVULN|3BELT|4ZMB|5BEXP|6RCR|8DUST|9CDMG
238	41213 33433	   	166.56	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|28VULN|3BELT|4ZMB|5BEXP|6RCR|9CDMG|aNUKE
239	41216 33132	   	166.56	DCR|2AART|2VULN|1CDMG|1ZMB	17AART|2aVULN|3BELT|4ZMB|5FEWX|6RCR|8DUST|9CDMG
240	41131 52243	   	166.52	DCR|4VULN|1AART|1ZMB	1AART|234aVULN|5RPLT|6LHND|7DMSP|8RCR|9ZMB
241	42126 61332	   	166.51	DCR|3VULN|2AART|1DUR	15AART|2DUR|39aVULN|4FEWX|6RCR|7LHND|8RCVC
242	51235 32163	   	166.47	DCR|4VULN|1AART|1CDMG	18CGEN|2689VULN|3MLV|4CDMG|568LWND|68BPWR|7RCR|aAART
243	41131 32243	   	166.42	DCR|4VULN|1AART|1ZMB	1AART|234aVULN|5RPLT|6RMIN|7TLV|8RCR|9ZMB
244	41131 51211	   	166.41	DCR|3VULN|2AART|1CDMG	17AART|234VULN|5RPLT|6LHND|8RCR|9ERES|aCDMG
245	41161 25311	   	166.38	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|23VULN|4ASPD|5DUR|68RCVC|7RCR|9DMG|aCGEN
246	41161 25312	   	166.38	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|23VULN|4ASPD|5DUR|68RCVC|7RCR|9DMG|aRPLT
247	16433 63433	 * 	166.38	DCR|3VULN|1DMG|1CDMG|1FLTHEA	1RCVC|289VULN|3MBVNT|4CDMG|5ERES|6FLTHEA|7RCR|aDMG
248	41211 42331	   	166.30	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	18AART|2aVULN|3BELT|4ZMB|5CDMG|6ERES|7ASPD|9RCR
249	41431 52331	   	166.30	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	18AART|2aVULN|3ERES|4BELT|5CDMG|6ZMB|7ASPD|9RCR
250	41161 25313	   	166.28	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1AART|23VULN|4ASPD|5DUR|68RCVC|7RCR|9DMG|aDUST
251	12428 81213	 * 	166.08	DCR|3DMG|1VULN|3ASPD|1DUR	1RCVC|2DUR|3MBVNT|468ASPD|56aDMG|6BPWR|7RCR|9VULN
252	41131 52241	   	166.07	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|234VULN|5RPLT|6LHND|7DMSP|8RCR|9ZMB|aCDMG
253	41135 21342	   	166.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|234VULN|5DMG|6BELT|7BEXP|8CGEN|9RCR|aDUR
254	41135 22342	   	166.02	DCR|3VULN|1AART|1DMG|1DUR	1AART|234VULN|5DMG|6BELT|7FEWX|8CGEN|9RCR|aDUR
255	41131 32241	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1AART|234VULN|5RPLT|6RMIN|7TLV|8RCR|9ZMB|aCDMG
256	51322 21261	   	165.95	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1CGEN|2VULN|3ZMB|48ASPD|5DMG|6RCVC|7RCR|9CDMG|aAART
257	36322 51153	   	165.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DMSP|27VULN|3LHND|4ASPD|5DMG|6ZMB|8RCR|9AART|aDUR
258	41214 35222	   	165.76	DCR|3VULN|1AART|1ZMB|1DUR	1AART|27aVULN|3BELT|4ZMB|5DUR|6RCR|8BEXP|9RCVC
259	46112 34232	   	165.76	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2RCVC|3ERES|48VULN|5BELT|6RCR|7CDMG|9ZMB|aDUR
260	33424 31141	   	165.73	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1DMSP|29CDMG|39DMG|4SELL|5LHND|6ZMB|79VULN|8RCR|9BPWR|aCGEN
261	33425 31141	   	165.73	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1DMSP|29CDMG|39DMG|4SELL|5BEXP|6ZMB|79VULN|8RCR|9BPWR|aCGEN
262	32421 21158	   	165.72	DCR|3VULN|1AART|3DUR|2ASPD	1DMSP|269DUR|3MBVNT|49ASPD|579VULN|8RCR|9BPWR|aAART
263	46112 34321	 * 	165.68	DCR|2AART|2VULN|2CDMG	18AART|2RCVC|39ERES|49VULN|5BELT|6RCR|79CDMG|9BPWR|aLIT
264	46112 34322	   	165.68	DCR|2AART|2VULN|2CDMG	18AART|2RCVC|39ERES|49VULN|5BELT|6RCR|79CDMG|9BPWR|aRPLT
265	51336 22361	   	165.65	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1CGEN|2VULN|3ZMB|45CDMG|6RCVC|7RCR|8ASPD|9DMG|aAART
266	33424 31142	   	165.63	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1DMSP|29CDMG|39DMG|4SELL|5LHND|6ZMB|79VULN|8RCR|9BPWR|aDUST
267	33425 31142	   	165.63	DCR|2VULN|2DMG|2CDMG|1ZMB|1SELL	1DMSP|29CDMG|39DMG|4SELL|5BEXP|6ZMB|79VULN|8RCR|9BPWR|aDUST
268	46112 34323	   	165.58	DCR|2AART|2VULN|2CDMG	18AART|2RCVC|39aERES|49VULN|5BELT|6RCR|79CDMG|9BPWR
269	51333 22241	   	165.57	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|258VULN|3ZMB|4CDMG|6RCVC|7RCR|9BEXP|aAART
270	41221 53311	 * 	165.57	4VULN|2DMG|1AART|2ZMB|1CDMG	1AART|259aVULN|3BELT|4CDMG|6aZMB|7RCVC|8aDMG|aBPWR
271	13313 26333	   	165.52	DCR|3VULN|2DMG|1CDMG	1RCVC|2CDMG|36LSRREG|4LEGI|567VULN|6BPWR|8aDMG|9RCR
272	33431 11214	   	165.49	DCR|2VULN|1AART|1DMG|2CDMG	1DMSP|24CDMG|3DMG|5RCVC|6MBVNT|7RCR|89VULN|aAART
273	33431 11274	   	165.49	DCR|2DMG|1AART|1VULN|2CDMG	1DMSP|24CDMG|39DMG|5RCVC|6MBVNT|7RCR|8VULN|aAART
274	16222 51143	 * 	165.49	DCR|3VULN|1DMG|2ZMB|2ASPD	1RCVC|279VULN|39FEWX|4aASPD|5DMG|69ZMB|8RCR|9BPWR
275	16322 51143	   	165.49	DCR|3VULN|1DMG|2ZMB|2ASPD	1RCVC|279VULN|39LHND|4aASPD|5DMG|69ZMB|8RCR|9BPWR
276	51333 22231	   	165.47	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|258VULN|3ZMB|4CDMG|6RCVC|7RCR|9MBVNT|aAART
277	51333 22261	   	165.47	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|258VULN|3ZMB|4CDMG|6RCVC|7RCR|9DUST|aAART
278	21364 21323	   	165.34	ACR|4VULN|1DMG|1ZMB|1DUR	1LHND|2DUR|3689VULN|4FEWX|5RCR|7ZMB|aDMG
279	61324 21323	   	165.34	ACR|4VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|3689VULN|4LWND|5RCR|7ZMB|aDMG
280	61334 21323	   	165.34	ACR|4VULN|1DMG|1ZMB|1DUR	1FEWX|2DUR|3689VULN|4LHND|5RCR|7ZMB|aDMG
281	41214 33162	   	165.15	DCR|2AART|2VULN|2DUR|1ZMB	17AART|2aVULN|3BELT|4ZMB|59DUR|6RCR|8DUST
282	21364 21362	 * 	164.89	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUR|368VULN|4FEWX|5RCR|7ZMB|9DMG|aCDMG
283	61324 21362	   	164.89	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|368VULN|4LWND|5RCR|7ZMB|9DMG|aCDMG
284	61334 21362	   	164.89	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|368VULN|4LHND|5RCR|7ZMB|9DMG|aCDMG
285	41122 23436	   	164.86	DCR|4VULN|1AART|1ASPD	1AART|237aVULN|4LHND|5ASPD|6RCVC|8RCR|9TLV
286	41122 55232	   	164.86	DCR|4VULN|1AART|1ASPD	1AART|236aVULN|4LHND|5ASPD|7RCR|8BEXP|9MLV
287	41311 24363	   	164.86	DCR|4VULN|1AART|1ASPD	1AART|269aVULN|3RMIN|4RPLT|5CGEN|7RCR|8ASPD
288	12421 81182	   	164.76	DCR|4VULN|1DMG|1ASPD|1DUR	1RCVC|2DUR|3MBVNT|4ASPD|567aVULN|8RCR|9DMG
289	33363 21333	   	164.61	DCR|2VULN|2DMG|2CDMG|2DUR	1DMSP|26CDMG|3LSRREG|47DUR|56VULN|6BPWR|8aDMG|9RCR
290	13363 33354	   	164.57	DCR|2VULN|1AART|2CDMG|1ZMB|1DUR	1RCVC|28CDMG|3LSRREG|4DUR|59VULN|6ZMB|7RCR|aAART
291	21324 26336	 * 	164.54	ACR|3VULN|1AART|1DMG|1DUR	1LHND|2DUR|36aVULN|4LWND|5RCR|7DMG|8AART|9DUST
292	42363 34248	   	164.53	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1AART|2DUR|3MLV|4MBVNT|5CDMG|6RCR|7CGEN|8DMG|9ZMB|aVULN
293	41311 24361	   	164.41	DCR|3VULN|1AART|1CDMG|1ASPD	1AART|269VULN|3RMIN|4RPLT|5CGEN|7RCR|8ASPD|aCDMG
294	42222 25332	 * 	164.38	DCR|2VULN|1AART|3ASPD|3DUR	1AART|245DUR|35aASPD|5aBPWR|6CGEN|7RCR|8aVULN|9aLWND
295	42222 25342	   	164.38	DCR|2VULN|1AART|3ASPD|3DUR	1AART|245DUR|35aASPD|5aBPWR|6CGEN|7RCR|8aVULN|9aFEWX
296	45263 23231	   	164.30	ACR|3VULN|1AART|1DMG	1AART|2RMIN|3DMG|4RCR|59aVULN|6RPLT|7BEXP|8FEWX
297	45261 22131	   	164.30	ACR|3VULN|1AART|1DMG	1AART|2RMIN|3DMG|4RCR|5LHND|6RPLT|7FEWX|89aVULN
298	45261 23131	   	164.30	ACR|3VULN|1AART|1DMG	1AART|2RMIN|3DMG|4RCR|5LHND|6RPLT|7BEXP|89aVULN
299	41333 32435	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|28VULN|37RMIN|4BELT|5BEXP|6RCR|9CDMG|aDMG
300	41333 35235	   	164.28	DCR|2VULN|1AART|1DMG|1CDMG	1AART|27VULN|3RMIN|4BELT|58BEXP|6RCR|9CDMG|aDMG
301	41141 25232	   	164.26	DCR|3VULN|1AART|1ZMB|1DUR	1AART|23aVULN|4ZMB|5DUR|6RCVC|7RCR|8BEXP|9MLV
302	21341 22531	   	164.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68aFEWX|7RCR|8BPWR|9AART
303	21341 22534	   	164.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68FEWX|7RCR|8BPWR|9AART|aRMIN
304	21341 62531	   	164.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68BEXP|7RCR|8BPWR|9AART|aFEWX
305	45262 22131	   	164.20	ACR|3VULN|1AART|1DMG	1AART|2RMIN|3DMG|4RCR|5DUST|6RPLT|7FEWX|89aVULN
306	45262 23131	   	164.20	ACR|3VULN|1AART|1DMG	1AART|2RMIN|3DMG|4RCR|5DUST|6RPLT|7BEXP|89aVULN
307	22353 14262	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2CGEN|3RCR|4DMG|5DUR|6RPLT|7ZMB|8aVULN|9AART
308	42166 32332	   	164.19	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|39VULN|46LIT|5RCR|7ZMB|8CGEN|aDMG
309	16422 11821	   	164.18	DCR|2VULN|2DMG|2ASPD|1DUR|2RCVC	16RCVC|28VULN|3MBVNT|48ASPD|58DMG|7RCR|8BPWR|9LHND|aDUR
310	42222 25152	   	164.18	DCR|2VULN|1AART|3ASPD|3DUR	1AART|245DUR|35aASPD|5aBPWR|6CGEN|7RCR|8aDUST|9aVULN
311	21341 22533	   	164.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68FEWX|7RCR|8BPWR|9AART|aTLV
312	21341 62533	   	164.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68BEXP|7RCR|8BPWR|9AART|aMBVNT
313	43363 32348	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2BEXP|3MLV|4MBVNT|5CDMG|6RCR|7DUST|89VULN|aDMG
314	43363 32371	   	164.08	DCR|2VULN|1AART|1DMG|1CDMG	1AART|2BEXP|3MLV|4MBVNT|5CDMG|6RCR|7DUST|8aVULN|9DMG
315	41214 35122	   	164.06	DCR|3VULN|1AART|1ZMB|1DUR	1AART|27aVULN|39BELT|4ZMB|5DUR|6RCR|8DUST
316	21341 22231	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6aFEWX|7RCR|9AART
317	21341 22234	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6FEWX|7RCR|9AART|aRMIN
318	21341 22331	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6aFEWX|7RCR|9AART
319	21341 22334	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6FEWX|7RCR|9AART|aRMIN
320	21341 62231	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6BEXP|7RCR|9AART|aFEWX
321	21341 62234	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6BEXP|7RCR|9AART|aRMIN
322	21341 62236	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6BEXP|7RCR|9AART|aCGEN
323	21341 62331	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6BEXP|7RCR|9AART|aFEWX
324	21341 62334	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6BEXP|7RCR|9AART|aRMIN
325	21341 62336	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6BEXP|7RCR|9AART|aCGEN
326	64531 32231	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aFEWX|2LWND|3DUR|4DMG|5CDMG|68VULN|7RCR|9AART
327	64531 32331	   	164.01	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1aFEWX|2LWND|3DUR|48DMG|5CDMG|6VULN|7RCR|9AART
328	21341 12541	   	164.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	18LHND|2DUR|38VULN|4DMG|5CDMG|68DUST|7RCR|8BPWR|9AART|aFEWX
329	41214 35112	   	163.96	DCR|3VULN|1AART|1ZMB|1DUR	1AART|27aVULN|3BELT|4ZMB|5DUR|6RCR|89DUST
330	41211 63311	 * 	163.92	3VULN|2DMG|1AART|3CDMG|2ZMB	1AART|29aVULN|3BELT|46ZMB|56aCDMG|6aBPWR|7RCVC|8aDMG
331	21341 12341	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6DUST|7RCR|9AART|aFEWX
332	21341 12344	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6DUST|7RCR|9AART|aRMIN
333	21341 12346	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6DUST|7RCR|9AART|aCGEN
334	21341 22233	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6FEWX|7RCR|9AART|aTLV
335	21341 22333	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6FEWX|7RCR|9AART|aTLV
336	21341 62233	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2DUR|38VULN|4DMG|5CDMG|6BEXP|7RCR|9AART|aMBVNT
337	21341 62333	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2DUR|3VULN|48DMG|5CDMG|6BEXP|7RCR|9AART|aMBVNT
