0	Index      	 *	Score 	Summary	Detail	
1	22132 23554	 * 	191.67	ACR|3DMG|1AART|1VULN|2CDMG|1ZMB	18TLV|28aDMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9VULN
162	21523 31531	   	169.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8ASPD|9LHND|aFLTHEA
163	21563 31521	   	169.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1TLV|27VULN|3AART|4CGEN|5DMG|6RCR|8ASPD|9BEXP|aFLTHEA
164	21563 31531	   	169.91	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1TLV|27VULN|3AART|4CGEN|5DMG|6RCR|8ASPD|9LHND|aFLTHEA
165	41112 15326	 * 	169.66	DCR|3VULN|1AART|2ASPD|1ZMB|1DUR|1SELL	1aASPD|279VULN|3SELL|4DUR|5ZMB|6AART|8RCR
166	41521 31352	   	169.62	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|27VULN|3aAART|4TLV|5CGEN|6RCR|8RCVC|9DMG
167	21523 31352	   	169.62	DCR|2AART|2VULN|1DMG|1ASPD	1TLV|27VULN|3aAART|4MLV|5DMG|6RCR|8RCVC|9ASPD
168	21563 31352	   	169.62	DCR|2AART|2VULN|1DMG|1ASPD	1TLV|27VULN|3aAART|4CGEN|5DMG|6RCR|8RCVC|9ASPD
169	22132 23522	 * 	169.50	ACR|2DMG|1AART|2CDMG|2ASPD|1ZMB	18TLV|28DMG|3ZMB|4RCR|5BEXP|68CDMG|7AART|8BPWR|9aASPD
170	23522 36621	   	169.47	DCR|3VULN|1AART|1CDMG|1ZMB	14TLV|2BEXP|3AART|59aVULN|6RCR|7CDMG|8ZMB
171	21533 66323	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|29VULN|3AART|4ZMB|5DMG|6CGEN|7CDMG|8RCR|aRMIN
172	21533 66331	   	169.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2aVULN|3AART|4ZMB|5DMG|6CGEN|7CDMG|8RCR|9DMSP
173	21533 66332	   	169.18	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1TLV|2VULN|3AART|4ZMB|5aDMG|6CGEN|7CDMG|8RCR|9DMSP
174	21533 51313	   	169.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9LWND|aDUR
175	21533 51352	   	169.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9ASPD|aDMSP
176	21533 51363	   	169.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9RPLT|aDUR
177	21214 46331	   	169.17	DCR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1TLV|289VULN|3MLV|4ASPD|5ZMB|6RCR|7CDMG|aDMG
178	21533 46323	   	169.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|29VULN|3AART|4ZMB|5DMG|6ERES|7CDMG|8RCR|aRMIN
179	21533 46331	   	169.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1TLV|2aVULN|3AART|4ZMB|5DMG|6ERES|7CDMG|8RCR|9DMSP
180	21533 46332	   	169.08	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1TLV|2VULN|3AART|4ZMB|5aDMG|6ERES|7CDMG|8RCR|9DMSP
181	21533 51351	   	169.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8RCVC|9ASPD|aDUST
182	21216 31425	   	169.04	DCR|3VULN|2AART|1DUR|1ASPD	1TLV|279VULN|3MLV|4ASPD|5aAART|6RCR|8DUR
183	54422 22112	 * 	169.02	DCR|3DMG|2AART|2ZMB	1RPLT|2RCVC|346DMG|46BPWR|56ZMB|7RCR|8ERES|9aAART
184	46233 82323	 * 	169.01	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	19ASPD|2aAART|3MBVNT|4RCR|5CDMG|6VULN|7RMIN|8DMG
185	46233 44821	   	169.01	ACR|2AART|1VULN|1DMG|2ASPD|1CDMG	18ASPD|27AART|3MBVNT|4RCR|5CDMG|6LWND|9DMG|aVULN
186	21523 31364	   	168.82	DCR|2VULN|2DMG|1AART	1TLV|27VULN|3AART|4MLV|5aDMG|6RCR|8RCVC|9RPLT
187	16321 12533	   	168.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|36aVULN|4AART|5CDMG|7ZMB|8RPLT|9RCR
188	16321 46233	   	168.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|38aVULN|4AART|5CDMG|6RPLT|7ZMB|9RCR
189	16324 36233	   	168.81	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|38aVULN|4AART|5RPLT|6CDMG|7ZMB|9RCR
190	21216 31521	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9BEXP|aFLTHEA
191	21216 31531	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9LHND|aFLTHEA
192	16356 23213	   	168.70	DCR|3VULN|1AART|1CDMG|2DUR|1ZMB	1LWND|27DUR|348VULN|5ZMB|6CDMG|9AART|aRCR
193	46231 13262	   	168.63	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1aASPD|2AART|3MBVNT|4RCR|5DUR|6aVULN|7LIT|8DMG|9aBEXP|aBPWR
194	21324 43144	 * 	168.60	DCR|2VULN|2AART|1FLTHEA|1ZMB|1DUR	1TLV|23VULN|4DUR|5ZMB|6RCR|7FLTHEA|8MBVNT|9aAART
195	46233 82321	   	168.56	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	19ASPD|2AART|3MBVNT|4RCR|5CDMG|6VULN|7RMIN|8DMG|aZMB
196	46233 22484	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|6CGEN|7LWND|89VULN|aDMG
197	46233 81421	   	168.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|6aVULN|7FEWX|8RPLT|9DMG
198	21535 52321	 * 	168.52	DCR|3VULN|1AART|2ZMB|1CDMG	1TLV|29aVULN|3AART|47ZMB|5CDMG|6MBVNT|8RCR
199	21523 31516	   	168.50	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1TLV|27VULN|3AART|4MLV|5DMG|6RCR|8ASPD|9aDUR
200	46231 13235	   	168.43	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1aASPD|2AART|3MBVNT|4RCR|5DUR|69VULN|7LIT|8DMG
201	21216 31352	   	168.42	DCR|2AART|2VULN|1DMG|1ASPD	1TLV|27VULN|3MLV|4ASPD|5aAART|6RCR|8RCVC|9DMG
202	46231 11234	   	168.42	ACR|3VULN|1AART|1ZMB|1DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5DUR|68aVULN|7MLV|9ZMB
203	41356 21232	   	168.41	DCR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|26aVULN|3BEXP|4LIT|57DMG|8RCR|9ZMB
204	42232 32263	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|28DMG|3FEWX|4RCR|5BEXP|6aVULN|7LHND|9AART
205	42432 32263	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|28DMG|3LWND|4RCR|5BEXP|6aVULN|7LHND|9AART
206	42432 33263	   	168.37	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|28DMG|3LWND|4RCR|5BEXP|6aVULN|7FEWX|9AART
207	41112 15323	   	168.35	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD|1SELL	1ASPD|279VULN|3SELL|4aDUR|5ZMB|6AART|8RCR
208	46231 14242	 * 	168.33	ACR|2VULN|1AART|3ASPD|1CDMG|1DUR	178ASPD|2AART|3MBVNT|4RCR|5DUR|69VULN|aCDMG
209	46231 21242	   	168.33	ACR|2VULN|1AART|3ASPD|1CDMG|1DUR	168ASPD|2AART|3MBVNT|4RCR|5DUR|79VULN|aCDMG
210	46233 83122	   	168.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5CDMG|69VULN|78ERES|aDMG
211	42532 32263	   	168.27	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|28DMG|3LEGI|4RCR|5BEXP|6aVULN|7LHND|9AART
212	42532 33263	   	168.27	ACR|2VULN|2DMG|1AART|1ASPD	1ASPD|28DMG|3LEGI|4RCR|5BEXP|6aVULN|7FEWX|9AART
213	32326 67133	   	168.18	DCR|3VULN|1AART|1DMG|1ZMB	1LHND|2FEWX|36aVULN|4AART|5MBVNT|7DMG|8ZMB|9RCR
214	33326 67133	   	168.18	DCR|3VULN|1AART|1DMG|1ZMB	1LHND|2BEXP|36aVULN|4AART|5MBVNT|7DMG|8ZMB|9RCR
215	46236 14144	   	168.09	ACR|3VULN|1AART|2ASPD|1ZMB	17ASPD|2AART|3MBVNT|4RCR|5BEXP|69aVULN|8ZMB
216	46236 21144	   	168.09	ACR|3VULN|1AART|2ASPD|1ZMB	16ASPD|2AART|3MBVNT|4RCR|5BEXP|79aVULN|8ZMB
217	46238 44144	   	168.09	ACR|3VULN|1AART|2ASPD|1ZMB	17ASPD|2AART|3MBVNT|4RCR|59aVULN|6BEXP|8ZMB
218	22132 23414	 * 	167.92	ACR|2DMG|2AART|1CDMG|1ZMB|1DUR	1TLV|2aDMG|3ZMB|4RCR|5BEXP|6CDMG|79AART|8DUR
219	21523 34121	 * 	167.84	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1TLV|2VULN|39AART|4MLV|5DMG|6RCR|7LHND|8ZMB|aFLTHEA
220	21563 34121	   	167.84	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1TLV|2VULN|39AART|4CGEN|5DMG|6RCR|7LHND|8ZMB|aFLTHEA
221	22131 46235	   	167.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1TLV|28DMG|3ZMB|4RCR|5LWND|6RMIN|7CDMG|9VULN|aAART
222	21531 31511	   	167.79	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD|1DUR	1TLV|27VULN|3AART|4ZMB|5CGEN|6RCR|8ASPD|9DUR|aFLTHEA
223	41135 21123	   	167.77	DCR|2VULN|2AART|1DMG|1ZMB|1ASPD|1SELL	1ASPD|26VULN|3SELL|4ZMB|57AART|8DMG|9RPLT|aRCR
224	22134 35622	 * 	167.74	ACR|3DMG|1AART|2ZMB|1CDMG	1TLV|278DMG|35ZMB|4RCR|6DUST|9AART|aCDMG
225	21533 53221	   	167.74	DCR|2AART|1VULN|1DMG|1FLTHEA|1ZMB	1TLV|2VULN|39AART|4ZMB|5DMG|6RCR|7ERES|8LHND|aFLTHEA
226	21523 36173	   	167.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2VULN|3aAART|4MLV|5DMG|6RCR|7MBVNT|8ZMB|9CDMG
227	21523 34226	   	167.71	DCR|2AART|2DMG|1VULN|1ASPD	1TLV|2VULN|39AART|4MLV|5aDMG|6RCR|7LHND|8ASPD
228	21523 31435	   	167.71	DCR|2AART|2VULN|1DMG|1DUR	1TLV|27VULN|3aAART|4MLV|5DMG|6RCR|8DUR|9DMSP
229	21523 31525	   	167.71	DCR|2AART|2VULN|1DMG|1ASPD	1TLV|27VULN|3aAART|4MLV|5DMG|6RCR|8ASPD|9BEXP
230	22131 56235	   	167.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1TLV|28DMG|3ZMB|4RCR|5LWND|6ERES|7CDMG|9VULN|aAART
231	22122 35136	 * 	167.56	DCR|3DMG|2VULN|2ZMB|1DUR	19TLV|267DMG|39ZMB|4DUR|56BEXP|69BPWR|89VULN|aRCR
232	21513 32115	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1TLV|28VULN|3AART|4LHND|5LWND|6CDMG|7RCR|9DUR|aDMG
233	46521 31133	   	167.51	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|2AART|3ERES|4DMG|5DUR|6MBVNT|7aVULN|8ZMB|9RCR
234	41162 18432	   	167.47	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|289VULN|3SELL|4MLV|5MBVNT|6AART|7RCR|aDMG
235	41132 27423	   	167.47	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|28VULN|3SELL|4ZMB|5MBVNT|6DMG|7CDMG|9AART|aRCR
236	41112 15314	   	167.46	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD|1SELL	1ASPD|27VULN|3SELL|4DUR|5ZMB|6AART|8RCR|9MLV|aDMG
237	35134 36231	 * 	167.34	ACR|3VULN|1AART|2ZMB|1CDMG	12LHND|35ZMB|4RCR|689VULN|7CDMG|aAART
238	21216 31516	   	167.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1TLV|27VULN|3MLV|4ASPD|5AART|6RCR|8DMG|9aDUR
239	21533 51233	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8LWND|9DMSP|aDUR
240	21533 51411	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8DUR|9LIT|aFEWX
241	21533 51413	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8DUR|9LIT|aBEXP
242	21533 51521	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8ASPD|9BEXP|aMGNLIT
243	21533 51522	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8ASPD|9BEXP|aLIT
244	21533 51523	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8ASPD|9BEXP|aLWND
245	21533 51531	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8ASPD|9LHND|aMGNLIT
246	21533 51532	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8ASPD|9LHND|aLIT
247	21533 51533	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8ASPD|9LHND|aLWND
248	21533 55223	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|29VULN|3AART|4ZMB|5DMG|6RCR|7DMSP|8LWND|aDUR
249	21533 54311	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|2aVULN|3AART|4ZMB|5DMG|6RCR|7LHND|8LWND|9DUR
250	21531 31536	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1TLV|27VULN|3AART|4ZMB|5CGEN|6RCR|8ASPD|9LHND|aDMG
251	21531 36622	   	167.18	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1TLV|2VULN|3AART|48ZMB|5CGEN|6RCR|7CDMG|9ASPD|aDMG
252	21533 51134	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8BEXP|9LEGI|aDUR
253	21533 51431	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8DUR|9LEGI|aFEWX
254	21533 51433	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|27VULN|3AART|4ZMB|5DMG|6RCR|8DUR|9LEGI|aCGEN
255	21533 56442	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1TLV|29VULN|3AART|4ZMB|5DMG|6RCR|7MBVNT|8RPLT|aDUR
256	46231 13234	   	167.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5aDUR|69VULN|7LIT|8DMG
257	46231 13251	   	167.12	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1ASPD|2AART|3MBVNT|4RCR|59DUR|6aVULN|7LIT|8DMG
258	21324 43136	 * 	167.06	DCR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1TLV|23VULN|4DUR|5ZMB|6RCR|7FLTHEA|8MBVNT|9DMG|aCDMG
259	23543 52211	 * 	167.06	DCR|3ZMB|1AART|1VULN|1DMG|1DUR	1TLV|2BEXP|3AART|478ZMB|5DMG|6RCR|9DUR|aVULN
260	15321 52115	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2LHND|38VULN|4AART|5CDMG|6CGEN|7RCR|9DUR|aDMG
261	31321 52115	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2LWND|38VULN|4AART|5CDMG|6CGEN|7RCR|9DUR|aDMG
262	32321 52115	   	167.01	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2FEWX|38VULN|4AART|5CDMG|6CGEN|7RCR|9DUR|aDMG
263	46423 31124	   	166.92	DCR|2VULN|1AART|1DMG|2ZMB|1ASPD	1ASPD|2AART|39ZMB|4DMG|5LWND|6MBVNT|7aVULN|8RCR
264	16321 22144	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2DUR|38VULN|4AART|5CDMG|6ERES|7RCR|9DMSP|aDMG
265	15321 22115	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|2LHND|38VULN|4AART|5CDMG|6ERES|7RCR|9DUR|aDMG
266	31321 22115	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2LWND|38VULN|4AART|5CDMG|6ERES|7RCR|9DUR|aDMG
267	32321 22115	   	166.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|2FEWX|38VULN|4AART|5CDMG|6ERES|7RCR|9DUR|aDMG
268	41112 12321	   	166.91	DCR|3VULN|1AART|2ZMB|1ASPD|1DUR|1SELL	1ASPD|29aVULN|3SELL|4DUR|57ZMB|6AART|8RCR
269	46231 11273	   	166.86	ACR|2AART|2VULN|1CDMG|1DUR|1ASPD	1ASPD|2aAART|3MBVNT|4RCR|5DUR|68VULN|7MLV|9CDMG
270	46233 84223	   	166.76	ACR|2AART|2VULN|1CDMG|1DUR|1ASPD	1ASPD|27AART|3MBVNT|4RCR|5CDMG|69VULN|8ERES|aDUR
271	46233 84423	   	166.76	ACR|2AART|2VULN|1CDMG|1DUR|1ASPD	1ASPD|27AART|3MBVNT|4RCR|5CDMG|69VULN|8TLV|aDUR
272	22135 35622	   	166.69	ACR|3DMG|1AART|1CDMG|1ZMB	1TLV|278DMG|3ZMB|4RCR|5RCVC|6DUST|9AART|aCDMG
273	46233 82313	 * 	166.67	ACR|3AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|29aAART|3MBVNT|4RCR|5CDMG|6VULN|7RMIN|8DMG
274	46233 81123	 * 	166.53	ACR|2AART|2VULN|2ASPD|1CDMG	19ASPD|2aAART|3MBVNT|4RCR|5CDMG|68VULN|7FEWX
275	21216 31525	   	166.51	DCR|2AART|2VULN|1DMG|1ASPD	1TLV|27VULN|3MLV|4ASPD|5aAART|6RCR|8DMG|9BEXP
276	42232 32663	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3FEWX|4RCR|5BEXP|68aVULN|7LHND|9AART
277	46232 11227	   	166.33	ACR|2AART|2VULN|1DMG|1ASPD	1ASPD|29AART|3MBVNT|4RCR|5LHND|68VULN|7MLV|aDMG
278	35135 36231	   	166.29	ACR|3VULN|1AART|1CDMG|1ZMB	12LHND|3ZMB|4RCR|5RCVC|689VULN|7CDMG|aAART
279	21312 26423	   	166.20	DCR|4VULN|1AART|1DUR|1ASPD	1TLV|2368VULN|4ASPD|5MBVNT|7RCR|9DUR|aAART
280	46233 81124	   	166.08	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	19ASPD|2AART|3MBVNT|4RCR|5CDMG|68VULN|7FEWX|aZMB
281	16321 22414	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1LWND|29DUR|3VULN|48AART|5CDMG|6ERES|7RCR|aDMG
282	46233 34121	   	165.97	ACR|1AART|1VULN|1DMG|2CDMG|2ASPD	17ASPD|2AART|3MBVNT|4RCR|57CDMG|67FEWX|7BPWR|8RCVC|9DMG|aVULN
283	22123 25323	   	165.96	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	1TLV|2DMG|3ZMB|49DUR|5RMIN|68VULN|7RCR|aAART
284	46232 11343	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5LHND|6aVULN|7MLV|8ZMB|9DMG
285	46232 12421	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5LHND|6aVULN|7FEWX|8ZMB|9DMG
286	46232 16343	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5LHND|6aVULN|7CGEN|8ZMB|9DMG
287	46234 13421	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5FEWX|6aVULN|7LHND|8ZMB|9DMG
288	46236 13421	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5BEXP|6aVULN|7LHND|8ZMB|9DMG
289	46238 21343	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5aVULN|6LHND|7MLV|8ZMB|9DMG
290	46238 22421	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5aVULN|6LHND|7FEWX|8ZMB|9DMG
291	46238 43421	   	165.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5aVULN|6BEXP|7LHND|8ZMB|9DMG
292	22162 35221	   	165.88	DCR|3DMG|1AART|1VULN|1ZMB	1TLV|267DMG|3ZMB|4LHND|56BEXP|6BPWR|8AART|9RCR|aVULN
293	41312 23453	   	165.84	DCR|3VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|259VULN|3BEXP|48DUR|6CDMG|7AART|aRCR
294	46214 44227	   	165.81	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|29AART|3MBVNT|4LHND|5ERES|68VULN|7RCR|aDMG
295	46232 17421	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5LHND|6aVULN|7DUST|8ZMB|9DMG
296	46234 17421	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5FEWX|6aVULN|7DUST|8ZMB|9DMG
297	46238 33421	   	165.79	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4RCR|5aVULN|6DUST|7LHND|8ZMB|9DMG
298	24615 32322	   	165.68	DCR|2AART|2VULN|1DMG|1ZMB	12TLV|3ZMB|4RPLT|56AART|79VULN|8RCR|aDMG
299	12251 23313	 * 	165.62	DCR|3VULN|1AART|2ASPD|1CDMG	1LWND|2MGNSTR|39ASPD|45aVULN|6AART|7CDMG|8RCR
300	21531 31515	   	165.59	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	1TLV|27VULN|3aAART|4ZMB|5CGEN|6RCR|8ASPD|9DUR
301	32362 21213	   	165.53	DCR|3VULN|1AART|1DMG|1CDMG	1LHND|27FEWX|358VULN|4DMG|6CDMG|9AART|aRCR
302	32362 23213	   	165.53	DCR|3VULN|1AART|1DMG|1CDMG	17LHND|2FEWX|358VULN|4DMG|6CDMG|9AART|aRCR
303	46217 14421	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4LHND|5FEWX|6aVULN|7RCR|8ZMB|9DMG
304	46218 44421	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4LHND|5aVULN|6FEWX|7RCR|8ZMB|9DMG
305	46242 14421	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4FEWX|5LHND|6aVULN|7RCR|8ZMB|9DMG
306	46214 44343	   	165.37	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2AART|3MBVNT|4LHND|5ERES|6aVULN|7RCR|8ZMB|9DMG
307	46423 32444	   	165.37	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2AART|3ZMB|49DMG|5LWND|6MBVNT|7RCR|8DUST|aVULN
308	41511 34233	   	165.34	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|28aVULN|3AART|4LHND|5DUR|6CDMG|7RPLT|9RCR
309	22124 22136	 * 	165.34	DCR|2VULN|2DMG|3ZMB|1DUR	19TLV|29DMG|357ZMB|4DUR|6LHND|89VULN|9BPWR|aRCR
310	22124 52136	   	165.34	DCR|2VULN|2DMG|3ZMB|1DUR	19TLV|29DMG|357ZMB|4DUR|6FEWX|89VULN|9BPWR|aRCR
311	22124 62136	   	165.34	DCR|2VULN|2DMG|3ZMB|1DUR	19TLV|29DMG|357ZMB|4DUR|6BEXP|89VULN|9BPWR|aRCR
312	32665 21321	   	165.32	DCR|3DMG|2VULN|1CDMG	18LHND|2FEWX|3RCVC|48aDMG|5LIT|6CDMG|78VULN|8BPWR|9RCR
313	33665 21321	   	165.32	DCR|3DMG|2VULN|1CDMG	18LHND|2BEXP|3RCVC|48aDMG|5LIT|6CDMG|78VULN|8BPWR|9RCR
314	46331 51131	 * 	165.29	DCR|2VULN|3ZMB|1AART|1ASPD	1ASPD|2AART|3LWND|489ZMB|5CGEN|6RCR|7aVULN
315	16321 22123	   	165.24	DCR|2AART|2VULN|1CDMG|1DUR|1ASPD	1LWND|2DUR|38VULN|4aAART|5CDMG|6ERES|7RCR|9ASPD
316	22124 12136	   	165.24	DCR|2VULN|2DMG|3ZMB|1DUR	19TLV|29DMG|357ZMB|4DUR|6DUST|89VULN|9BPWR|aRCR
317	21352 27114	   	165.23	DCR|3VULN|1AART|1DMG|1CDMG	1TLV|236VULN|4NUKE|5MBVNT|7CDMG|8DMG|9AART|aRCR
318	21334 43353	   	165.17	DCR|3VULN|1AART|1FLTHEA|1ZMB	1TLV|238VULN|4ZMB|5LEGI|6RCR|7FLTHEA|9DUST|aAART
319	53362 22521	   	165.10	DCR|3VULN|2DMG|2DUR	1RPLT|29DUR|3LIT|456VULN|7RCR|8aDMG
320	41162 16332	   	165.07	DCR|3VULN|1AART|1DMG|1ASPD|1SELL	1ASPD|279VULN|3SELL|4MLV|5MBVNT|6AART|8RCR|aDMG
