0	Index      	 *	Score 	Summary	Detail	
1	11246 62221	 * 	200.01	DCR|3VULN|2DMG|1AART|1ZMB|1DUR	19DMG|257VULN|3ZMB|4AART|6RCR|8MLV|aDUR
167	11244 62112	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|278VULN|3ZMB|4AART|5DMSP|6RCR|9DUST|aTLV
168	11246 61331	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|25aVULN|3ZMB|4AART|6RCR|7LIT|8ERES|9LEGI
169	11246 62212	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|257VULN|3ZMB|4AART|6RCR|8MLV|9ERES|aTLV
170	11246 62213	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|257VULN|3ZMB|4AART|6RCR|8MLV|9ERES|aLEGI
171	13161 31321	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|2FEWX|38aVULN|4AART|5DUST|6RCR|7CANSTR|9ZMB
172	26161 31321	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1BEXP|2DMG|38aVULN|4AART|5DUST|6RCR|7CANSTR|9ZMB
173	11561 31321	   	175.28	DCR|3VULN|1AART|1DMG|1ZMB	1DMG|28aVULN|3BEXP|4AART|5DUST|6RCR|7CANSTR|9ZMB
174	11112 26454	   	175.27	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|23aVULN|4ERES|5ASPD|6CDMG|7MBVNT|8AART|9RCR
175	13164 21133	   	175.26	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|25FEWX|3aVULN|4AART|6CDMG|8RCR|9LIT
176	16115 21523	 * 	175.25	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	19DMG|2LHND|39VULN|4ASPD|5BELT|6RCR|7FEWX|89ZMB|9BPWR|aCDMG
177	11265 53331	   	175.12	DCR|3DMG|2VULN|1CDMG|1ZMB	19aDMG|26VULN|3ZMB|4LWND|5BELT|7CDMG|8RCR
178	11133 35661	 * 	174.97	DCR|3VULN|3DMG|1CDMG	148DMG|236VULN|5CDMG|7DMSP|9CGEN|aRCR
179	11133 23622	   	174.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	14DMG|23VULN|5CDMG|6DUST|7LIT|8AART|9ASPD|aRCR
180	11135 23622	   	174.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	14DMG|23VULN|5DUST|6CDMG|7LIT|8AART|9ASPD|aRCR
181	11163 23622	   	174.90	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	15DMG|23VULN|4DUST|6CDMG|7LIT|8AART|9ASPD|aRCR
182	11244 62233	   	174.78	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|27VULN|3ZMB|4AART|5DMSP|6RCR|8MLV|9FLTHEA|aRCVC
183	11362 22166	   	174.76	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	15DMG|28VULN|3DUR|4AART|6DMSP|7MLV|9ZMB|aRCR
184	31326 63162	   	174.71	DCR|4VULN|1AART|1CDMG|1DUR	1CGEN|257aVULN|3DUR|4CDMG|6AART|8RCR|9RCVC
185	11364 34332	   	174.71	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1DMG|28VULN|39DUR|4AART|5FEWX|6RCR|7FLTHEA|aRPLT
186	11364 34333	   	174.71	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1DMG|28VULN|39DUR|4AART|5aFEWX|6RCR|7FLTHEA
187	16125 41122	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2LHND|36VULN|4CDMG|5AART|8RCR|9BEXP|aLWND
188	16125 41123	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2LHND|36VULN|4CDMG|5AART|8RCR|9BEXP|aFEWX
189	16125 41132	   	174.66	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2LHND|36VULN|4CDMG|5AART|8RCR|9LIT|aLWND
190	11364 34331	   	174.61	DCR|2VULN|1AART|1DMG|1FLTHEA|2DUR	1DMG|28VULN|39DUR|4AART|5FEWX|6RCR|7FLTHEA|aERES
191	16125 41111	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2LHND|36VULN|4CDMG|5AART|8RCR|9TLV|aLIT
192	16125 41113	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2LHND|36VULN|4CDMG|5AART|8RCR|9TLV|aCGEN
193	16125 41121	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2LHND|36VULN|4CDMG|5AART|8RCR|9BEXP|aERES
194	16125 41131	   	174.56	DCR|2VULN|2DMG|1AART|1CDMG	17DMG|2LHND|36VULN|4CDMG|5AART|8RCR|9LIT|aVENICY
195	41621 23342	   	174.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2CDMG|3AART|4RCVC|5ZMB|68VULN|7DMG|9DUR|aRCR
196	11343 32125	   	173.75	DCR|3VULN|3DMG|2DUR	145DMG|289VULN|39DUR|69LWND|7BELT|9BPWR|aRCR
197	31135 25744	   	173.68	DCR|4VULN|1AART|1DMG	1CGEN|239aVULN|4DMG|5MBVNT|6RPLT|7RCR|8AART
198	11361 31325	   	173.51	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7CANSTR|9ZMB|aASPD
199	11244 62231	   	173.48	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|27VULN|3ZMB|4AART|5DMSP|6RCR|8MLV|9FLTHEA|aLIT
200	11244 61313	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2aVULN|3ZMB|4AART|5DMSP|6RCR|7LIT|8ERES|9CDMG
201	11244 62232	   	173.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|27VULN|3ZMB|4AART|5DMSP|6RCR|8MLV|9FLTHEA|aDUST
202	11246 61312	   	173.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|25VULN|3ZMB|4AART|6RCR|7LIT|8ERES|9CDMG|aLWND
203	13161 34322	   	173.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|2FEWX|38VULN|4AART|5DUST|6RCR|7FLTHEA|9ZMB|aDMSP
204	13161 34323	   	173.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|2aFEWX|38VULN|4AART|5DUST|6RCR|7FLTHEA|9ZMB
205	26161 34322	   	173.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1BEXP|2DMG|38VULN|4AART|5DUST|6RCR|7FLTHEA|9ZMB|aDMSP
206	26161 34323	   	173.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1BEXP|2DMG|38VULN|4AART|5DUST|6RCR|7FLTHEA|9ZMB|aFEWX
207	11561 34322	   	173.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|28VULN|3BEXP|4AART|5DUST|6RCR|7FLTHEA|9ZMB|aDMSP
208	11561 34323	   	173.38	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|28VULN|3BEXP|4AART|5DUST|6RCR|7FLTHEA|9ZMB|aFEWX
209	11364 32152	   	173.35	DCR|2VULN|2DMG|1AART|1DUR	19DMG|29VULN|3DUR|4AART|5aFEWX|6RCR|79TLV|8RMIN|9BPWR
210	11315 53316	   	173.34	DCR|2VULN|2DMG|1CDMG|1ZMB|1ASPD|1DUR	1aDMG|26VULN|3DUR|4ASPD|5BELT|7CDMG|8RCR|9ZMB
211	11246 61311	   	173.28	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|25VULN|3ZMB|4AART|6RCR|7LIT|8ERES|9CDMG|aAIRHEA
212	13161 34324	   	173.28	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB	1DMG|2FEWX|38VULN|4AART|5DUST|6RCR|7FLTHEA|9ZMB|aBASHEA
213	11241 26242	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	18DMG|2VULN|3ZMB|4AART|5FEWX|6ASPD|7CDMG|9RCR|aLWND
214	11241 26243	   	173.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	18DMG|2VULN|3ZMB|4AART|5FEWX|6ASPD|7CDMG|9RCR|aBELT
215	11361 32461	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2aVULN|3DUR|4AART|5DUST|6RCR|7TLV|8CGEN
216	11361 35125	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|27VULN|3DUR|4AART|59DUST|6RCR|8BEXP
217	11361 35225	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|27VULN|3DUR|4AART|59DUST|6RCR|8FEWX
218	13161 33525	   	173.15	DCR|2VULN|2DMG|1AART|1DUR	1aDMG|2FEWX|38VULN|4AART|59DUST|6RCR|7DUR
219	11365 21363	   	173.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|28VULN|3DUR|4AART|5CDMG|6ERES|7RPLT|9RCR|aZMB
220	11241 26241	   	173.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	18DMG|2VULN|3ZMB|4AART|5FEWX|6ASPD|7CDMG|9RCR|aERES
221	31326 63133	   	173.11	DCR|4VULN|1AART|1CDMG|1DUR	1CGEN|257aVULN|3DUR|4CDMG|6AART|8RCR|9LIT
222	11343 31643	   	173.06	DCR|3VULN|3DMG|1DUR	145DMG|29aVULN|3DUR|6LWND|7LIT|8RCR
223	11361 32661	   	173.05	DCR|2VULN|2DMG|1AART|1DUR	19DMG|2aVULN|3DUR|4AART|5DUST|6RCR|7TLV|8ERES
224	21414 41131	   	172.97	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1BEXP|2SELL|3AART|47DMG|56VULN|8RCR|9ZMB|aLIT
225	21414 41133	   	172.97	DCR|2VULN|2DMG|1AART|1ZMB|1SELL	1BEXP|2SELL|3AART|47DMG|56VULN|8RCR|9ZMB|aCGEN
226	52143 51113	   	172.88	ACR|2VULN|2DMG|1AART|1CDMG	1aMGNLIT|2DMSP|3aVULN|4MLV|5RCR|6RMIN|7CDMG|8aDMG|9AART|aBPWR
227	53143 51113	   	172.88	ACR|2VULN|2DMG|1AART|1CDMG	12aMGNLIT|2aBPWR|3aVULN|4MLV|5RCR|6RMIN|7CDMG|8aDMG|9AART
228	11212 66342	 * 	172.87	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1DUR	1DMG|28VULN|36ZMB|4LIT|5CDMG|7AART|9DUR|aRCR
229	26223 63212	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|2aDMG|3ERES|4LHND|5RCR|6aCGEN|7CDMG|8aVULN|9AART|aBPWR
230	52163 51113	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	1aMGNLIT|2DMSP|3aVULN|4ERES|5RCR|6RMIN|7CDMG|8aDMG|9AART|aBPWR
231	52433 31113	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	1aMGNLIT|2DMSP|3RMIN|4aVULN|5RCR|6CDMG|7ERES|8aDMG|9AART|aBPWR
232	52433 36113	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	1aMGNLIT|2DMSP|3RMIN|4aVULN|5RCR|6CDMG|7TLV|8aDMG|9AART|aBPWR
233	53163 51113	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	12aMGNLIT|2aBPWR|3aVULN|4ERES|5RCR|6RMIN|7CDMG|8aDMG|9AART
234	53433 31113	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	12aMGNLIT|2aBPWR|3RMIN|4aVULN|5RCR|6CDMG|7ERES|8aDMG|9AART
235	53433 36113	   	172.78	ACR|2VULN|2DMG|1AART|1CDMG	12aMGNLIT|2aBPWR|3RMIN|4aVULN|5RCR|6CDMG|7TLV|8aDMG|9AART
236	13162 22362	   	172.76	DCR|2VULN|2DMG|1AART|1CDMG	15DMG|2FEWX|3aVULN|4AART|6CDMG|7AIRHEL|8LWND|9RCR
237	11246 12335	   	172.72	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|257VULN|3ZMB|4AART|6DUST|8FEWX|9DUR|aRCR
238	11133 33161	   	172.72	DCR|3VULN|2DMG|1CDMG|1ZMB	14DMG|236VULN|5CDMG|7CGEN|8FEWX|9RCR|aZMB
239	26633 53212	   	172.68	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|2aDMG|3LHND|4CGEN|5RCR|6aTLV|7CDMG|8aVULN|9AART|aBPWR
240	11314 25313	   	172.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	19DMG|2VULN|3DUR|4ASPD|5FEWX|6RCR|7DUST|8CDMG|aAART
241	11314 25333	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|29VULN|3DUR|4ASPD|5FEWX|6RCR|7DUST|8CDMG|aAART
242	13311 25313	   	172.65	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	19DMG|2FEWX|3DUR|4ASPD|5VULN|6RCR|7DUST|8CDMG|aAART
243	13311 25333	   	172.65	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1DMG|2FEWX|3DUR|4ASPD|59VULN|6RCR|7DUST|8CDMG|aAART
244	11131 26561	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	14DMG|238VULN|5FEWX|6CDMG|7TLV|9RCR|aZMB
245	11132 26561	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	14DMG|238VULN|5LHND|6CDMG|7TLV|9RCR|aZMB
246	11133 31161	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	14DMG|236VULN|5CDMG|7TLV|8FEWX|9RCR|aZMB
247	26223 53212	   	172.58	ACR|2VULN|2DMG|1AART|1CDMG	1BEXP|2aDMG|3ERES|4LHND|5RCR|6aTLV|7CDMG|8aVULN|9AART|aBPWR
248	12136 63243	   	172.53	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1DMG|28LIT|35VULN|4CDMG|6RCR|7CGEN|9FLTHEA|aAART
249	11133 26561	   	172.52	DCR|3VULN|2DMG|1CDMG|1ZMB	14DMG|238VULN|5CDMG|6DUST|7TLV|9RCR|aZMB
250	13162 61512	   	172.47	DCR|3DMG|2VULN|1AART	159DMG|2FEWX|38VULN|4AART|6CGEN|7LIT|aRCR
251	13163 61512	   	172.47	DCR|3DMG|2VULN|1AART	169DMG|2FEWX|38VULN|4AART|5CGEN|7LIT|aRCR
252	13162 23326	   	172.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	15DMG|2FEWX|3VULN|4AART|6CDMG|7ZMB|8DUR|9RCVC|aRCR
253	13162 24326	   	172.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	15DMG|2FEWX|3VULN|4AART|6CDMG|7DUR|8ZMB|9RCVC|aRCR
254	26162 23326	   	172.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1BEXP|25DMG|3VULN|4AART|6CDMG|7ZMB|8DUR|9RCVC|aRCR
255	11562 23326	   	172.42	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	15DMG|2VULN|3BEXP|4AART|6CDMG|7ZMB|8DUR|9RCVC|aRCR
256	11112 25151	   	172.42	DCR|3VULN|2DMG|2CDMG|1ASPD|1SELL	17DMG|237VULN|4ERES|5ASPD|67CDMG|7BPWR|8SELL|9RPLT|aRCR
257	12136 61263	   	172.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2LIT|35VULN|4CDMG|6RCR|7FEWX|8AART|9ZMB|aRCVC
258	21236 65122	   	172.34	DCR|4VULN|1AART|1DMG|1SELL	19BEXP|2SELL|345aVULN|6AART|7DMG|8RCR
259	26161 33633	   	172.16	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	18BEXP|28DMG|3VULN|4AART|5DUST|6RCR|78DUR|8BPWR|9LIT|aZMB
260	31326 62162	 * 	172.06	DCR|3VULN|2AART|1CDMG|1DUR	1CGEN|25aVULN|3DUR|4CDMG|67AART|8RCR|9RCVC
261	16124 61322	   	172.03	DCR|3DMG|1AART|1VULN|1CDMG	157DMG|2LHND|3VULN|4CDMG|6AART|8RCR|9TLV|aFEWX
262	16143 61322	   	172.03	DCR|3DMG|1AART|1VULN|1CDMG	147DMG|2LHND|3VULN|5CDMG|6AART|8RCR|9TLV|aFEWX
263	16124 61321	   	171.93	DCR|3DMG|1AART|1VULN|1CDMG	157DMG|2LHND|3VULN|4CDMG|6AART|8RCR|9aTLV
264	16143 61321	   	171.93	DCR|3DMG|1AART|1VULN|1CDMG	147DMG|2LHND|3VULN|5CDMG|6AART|8RCR|9aTLV
265	31135 43455	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CGEN|23VULN|4DMG|5MBVNT|6AART|7ZMB|8CDMG|9RCR|aASPD
266	54123 33311	 * 	171.89	ACR|4VULN|1AART|1CDMG	1MGNLIT|2RCR|3DUST|478aVULN|5CGEN|6CDMG|9AART
267	11115 43455	   	171.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1DMG|23VULN|4ERES|5MBVNT|6AART|7ZMB|8CDMG|9RCR|aASPD
268	12433 35336	   	171.80	DCR|3DMG|1AART|1CDMG|2DUR|1ZMB	157DMG|27LIT|3BASHEA|4ZMB|67DUR|7BPWR|8AART|9RCR|aCDMG
269	12136 51116	 * 	171.72	4VULN|3DMG|3CDMG|1AART	16aDMG|2LIT|358aVULN|47aCDMG|9AART|aBPWR
270	11241 63116	   	171.67	DCR|2VULN|2DMG|1AART|2ZMB	16DMG|28VULN|37ZMB|4AART|5FEWX|9RMIN|aRCR
271	11246 33226	   	171.67	DCR|2VULN|2DMG|1AART|2ZMB	19DMG|25VULN|37ZMB|4AART|6FEWX|8MLV|aRCR
272	11364 33512	   	171.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5FEWX|6RCR|7RCVC|9CDMG|aLWND
273	11364 33513	   	171.62	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5aFEWX|6RCR|7RCVC|9CDMG
274	11246 13226	   	171.57	DCR|2VULN|2DMG|1AART|2ZMB	19DMG|25VULN|37ZMB|4AART|6DUST|8MLV|aRCR
275	11212 56342	   	171.52	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|28VULN|3ZMB|4LIT|5CDMG|6RCVC|7AART|9DUR|aRCR
276	11361 33512	   	171.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7RCVC|9CDMG|aLWND
277	11361 33513	   	171.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7RCVC|9CDMG|aFEWX
278	11361 33515	   	171.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7RCVC|9CDMG|aLIT
279	11364 33511	   	171.52	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5FEWX|6RCR|7RCVC|9CDMG|aERES
280	21421 35122	 * 	171.48	DCR|3VULN|2AART|1DMG|1SELL	19BEXP|2SELL|36AART|45aVULN|7DMG|8RCR
281	52211 32562	   	171.47	DCR|3VULN|2DMG|1AART	18MGNLIT|2DMSP|3CGEN|489VULN|58DMG|6AART|7RPLT|8BPWR|aRCR
282	11361 33511	   	171.42	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7RCVC|9CDMG|aERES
283	11361 35241	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|27aVULN|3DUR|4AART|5DUST|6RCR|89FEWX
284	11361 35532	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|278VULN|3DUR|4AART|5DUST|6RCR|9CGEN|aBEXP
285	13161 33541	   	171.32	DCR|3VULN|1AART|1DMG|1DUR	1DMG|29FEWX|38aVULN|4AART|5DUST|6RCR|7DUR
286	11361 35121	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|27aVULN|3DUR|4AART|59DUST|6RCR|8BEXP
287	11361 35221	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|27aVULN|3DUR|4AART|59DUST|6RCR|8FEWX
288	11361 35531	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|278VULN|3DUR|4AART|5DUST|6RCR|9CGEN|aCANHEL
289	11361 35533	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|278VULN|3DUR|4AART|5aDUST|6RCR|9CGEN
290	11361 35621	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|27aVULN|3DUR|4AART|59DUST|6RCR|8LWND
291	11561 33521	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|28aVULN|3BEXP|4AART|59DUST|6RCR|7DUR
292	13161 33521	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1DMG|2FEWX|38aVULN|4AART|59DUST|6RCR|7DUR
293	26161 33521	   	171.22	DCR|3VULN|1AART|1DMG|1DUR	1BEXP|2DMG|38aVULN|4AART|59DUST|6RCR|7DUR
294	11212 66432	 * 	171.21	DCR|3ZMB|1AART|1VULN|1DMG|1CDMG|1DUR	1DMG|2VULN|368ZMB|4LIT|5CDMG|7AART|9RCR|aDUR
295	31135 47223	   	171.17	DCR|3DMG|2VULN|1AART	1CGEN|23VULN|479DMG|5MBVNT|6AART|8MLV|aRCR
296	61135 47423	   	171.17	DCR|3DMG|2VULN|1AART	1MLV|23VULN|479DMG|5MBVNT|6AART|8RMIN|aRCR
297	11361 35351	   	171.12	DCR|3VULN|1AART|1DMG|1DUR	1DMG|27aVULN|3DUR|4AART|5DUST|6RCR|8ERES|9TLV
298	12136 61261	   	171.08	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2LIT|35VULN|4CDMG|6RCR|7FEWX|8AART|9ZMB|aLHND
299	13161 31326	   	171.08	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|2FEWX|38VULN|4aAART|5DUST|6RCR|7CANSTR|9ZMB
300	26161 31326	   	171.08	DCR|2AART|2VULN|1DMG|1ZMB	1BEXP|2DMG|38VULN|4aAART|5DUST|6RCR|7CANSTR|9ZMB
301	11561 31326	   	171.08	DCR|2AART|2VULN|1DMG|1ZMB	1DMG|28VULN|3BEXP|4aAART|5DUST|6RCR|7CANSTR|9ZMB
302	11234 36335	   	171.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1DMG|268VULN|3ZMB|4BEXP|5FEWX|7AART|9DUR|aRCR
303	12223 61223	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2LIT|3TLV|4CDMG|5ZMB|6RCR|7FEWX|8AART|aVULN
304	12223 63252	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1aDMG|2LIT|3TLV|4CDMG|5ZMB|6RCR|7LWND|8AART|9VULN
305	12223 66223	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2LIT|3TLV|4CDMG|5ZMB|6RCR|7LHND|8AART|aVULN
306	12526 61223	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	19DMG|2LIT|3ZMB|4CDMG|5TLV|6RCR|7FEWX|8AART|aVULN
307	44223 61223	   	170.98	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|29DMG|3TLV|4CDMG|5ZMB|6RCR|7FEWX|8AART|aVULN
308	11361 34332	   	170.92	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7FLTHEA|9RCVC|aRPLT
309	11361 34333	   	170.92	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7FLTHEA|9RCVC|aFEWX
310	11361 34336	   	170.92	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7FLTHEA|9RCVC|aLHND
311	11361 31335	   	170.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7CANSTR|9RCVC|aCDMG
312	11361 34331	   	170.82	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|28VULN|3DUR|4AART|5DUST|6RCR|7FLTHEA|9RCVC|aERES
313	11361 34334	   	170.82	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1DMG|28VULN|3DUR|4AART|5aDUST|6RCR|7FLTHEA|9RCVC
314	11243 21322	   	170.82	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	17DMG|2VULN|3ZMB|4AART|5MLV|6CDMG|8LIT|9ASPD|aRCR
315	13164 23336	   	170.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DMG|25FEWX|39VULN|4AART|6CDMG|7ZMB|8DUR|aRCR
316	11241 26216	   	170.72	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	18DMG|2VULN|3ZMB|4AART|5FEWX|6ASPD|7CDMG|9TLV|aRCR
317	12133 16463	   	170.69	DCR|2VULN|1AART|2CDMG|1DMG|1ZMB	1DMG|2LIT|3aVULN|45CDMG|6TLV|7AART|8ZMB|9RCR
318	12133 36463	   	170.69	DCR|2VULN|1AART|1DMG|2CDMG|1ZMB	1DMG|2LIT|3aVULN|45CDMG|6ERES|7AART|8ZMB|9RCR
319	11246 63332	   	170.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|25VULN|37ZMB|4AART|6RCR|8FEWX|9DUR|aBEXP
320	11244 63221	   	170.62	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	19DMG|2VULN|37ZMB|4AART|5DMSP|6RCR|8MLV|aDUR
321	11246 63331	   	170.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|25VULN|37ZMB|4AART|6RCR|8FEWX|9DUR|aBASHEA
322	11246 63333	   	170.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1DMG|25VULN|37ZMB|4AART|6RCR|8FEWX|9DUR|aDUST
323	31361 33663	   	170.52	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR	1CGEN|28VULN|3DUR|4LWND|58DMG|6MLV|78CDMG|8BPWR|9RCR|aZMB
324	31326 62133	   	170.45	DCR|3VULN|2AART|1CDMG|1DUR	1CGEN|25aVULN|3DUR|4CDMG|67AART|8RCR|9LIT
325	61326 62133	   	170.45	DCR|3VULN|2AART|1CDMG|1DUR	1MLV|25aVULN|3DUR|4CDMG|67AART|8RCR|9LIT
326	16125 21361	   	170.23	DCR|3VULN|1AART|1DMG|1CDMG	1DMG|2LHND|38aVULN|4CDMG|5AART|6ERES|7RPLT|9RCR
327	12265 43312	   	170.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2LIT|3TLV|4RCR|6AART|7ZMB|8VULN|9CDMG|aLWND
328	11243 23363	   	170.13	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG	1DMG|2aVULN|37ZMB|4AART|5MLV|6CDMG|8LIT|9RCR
329	12265 43213	   	170.10	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2LIT|3TLV|4RCR|6AART|7ZMB|8DUST|9CDMG|aVULN
