0	Index      	 *	Score 	Summary	Detail	
1	21313 12621	 * 	202.63	ACR|2VULN|2AART|1DMG|2ASPD|1CDMG|2DUR	1RCR|27ASPD|37VULN|4ERES|5CDMG|67DUR|7BPWR|8aAART|9DMG
160	21121 62441	   	180.87	ACR|2VULN|1AART|1DMG|1FLTHEA|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8aVULN|9DUST
161	21341 34316	   	180.87	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|39VULN|4LIT|5AART|6DUR|7DMG|8CDMG|aAIRHEL
162	21341 34336	   	180.87	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3aVULN|4LIT|5AART|6DUR|7DMG|8CDMG|9ERES
163	25162 22163	   	180.84	ACR|2VULN|2DMG|1AART|1ZMB	1RCR|26BEXP|3aVULN|4DUST|56DMG|6BPWR|7AART|8ZMB|9MLV
164	25113 16223	   	180.70	ACR|3DMG|1AART|1VULN|1ZMB	1RCR|2BEXP|3VULN|4AART|5BELT|6LIT|79aDMG|8ZMB
165	25115 41133	 * 	180.60	ACR|3VULN|1AART|2CDMG|1ZMB	1RCR|2BEXP|37aVULN|4AART|59CDMG|6RPLT|8ZMB
166	21232 16133	   	180.58	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|3RCVC|4DUR|56aVULN|7BEXP|8DMG|9AART
167	21326 16133	   	180.58	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|36aVULN|4DUR|5RCVC|7BEXP|8DMG|9AART
168	25152 15133	   	180.58	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	1RCR|24BEXP|36aVULN|5ASPD|7DUR|8DMG|9AART
169	26112 23245	   	180.58	ACR|3DMG|1AART|1VULN|1ASPD|1DUR	1RCR|26LWND|3VULN|4DUR|56aDMG|6BPWR|7DLOT|8ASPD|9AART
170	21361 22143	   	180.52	ACR|2VULN|2AART|2ASPD|2DUR|1ZMB	1RCR|26ASPD|3aVULN|4BEXP|56DUR|6BPWR|79AART|8ZMB
171	21543 24311	   	180.37	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4aLIT|59VULN|6AART|7DMG|8CDMG
172	21543 24312	   	180.37	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|59VULN|6AART|7DMG|8CDMG|aFEWX
173	21543 24313	   	180.37	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|59VULN|6AART|7DMG|8CDMG|aLHND
174	21313 32663	   	180.27	ACR|3VULN|1AART|2ASPD|1CDMG|1DUR	1RCR|27ASPD|379VULN|4ERES|5CDMG|67LWND|7BPWR|8DUR|aAART
175	21312 11556	 * 	180.25	ACR|3VULN|2DMG|3ASPD	1RCR|259ASPD|38aVULN|479ERES|69DMG|9BPWR
176	35553 11222	 * 	180.16	DCR|2VULN|3ZMB|1AART|1DMG|1CDMG	1CDMG|24VULN|347ZMB|4BPWR|5DMG|6BEXP|8FEWX|9RCR|aAART
177	35553 21222	   	180.16	DCR|2VULN|3ZMB|1AART|1DMG|1CDMG	1CDMG|24VULN|347ZMB|4BPWR|5DMG|6LWND|8FEWX|9RCR|aAART
178	16611 35113	 * 	180.14	DCR|2VULN|1AART|2CDMG|1DMG|2ZMB	1RCVC|2AART|35CDMG|45ZMB|5BPWR|6DMG|7RMIN|8RCR|9aVULN
179	35136 51331	 * 	180.12	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9RCVC|aFEWX
180	35136 51332	   	180.12	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9RCVC|aCGEN
181	35136 51333	   	180.12	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9RCVC|aLHND
182	35136 51312	   	180.02	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9DUST|aLWND
183	35136 51313	   	180.02	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9DUST|aBEXP
184	35136 51321	   	180.02	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9ERES|aBEXP
185	21523 13116	 * 	179.99	ACR|4VULN|1DMG|3DUR|1ASPD	1RCR|2ASPD|345DUR|6789VULN|aDMG
186	35136 51311	   	179.92	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9DUST|aTLV
187	35136 51322	   	179.92	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9ERES|aTLV
188	35136 51323	   	179.92	DCR|4VULN|3CDMG|1DMG|1DUR	145CDMG|2345VULN|45BPWR|6DMG|7DUR|8RCR|9ERES|aDUST
189	21123 12163	   	179.80	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1RCR|25ASPD|3FEWX|4DUR|6VULN|7AART|8ZMB|9CDMG|aDMG
190	21122 63363	   	179.77	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1RCR|2ASPD|3FEWX|4DUR|5CDMG|69VULN|7AART|8CGEN|aDMG
191	13632 14214	 * 	179.69	ACR|3DMG|2VULN|3CDMG	13RCVC|279LWND|4RCR|5aVULN|69aDMG|89aCDMG|9aBPWR
192	21122 63563	   	179.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5CDMG|69VULN|7AART|8TLV|aDMG
193	21122 63663	   	179.67	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5CDMG|69VULN|7AART|8ERES|aDMG
194	21312 12556	 * 	179.35	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RCR|25ASPD|3VULN|4ERES|69DMG|7AART|8CGEN|aCDMG
195	21313 11621	 * 	179.25	ACR|2AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1RCR|2ASPD|3VULN|4ERES|57CDMG|6DUR|8aAART|9DMG
196	26632 35231	   	179.17	ACR|2VULN|2DMG|1AART|1DUR	1RCR|279LWND|3AART|4DLOT|5ERES|69DMG|89VULN|9BPWR|aDUR
197	21125 11222	   	179.17	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RCR|27ASPD|37FEWX|4DUR|5CGEN|67DMG|7BPWR|89VULN|aCDMG
198	65132 31611	 * 	179.17	DCR|5VULN|1AART|1DMG|1SELL	13579VULN|2BEXP|4DMG|6SELL|8AART|aRCR
199	26215 13413	 * 	179.14	ACR|2AART|2DMG|1VULN|2ASPD	1RCR|28LWND|3DUST|46AART|58ASPD|78DMG|8BPWR|9LHND|aVULN
200	25111 15231	   	179.13	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RCR|29BEXP|3VULN|4AART|59MLV|6DUR|7ASPD|89DMG|9BPWR|aZMB
201	25116 15231	   	179.13	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RCR|29BEXP|3VULN|4AART|59CGEN|6DUR|7ASPD|89DMG|9BPWR|aZMB
202	21124 11222	   	179.07	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RCR|27ASPD|37FEWX|4DUR|5TLV|67DMG|7BPWR|89VULN|aCDMG
203	25114 31221	   	179.04	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2BEXP|36VULN|4aAART|5DUST|7CDMG|8RCVC|9DMG
204	25111 11143	 * 	179.03	ACR|3VULN|2AART|1ZMB|1DUR	1RCR|2BEXP|37aVULN|49AART|5MLV|6DUR|8ZMB
205	25116 11143	   	179.03	ACR|3VULN|2AART|1ZMB|1DUR	1RCR|2BEXP|37aVULN|49AART|5CGEN|6DUR|8ZMB
206	32463 13411	 * 	178.96	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	1CDMG|2FEWX|36AART|48VULN|5AIRHEA|7RCR|9DUR|aDMG
207	25114 31621	   	178.94	ACR|2AART|2VULN|1DMG|1CDMG	1RCR|2BEXP|36VULN|4aAART|58DUST|7CDMG|9DMG
208	21642 33141	   	178.87	ACR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1RCR|24ASPD|3ERES|57DMG|6CDMG|8DUR|9aVULN
209	21341 31332	   	178.77	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|38VULN|4LIT|57AART|6DUR|9DMSP|aDMG
210	21341 31341	   	178.77	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|38VULN|4LIT|57AART|6DUR|9DMG|aRPLT
211	21341 31342	   	178.77	ACR|2AART|2VULN|1DMG|1ASPD|1DUR	1RCR|2ASPD|38VULN|4LIT|57AART|6DUR|9DMG|aLHND
212	21341 31344	   	178.77	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|38VULN|4LIT|57AART|6DUR|9DMG|aBELT
213	25115 14322	   	178.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2BEXP|3VULN|4AART|5CDMG|67CGEN|89DMG|aZMB
214	25113 16226	   	178.70	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1RCR|2BEXP|3VULN|4AART|5BELT|6LIT|79DMG|8ZMB|aCDMG
215	21341 31343	   	178.67	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|38VULN|4LIT|57AART|6DUR|9DMG|aDUST
216	21341 31345	   	178.67	ACR|2AART|2VULN|1DMG|1DUR|1ASPD	1RCR|2ASPD|38VULN|4LIT|57AART|6DUR|9DMG|aTLV
217	21225 21642	   	178.57	ACR|2VULN|2DMG|1AART|1ASPD	1RCR|2ASPD|3RCVC|4AART|5CGEN|67VULN|8aDMG|9LWND
218	21126 12163	   	178.48	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB|1ASPD	1RCR|2ASPD|3FEWX|45DUR|6VULN|7AART|8ZMB|9CDMG|aDMG
219	62324 41333	   	178.27	DCR|4VULN|1AART|1CDMG|1ZMB	136aVULN|2ZMB|4AART|5RCVC|7DUST|8RCR|9CDMG
220	21322 34232	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5BEXP|6MLV|7AART|89DMG|9BPWR|aCGEN
221	21322 34233	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5BEXP|6MLV|7AART|89DMG|9BPWR|aLIT
222	21322 34234	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5BEXP|6MLV|7AART|89DMG|9BPWR|aLWND
223	21322 34236	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5aBEXP|6MLV|7AART|89DMG|9BPWR
224	21325 24232	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5aCGEN|6FEWX|7AART|89DMG|9BPWR
225	21325 24234	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5CGEN|6FEWX|7AART|89DMG|9BPWR|aLWND
226	21325 24236	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5CGEN|6FEWX|7AART|89DMG|9BPWR|aBEXP
227	21325 54232	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5aCGEN|6BEXP|7AART|89DMG|9BPWR
228	21361 34235	   	178.23	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49BEXP|5aDUR|6MLV|7AART|89DMG|9BPWR
229	21121 26641	   	178.23	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1RCR|2ASPD|3FEWX|4DUR|5AART|6DUST|7ZMB|8aVULN|9DMG
230	25133 34363	   	178.20	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2BEXP|39aVULN|4ZMB|5CANHEL|6LHND|7DMG|8AART
231	21543 21332	   	178.17	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|58VULN|67AART|9DMSP|aDMG
232	21543 21341	   	178.17	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|58VULN|67AART|9DMG|aRPLT
233	21543 21342	   	178.17	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|58VULN|67AART|9DMG|aLHND
234	21323 34232	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5DUST|6MLV|7AART|89DMG|9BPWR|aCGEN
235	21323 34233	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5DUST|6MLV|7AART|89DMG|9BPWR|aLIT
236	21323 34234	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5DUST|6MLV|7AART|89DMG|9BPWR|aLWND
237	21323 34236	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5DUST|6MLV|7AART|89DMG|9BPWR|aBEXP
238	21324 24232	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6FEWX|7AART|89DMG|9BPWR|aCGEN
239	21324 24233	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6FEWX|7AART|89DMG|9BPWR|aLIT
240	21324 24234	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6FEWX|7AART|89DMG|9BPWR|aLWND
241	21324 24236	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6FEWX|7AART|89DMG|9BPWR|aBEXP
242	21324 54232	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6BEXP|7AART|89DMG|9BPWR|aCGEN
243	21324 54233	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6BEXP|7AART|89DMG|9BPWR|aLIT
244	21325 44232	   	178.13	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5aCGEN|6DUST|7AART|89DMG|9BPWR
245	33416 23241	   	178.11	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	12CDMG|26BPWR|36DMG|46DUR|5RMIN|7ZMB|8RCR|9aVULN
246	21543 21343	   	178.07	ACR|2VULN|2AART|1DMG|1ASPD|1DUR	1RCR|2ASPD|3DUR|4LIT|58VULN|67AART|9DMG|aDUST
247	21324 44232	   	178.03	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6DUST|7AART|89DMG|9BPWR|aCGEN
248	21324 44233	   	178.03	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|29ASPD|3VULN|49DUR|5TLV|6DUST|7AART|89DMG|9BPWR|aLIT
249	21325 12541	   	177.85	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RCR|2ASPD|3aVULN|47DUR|5CGEN|6aDMG|8CDMG|9aLIT|aBPWR
250	35336 62131	   	177.80	DCR|3VULN|3CDMG|1AART|1DUR|1ASPD	145CDMG|245VULN|3RCVC|45BPWR|6DUR|7AART|8RCR|9LSRHEA|aASPD
251	21313 12216	   	177.78	ACR|2VULN|1DMG|2ASPD|1CDMG|2DUR|1ZMB	1RCR|27ASPD|37VULN|4ERES|5CDMG|67DUR|7BPWR|8ZMB|9CGEN|aDMG
252	21324 12541	   	177.75	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RCR|2ASPD|3aVULN|47DUR|5TLV|6aDMG|8CDMG|9aLIT|aBPWR
253	26123 26334	   	177.70	ACR|3VULN|1AART|1DMG|1ZMB	1RCR|2LWND|378VULN|4RPLT|5DMG|6BELT|9AART|aZMB
254	64132 33611	 * 	177.66	DCR|3VULN|2DMG|2ASPD|1CDMG	135VULN|2LWND|4aDMG|6CDMG|79ASPD|8RCR
255	21534 11613	   	177.63	ACR|2DMG|1AART|1VULN|2ASPD|2DUR	1RCR|27ASPD|37DUR|4CGEN|5FEWX|67DMG|7BPWR|8AART|9LWND|aVULN
256	24334 13522	   	177.63	ACR|2VULN|2DMG|1AART|1DUR|1SELL	1RCR|2VENICY|3BEXP|4DUR|5AART|69VULN|7SELL|8aDMG
257	21232 15215	   	177.59	ACR|4VULN|2CDMG|2ASPD|1DUR	1RCR|29ASPD|37RCVC|4DUR|569aVULN|89CDMG|9BPWR
258	16641 33111	   	177.55	DCR|3VULN|2AART|1CDMG|1DUR	1RCVC|24AART|3CDMG|5TLV|6RCR|789VULN|aDUR
259	16642 33111	   	177.55	DCR|3VULN|2AART|1CDMG|1DUR	1RCVC|24AART|3CDMG|5ERES|6RCR|789VULN|aDUR
260	21324 12131	   	177.55	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RCR|2ASPD|3aVULN|47DUR|5TLV|68DMG|9CDMG
261	21324 12235	   	177.55	ACR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1RCR|2ASPD|38VULN|47DUR|5TLV|6aDMG|9CDMG
262	21652 35243	   	177.45	ACR|2DMG|1AART|1VULN|2ASPD|1CDMG	1RCR|29ASPD|3ERES|49TLV|5VULN|6CDMG|79DMG|8MBVNT|9BPWR|aAART
263	66133 15131	   	177.44	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|2FEWX|4RCR|5ZMB|7DUR|8DMG|9AART|aRCVC
264	21313 12241	   	177.39	ACR|3VULN|3DUR|2ASPD|1CDMG|1ZMB	1RCR|27ASPD|37aVULN|4ERES|5CDMG|67aDUR|7aBPWR|8ZMB|9aLIT
265	21125 11631	   	177.37	ACR|2DMG|2AART|2ASPD|1CDMG|1DUR	1RCR|27ASPD|37FEWX|4DUR|5CGEN|67DMG|7BPWR|8aAART|9CDMG
266	66133 15132	   	177.34	ACR|3VULN|1AART|1DMG|1ZMB|1DUR	136VULN|2FEWX|4RCR|5ZMB|7DUR|8DMG|9AART|aERES
267	64213 33263	   	177.31	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	19VULN|2LWND|34DUR|5ZMB|6CDMG|7DMG|8RCR|aAART
268	21124 11631	   	177.27	ACR|2DMG|2AART|2ASPD|1CDMG|1DUR	1RCR|27ASPD|37FEWX|4DUR|5TLV|67DMG|7BPWR|8aAART|9CDMG
269	16422 21322	   	177.25	ACR|3VULN|1AART|1DMG|1CDMG	1RCVC|2AART|3LWND|4RCR|58aVULN|6LEGI|7CDMG|9DMG
270	26112 21562	   	177.23	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|267LWND|3aVULN|4aDUR|56DMG|6aBPWR|8DUST|9aCDMG
271	21522 33261	 * 	177.22	ACR|3VULN|2ZMB|2ASPD|1CDMG|2DUR	1RCR|29ASPD|34DUR|59aVULN|6CDMG|7TLV|89ZMB|9BPWR
272	21226 44111	   	177.16	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|35RCVC|4AART|689VULN|7CDMG|aDUR
273	21312 12441	   	177.14	ACR|2DMG|2AART|1VULN|2ASPD	1RCR|25ASPD|3VULN|4ERES|69DMG|7aAART|8RPLT
274	25162 22225	   	177.13	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1RCR|26BEXP|3VULN|4DUST|56DMG|6BPWR|7AART|8ASPD|9ZMB|aDUR
275	23221 21346	   	177.13	ACR|2VULN|2AART|1DMG|2DUR	1RCR|2LIT|3RMIN|48VULN|57AART|6aDUR|9DMG
276	25122 12536	   	177.13	ACR|2VULN|2DMG|2CDMG|2DUR	1RCR|2BEXP|3aVULN|4MLV|5ERES|6aDMG|79DUR|8aCDMG|aBPWR
277	16122 26252	   	177.08	ACR|2AART|2VULN|2DMG	1RCVC|28AART|3BEXP|4RCR|57VULN|6LHND|9aDMG
278	16122 33252	   	177.08	ACR|2AART|2VULN|2DMG	1RCVC|28AART|3BEXP|4RCR|56VULN|7LWND|9aDMG
279	16123 36252	   	177.08	ACR|2AART|2VULN|2DMG	1RCVC|28AART|3BEXP|4RCR|5LWND|67VULN|9aDMG
280	26634 31222	   	177.04	ACR|3DMG|1AART|1VULN|1ASPD	1RCR|2LWND|3AART|4DLOT|567DMG|8VULN|9DUST|aASPD
281	21121 62652	   	177.04	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8MLV|9VULN|aCDMG
282	23421 22632	   	177.03	ACR|2VULN|2AART|1DMG|2DUR	1RCR|2LIT|3ERES|47VULN|59AART|68DUR|aDMG
283	21341 32313	   	177.01	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2ASPD|378aVULN|4LIT|5AART|6DUR|9BEXP
284	21341 32323	   	177.01	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2ASPD|378aVULN|4LIT|5AART|6DUR|9LHND
285	21341 32365	   	177.01	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2ASPD|378aVULN|4LIT|5AART|6DUR|9CGEN
286	21121 62152	   	176.94	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8ERES|9VULN|aCDMG
287	21121 62552	   	176.94	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1RCR|2ASPD|3FEWX|4DUR|5AART|6FLTHEA|7DMG|8TLV|9VULN|aCDMG
288	21361 23133	   	176.93	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1RCR|26ASPD|3aVULN|47BEXP|56DUR|6BPWR|8DMG|9AART
289	21341 32353	   	176.91	ACR|4VULN|1AART|1ASPD|1DUR	1RCR|2ASPD|378aVULN|4LIT|5AART|6DUR|9DUST
290	21362 54231	   	176.90	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|29ASPD|3VULN|49BEXP|5ERES|6FEWX|7AART|89DMG|9BPWR|aZMB
291	21221 63431	 * 	176.84	ACR|3DMG|1AART|3ASPD|1DUR	1RCR|289ASPD|3RCVC|4AART|5LHND|689LWND|789DMG|89BPWR|aDUR
292	21321 16136	   	176.83	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1RCR|2aASPD|36VULN|45DUR|7BEXP|8DMG|9AART
293	21522 16136	   	176.83	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1RCR|2aASPD|34DUR|56VULN|7BEXP|8DMG|9AART
294	21314 54231	   	176.80	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|29ASPD|3VULN|49ERES|5FEWX|6BEXP|7AART|89DMG|9BPWR|aZMB
295	21316 54231	   	176.80	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|29ASPD|3VULN|49ERES|5BEXP|6FEWX|7AART|89DMG|9BPWR|aZMB
296	21362 44231	   	176.80	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|29ASPD|3VULN|49BEXP|5ERES|6DUST|7AART|89DMG|9BPWR|aZMB
297	25132 54233	   	176.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1RCR|2BEXP|39VULN|4ZMB|5ERES|6FEWX|7AART|8CDMG|aDMG
298	23214 22344	   	176.77	ACR|2VULN|2DMG|1AART|1DUR	1RCR|2LIT|3RMIN|4CGEN|59DMG|68VULN|7AART|aDUR
299	21312 12351	   	176.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|25ASPD|3VULN|4ERES|69DMG|7AART|8ZMB|aRCVC
300	21312 12352	   	176.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|25ASPD|3VULN|4ERES|69DMG|7AART|8ZMB|aBEXP
301	21312 12354	   	176.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|25ASPD|3VULN|4ERES|69DMG|7AART|8ZMB|aCGEN
302	21314 44231	   	176.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|29ASPD|3VULN|49ERES|5FEWX|6DUST|7AART|89DMG|9BPWR|aZMB
303	21316 44231	   	176.70	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|29ASPD|3VULN|49ERES|5BEXP|6DUST|7AART|89DMG|9BPWR|aZMB
304	64132 33623	 * 	176.67	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	135VULN|2LWND|4DMG|6CDMG|7ASPD|8RCR|9FEWX|aAART
305	25113 16116	   	176.64	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2BEXP|39aVULN|4AART|5BELT|6LIT|7DMG|8DUR
306	25113 23513	   	176.64	ACR|3VULN|1AART|1DMG|1DUR	1RCR|26BEXP|38aVULN|4AART|5BELT|7DUR|9DMG
307	25113 44213	   	176.64	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2BEXP|37aVULN|4AART|5BELT|6DUR|8RCVC|9DMG
308	23421 22636	 * 	176.63	ACR|3VULN|2AART|3DUR	1RCR|2aLIT|3ERES|47aVULN|59AART|68aDUR|aBPWR
309	21312 12353	   	176.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|25ASPD|3VULN|4ERES|69DMG|7AART|8ZMB|aBASHEA
310	21312 12355	   	176.60	ACR|2DMG|1AART|1VULN|2ASPD|1ZMB	1RCR|25ASPD|3VULN|4ERES|69DMG|7AART|8ZMB|aDLOT
311	63132 32613	   	176.57	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	135VULN|2DUST|4DMG|6CDMG|7DUR|8RCR|9CGEN|aAART
312	64135 33322	   	176.57	DCR|3DMG|2VULN|1AART	13VULN|26LWND|47aDMG|5AART|8RCR|9DUST
313	21341 32122	   	176.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|37aVULN|4LIT|5AART|6DUR|8BEXP|9CDMG
314	21341 63622	   	176.56	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1RCR|2ASPD|36aVULN|4LIT|5AART|7FEWX|8DUR|9CDMG
315	25115 41233	   	176.54	ACR|3VULN|1AART|2CDMG|1ASPD	1RCR|2BEXP|37aVULN|4AART|59CDMG|6RPLT|8ASPD
316	25112 32346	   	176.54	ACR|3VULN|1AART|1DMG|1DUR	1RCR|2BEXP|378VULN|4AART|5LIT|6NUKE|9DMG|aDUR
317	21223 22655	   	176.54	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5MLV|68aVULN|7DUST|9DMG
318	21225 21366	   	176.54	ACR|3VULN|1AART|1DMG|1ASPD	1RCR|2ASPD|3RCVC|4AART|5CGEN|67aVULN|8MBVNT|9DMG
