0	Index      	 *	Score 	Summary	Detail	
1	36216 35332	 * 	213.13	DCR|4VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|347aVULN|4BPWR|6RCR|8ERES|9AART
166	35234 17217	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|9CGEN
167	35234 17222	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|9RMIN
168	35234 17241	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|9LWND
169	35234 17251	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|9FEWX
170	35234 17281	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	19DMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|aLHND
171	35234 17282	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	19DMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|aLWND
172	35234 17283	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	19DMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|aCGEN
173	35234 17284	   	188.73	ACR|3VULN|2DMG|1AART|1ASPD	19DMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|aMLV
174	35234 18461	   	188.73	ACR|3DMG|2VULN|1AART|1ASPD	19aDMG|2MBVNT|3RCR|46VULN|5AART|7BEXP|8ASPD
175	35234 22861	   	188.73	ACR|3DMG|2VULN|1AART|1ASPD	19aDMG|2MBVNT|3RCR|47VULN|5AART|6FEWX|8ASPD
176	35234 72461	   	188.73	ACR|3DMG|2VULN|1AART|1ASPD	19aDMG|2MBVNT|3RCR|47VULN|5AART|6LHND|8ASPD
177	35234 13481	   	188.63	ACR|3DMG|2VULN|1AART|1ASPD	19aDMG|2MBVNT|3RCR|46VULN|5AART|7DUST|8ASPD
178	35234 14162	   	188.63	ACR|3DMG|2VULN|1AART|1DUR	19aDMG|2MBVNT|3RCR|46VULN|5AART|7DUR|8ERES
179	32631 21156	   	188.61	ACR|2VULN|2DMG|1AART|1ZMB|1DUR|1ASPD	15DMG|2DUR|3RCR|47VULN|6ERES|8ZMB|9AART|aASPD
180	34311 35422	   	188.55	DCR|2VULN|2DMG|2CDMG|2ZMB|2RCVC|1DUR	1aDMG|23RCVC|4aCDMG|5DUR|6RCR|79VULN|8aZMB|aBPWR
181	35434 62481	   	188.31	DCR|3VULN|2DMG|1AART|1ASPD	1aDMG|2MBVNT|3BEXP|479VULN|5AART|6RCR|8ASPD
182	35434 62461	   	188.31	DCR|3DMG|2VULN|1AART|1ASPD	19aDMG|2MBVNT|3BEXP|47VULN|5AART|6RCR|8ASPD
183	36216 33233	   	188.29	DCR|3VULN|2DMG|2CDMG|1ZMB|1SELL	15DMG|24CDMG|349VULN|4BPWR|6RCR|7RCVC|8SELL|aZMB
184	35134 62162	   	188.21	DCR|3DMG|2VULN|1AART|1DUR	19aDMG|2MBVNT|3DUR|47VULN|5AART|6RCR|8ERES
185	35434 67141	   	188.16	DCR|2AART|2VULN|2DMG|1ZMB	18DMG|2MBVNT|3BEXP|48VULN|59AART|6RCR|78CANSTR|8BPWR|aZMB
186	32631 34153	   	188.08	ACR|3DMG|2VULN|2CDMG|2DUR	15aDMG|2aDUR|3RCR|49VULN|6BEXP|7BELT|8aCDMG|aBPWR
187	35241 75113	   	187.98	ACR|3DMG|2VULN|2CDMG|2DUR	15aDMG|2MBVNT|3RCR|49DUR|6aVULN|7BELT|8aCDMG|aBPWR
188	36216 31413	   	187.93	DCR|3DMG|2VULN|2CDMG|1ZMB	15aDMG|24CDMG|34VULN|4BPWR|6RCR|7BEXP|8ZMB|9RCVC
189	36216 32413	   	187.93	DCR|3DMG|2VULN|2CDMG|1ZMB	15aDMG|24CDMG|34VULN|4BPWR|6RCR|7ZMB|8BEXP|9RCVC
190	35246 32121	   	187.88	ACR|3DMG|1AART|2CDMG|2ASPD|2DUR	17aDMG|2MBVNT|3RCR|4aDUR|57MLV|67ASPD|7aBPWR|8aCDMG|9AART
191	35231 16174	   	187.88	ACR|3DMG|2VULN|2CDMG|2DUR	15aDMG|2MBVNT|3RCR|4aVULN|69CDMG|7BASHEA|8aDUR|aBPWR
192	35242 32121	   	187.68	ACR|3DMG|1AART|2CDMG|2ASPD|2DUR	17aDMG|2MBVNT|3RCR|4aDUR|57TLV|67ASPD|7aBPWR|8aCDMG|9AART
193	35248 52121	   	187.68	ACR|3DMG|1AART|2CDMG|2ASPD|2DUR	17aDMG|2MBVNT|3RCR|4aDUR|57ASPD|67TLV|7aBPWR|8aCDMG|9AART
194	32631 12145	   	187.48	ACR|3DMG|2VULN|1CDMG|1ZMB|1DUR	15aDMG|2DUR|3RCR|4aVULN|6CDMG|7ZMB|89aBEXP|aBPWR
195	32651 12235	   	187.48	ACR|3DMG|2VULN|1CDMG|1ZMB|1DUR	15aDMG|2DUR|3RCR|49aLHND|6CDMG|7ZMB|8aVULN|aBPWR
196	35238 43348	   	187.38	ACR|3VULN|2DMG|1CDMG|1ZMB|1ASPD	18DMG|2MBVNT|3RCR|48aVULN|5ASPD|6CDMG|78FEWX|8BPWR|9ZMB
197	35243 12527	   	187.38	ACR|3DMG|2VULN|1CDMG|1ZMB|1DUR	179DMG|2MBVNT|3RCR|4DUR|57LHND|67VULN|7BPWR|8ZMB|aCDMG
198	35231 86324	   	187.28	ACR|3VULN|2DMG|1AART|1DUR|1SELL	15DMG|2MBVNT|3RCR|48aVULN|6SELL|7AART|9DUR
199	32631 12225	   	187.28	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2DUR|3RCR|489VULN|6CDMG|7ZMB|aMLV
200	32631 12226	   	187.28	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2DUR|3RCR|489VULN|6CDMG|7ZMB|aRPLT
201	32631 12234	   	187.28	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2DUR|3RCR|48aVULN|6CDMG|7ZMB|9LWND
202	32642 21523	   	187.25	ACR|2VULN|2DMG|2CDMG|3DUR|1ZMB	1aDMG|256DUR|3RCR|4RPLT|7ZMB|8aCDMG|9aVULN|aBPWR
203	35231 17524	   	187.18	ACR|3VULN|2DMG|1CDMG|1ZMB|1ASPD	15DMG|2MBVNT|3RCR|47aVULN|6CDMG|8ZMB|9ASPD
204	32631 12221	   	187.18	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2DUR|3RCR|489VULN|6CDMG|7ZMB|aERES
205	32631 12244	   	187.18	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2DUR|3RCR|48aVULN|6CDMG|7ZMB|9DUST
206	32631 16421	   	187.18	ACR|3VULN|2DMG|1CDMG|1ZMB|1DUR	15DMG|2DUR|3RCR|479VULN|6CDMG|8ZMB|aERES
207	35238 41344	   	187.18	ACR|3VULN|2DMG|1CDMG|1ZMB|1ASPD	18DMG|2MBVNT|3RCR|48aVULN|5ASPD|6CDMG|78DUST|8BPWR|9ZMB
208	35135 44248	   	187.13	ACR|2VULN|2DMG|1AART|2CDMG|1DUR	1aDMG|2MBVNT|3DUR|4aVULN|5RCR|6CGEN|7AART|8TLV|9aCDMG|aBPWR
209	32635 21152	   	187.07	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1aDMG|26DUR|3RCR|47VULN|5MLV|8ZMB|9AART
210	12622 32121	 * 	187.07	ACR|2DMG|3ZMB|1AART|2CDMG|2DUR	17aZMB|27DUR|3RCR|4aDMG|5TLV|67BEXP|7aBPWR|8aCDMG|9AART
211	12622 42121	   	187.07	ACR|2DMG|3ZMB|1AART|2CDMG|2DUR	17aZMB|27DUR|3RCR|4aDMG|5TLV|67LWND|7aBPWR|8aCDMG|9AART
212	12625 21162	 * 	187.04	ACR|2VULN|3ZMB|1DMG|2CDMG|3DUR	18aZMB|26aDUR|3RCR|4DMG|57VULN|9aCDMG|aBPWR
213	12651 21162	   	187.04	ACR|2VULN|3ZMB|1DMG|2CDMG|3DUR	18aZMB|26aDUR|3RCR|47VULN|5DMG|9aCDMG|aBPWR
214	22625 21152	   	186.97	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1ERES|26DUR|3RCR|4aDMG|57VULN|8ZMB|9AART
215	22651 21152	   	186.97	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1ERES|26DUR|3RCR|47VULN|5aDMG|8ZMB|9AART
216	32632 21152	   	186.97	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1aDMG|26DUR|3RCR|47VULN|5TLV|8ZMB|9AART
217	12624 42121	   	186.97	ACR|2DMG|3ZMB|1AART|2CDMG|2DUR	17aZMB|27DUR|3RCR|4aDMG|5LWND|67TLV|7aBPWR|8aCDMG|9AART
218	35234 73633	   	186.92	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2MBVNT|3RCR|48VULN|5AART|68LHND|7BELT|8BPWR|9CDMG|aDUR
219	12641 52121	   	186.87	ACR|2DMG|3ZMB|1AART|2CDMG|2DUR	17aZMB|2aDUR|3RCR|4MBVNT|57DMG|67TLV|7aBPWR|8aCDMG|9AART
220	35234 11543	   	186.85	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1ZMB	1DMG|2MBVNT|3RCR|46VULN|5AART|7ZMB|8LHND|9FLTHEA|aCDMG
221	36216 33334	   	186.75	DCR|2VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|34VULN|4BPWR|6RCR|7aRCVC|8ERES|9AART
222	35222 13546	   	186.75	ACR|3DMG|2VULN|2CDMG|1ZMB	14aDMG|2MBVNT|3RCR|5aLWND|67CDMG|8ZMB|9aVULN|aBPWR
223	35434 17144	   	186.73	DCR|4VULN|1AART|1DMG|1CDMG	1DMG|2MBVNT|3BEXP|467aVULN|5AART|8RCR|9CDMG
224	35234 18462	   	186.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|2MBVNT|3RCR|46VULN|5AART|7BEXP|8ASPD|aCDMG
225	35234 22862	   	186.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|2MBVNT|3RCR|47VULN|5AART|6FEWX|8ASPD|aCDMG
226	35234 72462	   	186.72	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|2MBVNT|3RCR|47VULN|5AART|6LHND|8ASPD|aCDMG
227	35234 14468	   	186.62	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	19DMG|2MBVNT|3RCR|46VULN|5AART|7DUR|8aASPD
228	35234 13482	   	186.62	ACR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|2MBVNT|3RCR|46VULN|5AART|7DUST|8ASPD|aCDMG
229	35334 63632	   	186.50	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2MBVNT|38LWND|48VULN|5AART|6RCR|7BELT|8BPWR|9CDMG|aDUR
230	35226 25221	   	186.33	ACR|3DMG|1AART|2CDMG|2DUR|1ZMB	14aDMG|2MBVNT|3RCR|5aCDMG|6MLV|7AART|8ZMB|9aDUR|aBPWR
231	35226 45221	   	186.33	ACR|3DMG|1AART|2CDMG|2DUR|1ZMB	14aDMG|2MBVNT|3RCR|5aCDMG|6CGEN|7AART|8ZMB|9aDUR|aBPWR
232	36216 32121	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|349VULN|4BPWR|6RCR|7ZMB|8CGEN|aBELT
233	36216 32122	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|349VULN|4BPWR|6RCR|7ZMB|8CGEN|aDMSP
234	36216 32124	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|349VULN|4BPWR|6RCR|7ZMB|8CGEN|aBEXP
235	36216 32126	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|349VULN|4BPWR|6RCR|7ZMB|8CGEN|aRPLT
236	36216 32213	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|34aVULN|4BPWR|6RCR|7ZMB|8MLV|9CGEN
237	36216 32325	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|349VULN|4BPWR|6RCR|7ZMB|8LHND|aMLV
238	36216 32326	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|349VULN|4BPWR|6RCR|7ZMB|8LHND|aRPLT
239	36216 32334	   	186.33	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|34aVULN|4BPWR|6RCR|7ZMB|8LHND|9LWND
240	32631 21552	   	186.33	ACR|3DMG|2VULN|1AART|1DUR	15aDMG|2DUR|3RCR|47VULN|6ERES|8RMIN|9AART
241	35434 62462	   	186.30	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	19DMG|2MBVNT|3BEXP|47VULN|5AART|6RCR|8ASPD|aCDMG
242	35253 46311	   	186.29	ACR|3VULN|3DMG|2ZMB	178DMG|2MBVNT|3RCR|4RPLT|589VULN|68ZMB|8BPWR|aRMIN
243	35253 46312	   	186.29	ACR|3VULN|3DMG|2ZMB	178DMG|2MBVNT|3RCR|4RPLT|589VULN|68ZMB|8BPWR|aFEWX
244	35253 46314	   	186.29	ACR|3VULN|3DMG|2ZMB	178DMG|2MBVNT|3RCR|4RPLT|589VULN|68ZMB|8BPWR|aCGEN
245	35253 44314	   	186.29	ACR|3VULN|3DMG|2ZMB	18aDMG|2MBVNT|3RCR|4RPLT|578VULN|68ZMB|8BPWR|9MLV
246	35253 44322	   	186.29	ACR|3VULN|3DMG|2ZMB	18aDMG|2MBVNT|3RCR|4RPLT|578VULN|68ZMB|8BPWR|9BELT
247	35253 44334	   	186.29	ACR|3VULN|3DMG|2ZMB	18aDMG|2MBVNT|3RCR|4RPLT|578VULN|68ZMB|8BPWR|9RMIN
248	35253 44354	   	186.29	ACR|3VULN|3DMG|2ZMB	18aDMG|2MBVNT|3RCR|4RPLT|578VULN|68ZMB|8BPWR|9BEXP
249	36216 32321	   	186.23	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|349VULN|4BPWR|6RCR|7ZMB|8LHND|aERES
250	36216 32611	   	186.23	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|348VULN|4BPWR|6RCR|7ZMB|9LHND|aERES
251	36216 32621	   	186.23	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|348VULN|4BPWR|6RCR|7ZMB|9ERES|aBELT
252	36216 32622	   	186.23	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|348VULN|4BPWR|6RCR|7ZMB|9ERES|aDMSP
253	36216 32631	   	186.23	DCR|3VULN|2DMG|2CDMG|1ZMB	15DMG|24CDMG|348VULN|4BPWR|6RCR|7ZMB|9FEWX|aERES
254	11253 36644	 * 	186.23	DCR|3DMG|3ZMB|1VULN|3ASPD	189ZMB|2RPLT|3FEWX|489ASPD|5MBVNT|6RCR|789DMG|89BPWR|aVULN
255	35231 24228	   	186.23	ACR|3DMG|2VULN|1AART|1DUR	158DMG|2MBVNT|3RCR|4aVULN|6ERES|7DUR|9AART
256	35241 21228	   	186.23	ACR|3DMG|2VULN|1AART|1DUR	158DMG|2MBVNT|3RCR|4DUR|6ERES|7aVULN|9AART
257	35231 15162	   	186.21	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	15aDMG|2MBVNT|3RCR|4VULN|6CDMG|7SELL|8ZMB|9AART
258	35231 83162	   	186.21	ACR|3DMG|1AART|1VULN|1CDMG|1ZMB|1SELL	15aDMG|2MBVNT|3RCR|4VULN|6SELL|7CDMG|8ZMB|9AART
259	35134 67112	   	186.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2MBVNT|3DUR|48VULN|5AART|6RCR|78CANSTR|8BPWR|9NUKE|aCDMG
260	35134 67123	   	186.20	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	18DMG|2MBVNT|3DUR|48VULN|5AART|6RCR|78CANSTR|8BPWR|9ERES|aCDMG
261	35253 46313	   	186.19	ACR|3VULN|3DMG|2ZMB	178DMG|2MBVNT|3RCR|4RPLT|589VULN|68ZMB|8BPWR|aDUST
262	35253 46334	   	186.19	ACR|3VULN|3DMG|2ZMB	178DMG|2MBVNT|3RCR|4RPLT|58aVULN|68ZMB|8BPWR|9NUKE
263	36216 35213	   	186.09	DCR|3VULN|2DMG|2CDMG|1ZMB|1SELL	15DMG|24CDMG|347VULN|4BPWR|6RCR|8SELL|9DMSP|aZMB
264	36216 35223	   	185.99	DCR|3VULN|2DMG|2CDMG|1ZMB|1SELL	15DMG|24CDMG|347VULN|4BPWR|6RCR|8SELL|9MBVNT|aZMB
265	36216 41122	   	185.98	DCR|2VULN|2DMG|1AART|2CDMG|1ZMB	15DMG|24CDMG|34VULN|4BPWR|6ZMB|7AART|8LIT|9MBVNT|aRCR
266	11234 55311	 * 	185.97	DCR|3VULN|3DMG|2ZMB	18ZMB|2RPLT|3FEWX|489VULN|578DMG|6RCR|8BPWR|aRMIN
267	11234 55312	   	185.97	DCR|3VULN|3DMG|2ZMB	18ZMB|2RPLT|3aFEWX|489VULN|578DMG|6RCR|8BPWR
268	11234 55313	   	185.97	DCR|3VULN|3DMG|2ZMB	18ZMB|2RPLT|3FEWX|489VULN|578DMG|6RCR|8BPWR|aBELT
269	11234 55332	   	185.87	DCR|3VULN|3DMG|2ZMB	18ZMB|2RPLT|3FEWX|48aVULN|578DMG|6RCR|8BPWR|9NUKE
270	32631 52623	   	185.86	ACR|3VULN|2DMG|2DUR|1ZMB|1ASPD	15DMG|26DUR|3RCR|478VULN|9ASPD|aZMB
271	35252 54321	   	185.73	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	18DMG|2MBVNT|3RCR|4RPLT|5DUR|68ZMB|78VULN|8BPWR|9AART|aLWND
272	35252 54322	   	185.73	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	18DMG|2MBVNT|3RCR|4RPLT|5DUR|68ZMB|78VULN|8BPWR|9AART|aDMSP
273	35252 54323	   	185.73	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	18DMG|2MBVNT|3RCR|4RPLT|5DUR|68ZMB|78VULN|8BPWR|9AART|aLHND
274	35252 54324	   	185.73	ACR|2VULN|2DMG|1AART|2ZMB|1DUR	18DMG|2MBVNT|3RCR|4RPLT|5DUR|68ZMB|78VULN|8BPWR|9AART|aCGEN
275	35231 21412	   	185.63	ACR|3DMG|2VULN|1AART|1ASPD	158DMG|2MBVNT|3RCR|47VULN|6ERES|9ASPD|aAART
276	36216 33336	   	185.58	DCR|2VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|34VULN|4BPWR|6RCR|7RCVC|8ERES|9AART|aRMIN
277	35225 11316	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2MBVNT|3RCR|5FEWX|6CDMG|7AART|8aVULN|9DUR
278	35227 11316	   	185.52	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2MBVNT|3RCR|5BEXP|6CDMG|7AART|8aVULN|9DUR
279	32632 66223	 * 	185.51	ACR|5VULN|1DMG|1CDMG|1DUR	1DMG|2DUR|3RCR|4689aVULN|5TLV|7CDMG
280	36216 33333	   	185.48	DCR|2VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|34VULN|4BPWR|6RCR|7RCVC|8ERES|9AART|aDUST
281	35226 31316	   	185.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2MBVNT|3RCR|5CDMG|6DUST|7AART|8aVULN|9DUR
282	35334 17821	   	185.42	DCR|3VULN|2DMG|1AART|1CDMG	19DMG|2MBVNT|3LWND|467VULN|5AART|8CDMG|aRCR
283	35234 12277	   	185.14	ACR|4VULN|1AART|1DMG|1ASPD	1DMG|2MBVNT|3RCR|468aVULN|5AART|7CANHEL|9ASPD
284	36216 33136	   	185.08	DCR|2VULN|2DMG|1AART|2CDMG	15DMG|24CDMG|34VULN|4BPWR|6RCR|7RCVC|8FEWX|9BEXP|aAART
285	35335 15133	 * 	185.05	ACR|4VULN|2DMG|2CDMG	1aDMG|2MBVNT|3LWND|469aVULN|5RCR|7BELT|8aCDMG|aBPWR
286	32631 51152	   	185.03	ACR|3DMG|1AART|1VULN|2DUR|1ZMB	15aDMG|26DUR|3RCR|4VULN|7ERES|8ZMB|9AART
287	35134 14144	   	184.86	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|37DUR|46aVULN|5AART|8RCR|9CDMG
288	35844 14144	   	184.86	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	1DMG|2MBVNT|36aVULN|47DUR|5AART|8RCR|9CDMG
289	35234 14246	   	184.79	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RCR|46aVULN|5AART|7DUR|8FEWX|9CDMG
290	35234 18482	   	184.79	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2MBVNT|3RCR|469VULN|5AART|7BEXP|8ASPD|aCDMG
291	35234 22546	   	184.79	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RCR|47aVULN|5AART|6FEWX|8DUR|9CDMG
292	35234 22882	   	184.79	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2MBVNT|3RCR|479VULN|5AART|6FEWX|8ASPD|aCDMG
293	35234 17242	   	184.79	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|9LWND|aCDMG
294	35234 17252	   	184.79	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2MBVNT|3RCR|467VULN|5AART|8ASPD|9FEWX|aCDMG
295	35234 13546	   	184.69	ACR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3RCR|46aVULN|5AART|7DUST|8DUR|9CDMG
296	35234 17446	   	184.69	ACR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2MBVNT|3RCR|467VULN|5AART|8LEGI|9CDMG|aASPD
297	35234 11242	   	184.65	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3RCR|46VULN|5aAART|7ZMB|8MLV|9CDMG
298	22132 41152	   	184.57	ACR|2VULN|2DMG|1AART|2DUR|1ZMB	1ERES|23DUR|4RCR|5aDMG|67VULN|8ZMB|9AART
299	36216 32226	   	184.55	DCR|2VULN|2DMG|2CDMG|1ZMB|1DUR|1ASPD	15DMG|24CDMG|34VULN|4BPWR|6RCR|7ZMB|8MLV|9DUR|aASPD
300	35234 11742	   	184.55	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1DMG|2MBVNT|3RCR|46VULN|5aAART|7ZMB|8TLV|9CDMG
301	35234 14362	   	184.52	ACR|2VULN|2AART|2DMG|1DUR	1aDMG|2MBVNT|3RCR|46VULN|58AART|7DUR|9RMIN
302	35253 44374	 * 	184.50	ACR|4VULN|2DMG|2ZMB|1SELL	18DMG|2MBVNT|3RCR|4RPLT|578aVULN|68ZMB|8BPWR|9SELL
303	35345 12383	 * 	184.49	ACR|3VULN|3DMG|3DUR	17aDMG|2MBVNT|3LWND|47aDUR|5RCR|67aVULN|7aBPWR|8BELT|9RCVC
304	36216 33613	   	184.47	DCR|3VULN|2DMG|2CDMG|1DUR	15DMG|24CDMG|34aVULN|4BPWR|6RCR|7RCVC|8DUR|9CGEN
305	32624 13234	   	184.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2DUR|3RCR|5FEWX|6CDMG|7CGEN|8aVULN|9AART
306	32626 32125	   	184.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	14DMG|2DUR|3RCR|56BEXP|7aVULN|8CDMG|9AART
307	32631 16621	   	184.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8FEWX|9AART|aLWND
308	32631 16622	   	184.42	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8FEWX|9AART|aDMSP
309	35234 14322	   	184.42	ACR|2AART|2VULN|2DMG|1DUR	1aDMG|2MBVNT|3RCR|46VULN|58AART|7DUR|9ERES
310	35234 14332	   	184.42	ACR|2AART|2VULN|2DMG|1DUR	1aDMG|2MBVNT|3RCR|46VULN|58AART|7DUR|9TLV
311	35134 62246	   	184.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DMG|2MBVNT|3DUR|47aVULN|5AART|6RCR|8FEWX|9CDMG
312	35434 62482	   	184.37	DCR|3VULN|1AART|1DMG|1CDMG|1ASPD	1DMG|2MBVNT|3BEXP|479VULN|5AART|6RCR|8ASPD|aCDMG
313	12621 11235	   	184.33	ACR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1ZMB|28DUR|3RCR|4DMG|5RMIN|6CDMG|7AART|9aVULN
314	32631 16321	   	184.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8DUST|9AART|aLWND
315	32631 16322	   	184.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8DUST|9AART|aDMSP
316	32631 16326	   	184.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8DUST|9AART|aRMIN
317	32631 16623	   	184.32	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8FEWX|9AART|aTLV
318	35253 44323	   	184.29	ACR|3VULN|2DMG|2ZMB|1CDMG	18DMG|2MBVNT|3RCR|4RPLT|578VULN|68ZMB|8BPWR|9BELT|aCDMG
319	36216 33241	   	184.23	DCR|3VULN|2DMG|2CDMG|1DUR|1SELL	15DMG|24CDMG|34aVULN|4BPWR|6RCR|7RCVC|8SELL|9DUR
320	36216 33631	   	184.23	DCR|3VULN|2DMG|2CDMG|1DUR|1SELL	15DMG|24CDMG|34aVULN|4BPWR|6RCR|7RCVC|8DUR|9SELL
321	32631 16323	   	184.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8DUST|9AART|aTLV
322	32631 16324	   	184.22	ACR|2VULN|2DMG|1AART|1CDMG|1DUR	15DMG|2DUR|3RCR|47VULN|6CDMG|8DUST|9AART|aLEGI
323	35253 46344	   	184.17	ACR|3DMG|2VULN|3ZMB	178DMG|2MBVNT|3RCR|4RPLT|58VULN|68aZMB|8BPWR|9LIT
324	35253 44446	   	184.17	ACR|3VULN|2DMG|3ZMB	1aDMG|2MBVNT|3RCR|48RPLT|57aVULN|69aZMB|aBPWR
325	35253 44341	   	184.17	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4RPLT|578VULN|689ZMB|8BPWR|aRMIN
326	35253 44342	   	184.17	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4RPLT|578VULN|689ZMB|8BPWR|aFEWX
327	35253 44344	   	184.17	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4RPLT|578VULN|689ZMB|8BPWR|aCGEN
328	35253 44346	   	184.17	ACR|3VULN|2DMG|3ZMB	18DMG|2MBVNT|3RCR|4RPLT|578VULN|689ZMB|8BPWR|aMLV
