0	Index      	 *	Score 	Summary	Detail	
1	32313 43363	 * 	209.76	DCR|2VULN|2ASPD|1AART|1CDMG|2DUR	18DUR|28CGEN|35ASPD|4CDMG|68VULN|7RCR|8BPWR|9DLOT|aAART
155	24252 62131	   	184.14	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9RMIN|aLIT
156	32221 34221	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|79VULN|8RCR|aLHND
157	32221 34222	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|79VULN|8RCR|aLWND
158	32221 34223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|79VULN|8RCR|aBEXP
159	32221 34224	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|79VULN|8RCR|aAME
160	32221 34225	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|79VULN|8RCR|aLIT
161	32221 54223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6LWND|7CDMG|8RCR|9aVULN
162	32222 34223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2CGEN|3LEGI|46AART|5LHND|7CDMG|8RCR|9aVULN
163	33221 14263	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6FEWX|7CDMG|8RCR|9aVULN
164	33221 34221	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2aLHND|3ERES|45AART|6CDMG|79VULN|8RCR
165	33221 34223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6CDMG|79VULN|8RCR|aLIT
166	33221 34224	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6CDMG|79VULN|8RCR|aAME
167	33221 54223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6LWND|7CDMG|8RCR|9aVULN
168	33223 34263	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3ERES|46AART|5FEWX|7CDMG|8RCR|9aVULN
169	33521 34221	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2aLHND|3TLV|45AART|6CDMG|79VULN|8RCR
170	33521 34222	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|79VULN|8RCR|aAELBLL
171	33521 34224	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|79VULN|8RCR|aAME
172	33521 34225	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|79VULN|8RCR|aLIT
173	33521 54223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6LWND|7CDMG|8RCR|9aVULN
174	34221 14263	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6FEWX|7CDMG|8RCR|9aVULN
175	34221 34221	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6CDMG|79VULN|8RCR|aLHND
176	34221 34222	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2aLWND|3ERES|45AART|6CDMG|79VULN|8RCR
177	34221 34223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6CDMG|79VULN|8RCR|aAME
178	34221 34225	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6CDMG|79VULN|8RCR|aLIT
179	34222 34223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3ERES|46AART|5LHND|7CDMG|8RCR|9aVULN
180	34521 34221	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3TLV|45AART|6CDMG|79VULN|8RCR|aLHND
181	34521 34222	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2aLWND|3TLV|45AART|6CDMG|79VULN|8RCR
182	34521 34223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3TLV|45AART|6CDMG|79VULN|8RCR|aAME
183	34522 34223	   	184.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3TLV|46AART|5LHND|7CDMG|8RCR|9aVULN
184	32223 25315	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LEGI|4AART|5BEXP|69VULN|7CDMG|8ASPD|aRCR
185	32611 25215	 * 	184.09	DCR|2VULN|1MDPS|1AART|1DMG|1CDMG|1DUR	1DUR|24CGEN|3AART|59VULN|6MDPS|7CDMG|8DMG|aRCR
186	34223 25315	   	184.09	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2LWND|3ERES|4AART|5BEXP|69VULN|7CDMG|8ASPD|aRCR
187	33353 31321	   	184.06	DCR|3VULN|1ASPD|1DMG|1DUR	1DUR|2LHND|36LIT|457VULN|8DMG|9RCR|aASPD
188	24252 62112	   	184.04	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9DUST|aRMIN
189	24252 62132	   	184.04	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1SELL	1DMSP|2DMG|3DUR|4VULN|56AART|7RCR|8ZMB|9RMIN|aSELL
190	31223 34263	   	184.01	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2DUST|3ERES|46AART|5LHND|7CDMG|8RCR|9aVULN
191	31226 24263	   	184.01	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2DUST|3ERES|45AART|6LWND|7CDMG|8RCR|9aVULN
192	31226 34263	   	184.01	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2DUST|3ERES|45AART|6LHND|7CDMG|8RCR|9aVULN
193	33221 34222	   	184.01	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6CDMG|79VULN|8RCR|aTLV
194	33221 34243	   	184.01	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6CDMG|7aVULN|8RCR|9DLOT
195	33521 34243	   	184.01	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|7aVULN|8RCR|9DLOT
196	34221 34243	   	184.01	DCR|2VULN|2AART|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6CDMG|7aVULN|8RCR|9DLOT
197	31225 25315	   	183.99	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1DUR|2DUST|3ERES|4AART|5BEXP|69VULN|7CDMG|8ASPD|aRCR
198	32313 43563	   	183.93	DCR|2ASPD|1AART|1VULN|1CDMG|1DUR	1DUR|28CGEN|35ASPD|4CDMG|6VULN|7RCR|9DLOT|aAART
199	31422 15243	 * 	183.91	ACR|2DMG|2ASPD|1AART|3DUR|1CDMG|1AAC	159DUR|2DUST|3RCR|49DMG|6AART|7AAC|89ASPD|9BPWR|aCDMG
200	32522 34226	 * 	183.89	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LWND|46AART|5LHND|7CDMG|8RCR|9VULN|aNUKE
201	21141 64233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DMSP|2LWND|3CGEN|4aAART|5VULN|6DUR|7CDMG|8RCR|9ASPD
202	21241 64233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DMSP|2LWND|3aAART|4CGEN|5VULN|6DUR|7CDMG|8RCR|9ASPD
203	23141 64233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DMSP|2LHND|3CGEN|4aAART|5VULN|6DUR|7CDMG|8RCR|9ASPD
204	23241 64233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DMSP|2LHND|3aAART|4CGEN|5VULN|6DUR|7CDMG|8RCR|9ASPD
205	32521 34231	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6CDMG|7VULN|8RCR|9ASPD|aAME
206	32521 34234	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6CDMG|7VULN|8RCR|9ASPD|aLHND
207	32521 34236	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3aLWND|45AART|6CDMG|7VULN|8RCR|9ASPD
208	32532 34233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|34LWND|5aAART|6CDMG|7VULN|8RCR|9ASPD
209	32611 36233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|24CGEN|3aAART|5VULN|6CDMG|7LHND|8RCR|9ASPD
210	32611 54233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|24CGEN|3aAART|5VULN|6LWND|7CDMG|8RCR|9ASPD
211	32612 34233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|24CGEN|3aAART|5LWND|6CDMG|7VULN|8RCR|9ASPD
212	32616 34233	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|24CGEN|3aAART|5LHND|6CDMG|7VULN|8RCR|9ASPD
213	32631 34231	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6CDMG|7VULN|8RCR|9ASPD|aAME
214	32631 34234	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6CDMG|7VULN|8RCR|9ASPD|aLHND
215	32631 34236	   	183.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|35AART|4aLWND|6CDMG|7VULN|8RCR|9ASPD
216	32632 34226	   	183.89	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|36AART|4LWND|5LHND|7CDMG|8RCR|9VULN|aNUKE
217	32313 43211	   	183.87	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9AAC|aLHND
218	32313 43212	   	183.87	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR|1SELL	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9AAC|aSELL
219	32313 43213	   	183.87	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9AAC|aTLV
220	32313 43214	   	183.87	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9AAC|aLIT
221	32313 43216	   	183.87	DCR|2VULN|2ASPD|1CDMG|1AAC|1ZMB|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9AAC|aZMB
222	32313 43254	   	183.87	DCR|2VULN|2ASPD|1CDMG|1AAC|1DUR	1DUR|2CGEN|35ASPD|4CDMG|68VULN|7RCR|9DUST|aAAC
223	32653 22223	   	183.86	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|29CGEN|35AART|48ASPD|6BEXP|7RCR|aVULN
224	32653 22243	   	183.86	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|2CGEN|35AART|48ASPD|6BEXP|7RCR|9AELBLL|aVULN
225	32652 52233	   	183.86	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|26CGEN|39AART|48ASPD|5FEWX|7RCR|aVULN
226	33351 53341	 * 	183.85	DCR|4VULN|1DMG|1DUR	1DUR|2LHND|3LIT|4689VULN|5FEWX|7RCR|aDMG
227	33353 43341	   	183.85	DCR|4VULN|1DMG|1DUR	1DUR|2LHND|3LIT|4589VULN|6LWND|7RCR|aDMG
228	32653 22533	 * 	183.84	DCR|2AART|2DMG|1ASPD|1DUR	1DUR|2CGEN|35AART|4ASPD|6BEXP|7RCR|89DMG|aRCVC
229	32221 34231	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9ASPD|aAME
230	32221 34234	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9ASPD|aLHND
231	32221 34236	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9ASPD|aLWND
232	32221 54226	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6LWND|7CDMG|8RCR|9VULN|aNUKE
233	32222 34226	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|46AART|5LHND|7CDMG|8RCR|9VULN|aNUKE
234	33221 14266	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6FEWX|7CDMG|8RCR|9VULN|aNUKE
235	33221 34231	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD|aAME
236	33221 34234	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2aLHND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD
237	33221 34235	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD|aLWND
238	33221 54226	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6LWND|7CDMG|8RCR|9VULN|aNUKE
239	33223 34266	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2LHND|3ERES|46AART|5FEWX|7CDMG|8RCR|9VULN|aNUKE
240	33521 34231	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|7VULN|8RCR|9ASPD|aAME
241	33521 34234	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2aLHND|3TLV|45AART|6CDMG|7VULN|8RCR|9ASPD
242	33521 34235	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|7VULN|8RCR|9ASPD|aLWND
243	34221 34231	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD|aAME
244	34221 34234	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LWND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD|aLHND
245	34221 34236	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2aLWND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD
246	34222 34226	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2LWND|3ERES|46AART|5LHND|7CDMG|8RCR|9VULN|aNUKE
247	34232 34233	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|24LWND|3ERES|5aAART|6CDMG|7VULN|8RCR|9ASPD
248	34521 34231	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LWND|3TLV|45AART|6CDMG|7VULN|8RCR|9ASPD|aAME
249	34532 34233	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|24LWND|3TLV|5aAART|6CDMG|7VULN|8RCR|9ASPD
250	32521 34261	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LWND|45AART|6CDMG|7VULN|8RCR|9NUKE|aAME
251	32521 34262	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|2DUR	1aDUR|2CGEN|3LWND|45AART|6CDMG|7VULN|8RCR|9NUKE
252	32521 34263	 * 	183.79	DCR|3AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LWND|45aAART|6CDMG|7VULN|8RCR|9NUKE
253	32631 34261	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|35AART|4LWND|6CDMG|7VULN|8RCR|9NUKE|aAME
254	32631 34262	   	183.79	DCR|2AART|1VULN|1NUKE|1CDMG|2DUR	1aDUR|2CGEN|35AART|4LWND|6CDMG|7VULN|8RCR|9NUKE
255	32631 34263	   	183.79	DCR|3AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|35aAART|4LWND|6CDMG|7VULN|8RCR|9NUKE
256	33222 34233	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|25LHND|3ERES|4aAART|6CDMG|7VULN|8RCR|9ASPD
257	33522 34233	   	183.79	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|25LHND|3TLV|4aAART|6CDMG|7VULN|8RCR|9ASPD
258	32653 12243	   	183.76	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|2CGEN|35AART|48ASPD|6DUST|7RCR|9AELBLL|aVULN
259	32653 32215	   	183.76	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|2CGEN|35AART|4aASPD|6LEGI|7RCR|8RPLT|9VULN
260	24323 26224	   	183.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1DMSP|27DMG|37DUST|4ERES|5ZMB|67VULN|7BPWR|8ASPD|9RPLT|aRCR
261	32653 12533	   	183.74	DCR|2AART|2DMG|1ASPD|1DUR	1DUR|2CGEN|35AART|4ASPD|6DUST|7RCR|89DMG|aRCVC
262	32653 32533	   	183.74	DCR|2AART|2DMG|1ASPD|1DUR	1DUR|2CGEN|35AART|4ASPD|6LEGI|7RCR|89DMG|aRCVC
263	31223 34266	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2DUST|3ERES|46AART|5LHND|7CDMG|8RCR|9VULN|aNUKE
264	32221 34261	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9NUKE|aAME
265	32221 34262	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|2DUR	1aDUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9NUKE
266	32221 34263	   	183.69	DCR|3AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45aAART|6CDMG|7VULN|8RCR|9NUKE
267	32221 34264	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9NUKE|aLHND
268	32221 34266	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9NUKE|aLWND
269	33221 34236	   	183.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3ERES|45AART|6CDMG|7VULN|8RCR|9ASPD|aDUST
270	33521 34236	   	183.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|7VULN|8RCR|9ASPD|aDUST
271	33521 34261	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2LHND|3TLV|45AART|6CDMG|7VULN|8RCR|9NUKE|aAME
272	33521 34262	   	183.69	DCR|2AART|1VULN|1NUKE|1CDMG|2DUR	1aDUR|2LHND|3TLV|45AART|6CDMG|7VULN|8RCR|9NUKE
273	33521 34263	   	183.69	DCR|3AART|1VULN|1NUKE|1CDMG|1DUR	1DUR|2LHND|3TLV|45aAART|6CDMG|7VULN|8RCR|9NUKE
274	33524 34233	   	183.69	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1DUR|2LHND|35TLV|4aAART|6CDMG|7VULN|8RCR|9ASPD
275	32221 34265	 * 	183.69	DCR|2AART|1MDPS|1VULN|1NUKE|1CDMG|1DUR	1DUR|2CGEN|3LEGI|45AART|6CDMG|7VULN|8RCR|9NUKE|aMDPS
276	24141 63211	   	183.68	DCR|2VULN|2DMG|1ASPD	14DMSP|25DMG|3LHND|6aVULN|7RCR|8ASPD|9RMIN
277	32653 12213	   	183.66	DCR|2AART|2ASPD|1VULN|1DUR	1DUR|2CGEN|35AART|48ASPD|69DUST|7RCR|aVULN
278	32313 45314	 * 	183.65	DCR|2ASPD|1VULN|2CDMG|1NUKE|1DUR	1DUR|2CGEN|35ASPD|47CDMG|6VULN|8MBVNT|9RCR|aNUKE
279	42252 33241	 * 	183.62	DCR|3VULN|2AAC|1ASPD|1DMG	1RCVC|23AAC|4LEGI|56aVULN|7RCR|8ASPD|9DMG
280	24511 23211	   	183.58	DCR|2VULN|2DMG|1ASPD	1DMSP|25DMG|3TLV|4CGEN|6aVULN|7RCR|8ASPD|9RMIN
281	24611 53213	   	183.58	DCR|2VULN|2DMG|1ASPD	1DMSP|25DMG|3ERES|4CGEN|6aVULN|7RCR|8ASPD|9RMIN
282	42128 41832	   	183.58	DCR|2VULN|2DMG|1ASPD|1AAC	1RCVC|2AAC|3MBVNT|4LEGI|59VENFST|69DMG|7RCR|89VULN|9BPWR|aASPD
283	32653 22531	   	183.51	DCR|2AART|2DMG|1ASPD|1DUR	1DUR|2CGEN|35AART|4ASPD|6BEXP|7RCR|89DMG|aLIT
284	24551 23211	   	183.48	DCR|2VULN|2DMG|1ASPD	1DMSP|25DMG|3TLV|4ERES|6aVULN|7RCR|8ASPD|9RMIN
285	32653 12531	   	183.41	DCR|2AART|2DMG|1ASPD|1DUR	1DUR|2CGEN|35AART|4ASPD|6DUST|7RCR|89DMG|aLIT
286	32653 32531	   	183.41	DCR|2AART|2DMG|1ASPD|1DUR	1DUR|2CGEN|35AART|4ASPD|6LEGI|7RCR|89DMG|aLIT
287	32653 22532	   	183.41	DCR|2AART|2DMG|1ASPD|1DUR|1SELL	1DUR|2CGEN|35AART|4ASPD|6BEXP|7RCR|89DMG|aSELL
288	24252 33532	   	183.39	DCR|1VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1DMSP|2DMG|3aDUR|4VULN|5AART|6CDMG|7ZMB|8RCR|9LWND
289	42126 41832	   	183.38	DCR|2VULN|2DMG|1ASPD|1AAC	1RCVC|2AAC|3MBVNT|4LEGI|59MSLFST|69DMG|7RCR|89VULN|9BPWR|aASPD
290	22182 62522	   	183.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1DMSP|2AAC|3MBVNT|4ASPD|5LWND|6RCR|7CDMG|8AART|9DMG|aVULN
291	32653 12532	   	183.31	DCR|2AART|2DMG|1ASPD|1DUR|1SELL	1DUR|2CGEN|35AART|4ASPD|6DUST|7RCR|89DMG|aSELL
292	32653 32532	   	183.31	DCR|2AART|2DMG|1ASPD|1DUR|1SELL	1DUR|2CGEN|35AART|4ASPD|6LEGI|7RCR|89DMG|aSELL
293	41152 22533	   	183.08	DCR|2AART|2DMG|1VULN	1RCVC|2LWND|3CGEN|48DMG|59AART|6BEXP|7RCR|aVULN
294	33233 16211	   	182.78	DCR|2VULN|1AART|1ASPD|1DUR|1RMIN	1DUR|2LHND|3ERES|4LWND|5RMIN|6RCR|78VULN|9ASPD|aAART
295	24252 33511	   	182.78	DCR|1MDPS|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DMG|3DUR|4VULN|5AART|6CDMG|7ZMB|8RCR|9MULFIG|aMDPS
296	32226 34226	   	182.64	DCR|2VULN|1MDPS|1AART|1CDMG|2DUR	15DUR|2CGEN|3LEGI|4AART|6CDMG|79VULN|8RCR|aMDPS
297	33226 34226	   	182.64	DCR|2VULN|1MDPS|1AART|1CDMG|2DUR	15DUR|2LHND|3ERES|4AART|6CDMG|79VULN|8RCR|aMDPS
298	32513 11511	   	182.47	DCR|1AART|1VULN|1DMG|1ASPD|1DUR|1RMIN	1DUR|2CGEN|3LWND|4VULN|5RMIN|6RCR|7TLV|8ASPD|9DMG|aAART
299	32513 13511	   	182.47	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1DUR|2CGEN|3LWND|4VULN|5RMIN|6RCR|7ERES|8ASPD|9DMG|aAART
300	32213 11511	   	182.37	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1DUR|2CGEN|3LEGI|4VULN|5RMIN|6RCR|7TLV|8ASPD|9DMG|aAART
301	32213 13511	   	182.37	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1DUR|2CGEN|3LEGI|4VULN|5RMIN|6RCR|7ERES|8ASPD|9DMG|aAART
302	33213 11511	   	182.37	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1DUR|2LHND|3ERES|4VULN|5RMIN|6RCR|7TLV|8ASPD|9DMG|aAART
303	33513 14511	   	182.37	DCR|1VULN|1AART|1ASPD|1DMG|1DUR|1RMIN	1DUR|2LHND|3TLV|4VULN|5RMIN|6RCR|7ERES|8ASPD|9DMG|aAART
304	34213 11511	   	182.37	DCR|1AART|1VULN|1ASPD|1DMG|1DUR|1RMIN	1DUR|2LWND|3ERES|4VULN|5RMIN|6RCR|7TLV|8ASPD|9DMG|aAART
305	22142 44214	   	182.28	DCR|2VULN|1ASPD|1NUKE|1CDMG|1AAC|1DUR	1DMSP|2AAC|3MBVNT|4CDMG|5ASPD|68VULN|7DUR|9RCR|aNUKE
306	22184 71428	   	182.16	DCR|2VULN|2ASPD|1AART|1AAC|1DUR	1DMSP|2AAC|3MBVNT|48ASPD|5DUR|68VULN|78LWND|8BPWR|9AART|aRCR
307	44223 23523	   	182.04	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|2DMG|3DUR|4ERES|5ZMB|6CGEN|7VULN|8RCR|9aAART
308	42184 21631	   	181.92	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1RCVC|2AAC|3MBVNT|4ASPD|5DUR|6ZMB|7AART|8VULN|9DMG|aRCR
309	42184 22331	   	181.92	DCR|1VULN|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1RCVC|2AAC|3MBVNT|4ASPD|5DUR|6ZMB|7DMG|8VULN|9AART|aRCR
310	33223 25626	 * 	181.86	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2LHND|3ERES|4AART|5FEWX|689VULN|7CDMG|aRCR
311	34222 22626	   	181.86	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2LWND|3ERES|4AART|5LHND|689VULN|7CDMG|aRCR
312	22182 63423	   	181.86	DCR|2VULN|2ASPD|1AART|1AAC	1DMSP|2AAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9AART|aLIT
313	22182 63425	   	181.86	DCR|2VULN|2ASPD|1AART|1AAC	1DMSP|2AAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9AART|aBEXP
314	22182 63426	   	181.86	DCR|2VULN|2ASPD|1AART|1AAC	1DMSP|2AAC|3MBVNT|48ASPD|58LWND|6RCR|78VULN|8BPWR|9AART|aCGEN
