0	Index      	 *	Score 	Summary	Detail	
1	33231 31214	 * 	220.19	DCR|4VULN|1ASPD|1DMG|1CDMG|1ZMB	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DMG|aCDMG
157	34418 11271	   	197.42	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1ZMB|2MBVNT|3DMG|45ERES|6RCR|7ASPD|8AART|9VULN|aNUKE
158	34411 42271	   	197.42	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1ZMB|2MBVNT|3DMG|47ERES|5ASPD|6RCR|8AART|9VULN|aNUKE
159	31531 63112	   	197.24	DCR|3VULN|2AART|2ZMB|1DUR	18ZMB|2aAART|3MBVNT|4DUR|58ERES|678VULN|8BPWR|9RCR
160	33111 32215	   	196.92	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|26VULN|37FEWX|4RCVC|5ASPD|8RCR|9DMG|aAART
161	33111 41215	   	196.92	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|27VULN|3FEWX|4RCVC|5ASPD|6DMSP|8RCR|9DMG|aAART
162	33116 51215	   	196.92	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|27VULN|35FEWX|4RCVC|6ASPD|8RCR|9DMG|aAART
163	23611 34115	   	196.69	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|26aVULN|3ZMB|4RCVC|5ASPD|7RCR|8BELT|9AART
164	23611 34262	   	196.69	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|269VULN|3ZMB|4RCVC|5ASPD|7RCR|8AART|aLHND
165	33111 34115	   	196.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|26aVULN|3FEWX|4RCVC|5ASPD|7RCR|8BELT|9AART
166	33252 34115	   	196.69	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|23aVULN|4RCVC|5DMG|6BEXP|7RCR|8BELT|9AART
167	33252 34262	   	196.69	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|239VULN|4RCVC|5DMG|6BEXP|7RCR|8AART|aLHND
168	33511 34115	   	196.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|26aVULN|3BEXP|4RCVC|5ASPD|7RCR|8BELT|9AART
169	33511 34262	   	196.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|269VULN|3BEXP|4RCVC|5ASPD|7RCR|8AART|aLHND
170	23611 34263	   	196.59	DCR|3VULN|1AART|1ASPD|1ZMB	1BEXP|269VULN|3ZMB|4RCVC|5ASPD|7RCR|8AART|aCANSTR
171	33252 34263	   	196.59	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|239VULN|4RCVC|5DMG|6BEXP|7RCR|8AART|aCANSTR
172	33511 34263	   	196.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|269VULN|3BEXP|4RCVC|5ASPD|7RCR|8AART|aCANSTR
173	31135 25216	 * 	196.45	DCR|2AART|1VULN|2CDMG|2SPLREG|1AAC|2ZMB|1DUR	1aZMB|27AART|3aSPLREG|4VULN|5DUR|6AAC|8aCDMG|9RCR|aBPWR
174	33252 34251	   	196.44	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4RCVC|5aDMG|6BEXP|7RCR|8AART|9FEWX
175	33252 44111	   	196.44	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4RCVC|5aDMG|6LWND|7RCR|8FEWX|9AART
176	33232 51212	   	196.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|237VULN|4LWND|5DMSP|6ASPD|8RCR|9DMG|aDUR
177	33242 41235	   	196.40	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|237VULN|4DMSP|5DMG|6LWND|8RCR|9DUR|aASPD
178	33263 61611	   	196.38	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|239VULN|4AIRARM|5DUST|6RCR|7DUR|8CDMG|aDMG
179	34467 13142	 * 	196.37	DCR|3DMG|3ZMB|2CDMG|2DUR	147ZMB|2MBVNT|34aDMG|4aBPWR|5CGEN|6RCR|8aCDMG|9aDUR
180	33252 44311	   	196.34	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4RCVC|5aDMG|6LWND|7RCR|8DUST|9AART
181	33241 36114	   	196.30	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|237VULN|4DMSP|5AART|6CGEN|8RCR|9CDMG|aDUR
182	34243 27348	   	196.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2MBVNT|3BEXP|45aVULN|6DMG|7DUR|8RCR|9ASPD
183	34442 27348	   	196.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1ZMB|2MBVNT|3DMG|4BEXP|56aVULN|7DUR|8RCR|9ASPD
184	33241 13114	   	196.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|236VULN|4DMSP|5AART|7TLV|8RCR|9CDMG|aDUR
185	33241 16114	   	196.20	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|236VULN|4DMSP|5AART|7ERES|8RCR|9CDMG|aDUR
186	34211 37326	   	196.19	DCR|2DMG|2ASPD|1VULN|2ZMB|1DUR	1aZMB|2MBVNT|3BEXP|4RCVC|5aASPD|6VULN|7DUR|8RCR|9aDMG|aBPWR
187	33242 62235	   	196.15	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	1ZMB|23VULN|4DMSP|56DMG|7FEWX|8RCR|9DUR|aASPD
188	33231 43361	   	196.11	DCR|3VULN|1AART|1ASPD|1ZMB|1DUR	1ZMB|239VULN|4LWND|5ASPD|6AART|7DUR|8AELBLL|aRCR
189	33242 31441	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|237VULN|4DMSP|5DMG|6BEXP|8DUR|9AART|aRCR
190	33343 23114	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|258VULN|3LWND|4DUR|6DMG|7BELT|9AART|aRCR
191	35243 23114	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LWND|358VULN|4DUR|6DMG|7BELT|9AART|aRCR
192	42243 23114	   	196.11	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2ZMB|358VULN|4DUR|6DMG|7BELT|9AART|aRCR
193	34442 27346	   	196.10	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	1aZMB|2MBVNT|3DMG|4aBEXP|56VULN|7DUR|8RCR|9aASPD|aBPWR
194	34242 27346	   	196.10	DCR|2VULN|2ASPD|1DMG|2ZMB|1DUR	1aZMB|2MBVNT|35BEXP|4aVULN|6DMG|7DUR|8RCR|9aASPD|aBPWR
195	34243 27326	   	196.05	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	1ZMB|2MBVNT|3BEXP|45VULN|69DMG|7DUR|8RCR|aASPD
196	34442 27326	   	196.05	DCR|2VULN|2DMG|1ASPD|1ZMB|1DUR	1ZMB|2MBVNT|39DMG|4BEXP|56VULN|7DUR|8RCR|aASPD
197	33231 45351	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8AELBLL|9FEWX|aDMG
198	33231 45532	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8FEWX|9DMG|aBEXP
199	33231 45632	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8aBEXP|9DMG
200	33232 54111	   	196.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5DMSP|6ASPD|7RCR|8FEWX|9AART|aDMG
201	23524 61111	   	196.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|24VULN|3SNIFST|5ASPD|6RCR|7DUR|8AART|9DMG|aRPLT
202	33231 45141	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8TSLARM|9DMG|aBELT
203	33231 45142	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8TSLARM|9DMG|aFEWX
204	33231 45143	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8TSLARM|9DMG|aLIT
205	33231 45531	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1MSE	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8FEWX|9DMG|aMSE
206	33231 45631	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB|1MSE	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8BEXP|9DMG|aMSE
207	33231 45633	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5ASPD|6AART|7RCR|8BEXP|9DMG|aDUST
208	33232 54311	   	195.94	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5DMSP|6ASPD|7RCR|8DUST|9AART|aDMG
209	34451 43173	   	195.92	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|38DMG|4RMIN|5ASPD|6RCR|7DUR|9VULN|aCDMG
210	34451 43353	   	195.92	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|39DMG|4RMIN|5ASPD|6RCR|7DUR|8VULN|aCDMG
211	34451 43438	 * 	195.92	DCR|2DMG|1AART|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|39DMG|4RMIN|5ASPD|6RCR|7DUR|8AART|aCDMG
212	23524 63113	   	195.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|24VULN|3SNIFST|5ASPD|6RCR|7DUST|8AART|9DMG|aDUR
213	51231 53632	 * 	195.91	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	1LIT|2DMG|3CDMG|49aVULN|5LWND|6MDPS|7RCR|8ASPD
214	51232 33632	   	195.91	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	1LIT|2DMG|3CDMG|49aVULN|5MDPS|6LWND|7RCR|8ASPD
215	32131 45361	   	195.84	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|2TLV|3LEGI|4RMIN|5ASPD|6AART|7RCR|89VULN|aDMG
216	34411 47173	   	195.82	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|38DMG|4ERES|5ASPD|6RCR|7DUR|9VULN|aCDMG
217	33126 23211	   	195.64	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|26VULN|3FEWX|4LHND|5ASPD|7RCVC|8RCR|9AART|aDMG
218	51215 23612	   	195.56	DCR|2VULN|1MDPS|2DMG|1ASPD|1CDMG	1LIT|29DMG|3CDMG|4MDPS|5DUST|68VULN|7RCR|aASPD
219	33421 88123	   	195.55	DCR|2VULN|2DMG|1MDPS|1CDMG|2ZMB|1DUR	1aZMB|2aVULN|3MDPS|4DUR|5MBVNT|6CDMG|7RMIN|8RCR|9aDMG|aBPWR
220	33231 31243	   	195.52	DCR|4VULN|1ASPD|1AAC|1ZMB|1DUR	1ZMB|2367VULN|4LWND|5ASPD|8RCR|9DUR|aAAC
221	33421 81123	   	195.45	DCR|2VULN|2DMG|1MDPS|1CDMG|2ZMB|1AAC|1DUR	1aZMB|2aVULN|3MDPS|4DUR|5MBVNT|6CDMG|7AAC|8RCR|9aDMG|aBPWR
222	43113 23245	   	195.44	DCR|3VULN|2DMG|1ASPD	19LWND|259VULN|3ERES|47FEWX|69DMG|8RCR|9BPWR|aASPD
223	43311 43152	   	195.35	DCR|2VULN|1AART|1ASPD|1DMG|2DUR	138LWND|28VULN|4ERES|5ASPD|6AART|78DUR|8BPWR|9RCR|aDMG
224	15356 31211	   	195.34	DCR|3VULN|2DMG|1ASPD	13LHND|2AME|49DMG|567VULN|8RCR|aASPD
225	43113 22245	   	195.34	DCR|3VULN|2DMG|1ASPD	19LWND|259VULN|37ERES|4FEWX|69DMG|8RCR|9BPWR|aASPD
226	34461 36343	   	195.24	DCR|2DMG|1VULN|1ASPD|1CDMG|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|5DUR|6VULN|7FEWX|8RCR|9ASPD|aCDMG
227	34464 27343	   	195.24	DCR|2DMG|1VULN|1ASPD|1CDMG|2ZMB|1DUR	14ZMB|2MBVNT|34DMG|4BPWR|5VULN|6BEXP|7DUR|8RCR|9ASPD|aCDMG
228	33231 45111	   	195.16	DCR|2VULN|2AART|1ASPD|2ZMB	19ZMB|23VULN|4LWND|5ASPD|6aAART|7RCR|8TSLARM
229	34411 43277	 * 	195.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1ZMB|2MBVNT|3aDMG|4ERES|5ASPD|6RCR|7FEWX|8AART|9VULN
230	34411 44277	   	195.04	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1ZMB|2MBVNT|3aDMG|4ERES|5ASPD|6RCR|7BEXP|8AART|9VULN
231	34411 42277	   	194.94	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1ZMB|2MBVNT|3aDMG|47ERES|5ASPD|6RCR|8AART|9VULN
232	23611 34112	   	194.93	DCR|2VULN|2AART|1ASPD|1ZMB	1BEXP|26VULN|3ZMB|4RCVC|5ASPD|7RCR|8BELT|9aAART
233	23611 34252	   	194.93	DCR|2VULN|2AART|1ASPD|1ZMB	1BEXP|26VULN|3ZMB|4RCVC|5ASPD|7RCR|8aAART|9FEWX
234	33111 34112	   	194.93	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|26VULN|3FEWX|4RCVC|5ASPD|7RCR|8BELT|9aAART
235	33111 34246	   	194.93	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|26VULN|3FEWX|4RCVC|5ASPD|7RCR|8aAART|9LIT
236	33252 34112	   	194.93	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23VULN|4RCVC|5DMG|6BEXP|7RCR|8BELT|9aAART
237	33252 34252	   	194.93	DCR|2VULN|2AART|1DMG|1ZMB	1ZMB|23VULN|4RCVC|5DMG|6BEXP|7RCR|8aAART|9FEWX
238	33253 54112	   	194.93	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|23VULN|4RCVC|5BEXP|6ASPD|7RCR|8BELT|9aAART
239	33511 34112	   	194.93	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|26VULN|3BEXP|4RCVC|5ASPD|7RCR|8BELT|9aAART
240	33511 34252	   	194.93	DCR|2VULN|2AART|1ASPD|1ZMB	1ZMB|26VULN|3BEXP|4RCVC|5ASPD|7RCR|8aAART|9FEWX
241	33231 34436	 * 	194.84	DCR|3VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8MDPS|9AART|aDMG
242	33111 33211	   	194.82	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|26VULN|3FEWX|4RCVC|5ASPD|7MBVNT|8AART|9RCR|aDMG
243	33233 36321	   	194.81	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ZMB|23VULN|4LWND|5RPLT|6CDMG|7DUR|8RCR|9DMG|aASPD
244	34467 11231	   	194.74	DCR|2DMG|1AART|1ASPD|1NUKE|2ZMB	14ZMB|2MBVNT|34DMG|4BPWR|5CGEN|6RCR|7ASPD|8AART|9BEXP|aNUKE
245	34243 27343	   	194.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3BEXP|45VULN|6DMG|7DUR|8RCR|9ASPD|aCDMG
246	34442 27343	   	194.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3DMG|4BEXP|56VULN|7DUR|8RCR|9ASPD|aCDMG
247	33111 31242	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5ASPD|8RCR|9AART|aLHND
248	33111 31245	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3aFEWX|4RCVC|5ASPD|8RCR|9AART
249	33111 31246	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5ASPD|8RCR|9AART|aLIT
250	33251 11122	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9LWND|aLHND
251	33251 11125	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9LWND|aFEWX
252	33251 11152	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9CGEN|aMULARM
253	33251 11153	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9CGEN|aRMIN
254	33251 11155	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9CGEN|aMLV
255	33251 11156	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9CGEN|aDMSP
256	33251 11162	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9BEXP|aLHND
257	33251 11165	   	194.69	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9BEXP|aFEWX
258	51131 64233	 * 	194.64	DCR|1SPLARM|2DMG|1AART|1VULN|1CDMG|1ZMB	1LIT|26DMG|3VULN|4LWND|5SPLARM|7CDMG|8RCR|9ZMB|aAART
259	33252 62216	   	194.63	DCR|3DMG|2VULN|1ZMB|1DUR	1ZMB|23VULN|4RCVC|569DMG|7FEWX|8RCR|aDUR
260	33111 31243	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5ASPD|8RCR|9AART|aCANSTR
261	33111 31244	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5ASPD|8RCR|9AART|aERES
262	33114 31215	 * 	194.59	DCR|3VULN|1AART|1DMG|1NUKE|1ZMB	1ZMB|267VULN|3FEWX|4RCVC|5NUKE|8RCR|9DMG|aAART
263	33251 11123	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9LWND|aCANSTR
264	33251 11124	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9LWND|aERES
265	33251 11126	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9LWND|aTLV
266	33251 11132	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9DUST|aLHND
267	33251 11135	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9DUST|aFEWX
268	33251 11151	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9CGEN|aCANARM
269	33251 11154	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9CGEN|aDUST
270	33251 11163	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9BEXP|aCANSTR
271	33251 11164	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9BEXP|aERES
272	33251 11166	   	194.59	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9BEXP|aTLV
273	23611 11211	   	194.50	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1AAC|1ZMB	1BEXP|2VULN|3ZMB|4RCVC|5ASPD|6AAC|7DMG|8AART|9RCR|aNUKE
274	33111 11211	   	194.50	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1AAC|1ZMB	1ZMB|2VULN|3FEWX|4RCVC|5ASPD|6AAC|7DMG|8AART|9RCR|aNUKE
275	33511 11211	   	194.50	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1AAC|1ZMB	1ZMB|2VULN|3BEXP|4RCVC|5ASPD|6AAC|7DMG|8AART|9RCR|aNUKE
276	33251 11133	   	194.49	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9DUST|aCANSTR
277	33251 11134	   	194.49	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9DUST|aERES
278	33251 11136	   	194.49	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4RCVC|5AART|7ASPD|8RCR|9DUST|aTLV
279	33252 42211	   	194.44	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4RCVC|5aDMG|6LWND|7FEWX|8RCR|9AART
280	33252 62242	   	194.44	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4RCVC|56DMG|7FEWX|8RCR|9AART|aLHND
281	31134 54132	   	194.40	DCR|3VULN|1AART|2ZMB|1DUR	17ZMB|2AART|3SPLREG|479VULN|57aCGEN|6RCR|7BPWR|8DUR
282	34647 24213	   	194.40	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	1ZMB|2MBVNT|3FEWX|46VULN|57ASPD|8AART|9RCR|aDUR
283	33252 62243	   	194.34	DCR|2VULN|2DMG|1AART|1ZMB	1ZMB|23VULN|4RCVC|56DMG|7FEWX|8RCR|9AART|aCANSTR
284	13232 32346	 * 	194.28	DCR|3VULN|1SPLARM|1ASPD|1DMG	1LHND|249VULN|3LIT|5SPLARM|6LWND|7RCR|8ASPD|aDMG
285	23523 42111	   	194.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|24VULN|3SNIFST|5RPLT|6RCR|7CDMG|8AART|9ASPD|aZMB
286	23523 43141	   	194.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1BEXP|24VULN|3SNIFST|5RPLT|6RCR|7DMG|8AART|9CDMG|aZMB
287	23523 41311	   	194.22	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1BEXP|24VULN|3SNIFST|5RPLT|6RCR|7AART|8CDMG|9ASPD|aZMB
288	33261 24511	   	194.08	DCR|4VULN|1DMG|1ZMB|1DUR	1ZMB|2359VULN|45AIRARM|5BPWR|6RPLT|7RCR|8DUR|aDMG
289	33613 52243	 * 	194.08	ACR|3VULN|2DMG|1CDMG|2ZMB|1DUR	1aZMB|27aVULN|3RCR|4RCVC|5CDMG|6DUR|8aDMG|9MBVNT|aBPWR
290	33232 52211	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4LWND|5DMSP|6ASPD|7FEWX|8RCR|9AART|aDMG
291	43322 11211	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	13LWND|25VULN|4FEWX|6ZMB|7ASPD|8RCR|9AART|aDMG
292	33126 25211	   	194.04	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	1ZMB|26VULN|37FEWX|4LHND|5ASPD|8RCR|9AART|aDMG
293	23524 34113	   	194.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1BEXP|24VULN|3SNIFST|5ASPD|6FEWX|7RCR|8AART|9DMG|aDUR
294	43331 31214	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13LWND|267VULN|4RMIN|5ASPD|8RCR|9DMG|aCDMG
295	43361 31214	   	194.01	DCR|3VULN|1ASPD|1DMG|1CDMG	13LWND|267VULN|4MLV|5ASPD|8RCR|9DMG|aCDMG
296	31531 63212	   	193.92	DCR|3VULN|2AART|1ZMB|1DUR	1ZMB|2aAART|3MBVNT|4DUR|5ERES|678VULN|9RCR
297	26141 35112	   	193.91	DCR|3VULN|1MDPS|1ASPD|1DMG|1CDMG	1BEXP|2RPLT|36aVULN|4MDPS|5DMG|7ASPD|8RCR|9CDMG
298	33231 34113	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8FEWX|9AART|aRPLT
299	33231 34114	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8FEWX|9AART|aMLV
300	33231 34116	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8FEWX|9AART|aBEXP
301	33231 34542	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8RMIN|9LHND|aAART
302	33231 45362	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|239VULN|4LWND|5ASPD|6AART|7RCR|8AELBLL|aLHND
303	33242 34115	   	193.80	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|23aVULN|4DMSP|5DMG|6BEXP|7RCR|8BELT|9AART
304	33242 34262	   	193.80	DCR|3VULN|1AART|1DMG|1ZMB	1ZMB|239VULN|4DMSP|5DMG|6BEXP|7RCR|8AART|aLHND
305	31134 54311	   	193.78	DCR|2VULN|1MDPS|1AART|1CDMG|2ZMB	17ZMB|2AART|3SPLREG|47VULN|57CGEN|6RCR|7BPWR|8CDMG|9MDPS|aAME
306	31134 54312	   	193.78	DCR|2VULN|1MDPS|1AART|1CDMG|2ZMB	17ZMB|2AART|3SPLREG|47VULN|57CGEN|6RCR|7BPWR|8CDMG|9MDPS|aRMIN
307	31134 54313	   	193.78	DCR|2VULN|1MDPS|1AART|1CDMG|2ZMB	17ZMB|2AART|3SPLREG|47VULN|57CGEN|6RCR|7BPWR|8CDMG|9MDPS|aDMSP
308	33231 34115	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8FEWX|9AART|aERES
309	33231 34313	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8DUST|9AART|aRPLT
310	33231 34314	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8DUST|9AART|aMLV
311	33231 34316	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8DUST|9AART|aBEXP
312	33231 34551	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8RMIN|9AART|aTLV
313	33231 34553	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	1ZMB|236VULN|4LWND|5ASPD|7RCR|8RMIN|9AART|aERES
