0	Index      	 *	Score 	Summary	Detail	
1	63232 43324	 * 	214.41	DCR|4VULN|1ASPD|1DMG|3DUR	128aVULN|38LHND|4DMG|5ASPD|689DUR|7RCR|8BPWR
164	33332 63314	   	195.50	DCR|4VULN|1ASPD|1DMG	138DUST|289aVULN|4DMG|5ASPD|68LHND|7RCR|8BPWR
165	63432 33362	   	195.50	DCR|4VULN|1ASPD|1DMG	128aVULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|9MLV
166	63632 23362	   	195.50	DCR|4VULN|1ASPD|1DMG	128aVULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9MLV
167	63633 31332	   	195.50	DCR|4VULN|1ASPD|1DMG	128aVULN|3DUST|4DMG|5BEXP|6CGEN|7RCR|9ASPD
168	63633 22532	   	195.14	DCR|3VULN|2DMG|1ASPD	127VULN|3DUST|4aDMG|5BEXP|6ERES|8RCR|9ASPD
169	63232 43531	   	194.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	12VULN|3LHND|4DMG|59ASPD|6DUR|7RCR|8ZMB|aERES
170	63232 43533	   	194.68	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	12VULN|3LHND|4DMG|59ASPD|6DUR|7RCR|8ZMB|aMBVNT
171	65132 43232	   	194.58	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	14VULN|2ZMB|3DUST|59ASPD|6DUR|7RCR|8ERES|aDMG
172	33332 43532	   	194.58	DCR|2VULN|2ASPD|1DMG|1ZMB|1DUR	13DUST|2aVULN|4DMG|59ASPD|6DUR|7RCR|8ZMB
173	65132 43123	   	194.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	149VULN|2ZMB|3DUST|5ASPD|6DUR|7RCR|8LHND|aCDMG
174	65132 43333	   	194.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	148VULN|2ZMB|3DUST|5ASPD|6DUR|7RCR|9FEWX|aCDMG
175	65132 23323	   	194.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	148VULN|2ZMB|3DUST|5ASPD|6FEWX|7RCR|9DUR|aCDMG
176	65132 23423	   	194.48	DCR|3VULN|1ASPD|1CDMG|1ZMB|1DUR	149VULN|2ZMB|3DUST|5ASPD|6FEWX|7RCR|8DUR|aCDMG
177	43512 31314	   	194.44	DCR|4VULN|1ASPD|3DUR	18MLV|248DUR|34LWND|48BPWR|5ASPD|689aVULN|7RCR
178	65532 13312	   	194.43	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB|1DUR	14VULN|2ZMB|3LWND|5ASPD|6AART|7DUR|8DUST|9CDMG|aRCR
179	13632 41324	   	194.34	DCR|4VULN|1ASPD|3DUR	18LHND|248aVULN|3MLV|5ASPD|689DUR|7RCR|8BPWR
180	63222 41324	   	194.34	DCR|4VULN|1ASPD|3DUR	128aVULN|38LHND|4CGEN|5ASPD|689DUR|7RCR|8BPWR
181	64522 31312	   	194.34	DCR|4VULN|1DMG|3DUR|1AAC	1689VULN|2AAC|3LWND|48AME|568DUR|68BPWR|7RCR|aDMG
182	13432 43252	   	194.30	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1LHND|248VULN|3ERES|5ASPD|6DUR|7ZMB|9RCR|aDMG
183	63232 43351	   	194.26	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38LHND|4DMG|5ASPD|68DUR|7RCR|8BPWR|9RCVC|aLIT
184	63232 43353	   	194.26	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38LHND|4DMG|5ASPD|68DUR|7RCR|8BPWR|9RCVC|aRPLT
185	13432 41324	   	194.24	DCR|4VULN|1ASPD|3DUR	18LHND|248aVULN|3ERES|5ASPD|689DUR|7RCR|8BPWR
186	33432 43252	   	194.20	DCR|3VULN|1ASPD|1DMG|1ZMB|1DUR	1DUST|248VULN|3ERES|5ASPD|6DUR|7ZMB|9RCR|aDMG
187	63432 63331	   	194.17	DCR|3VULN|2ASPD|1DMG	128VULN|38BEXP|4DMG|59ASPD|68LHND|7RCR|8BPWR|aLIT
188	63432 63333	   	194.17	DCR|3VULN|2ASPD|1DMG	128VULN|38BEXP|4DMG|59ASPD|68LHND|7RCR|8BPWR|aDMSP
189	63432 23331	   	193.97	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6FEWX|7RCR|aLIT
190	63432 23334	   	193.97	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6FEWX|7RCR|aRPLT
191	63432 23336	   	193.97	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6FEWX|7RCR|aLWND
192	63632 63331	   	193.97	DCR|3VULN|2ASPD|1DMG	128VULN|38DUST|4DMG|59ASPD|68LHND|7RCR|8BPWR|aLIT
193	63632 63333	   	193.97	DCR|3VULN|2ASPD|1DMG	128VULN|38DUST|4DMG|59ASPD|68LHND|7RCR|8BPWR|aDMSP
194	36313 23433	   	193.88	DCR|1SPLARM|2VULN|2AART|1ASPD	1DUST|2RCVC|38VULN|49AART|5BELT|6SPLARM|7ASPD|aRCR
195	63432 23333	   	193.87	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6FEWX|7RCR|aLEGI
196	63432 33331	   	193.87	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6DUST|7RCR|aLIT
197	63432 33334	   	193.87	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6DUST|7RCR|aRPLT
198	63432 33336	   	193.87	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6DUST|7RCR|aLWND
199	63632 23331	   	193.87	DCR|3VULN|2ASPD|1DMG	128VULN|3DUST|4DMG|59ASPD|6FEWX|7RCR|aLIT
200	63632 23334	   	193.87	DCR|3VULN|2ASPD|1DMG	128VULN|3DUST|4DMG|59ASPD|6FEWX|7RCR|aRPLT
201	63632 23336	   	193.87	DCR|3VULN|2ASPD|1DMG	128VULN|3DUST|4DMG|59ASPD|6FEWX|7RCR|aLWND
202	61324 31633	   	193.80	DCR|3VULN|1AART|1ASPD|1ZMB	156VULN|2BEXP|3DUST|46LWND|6BPWR|7RCR|8ZMB|9ASPD|aAART
203	63613 23115	   	193.79	DCR|3VULN|1SPLARM|1AART|1ASPD	12aVULN|3DUST|4AART|5BELT|6SPLARM|7ASPD|8LEGI|9RCR
204	33332 23335	   	193.77	DCR|3VULN|2ASPD|1DMG	13DUST|28aVULN|4DMG|59ASPD|6FEWX|7RCR
205	63432 33333	   	193.77	DCR|3VULN|2ASPD|1DMG	128VULN|3BEXP|4DMG|59ASPD|6DUST|7RCR|aLEGI
206	63632 23333	   	193.77	DCR|3VULN|2ASPD|1DMG	128VULN|3DUST|4DMG|59ASPD|6FEWX|7RCR|aLEGI
207	65132 23123	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	149VULN|2ZMB|3DUST|5ASPD|6FEWX|7RCR|8LHND|aAART
208	65132 63223	   	193.70	DCR|3VULN|1AART|1ASPD|1ZMB	149VULN|2ZMB|3DUST|5ASPD|6LHND|7RCR|8FEWX|aAART
209	63522 32633	 * 	193.69	DCR|3VULN|1MDPS|2ASPD|2CDMG	12aVULN|3MDPS|4LWND|5aASPD|6CGEN|7FEWX|8aCDMG|9RCR|aBPWR
210	61632 11336	   	193.69	DCR|3VULN|2ASPD|1AART	147VULN|2BEXP|3MLV|5aASPD|6AART|8LHND|9RCR
211	26332 53335	   	193.67	DCR|3VULN|2ASPD|1DMG	1LEGI|23DUST|4DMG|59ASPD|68aVULN|7RCR
212	63432 23232	   	193.63	DCR|2VULN|2DMG|2ASPD	12VULN|3BEXP|4aDMG|59ASPD|6FEWX|7RCR|8ERES
213	65132 23523	   	193.60	DCR|3VULN|1AART|1ASPD|1ZMB	149VULN|2ZMB|3DUST|5ASPD|6FEWX|7RCR|8LEGI|aAART
214	33632 11336	   	193.59	DCR|3VULN|2ASPD|1AART	1DUST|247VULN|3MLV|5aASPD|6AART|8LHND|9RCR
215	33632 34336	   	193.59	DCR|3VULN|2ASPD|1AART	1DUST|246VULN|3MLV|5aASPD|7AART|8LHND|9RCR
216	63122 11336	   	193.59	DCR|3VULN|2ASPD|1AART	127VULN|3MLV|4DUST|5aASPD|6AART|8LHND|9RCR
217	63122 34336	   	193.59	DCR|3VULN|2ASPD|1AART	126VULN|3MLV|4DUST|5aASPD|7AART|8LHND|9RCR
218	63212 31236	   	193.59	DCR|3VULN|2ASPD|1AART	127VULN|3LHND|4AART|5FEWX|6ERES|8aASPD|9RCR
219	63432 33232	   	193.53	DCR|2VULN|2DMG|2ASPD	12VULN|3BEXP|4aDMG|59ASPD|6DUST|7RCR|8ERES
220	63632 23232	   	193.53	DCR|2VULN|2DMG|2ASPD	12VULN|3DUST|4aDMG|59ASPD|6FEWX|7RCR|8ERES
221	63232 43331	   	193.51	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38LHND|4DMG|5ASPD|68DUR|7RCR|8BPWR|9BEXP|aAME
222	63232 43334	   	193.51	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38LHND|4DMG|5ASPD|68DUR|7RCR|8BPWR|9aBEXP
223	63232 43336	   	193.51	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38LHND|4DMG|5ASPD|68DUR|7RCR|8BPWR|9BEXP|aRPLT
224	63432 63322	   	193.51	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38BEXP|4DMG|5ASPD|68LHND|7RCR|8BPWR|9aDUR
225	63633 32532	   	193.50	DCR|4VULN|1ASPD|1DMG	127aVULN|3DUST|4DMG|5BEXP|6CGEN|8RCR|9ASPD
226	63432 43312	   	193.50	DCR|4VULN|1ASPD|1DMG|1AAC|1DUR	128aVULN|3BEXP|4DMG|5ASPD|6DUR|7RCR|9AAC
227	62112 43352	   	193.47	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68aDUR|7RCR|9RCVC
228	24314 32123	   	193.46	DCR|2VULN|2DMG|2CDMG|1ZMB	1LEGI|2RPLT|3aDMG|4ERES|5aCDMG|6ZMB|7RCR|8LHND|9aVULN|aBPWR
229	63232 43361	   	193.41	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38LHND|4DMG|5ASPD|68DUR|7RCR|8BPWR|9BELT|aTLV
230	63232 43363	   	193.41	DCR|3VULN|1ASPD|1DMG|2DUR|1MSE	128VULN|38LHND|4DMG|5ASPD|68DUR|7RCR|8BPWR|9BELT|aMSE
231	63632 43312	   	193.40	DCR|4VULN|1ASPD|1DMG|1AAC|1DUR	128aVULN|3DUST|4DMG|5ASPD|6DUR|7RCR|9AAC
232	62132 43352	   	193.37	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|2LHND|3NUKE|58ASPD|68aDUR|7RCR|8BPWR|9RCVC
233	63232 43222	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	129VULN|3LHND|4DMG|5ASPD|6aDUR|7RCR|8FEWX
234	63432 43122	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	129VULN|3BEXP|4DMG|5ASPD|6aDUR|7RCR|8LHND
235	63432 43321	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3BEXP|4DMG|5ASPD|69DUR|7RCR|aLIT
236	63432 43323	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3BEXP|4DMG|5ASPD|69DUR|7RCR|aRPLT
237	63432 43332	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3BEXP|4DMG|5ASPD|6aDUR|7RCR|9FEWX
238	63432 23322	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|9aDUR
239	63432 23422	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	129VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8aDUR
240	63632 63322	   	193.31	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|38DUST|4DMG|5ASPD|68LHND|7RCR|8BPWR|9aDUR
241	33322 33361	   	193.24	DCR|3VULN|2DMG|1ASPD	138DUST|268VULN|4CGEN|5ASPD|78DMG|8BPWR|9RCR|aRPLT
242	33322 33363	   	193.24	DCR|3VULN|2DMG|1ASPD	138DUST|268VULN|4aCGEN|5ASPD|78DMG|8BPWR|9RCR
243	63632 43122	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	129VULN|3DUST|4DMG|5ASPD|6aDUR|7RCR|8LHND
244	63632 43321	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3DUST|4DMG|5ASPD|69DUR|7RCR|aLIT
245	63632 43323	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3DUST|4DMG|5ASPD|69DUR|7RCR|aRPLT
246	63632 43332	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3DUST|4DMG|5ASPD|6aDUR|7RCR|9FEWX
247	35132 53312	   	193.21	DCR|3VULN|1ASPD|1DMG|2ZMB	138DUST|28ZMB|4LWND|5ASPD|689VULN|7RCR|8BPWR|aDMG
248	63432 33322	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|9aDUR
249	63432 33422	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	129VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8aDUR
250	63632 23322	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	128VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9aDUR
251	63632 23422	   	193.21	DCR|3VULN|1ASPD|1DMG|2DUR	129VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8aDUR
252	63232 11113	   	193.18	5VULN|2DMG|2ASPD|1AART	12789VULN|3LHND|49DMG|59ASPD|6AART|9BPWR|aRMIN
253	63232 34113	   	193.18	5VULN|2DMG|2ASPD|1AART	12689VULN|3LHND|49DMG|59ASPD|7AART|9BPWR|aRMIN
254	24331 52212	 * 	193.16	DCR|3DMG|2VULN|1MDPS|1ASPD	1LEGI|2RPLT|34aDMG|4aBPWR|5ASPD|6MDPS|7aMLV|8RCR|9aVULN
255	33322 33366	   	193.14	DCR|3VULN|2DMG|1ASPD|1MSE	138DUST|268VULN|4CGEN|5ASPD|78DMG|8BPWR|9RCR|aMSE
256	33432 33652	   	193.14	DCR|3VULN|2DMG|1ASPD	1DUST|246VULN|3ERES|5ASPD|7aDMG|8BEXP|9RCR
257	61432 32352	   	193.14	DCR|3VULN|2DMG|1ASPD	146VULN|2BEXP|3ERES|5ASPD|7DUST|8aDMG|9RCR
258	63633 22352	   	193.14	DCR|3VULN|2DMG|1ASPD	127VULN|3DUST|4aDMG|5BEXP|6ERES|8ASPD|9RCR
259	33332 43325	   	193.11	DCR|3VULN|1ASPD|1DMG|2DUR	13DUST|28aVULN|4DMG|5ASPD|69DUR|7RCR
260	62112 43312	   	193.10	DCR|4VULN|2ASPD|1NUKE|2DUR|1AAC	148aVULN|24LHND|3NUKE|48BPWR|58ASPD|68DUR|7RCR|9AAC
261	63152 11141	 * 	193.09	ACR|4VULN|1AART|1ASPD|1DMG	1278VULN|3MLV|4RCR|5ASPD|6AART|9DMG|aFEWX
262	63152 11142	   	193.09	ACR|4VULN|1AART|1ASPD|1DMG	1278VULN|3MLV|4RCR|5ASPD|6AART|9DMG|aCGEN
263	63232 43252	   	193.06	DCR|2VULN|2DMG|1ASPD|2DUR	12VULN|3LHND|49DMG|5ASPD|6aDUR|7RCR|8FEWX
264	62132 43312	   	193.00	DCR|4VULN|2ASPD|1NUKE|2DUR|1AAC	148aVULN|2LHND|3NUKE|58ASPD|68DUR|7RCR|8BPWR|9AAC
265	63152 11143	   	192.99	ACR|4VULN|1AART|1ASPD|1DMG	1278VULN|3MLV|4RCR|5ASPD|6AART|9DMG|aTLV
266	24331 55212	   	192.96	DCR|3DMG|2VULN|1MDPS|1ASPD	1LEGI|2RPLT|34aDMG|4aBPWR|5ASPD|6MDPS|7aERES|8RCR|9aVULN
267	36236 31343	   	192.90	DCR|3DMG|2VULN|1ASPD	168DUST|2RCVC|35LHND|458DMG|58BPWR|78VULN|9ASPD|aRCR
268	66231 31335	   	192.74	DCR|3DMG|2VULN|1AART|1SELL	19VULN|2BELT|35LHND|457DMG|5BPWR|6SELL|8AART|aRCR
269	66331 31335	   	192.74	DCR|3DMG|2VULN|1AART|1SELL	19VULN|2BELT|357DMG|45LWND|5BPWR|6SELL|8AART|aRCR
270	13112 43324	   	192.71	DCR|3VULN|2ASPD|1NUKE|3DUR	148LHND|24aVULN|3NUKE|48BPWR|58ASPD|689DUR|7RCR
271	62112 43321	   	192.71	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|24aLHND|3NUKE|48BPWR|58ASPD|689DUR|7RCR
272	62112 43322	   	192.71	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|689DUR|7RCR|aFEWX
273	62112 43323	   	192.71	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|689DUR|7RCR|aRPLT
274	62112 43332	   	192.71	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|68aDUR|7RCR|9BEXP
275	63232 26413	   	192.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	12VULN|3LHND|4DMG|5ASPD|6ZMB|7AAC|8DUR|9RCR|aCDMG
276	63232 42113	   	192.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	12VULN|3LHND|4DMG|5ASPD|6DUR|7AAC|8ZMB|9RCR|aCDMG
277	63432 42113	   	192.71	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	12VULN|3BEXP|4DMG|5ASPD|6DUR|7AAC|8ZMB|9RCR|aCDMG
278	63613 23423	   	192.65	DCR|3VULN|1SPLARM|1AART|1ASPD	128VULN|3DUST|4AART|5BELT|6SPLARM|7ASPD|9RCVC|aRCR
279	13132 43324	   	192.61	DCR|3VULN|2ASPD|1NUKE|3DUR	18LHND|24aVULN|3NUKE|58ASPD|689DUR|7RCR|8BPWR
280	62132 43321	   	192.61	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|2aLHND|3NUKE|58ASPD|689DUR|7RCR|8BPWR
281	62132 43322	   	192.61	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|2LHND|3NUKE|58ASPD|689DUR|7RCR|8BPWR|aFEWX
282	62132 43323	   	192.61	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|2LHND|3NUKE|58ASPD|689DUR|7RCR|8BPWR|aRPLT
283	62132 43332	   	192.61	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|2LHND|3NUKE|58ASPD|68aDUR|7RCR|8BPWR|9BEXP
284	62112 43326	   	192.61	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|24LHND|3NUKE|48BPWR|58ASPD|689DUR|7RCR|aDUST
285	63632 42113	   	192.61	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	12VULN|3DUST|4DMG|5ASPD|6DUR|7AAC|8ZMB|9RCR|aCDMG
286	13112 43532	   	192.55	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	14LHND|24aVULN|3NUKE|4BPWR|59ASPD|6DUR|7RCR|8ZMB
287	61112 43532	   	192.55	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	14aVULN|24BEXP|3NUKE|4BPWR|59ASPD|6DUR|7RCR|8ZMB
288	62112 43532	   	192.55	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	14aVULN|24LHND|3NUKE|4BPWR|59ASPD|6DUR|7RCR|8ZMB
289	62132 43326	   	192.51	DCR|3VULN|2ASPD|1NUKE|3DUR	148VULN|2LHND|3NUKE|58ASPD|689DUR|7RCR|8BPWR|aDUST
290	63162 16222	   	192.50	DCR|2VULN|2ASPD|1AART|1ZMB|1DUR	12VULN|3MLV|4DUR|58ASPD|6AART|7ZMB|9LWND|aRCR
291	63432 23341	   	192.46	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC	128VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|9MDPS|aAAC
292	13132 43532	   	192.45	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	1LHND|24aVULN|3NUKE|59ASPD|6DUR|7RCR|8ZMB
293	61132 43532	   	192.45	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	14aVULN|2BEXP|3NUKE|59ASPD|6DUR|7RCR|8ZMB
294	62132 43532	   	192.45	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	14aVULN|2LHND|3NUKE|59ASPD|6DUR|7RCR|8ZMB
295	65132 23332	   	192.45	DCR|3VULN|2ASPD|1ZMB|1DUR	148VULN|2ZMB|3DUST|59ASPD|6FEWX|7RCR|aDUR
296	63115 16132	   	192.41	DCR|3VULN|1AART|1ASPD	128VULN|3MLV|4VENFST|5SPLREG|6RCR|7LIT|9ASPD|aAART
297	63432 33341	   	192.36	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC	128VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|9MDPS|aAAC
298	63632 23341	   	192.36	DCR|3VULN|1MDPS|1ASPD|1DMG|1AAC	128VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9MDPS|aAAC
299	33112 43532	   	192.35	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	14DUST|24aVULN|3NUKE|4BPWR|59ASPD|6DUR|7RCR|8ZMB
300	33132 43532	   	192.35	DCR|3VULN|2ASPD|1NUKE|1ZMB|1DUR	1DUST|24aVULN|3NUKE|59ASPD|6DUR|7RCR|8ZMB
301	63235 31513	   	192.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3LHND|4DMG|5BEXP|6CGEN|7RCR|8AART|9CDMG|aZMB
302	33632 61513	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	1DUST|24VULN|3MLV|5ASPD|6LHND|7RCR|8AART|9CDMG|aZMB
303	63122 61513	   	192.12	DCR|2VULN|1AART|1ASPD|1CDMG|1ZMB	12VULN|3MLV|4DUST|5ASPD|6LHND|7RCR|8AART|9CDMG|aZMB
304	63235 21513	   	192.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3LHND|4DMG|5BEXP|6ERES|7RCR|8AART|9CDMG|aZMB
305	63236 31513	   	192.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3LHND|4DMG|5DUST|6CGEN|7RCR|8AART|9CDMG|aZMB
306	63236 21513	   	192.02	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	12VULN|3LHND|4DMG|5DUST|6ERES|7RCR|8AART|9CDMG|aZMB
307	63232 14162	   	191.94	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1ZMB	12VULN|3LHND|4DMG|5ASPD|6AART|7MDPS|8BELT|9RCR|aZMB
308	63432 22113	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	12VULN|3BEXP|4DMG|5ASPD|6FEWX|7AAC|8ZMB|9RCR|aAART
309	63432 62113	   	191.94	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	12VULN|3BEXP|4DMG|5ASPD|6LHND|7AAC|8ZMB|9RCR|aAART
310	63232 23113	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	12VULN|3LHND|4DMG|5ASPD|6ZMB|7DUST|8AAC|9RCR|aAART
311	63432 32113	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	12VULN|3BEXP|4DMG|5ASPD|6DUST|7AAC|8ZMB|9RCR|aAART
312	63632 22113	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	12VULN|3DUST|4DMG|5ASPD|6FEWX|7AAC|8ZMB|9RCR|aAART
313	63632 62113	   	191.84	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1ZMB	12VULN|3DUST|4DMG|5ASPD|6LHND|7AAC|8ZMB|9RCR|aAART
314	63613 23413	   	191.79	DCR|3VULN|1SPLARM|1AART|1ASPD	128VULN|3DUST|4AART|5BELT|6SPLARM|7ASPD|9TLV|aRCR
315	61112 63325	   	191.78	DCR|3VULN|1MDPS|2ASPD|1NUKE|1DUR	148VULN|24BEXP|3NUKE|48BPWR|58ASPD|68LHND|7RCR|9DUR|aMDPS
316	66222 16122	 * 	191.76	ACR|3VULN|2ASPD|1DMG|2DUR|1ZMB	179VULN|2BELT|3LHND|4RCR|57ASPD|67DUR|7BPWR|8ZMB|aDMG
317	33332 31613	   	191.74	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	136DUST|27VULN|4DMG|5ASPD|8AART|9RCR|aZMB
318	63232 43433	   	191.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	12VULN|3LHND|4DMG|5ASPD|68DUR|7RCR|9BEXP|aCDMG
319	33254 31333	 * 	191.69	DCR|4VULN|1MDPS|1ASPD|1CDMG	1DUST|2568VULN|3MDPS|46AELBLL|6BPWR|7RCR|9ASPD|aCDMG
320	61132 63325	   	191.68	DCR|3VULN|1MDPS|2ASPD|1NUKE|1DUR	148VULN|2BEXP|3NUKE|58ASPD|68LHND|7RCR|8BPWR|9DUR|aMDPS
321	63235 21532	   	191.68	DCR|3VULN|1AART|1DMG|1DUR	12aVULN|3LHND|4DMG|5BEXP|6ERES|7RCR|8AART|9DUR
322	61112 53352	 * 	191.60	DCR|4VULN|1ASPD|1DMG|1NUKE	146aVULN|24BEXP|3NUKE|4BPWR|5ASPD|7LWND|8DMG|9RCR
323	46131 32153	 * 	191.59	ACR|2VULN|2CDMG|1AART|1ASPD|1DMG|1DUR	17MLV|27CDMG|3DUR|4RCR|5ASPD|67VULN|7BPWR|8LIT|9DMG|aAART
324	63236 21532	   	191.58	DCR|3VULN|1AART|1DMG|1DUR	12aVULN|3LHND|4DMG|5DUST|6ERES|7RCR|8AART|9DUR
325	13112 32352	   	191.50	DCR|4VULN|1ASPD|1DMG|1NUKE	14LHND|246aVULN|3NUKE|4BPWR|5ASPD|7DUST|8DMG|9RCR
326	33632 33652	   	191.50	DCR|4VULN|1ASPD|1DMG	1DUST|246aVULN|3MLV|5ASPD|7DMG|8BEXP|9RCR
327	61112 52352	   	191.50	DCR|4VULN|1ASPD|1DMG|1NUKE	146aVULN|24BEXP|3NUKE|4BPWR|5ASPD|7DUST|8DMG|9RCR
328	61132 53352	   	191.50	DCR|4VULN|1ASPD|1DMG|1NUKE	146aVULN|2BEXP|3NUKE|5ASPD|7LWND|8DMG|9RCR
329	61632 32352	   	191.50	DCR|4VULN|1ASPD|1DMG	146aVULN|2BEXP|3MLV|5ASPD|7DUST|8DMG|9RCR
330	62112 32352	   	191.50	DCR|4VULN|1ASPD|1DMG|1NUKE	146aVULN|24LHND|3NUKE|4BPWR|5ASPD|7DUST|8DMG|9RCR
331	63122 33652	   	191.50	DCR|4VULN|1ASPD|1DMG	126aVULN|3MLV|4DUST|5ASPD|7DMG|8BEXP|9RCR
332	63232 31152	   	191.50	DCR|4VULN|1ASPD|1DMG	126aVULN|3LHND|4DMG|5ASPD|7TLV|8FEWX|9RCR
333	63422 32352	   	191.50	DCR|4VULN|1ASPD|1DMG	126aVULN|3BEXP|4CGEN|5ASPD|7DUST|8DMG|9RCR
