0	Index      	 *	Score 	Summary	Detail	
1	21311 52223	 * 	216.68	DCR|4VULN|3CDMG|1DMG|1DUR	18aERES|2LIT|389aVULN|4DUR|5DMG|6RCR|78aCDMG|8aBPWR
157	13122 63463	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	19LHND|24aVULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8ERES
158	13122 63632	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|aERES
159	13122 63636	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|aTLV
160	13122 63653	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|24aVULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|9TLV
161	13122 64342	   	189.29	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7TLV|8FEWX|aAART
162	13122 63432	   	189.19	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|249VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8aERES
163	13122 63453	   	189.19	DCR|3VULN|1AART|2DUR|1ZMB	1LHND|24aVULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8ERES|9TLV
164	35343 41611	   	189.16	DCR|2VULN|2DMG|1NUKE|2DUR	1RMIN|28DMG|3MBVNT|48VULN|5BEXP|6LWND|78DUR|8BPWR|9RCR|aNUKE
165	35343 51311	   	189.16	DCR|2VULN|2DMG|1NUKE|2DUR	1RMIN|28DMG|3MBVNT|48VULN|5BEXP|6FEWX|78DUR|8BPWR|9RCR|aNUKE
166	13122 61164	 * 	189.15	DCR|2VULN|1ASPD|3DUR|1CDMG|1ZMB	1LHND|24VULN|348DUR|4BPWR|5ZMB|6RCR|7RMIN|9CDMG|aASPD
167	35344 41611	   	189.06	DCR|2VULN|2DMG|1NUKE|2DUR	1RMIN|28DMG|3MBVNT|48VULN|5DUST|6LWND|78DUR|8BPWR|9RCR|aNUKE
168	35344 51311	   	189.06	DCR|2VULN|2DMG|1NUKE|2DUR	1RMIN|28DMG|3MBVNT|48VULN|5DUST|6FEWX|78DUR|8BPWR|9RCR|aNUKE
169	13122 64163	 * 	189.05	DCR|2VULN|1DMG|3DUR|1CDMG|1ZMB	1LHND|24VULN|348DUR|4BPWR|5ZMB|6RCR|7TLV|9CDMG|aDMG
170	35612 42321	   	188.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	1RMIN|249DMG|3ASPD|5CDMG|6AAC|7VULN|8RCR|aDMSP
171	35612 42322	   	188.93	DCR|3DMG|1VULN|1ASPD|1CDMG|1AAC	1RMIN|249DMG|3ASPD|5CDMG|6AAC|7VULN|8RCR|aAME
172	13424 52223	   	188.61	DCR|4VULN|3CDMG	18aLHND|289aVULN|3CGEN|4LIT|5RMIN|6RCR|78aCDMG|8aBPWR
173	15284 84443	 * 	188.60	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4CDMG|58VULN|6LWND|7SPLARM|9RCR|aASPD
174	15445 11326	   	188.58	DCR|2VULN|2ASPD|1DMG|1ZMB	19LHND|2MBVNT|3BELT|49VULN|5LWND|6RCR|7ZMB|89ASPD|9BPWR|aDMG
175	32374 26337	   	188.52	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aRCVC
176	15284 54443	   	188.50	DCR|1SPLARM|2VULN|1ASPD|1DMG|1CDMG	1LHND|2MBVNT|3DMG|4CDMG|58VULN|6LEGI|7SPLARM|9RCR|aASPD
177	13315 11326	   	188.48	DCR|2VULN|2ASPD|1DMG|1ZMB	19LHND|29VULN|3DUST|4MBVNT|5BELT|6RCR|7ZMB|89ASPD|9BPWR|aDMG
178	32374 26331	   	188.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aBEXP
179	32374 26332	   	188.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aAME
180	32374 26333	   	188.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aMLV
181	32374 26338	   	188.19	DCR|2VULN|2ASPD|2CDMG|1ZMB	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9ZMB|aLIT
182	13122 63134	   	188.14	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8BEXP|9CDMG|aRCVC
183	15232 46811	   	188.12	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2MBVNT|3DMG|4LIT|5aVULN|6CDMG|7ZMB|8AART|9RCR
184	32318 45731	   	188.07	DCR|3VULN|2ASPD|1DMG	1RMIN|2DMSP|3MBVNT|468VULN|58ASPD|78LHND|8BPWR|9DMG|aRCR
185	34313 81284	   	188.05	DCR|3VULN|1AART|3DUR	1RMIN|2RCVC|3MBVNT|489VULN|589LIT|6RCR|789DUR|89BPWR|aAART
186	13234 53412	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|28VULN|37DMG|4LIT|5RMIN|6RCR|9CDMG|aZMB
187	13421 53412	   	188.03	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|28VULN|3CGEN|4LIT|57DMG|6RCR|9CDMG|aZMB
188	34374 54241	 * 	187.97	DCR|3VULN|1AART|2CDMG	1RMIN|28RCVC|3MBVNT|47CDMG|57aVULN|6AART|7BPWR|9RCR
189	15242 28434	 * 	187.93	DCR|1SPLARM|2VULN|2DMG|1ASPD	1LHND|2MBVNT|39DMG|4LWND|5ASPD|6SPLARM|78VULN|aRCR
190	35348 11134	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2DMG|3MBVNT|49VULN|56AART|7LWND|8RCR|aDUR
191	35348 15134	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2DMG|3MBVNT|49VULN|56AART|7LHND|8RCR|aDUR
192	35358 14134	   	187.92	DCR|2VULN|2AART|1DMG|1DUR	1RMIN|2DMG|3MBVNT|4LWND|56AART|79VULN|8RCR|aDUR
193	36461 33131	   	187.87	DCR|3VULN|2ASPD|1DMG|1AAC	1RMIN|2AAC|39TLV|489VULN|5FEWX|6DMG|79ASPD|9BPWR|aRCR
194	21321 53412	   	187.83	DCR|2VULN|2DMG|1CDMG|1ZMB	1ERES|2LIT|38VULN|4DUST|57DMG|6RCR|9CDMG|aZMB
195	13252 43631	 * 	187.83	DCR|2VULN|2DMG|2ASPD|1NUKE	18LHND|28VULN|37DMG|46BEXP|58ASPD|8BPWR|9NUKE|aRCR
196	13252 63631	   	187.83	DCR|2VULN|2DMG|2ASPD|1NUKE	168LHND|28VULN|37DMG|4BEXP|58ASPD|8BPWR|9NUKE|aRCR
197	13122 61561	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7RMIN|8LWND|9CDMG|aAART
198	13122 63132	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8BEXP|9CDMG|aLIT
199	13122 63135	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1aLHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8BEXP|9CDMG
200	13122 63136	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8BEXP|9CDMG|aRPLT
201	13122 63613	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8RMIN|9RPLT|aCDMG
202	13122 65361	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7CGEN|8FEWX|9CDMG|aAART
203	13122 65531	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7CGEN|8LWND|9CDMG|aAART
204	13122 66261	   	187.81	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7FEWX|8CGEN|9CDMG|aAART
205	15232 44714	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LHND|2MBVNT|3DMG|4LIT|5VULN|6CDMG|7AART|8ASPD|9RCR|aZMB
206	15232 46813	   	187.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1LHND|2MBVNT|3DMG|4LIT|5VULN|6CDMG|7ZMB|8AART|9RCR|aASPD
207	35412 21253	   	187.76	DCR|2VULN|2DMG|1AART|1ZMB	1RMIN|29DMG|39VULN|4LWND|5ZMB|6RPLT|7AART|89LIT|9BPWR|aRCR
208	13122 63133	   	187.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB|1MSE	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8BEXP|9CDMG|aMSE
209	13122 63413	   	187.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7AART|8ERES|9RPLT|aCDMG
210	13122 64361	   	187.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7TLV|8FEWX|9CDMG|aAART
211	13122 64531	   	187.71	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7TLV|8LWND|9CDMG|aAART
212	35324 31281	 * 	187.69	DCR|3DMG|1VULN|1ASPD|3DUR	1RMIN|289DMG|3MBVNT|489LIT|5VULN|6ASPD|789DUR|89BPWR|aRCR
213	15283 52222	 * 	187.68	DCR|2DMG|3CDMG|1VULN|1AART	17LHND|2MBVNT|37DMG|457CDMG|6AART|7BPWR|8BEXP|9VULN|aRCR
214	23631 52243	   	187.60	DCR|2VULN|2CDMG|1ASPD|1DMG	18ERES|2FEWX|38VULN|4LIT|5DMG|6RCR|78CDMG|8BPWR|9RMIN|aASPD
215	53631 52213	 * 	187.60	DCR|2VULN|2CDMG|1DMG|1NUKE	18TLV|2FEWX|38VULN|4LIT|5DMG|6RCR|78CDMG|8BPWR|9BEXP|aNUKE
216	15283 52322	   	187.58	DCR|2DMG|3CDMG|1VULN|1AART	17LHND|2MBVNT|37DMG|457CDMG|6AART|7BPWR|8DUST|9VULN|aRCR
217	13122 63416	   	187.53	DCR|2VULN|2AART|2DUR|1ZMB	1LHND|24VULN|34DUR|4BPWR|5ZMB|6RCR|7aAART|8ERES|9RPLT
218	35636 21323	   	187.50	DCR|3DMG|1MDPS|1VULN|1ASPD|1ZMB|1SELL	1RMIN|269DMG|3ASPD|4VULN|5SELL|7ZMB|8RCR|aMDPS
219	21321 52243	   	187.50	DCR|2VULN|2CDMG|1ASPD|1DMG	18ERES|2LIT|38VULN|4DUST|5DMG|6RCR|78CDMG|8BPWR|9RMIN|aASPD
220	21311 53461	   	187.39	DCR|3VULN|2DMG|1DUR	1ERES|2LIT|389VULN|4DUR|57DMG|6RCR|aTLV
221	21311 53462	   	187.39	DCR|3VULN|2DMG|1DUR	1aERES|2LIT|389VULN|4DUR|57DMG|6RCR
222	13122 62141	   	187.28	DCR|3VULN|1DMG|2DUR|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9DMG|aFEWX
223	13122 62142	   	187.28	DCR|3VULN|1DMG|2DUR|1ZMB	1aLHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9DMG
224	13122 62143	   	187.28	DCR|3VULN|1DMG|2DUR|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9DMG|aAME
225	13122 62145	   	187.28	DCR|3VULN|1DMG|2DUR|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9DMG|aBEXP
226	13122 62146	   	187.28	DCR|3VULN|1DMG|2DUR|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9DMG|aDMSP
227	13122 62162	   	187.28	DCR|3VULN|1ASPD|2DUR|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9BELT|aASPD
228	13322 63541	   	187.23	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB	18LHND|24VULN|34DUST|4BPWR|5ZMB|6RCR|7AART|9DMG|aMDPS
229	15284 62142	   	187.22	DCR|2VULN|1AART|2CDMG|1DMG	1LHND|2MBVNT|3DMG|46CDMG|57VULN|8RCR|9RPLT|aAART
230	13122 62144	   	187.18	DCR|3VULN|1DMG|2DUR|1AAC|1ZMB	1LHND|248VULN|34DUR|4BPWR|5ZMB|6RCR|7RCVC|9DMG|aAAC
231	35324 31276	   	187.16	DCR|2VULN|2DMG|1ASPD|2DUR	1RMIN|28DMG|3MBVNT|48LIT|59VULN|6ASPD|78DUR|8BPWR|aRCR
232	32374 26341	   	187.12	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2aDMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS
233	32374 26342	   	187.12	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aAME
234	32374 26344	   	187.12	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aLHND
235	32374 26345	   	187.12	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aDUST
236	32374 26346	   	187.12	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aCGEN
237	32374 26348	   	187.12	DCR|2VULN|1MDPS|2ASPD|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|67ASPD|7BPWR|8RCR|9MDPS|aTLV
238	13321 62146	   	186.88	DCR|3VULN|1AART|1DMG	1LHND|248VULN|34DUST|4BPWR|5ERES|6RCR|7RCVC|9DMG|aAART
239	43432 33161	   	186.87	DCR|3VULN|1MDPS|1ASPD|1DMG|1ZMB	1MDPS|2DMSP|389VULN|4RCVC|5ZMB|6DMG|7ASPD|aRCR
240	32374 26253	   	186.78	DCR|3ASPD|2VULN|2CDMG	1RMIN|2DMSP|3MBVNT|47CDMG|57VULN|679ASPD|7BPWR|8LHND|aRCR
