0	Index      	 *	Score 	Summary	Detail	
1	33453 64381	 * 	177.79	ACR|1BASARM|2BEXP|1DMG	148TLV|2MBVNT|34ZMB|48BPWR|5RCR|68DUR|78BEXP|9BASARM|aDMG
151	33463 22825	   	156.34	ACR|1BASARM|1AART|1CDMG	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6FEWX|7DUR|8CDMG|9AART|aBASARM
152	11326 12262	   	156.24	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8AEFBLL|9BASARM|aDUST
153	11326 12264	   	156.24	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8aAEFBLL|9BASARM
154	11326 12266	   	156.24	ACR|1BASARM|1BEXP|1CDMG	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6BEXP|7DLOT|8AEFBLL|9BASARM|aTLV
155	33463 12825	   	156.24	ACR|1BASARM|1AART|1CDMG	1TLV|2MBVNT|3ZMB|4AEMAG|5RCR|6RCVC|7MDPS|8CDMG|9AART|aBASARM
156	11121 31534	   	156.23	ACR|1ASPD|1BASICY|1BEXP|1CDMG|1AAC	1SNIHEL|2CDMG|38ERES|4MDPS|5RCR|6AAC|7ASPD|9BASICY|aBEXP
157	11121 31634	   	156.23	ACR|1ASPD|1BASICY|1BEXP|1CDMG|1AAC	18SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6AAC|7ASPD|9BASICY|aBEXP
158	32131 53324	   	156.21	1BASARM|2ASPD|1DMG|1BEXP|1AART|1CDMG|1AAC	1TLV|29ASPD|3CDMG|4MDPS|5AAC|6BASARM|7AART|8BEXP|aDMG
159	52131 53324	   	156.21	1BASARM|2ASPD|1DMG|1BEXP|1AART|1CDMG|1AAC	1ERES|29ASPD|3CDMG|4MDPS|5AAC|6BASARM|7AART|8BEXP|aDMG
160	11621 31245	 * 	155.96	ACR|3ASPD|1CDMG|1AAC	1SNIHEL|2CDMG|38CGEN|4MDPS|5RCR|6AAC|79aASPD
161	32131 52652	 * 	155.95	2BASARM|2ASPD|3CDMG|1BASICY|1AAC	19TLV|29ASPD|378CDMG|4MDPS|5AAC|69BASARM|9BPWR|aBASICY
162	11121 31545	   	155.76	ACR|3ASPD|1CDMG|1AAC	1SNIHEL|2CDMG|38ERES|4MDPS|5RCR|6AAC|79aASPD
163	11121 31645	   	155.76	ACR|3ASPD|1CDMG|1AAC	18SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6AAC|79aASPD
164	15633 11217	 * 	155.34	ACR|2DMG|3VULN	1aSNIHEL|28aVULN|3BELT|4RCR|5MBVNT|6FEWX|7LIT|9aDMG|aBPWR
165	15631 63312	   	155.34	ACR|2DMG|3VULN	17SNIHEL|29aVULN|3BELT|4RCR|57DMG|67LIT|7BPWR|8MDPS
166	11326 52261	   	155.17	ACR|1ASPD|1DMG|1CDMG|1AART|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8CGEN|9ASPD|aVULN
167	11326 52421	   	155.17	ACR|1ASPD|1DMG|1CDMG|1AART|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8LHND|9ASPD|aVULN
168	11326 52612	   	155.17	ACR|1ASPD|1DMG|1CDMG|1AART|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8VULN|9CGEN|aASPD
169	11326 52623	   	155.17	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8VULN|9ASPD|aLWND
170	11326 52161	   	155.07	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8ERES|9ASPD|aVULN
171	11326 52621	   	155.07	ACR|1ASPD|1DMG|1AART|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7DMG|8VULN|9ASPD|aAEFBLL
172	25226 12422	   	155.07	ACR|1ASPD|1DMG|1BEXP|1CDMG|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|6BEXP|7DLOT|8RMIN|9ASPD|aDMG
173	15631 34231	   	154.84	ACR|2BEXP|1DMG|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|79BEXP|8DUST|aDUR
174	15631 34232	   	154.84	ACR|2BEXP|1DMG|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|79BEXP|8DUST|aFEWX
175	15631 11513	   	154.82	ACR|1ASPD|1DMG|1BEXP|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6LHND|7RPLT|8AAC|9BEXP|aASPD
176	15631 34311	   	154.72	ACR|1DMG|2CDMG|1BEXP|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|69CDMG|7BEXP|8AAC|aRPLT
177	21151 34613	   	154.67	DCR|1BASARM|2VULN|1BEXP|1CDMG|1AAC|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6MLV|7BASARM|8AAC|9RMIN|aRCR
178	12331 33848	 * 	154.63	DCR|1BASARM|2BEXP|1ASPD|1VULN	1SNIHEL|2RCVC|3VULN|4BASARM|59BEXP|6MBVNT|7ASPD|8DUR|aRCR
179	15231 33848	   	154.63	DCR|1BASARM|2BEXP|1ASPD|1VULN	1SNIHEL|2VULN|3RCVC|4BASARM|59BEXP|6MBVNT|7ASPD|8DUR|aRCR
180	15631 34313	   	154.62	ACR|1DMG|2CDMG|1BEXP|1AAC|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|69CDMG|7BEXP|8AAC|aMBVNT
181	32215 41311	 * 	154.59	DCR|2ASPD|2DMG|2BEXP	1TLV|25ASPD|34CGEN|67BEXP|89DMG|aRCR
182	52215 41311	   	154.59	DCR|2ASPD|2DMG|2BEXP	1ERES|25ASPD|34CGEN|67BEXP|89DMG|aRCR
183	31123 52335	 * 	154.59	DCR|1BASARM|2BEXP|1CDMG|1AART|1SELL	1TLV|2MDPS|35BEXP|4CDMG|6BASARM|7SELL|8ERES|9AART|aRCR
184	31161 52335	 * 	154.59	DCR|1BASARM|2BEXP|1AART|1CDMG|1SELL	15TLV|2MDPS|35BEXP|4SELL|5BPWR|6BASARM|7CDMG|8ERES|9AART|aRCR
185	31163 52335	 * 	154.59	DCR|1BASARM|2BEXP|1CDMG|1AART|1SELL	1TLV|2MDPS|35BEXP|4SELL|6BASARM|7CDMG|8ERES|9AART|aRCR
186	21151 24613	   	154.57	DCR|1BASARM|2VULN|1BEXP|1CDMG|1AAC|1SELL	12VULN|2BPWR|3SELL|4CDMG|5BEXP|6AME|7BASARM|8AAC|9RMIN|aRCR
187	11326 52263	 * 	154.54	ACR|1ASPD|1DMG|2CDMG|1AART	1SNIHEL|2aCDMG|3DUR|4BELT|5RCR|6AART|7DMG|8CGEN|9ASPD
188	16331 33848	   	154.53	DCR|1BASARM|2BEXP|1ASPD|1VULN	12SNIHEL|3VULN|4BASARM|59BEXP|6MBVNT|7ASPD|8DUR|aRCR
189	11326 52163	   	154.44	ACR|1ASPD|1DMG|2CDMG|1AART	1SNIHEL|2aCDMG|3DUR|4BELT|5RCR|6AART|7DMG|8ERES|9ASPD
190	15635 31321	   	154.11	ACR|1BASARM|2VULN	1SNIHEL|25VULN|3BELT|4RCR|6MLV|7ERES|8BASARM|9DUR|aFEWX
191	15632 31353	   	154.11	ACR|1BASARM|2VULN	1SNIHEL|2aVULN|3BELT|4RCR|5RCVC|6MLV|7ERES|8BASARM|9CGEN
192	11121 16552	 * 	154.07	ACR|3BEXP|1DMG|1CDMG	19SNIHEL|2CDMG|39ERES|4MDPS|5RCR|6RPLT|789BEXP|9BPWR|aDMG
193	11121 62313	 * 	154.07	ACR|3BEXP|1ASPD|1CDMG	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6BELT|7ASPD|89aBEXP
194	15635 31311	   	154.01	ACR|1BASARM|2VULN	1SNIHEL|25VULN|3BELT|4RCR|6MLV|7ERES|8BASARM|9DUST|aFEWX
195	15635 31323	   	154.01	ACR|1BASARM|2VULN	1SNIHEL|25VULN|3BELT|4RCR|6MLV|7ERES|8BASARM|9DUR|aAEMAG
196	15635 31313	   	153.91	ACR|1BASARM|2VULN	1SNIHEL|25VULN|3BELT|4RCR|6MLV|7ERES|8BASARM|9DUST|aAEMAG
197	11121 62213	 * 	153.87	ACR|3ASPD|2CDMG	1SNIHEL|29CDMG|3ERES|4MDPS|5RCR|6BELT|78aASPD
198	11121 31543	 * 	153.76	ACR|2ASPD|1BEXP|1CDMG|1AAC	1SNIHEL|2CDMG|38ERES|4MDPS|5RCR|6AAC|79ASPD|aBEXP
199	11121 31643	   	153.76	ACR|2ASPD|1BEXP|1CDMG|1AAC	18SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6AAC|79ASPD|aBEXP
200	11121 32688	   	153.76	ACR|2DMG|1AART|1CDMG|1AAC	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6AAC|7MBVNT|8AART|9aDMG
201	15631 32312	   	153.75	ACR|1DMG|1AART|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8aLIT|9BEXP
202	15631 32313	   	153.75	ACR|1DMG|1BEXP|1CDMG|1AART|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LIT|9BEXP|aMLV
203	15631 11222	   	153.75	ACR|1DMG|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6LHND|7RPLT|8CDMG|9BEXP|aAART
204	15631 32316	   	153.65	ACR|1DMG|1AART|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LIT|9BEXP|aMDPS
205	15631 32512	   	153.65	ACR|1DMG|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8MSLREG|9RPLT|aBEXP
206	15633 42322	   	153.65	ACR|1DMG|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8BEXP|9ZMB|aDMG
207	15633 42342	   	153.65	ACR|1DMG|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8BEXP|9CGEN|aDMG
208	15633 42347	 * 	153.65	ACR|1BASICY|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8BEXP|9CGEN|aBASICY
209	15631 32611	   	153.55	ACR|1DMG|1AART|1BEXP|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8AEFBLL|9BEXP|aERES
210	15631 32612	   	153.55	ACR|1DMG|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7AART|8AEFBLL|9BEXP|aDUST
211	15633 42272	   	153.55	ACR|1ASPD|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8AEMAG|9BEXP|aASPD
212	15633 42381	   	153.55	ACR|1ASPD|1BEXP|1AART|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6AART|7CDMG|8BEXP|9LSRICY|aASPD
213	32131 53344	   	153.46	1BASARM|2BEXP|1ASPD|1DMG|1CDMG|1AART|1AAC	1TLV|2ASPD|3CDMG|4MDPS|5AAC|6BASARM|7AART|89BEXP|aDMG
214	15631 23321	   	153.13	ACR|2VULN|1DMG|1BEXP|1AART	1SNIHEL|26VULN|3BELT|4RCR|5DMG|7AART|8ZMB|9BEXP|aLHND
215	15631 23322	   	153.13	ACR|2VULN|1DMG|1AART|1BEXP	1SNIHEL|26VULN|3BELT|4RCR|5DMG|7AART|8ZMB|9BEXP|aLIT
216	15631 23323	   	153.13	ACR|2VULN|1DMG|1BEXP|1AART	1SNIHEL|26VULN|3BELT|4RCR|5DMG|7AART|8ZMB|9BEXP|aRCVC
217	15631 23326	   	153.13	ACR|2VULN|1DMG|1BEXP|1AART	1SNIHEL|26VULN|3BELT|4RCR|5DMG|7AART|8ZMB|9BEXP|aDUR
218	15631 32213	   	153.13	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9LHND
219	15631 32221	   	153.13	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9RMIN
220	15631 32233	   	153.13	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9FEWX
221	15631 32243	   	153.13	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9DUR
222	15631 32324	   	153.13	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LIT|9LHND
223	15631 32334	   	153.13	ACR|2VULN|1DMG|1CDMG|1AART	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LIT|9MLV
224	15631 32413	   	153.13	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8LHND|9CGEN
225	15631 11224	   	153.13	ACR|2VULN|1DMG|1BEXP|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6LHND|7RPLT|8CDMG|9BEXP
226	15631 23126	   	153.03	ACR|2VULN|1DMG|1BEXP|1AART	1SNIHEL|26VULN|3BELT|4RCR|5DMG|7AART|8FEWX|9MBVNT|aBEXP
227	15631 23325	   	153.03	ACR|2VULN|1DMG|1BEXP|1AART	1SNIHEL|26VULN|3BELT|4RCR|5DMG|7AART|8ZMB|9BEXP|aLEGI
228	15631 32113	   	153.03	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8ERES|9LHND
229	15631 32121	   	153.03	ACR|2VULN|1DMG|1CDMG|1AART	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8ERES|9RMIN
230	15631 32133	   	153.03	ACR|2VULN|1DMG|1AART|1CDMG	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8ERES|9FEWX
231	15631 32143	   	153.03	ACR|2VULN|1DMG|1CDMG|1AART	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8ERES|9DUR
232	15631 32261	   	153.03	ACR|2VULN|1DMG|1CDMG|1AART	1SNIHEL|2aVULN|3BELT|4RCR|5DMG|6CDMG|7AART|8CGEN|9ERES
233	15631 34211	   	153.03	ACR|2VULN|1DMG|1BEXP|1CDMG	1SNIHEL|29VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8DUST|aDUR
234	15631 34212	   	153.03	ACR|2VULN|1DMG|1BEXP|1CDMG	1SNIHEL|29VULN|3BELT|4RCR|5DMG|6CDMG|7BEXP|8DUST|aFEWX
235	15633 34323	 * 	153.03	ACR|2VULN|1ASPD|1BEXP|1AART	1SNIHEL|29VULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BEXP|aAART
236	15633 34362	   	153.03	ACR|2VULN|1ASPD|1BEXP|1AART	1SNIHEL|2aVULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BEXP|9AART
237	15633 38323	   	153.03	ACR|2VULN|1DMG|1BEXP|1AART	1SNIHEL|29VULN|3BELT|4RCR|5MBVNT|6LHND|7DMG|8BEXP|aAART
238	15633 34422	   	152.83	ACR|1ASPD|1DMG|1BASICY|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BASICY|9FEWX|aDMG
239	15633 34453	   	152.83	ACR|1ASPD|1DMG|1BASICY|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BASICY|9DMG|aZMB
240	15633 34454	   	152.83	ACR|1ASPD|1DMG|1BASICY|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BASICY|9DMG|aCGEN
241	15633 34482	   	152.83	ACR|1ASPD|1DMG|1BASICY|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BASICY|9LWND|aDMG
242	21531 64113	 * 	152.82	DCR|1BASARM|2VULN|1DMG|1BEXP	12VULN|2BPWR|3AME|4DMSP|5BEXP|6NUKE|7BASARM|8DMG|9RMIN|aRCR
243	21531 64313	 * 	152.82	DCR|1BASARM|2VULN|1ASPD|1BEXP	12VULN|2BPWR|3AME|4DMSP|5BEXP|6NUKE|7BASARM|8ASPD|9RMIN|aRCR
244	21152 34113	 * 	152.78	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6MLV|7BASARM|8DMG|9RMIN|aRCR
245	21152 34313	 * 	152.78	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6MLV|7BASARM|8ASPD|9RMIN|aRCR
246	15633 34446	 * 	152.73	ACR|1ASPD|2CDMG|1BASICY|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5MBVNT|6LHND|7ASPD|8BASICY|9aCDMG
247	11326 52631	   	152.69	ACR|2DMG|1AART|1CDMG|1VULN	1SNIHEL|2CDMG|3DUR|4BELT|5RCR|6AART|7aDMG|8VULN|9LIT
248	21152 24113	 * 	152.68	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6AME|7BASARM|8DMG|9RMIN|aRCR
249	21152 24313	 * 	152.68	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6AME|7BASARM|8ASPD|9RMIN|aRCR
250	21153 44113	 * 	152.68	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5ERES|6FEWX|7BASARM|8DMG|9RMIN|aRCR
251	21153 44313	 * 	152.68	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5ERES|6FEWX|7BASARM|8ASPD|9RMIN|aRCR
252	21153 54113	 * 	152.68	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5ERES|6LWND|7BASARM|8DMG|9RMIN|aRCR
253	21153 54313	 * 	152.68	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5ERES|6LWND|7BASARM|8ASPD|9RMIN|aRCR
254	21156 34113	 * 	152.68	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5DUST|6MLV|7BASARM|8DMG|9RMIN|aRCR
255	21156 34313	 * 	152.68	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5DUST|6MLV|7BASARM|8ASPD|9RMIN|aRCR
256	21152 34143	 * 	152.68	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6MLV|7BASARM|8DMG|9ERES|aRCR
257	21152 34343	 * 	152.68	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6MLV|7BASARM|8ASPD|9ERES|aRCR
258	21152 24143	 * 	152.58	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6AME|7BASARM|8DMG|9ERES|aRCR
259	21152 24343	 * 	152.58	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5LWND|6AME|7BASARM|8ASPD|9ERES|aRCR
260	21153 34113	 * 	152.58	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5ERES|6DUST|7BASARM|8DMG|9RMIN|aRCR
261	21153 34313	 * 	152.58	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5ERES|6DUST|7BASARM|8ASPD|9RMIN|aRCR
262	21156 24113	 * 	152.58	DCR|1BASARM|2VULN|1DMG|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5DUST|6AME|7BASARM|8DMG|9RMIN|aRCR
263	21156 24313	 * 	152.58	DCR|1BASARM|2VULN|1ASPD|1CDMG|1SELL	12VULN|2BPWR|3SELL|4CDMG|5DUST|6AME|7BASARM|8ASPD|9RMIN|aRCR
264	15631 32332	 * 	152.56	ACR|2AART|1DMG|1CDMG|1VULN	1SNIHEL|2VULN|3BELT|4RCR|5DMG|6CDMG|7aAART|8LIT|9MLV
265	11121 62113	   	152.49	ACR|2ASPD|1BEXP|1CDMG|1VULN	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6BELT|7aASPD|8VULN|9BEXP
266	11121 62253	   	152.49	ACR|2ASPD|1BEXP|1CDMG|1VULN	1SNIHEL|2CDMG|3ERES|4MDPS|5RCR|6BELT|78ASPD|9VULN|aBEXP
267	51123 51622	   	152.45	DCR|1BASARM|3BEXP|1CDMG	1ERES|2MDPS|358BEXP|4CDMG|6BASARM|7LIT|9AEFBLL|aRCR
268	31123 53352	   	152.35	DCR|1BASARM|3BEXP|1CDMG	18TLV|2MDPS|359BEXP|4CDMG|6BASARM|7DUST|aRCR
269	31123 53452	   	152.35	DCR|1BASARM|3BEXP|1CDMG	1TLV|2MDPS|359BEXP|4CDMG|6BASARM|7DUST|8AEMAG|aRCR
270	32422 14613	   	152.14	DCR|1BASARM|2ASPD|1AAC|1VULN	1TLV|25ASPD|3FEWX|4VULN|6RCVC|7BASARM|8AAC|9RMIN|aRCR
271	31625 12334	   	152.06	ACR|2DMG|2VULN|1AART	1aTLV|2MDPS|3RPLT|4aVULN|5RCR|6DMSP|7AART|8aDMG|9RCVC|aBPWR
272	11326 15132	   	151.96	ACR|2DMG|2CDMG|1BEXP	1SNIHEL|28CDMG|3DUR|4BELT|5RCR|6BEXP|7MDPS|9aDMG
273	31635 11231	   	151.96	ACR|2DMG|1ASPD|1BEXP	1TLV|2MDPS|3RPLT|4LEGI|5RCR|6DMSP|78DMG|9ASPD|aBEXP
274	11121 62215	 * 	151.86	ACR|2ASPD|2CDMG|1AART	1SNIHEL|29CDMG|3ERES|4MDPS|5RCR|6BELT|78ASPD|aAART
275	21542 21163	 * 	151.84	1BASARM|3VULN|2BEXP|1DMG|1AART|1AAC	126VULN|26BPWR|3AME|4DUR|56BEXP|7DMG|8AAC|9AART|aBASARM
276	15631 23511	   	151.83	ACR|2AART|2VULN|1DMG	1SNIHEL|26VULN|38BELT|4RCR|5DMG|79AART|aSNIFST
277	15633 45442	   	151.83	ACR|2AART|2VULN|1DMG	1SNIHEL|27VULN|3BELT|4RCR|5MBVNT|69AART|8DMG|aFEWX
278	15633 45443	   	151.83	ACR|2AART|2VULN|1DMG	1SNIHEL|27VULN|3BELT|4RCR|5MBVNT|69AART|8DMG|aRCVC
279	15633 46441	   	151.83	ACR|2AART|2VULN|1DMG	1SNIHEL|2aVULN|3BELT|4RCR|5MBVNT|69AART|7RCVC|8DMG
280	15633 47441	   	151.83	ACR|2AART|2VULN|1DMG	1SNIHEL|2aVULN|3BELT|4RCR|5MBVNT|69AART|7DMSP|8DMG
281	15631 63232	   	151.82	ACR|2DMG|2VULN|1AAC	17SNIHEL|29VULN|3BELT|4RCR|57DMG|67LIT|7BPWR|8AAC|aCGEN
282	15631 63233	   	151.82	ACR|2DMG|2VULN|1AAC	17SNIHEL|29VULN|3BELT|4RCR|57DMG|67aLIT|7BPWR|8AAC
283	32131 53321	 * 	151.81	3ASPD|1BASARM|1BEXP|1AART|1CDMG|1AAC	1TLV|29aASPD|3CDMG|4MDPS|5AAC|6BASARM|7AART|8BEXP
284	52131 53321	   	151.81	3ASPD|1BASARM|1BEXP|1CDMG|1AART|1AAC	1ERES|29aASPD|3CDMG|4MDPS|5AAC|6BASARM|7AART|8BEXP
285	25226 14233	   	151.73	ACR|2BEXP|1AART|1CDMG|1AAC|1VULN	1VULN|2CDMG|3SNITOX|4BELT|5RCR|69BEXP|7AAC|8DUST|aAART
286	15633 45444	   	151.73	ACR|2AART|2VULN|1DMG	1SNIHEL|27VULN|3BELT|4RCR|5MBVNT|69AART|8DMG|aDUST
287	15631 63231	   	151.72	ACR|2DMG|2VULN|1AAC	17SNIHEL|29VULN|3BELT|4RCR|57DMG|67LIT|7BPWR|8AAC|aAEFBLL
288	15631 23512	   	151.69	ACR|2AART|2VULN|1DMG|1SELL	1SNIHEL|26VULN|38BELT|4RCR|5DMG|79AART|aSELL
289	15631 21531	   	151.62	ACR|2DMG|2VULN|1AAC	18SNIHEL|26VULN|3BELT|4RCR|58DMG|78ERES|8BPWR|9CGEN|aAAC
290	31121 56433	   	151.57	1BASARM|2BEXP|1ASPD|1DMG|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8DMG|9ASPD|aMLV
291	15633 24841	   	151.48	ACR|2DMG|2VULN|1AAC|1SELL	19SNIHEL|29VULN|3BELT|4RCR|5MBVNT|6AAC|7SELL|89DMG|9BPWR|aZMB
292	15633 24843	   	151.48	ACR|2DMG|2VULN|1AAC|1SELL	19SNIHEL|29VULN|3BELT|4RCR|5MBVNT|6AAC|7SELL|89DMG|9BPWR|aRPLT
293	31121 56134	   	151.47	1BASARM|2BEXP|1ASPD|1DMG|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8AME|9ASPD|aDMG
294	31121 56432	   	151.47	1BASARM|2BEXP|1ASPD|1DMG|2CDMG|1AART	1aTLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8DMG|9ASPD
295	31121 56521	   	151.47	1BASARM|2BEXP|1ASPD|1DMG|2CDMG|1AART	1TLV|2MDPS|35BEXP|45CDMG|5BPWR|6BASARM|7AART|8DUST|9ASPD|aDMG
296	21522 21326	 * 	151.41	DCR|3VULN|2BEXP|1ASPD|1DMG	126VULN|26BPWR|3AME|4LWND|56BEXP|7DMG|8ASPD|9RMIN|aRCR
297	21542 21326	   	151.41	DCR|3VULN|2BEXP|1ASPD|1DMG	126VULN|26BPWR|3AME|4DUR|56BEXP|7DMG|8ASPD|9RMIN|aRCR
298	15631 23131	   	151.41	ACR|3VULN|1DMG|1AART	1SNIHEL|26aVULN|39BELT|4RCR|5DMG|7AART|8FEWX
299	15631 23142	   	151.41	ACR|3VULN|1DMG|1AART	1SNIHEL|269VULN|3BELT|4RCR|5DMG|7AART|8aFEWX
300	15631 23151	   	151.41	ACR|3VULN|1DMG|1AART	1SNIHEL|26aVULN|3BELT|4RCR|5DMG|7AART|8FEWX|9DMSP
301	15631 23361	   	151.41	ACR|3VULN|1DMG|1AART	1SNIHEL|26aVULN|3BELT|4RCR|5DMG|7AART|8ZMB|9RMIN
302	15634 11212	 * 	151.41	ACR|3VULN|1DMG|1BEXP	1SNIHEL|28aVULN|3BELT|4RCR|5BEXP|6FEWX|7LIT|9DMG
