0	Index      	 *	Score 	Summary	Detail	
1	13125 51325	 * 	247.85	ACR|1BASARM|1ASPD|1DMG|1VULN|1BEXP|1AART|1CDMG	1RCR|2AME|3BEXP|4AART|5CDMG|6DMG|7ASPD|8BELT|9BASARM|aVULN
151	13231 12451	 * 	223.64	ACR|2BASARM|3BEXP|1DMG	1RCR|238AME|48BASARM|5ZMB|6LWND|78aBEXP|8BPWR|9DMG
152	13231 42451	   	223.64	ACR|2BASARM|3BEXP|1DMG	1RCR|238AME|48BASARM|5ZMB|6DUR|78aBEXP|8BPWR|9DMG
153	13234 32451	   	223.64	ACR|2BASARM|3BEXP|1DMG	1RCR|238AME|48BASARM|5DUR|6ZMB|78aBEXP|8BPWR|9DMG
154	13234 52411	 * 	223.64	ACR|2BASARM|3BEXP|1ASPD	1RCR|238AME|48BASARM|5DUR|6ASPD|78aBEXP|8BPWR|9CGEN
155	13232 61812	   	223.58	ACR|1BASARM|2VULN|1ASPD|1DMG|1AAC	1RCR|23AME|4BASARM|5MBVNT|6ASPD|79VULN|8DMG|aAAC
156	13234 52421	   	223.54	ACR|2BASARM|3BEXP|1ASPD	1RCR|238AME|48BASARM|5DUR|6ASPD|78aBEXP|8BPWR|9ERES
157	13235 52411	   	223.54	ACR|2BASARM|3BEXP|1ASPD	1RCR|238AME|48BASARM|5DUST|6ASPD|78aBEXP|8BPWR|9CGEN
158	13235 52421	   	223.44	ACR|2BASARM|3BEXP|1ASPD	1RCR|238AME|48BASARM|5DUST|6ASPD|78aBEXP|8BPWR|9ERES
159	11121 33542	   	223.22	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7LHND|89DMG|aRCVC
160	12321 12542	   	223.19	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|279DUR|39CGEN|4AART|57VULN|67aBEXP|79BPWR|89DMG
161	11324 53152	 * 	223.16	ACR|2VULN|2ASPD|2AART|2CDMG	1RCR|2aERES|38VULN|47AART|5MDPS|6aCDMG|9aASPD|aBPWR
162	12436 42222	   	223.12	ACR|2VULN|3BEXP|1ASPD|1DMG|1CDMG	1RCR|29DUR|39VULN|4DMG|5CDMG|679BEXP|8DMSP|9BPWR|aASPD
163	12436 42112	   	222.92	ACR|2VULN|3BEXP|1ASPD|1DMG|1CDMG	1RCR|2DUR|38VULN|4DMG|5CDMG|679BEXP|aASPD
164	35225 51323	   	222.92	ACR|1BASARM|2AART|1ASPD|1DMG|1CDMG	1DUST|2RCR|3MLV|4aAART|5CDMG|6DMG|7ASPD|8BELT|9BASARM
165	35325 51323	   	222.92	ACR|1BASARM|2AART|1ASPD|1DMG|1CDMG	1DUST|2RCR|3CGEN|4aAART|5CDMG|6DMG|7ASPD|8BELT|9BASARM
166	11121 33541	   	222.89	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7aLHND|89DMG
167	11121 33544	   	222.89	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7LHND|89DMG|aDMSP
168	11121 33545	   	222.89	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7LHND|89DMG|aLIT
169	11315 12412	   	222.82	ACR|2VULN|3BEXP|1ASPD|1DMG|1CDMG	1RCR|28ERES|38VULN|4CDMG|5AAC|6DMG|789BEXP|8BPWR|aASPD
170	11121 31651	   	222.79	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7AME|89DMG|aRPLT
171	11121 31652	   	222.79	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7AME|89DMG|aLWND
172	11121 31653	   	222.79	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7AME|89DMG|aLIT
173	11121 33543	   	222.79	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7LHND|89DMG|aLEGI
174	14432 32422	   	222.71	ACR|2VULN|1BASARM|1ASPD|1BEXP|1CDMG	1RCR|2DUST|37VULN|4RPLT|5LIT|6ASPD|8BASARM|9CDMG|aBEXP
175	12436 43122	 * 	222.71	ACR|4VULN|3BEXP|1DMG|1CDMG	1RCR|29DUR|3789VULN|4DMG|5CDMG|69aBEXP|9BPWR
176	11121 31655	   	222.69	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7AME|89DMG|aVENICY
177	11121 31656	   	222.69	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|56VULN|69BPWR|7AME|89DMG|aTLV
178	11121 11654	   	222.69	ACR|2VULN|3BEXP|2DMG|1AART	1RCR|29ERES|369BEXP|4AART|5aVULN|7AME|89DMG|9BPWR
179	13231 24361	 * 	222.61	ACR|3DMG|1BASARM|1BASICY	1RCR|238AME|4BASARM|58ZMB|689DMG|7RPLT|8BPWR|aBASICY
180	11321 63543	   	222.01	ACR|4VULN|2DMG|1AART|1BEXP	1RCR|29ERES|359aVULN|4AART|6BEXP|7LHND|89DMG|9BPWR
181	11323 11543	   	222.01	ACR|4VULN|2DMG|1AART|1BEXP	1RCR|29ERES|379aVULN|4AART|5LHND|6BEXP|89DMG|9BPWR
182	11361 11543	   	222.01	ACR|4VULN|2DMG|1AART|1BEXP	1RCR|29ERES|379aVULN|4LWND|5AART|6BEXP|89DMG|9BPWR
183	13232 63538	   	221.81	ACR|1BASARM|2ASPD|1DMG|1VULN	1RCR|238AME|4BASARM|5MBVNT|68ASPD|78LHND|8BPWR|9VULN|aDMG
184	13232 61848	   	221.71	ACR|1BASARM|2DMG|1VULN|1ASPD	1RCR|23AME|4BASARM|5MBVNT|6ASPD|7VULN|8aDMG|9MLV
185	13231 22148	   	221.71	ACR|1BASARM|2DMG|1VULN|1ASPD	1RCR|23AME|4BASARM|5ZMB|6aDMG|7ASPD|8VULN|9MBVNT
186	13236 22148	   	221.71	ACR|1BASARM|2DMG|1VULN|1ASPD	1RCR|23AME|4BASARM|5MLV|6aDMG|7ASPD|8VULN|9MBVNT
187	32442 31512	   	221.63	ACR|1BASARM|2ASPD|1VULN|1CDMG|1AART	19DUST|2RPLT|3RCR|4aASPD|5VULN|6CDMG|7AART|8BASARM
188	13232 61828	   	221.61	ACR|1BASARM|2DMG|1VULN|1ASPD	1RCR|23AME|4BASARM|5MBVNT|6ASPD|7VULN|8aDMG|9TLV
189	11312 11115	   	221.53	ACR|3VULN|2DMG|2BEXP|1CDMG	1RCR|2ERES|38aVULN|4CDMG|5TLV|6aDMG|7DUR|9aBEXP|aBPWR
190	11312 13115	   	221.53	ACR|3VULN|2DMG|2BEXP|1CDMG	1RCR|2ERES|38aVULN|4CDMG|5TLV|6aDMG|7LWND|9aBEXP|aBPWR
191	11125 41323	   	221.50	ACR|1BASARM|2AART|1ASPD|1BEXP|1CDMG	1RCR|2ERES|3BEXP|4aAART|5CDMG|6RMIN|7ASPD|8BELT|9BASARM
192	11125 42323	   	221.50	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2ERES|3BEXP|4aAART|5CDMG|6RMIN|7DMG|8BELT|9BASARM
193	13125 41323	   	221.50	ACR|1BASARM|2AART|1ASPD|1BEXP|1CDMG	1RCR|2AME|3BEXP|4aAART|5CDMG|6RMIN|7ASPD|8BELT|9BASARM
194	13125 42323	   	221.50	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2AME|3BEXP|4aAART|5CDMG|6RMIN|7DMG|8BELT|9BASARM
195	16332 13133	 * 	221.49	ACR|1BASARM|3BEXP|1ASPD|1VULN	1RCR|2LHND|35CGEN|4ASPD|67aBEXP|8BASARM|9VULN
196	16552 13133	 * 	221.49	ACR|1BASARM|3BEXP|1DMG|1VULN	1RCR|23LHND|4DMG|5CGEN|67aBEXP|8BASARM|9VULN
197	11312 14115	   	221.43	ACR|3VULN|2DMG|2BEXP|1CDMG	1RCR|2ERES|38aVULN|4CDMG|5TLV|6aDMG|7DUST|9aBEXP|aBPWR
198	11325 51132	   	221.43	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8DUR|9aLHND|aBPWR
199	11325 51162	   	221.43	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8DUR|9aZMB|aBPWR
200	11325 51262	   	221.43	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8LHND|9aZMB|aBPWR
201	11325 51332	   	221.43	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8FEWX|9aLHND|aBPWR
202	11325 51362	   	221.43	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8FEWX|9aZMB|aBPWR
203	11115 11323	   	221.40	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2ERES|3BEXP|4CDMG|5AAC|6DMG|7aAART|8BELT|9BASARM
204	11115 31323	   	221.40	ACR|1BASARM|2AART|1ASPD|1BEXP|1CDMG	1RCR|2ERES|3BEXP|4CDMG|5AAC|6aAART|7ASPD|8BELT|9BASARM
205	11115 32323	   	221.40	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2ERES|3BEXP|4CDMG|5AAC|6aAART|7DMG|8BELT|9BASARM
206	11125 53323	   	221.40	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2ERES|3BEXP|4aAART|5CDMG|6DMG|7AAC|8BELT|9BASARM
207	13115 11323	   	221.40	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2AME|3BEXP|4CDMG|5AAC|6DMG|7aAART|8BELT|9BASARM
208	13115 31323	   	221.40	ACR|1BASARM|2AART|1ASPD|1BEXP|1CDMG	1RCR|2AME|3BEXP|4CDMG|5AAC|6aAART|7ASPD|8BELT|9BASARM
209	13115 32323	   	221.40	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2AME|3BEXP|4CDMG|5AAC|6aAART|7DMG|8BELT|9BASARM
210	13125 53323	   	221.40	ACR|1BASARM|2AART|1DMG|1BEXP|1CDMG	1RCR|2AME|3BEXP|4aAART|5CDMG|6DMG|7AAC|8BELT|9BASARM
211	13136 43133	   	221.39	ACR|1BASARM|3BEXP|1ASPD|1VULN	1RCR|2AME|37aBEXP|4ASPD|5LHND|6DMSP|8BASARM|9VULN
212	13236 51213	 * 	221.37	ACR|1BASARM|2VULN|2BEXP|1DMG	1RCR|23AME|4BASARM|5MLV|6aBEXP|79VULN|8DMG
213	11125 34132	 * 	221.36	ACR|3ASPD|3BEXP|1AART|1CDMG	1RCR|28aERES|38aBEXP|4AART|5CDMG|69LWND|78aASPD|8aBPWR
214	13125 34132	   	221.36	ACR|3ASPD|3BEXP|1AART|1CDMG	1RCR|28aAME|38aBEXP|4AART|5CDMG|69LWND|78aASPD|8aBPWR
215	13141 13133	   	221.29	ACR|1BASARM|3BEXP|1ASPD|1VULN	1RCR|2AME|37aBEXP|4AEMAG|5LWND|6ASPD|8BASARM|9VULN
216	13635 13133	   	221.29	ACR|1BASARM|3BEXP|1ASPD|1VULN	1RCR|25AME|3LWND|4ASPD|67aBEXP|8BASARM|9VULN
217	11313 54336	   	221.28	ACR|3VULN|3DMG|2CDMG	1RCR|256ERES|38aVULN|48CDMG|789DMG|8BPWR
218	13232 61443	   	221.27	ACR|1BASARM|2VULN|2BEXP|1ASPD	1RCR|23AME|4BASARM|5MBVNT|6ASPD|78VULN|9aBEXP
219	11321 35452	   	221.23	ACR|2VULN|2ASPD|2CDMG|1AART|1BEXP	1RCR|2aERES|35VULN|4AART|6aCDMG|7DUR|8BEXP|9aASPD|aBPWR
220	11325 11152	   	221.23	ACR|2VULN|2ASPD|2CDMG|1AART|1BEXP	1RCR|2aERES|38VULN|4AART|5aCDMG|6BEXP|7LHND|9aASPD|aBPWR
221	11325 36152	   	221.23	ACR|2VULN|2ASPD|2CDMG|1AART|1BEXP	1RCR|2aERES|38VULN|4AART|5aCDMG|6LWND|7BEXP|9aASPD|aBPWR
222	11312 61614	   	221.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|28ERES|38VULN|4CDMG|5TLV|6AART|78ASPD|8BPWR|9FEWX|aDMG
223	11325 51142	   	221.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8DUR|9aDUST|aBPWR
224	11325 51242	   	221.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8LHND|9aDUST|aBPWR
225	11325 51342	   	221.23	ACR|2VULN|2ASPD|1DMG|1AART|1CDMG	1RCR|2ERES|3aVULN|4AART|5CDMG|6DMG|7aASPD|8FEWX|9aDUST|aBPWR
226	13232 62483	   	221.19	ACR|1BASARM|3BEXP|1VULN|1ASPD	1RCR|23AME|4BASARM|5MBVNT|6ASPD|79aBEXP|8VULN
227	11336 61134	   	221.13	ACR|2VULN|2ASPD|2CDMG|1AART|1BEXP	1RCR|2aERES|3aVULN|48ASPD|5MDPS|6AART|7BEXP|9aCDMG|aBPWR
228	14132 31342	 * 	220.92	ACR|3ASPD|3DMG|1AART|1SELL	1RCR|278DUST|3SELL|4RPLT|58aASPD|68aDMG|8aBPWR|9AART
229	12436 43221	   	220.92	ACR|3VULN|2BEXP|1DMG|1BASICY|1CDMG	1RCR|29DUR|379VULN|4DMG|5CDMG|69BEXP|8DMSP|9BPWR|aBASICY
230	12436 43111	   	220.72	ACR|3VULN|2BEXP|1DMG|1BASICY|1CDMG	1RCR|2DUR|378VULN|4DMG|5CDMG|69BEXP|aBASICY
231	13231 12456	   	220.68	ACR|2BASARM|2BEXP|1DMG|1AAC	1RCR|238AME|48BASARM|5ZMB|6LWND|78BEXP|8BPWR|9DMG|aAAC
232	13231 24334	   	220.61	ACR|1BASARM|2DMG|1ASPD|1CDMG	1RCR|238AME|4BASARM|58ZMB|68DMG|7RPLT|8BPWR|9CDMG|aASPD
233	16532 12124	 * 	220.51	ACR|2VULN|2BEXP|2CDMG|1DMG|1ASPD	1RCR|239LHND|49CDMG|58VULN|6DMG|79BEXP|9BPWR|aASPD
234	13232 63561	   	220.51	ACR|1BASARM|2ASPD|1DMG|1BEXP	1RCR|238AME|4BASARM|5MBVNT|68ASPD|78LHND|8BPWR|9DMG|aBEXP
235	14432 32421	   	220.51	ACR|3VULN|1BASARM|1ASPD|1CDMG	1RCR|2DUST|37aVULN|4RPLT|5LIT|6ASPD|8BASARM|9CDMG
236	32441 13243	   	220.34	ACR|1BASARM|2ASPD|1VULN|1BEXP|1AART	1DUST|2RPLT|3RCR|46ASPD|5TLV|7BEXP|8AART|9BASARM|aVULN
237	11315 12416	   	220.34	ACR|2VULN|3BEXP|2DMG|1CDMG	1RCR|28ERES|38VULN|4CDMG|5AAC|6aDMG|789BEXP|8BPWR
238	11112 51165	   	220.34	ACR|2VULN|3BEXP|2DMG|1CDMG	1RCR|2ERES|38aBEXP|4CDMG|5TLV|6aVULN|7DUST|9aDMG|aBPWR
239	13112 51135	   	220.34	ACR|2VULN|3BEXP|2DMG|1CDMG	1RCR|2AME|38aBEXP|4CDMG|5TLV|6aVULN|7DUST|9aDMG|aBPWR
240	13113 51135	   	220.34	ACR|2VULN|3BEXP|2DMG|1CDMG	1RCR|2AME|38aBEXP|4CDMG|5ERES|6aVULN|7DUST|9aDMG|aBPWR
241	13232 62238	   	220.31	ACR|1BASARM|2DMG|1ASPD|1BEXP	1RCR|23AME|4BASARM|5MBVNT|6ASPD|7BEXP|8NUKE|9aDMG
242	12216 61113	   	220.19	ACR|1BASARM|2BEXP|1VULN|1AART|1CDMG	1RCR|268DUR|3MLV|4CDMG|56BEXP|6BPWR|7AART|9VULN|aBASARM
243	12316 61113	   	220.19	ACR|1BASARM|2BEXP|1VULN|1AART|1CDMG	1RCR|268DUR|3CGEN|4CDMG|56BEXP|6BPWR|7AART|9VULN|aBASARM
244	13316 41325	   	219.99	ACR|1BASARM|2BEXP|1VULN|1AART|1CDMG	1RCR|2AME|3FEWX|4CDMG|56BEXP|7AART|8BELT|9BASARM|aVULN
245	13316 61325	   	219.99	ACR|1BASARM|2BEXP|1VULN|1AART|1CDMG	1RCR|26AME|3FEWX|4CDMG|56BEXP|6BPWR|7AART|8BELT|9BASARM|aVULN
246	13325 16325	   	219.99	ACR|1BASARM|2BEXP|1VULN|1AART|1CDMG	1RCR|2AME|3FEWX|4AART|5CDMG|67BEXP|8BELT|9BASARM|aVULN
247	11116 11243	   	219.89	ACR|1BASARM|2BEXP|1VULN|1CDMG|1AART	1RCR|2ERES|35BEXP|4CDMG|6RMIN|7MDPS|8AART|9BASARM|aVULN
248	11116 36243	   	219.89	ACR|1BASARM|2BEXP|1VULN|1CDMG|1AART	1RCR|2ERES|35BEXP|4CDMG|6MDPS|7RMIN|8AART|9BASARM|aVULN
249	13116 11243	   	219.89	ACR|1BASARM|2BEXP|1VULN|1CDMG|1AART	1RCR|2AME|35BEXP|4CDMG|6RMIN|7MDPS|8AART|9BASARM|aVULN
250	13116 36243	   	219.89	ACR|1BASARM|2BEXP|1VULN|1CDMG|1AART	1RCR|2AME|35BEXP|4CDMG|6MDPS|7RMIN|8AART|9BASARM|aVULN
251	13125 14325	   	219.89	ACR|1BASARM|2BEXP|1VULN|1AART|1CDMG	1RCR|2AME|36BEXP|4AART|5CDMG|7DUST|8BELT|9BASARM|aVULN
252	12436 43123	   	219.75	ACR|4VULN|2BEXP|1DMG|1CDMG|1AAC	1RCR|29DUR|3789VULN|4DMG|5CDMG|69BEXP|9BPWR|aAAC
253	11121 12651	   	219.73	ACR|2VULN|2DMG|2BEXP|1AART|1AAC	1RCR|29ERES|36BEXP|4AART|59VULN|7MBVNT|89DMG|9BPWR|aAAC
254	11321 62651	   	219.73	ACR|2VULN|2DMG|2BEXP|1AART|1AAC	1RCR|29ERES|35VULN|4AART|69BEXP|7MBVNT|89DMG|9BPWR|aAAC
255	11321 44151	 * 	219.47	ACR|3VULN|2ASPD|1DMG|1AART	1RCR|27ERES|357VULN|4AART|67MLV|7BPWR|89ASPD|aDMG
256	11114 43252	   	219.46	ACR|2ASPD|2BEXP|1VULN|2CDMG|1AART	1RCR|2aERES|36BEXP|4aCDMG|5LHND|7VULN|8AART|9aASPD|aBPWR
257	11325 11352	   	219.46	ACR|2ASPD|1VULN|2BEXP|2CDMG|1AART	1RCR|2aERES|3VULN|4AART|5aCDMG|68BEXP|7LHND|9aASPD|aBPWR
258	11325 16152	   	219.46	ACR|2ASPD|1VULN|2BEXP|2CDMG|1AART	1RCR|2aERES|3VULN|4AART|5aCDMG|67BEXP|8DUR|9aASPD|aBPWR
259	11325 16252	   	219.46	ACR|2ASPD|1VULN|2BEXP|2CDMG|1AART	1RCR|2aERES|3VULN|4AART|5aCDMG|67BEXP|8LHND|9aASPD|aBPWR
260	11325 16352	   	219.46	ACR|2ASPD|1VULN|2BEXP|2CDMG|1AART	1RCR|2aERES|3VULN|4AART|5aCDMG|67BEXP|8FEWX|9aASPD|aBPWR
261	11325 36352	   	219.46	ACR|2ASPD|1VULN|2BEXP|2CDMG|1AART	1RCR|2aERES|3VULN|4AART|5aCDMG|6LWND|78BEXP|9aASPD|aBPWR
262	13114 43252	   	219.46	ACR|2ASPD|2BEXP|1VULN|2CDMG|1AART	1RCR|2aAME|36BEXP|4aCDMG|5LHND|7VULN|8AART|9aASPD|aBPWR
263	11321 43151	   	219.37	ACR|3VULN|2ASPD|1DMG|1AART	1RCR|2ERES|357VULN|4AART|6MLV|89ASPD|aDMG
264	14231 32322	   	219.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2DUST|3MLV|4ASPD|5ZMB|6BELT|7VULN|8DMG|9AART|aBASARM
265	14331 34322	   	219.27	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2DUST|3CGEN|4ASPD|5ZMB|6BELT|7VULN|8DMG|9AART|aBASARM
266	13234 51151	 * 	219.25	ACR|2BASARM|3VULN|1ASPD	1RCR|239AME|49BASARM|5DUR|6ASPD|79aVULN|8RCVC|9BPWR
267	11431 34522	   	219.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2ERES|3DUST|4ASPD|5ZMB|6BELT|7VULN|8DMG|9AART|aBASARM
268	13431 32322	   	219.17	ACR|1BASARM|1VULN|1ASPD|1DMG|1AART	1RCR|2AME|3DUST|4ASPD|5ZMB|6BELT|7VULN|8DMG|9AART|aBASARM
269	13235 51151	   	219.15	ACR|2BASARM|3VULN|1ASPD	1RCR|239AME|49BASARM|5DUST|6ASPD|79aVULN|8RCVC|9BPWR
270	13231 22316	   	219.07	ACR|1BASARM|1ASPD|1DMG|1VULN|1AART	1RCR|23AME|4BASARM|5ZMB|6DMG|7ASPD|8ERES|9AART|aVULN
271	13236 22316	   	219.07	ACR|1BASARM|1ASPD|1DMG|1VULN|1AART	1RCR|23AME|4BASARM|5MLV|6DMG|7ASPD|8ERES|9AART|aVULN
272	11336 61125	   	218.86	ACR|2VULN|2ASPD|1DMG|1AART|1BEXP	1RCR|2ERES|3aVULN|48ASPD|5MDPS|6AART|7BEXP|9DMG
273	13115 63343	 * 	218.77	ACR|1BASARM|2AART|1VULN|1BEXP|1CDMG	1RCR|2AME|3BEXP|4CDMG|5AAC|6MDPS|78AART|9BASARM|aVULN
274	11316 42311	   	218.75	ACR|2VULN|3BEXP|1DMG|1AART|1CDMG	1RCR|2ERES|39VULN|4CDMG|567BEXP|8DMG|aAART
275	16112 12124	 * 	218.43	ACR|2VULN|2DMG|2BEXP|1ASPD|1SELL	1RCR|29LHND|3SELL|4RCVC|58VULN|69DMG|79BEXP|9BPWR|aASPD
276	11325 11252	   	218.37	ACR|2ASPD|1VULN|2AART|2CDMG|1BEXP	1RCR|2aERES|3VULN|48AART|5aCDMG|6BEXP|7LHND|9aASPD|aBPWR
277	11325 13152	   	218.37	ACR|2ASPD|1VULN|2AART|2CDMG|1BEXP	1RCR|2aERES|3VULN|47AART|5aCDMG|6BEXP|8DUR|9aASPD|aBPWR
278	11325 13252	   	218.37	ACR|2ASPD|1VULN|2AART|2CDMG|1BEXP	1RCR|2aERES|3VULN|47AART|5aCDMG|6BEXP|8LHND|9aASPD|aBPWR
279	11325 13352	   	218.37	ACR|2ASPD|1VULN|2AART|2CDMG|1BEXP	1RCR|2aERES|3VULN|47AART|5aCDMG|6BEXP|8FEWX|9aASPD|aBPWR
280	11325 36252	   	218.37	ACR|2ASPD|1VULN|2AART|2CDMG|1BEXP	1RCR|2aERES|3VULN|48AART|5aCDMG|6LWND|7BEXP|9aASPD|aBPWR
281	13236 51263	   	218.33	ACR|1BASARM|2BEXP|1VULN|1DMG|1AAC	1RCR|23AME|4BASARM|5MLV|6aBEXP|7VULN|8DMG|9AAC
282	16532 12121	 * 	218.17	ACR|2VULN|2BEXP|1DMG|2CDMG|1BASICY	1RCR|239LHND|49CDMG|58VULN|6DMG|79BEXP|9BPWR|aBASICY
283	11312 11415	 * 	217.94	ACR|2VULN|2DMG|2BEXP|2CDMG	1RCR|28ERES|3aVULN|48CDMG|5TLV|6aDMG|78DUR|8aBPWR|9aBEXP
284	11312 12425	   	217.94	ACR|2VULN|2DMG|2BEXP|2CDMG	1RCR|28ERES|3aVULN|48CDMG|5TLV|6aDMG|78BEXP|8aBPWR|9aLWND
285	11312 12455	   	217.94	ACR|2VULN|2DMG|2BEXP|2CDMG	1RCR|28ERES|3aVULN|48CDMG|5TLV|6aDMG|78BEXP|8aBPWR|9aLHND
286	11312 12465	   	217.94	ACR|2VULN|2DMG|2BEXP|2CDMG	1RCR|28ERES|3aVULN|48CDMG|5TLV|6aDMG|78BEXP|8aBPWR|9aFEWX
287	11312 13415	   	217.94	ACR|2VULN|2DMG|2BEXP|2CDMG	1RCR|28ERES|3aVULN|48CDMG|5TLV|6aDMG|78LWND|8aBPWR|9aBEXP
288	11332 11215	 * 	217.94	ACR|2VULN|2ASPD|2BEXP|2CDMG	1RCR|2ERES|3aVULN|46ASPD|5CGEN|7aCDMG|8LHND|9aBEXP|aBPWR
289	11335 11215	   	217.94	ACR|2VULN|2ASPD|2BEXP|2CDMG	1RCR|2ERES|3aVULN|46ASPD|5MLV|7aCDMG|8LHND|9aBEXP|aBPWR
290	13231 35165	   	217.88	ACR|1BASARM|1VULN|1ASPD|1DMG|1CDMG	1RCR|23AME|4BASARM|5ZMB|6CDMG|7DMSP|8VULN|9ASPD|aDMG
291	13233 54353	   	217.86	ACR|1BASARM|2BEXP|1ASPD|1DMG	1RCR|238AME|4BASARM|58LIT|6DMSP|78BEXP|8BPWR|9DMG|aASPD
292	16332 13148	   	217.86	ACR|1BASARM|2BEXP|1ASPD|1DMG	1RCR|2LHND|35CGEN|4ASPD|67BEXP|8BASARM|9MBVNT|aDMG
293	16332 13153	   	217.86	ACR|1BASARM|2BEXP|1ASPD|1DMG	1RCR|2LHND|35CGEN|4ASPD|67BEXP|8BASARM|9FLTARM|aDMG
