0	Index      	 *	Score 	Summary	Detail	
1	43631 15123	 * 	184.49	ACR|2ASPD|2DMG|2BEXP	13BEXP|2DUST|4AEMAG|5RCR|6aDMG|7RCVC|89ASPD
167	14631 32233	   	158.10	ACR|3BEXP|2DMG	1FEWX|236BEXP|4AEMAG|5RCR|7LHND|8TLV|9aDMG
168	14631 32633	   	158.10	ACR|3BEXP|2DMG	1FEWX|236BEXP|4AEMAG|5RCR|7LHND|8aDMG|9NUKE
169	14631 33233	   	158.10	ACR|3BEXP|2DMG	17FEWX|236BEXP|47AEMAG|5RCR|7BPWR|8AME|9aDMG
170	14631 33633	   	158.10	ACR|3BEXP|2DMG	17FEWX|236BEXP|47AEMAG|5RCR|7BPWR|8aDMG|9NUKE
171	43631 32226	   	158.10	ACR|3BEXP|2DMG	136BEXP|2DUST|4AEMAG|5RCR|7LHND|8aDMG|9CGEN
172	44631 31333	   	158.10	ACR|3BEXP|2DMG	136BEXP|2FEWX|4AEMAG|5RCR|7ERES|8LWND|9aDMG
173	44631 32233	   	158.10	ACR|3BEXP|2DMG	136BEXP|2FEWX|4AEMAG|5RCR|7LHND|8TLV|9aDMG
174	44631 33233	   	158.10	ACR|3BEXP|2DMG	136BEXP|27FEWX|47AEMAG|5RCR|7BPWR|8AME|9aDMG
175	46331 11432	   	158.10	ACR|3BEXP|2DMG	18aBEXP|2ERES|347TLV|5RCR|6aDMG|9aFEWX|aBPWR
176	34531 33314	   	158.10	ACR|3BEXP|2ASPD	17AEFBLL|27FEWX|3DUST|4AEMAG|5RCR|67aBEXP|7BPWR|89ASPD
177	12615 12315	 * 	158.10	DCR|2ASPD|2DMG|3VULN	1FEWX|25DMG|345VULN|5BPWR|6ZMB|7MDPS|89ASPD|aRCR
178	42425 11133	   	158.05	DCR|3DMG|3VULN|1BEXP|1AAC	1BEXP|235DMG|458VULN|5BPWR|6AAC|7ERES|9DUR|aRCR
179	43631 33226	   	158.01	ACR|3BEXP|2DMG	136BEXP|27DUST|47AEMAG|5RCR|7BPWR|8aDMG|9CGEN
180	46331 34311	   	158.00	ACR|3BEXP|2ASPD	16aBEXP|2ERES|34aTLV|5RCR|7RMIN|8MDPS|9aASPD|aBPWR
181	46331 34321	   	158.00	ACR|3BEXP|2DMG	16aBEXP|2ERES|34aTLV|5RCR|7RMIN|8MDPS|9aDMG|aBPWR
182	14631 12236	   	158.00	ACR|3BEXP|2DMG	1FEWX|238BEXP|4AEMAG|5RCR|6aDMG|7DUST|9NUKE
183	14631 41132	   	158.00	ACR|3BEXP|2ASPD	1FEWX|239BEXP|4AEMAG|5RCR|67TLV|8aASPD
184	43631 32236	   	158.00	ACR|3BEXP|2DMG	136BEXP|2DUST|4AEMAG|5RCR|7LHND|8aDMG|9NUKE
185	43631 33236	   	157.90	ACR|3BEXP|2DMG	136BEXP|27DUST|47AEMAG|5RCR|7BPWR|8aDMG|9NUKE
186	46331 11422	   	157.90	ACR|3BEXP|2DMG	18aBEXP|2ERES|347TLV|5RCR|69DMG
187	21533 51631	   	157.80	1BASARM|2ASPD|2BEXP|1DMG|1AART|1AAC	18MLV|2AART|3ZMB|48BEXP|5DMG|6BASARM|78ASPD|8BPWR|9AAC|aCGEN
188	21533 51633	   	157.80	1BASARM|2ASPD|2BEXP|1DMG|1AART|1AAC	18MLV|2AART|3ZMB|48BEXP|5DMG|6BASARM|78ASPD|8BPWR|9AAC|aFEWX
189	21533 51632	   	157.70	1BASARM|2ASPD|2BEXP|1DMG|1AART|1AAC	18MLV|2AART|3ZMB|48BEXP|5DMG|6BASARM|78ASPD|8BPWR|9AAC|aTLV
190	25321 26124	   	157.63	ACR|1BASARM|2BEXP	18MLV|238TLV|4DUR|5RCR|6LIT|78BEXP|8BPWR|9MBVNT|aBASARM
191	65321 26124	   	157.63	ACR|1BASARM|2BEXP	18CGEN|238TLV|4DUR|5RCR|6LIT|78BEXP|8BPWR|9MBVNT|aBASARM
192	14631 12342	   	157.62	ACR|2BEXP|1ASPD|1DMG|1AAC	1aFEWX|23BEXP|4AEMAG|5RCR|6DMG|7DUST|8AAC|9ASPD
193	14631 12413	   	157.62	ACR|2BEXP|1ASPD|1DMG|1AAC	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7DUST|8LHND|9ASPD|aAAC
194	14631 15313	   	157.62	ACR|2BEXP|1ASPD|1DMG|1AAC	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7RCVC|8MDPS|9ASPD|aAAC
195	14631 16313	   	157.62	ACR|2BEXP|1ASPD|1DMG|1AAC	17FEWX|23BEXP|4AEMAG|5RCR|6DMG|8MDPS|9ASPD|aAAC
196	35631 34211	 * 	157.62	ACR|2BEXP|2VULN|1ASPD|1AAC	17AEFBLL|2AME|37VULN|4RMIN|5RCR|67BEXP|7BPWR|8AAC|9ASPD|aLWND
197	35631 34221	   	157.62	ACR|2BEXP|2VULN|1DMG|1AAC	17AEFBLL|2AME|37VULN|4RMIN|5RCR|67BEXP|7BPWR|8AAC|9DMG|aLWND
198	45331 15123	   	157.62	ACR|2BEXP|1DMG|1BASICY|1AAC	18BEXP|2MLV|3TLV|4AEMAG|5RCR|6DMG|7BELT|9BASICY|aAAC
199	25331 26124	   	157.53	ACR|1BASARM|2BEXP	18MLV|238TLV|4DUST|5RCR|6LIT|78BEXP|8BPWR|9MBVNT|aBASARM
200	65331 26124	   	157.53	ACR|1BASARM|2BEXP	18CGEN|238TLV|4DUST|5RCR|6LIT|78BEXP|8BPWR|9MBVNT|aBASARM
201	14631 12343	   	157.52	ACR|2BEXP|1ASPD|1DMG|1AAC	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7DUST|8AAC|9ASPD|aLSRREG
202	32531 34142	   	157.52	ACR|2BEXP|1ASPD|1DMG|1AAC	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7RMIN|8ASPD|9AAC|aDMG
203	35631 34213	   	157.52	ACR|2BEXP|2VULN|1ASPD|1AAC	17AEFBLL|2AME|37VULN|4RMIN|5RCR|67BEXP|7BPWR|8AAC|9ASPD|aERES
204	35631 34223	   	157.52	ACR|2BEXP|2VULN|1DMG|1AAC	17AEFBLL|2AME|37VULN|4RMIN|5RCR|67BEXP|7BPWR|8AAC|9DMG|aERES
205	43631 15313	   	157.52	ACR|2BEXP|1ASPD|1DMG|1AAC	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7RCVC|8MDPS|9ASPD|aAAC
206	46331 15123	   	157.52	ACR|2BEXP|1BASICY|1DMG|1AAC	18BEXP|2ERES|34TLV|5RCR|6DMG|7BELT|9BASICY|aAAC
207	32531 32353	   	157.42	ACR|2BEXP|1ASPD|1DMG|1AAC	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7MDPS|8ASPD|9DMG|aAAC
208	32531 33146	   	157.42	ACR|2BEXP|1ASPD|1DMG|1AAC	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7AME|8ASPD|9AAC|aDMG
209	25321 43133	 * 	157.31	ACR|1BASARM|1BASICY|1AAC	1MLV|236TLV|4DUR|5RCR|7BASICY|8ERES|9AAC|aBASARM
210	25331 43133	   	157.21	ACR|1BASARM|1BASICY|1AAC	1MLV|236TLV|4DUST|5RCR|7BASICY|8ERES|9AAC|aBASARM
211	42221 13625	 * 	156.97	DCR|2DMG|2BEXP|1ASPD|1BASICY	17BEXP|27DMG|3LEGI|4LHND|5ASPD|67AEFBLL|7BPWR|8BASICY|9MDPS|aRCR
212	42221 13635	   	156.97	DCR|2DMG|2BEXP|1ASPD|1BASICY	17BEXP|27DMG|3LEGI|4LHND|5ASPD|67AEFBLL|7BPWR|8BASICY|9DUST|aRCR
213	42231 13625	   	156.97	DCR|2DMG|2BEXP|1ASPD|1BASICY	17BEXP|27DMG|3LEGI|4LWND|5ASPD|67AEFBLL|7BPWR|8BASICY|9MDPS|aRCR
214	42231 13635	   	156.97	DCR|2DMG|2BEXP|1ASPD|1BASICY	17BEXP|27DMG|3LEGI|4LWND|5ASPD|67AEFBLL|7BPWR|8BASICY|9DUST|aRCR
215	14631 13162	   	156.65	ACR|2BEXP|1DMG|1AART|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9AART|aLHND
216	14631 13163	   	156.65	ACR|2BEXP|1DMG|1AART|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9AART|aLWND
217	14641 13111	   	156.65	ACR|2BEXP|1DMG|1AART|1CDMG	14FEWX|23BEXP|5RCR|6DMG|7CDMG|8LIT|9MDPS|aAART
218	14631 13111	   	156.55	ACR|2BEXP|1DMG|1AART|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9MDPS|aAART
219	14631 13161	   	156.55	ACR|2BEXP|1DMG|1AART|1CDMG	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9AART|aAME
220	21166 11112	   	156.55	ACR|2BEXP|1DMG|1CDMG|1AART	1MLV|2AART|3ERES|4LIT|5RCR|6DUST|7aBEXP|8CDMG|9DMG
221	43631 13162	   	156.55	ACR|2BEXP|1DMG|1AART|1CDMG	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9AART|aLHND
222	43631 13163	   	156.55	ACR|2BEXP|1DMG|1AART|1CDMG	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9AART|aLWND
223	44631 13111	   	156.55	ACR|2BEXP|1DMG|1AART|1CDMG	13BEXP|2FEWX|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9MDPS|aAART
224	45331 13322	   	156.55	ACR|2BEXP|1DMG|1AART|1CDMG	19BEXP|2MLV|3TLV|4AEMAG|5RCR|6DMG|7LHND|8CDMG|aAART
225	61166 11112	   	156.55	ACR|2BEXP|1DMG|1CDMG|1AART	1CGEN|2AART|3ERES|4LIT|5RCR|6DUST|7aBEXP|8CDMG|9DMG
226	26231 32146	   	156.54	ACR|1BASARM|1BEXP|1CDMG	1MLV|2LWND|3DMSP|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9CGEN|aBASARM
227	66231 32126	   	156.54	ACR|1BASARM|1BEXP|1CDMG	1CGEN|2LWND|3DMSP|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9MLV|aBASARM
228	43631 13111	   	156.45	ACR|2BEXP|1DMG|1AART|1CDMG	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9MDPS|aAART
229	43631 13161	   	156.45	ACR|2BEXP|1DMG|1AART|1CDMG	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7CDMG|8LIT|9AART|aAME
230	46331 13322	   	156.45	ACR|2BEXP|1DMG|1AART|1CDMG	19BEXP|2ERES|34TLV|5RCR|6DMG|7LHND|8CDMG|aAART
231	21166 52311	 * 	156.44	ACR|1BASARM|1BEXP|1AART	1MLV|2AART|3ERES|49LIT|5RCR|6CGEN|7BASARM|8DUST|aBEXP
232	21166 52321	   	156.44	ACR|1BASARM|1BEXP|1AART	1MLV|2AART|3ERES|4LIT|5RCR|69CGEN|7BASARM|8DUST|aBEXP
233	26231 32166	   	156.44	ACR|1BASARM|1BEXP|1CDMG	1MLV|2LWND|3DMSP|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9ERES|aBASARM
234	35415 33321	 * 	156.43	ACR|1ASPD|1DMG|1AART|1CDMG|1AAC	1AEFBLL|2AME|3RCVC|4LIT|5RCR|6AAC|7CDMG|8ASPD|9AART|aDMG
235	35515 33321	   	156.43	ACR|1ASPD|1DMG|1AART|1CDMG|1AAC	1AEFBLL|2AME|3LIT|4RCVC|5RCR|6AAC|7CDMG|8ASPD|9AART|aDMG
236	35331 32126	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2AME|3LHND|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9MLV|aBASARM
237	35331 32146	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2AME|3LHND|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9CGEN|aBASARM
238	35331 34126	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2AME|3LHND|4RMIN|5RCR|6BEXP|7MSLFST|8CDMG|9MLV|aBASARM
239	36231 32126	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2LHND|3ERES|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9MLV|aBASARM
240	36231 32146	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2LHND|3ERES|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9CGEN|aBASARM
241	36231 34126	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2LHND|3ERES|4RMIN|5RCR|6BEXP|7MSLFST|8CDMG|9MLV|aBASARM
242	36331 32126	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2LHND|3TLV|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9MLV|aBASARM
243	36331 32146	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2LHND|3TLV|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9CGEN|aBASARM
244	36331 34126	   	156.34	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2LHND|3TLV|4RMIN|5RCR|6BEXP|7MSLFST|8CDMG|9MLV|aBASARM
245	14631 11213	   	156.25	ACR|2BEXP|1ASPD|1DMG|1VULN	19FEWX|23BEXP|4AEMAG|5RCR|6DMG|7TLV|8VULN|aASPD
246	14631 11242	   	156.25	ACR|2BEXP|1ASPD|1DMG|1VULN	1aFEWX|23BEXP|4AEMAG|5RCR|6DMG|7TLV|8VULN|9ASPD
247	14631 11243	   	156.25	ACR|2BEXP|1DMG|1ASPD|1VULN	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7TLV|8VULN|9ASPD|aLWND
248	14631 15123	   	156.25	ACR|2BEXP|1ASPD|1DMG|1VULN	1FEWX|23BEXP|4AEMAG|5RCR|6DMG|7RCVC|8ASPD|9ERES|aVULN
249	14631 16123	   	156.25	ACR|2BEXP|1ASPD|1DMG|1VULN	17FEWX|23BEXP|4AEMAG|5RCR|6DMG|8ASPD|9ERES|aVULN
250	44631 11213	   	156.25	ACR|2BEXP|1ASPD|1DMG|1VULN	13BEXP|29FEWX|4AEMAG|5RCR|6DMG|7TLV|8VULN|aASPD
251	45331 15113	   	156.25	ACR|2BEXP|1ASPD|1DMG|1VULN	18BEXP|2MLV|3TLV|4AEMAG|5RCR|6DMG|7BELT|9ASPD|aVULN
252	15331 36336	   	156.24	ACR|1BASARM|1BEXP|1CDMG	1FEWX|2MLV|3TLV|49AEMAG|5RCR|6BEXP|7ERES|8CDMG|aBASARM
253	24331 36336	   	156.24	ACR|1BASARM|1BEXP|1CDMG	1MLV|2DUR|3TLV|49AEMAG|5RCR|6BEXP|7ERES|8CDMG|aBASARM
254	35331 32166	   	156.24	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2AME|3LHND|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9ERES|aBASARM
255	36331 32166	   	156.24	ACR|1BASARM|1BEXP|1CDMG	1AEFBLL|2LHND|3TLV|4RMIN|5RCR|6BEXP|7SNITOX|8CDMG|9ERES|aBASARM
256	32531 36633	   	156.15	ACR|2BEXP|1ASPD|1DMG|1VULN	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7VULN|8ZMB|9DMG|aASPD
257	43631 11242	   	156.15	ACR|2BEXP|1ASPD|1DMG|1VULN	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7TLV|8VULN|9ASPD|aFEWX
258	43631 11243	   	156.15	ACR|2BEXP|1DMG|1ASPD|1VULN	13BEXP|2DUST|4AEMAG|5RCR|6DMG|7TLV|8VULN|9ASPD|aLIT
259	46331 15113	   	156.15	ACR|2BEXP|1ASPD|1DMG|1VULN	18BEXP|2ERES|34TLV|5RCR|6DMG|7BELT|9ASPD|aVULN
260	46331 33133	   	156.15	ACR|2BEXP|1ASPD|1DMG|1VULN	16BEXP|2ERES|34TLV|5RCR|7MLV|8ASPD|9DMG|aVULN
261	24331 15411	   	156.10	ACR|2ASPD|2DMG	1MLV|2aDUR|3TLV|4AEMAG|5RCR|6aDMG|7FEWX|8LEGI|9aASPD|aBPWR
262	32531 11244	   	156.05	ACR|2BEXP|1ASPD|1DMG|1VULN	1AEFBLL|2DUST|3aBEXP|4AEMAG|5RCR|6DMG|7TLV|8VULN|9ASPD
263	43631 11263	   	156.05	ACR|2BEXP|1ASPD|1DMG|1VULN	13BEXP|29DUST|4AEMAG|5RCR|6DMG|7TLV|8VULN|aASPD
264	42411 13153	 * 	156.05	3DMG|2ASPD|2BEXP|1CDMG|1AART|1AAC	17BEXP|234DMG|57ASPD|67AEFBLL|7BPWR|8AART|9AAC|aCDMG
265	15341 11162	   	156.00	ACR|2ASPD|2DMG	14FEWX|2MLV|37TLV|5RCR|69DMG|8aASPD
266	25231 16132	   	156.00	ACR|2ASPD|2DMG	17MLV|2TLV|3ERES|4RMIN|5RCR|69DMG|8aASPD
267	36331 13162	   	156.00	ACR|2ASPD|2DMG	1AEFBLL|27LHND|3TLV|4RMIN|5RCR|69DMG|8aASPD
268	15331 11162	   	155.90	ACR|2ASPD|2DMG	1FEWX|2MLV|37TLV|4AEMAG|5RCR|69DMG|8aASPD
269	16341 11132	   	155.90	ACR|2DMG|2ASPD	14FEWX|2ERES|37TLV|5RCR|69DMG|8aASPD
270	25231 11132	   	155.90	ACR|2ASPD|2DMG	1MLV|27TLV|3ERES|4RMIN|5RCR|69DMG|8aASPD
271	34531 15123	   	155.90	ACR|2ASPD|2DMG	1AEFBLL|2FEWX|3DUST|4AEMAG|5RCR|6aDMG|7RCVC|89ASPD
272	34531 16123	   	155.90	ACR|2ASPD|2DMG	1AEFBLL|27FEWX|3DUST|4AEMAG|5RCR|6aDMG|89ASPD
273	35331 16162	   	155.90	ACR|2ASPD|2DMG	1AEFBLL|27AME|3LHND|4RMIN|5RCR|69DMG|8aASPD
274	36331 11162	   	155.90	ACR|2ASPD|2DMG	1AEFBLL|2LHND|37TLV|4RMIN|5RCR|69DMG|8aASPD
275	25531 11123	   	155.80	ACR|2ASPD|2DMG	1MLV|27TLV|3DUST|4AEMAG|5RCR|6aDMG|89ASPD
276	25531 11162	   	155.80	ACR|2ASPD|2DMG	1MLV|27TLV|3DUST|4AEMAG|5RCR|69DMG|8aASPD
277	42411 23613	   	155.77	3ASPD|3DMG|3BEXP|1AAC	179BEXP|234DMG|57aASPD|6RCVC|7BPWR|8AAC
278	14631 63211	   	155.55	ACR|2ASPD|2BEXP|1AAC	17aFEWX|23BEXP|47AEMAG|5RCR|67aLHND|7aBPWR|8AAC|9aASPD
279	14631 63221	   	155.55	ACR|2DMG|2BEXP|1AAC	17aFEWX|23BEXP|47AEMAG|5RCR|67aLHND|7aBPWR|8AAC|9aDMG
280	25221 51241	 * 	155.42	DCR|1BASARM|1ASPD|1DMG|2AAC	1MLV|2TLV|3ERES|4RCVC|56AAC|7BASARM|8ASPD|9DMG|aRCR
281	15331 35211	   	155.35	ACR|2ASPD|2BEXP|1AAC	1FEWX|2aMLV|3TLV|4AEMAG|5RCR|6aBEXP|7LHND|8AAC|9aASPD|aBPWR
282	15331 35221	   	155.35	ACR|2DMG|2BEXP|1AAC	1FEWX|2aMLV|3TLV|4AEMAG|5RCR|6aBEXP|7LHND|8AAC|9aDMG|aBPWR
283	34531 32143	   	155.25	ACR|2ASPD|2BEXP|1AAC	1AEFBLL|2aFEWX|3DUST|4AEMAG|5RCR|6aBEXP|7MLV|8AAC|9aASPD|aBPWR
284	36531 33211	   	155.25	ACR|2ASPD|2BEXP|1AAC	17AEFBLL|27aLHND|3aDUST|4AEMAG|5RCR|67BEXP|7aBPWR|8AAC|9aASPD
285	36531 33221	   	155.25	ACR|2DMG|2BEXP|1AAC	17AEFBLL|27aLHND|3aDUST|4AEMAG|5RCR|67BEXP|7aBPWR|8AAC|9aDMG
286	25531 35211	   	155.15	ACR|2ASPD|2BEXP|1AAC	1MLV|2aTLV|3DUST|4AEMAG|5RCR|6aBEXP|7LHND|8AAC|9aASPD|aBPWR
287	25531 35221	   	155.15	ACR|2DMG|2BEXP|1AAC	1MLV|2aTLV|3DUST|4AEMAG|5RCR|6aBEXP|7LHND|8AAC|9aDMG|aBPWR
288	32531 63211	   	155.15	ACR|2ASPD|2BEXP|1AAC	17AEFBLL|27aDUST|3aBEXP|4AEMAG|5RCR|67LHND|7aBPWR|8AAC|9aASPD
289	32531 63221	   	155.15	ACR|2DMG|2BEXP|1AAC	17AEFBLL|27aDUST|3aBEXP|4AEMAG|5RCR|67LHND|7aBPWR|8AAC|9aDMG
290	34531 36133	   	155.15	ACR|2DMG|2BEXP|1AAC	1AEFBLL|2aFEWX|3DUST|4AEMAG|5RCR|6aBEXP|7ERES|8AAC|9aDMG|aBPWR
291	45331 32315	   	155.05	ACR|2ASPD|2BEXP|1AAC	16BEXP|2MLV|3TLV|4AEMAG|5RCR|7MDPS|89ASPD|aAAC
292	14631 12326	   	155.05	ACR|2DMG|2BEXP|1AAC	1FEWX|23BEXP|4AEMAG|5RCR|6aDMG|7DUST|8AAC|9ERES
293	11245 12163	   	155.01	DCR|1BASARM|1DMG|1AART|1CDMG|1AAC	1FEWX|2CDMG|3LWND|4AAC|5AART|6DMG|7RMIN|8BELT|9BASARM|aRCR
294	21533 54332	   	155.01	DCR|1BASARM|1DMG|1AART|1BEXP|1AAC	1MLV|2AART|3ZMB|4BEXP|5DMG|6BASARM|7LWND|8AAC|9BELT|aRCR
295	32531 32315	   	154.95	ACR|2ASPD|2BEXP|1AAC	1AEFBLL|2DUST|36BEXP|4AEMAG|5RCR|7MDPS|89ASPD|aAAC
296	46331 62311	   	154.95	ACR|2ASPD|2BEXP|1AAC	1aBEXP|26ERES|34aTLV|5RCR|7MDPS|8AAC|9aASPD|aBPWR
297	46331 62321	   	154.95	ACR|2DMG|2BEXP|1AAC	1aBEXP|26ERES|34aTLV|5RCR|7MDPS|8AAC|9aDMG|aBPWR
298	11561 31225	   	154.91	DCR|1BASARM|1ASPD|1AART|1CDMG|1AAC	14FEWX|2CDMG|3SNIFST|5RPLT|6AART|7ASPD|8BASARM|9AAC|aRCR
299	12252 22163	   	154.91	DCR|1BASARM|1DMG|1AART|1CDMG|1AAC	1FEWX|2DMG|3LEGI|4AAC|5CDMG|6AART|7RMIN|8BELT|9BASARM|aRCR
300	12253 22163	   	154.91	DCR|1BASARM|1DMG|1AART|1CDMG|1AAC	1FEWX|2DMG|3LEGI|4AAC|5AART|6CDMG|7RMIN|8BELT|9BASARM|aRCR
301	42223 24122	   	154.91	DCR|1BASARM|1DMG|1AART|1BEXP|1AAC	1BEXP|2DMG|3LEGI|46LHND|5AART|7BELT|8BASARM|9AAC|aRCR
302	11531 31225	   	154.81	DCR|1BASARM|1ASPD|1AART|1CDMG|1AAC	1FEWX|2CDMG|3SNIFST|4AEFBLL|5RPLT|6AART|7ASPD|8BASARM|9AAC|aRCR
303	33121 31225	   	154.81	DCR|1BASARM|1ASPD|1CDMG|1AART|1AAC	1AEFBLL|2FLTARM|3LWND|4CDMG|5RPLT|6AART|7ASPD|8BASARM|9AAC|aRCR
