0	Index      	Bounty	 *	Score 	Summary	Detail	
1	12243 63241	10	 * 	280.27	DCR|4VULN|2TLV|2DUR|1DMG	139aVULN|2aTLV|4ERES|5RCVC|6DMG|7aDUR|8RCR|aBPWR
170	12124 61242	2	   	255.73	DCR|3VULN|2DMG|2TLV|1AART	19aVULN|27TLV|3AART|4RPLT|59DMG|69MLV|8RCR|9BPWR
171	12236 11451	3	   	255.54	DCR|5VULN|1TLV|1DUR|1SELL	13589VULN|2TLV|4SELL|6LHND|7RCR|aDUR
172	12236 41423	3	   	255.54	DCR|5VULN|1TLV|1DUR|1SELL	1358aVULN|2TLV|4SELL|6LWND|7RCR|9DUR
173	12316 22262	2	   	255.49	DCR|3VULN|2DUR|1TLV|2LIT|1AART	158VULN|2TLV|38DUR|4TBNT|6AART|78LIT|8BPWR|9BBNT|aRCR
174	12211 23231	10	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	13aVULN|2aTLV|4RCVC|59ASPD|6MLV|7aDUR|8RCR|aBPWR
175	14124 23621	10	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	15aVULN|2aASPD|38TLV|4RCVC|6MLV|7aDUR|9RCR|aBPWR
176	14214 23621	10	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	13aVULN|2aASPD|4RCVC|58TLV|6MLV|7aDUR|9RCR|aBPWR
177	14263 23236	10	   	255.40	DCR|3VULN|2TLV|2DUR|2ASPD	13aVULN|29ASPD|4RMIN|5RCVC|6aTLV|7aDUR|8RCR|aBPWR
178	14215 33313	7	   	255.40	DCR|4VULN|3DUR|2ASPD	1368VULN|28ASPD|4RCVC|578DUR|8BPWR|9LHND|aRCR
179	14126 33621	10	   	255.30	DCR|3VULN|2TLV|2DUR|2ASPD	16aVULN|2aASPD|38TLV|4RCVC|5ERES|7aDUR|9RCR|aBPWR
180	14243 33621	10	   	255.30	DCR|3VULN|2TLV|2DUR|2ASPD	13aVULN|2aASPD|4ERES|5RCVC|68TLV|7aDUR|9RCR|aBPWR
181	12152 12663	2	   	255.28	DCR|4VULN|2TLV|1DUR|1AART	1469VULN|24TLV|3AART|4BPWR|58LHND|7DUR|aRCR
182	12151 31235	2	   	255.08	DCR|4VULN|2TLV|1DUR|1AART	1468VULN|24TLV|3AART|4BPWR|5ERES|7BBNT|9RCR|aDUR
183	13236 62163	1	   	254.87	DCR|4VULN|1TLV|2AART|1DUR	1259VULN|3LHND|48AART|6TLV|7DUR|aRCR
184	14124 23231	10	   	254.75	DCR|3VULN|2DUR|1TLV|3ASPD	15aVULN|29aASPD|3TLV|4RCVC|6MLV|7aDUR|8RCR|aBPWR
185	14214 23231	10	   	254.75	DCR|3VULN|2DUR|1TLV|3ASPD	13aVULN|29aASPD|4RCVC|5TLV|6MLV|7aDUR|8RCR|aBPWR
186	12236 11151	3	   	254.66	DCR|4VULN|1TLV|1DMG|1CDMG|1SELL	1359VULN|2TLV|4SELL|6LHND|7RCR|8DMG|aCDMG
187	12236 41151	3	   	254.66	DCR|4VULN|1TLV|1DMG|1CDMG|1SELL	1359VULN|2TLV|4SELL|6LWND|7RCR|8DMG|aCDMG
188	12536 11151	2	   	254.66	DCR|4VULN|1TLV|1DMG|1CDMG|1SELL	1359VULN|2TLV|4SELL|6LHND|7RCR|8DMG|aCDMG
189	14126 33231	10	   	254.65	DCR|3VULN|2DUR|1TLV|3ASPD	16aVULN|29aASPD|3TLV|4RCVC|5ERES|7aDUR|8RCR|aBPWR
190	14243 33231	10	   	254.65	DCR|3VULN|2DUR|1TLV|3ASPD	13aVULN|29aASPD|4ERES|5RCVC|6TLV|7aDUR|8RCR|aBPWR
191	12318 24811	4	   	254.49	DCR|5VULN|1TLV|2LIT	1678aVULN|2TLV|38FEWX|4MBVNT|58LIT|8BPWR|9RCR
192	13115 46132	2	   	254.43	DCR|4VULN|2DUR|2LIT|1CDMG	1479VULN|2RCVC|3CDMG|59DUR|69LIT|8BBNT|9BPWR|aRCR
193	14211 26226	9	   	254.42	DCR|3VULN|1TLV|1DMG|1DUR|1AART	137VULN|2ASPD|4RCVC|5DMG|6TLV|8AART|9DUR|aRCR
194	14211 35226	9	   	254.42	DCR|3VULN|1TLV|1DMG|1DUR|1AART	136VULN|2ASPD|4RCVC|5DMG|7TLV|8AART|9DUR|aRCR
195	11425 33312	2	   	254.38	DCR|3VULN|2DMG|2TLV	15aVULN|2aFEWX|3ASPD|48TLV|6RCR|7aDMG|9RMIN|aBPWR
196	14211 52342	8	   	254.38	DCR|3VULN|2DMG|2TLV	13aVULN|2ASPD|4RCVC|5aDMG|6RCR|7BEXP|8ZMB|9aTLV|aBPWR
197	14211 53342	8	   	254.38	DCR|3VULN|2DMG|2TLV	13aVULN|2ASPD|4RCVC|5aDMG|6RCR|7LHND|8ZMB|9aTLV|aBPWR
198	16425 33312	1	   	254.38	DCR|3VULN|2DMG|2TLV	15aVULN|2aFEWX|3ASPD|48TLV|6RCR|7aDMG|9RMIN|aBPWR
199	14124 51222	9	   	254.38	DCR|3VULN|2DMG|2TLV	15aVULN|2ASPD|3aTLV|4RCVC|6ZMB|7FEWX|8RCR|9aDMG|aBPWR
200	14214 51222	9	   	254.38	DCR|3VULN|2DMG|2TLV	13aVULN|2ASPD|4RCVC|5aTLV|6ZMB|7FEWX|8RCR|9aDMG|aBPWR
201	12235 23661	7	   	254.28	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	139VULN|2TLV|4LHND|5CDMG|6RCR|7AART|8aDUR
202	22346 52111	7	   	254.24	DCR|3VULN|2DUR|1TLV|2LIT	15LIT|2ASPD|38aVULN|45DUR|5BPWR|6TLV|7MLV|9RCR
203	22346 53111	7	   	254.24	DCR|3VULN|2DUR|1TLV|2LIT	15LIT|2ASPD|38aVULN|45DUR|5BPWR|6TLV|7CGEN|9RCR
204	13661 36132	4	   	254.19	DCR|4VULN|2DUR|2CDMG	1579VULN|2RCVC|3LIT|49DUR|69CDMG|8BBNT|9BPWR|aRCR
205	24143 24111	4	   	254.19	DCR|4VULN|2DUR|1DMG	1LIT|2LWND|3DMG|47DUR|568aVULN|9RCR
206	13332 14415	1	   	254.18	DCR|3VULN|1TLV|1DMG|1DUR|1AART|1SELL	126VULN|3DUR|4AART|5TLV|7ASPD|8SELL|9RCR|aDMG
207	12211 56122	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2TLV|4RCVC|5aASPD|6ZMB|7RCR|8FEWX|9aDMG|aBPWR
208	12211 56322	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2TLV|4RCVC|5aASPD|6ZMB|7RCR|8BEXP|9aDMG|aBPWR
209	12211 56522	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2TLV|4RCVC|5aASPD|6ZMB|7RCR|8LWND|9aDMG|aBPWR
210	16211 26122	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2ZMB|4RCVC|5aASPD|6TLV|7RCR|8FEWX|9aDMG|aBPWR
211	16211 26322	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2ZMB|4RCVC|5aASPD|6TLV|7RCR|8BEXP|9aDMG|aBPWR
212	16211 26522	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2ZMB|4RCVC|5aASPD|6TLV|7RCR|8LWND|9aDMG|aBPWR
213	16211 53622	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2ZMB|4RCVC|5aASPD|6RCR|7LHND|8TLV|9aDMG|aBPWR
214	54132 34222	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	1aLHND|27ASPD|36aVULN|4ZMB|5TLV|8RCR|9aDMG|aBPWR
215	14135 33612	4	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	15aVULN|2aASPD|3TLV|4FEWX|6RCR|7aDMG|8RCVC|9RMIN|aBPWR
216	12211 51222	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2TLV|4RCVC|5aASPD|6ZMB|7FEWX|8RCR|9aDMG|aBPWR
217	12211 55222	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2TLV|4RCVC|5aASPD|6ZMB|7BEXP|8RCR|9aDMG|aBPWR
218	16211 21222	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2ZMB|4RCVC|5aASPD|6TLV|7FEWX|8RCR|9aDMG|aBPWR
219	16211 25222	9	   	254.14	DCR|3VULN|2DMG|1TLV|2ASPD	13aVULN|2ZMB|4RCVC|5aASPD|6TLV|7BEXP|8RCR|9aDMG|aBPWR
220	14321 45111	2	   	254.05	DCR|4VULN|1TLV|1DUR	168aVULN|2ASPD|3DUR|4TLV|5LIT|7CGEN|9RCR
221	14321 46111	2	   	254.05	DCR|4VULN|1TLV|1DUR	168aVULN|2ASPD|3DUR|4TLV|5LIT|7RMIN|9RCR
222	22341 22111	7	   	254.05	DCR|4VULN|1TLV|1DUR	1LIT|2ASPD|368aVULN|4DUR|5MLV|7TLV|9RCR
223	21316 36411	6	   	254.01	DCR|3VULN|2TLV|2DUR|2LIT	19LIT|2CGEN|39aVULN|4ERES|56TLV|7RCR|89DUR|9BPWR
224	13332 12122	1	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	126VULN|378DUR|4AART|5TLV|9RCR|aCGEN
225	13332 12342	1	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	126VULN|37aDUR|4AART|5TLV|8RPLT|9RCR
226	13336 22122	1	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	125VULN|378DUR|4AART|6TLV|9RCR|aCGEN
227	13336 22342	1	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	125VULN|37aDUR|4AART|6TLV|8RPLT|9RCR
228	13332 12121	2	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	16aVULN|2RCVC|378DUR|4AART|5TLV|9RCR
229	13332 22121	1	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	12aVULN|378DUR|4AART|5TLV|6RCVC|9RCR
230	13336 22121	2	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	15aVULN|2RCVC|378DUR|4AART|6TLV|9RCR
231	15332 12121	1	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	16aVULN|2RCVC|378DUR|4AART|5TLV|9RCR
232	15336 22121	1	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	15aVULN|2RCVC|378DUR|4AART|6TLV|9RCR
233	35332 12121	2	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	1RCVC|26aVULN|378DUR|4AART|5TLV|9RCR
234	35336 22121	2	   	253.86	DCR|3VULN|3DUR|1TLV|1AART	1RCVC|25aVULN|378DUR|4AART|6TLV|9RCR
235	22354 22421	4	   	253.80	DCR|2VULN|2DMG|1TLV|2ASPD|1DUR	1LIT|24ASPD|34VULN|4BPWR|56DMG|7DUR|8TBNT|9TLV|aRCR
236	13332 12126	1	   	253.76	DCR|3VULN|3DUR|1TLV|1AART	126VULN|378DUR|4AART|5TLV|9RCR|aDUST
237	13336 22126	1	   	253.76	DCR|3VULN|3DUR|1TLV|1AART	125VULN|378DUR|4AART|6TLV|9RCR|aDUST
238	13332 12123	1	   	253.62	DCR|3VULN|3DUR|1TLV|1AART|1SELL	126VULN|378DUR|4AART|5TLV|9RCR|aSELL
239	13336 22123	1	   	253.62	DCR|3VULN|3DUR|1TLV|1AART|1SELL	125VULN|378DUR|4AART|6TLV|9RCR|aSELL
240	13332 53415	1	   	253.35	DCR|2VULN|2DMG|2DUR|1TLV|1AART|1SELL	12VULN|36DUR|4AART|5TLV|7aDMG|8SELL|9RCR
241	13115 32156	1	   	253.26	DCR|4VULN|1DMG|1DUR|1CDMG	1247VULN|3CDMG|5DUR|6ZMB|8LIT|9RCR|aDMG
242	14141 22241	10	 * 	253.15	DCR|4VULN|2TLV|3ASPD	179aVULN|24aASPD|34TLV|4aBPWR|5LHND|6aCGEN|8RCR
243	22331 32111	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|38aVULN|4DMG|5DMSP|6DUR|7TLV|9RCR
244	22332 22113	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|368VULN|4DMG|5LHND|7TLV|9RCR|aDUR
245	22336 15113	7	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4DMG|5TLV|6LHND|9RCR|aDUR
246	22336 45113	5	   	253.07	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4DMG|5TLV|6BEXP|9RCR|aDUR
247	12211 34166	5	   	253.05	DCR|4VULN|2TLV|3ASPD	1368VULN|28TLV|4RCVC|578ASPD|8BPWR|9CGEN|aRCR
248	12211 34166	6	   	253.05	DCR|4VULN|2TLV|3ASPD	1368VULN|28TLV|4RCVC|578ASPD|8BPWR|9CGEN|aRCR
249	14143 32623	10	 * 	253.05	DCR|4VULN|3TLV|3ASPD	169aVULN|24aASPD|34aTLV|4aBPWR|5RCVC|7BELT|8RCR
250	32162 15411	4	   	253.04	DCR|3VULN|2TLV|1DMG|1DUR	1RCVC|27TLV|37CGEN|4DMG|5LIT|67aVULN|7BPWR|8DUR|9RCR
251	22332 32221	4	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|368VULN|4DMG|5BBNT|7DUR|9TLV|aRCR
252	22336 25112	6	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4DMG|5TLV|6DUR|9RCR|aDUST
253	22336 25112	7	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4DMG|5TLV|6DUR|9RCR|aDUST
254	22336 25114	7	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4DMG|5TLV|6DUR|9RCR|aERES
255	22336 25114	6	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|378VULN|4DMG|5TLV|6DUR|9RCR|aERES
256	22342 32221	3	   	252.97	DCR|3VULN|1TLV|1DMG|1DUR	1LIT|2ASPD|368VULN|4DMG|5BBNT|7DUR|9TLV|aRCR
257	12643 63233	10	   	252.94	DCR|3VULN|2TLV|1DMG|1DUR	14aVULN|24TLV|3RMIN|4BPWR|5RCVC|6DMG|7DUR|8RCR|9ASPD
258	14124 23253	10	   	252.94	DCR|3VULN|2TLV|2CDMG|1DUR	15aVULN|2ASPD|3aTLV|4RCVC|6MLV|7DUR|8RCR|9aCDMG|aBPWR
259	14214 23253	10	   	252.94	DCR|3VULN|2TLV|2CDMG|1DUR	13aVULN|2ASPD|4RCVC|5aTLV|6MLV|7DUR|8RCR|9aCDMG|aBPWR
260	12235 21146	10	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	13aVULN|2aTLV|48LHND|5CDMG|6RCR|7RMIN|9aDUR|aBPWR
261	12235 22626	10	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	13aVULN|2aTLV|4LHND|5CDMG|6RCR|7aDUR|8RCVC|9RMIN|aBPWR
262	12235 12146	10	   	252.90	DCR|3VULN|2TLV|2DUR|1CDMG	13aVULN|2aTLV|48LHND|5CDMG|6RMIN|7RCR|9aDUR|aBPWR
263	12164 63233	10	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	15aVULN|23TLV|4RMIN|6DMG|7DUR|8RCR|9ASPD
264	21336 25111	7	   	252.84	DCR|3VULN|2TLV|1DMG|1DUR	1LIT|2CGEN|38aVULN|4DMG|57TLV|6DUR|9RCR
265	23514 16123	1	   	252.83	DCR|3VULN|2DUR|1TLV|1CDMG	1LIT|2CDMG|3DUST|49aVULN|58DUR|6TLV|7RCR
266	24223 44231	1	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	17LIT|2BEXP|3TBNT|4RMIN|57DMG|678VULN|7BPWR|9TLV|aRCR
267	25223 44231	2	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	17LIT|2BEXP|3TBNT|4RMIN|57DMG|678VULN|7BPWR|9TLV|aRCR
268	26223 44231	1	   	252.75	DCR|3VULN|2DMG|1TLV|2LIT	17LIT|2BBNT|3BEXP|4RMIN|57DMG|678VULN|7BPWR|9TLV|aRCR
269	12144 63233	10	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	15aVULN|23TLV|4ERES|6DMG|7DUR|8RCR|9ASPD
270	12246 63233	10	   	252.74	DCR|3VULN|2TLV|1DMG|1DUR	13aVULN|25TLV|4ERES|6DMG|7DUR|8RCR|9ASPD
271	13124 37214	1	   	252.74	DCR|3VULN|2TLV|2CDMG|1DUR	127VULN|37CDMG|4BBNT|57TLV|6MBVNT|7BPWR|8DUR|9ASPD|aRCR
272	12221 56413	2	   	252.71	DCR|3VULN|3DUR|1TLV	159VULN|2TLV|39CGEN|4LIT|6MLV|7RCR|89aDUR|9BPWR
273	13124 26414	1	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	127VULN|3CDMG|4BBNT|57TLV|67DUR|7BPWR|8CGEN|9MBVNT|aRCR
274	13124 26531	1	   	252.70	DCR|3VULN|2TLV|2DUR|1CDMG	127VULN|3CDMG|4BBNT|57TLV|67DUR|7BPWR|8TBNT|9RCR|aLHND
275	12211 23253	10	   	252.70	DCR|3VULN|1TLV|2CDMG|2ASPD|1DUR	13aVULN|2TLV|4RCVC|5aASPD|6MLV|7DUR|8RCR|9aCDMG|aBPWR
276	12221 66413	2	   	252.61	DCR|3VULN|3DUR|1TLV	159VULN|2TLV|39CGEN|4LIT|6ERES|7RCR|89aDUR|9BPWR
277	13124 26533	1	   	252.60	DCR|3VULN|2TLV|2DUR|1CDMG	127VULN|3CDMG|4BBNT|57TLV|67DUR|7BPWR|8TBNT|9RCR|aERES
278	14211 26161	7	   	252.60	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	137VULN|29ASPD|4RCVC|5DMG|6TLV|8RCR|aDUR
279	14211 35161	7	   	252.60	DCR|3VULN|1TLV|1DMG|2ASPD|1DUR	136VULN|29ASPD|4RCVC|5DMG|7TLV|8RCR|aDUR
280	13124 26532	1	   	252.46	DCR|3VULN|2TLV|2DUR|1CDMG|1SELL	127VULN|3CDMG|4BBNT|57TLV|67DUR|7BPWR|8TBNT|9RCR|aSELL
281	24141 25132	10	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|2LWND|3aDMG|4aDUR|5TLV|6aVULN|7ZMB|8RCR|9CGEN|aBPWR
282	25141 25132	10	   	252.44	DCR|2VULN|2DMG|2DUR|1TLV	1LIT|2BEXP|3aDMG|4aDUR|5TLV|6aVULN|7ZMB|8RCR|9CGEN|aBPWR
283	22316 21351	7	   	252.43	DCR|2VULN|3DUR|1TLV|2LIT|1AART	1aLIT|2ASPD|3aVULN|4ERES|5TLV|69aDUR|7AART|8RCR|aBPWR
284	22316 63351	5	   	252.43	DCR|2VULN|3DUR|1TLV|2LIT|1AART	1aLIT|2ASPD|3aVULN|4ERES|5TLV|6AART|79aDUR|8RCR|aBPWR
285	12318 24813	4	   	252.40	DCR|4VULN|1TLV|1DUR|2LIT	1678VULN|2TLV|38FEWX|4MBVNT|58LIT|8BPWR|9RCR|aDUR
286	22354 22211	4	   	252.39	DCR|3VULN|2DMG|2ASPD|1DUR	1LIT|24ASPD|34aVULN|4BPWR|56DMG|7DUR|8CGEN|9RCR
287	22354 22511	4	   	252.39	DCR|3VULN|2DMG|2ASPD|1DUR	1LIT|24ASPD|34aVULN|4BPWR|56DMG|7DUR|8MLV|9RCR
288	12351 25126	2	   	252.38	DCR|3VULN|3DUR|2TLV	19aVULN|25TLV|358DUR|4BELT|5BPWR|6CGEN|7RCR
289	14236 32132	3	   	252.29	DCR|4VULN|2TLV|2LIT|1SELL	1359VULN|2ASPD|4SELL|69LIT|79TLV|8BBNT|9BPWR|aRCR
290	14536 32132	2	   	252.29	DCR|4VULN|2TLV|2LIT|1SELL	1359VULN|2ASPD|4SELL|69LIT|79TLV|8BBNT|9BPWR|aRCR
291	12232 24552	6	   	252.23	DCR|3VULN|3DUR|2TLV|1SELL	13aVULN|2aTLV|4LHND|5SELL|6RCR|7CGEN|89aDUR|aBPWR
292	12264 23421	10	   	252.22	DCR|4VULN|2DUR|1TLV	135aVULN|2TLV|4RMIN|6aMLV|7aDUR|8RCVC|9RCR|aBPWR
293	11511 21166	8	   	252.22	DCR|4VULN|2DUR|1TLV	157aVULN|2FEWX|3RPLT|47MLV|67DUR|7BPWR|8RCR|9TLV
294	11544 21111	9	   	252.22	DCR|4VULN|2DUR|1TLV	1479VULN|2FEWX|3RPLT|57CGEN|67DUR|7BPWR|8RCR|aTLV
295	32272 44742	1	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	1RCVC|2aTLV|3MBVNT|469DUR|56aVULN|6aBPWR|7SELL|8RCR
296	32272 44742	2	   	252.13	DCR|3VULN|3DUR|2TLV|1SELL	1RCVC|2aTLV|3MBVNT|469DUR|56aVULN|6aBPWR|7SELL|8RCR
297	16126 33241	10	   	252.12	DCR|4VULN|2DUR|1TLV	169aVULN|2aZMB|3TLV|4RCVC|5ERES|7aDUR|8RCR|aBPWR
298	16243 33241	10	   	252.12	DCR|4VULN|2DUR|1TLV	139aVULN|2aZMB|4ERES|5RCVC|6TLV|7aDUR|8RCR|aBPWR
299	16244 33211	10	   	252.12	DCR|4VULN|2DUR|1TLV	135aVULN|29aZMB|4ERES|6TLV|7aDUR|8RCR|aBPWR
300	16246 33211	10	   	252.12	DCR|4VULN|2DUR|1TLV	136aVULN|29aZMB|4ERES|5TLV|7aDUR|8RCR|aBPWR
301	45143 33221	9	   	252.12	DCR|4VULN|2DUR|1TLV	1ZMB|24DUR|346aVULN|4BPWR|5LWND|7LHND|8RCR|9TLV
302	12236 52132	3	   	252.05	DCR|4VULN|1TLV|2ASPD|2LIT|1SELL	1359VULN|2TLV|4SELL|69ASPD|79LIT|8BBNT|9BPWR|aRCR
303	12536 52132	2	   	252.05	DCR|4VULN|1TLV|2ASPD|2LIT|1SELL	1359VULN|2TLV|4SELL|69ASPD|79LIT|8BBNT|9BPWR|aRCR
304	16262 23411	3	 * 	252.04	DCR|3VULN|2DMG|2DUR|1AART|1SELL	13aVULN|2ZMB|4aDUR|5AART|6RCVC|7aDMG|8SELL|9RCR|aBPWR
305	16332 13411	2	 * 	252.04	DCR|3VULN|2DMG|2DUR|1AART|1SELL	16aVULN|2ZMB|3aDUR|4RCVC|5AART|7aDMG|8SELL|9RCR|aBPWR
306	16362 23411	2	 * 	252.04	DCR|3VULN|2DMG|2DUR|1AART|1SELL	14aVULN|2ZMB|3aDUR|5AART|6RCVC|7aDMG|8SELL|9RCR|aBPWR
307	12232 26534	3	   	252.03	DCR|3VULN|3DUR|2TLV|1SELL	137VULN|27TLV|4SELL|5TBNT|67aDUR|7BPWR|8BBNT|9RCR
308	12266 33421	10	   	252.02	DCR|4VULN|2DUR|1TLV	136aVULN|2TLV|4RMIN|5aERES|7aDUR|8RCVC|9RCR|aBPWR
309	32272 43418	2	   	252.02	DCR|4VULN|2DUR|1TLV	1RCVC|2TLV|3MBVNT|46DUR|568aVULN|6BPWR|7LWND|9RCR
310	32272 43418	1	   	252.02	DCR|4VULN|2DUR|1TLV	1RCVC|2TLV|3MBVNT|46DUR|568aVULN|6BPWR|7LWND|9RCR
311	32272 48417	1	   	252.02	DCR|4VULN|2DUR|1TLV	1RCVC|2TLV|3MBVNT|46DUR|568aVULN|6BPWR|7BEXP|9RCR
312	32272 48417	2	   	252.02	DCR|4VULN|2DUR|1TLV	1RCVC|2TLV|3MBVNT|46DUR|568aVULN|6BPWR|7BEXP|9RCR
313	12264 24223	10	   	251.98	DCR|4VULN|2DUR|1TLV|1SELL	135aVULN|2TLV|4RMIN|6aMLV|7SELL|8aDUR|9RCR|aBPWR
314	12265 34223	10	   	251.98	DCR|4VULN|2DUR|1TLV|1SELL	136aVULN|2TLV|4RMIN|5aCGEN|7SELL|8aDUR|9RCR|aBPWR
315	12243 43241	10	   	251.92	DCR|4VULN|2DUR|1TLV|1NUKE	139aVULN|2TLV|4aERES|5RCVC|6NUKE|7aDUR|8RCR|aBPWR
316	12235 24632	6	   	251.64	DCR|3VULN|2DMG|1TLV|1CDMG	13aVULN|2TLV|4aLHND|5CDMG|6RCR|7CGEN|8aDMG|9RMIN|aBPWR
317	12151 51142	2	   	251.49	DCR|3VULN|2TLV|1DMG|1CDMG|1AART	14aVULN|24TLV|3AART|4BPWR|5ERES|6CDMG|7DMG|8DUST|9RCR
318	14211 23251	9	   	251.30	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	13VULN|2ASPD|4RCVC|5aDMG|6TLV|7DUR|8RCR|9CDMG
319	14121 32132	3	   	251.21	DCR|3VULN|1TLV|2CDMG|2ASPD|2LIT	159VULN|29ASPD|3TLV|47LIT|69CDMG|8BBNT|9BPWR|aRCR
320	14161 32132	4	   	251.21	DCR|3VULN|1TLV|2CDMG|2ASPD|2LIT	159VULN|29ASPD|3TLV|47LIT|69CDMG|8BBNT|9BPWR|aRCR
321	12236 11161	3	   	251.20	DCR|3VULN|2DMG|1TLV|1CDMG|1SELL	135VULN|2TLV|4SELL|6LHND|7RCR|89DMG|aCDMG
322	12236 41161	3	   	251.20	DCR|3VULN|2DMG|1TLV|1CDMG|1SELL	135VULN|2TLV|4SELL|6LWND|7RCR|89DMG|aCDMG
323	12536 11161	2	   	251.20	DCR|3VULN|2DMG|1TLV|1CDMG|1SELL	135VULN|2TLV|4SELL|6LHND|7RCR|89DMG|aCDMG
324	11542 26113	6	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	1456VULN|2FEWX|3RPLT|7DUR|8CDMG|9RCR|aTLV
325	12265 21423	5	   	251.09	DCR|4VULN|1TLV|1DUR|1CDMG	138aVULN|2TLV|4RMIN|5CGEN|6CDMG|7RCR|9DUR
326	12363 66331	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	14aVULN|2TLV|37DUR|5BEXP|6DMG|8LHND|9RCR
327	12264 63211	9	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	135VULN|2TLV|4RMIN|6DMG|7aDUR|8RCR|9ZMB
328	12264 63211	8	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	135VULN|2TLV|4RMIN|6DMG|7aDUR|8RCR|9ZMB
329	13314 63241	10	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	19aVULN|24RCVC|3aERES|5TLV|6DMG|7aDUR|8RCR|aBPWR
330	13363 33241	10	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	19aVULN|25RCVC|3aERES|4DMG|6TLV|7aDUR|8RCR|aBPWR
331	13364 33421	10	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	15aVULN|28RCVC|3aERES|4DMG|6TLV|7aDUR|9RCR|aBPWR
332	13366 33421	10	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	16aVULN|28RCVC|3aERES|4DMG|5TLV|7aDUR|9RCR|aBPWR
333	35363 33241	10	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	15RCVC|29aVULN|3aERES|4DMG|6TLV|7aDUR|8RCR|aBPWR
334	32272 48418	1	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1RCVC|2TLV|3MBVNT|46DUR|568VULN|6BPWR|7BEXP|9RCR|aDMG
335	32272 48418	2	   	251.04	DCR|3VULN|2DUR|1TLV|1DMG	1RCVC|2TLV|3MBVNT|46DUR|568VULN|6BPWR|7BEXP|9RCR|aDMG
