0	Index      	Bounty	 *	Score 	Summary	Detail	
1	32631 36432	10	 * 	265.47	DCR|3VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47aVULN|5DMSP|7BPWR|8DMG|9RCR
168	13322 38872	5	   	242.13	DCR|2VULN|3DMG|2DUR	19LHND|2MBVNT|39aDMG|46VULN|5ERES|79DUR|8RCR|9BPWR
169	13322 12871	5	   	242.13	DCR|2VULN|3DMG|2DUR	19LHND|2MBVNT|379DMG|4aVULN|5ERES|69DUR|8RCR|9BPWR
170	13428 42761	10	   	241.89	DCR|2VULN|2DMG|1TLV|1DUR|1CDMG	1aLHND|2MBVNT|3TLV|4aVULN|5DUR|6DMSP|7CDMG|8RCR|9aDMG|aBPWR
171	13323 18741	5	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1LHND|2MBVNT|3DMG|479VULN|5ASPD|6DUR|8AART|aRCR
172	13323 38741	5	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1LHND|2MBVNT|3DMG|469VULN|5ASPD|7DUR|8AART|aRCR
173	13323 43443	4	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1LHND|2MBVNT|3DMG|489VULN|5AART|6ASPD|7RCR|aDUR
174	13323 43474	4	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1LHND|2MBVNT|3DMG|48aVULN|5AART|6ASPD|7RCR|9DUR
175	13323 43485	4	   	241.78	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1LHND|2MBVNT|3DMG|48aVULN|5AART|6ASPD|7RCR|9TLV
176	13323 63443	6	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1LHND|2MBVNT|3DMG|489VULN|5ASPD|6AART|7RCR|aDUR
177	13323 63474	6	   	241.78	DCR|3VULN|1DMG|1DUR|1ASPD|1AART	1LHND|2MBVNT|3DMG|48aVULN|5ASPD|6AART|7RCR|9DUR
178	13323 63485	6	   	241.78	DCR|3VULN|1DMG|1TLV|1ASPD|1AART	1LHND|2MBVNT|3DMG|48aVULN|5ASPD|6AART|7RCR|9TLV
179	13423 72221	9	   	241.64	DCR|3VULN|3ASPD|1TLV|1AART	17LHND|2MBVNT|3TLV|467VULN|578ASPD|7BPWR|9RCR|aAART
180	13423 72225	10	   	241.64	DCR|3VULN|3ASPD|1TLV|1AART	17LHND|2MBVNT|3TLV|467VULN|578ASPD|7BPWR|9RCR|aAART
181	43373 41281	3	   	241.61	DCR|2VULN|2DMG|2CDMG|1TLV|1AART	1aFEWX|2MBVNT|3aVULN|4TLV|5AART|67DMG|8RCR|9aCDMG|aBPWR
182	14523 22212	5	 * 	241.07	DCR|3VULN|3TLV|1DMG|1DUR	1LHND|235TLV|458VULN|5BPWR|6ERES|7DMG|9DUR|aRCR
183	14523 52212	6	   	241.07	DCR|3VULN|3TLV|1DMG|1DUR	1LHND|235TLV|458VULN|5BPWR|6ERES|7DMG|9DUR|aRCR
184	43373 44212	3	 * 	241.02	DCR|2VULN|3DMG|2TLV|1AART	1aFEWX|2MBVNT|37VULN|4aTLV|5AART|69aDMG|8RCR|aBPWR
185	43773 44212	2	   	241.02	DCR|2VULN|3DMG|2TLV|1AART	1aFEWX|2MBVNT|37VULN|4aTLV|5AART|69aDMG|8RCR|aBPWR
186	13234 55324	9	   	240.42	DCR|3VULN|2DMG|1AART	1LHND|2MBVNT|389VULN|4LIT|5aDMG|6AART|7RCR
187	13383 21753	8	   	240.22	DCR|2VULN|2DMG|2DUR|1CDMG	19aLHND|2MBVNT|39DMG|4CDMG|57DUR|69VULN|8RCR|9BPWR
188	13383 21754	8	   	240.22	DCR|2VULN|2DMG|2DUR|1CDMG	19LHND|2MBVNT|39DMG|4CDMG|57DUR|69VULN|8RCR|9BPWR|aZMB
189	13383 21853	7	   	240.22	DCR|2VULN|2DMG|2DUR|1CDMG	19aLHND|2MBVNT|39DMG|4CDMG|57DUR|69VULN|8RCR|9BPWR
190	13383 21854	7	   	240.22	DCR|2VULN|2DMG|2DUR|1CDMG	19LHND|2MBVNT|39DMG|4CDMG|57DUR|69VULN|8RCR|9BPWR|aZMB
191	13423 87372	4	   	240.19	DCR|3VULN|2DUR|1TLV	1LHND|2MBVNT|3TLV|469VULN|5aDUR|7LIT|8RCR
192	62612 11252	5	   	240.14	DCR|4VULN|1TLV|1DUR	146MLV|2TLV|3DUR|5689VULN|6BPWR|7CGEN|aRCR
193	62612 11252	4	   	240.14	DCR|4VULN|1TLV|1DUR	146MLV|2TLV|3DUR|5689VULN|6BPWR|7CGEN|aRCR
194	13383 21751	8	   	240.12	DCR|2VULN|2DMG|2DUR|1CDMG	19LHND|2MBVNT|39DMG|4CDMG|57DUR|69VULN|8RCR|9BPWR|aERES
195	13383 21851	7	   	240.12	DCR|2VULN|2DMG|2DUR|1CDMG	19LHND|2MBVNT|39DMG|4CDMG|57DUR|69VULN|8RCR|9BPWR|aERES
196	31631 36362	10	   	240.06	DCR|3VULN|3DUR|1ASPD	17ZMB|2ERES|367DUR|47aVULN|5DMSP|7BPWR|8RCR|9ASPD
197	62323 62212	6	   	240.04	DCR|4VULN|1TLV|1DUR	15MLV|2TLV|3ZMB|4567VULN|5BPWR|8BBNT|9DUR|aRCR
198	62323 62512	6	   	240.04	DCR|4VULN|1TLV|1DUR	15MLV|2TLV|3ZMB|4567VULN|5BPWR|8TBNT|9DUR|aRCR
199	13383 27743	10	   	240.02	DCR|2VULN|2DMG|2DUR|1CDMG	1LHND|2MBVNT|37DMG|4CDMG|5aDUR|69VULN|8RCR
200	13383 74743	10	   	240.02	DCR|2VULN|2DMG|2DUR|1CDMG	1LHND|2MBVNT|36DMG|4CDMG|5aDUR|79VULN|8RCR
201	13423 38872	5	   	239.95	DCR|2VULN|2DUR|2TLV|1DMG|1ASPD	19LHND|2MBVNT|39TLV|46VULN|5ASPD|79DUR|8RCR|9BPWR|aDMG
202	13423 18872	5	   	239.95	DCR|2VULN|2DUR|2TLV|1DMG|1ASPD	19LHND|2MBVNT|39TLV|47VULN|5ASPD|69DUR|8RCR|9BPWR|aDMG
203	33423 45122	10	   	239.95	DCR|2VULN|2DUR|2TLV|1DMG|1ASPD	17ZMB|2DUST|37DUR|4aVULN|5ASPD|67TLV|7BPWR|8DMG|9RCR
204	32313 12542	3	   	239.93	ACR|4VULN|3TLV|1DMG|1DUR	1ZMB|256TLV|3RCR|4568VULN|56BPWR|7DMG|9LIT|aDUR
205	32333 12542	4	   	239.93	ACR|4VULN|3TLV|1DMG|1DUR	1ZMB|256TLV|3RCR|4568VULN|56BPWR|7DMG|9LIT|aDUR
206	13246 18841	3	   	239.84	DCR|4VULN|1DUR|1TLV	1LHND|2MBVNT|347aVULN|5DUST|6DUR|8RCR|9TLV
207	13246 38841	3	   	239.84	DCR|4VULN|1DUR|1TLV	1LHND|2MBVNT|346aVULN|5DUST|7DUR|8RCR|9TLV
208	61112 62252	7	   	239.84	DCR|4VULN|1TLV|1DUR	1MLV|24ERES|3469VULN|4BPWR|5TLV|7DUR|8BBNT|aRCR
209	61114 22252	7	   	239.84	DCR|4VULN|1TLV|1DUR	1MLV|24ERES|3459VULN|4BPWR|6TLV|7DUR|8BBNT|aRCR
210	32631 36362	9	 * 	239.71	DCR|2VULN|3DUR|2ASPD|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8RCR|9aASPD
211	14246 32132	10	   	239.35	DCR|3VULN|1TLV|1DUR|1CDMG	1LHND|2TLV|3BEXP|4CDMG|589VULN|6RCR|7LIT|aDUR
212	13273 82347	3	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|367VULN|4TLV|5DUR|8CDMG|9LIT|aRCR
213	13423 82347	4	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|467VULN|5DUR|8CDMG|9LIT|aRCR
214	13428 82347	5	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|467VULN|5DUR|8CDMG|9LIT|aRCR
215	13232 12137	8	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|389VULN|4LIT|5TLV|6CDMG|7DUR|aRCR
216	13232 12137	9	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|389VULN|4LIT|5TLV|6CDMG|7DUR|aRCR
217	13417 12137	9	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|4LIT|5CDMG|689VULN|7DUR|aRCR
218	13417 12137	8	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|4LIT|5CDMG|689VULN|7DUR|aRCR
219	13426 12137	9	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|489VULN|5LIT|6CDMG|7DUR|aRCR
220	13426 12137	8	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|489VULN|5LIT|6CDMG|7DUR|aRCR
221	13454 12137	9	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|4CDMG|5LIT|689VULN|7DUR|aRCR
222	13454 12137	8	   	239.25	DCR|3VULN|1DUR|1TLV|1CDMG	1LHND|2MBVNT|3TLV|4CDMG|5LIT|689VULN|7DUR|aRCR
223	43352 12137	9	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|2MBVNT|389VULN|4LIT|5TLV|6CDMG|7DUR|aRCR
224	43352 12137	8	   	239.25	DCR|3VULN|1TLV|1DUR|1CDMG	1FEWX|2MBVNT|389VULN|4LIT|5TLV|6CDMG|7DUR|aRCR
225	14423 61122	9	   	239.14	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|2TLV|3DUR|46VULN|5ASPD|7RMIN|8aDMG|9RCR
226	43354 82423	10	   	239.08	DCR|3VULN|1DMG|1TLV|1AART	1FEWX|2MBVNT|38aVULN|4LIT|5DMG|6TLV|7AART|9RCR
227	13234 55135	8	   	239.08	DCR|3VULN|1DMG|1TLV|1AART	1LHND|2MBVNT|39aVULN|4LIT|5DMG|6AART|7RCR|8TLV
228	12323 45123	10	   	239.04	DCR|2VULN|2DMG|1DUR|1TLV|1ASPD	1LHND|2DUST|38DMG|49VULN|5ASPD|6TLV|7DUR|aRCR
229	13323 53111	9	   	239.04	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|2MBVNT|38DMG|4aVULN|5ASPD|6TLV|7RCR|9DUR
230	13323 53167	8	   	239.04	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|2MBVNT|38DMG|49VULN|5ASPD|6TLV|7RCR|aDUR
231	13323 53637	7	   	239.04	DCR|2VULN|2DMG|1TLV|1DUR|1ASPD	1LHND|2MBVNT|39DMG|48VULN|5ASPD|6TLV|7RCR|aDUR
232	14423 63122	9	   	239.04	DCR|2VULN|2DMG|1DUR|1TLV|1ASPD	1LHND|2TLV|3DUR|46VULN|5ASPD|7ERES|8aDMG|9RCR
233	13323 28181	4	   	239.02	DCR|2VULN|2DMG|2TLV|1CDMG|1AART	1aLHND|2MBVNT|3aDMG|47VULN|5AART|6CDMG|8aTLV|9RCR|aBPWR
234	43284 46314	9	   	238.90	DCR|3VULN|2DMG|1DUR	18FEWX|2MBVNT|3CGEN|4RPLT|589VULN|68DMG|7RCR|8BPWR|aDUR
235	43284 46332	9	   	238.90	DCR|3VULN|2DMG|1DUR	18FEWX|2MBVNT|3CGEN|4RPLT|58aVULN|68DMG|7RCR|8BPWR|9DUR
236	43284 46342	8	   	238.90	DCR|3VULN|2DMG|1DUR	18FEWX|2MBVNT|3CGEN|4RPLT|58aVULN|68DMG|7RCR|8BPWR|9DUR
237	13353 33716	10	   	238.90	DCR|3VULN|2DMG|1TLV	18LHND|2MBVNT|38DMG|4RPLT|5FEWX|6TLV|789VULN|8BPWR|aRCR
238	13353 33762	8	   	238.90	DCR|3VULN|2DMG|1TLV	18LHND|2MBVNT|38DMG|4RPLT|5FEWX|6TLV|78aVULN|8BPWR|9RCR
239	32423 23152	8	   	238.90	DCR|3VULN|2DMG|1TLV	156ZMB|2TLV|3CGEN|459VULN|5BPWR|7RCR|8aDMG
240	32423 23232	7	   	238.90	DCR|3VULN|2DMG|1TLV	156ZMB|2TLV|3CGEN|458VULN|5BPWR|7RCR|9aDMG
241	32423 24232	6	   	238.90	DCR|3VULN|2DMG|1TLV	156ZMB|2TLV|3CGEN|457VULN|5BPWR|8RCR|9aDMG
242	32123 23152	8	   	238.80	DCR|3VULN|2DMG|1TLV	156ZMB|2TLV|3ERES|459VULN|5BPWR|7RCR|8aDMG
243	32123 23232	7	   	238.80	DCR|3VULN|2DMG|1TLV	156ZMB|2TLV|3ERES|458VULN|5BPWR|7RCR|9aDMG
244	32123 24232	6	   	238.80	DCR|3VULN|2DMG|1TLV	156ZMB|2TLV|3ERES|457VULN|5BPWR|8RCR|9aDMG
245	13423 72147	9	   	238.71	DCR|3VULN|2ASPD|1TLV|1DUR	17LHND|2MBVNT|3TLV|467VULN|57ASPD|7BPWR|8ZMB|9RCR|aDUR
246	13423 72148	10	   	238.71	DCR|3VULN|2ASPD|1TLV|1DUR	17LHND|2MBVNT|3TLV|467VULN|57ASPD|7BPWR|8ZMB|9RCR|aDUR
247	13322 36158	4	   	238.70	DCR|3VULN|2DMG|1DUR	1LHND|2MBVNT|36DMG|46aVULN|5TBNT|6BPWR|7RPLT|8RCR|9DUR
248	13423 13172	8	   	238.65	DCR|2VULN|3DMG|1TLV|1ASPD	19LHND|2MBVNT|3TLV|49VULN|5ASPD|6ZMB|7RCR|89aDMG|9BPWR
249	13322 38862	5	   	238.60	DCR|3VULN|2DMG|1DUR	1LHND|2MBVNT|3aDMG|469VULN|5ERES|7DUR|8RCR
250	32631 36112	7	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8RCR|9BEXP|aDMG
251	32631 36132	7	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8RCR|9FEWX|aDMG
252	32631 36312	8	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8RCR|9BEXP|aDMG
253	32631 36332	8	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8RCR|9FEWX|aDMG
254	32631 36342	9	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8RCR|9LHND|aDMG
255	32631 36431	9	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8DMG|9RCR|aCGEN
256	32631 36431	10	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8DMG|9RCR|aBEXP
257	32631 36433	9	   	238.56	DCR|2VULN|3DUR|1DMG|1TLV	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8DMG|9RCR|aLWND
258	13323 12268	6	   	238.51	DCR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3DMG|479aVULN|5ASPD|6ZMB|8RCR
259	13323 12768	6	   	238.51	DCR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3DMG|478aVULN|5ASPD|6ZMB|9RCR
260	13323 13668	7	   	238.51	DCR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3DMG|489aVULN|5ASPD|6ZMB|7RCR
261	13323 33268	5	   	238.51	DCR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3DMG|469aVULN|5ASPD|7ZMB|8RCR
262	13323 33768	5	   	238.51	DCR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3DMG|468aVULN|5ASPD|7ZMB|9RCR
263	13323 43268	7	   	238.51	DCR|4VULN|1DMG|1ASPD	1LHND|2MBVNT|3DMG|489aVULN|5ASPD|6CGEN|7RCR
264	13425 72248	9	   	238.51	DCR|4VULN|2TLV|1ASPD|1NUKE	17LHND|2MBVNT|37TLV|467aVULN|5NUKE|7BPWR|8ASPD|9RCR
265	13425 72318	8	   	238.51	DCR|4VULN|2TLV|1ASPD|1NUKE	17LHND|2MBVNT|37TLV|4678VULN|5NUKE|7BPWR|9RCR|aASPD
266	43343 28315	3	   	238.51	DCR|4VULN|2TLV|1ASPD	15FEWX|2MBVNT|3457VULN|5BPWR|6ASPD|8aTLV|9RCR
267	13311 36258	3	   	238.50	DCR|3VULN|3DMG	18aLHND|2MBVNT|38aDMG|4ZMB|5FEWX|68aVULN|7RPLT|8aBPWR|9RCR
268	31613 16261	3	   	238.47	DCR|4VULN|2DUR	156ZMB|279ERES|39DUR|4569VULN|569BPWR|8RCR|aCGEN
269	31613 16262	3	   	238.47	DCR|4VULN|2DUR	156ZMB|279ERES|39DUR|4569VULN|569BPWR|8RCR|aRMIN
270	31613 16263	3	   	238.47	DCR|4VULN|2DUR	156ZMB|279ERES|39DUR|4569VULN|569BPWR|8RCR|aLHND
271	31633 16261	4	   	238.47	DCR|4VULN|2DUR	156ZMB|279ERES|39DUR|4569VULN|569BPWR|8RCR|aCGEN
272	31633 16262	4	   	238.47	DCR|4VULN|2DUR	156ZMB|279ERES|39DUR|4569VULN|569BPWR|8RCR|aRMIN
273	31633 16263	4	   	238.47	DCR|4VULN|2DUR	156ZMB|279ERES|39DUR|4569VULN|569BPWR|8RCR|aLHND
274	13138 37441	5	   	238.47	DCR|4VULN|2DUR	18LHND|2MBVNT|3BELT|48DUR|5789VULN|6RPLT|8BPWR|aRCR
275	31613 15372	3	   	238.47	DCR|4VULN|2DUR	156ZMB|29ERES|39DUR|4569VULN|569BPWR|7MBVNT|8RCVC|aRCR
276	31633 15372	4	   	238.47	DCR|4VULN|2DUR	156ZMB|29ERES|39DUR|4569VULN|569BPWR|7MBVNT|8RCVC|aRCR
277	43311 37441	5	   	238.47	DCR|4VULN|2DUR	18FEWX|2MBVNT|3789VULN|4BELT|58DUR|6RPLT|8BPWR|aRCR
278	32652 12112	3	   	238.46	DCR|2VULN|3DUR|1DMG|1TLV	16ZMB|2TLV|347DUR|56VULN|6BPWR|8RCR|9BEXP|aDMG
279	32652 12132	3	   	238.46	DCR|2VULN|3DUR|1DMG|1TLV	16ZMB|2TLV|347DUR|56VULN|6BPWR|8RCR|9FEWX|aDMG
280	13248 48416	5	   	238.40	DCR|3VULN|3DMG	19aLHND|2MBVNT|39aVULN|4DMSP|5BELT|689DMG|7RCR|9aBPWR
281	13321 28416	6	   	238.40	DCR|3VULN|3DMG	19aLHND|2MBVNT|389DMG|49aVULN|5RCVC|6BELT|7RCR|9aBPWR
282	11623 62412	7	   	238.37	DCR|4VULN|2DUR	139LHND|25ERES|4569VULN|59BPWR|79DUR|8TBNT|aRCR
283	16123 62412	7	   	238.37	DCR|4VULN|2DUR	19LHND|2DMSP|35ERES|4569VULN|59BPWR|79DUR|8TBNT|aRCR
284	43284 46312	10	   	238.30	DCR|3VULN|3DMG	18FEWX|2MBVNT|3CGEN|4RPLT|589VULN|68aDMG|7RCR|8BPWR
285	13223 38848	4	   	238.27	DCR|4VULN|2DUR	1LHND|2MBVNT|367aVULN|4BEXP|59DUR|8RCR
286	13241 18848	3	   	238.27	DCR|4VULN|2DUR	1LHND|2MBVNT|347aVULN|5BEXP|69DUR|8RCR
287	13241 38848	3	   	238.27	DCR|4VULN|2DUR	1LHND|2MBVNT|346aVULN|5BEXP|79DUR|8RCR
288	12335 32871	5	   	238.20	DCR|3VULN|3DMG	19LHND|2DUST|379DMG|4RMIN|5MBVNT|69aVULN|8RCR|9BPWR
289	13382 34752	8	 * 	237.99	DCR|2VULN|2DMG|3CDMG|1DUR	19LHND|2MBVNT|39DMG|45aCDMG|6DUR|79VULN|8RCR|9BPWR
290	13382 34852	7	   	237.99	DCR|2VULN|2DMG|3CDMG|1DUR	19LHND|2MBVNT|39DMG|45aCDMG|6DUR|79VULN|8RCR|9BPWR
291	32631 36363	10	   	237.81	DCR|2VULN|3DUR|1TLV|1ASPD	17ZMB|2TLV|367DUR|47VULN|5DMSP|7BPWR|8RCR|9ASPD|aLIT
292	13152 84428	5	   	237.79	DCR|3VULN|2DUR|1CDMG	18LHND|2MBVNT|3BELT|4CDMG|58DUR|6RCR|78aVULN|8BPWR|9LIT
293	13152 84445	5	   	237.79	DCR|3VULN|2DUR|1CDMG	18LHND|2MBVNT|3BELT|4CDMG|58DUR|6RCR|789VULN|8BPWR|aLIT
294	13154 84428	4	   	237.79	DCR|3VULN|2DUR|1CDMG	18LHND|2MBVNT|3BELT|4CDMG|58DUR|6RCR|78aVULN|8BPWR|9LIT
295	13154 84445	4	   	237.79	DCR|3VULN|2DUR|1CDMG	18LHND|2MBVNT|3BELT|4CDMG|58DUR|6RCR|789VULN|8BPWR|aLIT
296	13238 11847	3	   	237.79	DCR|3VULN|2DUR|1CDMG	18LHND|2MBVNT|378VULN|4CDMG|5MLV|68DUR|8BPWR|9LIT|aRCR
297	43373 44218	3	   	237.70	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1FEWX|2MBVNT|37VULN|4TLV|5AART|69DMG|8RCR|aDUR
298	32333 62252	8	   	237.65	ACR|4VULN|2DMG|1TLV	17ZMB|2TLV|3RCR|4789VULN|5RPLT|67DMG|7BPWR|aLIT
299	42332 32511	3	   	237.59	DCR|3VULN|2DUR|1CDMG	1FEWX|2DUST|35aVULN|4CDMG|6RCR|7LIT|89DUR
300	42632 32511	2	   	237.59	DCR|3VULN|2DUR|1CDMG	1FEWX|2DUST|35aVULN|4CDMG|6RCR|7LIT|89DUR
301	13323 13258	5	   	237.58	DCR|2VULN|2DMG|2DUR|1ASPD	18LHND|2MBVNT|38DMG|4aVULN|5ASPD|68DUR|7RPLT|8BPWR|9RCR
302	32613 15228	3	   	237.56	DCR|3VULN|1DMG|1TLV|1DUR	156ZMB|2TLV|3DUR|456VULN|56BPWR|7MBVNT|8MLV|9RCR|aDMG
303	32633 15228	4	   	237.56	DCR|3VULN|1DMG|1TLV|1DUR	156ZMB|2TLV|3DUR|456VULN|56BPWR|7MBVNT|8MLV|9RCR|aDMG
304	35513 12153	3	   	237.56	DCR|3VULN|1DMG|1TLV|1DUR	156ZMB|2LHND|3TLV|456VULN|56BPWR|7DMG|8BBNT|9RCR|aDUR
305	35533 12153	4	   	237.56	DCR|3VULN|1DMG|1TLV|1DUR	156ZMB|2LHND|3TLV|456VULN|56BPWR|7DMG|8BBNT|9RCR|aDUR
306	62612 12522	5	   	237.56	DCR|3VULN|1DMG|1TLV|1DUR	146MLV|2TLV|3DUR|568VULN|6BPWR|7DMG|9LWND|aRCR
307	62612 12522	4	   	237.56	DCR|3VULN|1DMG|1TLV|1DUR	146MLV|2TLV|3DUR|568VULN|6BPWR|7DMG|9LWND|aRCR
308	32213 13352	3	   	237.54	DCR|4VULN|1TLV|1CDMG	156ZMB|2TLV|3DUST|456aVULN|56BPWR|7LHND|8CDMG|9RCR
309	32233 13352	4	   	237.54	DCR|4VULN|1TLV|1CDMG	156ZMB|2TLV|3DUST|456aVULN|56BPWR|7LHND|8CDMG|9RCR
310	33513 13352	3	   	237.54	DCR|4VULN|1TLV|1CDMG	156ZMB|2DUST|3TLV|456aVULN|56BPWR|7LHND|8CDMG|9RCR
311	33533 13352	4	   	237.54	DCR|4VULN|1TLV|1CDMG	156ZMB|2DUST|3TLV|456aVULN|56BPWR|7LHND|8CDMG|9RCR
312	32332 11246	2	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	16ZMB|2TLV|3DMSP|4DUR|56aVULN|6BPWR|7BBNT|8DMG|9RCR
313	32332 11346	2	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	16ZMB|2TLV|3DMSP|4DUR|56aVULN|6BPWR|7BBNT|8RCR|9DMG
314	32631 11246	5	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	16ZMB|2TLV|3DUR|46aVULN|5DMSP|6BPWR|7BBNT|8DMG|9RCR
315	32631 11346	5	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	16ZMB|2TLV|3DUR|46aVULN|5DMSP|6BPWR|7BBNT|8RCR|9DMG
316	32635 61122	10	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2TLV|3DUR|46aVULN|5LWND|7RMIN|8DMG|9RCR
317	62326 34122	10	   	237.46	DCR|3VULN|1DMG|1TLV|1DUR	1MLV|2TLV|3ZMB|46aVULN|5DUR|7BEXP|8DMG|9RCR
318	15232 34151	3	   	237.44	DCR|4VULN|1DUR|1CDMG	1LHND|2LWND|359aVULN|4CDMG|6RCR|7DUR|8RPLT
319	32213 15352	3	   	237.44	DCR|4VULN|1TLV|1CDMG	156ZMB|2TLV|3DUST|456aVULN|56BPWR|7MBVNT|8CDMG|9RCR
320	32233 15352	4	   	237.44	DCR|4VULN|1TLV|1CDMG	156ZMB|2TLV|3DUST|456aVULN|56BPWR|7MBVNT|8CDMG|9RCR
321	33513 15352	3	   	237.44	DCR|4VULN|1TLV|1CDMG	156ZMB|2DUST|3TLV|456aVULN|56BPWR|7MBVNT|8CDMG|9RCR
322	33533 15352	4	   	237.44	DCR|4VULN|1TLV|1CDMG	156ZMB|2DUST|3TLV|456aVULN|56BPWR|7MBVNT|8CDMG|9RCR
323	43343 42261	3	   	237.44	DCR|4VULN|1TLV|1CDMG	15FEWX|2MBVNT|3459VULN|5BPWR|6CDMG|7RPLT|8RCR|aTLV
324	43743 42261	2	   	237.44	DCR|4VULN|1TLV|1CDMG	15FEWX|2MBVNT|3459VULN|5BPWR|6CDMG|7RPLT|8RCR|aTLV
325	13325 18841	4	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1LHND|2MBVNT|3DMG|47aVULN|5MLV|6DUR|8RCR|9TLV
326	13325 38841	4	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1LHND|2MBVNT|3DMG|46aVULN|5MLV|7DUR|8RCR|9TLV
327	32632 61122	10	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2TLV|3DUR|46aVULN|5DUST|7RMIN|8DMG|9RCR
328	32632 61126	9	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1ZMB|2TLV|3DUR|46aVULN|5DUST|7RMIN|8DMG|9RCR
329	13273 24468	5	   	237.36	DCR|3VULN|1DMG|1TLV|1DUR	1LHND|2MBVNT|35aVULN|4RPLT|6DUR|7DMG|8TLV|9RCR
330	12232 34151	3	   	237.34	DCR|4VULN|1DUR|1CDMG	1LHND|2DUST|359aVULN|4CDMG|6RCR|7DUR|8RPLT
331	12632 34151	2	   	237.34	DCR|4VULN|1DUR|1CDMG	1LHND|2DUST|359aVULN|4CDMG|6RCR|7DUR|8RPLT
332	42332 34151	3	   	237.34	DCR|4VULN|1DUR|1CDMG	1FEWX|2DUST|359aVULN|4CDMG|6RCR|7DUR|8RPLT
333	13232 31881	10	   	237.32	DCR|3VULN|2ASPD|1TLV|2LIT	1aLHND|2MBVNT|39aVULN|46LIT|5TLV|7aASPD|8RCR|aBPWR
334	13353 14638	4	   	237.31	DCR|2VULN|3DMG|1DUR|1AART	17LHND|2MBVNT|378DMG|4RPLT|5AART|67VULN|7BPWR|9RCR|aDUR
335	13234 36312	7	   	237.31	DCR|3VULN|2DMG|2LIT	1LHND|2MBVNT|379VULN|46LIT|5aDMG|8RCR
