0	Index      	 *	Score 	Summary	Detail	
1	22266 23323	 * 	234.30	DCR|3VULN|1SPLARM|1AART|2CDMG|1ASPD	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6LIT|8RCR|9AART|aSPLARM
163	23242 21435	 * 	206.14	DCR|2VULN|1MDPS|1AART|1ASPD|1DMG|1AAC|1ZMB|1DUR	1aVULN|2ASPD|3DMG|4MDPS|5AAC|6RCR|7DUR|8ZMB|9AART
164	23113 21341	 * 	206.11	DCR|2VULN|2AART|1ASPD|1DMG|1ZMB	13VULN|2ASPD|4RPLT|59AART|6BEXP|7DMG|8ZMB|aRCR
165	33113 21541	   	206.11	DCR|2VULN|2AART|1ASPD|1DMG|1ZMB	1ZMB|23VULN|4RPLT|59AART|6BEXP|7DMG|8ASPD|aRCR
166	23464 12311	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	157VULN|2ASPD|36LHND|4CDMG|8RCR|9DUR|aAART
167	63164 12311	   	206.03	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	16LHND|2ASPD|357VULN|4CDMG|8RCR|9DUR|aAART
168	22264 23326	   	205.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	157VULN|2DUST|3ASPD|4CDMG|6LIT|8RCR|9AART|aDUR
169	22513 23326	   	205.93	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	147VULN|2DUST|3LIT|5CDMG|6DMG|8RCR|9AART|aDUR
170	22513 42326	   	205.93	DCR|3VULN|1AART|1ASPD|1CDMG|1DUR	146VULN|2DUST|3LIT|5CDMG|7ASPD|8RCR|9AART|aDUR
171	33235 62122	   	205.76	DCR|3VULN|2DMG|1CDMG|1ZMB	1ZMB|259VULN|3aDMG|4TLV|6RCR|7CDMG|8FEWX
172	33235 62522	   	205.76	DCR|3VULN|2DMG|1CDMG|1ZMB	1ZMB|259VULN|3aDMG|4TLV|6RCR|7CDMG|8LHND
173	23335 65312	   	205.63	DCR|3VULN|2CDMG|1ASPD|1DMG	159VULN|2ASPD|39CGEN|4AME|6RCR|7FEWX|89CDMG|9BPWR|aDMG
174	25152 32312	   	205.53	DCR|3VULN|2CDMG|1ASPD|1DMG	139VULN|2ERES|49BEXP|5AME|6RCR|7ASPD|89CDMG|9BPWR|aDMG
175	26113 53315	   	205.49	DCR|3VULN|2DMG|1AART|1ZMB	136VULN|26DMG|4RPLT|5AART|6BPWR|7CGEN|8ZMB|9MLV|aRCR
176	26113 52315	   	205.39	DCR|3VULN|2DMG|1AART|1ZMB	136VULN|26DMG|4RPLT|5AART|6BPWR|7TLV|8ZMB|9MLV|aRCR
177	26113 54321	   	205.39	DCR|3VULN|2DMG|1AART|1NUKE|1ZMB	136VULN|26DMG|4RPLT|5AART|6BPWR|7NUKE|8ZMB|9FEWX|aRCR
178	25132 32312	   	205.33	DCR|3VULN|2CDMG|1ASPD|1DMG	139VULN|2ERES|49DUST|5AME|6RCR|7ASPD|89CDMG|9BPWR|aDMG
179	23466 11321	   	205.25	DCR|3VULN|1AART|2CDMG|1ASPD	159VULN|2ASPD|36LHND|45CDMG|5BPWR|7FEWX|8RCR|aAART
180	22266 23321	   	205.15	DCR|3VULN|1AART|2CDMG|1ASPD	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6LIT|8RCR|9AART|aRCVC
181	22266 23324	   	205.15	DCR|3VULN|1AART|2CDMG|1ASPD	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6LIT|8RCR|9AART|aLWND
182	22266 62312	   	205.15	DCR|3VULN|1AART|2CDMG|1ASPD	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6AELBLL|8RCR|9AART|aFEWX
183	22266 62313	   	205.15	DCR|3VULN|1AART|2CDMG|1ASPD	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6AELBLL|8RCR|9AART|aLHND
184	23464 31321	   	205.15	DCR|3VULN|1AART|2CDMG|1ASPD	159VULN|2ASPD|3LHND|46CDMG|7FEWX|8RCR|aAART
185	63164 31321	   	205.15	DCR|3VULN|1AART|2CDMG|1ASPD	1LHND|2ASPD|359VULN|46CDMG|7FEWX|8RCR|aAART
186	23235 61225	   	205.09	DCR|2VULN|2DMG|1AART|1ASPD|1AAC	15VULN|2ASPD|3aDMG|4TLV|6RCR|7RPLT|8AAC|9AART
187	33155 62231	   	205.08	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1ZMB|235VULN|4BEXP|6RCR|7CDMG|8ASPD|9AAC|aAART
188	33165 62231	   	205.08	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1ZMB|235VULN|4LWND|6RCR|7CDMG|8ASPD|9AAC|aAART
189	22266 23322	   	205.05	DCR|3VULN|1AART|2CDMG|1ASPD|1MSE	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6LIT|8RCR|9AART|aMSE
190	22266 62311	   	205.05	DCR|3VULN|1AART|2CDMG|1ASPD	157VULN|2DUST|3ASPD|45CDMG|5BPWR|6AELBLL|8RCR|9AART|aERES
191	22612 26533	   	205.05	DCR|2VULN|2ASPD|1AART|1CDMG	19VULN|29DUST|3BEXP|4CDMG|5RCVC|6RCR|7AART|89ASPD|9BPWR|aSPLREG
192	33135 62231	   	204.98	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1ZMB|235VULN|4DUST|6RCR|7CDMG|8ASPD|9AAC|aAART
193	22612 26531	   	204.88	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC	19VULN|29DUST|3BEXP|4CDMG|5RCVC|6RCR|7AART|89ASPD|9BPWR|aAAC
194	23135 65231	 * 	204.78	DCR|4VULN|3ASPD	135aVULN|29aASPD|4DUST|6RCR|7FEWX|8aLIT|aBPWR
195	23135 66231	   	204.78	DCR|4VULN|3ASPD	135aVULN|29aASPD|4DUST|6RCR|7LHND|8aLIT|aBPWR
196	26135 62213	   	204.68	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC	135VULN|2DMG|4DUST|6RCR|7CDMG|8ASPD|9LHND|aAAC
197	26135 62233	   	204.58	DCR|3VULN|1ASPD|1DMG|1CDMG|1AAC|1MSE	135VULN|2DMG|4DUST|6RCR|7CDMG|8ASPD|9AAC|aMSE
198	26235 62213	   	204.44	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC	15VULN|23DMG|4DUST|6RCR|7CDMG|8ASPD|9LHND|aAAC
199	26235 62233	   	204.34	DCR|2VULN|2DMG|1ASPD|1CDMG|1AAC|1MSE	15VULN|23DMG|4DUST|6RCR|7CDMG|8ASPD|9AAC|aMSE
