0	Index      	 *	Score 	Summary	Detail	
1	32331 52254	 * 	223.81	DCR|3VULN|2DMG|2ASPD|1CDMG	1AME|238VULN|47ASPD|5aDMG|6CDMG|9RCR
327	32331 34643	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6AART|7FEWX|8CDMG|9TLV|aRCR
328	32331 56513	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6CDMG|7MLV|8AART|9DUST|aRCR
329	32331 64513	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6MLV|7CDMG|8AART|9DUST|aRCR
330	32341 24533	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4TLV|5ASPD|6DMG|7CDMG|8AART|9BEXP|aRCR
331	53141 33243	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CGEN|24VULN|3DMG|5ASPD|6AART|7CDMG|8BEXP|9TLV|aRCR
332	53331 33243	   	195.85	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CGEN|23VULN|4ASPD|5DMG|6AART|7CDMG|8BEXP|9TLV|aRCR
333	16334 42211	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|39VULN|4AART|5ASPD|6RCR|7DUST|8DMG|aLHND
334	16334 42212	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|39VULN|4AART|5ASPD|6RCR|7DUST|8DMG|aCGEN
335	16334 42213	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|39VULN|4AART|5ASPD|6RCR|7DUST|8DMG|aMLV
336	16334 42221	   	195.81	DCR|2VULN|1AART|1ASPD|1DMG|1AAC|1DUR	1AAC|2DUR|3aVULN|4AART|5ASPD|6RCR|7DUST|8DMG|9RPLT
337	32312 26143	   	195.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8ASPD|9TLV|aCDMG
338	32312 26533	   	195.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1AME|234VULN|5DUST|6DMG|7RCR|8ERES|9ASPD|aCDMG
339	53312 26143	   	195.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|234VULN|5DUST|6DMG|7RCR|8ASPD|9TLV|aCDMG
340	53312 26533	   	195.81	DCR|3VULN|1ASPD|1DMG|1CDMG	1CGEN|234VULN|5DUST|6DMG|7RCR|8ERES|9ASPD|aCDMG
341	13315 11132	   	195.77	DCR|3VULN|2ASPD|1DMG|1AAC|1MSE	1AAC|234VULN|5DMG|6RCR|7BEXP|89ASPD|aMSE
342	13315 11135	   	195.77	DCR|3VULN|2ASPD|1DMG|1AAC	1AAC|234VULN|5DMG|6RCR|7BEXP|89ASPD|aDUST
343	13315 13131	   	195.77	DCR|3VULN|2ASPD|1DMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|89ASPD|aAME
344	13315 13136	   	195.77	DCR|3VULN|2ASPD|1DMG|1AAC	1AAC|234VULN|5DMG|6RCR|7DUST|89ASPD|aLIT
345	32311 51245	   	195.77	ACR|4VULN|2DMG|3CDMG	1aAME|2348VULN|5RCR|67aCDMG|9aDMG|aBPWR
346	32141 33613	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|24VULN|3DMG|5ASPD|6AART|7CDMG|8ERES|9DUST|aRCR
347	13141 33251	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AAC|24VULN|3DMG|5ASPD|6AART|7CDMG|8BEXP|9TSLARM|aRCR
348	13331 33251	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AAC|23VULN|4ASPD|5DMG|6AART|7CDMG|8BEXP|9TSLARM|aRCR
349	32331 33613	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4ASPD|5DMG|6AART|7CDMG|8ERES|9DUST|aRCR
350	32341 24513	   	195.75	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG	1AME|23VULN|4TLV|5ASPD|6DMG|7CDMG|8AART|9DUST|aRCR
351	32431 22351	   	195.70	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1AME|2aVULN|3ZMB|4RCVC|5ASPD|6DMG|7DUR|8CDMG|9RCR
352	53431 22351	   	195.70	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2aVULN|3ZMB|4RCVC|5ASPD|6DMG|7DUR|8CDMG|9RCR
353	13315 13132	   	195.67	DCR|3VULN|2ASPD|1DMG|1AAC|1MSE	1AAC|234VULN|5DMG|6RCR|7DUST|89ASPD|aMSE
354	13141 33651	   	195.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AAC|24VULN|3DMG|5ASPD|6AART|7CDMG|8DUST|9TSLARM|aRCR
355	13331 33651	   	195.65	DCR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1AAC|23VULN|4ASPD|5DMG|6AART|7CDMG|8DUST|9TSLARM|aRCR
356	32362 26161	   	195.60	DCR|4VULN|1ASPD|1DMG	14AME|234aVULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9MLV
357	32362 26231	   	195.60	DCR|4VULN|1ASPD|1DMG	14AME|234aVULN|4BPWR|5DUST|6DMG|7RCR|8CGEN|9ASPD
358	32362 26331	   	195.60	DCR|4VULN|1ASPD|1DMG	14AME|234aVULN|4BPWR|5DUST|6DMG|7RCR|8MLV|9ASPD
359	53321 26161	   	195.60	DCR|4VULN|1ASPD|1DMG	1CGEN|235aVULN|4LHND|6DMG|7RCR|8ASPD|9MLV
360	13431 22351	   	195.60	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1AAC|2aVULN|3ZMB|4RCVC|5ASPD|6DMG|7DUR|8CDMG|9RCR
361	23221 23416	   	195.54	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1BEXP|24LWND|34DUR|4BPWR|5CDMG|6AART|7RCR|8aVULN|9DMG
362	32312 26161	   	195.50	DCR|4VULN|1ASPD|1DMG	1AME|234aVULN|5DUST|6DMG|7RCR|8ASPD|9MLV
363	32312 26231	   	195.50	DCR|4VULN|1ASPD|1DMG	1AME|234aVULN|5DUST|6DMG|7RCR|8CGEN|9ASPD
364	32312 26331	   	195.50	DCR|4VULN|1ASPD|1DMG	1AME|234aVULN|5DUST|6DMG|7RCR|8MLV|9ASPD
365	32362 26141	   	195.50	DCR|4VULN|1ASPD|1DMG	14AME|234aVULN|4BPWR|5DUST|6DMG|7RCR|8ASPD|9TLV
366	32362 26531	   	195.50	DCR|4VULN|1ASPD|1DMG	14AME|234aVULN|4BPWR|5DUST|6DMG|7RCR|8ERES|9ASPD
367	53312 26161	   	195.50	DCR|4VULN|1ASPD|1DMG	1CGEN|234aVULN|5DUST|6DMG|7RCR|8ASPD|9MLV
368	53321 26141	   	195.50	DCR|4VULN|1ASPD|1DMG	1CGEN|235aVULN|4LHND|6DMG|7RCR|8ASPD|9TLV
369	53321 26531	   	195.50	DCR|4VULN|1ASPD|1DMG	1CGEN|235aVULN|4LHND|6DMG|7RCR|8ERES|9ASPD
370	32131 52251	   	195.44	DCR|2VULN|2ASPD|1DMG|1CDMG	1AME|28VULN|3DMG|4RCVC|57ASPD|6CDMG|9RCR|aRMIN
371	53131 52251	   	195.44	DCR|2VULN|2ASPD|1DMG|1CDMG	1CGEN|28VULN|3DMG|4RCVC|57ASPD|6CDMG|9RCR|aRMIN
372	13315 11423	   	195.43	DCR|3VULN|2DMG|1CDMG|1AAC	1AAC|234VULN|59DMG|6RCR|7BEXP|8LWND|aCDMG
373	32312 26141	   	195.40	DCR|4VULN|1ASPD|1DMG	1AME|234aVULN|5DUST|6DMG|7RCR|8ASPD|9TLV
374	32312 26531	   	195.40	DCR|4VULN|1ASPD|1DMG	1AME|234aVULN|5DUST|6DMG|7RCR|8ERES|9ASPD
375	53312 26141	   	195.40	DCR|4VULN|1ASPD|1DMG	1CGEN|234aVULN|5DUST|6DMG|7RCR|8ASPD|9TLV
376	53312 26531	   	195.40	DCR|4VULN|1ASPD|1DMG	1CGEN|234aVULN|5DUST|6DMG|7RCR|8ERES|9ASPD
377	13131 52261	   	195.34	DCR|2VULN|2ASPD|1DMG|1CDMG|1AAC	1AAC|28VULN|3DMG|4RCVC|57ASPD|6CDMG|9RCR|aRMIN
378	13315 13423	   	195.33	DCR|3VULN|2DMG|1CDMG|1AAC	1AAC|234VULN|59DMG|6RCR|7DUST|8LWND|aCDMG
379	35311 62532	   	195.21	DCR|3VULN|1AART|1CDMG|2DUR	1AME|28DUR|379VULN|4MLV|5CDMG|6RCR|aAART
380	13314 12426	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1AAC|234VULN|5ASPD|6RCR|7aDUR|8LWND|9DMG
381	13315 12116	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1AAC|234VULN|5DMG|6RCR|7aDUR|8ASPD|9LWND
382	13315 12336	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1AAC|234VULN|5DMG|6RCR|7aDUR|8MLV|9ASPD
383	13315 12633	   	195.21	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1AAC|234VULN|5DMG|6RCR|7aDUR|8BEXP|9ASPD
384	13334 35351	   	195.15	DCR|2VULN|1AART|1ASPD|1DMG|2DUR|1AAC	1AAC|23VULN|4ASPD|5RPLT|6AART|7aDUR|8DMG|9RCR
385	13315 12146	   	195.11	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1AAC|234VULN|5DMG|6RCR|7aDUR|8ASPD|9TLV
386	13315 12153	   	195.11	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1AAC|234VULN|5DMG|6RCR|7aDUR|8ASPD|9DUST
387	13315 12536	   	195.11	DCR|3VULN|1ASPD|1DMG|2DUR|1AAC	1AAC|234VULN|5DMG|6RCR|7aDUR|8ERES|9ASPD
388	13315 11421	   	195.03	DCR|4VULN|2DMG|1AAC	1AAC|234aVULN|59DMG|6RCR|7BEXP|8LWND
389	13315 15633	   	195.03	DCR|4VULN|2DMG|1AAC	1AAC|234aVULN|59DMG|6RCR|7MLV|8LIT
390	13315 13421	   	194.93	DCR|4VULN|2DMG|1AAC	1AAC|234aVULN|59DMG|6RCR|7DUST|8LWND
391	32335 42152	   	194.49	DCR|3VULN|3ASPD|2DUR	19AME|239VULN|468ASPD|5MBVNT|79DUR|9BPWR|aRCR
392	32335 42462	   	194.49	DCR|3VULN|3ASPD|2DUR	19AME|238VULN|469ASPD|5MBVNT|79DUR|9BPWR|aRCR
393	32335 82162	   	194.49	DCR|3VULN|3ASPD|2DUR	19AME|236VULN|489ASPD|5MBVNT|79DUR|9BPWR|aRCR
394	53335 42152	   	194.49	DCR|3VULN|3ASPD|2DUR	19CGEN|239VULN|468ASPD|5MBVNT|79DUR|9BPWR|aRCR
395	53335 42462	   	194.49	DCR|3VULN|3ASPD|2DUR	19CGEN|238VULN|469ASPD|5MBVNT|79DUR|9BPWR|aRCR
396	13333 14433	   	194.26	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1AAC|23VULN|49ASPD|5FEWX|6RMIN|7RCR|8ZMB|aAART
397	32362 26131	   	193.97	DCR|3VULN|2ASPD|1DMG	14aAME|234VULN|4BPWR|5DUST|6DMG|7RCR|89ASPD
398	32362 26132	   	193.97	DCR|3VULN|2ASPD|1DMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|89ASPD|aRPLT
399	32362 26133	   	193.97	DCR|3VULN|2ASPD|1DMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|89ASPD|aLHND
400	32362 26136	   	193.97	DCR|3VULN|2ASPD|1DMG	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|89ASPD|aLIT
401	53321 26131	   	193.97	DCR|3VULN|2ASPD|1DMG	1CGEN|235VULN|4LHND|6DMG|7RCR|89ASPD|aAME
402	53321 26136	   	193.97	DCR|3VULN|2ASPD|1DMG	1CGEN|235VULN|4LHND|6DMG|7RCR|89ASPD|aLIT
403	53362 26131	   	193.97	DCR|3VULN|2ASPD|1DMG	14CGEN|234VULN|4BPWR|5DUST|6DMG|7RCR|89ASPD|aAME
404	13314 63243	   	193.97	DCR|3VULN|2AAC|1ASPD|1DMG|1CDMG	16AAC|234VULN|5ASPD|7CDMG|8RMIN|9DMG|aRCR
405	32312 26131	   	193.87	DCR|3VULN|2ASPD|1DMG	1aAME|234VULN|5DUST|6DMG|7RCR|89ASPD
406	32312 26132	   	193.87	DCR|3VULN|2ASPD|1DMG	1AME|234VULN|5DUST|6DMG|7RCR|89ASPD|aRPLT
407	32312 26133	   	193.87	DCR|3VULN|2ASPD|1DMG	1AME|234VULN|5DUST|6DMG|7RCR|89ASPD|aLHND
408	32312 26136	   	193.87	DCR|3VULN|2ASPD|1DMG	1AME|234VULN|5DUST|6DMG|7RCR|89ASPD|aLIT
409	32362 26135	   	193.87	DCR|3VULN|2ASPD|1DMG|1MSE	14AME|234VULN|4BPWR|5DUST|6DMG|7RCR|89ASPD|aMSE
410	53312 26131	   	193.87	DCR|3VULN|2ASPD|1DMG	1CGEN|234VULN|5DUST|6DMG|7RCR|89ASPD|aAME
411	53312 26136	   	193.87	DCR|3VULN|2ASPD|1DMG	1CGEN|234VULN|5DUST|6DMG|7RCR|89ASPD|aLIT
412	53321 26132	   	193.87	DCR|3VULN|2ASPD|1DMG|1MSE	1CGEN|235VULN|4LHND|6DMG|7RCR|89ASPD|aMSE
413	53321 26135	   	193.87	DCR|3VULN|2ASPD|1DMG	1CGEN|235VULN|4LHND|6DMG|7RCR|89ASPD|aDUST
414	53351 26131	   	193.87	DCR|3VULN|2ASPD|1DMG	1CGEN|235VULN|4DUST|6DMG|7RCR|89ASPD|aAME
415	53362 26132	   	193.87	DCR|3VULN|2ASPD|1DMG|1MSE	14CGEN|234VULN|4BPWR|5DUST|6DMG|7RCR|89ASPD|aMSE
416	32311 24543	 * 	193.82	ACR|3VULN|1MDPS|1AART|1ASPD|1DMG|1SELL	1AME|234VULN|5RCR|6DMG|7SELL|8AART|9ASPD|aMDPS
