0	Index      	 *	Score 	Summary	Detail	
1	63361 21243	 * 	219.99	DCR|3VULN|3ASPD|1MDPS|3DUR|1CDMG	1RMIN|29aDUR|3CDMG|4MDPS|5BELT|69aASPD|79aVULN|8RCR|9aBPWR
163	53221 31522	   	194.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|2RCVC	12RCVC|3DUR|4AART|5CGEN|6RCR|79VULN|8DMG|aZMB
164	53222 31522	   	194.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|2RCVC	12RCVC|3DUR|4AART|5AME|6RCR|79VULN|8DMG|aZMB
165	31333 21113	 * 	193.86	DCR|2VULN|2AART|1ASPD|1CDMG	15DUST|2ASPD|3CDMG|45VULN|5BPWR|6LHND|7aAART|8FEWX|9RCR
166	35333 21113	 * 	193.86	DCR|2VULN|2AART|1DMG|1CDMG	15DUST|2DMG|3CDMG|45VULN|5BPWR|6LHND|7aAART|8FEWX|9RCR
167	52411 13226	   	193.84	DCR|3VULN|1AART|1ASPD|1DUR	1RCVC|2ERES|379VULN|4CGEN|5DUR|6AART|8RCR|aASPD
168	12333 13222	   	193.79	DCR|4VULN|1ASPD|1CDMG	1CGEN|247aVULN|3CDMG|5MLV|6RCR|8LWND|9ASPD
169	22336 34352	   	193.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1MLV|24VULN|3CDMG|59DUR|6RCR|7BEXP|8DMG|aASPD
170	12334 22222	   	193.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	1CGEN|24aVULN|35CDMG|6ZMB|7RCR|8LWND|9ASPD
171	22334 22222	   	193.70	DCR|3VULN|2CDMG|1ASPD|1ZMB	1MLV|24aVULN|35CDMG|6ZMB|7RCR|8LWND|9ASPD
172	12331 13222	   	193.69	DCR|4VULN|1ASPD|1CDMG	1CGEN|247aVULN|3CDMG|5ERES|6RCR|8LWND|9ASPD
173	22331 13222	   	193.69	DCR|4VULN|1ASPD|1CDMG	1MLV|247aVULN|3CDMG|5ERES|6RCR|8LWND|9ASPD
174	22336 31365	 * 	193.68	DCR|3VULN|2CDMG|1DMG|1DUR	1MLV|249VULN|3aCDMG|5DUR|6RCR|7DMSP|8DMG
175	22336 34123	   	193.68	DCR|3VULN|2CDMG|1ASPD|1DUR	1MLV|248VULN|3aCDMG|5DUR|6RCR|7BEXP|9ASPD
176	36263 63313	   	193.68	DCR|3VULN|2CDMG|1ASPD|1DUR	1DUST|24CDMG|34aVULN|4BPWR|5LIT|6RCR|7ASPD|8RMIN|9DUR
177	36263 62223	   	193.58	DCR|3VULN|2CDMG|1ASPD|1DUR	1DUST|24CDMG|34aVULN|4BPWR|5LIT|6RCR|7DUR|8ERES|9ASPD
178	36262 21114	 * 	193.52	DCR|3VULN|1AART|2CDMG|1ZMB	1aDUST|24CDMG|34aVULN|4aBPWR|5ZMB|6LHND|7AART|8aFEWX|9RCR
179	36262 21111	   	193.42	DCR|3VULN|1AART|2CDMG|1ZMB	1DUST|24CDMG|34aVULN|4BPWR|5ZMB|6LHND|7AART|8FEWX|9RCR
180	12621 53522	   	193.42	DCR|4VULN|1AART|1ASPD	1CGEN|2579VULN|35FEWX|4AART|5BPWR|6ASPD|8LHND|aRCR
181	12621 53622	   	193.42	DCR|4VULN|1AART|1ASPD	1CGEN|2579VULN|35FEWX|4AART|5BPWR|6ASPD|8LWND|aRCR
182	12621 53322	   	193.32	DCR|4VULN|1AART|1ASPD	1CGEN|2579VULN|35FEWX|4AART|5BPWR|6ASPD|8LEGI|aRCR
183	22621 56322	   	193.32	DCR|4VULN|1AART|1ASPD	1MLV|2579VULN|35FEWX|4AART|5BPWR|6ASPD|8LEGI|aRCR
184	53321 31525	   	193.26	DCR|3VULN|1AART|1DMG|2RCVC	12RCVC|3LHND|4AART|5CGEN|6RCR|79aVULN|8DMG
185	53322 31525	   	193.26	DCR|3VULN|1AART|1DMG|2RCVC	12RCVC|3LHND|4AART|5AME|6RCR|79aVULN|8DMG
186	31461 24148	 * 	193.25	DCR|3VULN|2AART|1MDPS|1ASPD	1DUST|2ASPD|3MBVNT|4MDPS|58AART|679VULN|aRCR
187	64521 32121	   	193.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|23DMG|3BPWR|4AART|5CGEN|6RCR|7DUR|8MLV|9VULN|aASPD
188	64522 32121	   	193.21	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1RMIN|23DMG|3BPWR|4AART|5AME|6RCR|7DUR|8MLV|9VULN|aASPD
189	53121 31525	   	193.16	DCR|3VULN|1AART|1DMG|2RCVC	12RCVC|3DUST|4AART|5CGEN|6RCR|79aVULN|8DMG
190	53122 31525	   	193.16	DCR|3VULN|1AART|1DMG|2RCVC	12RCVC|3DUST|4AART|5AME|6RCR|79aVULN|8DMG
191	22121 55251	   	193.05	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	1MLV|25VULN|35LWND|4AART|5BPWR|6aASPD|7RCR|8DMG|9AAC
192	22221 55251	   	193.05	DCR|2VULN|2ASPD|1AART|1DMG|1AAC	1MLV|25VULN|35BEXP|4AART|5BPWR|6aASPD|7RCR|8DMG|9AAC
193	31343 32365	   	192.98	DCR|2VULN|2ASPD|2CDMG|1ZMB	1aDUST|26ASPD|3aCDMG|4RCVC|5MLV|7RCR|8ZMB|9aVULN|aBPWR
194	22336 33222	 * 	192.87	DCR|2VULN|2ASPD|1NUKE|1CDMG|1ZMB|1DUR	1MLV|24VULN|3CDMG|5DUR|6RCR|7ZMB|8NUKE|9aASPD
195	31356 21314	 * 	192.37	DCR|2VULN|3CDMG|1AART|1ASPD	1aDUST|2ASPD|35aCDMG|4LWND|6LHND|7AART|8aVULN|9RCR|aBPWR
196	31333 34126	   	192.37	DCR|3VULN|2ASPD|1CDMG|1DUR	15DUST|29ASPD|3CDMG|458VULN|5BPWR|6DUR|7FEWX|aRCR
197	12333 13666	   	192.37	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2479VULN|3CDMG|5MLV|6RCR|8DUR|aZMB
198	12331 13666	   	192.27	DCR|4VULN|1CDMG|1ZMB|1DUR	1CGEN|2479VULN|3CDMG|5ERES|6RCR|8DUR|aZMB
199	31131 21314	   	192.21	DCR|2VULN|2ASPD|1AART|1CDMG	1DUST|2aASPD|3LWND|4CDMG|5aAELBLL|6LHND|7AART|8aVULN|9RCR|aBPWR
200	31351 21314	   	192.21	DCR|2VULN|2ASPD|1AART|1CDMG	1DUST|2aASPD|3CDMG|4LWND|5aAELBLL|6LHND|7AART|8aVULN|9RCR|aBPWR
201	31362 21314	   	192.21	DCR|2VULN|2ASPD|1AART|1CDMG	1DUST|2aASPD|3CDMG|4AELBLL|5aLWND|6LHND|7AART|8aVULN|9RCR|aBPWR
202	22336 31316	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|24VULN|3CDMG|5DUR|6RCR|7DMSP|8DMG|9LWND|aAART
203	22336 31336	   	192.19	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1MLV|24VULN|3CDMG|5DUR|6RCR|7DMSP|8DMG|9FEWX|aAART
204	22336 31516	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|24VULN|3CDMG|5DUR|6RCR|7DMSP|8ASPD|9LWND|aAART
205	22336 31536	   	192.19	DCR|2VULN|1AART|1ASPD|1CDMG|1DUR	1MLV|24VULN|3CDMG|5DUR|6RCR|7DMSP|8ASPD|9FEWX|aAART
206	12333 13221	   	192.16	DCR|3VULN|2ASPD|1CDMG	1CGEN|247VULN|3CDMG|5MLV|6RCR|8LWND|9aASPD
207	12333 33145	   	192.11	DCR|2VULN|2ASPD|1AART|1CDMG	1CGEN|24VULN|3CDMG|5MLV|6aASPD|7AART|8SPLJET|9RCR
208	36263 63131	   	192.09	DCR|2VULN|2ASPD|2CDMG|1ZMB	1DUST|24CDMG|34VULN|4BPWR|5LIT|6RCR|79ASPD|8ZMB|aCGEN
209	36263 63133	   	192.09	DCR|2VULN|2ASPD|2CDMG|1ZMB	1DUST|24CDMG|34VULN|4BPWR|5LIT|6RCR|79ASPD|8ZMB|aLWND
210	36263 63332	   	192.09	DCR|2VULN|2ASPD|2CDMG|1ZMB	1DUST|24CDMG|34VULN|4BPWR|5LIT|6RCR|79ASPD|8RMIN|aZMB
211	52132 24226	   	192.08	DCR|2VULN|2AART|1ASPD|1DUR	1RCVC|2ERES|36AART|49VULN|5CGEN|7DUR|8RCR|aASPD
212	12331 13221	   	192.06	DCR|3VULN|2ASPD|1CDMG	1CGEN|247VULN|3CDMG|5ERES|6RCR|8LWND|9aASPD
213	22331 13221	   	192.06	DCR|3VULN|2ASPD|1CDMG	1MLV|247VULN|3CDMG|5ERES|6RCR|8LWND|9aASPD
214	12123 31426	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17CGEN|29VULN|3LWND|4AART|5ASPD|6DUR|8RCR|aDMG
215	22123 32426	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1MLV|29VULN|37LWND|4AART|5ASPD|6DUR|8RCR|aDMG
216	22123 36426	   	192.01	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	17MLV|29VULN|3LWND|4AART|5ASPD|6DUR|8RCR|aDMG
217	12331 33145	   	192.01	DCR|2VULN|2ASPD|1AART|1CDMG	1CGEN|24VULN|3CDMG|5ERES|6aASPD|7AART|8SPLJET|9RCR
218	31434 84318	 * 	192.01	DCR|2AART|2DMG|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|6aAART|7RCR|9RCVC
219	12331 15226	   	191.99	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1CGEN|24VULN|3CDMG|5ERES|6RCR|7DUR|8NUKE|9ASPD|aAART
220	22331 15226	   	191.99	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1MLV|24VULN|3CDMG|5ERES|6RCR|7DUR|8NUKE|9ASPD|aAART
221	22336 36226	   	191.99	DCR|2VULN|1AART|1ASPD|1NUKE|1CDMG|1DUR	1MLV|24VULN|3CDMG|5DUR|6RCR|7ERES|8NUKE|9ASPD|aAART
222	16332 32114	   	191.99	DCR|3VULN|1AART|1CDMG|1ZMB	1CGEN|2LHND|3CDMG|478VULN|5BEXP|6RCR|9AART|aZMB
223	64613 13222	   	191.70	DCR|3VULN|1AART|1DMG|1ZMB	1RMIN|2DMG|3ERES|4CGEN|579VULN|6AART|8RCR|aZMB
224	31434 84511	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8ZMB|9RMIN|aVULN
225	31434 84521	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8ZMB|9FEWX|aVULN
226	31434 84542	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8ZMB|9VULN|aFEWX
227	31434 84543	   	191.70	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1DUST|2ASPD|3MBVNT|4CDMG|5DMG|6AART|7RCR|8ZMB|9VULN|aDMSP
228	53321 31524	   	191.68	DCR|2VULN|1AART|1DMG|1CDMG|2RCVC	12RCVC|3LHND|4AART|5CGEN|6RCR|79VULN|8DMG|aCDMG
229	53322 31524	   	191.68	DCR|2VULN|1AART|1DMG|1CDMG|2RCVC	12RCVC|3LHND|4AART|5AME|6RCR|79VULN|8DMG|aCDMG
230	36262 21113	 * 	191.66	DCR|2VULN|2AART|2CDMG|1ZMB	1DUST|24CDMG|34VULN|4BPWR|5ZMB|6LHND|7aAART|8FEWX|9RCR
231	32323 52256	 * 	191.62	DCR|1VULN|1AART|1ASPD|1DMG|1NUKE|1ZMB	1DUST|2BEXP|3ZMB|4DMSP|5AART|6ASPD|7VULN|8DMG|9RCR|aNUKE
232	53121 31524	   	191.58	DCR|2VULN|1AART|1DMG|1CDMG|2RCVC	12RCVC|3DUST|4AART|5CGEN|6RCR|79VULN|8DMG|aCDMG
233	53122 31524	   	191.58	DCR|2VULN|1AART|1DMG|1CDMG|2RCVC	12RCVC|3DUST|4AART|5AME|6RCR|79VULN|8DMG|aCDMG
234	12342 43332	   	191.52	DCR|2VULN|1AART|2CDMG|1ASPD	17CGEN|29VULN|37CDMG|4BELT|57LIT|6RCR|7BPWR|8ASPD|aAART
235	53321 31463	   	191.51	DCR|2VULN|2AART|1ASPD|2RCVC	12RCVC|3LHND|49AART|5CGEN|6RCR|78VULN|aASPD
236	53322 31463	   	191.51	DCR|2VULN|2AART|1ASPD|2RCVC	12RCVC|3LHND|49AART|5AME|6RCR|78VULN|aASPD
237	31434 84372	   	191.50	DCR|2AART|2DMG|1ASPD|1CDMG|1AAC	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|69AART|7RCR|aAAC
238	63333 21111	   	191.49	DCR|3VULN|1AART|2CDMG|1DUR	1RMIN|2DUR|35CDMG|45aVULN|5BPWR|6LHND|7AART|8FEWX|9RCR
239	22336 34353	   	191.49	DCR|3VULN|1DMG|1CDMG|2DUR	1MLV|24aVULN|3CDMG|59DUR|6RCR|7BEXP|8DMG
240	31461 24824	 * 	191.49	DCR|3VULN|1MDPS|2ASPD|1AART	18DUST|28ASPD|3MBVNT|4MDPS|5AART|678VULN|8BPWR|9BEXP|aRCR
241	12365 12611	 * 	191.40	DCR|4VULN|1MDPS|1AART|1CDMG	1CGEN|267aVULN|3CDMG|4MDPS|5FEWX|8AART|9RCR
242	22363 12611	   	191.40	DCR|4VULN|1MDPS|1AART|1CDMG	1MLV|267aVULN|3CDMG|4MDPS|5BEXP|8AART|9RCR
243	22365 12611	   	191.40	DCR|4VULN|1MDPS|1AART|1CDMG	1MLV|267aVULN|3CDMG|4MDPS|5FEWX|8AART|9RCR
244	43333 21111	   	191.39	DCR|3VULN|1AART|2CDMG|1AAC|1DUR	1AAC|2DUR|35CDMG|45aVULN|5BPWR|6LHND|7AART|8FEWX|9RCR
245	12364 22611	   	191.30	DCR|4VULN|1MDPS|1AART|1CDMG	1CGEN|257aVULN|3CDMG|4MDPS|6DUST|8AART|9RCR
246	22364 22611	   	191.30	DCR|4VULN|1MDPS|1AART|1CDMG	1MLV|257aVULN|3CDMG|4MDPS|6DUST|8AART|9RCR
247	36241 12611	   	191.30	DCR|4VULN|1MDPS|1AART|1CDMG	1DUST|2CDMG|367aVULN|4MDPS|5MLV|8AART|9RCR
248	31434 84373	   	191.25	DCR|2AART|2DMG|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|69AART|7RCR|aRPLT
249	31434 84374	   	191.25	DCR|2AART|2DMG|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|69AART|7RCR|aLHND
250	21336 34631	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|2DUST|35CDMG|4aVULN|6RCR|7FEWX|8AART|9ASPD
251	22316 34631	   	191.22	DCR|2VULN|1AART|2CDMG|1ASPD	1MLV|2aVULN|35CDMG|4DUST|6RCR|7FEWX|8AART|9ASPD
252	31434 84371	   	191.15	DCR|2AART|2DMG|1ASPD|1CDMG|1MSE	1DUST|2ASPD|3MBVNT|4CDMG|58DMG|69AART|7RCR|aMSE
253	64221 31126	   	191.01	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2DMG|3RCVC|4AART|5CGEN|6RCR|79VULN|8MLV|aASPD
254	64222 31126	   	191.01	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2DMG|3RCVC|4AART|5AME|6RCR|79VULN|8MLV|aASPD
255	64221 33331	   	191.01	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2DMG|3RCVC|4AART|5CGEN|6RCR|7RPLT|8aVULN|9ASPD
256	64222 33331	   	191.01	DCR|2VULN|1AART|1ASPD|1DMG	1RMIN|2DMG|3RCVC|4AART|5AME|6RCR|7RPLT|8aVULN|9ASPD
257	31434 84321	   	190.83	DCR|3DMG|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|589DMG|6AART|7RCR|aRMIN
258	31434 84323	   	190.83	DCR|3DMG|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|589DMG|6AART|7RCR|aMLV
259	31434 84324	   	190.83	DCR|3DMG|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|589DMG|6AART|7RCR|aLHND
260	31434 84327	   	190.83	DCR|3DMG|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|589DMG|6AART|7RCR|aLIT
261	31434 84328	   	190.83	DCR|3DMG|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|589DMG|6AART|7RCR|aBEXP
262	31434 84322	   	190.73	DCR|3DMG|1AART|1ASPD|1CDMG	1DUST|2ASPD|3MBVNT|4CDMG|589DMG|6AART|7RCR|aMSLFST
263	22333 52225	   	190.36	DCR|3VULN|2ASPD|1CDMG	15aMLV|24aVULN|3CDMG|6RMIN|7RCR|8LWND|9aASPD|aBPWR
264	22333 22225	   	190.29	DCR|2VULN|2ASPD|2CDMG|1ZMB	15aMLV|24VULN|3aCDMG|6ZMB|7RCR|8LWND|9aASPD|aBPWR
265	15131 33526	   	190.16	DCR|2VULN|1AART|1ASPD|1DMG	12CGEN|3AART|49VULN|5RCVC|6RCR|7FEWX|8DMG|aASPD
266	12253 32313	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1CGEN|26VULN|3BEXP|4CDMG|5AAC|7RCR|8DUR|9ASPD|aAART
267	12253 32363	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1CGEN|26VULN|3BEXP|4CDMG|5AAC|7RCR|8DUR|9DMG|aAART
268	14433 32313	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1CGEN|2BEXP|3CDMG|46VULN|5AAC|7RCR|8DUR|9ASPD|aAART
269	14433 32363	   	190.09	DCR|2VULN|1AART|1DMG|1CDMG|1AAC|1DUR	1CGEN|2BEXP|3CDMG|46VULN|5AAC|7RCR|8DUR|9DMG|aAART
270	22253 32313	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1MLV|26VULN|3BEXP|4CDMG|5AAC|7RCR|8DUR|9ASPD|aAART
271	24433 32313	   	190.09	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC|1DUR	1MLV|2BEXP|3CDMG|46VULN|5AAC|7RCR|8DUR|9ASPD|aAART
272	12334 22221	   	190.09	DCR|2VULN|2ASPD|2CDMG|1ZMB	1CGEN|24VULN|35CDMG|6ZMB|7RCR|8LWND|9aASPD
273	22334 22221	   	190.09	DCR|2VULN|2ASPD|2CDMG|1ZMB	1MLV|24VULN|35CDMG|6ZMB|7RCR|8LWND|9aASPD
274	52411 13224	   	190.03	DCR|3VULN|1AART|1CDMG|1DUR	1RCVC|2ERES|379VULN|4CGEN|5DUR|6AART|8RCR|aCDMG
