0	Index      	 *	Score 	Summary	Detail	
1	63132 61326	 * 	221.32	DCR|3VULN|3DMG|2ASPD	189VULN|278ERES|34LHND|59ASPD|689DMG|89BPWR|aRCR
154	31123 44623	 * 	196.01	DCR|3VULN|1ASPD|1DMG|1CDMG	1LWND|2FEWX|3CDMG|4AELBLL|58aVULN|6DMG|7RCR|9ASPD
155	62325 21152	 * 	195.97	DCR|3VULN|2ASPD|1NUKE	159VULN|28ASPD|3BEXP|4AME|6RCR|7LWND|aNUKE
156	62325 21153	   	195.97	DCR|3VULN|2ASPD|1DMG	159VULN|28ASPD|3BEXP|4AME|6RCR|7LWND|aDMG
157	62325 23152	   	195.97	DCR|3VULN|2ASPD|1NUKE	159VULN|28ASPD|3BEXP|4AME|6RCR|7FEWX|aNUKE
158	62325 23153	   	195.97	DCR|3VULN|2ASPD|1DMG	159VULN|28ASPD|3BEXP|4AME|6RCR|7FEWX|aDMG
159	42433 23116	   	195.85	DCR|2VULN|2DMG|1ASPD|1ZMB	1RCVC|2BEXP|38VULN|4ZMB|59DMG|6RCR|7BELT|aASPD
160	62325 26331	   	195.80	DCR|3VULN|1AART|1ASPD|1ZMB	157VULN|2ASPD|3BEXP|4AME|6RCR|8ZMB|9FEWX|aAART
161	43433 23116	   	195.75	DCR|2VULN|2DMG|1ASPD|1ZMB	1RCVC|2DUST|38VULN|4ZMB|59DMG|6RCR|7BELT|aASPD
162	62325 26311	   	195.70	DCR|3VULN|1AART|1ASPD|1ZMB	157VULN|2ASPD|3BEXP|4AME|6RCR|8ZMB|9DUST|aAART
163	41275 44123	   	195.67	DCR|2VULN|2AART|2CDMG|1ZMB	1RCVC|2MBVNT|35AART|48CDMG|6DMSP|78VULN|8BPWR|9RCR|aZMB
164	62324 23522	   	195.61	DCR|2VULN|2ASPD|1AART|2DUR	1aVULN|25ASPD|3aBEXP|4AME|6RCR|7FEWX|8aDUR|9AART|aBPWR
165	12312 33442	 * 	195.45	DCR|3VULN|1MDPS|2ASPD|2CDMG|1SELL	1SELL|2BELT|37aVULN|4MDPS|57CDMG|67ASPD|7BPWR|8RCR|9CGEN
166	32533 21324	   	195.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1LWND|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9AART|aVULN
167	62533 21321	   	195.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9AART|aLWND
168	62533 21322	   	195.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9AART|aFEWX
169	62533 21323	   	195.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9AART|aLIT
170	62533 21324	   	195.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9AART|aAELBLL
171	62533 21325	   	195.24	DCR|2DMG|1AART|1VULN|1ASPD|1ZMB	1VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9AART|aLHND
172	62523 21341	   	195.24	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1VULN|2ASPD|3CGEN|4MLV|5BEXP|6RCR|78DMG|9ZMB|aAART
173	41333 37153	 * 	195.24	DCR|2DMG|1MDPS|2ASPD|1AART|2DUR|1ZMB	1RCVC|2MBVNT|38DUR|48DMG|5MDPS|68ASPD|7AART|8BPWR|9ZMB|aRCR
174	41334 27153	   	195.24	DCR|2DMG|1MDPS|2ASPD|1AART|2DUR|1ZMB	1RCVC|2MBVNT|38DUR|48DMG|58ASPD|6MDPS|7AART|8BPWR|9ZMB|aRCR
175	15221 15351	 * 	195.19	DCR|2DMG|3ZMB|1VULN|1ASPD|1DUR|1SELL	1SELL|23aZMB|48DMG|5DUR|6RCR|7ASPD|9VULN
176	23533 21324	   	195.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1LEGI|2CGEN|3ASPD|4ZMB|5BEXP|6RCR|78DMG|9AART|aVULN
177	62533 21311	   	195.14	DCR|2DMG|1VULN|1AART|1ASPD|1ZMB	1VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9ERES|aAART
178	62521 21324	   	195.06	DCR|2VULN|2DMG|1ASPD|2DUR	1aVULN|2ASPD|3CGEN|4MLV|59DUR|6RCR|78DMG
179	42433 23111	   	194.86	DCR|3DMG|2VULN|2ZMB	1RCVC|2aBEXP|38VULN|4aZMB|59aDMG|6RCR|7BELT|aBPWR
180	15223 15351	   	194.82	DCR|2VULN|2DMG|1ASPD|2ZMB|1SELL	1SELL|23ZMB|48DMG|59VULN|6RCR|7ASPD|aFEWX
181	15223 15352	   	194.82	DCR|2VULN|2DMG|1ASPD|2ZMB|1SELL	1SELL|23ZMB|48DMG|59VULN|6RCR|7ASPD|aCGEN
182	43433 23111	   	194.66	DCR|3DMG|2VULN|2ZMB	1RCVC|2aDUST|38VULN|4aZMB|59aDMG|6RCR|7BELT|aBPWR
183	32265 31432	   	194.51	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1LWND|2ASPD|3BELT|49VULN|5DMG|6RCVC|7DUR|8RCR|aAART
184	62232 11342	   	194.12	DCR|2VULN|2ASPD|1AART|1DMG	19VULN|29ASPD|3BELT|4AART|57BEXP|6DMG|89LWND|9BPWR|aRCR
185	32236 11442	   	194.12	DCR|2VULN|2ASPD|1AART|1DMG	19LWND|29ASPD|3BELT|4AART|58VULN|6DMG|79BEXP|9BPWR|aRCR
186	32262 11442	   	194.12	DCR|2VULN|2ASPD|1AART|1DMG	19LWND|29ASPD|3BELT|48VULN|5AART|6DMG|79BEXP|9BPWR|aRCR
187	23516 21622	   	194.09	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4DUR|5ZMB|6RCR|78DMG|8BPWR|9AART|aFEWX
188	23516 21623	   	194.09	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4DUR|5ZMB|6RCR|78DMG|8BPWR|9AART|aLIT
189	23531 21622	   	194.09	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9AART|aFEWX
190	23531 21623	   	194.09	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9AART|aLIT
191	23531 21626	   	194.09	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28aCGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9AART
192	23531 21634	   	194.09	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9LHND|aVULN
193	23531 21651	   	194.09	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9VULN|aAME
194	23531 21653	   	194.09	DCR|2DMG|2ASPD|1VULN|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9VULN|aMLV
195	23521 21641	   	194.09	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4MLV|5DUR|6RCR|78DMG|8BPWR|9ZMB|aAART
196	61343 31143	   	194.03	DCR|2VULN|2ASPD|1DMG|2DUR|1ZMB	15VULN|2FEWX|3DUST|45DUR|5BPWR|68ASPD|7DMG|9ZMB|aRCR
197	23516 21611	   	193.99	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4DUR|5ZMB|6RCR|78DMG|8BPWR|9ERES|aAART
198	23516 21621	   	193.99	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4DUR|5ZMB|6RCR|78DMG|8BPWR|9AART|aMSLFST
199	23531 21611	   	193.99	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9ERES|aAART
200	23531 21621	   	193.99	DCR|2DMG|2ASPD|1AART|1ZMB|1DUR	1LEGI|28CGEN|38ASPD|4ZMB|5DUR|6RCR|78DMG|8BPWR|9AART|aMSLFST
201	32236 13442	   	193.92	DCR|2VULN|2ASPD|1AART|1DMG	19LWND|29ASPD|3BELT|4AART|58VULN|6DMG|79DUST|9BPWR|aRCR
202	32262 13442	   	193.92	DCR|2VULN|2ASPD|1AART|1DMG	19LWND|29ASPD|3BELT|48VULN|5AART|6DMG|79DUST|9BPWR|aRCR
203	62212 13342	   	193.92	DCR|2VULN|2ASPD|1AART|1DMG	19VULN|29ASPD|3BELT|47DUST|5AART|6DMG|89LWND|9BPWR|aRCR
204	62236 53122	   	193.92	DCR|2VULN|2ASPD|1AART|1DMG	15VULN|28ASPD|3BELT|4AART|6DMG|7DMSP|9BEXP|aRCR
205	41225 23382	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RCVC|2MBVNT|3AART|4DUR|5ASPD|6DMG|7CGEN|8aVULN|9RCR
206	41334 83382	   	193.91	DCR|2VULN|1AART|1ASPD|1DMG|1DUR	1RCVC|2MBVNT|3DUR|4DMG|5ASPD|6AART|7CGEN|8aVULN|9RCR
207	62521 21533	   	193.72	DCR|2VULN|1ASPD|1DMG|1CDMG|2DUR	1aVULN|2ASPD|3CGEN|4MLV|58DUR|6RCR|7DMG|9CDMG
208	62531 21141	   	193.20	DCR|2ASPD|1AART|1VULN|1DMG|1AAC|1ZMB|1DUR	1VULN|28ASPD|3CGEN|4ZMB|5DUR|6RCR|7DMG|9AAC|aAART
209	62151 43222	 * 	193.14	DCR|3VULN|3ASPD|1DUR	149VULN|267ASPD|3LHND|5DUR|8RCR|aBEXP
210	62151 43223	   	193.14	DCR|3VULN|3ASPD|1DUR	149VULN|267ASPD|3aLHND|5DUR|8RCR
211	62521 21311	   	193.11	DCR|2DMG|1VULN|1AART|1ASPD|1DUR	1VULN|2ASPD|3CGEN|4MLV|5DUR|6RCR|78DMG|9ERES|aAART
212	62151 43221	   	193.04	DCR|3VULN|3ASPD|1DUR	149VULN|267ASPD|3LHND|5DUR|8RCR|aTLV
213	45412 23232	   	192.48	DCR|2VULN|2ASPD|1DMG|1ZMB	1RCVC|2ZMB|37VULN|48LWND|5aASPD|6RCR|9DMG
214	63236 62132	   	192.44	DCR|2VULN|1AART|1ASPD|1DMG|1ZMB	15VULN|2ERES|3BELT|4AART|6RCVC|7DMG|8ASPD|9ZMB|aRCR
215	15223 15333	   	192.29	DCR|2DMG|1VULN|1ASPD|1CDMG|2ZMB|1SELL	1SELL|23ZMB|48DMG|5VULN|6RCR|7ASPD|9RCVC|aCDMG
216	41542 44164	   	192.28	DCR|2VULN|2ASPD|1DMG|1ZMB	1RCVC|2MBVNT|3ZMB|4DUST|58ASPD|6RCR|79VULN|aDMG
217	32316 23221	   	192.19	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	1LWND|24ASPD|34BEXP|4BPWR|5ZMB|6RCR|79VULN|8AAC|aAART
218	62325 21141	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	15VULN|28ASPD|3BEXP|4AME|6RCR|7LWND|9ZMB|aAART
219	62325 23141	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	15VULN|28ASPD|3BEXP|4AME|6RCR|7FEWX|9ZMB|aAART
220	62324 26331	   	192.19	DCR|2VULN|2ASPD|1AART|1ZMB	17VULN|25ASPD|3BEXP|4AME|6RCR|8ZMB|9FEWX|aAART
221	32416 23221	   	192.09	DCR|2VULN|2ASPD|1AART|1AAC|1ZMB	14LWND|24ASPD|3LEGI|4BPWR|5ZMB|6RCR|79VULN|8AAC|aAART
222	62324 26311	   	192.09	DCR|2VULN|2ASPD|1AART|1ZMB	17VULN|25ASPD|3BEXP|4AME|6RCR|8ZMB|9DUST|aAART
223	62236 13132	   	192.01	DCR|2VULN|2ASPD|1AART|1CDMG	15VULN|27ASPD|3BELT|4AART|6CDMG|8ERES|9RCR|aAELBLL
224	62236 13131	   	191.91	DCR|2VULN|2ASPD|1AART|1CDMG|1MSE	15VULN|27ASPD|3BELT|4AART|6CDMG|8ERES|9RCR|aMSE
225	62236 13135	   	191.91	DCR|2VULN|2ASPD|1AART|1CDMG	15VULN|27ASPD|3BELT|4AART|6CDMG|8ERES|9RCR|aDUST
226	32234 54222	   	191.87	DCR|2ASPD|1VULN|1AART|1DMG|1AAC|1ZMB	17LWND|27ASPD|3BELT|4AART|5AAC|6RCR|7BPWR|8DMG|9VULN|aZMB
227	32533 21124	   	191.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1LWND|28ASPD|3CGEN|4ZMB|5BEXP|6RCR|7DMG|9AART|aVULN
228	62533 21121	   	191.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|28ASPD|3CGEN|4ZMB|5BEXP|6RCR|7DMG|9AART|aLWND
229	62533 21122	   	191.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1VULN|28ASPD|3CGEN|4ZMB|5BEXP|6RCR|7DMG|9AART|aFEWX
230	62533 21123	   	191.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1VULN|28ASPD|3CGEN|4ZMB|5BEXP|6RCR|7DMG|9AART|aLIT
231	62533 21124	   	191.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|28ASPD|3CGEN|4ZMB|5BEXP|6RCR|7DMG|9AART|aAELBLL
232	62533 21125	   	191.87	DCR|2ASPD|1AART|1VULN|1DMG|1ZMB	1VULN|28ASPD|3CGEN|4ZMB|5BEXP|6RCR|7DMG|9AART|aLHND
233	62523 21141	   	191.87	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|28ASPD|3CGEN|4MLV|5BEXP|6RCR|7DMG|9ZMB|aAART
234	62262 21153	 * 	191.86	DCR|2VULN|2AART|1ASPD|1CDMG|1AAC	14VULN|2ASPD|3BELT|5FEWX|6AAC|79AART|8CDMG|aRCR
235	32533 21354	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1LWND|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9aVULN
236	62533 21334	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	1aVULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|9LHND
237	62533 21351	   	191.84	DCR|2VULN|2DMG|1ASPD|1ZMB	19VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|aRMIN
238	41823 54224	   	191.78	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3CDMG|4DUR|5RPLT|6ASPD|7VULN|8RCR|9AART|aDMG
239	23533 21124	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1LEGI|2CGEN|38ASPD|4ZMB|5BEXP|6RCR|7DMG|9AART|aVULN
240	62533 21111	   	191.77	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	1VULN|28ASPD|3CGEN|4ZMB|5BEXP|6RCR|7DMG|9ERES|aAART
241	23533 21354	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	1LEGI|2CGEN|3ASPD|4ZMB|5BEXP|6RCR|78DMG|9aVULN
242	62533 21352	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB|1SELL	19VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|aSELL
243	62533 21353	   	191.74	DCR|2VULN|2DMG|1ASPD|1ZMB	19VULN|2ASPD|3CGEN|4ZMB|5BEXP|6RCR|78DMG|aDUST
244	42322 23321	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|3LWND|4MLV|5ASPD|6RCR|79VULN|8DMG|aAART
245	42323 23121	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|3LWND|4MLV|5DMG|6RCR|79VULN|8ASPD|aAART
246	42422 21321	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|39VULN|4MLV|5ASPD|6RCR|7LWND|8DMG|aAART
247	42422 23321	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|39VULN|4MLV|5ASPD|6RCR|7FEWX|8DMG|aAART
248	42423 21121	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|39VULN|4MLV|5DMG|6RCR|7LWND|8ASPD|aAART
249	42423 23121	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|39VULN|4MLV|5DMG|6RCR|7FEWX|8ASPD|aAART
250	42512 23321	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|3AME|4LWND|5ASPD|6RCR|79VULN|8DMG|aAART
251	42513 23121	   	191.71	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|3AME|4LWND|5DMG|6RCR|79VULN|8ASPD|aAART
252	62515 21122	   	191.69	DCR|2VULN|2ASPD|1NUKE|2DUR	15VULN|28ASPD|3CGEN|49DUR|6RCR|7LWND|aNUKE
253	62515 21123	   	191.69	DCR|2VULN|2ASPD|1DMG|2DUR	15VULN|28ASPD|3CGEN|49DUR|6RCR|7LWND|aDMG
254	62521 21124	   	191.69	DCR|2VULN|2ASPD|1DMG|2DUR	1aVULN|28ASPD|3CGEN|4MLV|59DUR|6RCR|7DMG
255	41225 27242	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3AART|4DUR|5ASPD|6DMG|7TSLFST|8RCR|9VULN|aCDMG
256	41334 87242	   	191.68	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1RCVC|2MBVNT|3DUR|4DMG|5ASPD|6AART|7TSLFST|8RCR|9VULN|aCDMG
257	62232 11153	 * 	191.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3BELT|49AART|57BEXP|6DMG|8CDMG|aRCR
258	62232 12153	   	191.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3BELT|49AART|5BEXP|6DMG|7AELBLL|8CDMG|aRCR
259	62152 13226	   	191.61	DCR|3VULN|3ASPD|1AAC	149VULN|257ASPD|3LHND|6LWND|8RCR|aAAC
260	42112 23321	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|3TLV|4LWND|5ASPD|6RCR|79VULN|8DMG|aAART
261	42113 23121	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2BEXP|3TLV|4LWND|5DMG|6RCR|79VULN|8ASPD|aAART
262	43322 23321	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|3LWND|4MLV|5ASPD|6RCR|79VULN|8DMG|aAART
263	43323 23121	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|3LWND|4MLV|5DMG|6RCR|79VULN|8ASPD|aAART
264	43422 21321	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|39VULN|4MLV|5ASPD|6RCR|7LWND|8DMG|aAART
265	43422 23321	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|39VULN|4MLV|5ASPD|6RCR|7FEWX|8DMG|aAART
266	43423 21121	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|39VULN|4MLV|5DMG|6RCR|7LWND|8ASPD|aAART
267	43423 23121	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|39VULN|4MLV|5DMG|6RCR|7FEWX|8ASPD|aAART
268	43512 23321	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|3AME|4LWND|5ASPD|6RCR|79VULN|8DMG|aAART
269	43513 23121	   	191.61	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|3AME|4LWND|5DMG|6RCR|79VULN|8ASPD|aAART
270	32234 54232	 * 	191.60	DCR|2DMG|2ASPD|1AART|1CDMG|1AAC	17LWND|27ASPD|3BELT|4AART|5AAC|6RCR|7BPWR|8aDMG|9CDMG
271	43112 23321	   	191.51	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|3TLV|4LWND|5ASPD|6RCR|79VULN|8DMG|aAART
272	43113 23121	   	191.51	DCR|2VULN|1AART|1ASPD|1DMG	1RCVC|2DUST|3TLV|4LWND|5DMG|6RCR|79VULN|8ASPD|aAART
273	62212 13153	   	191.44	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2ASPD|3BELT|47DUST|59AART|6DMG|8CDMG|aRCR
274	62236 13523	   	191.44	DCR|2VULN|2ASPD|1AART|1CDMG|1AAC|1DUR	15VULN|27ASPD|3BELT|4AART|6CDMG|8DUR|9AAC|aRCR
275	61332 21322	 * 	191.36	DCR|2VULN|2DMG|1AART|1NUKE|1ZMB	1aVULN|2FEWX|3aDUST|4ZMB|5NUKE|6TLV|7aDMG|8RCR|9AART|aBPWR
276	32236 11342	   	191.33	DCR|2DMG|2ASPD|1VULN|1AART	19LWND|29ASPD|3BELT|4AART|5VULN|68DMG|79BEXP|9BPWR|aRCR
277	32262 11342	   	191.33	DCR|2DMG|2ASPD|1VULN|1AART	19LWND|29ASPD|3BELT|4VULN|5AART|68DMG|79BEXP|9BPWR|aRCR
