0	Index      	 *	Score 	Summary	Detail	
1	16134 42321	 * 	202.07	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	189LHND|2BELT|39DMG|4DUR|5ZMB|69VULN|7RCR|9BPWR|aAART
159	63333 35384	   	180.74	ACR|4VULN|1AART|2CDMG	19CGEN|2RCR|3MBVNT|4BEXP|5AART|689aVULN|79CDMG|9BPWR
160	25126 15322	   	180.63	DCR|2VULN|2DMG|2CDMG	179VENFST|27CDMG|39BEXP|4RCVC|5LHND|67VULN|79BPWR|89DMG|aRCR
161	25226 15322	   	180.63	DCR|2VULN|2DMG|2CDMG	179VENFST|27CDMG|39LHND|4RCVC|5BEXP|67VULN|79BPWR|89DMG|aRCR
162	25326 15322	   	180.63	DCR|2VULN|2DMG|2CDMG	179VENFST|27CDMG|39FEWX|4RCVC|5LHND|67VULN|79BPWR|89DMG|aRCR
163	11144 26222	   	180.48	DCR|2VULN|1ASPD|1DMG|1CDMG|1DUR	1LHND|26VULN|3BELT|4DUR|5ASPD|7CDMG|8CGEN|9DMG|aRCR
164	53222 52124	   	180.39	DCR|2VULN|2ASPD|1CDMG|1DUR|1SELL	1SELL|2DUR|3MLV|4CDMG|5FEWX|69ASPD|7RCR|8aVULN
165	53223 52124	   	180.39	DCR|2VULN|2ASPD|1CDMG|1DUR|1SELL	1SELL|2DUR|3MLV|4CDMG|5LHND|69ASPD|7RCR|8aVULN
166	64211 31533	   	180.34	DCR|2VULN|2ASPD|1CDMG|1DUR	136CGEN|2CDMG|47ASPD|56VULN|6BPWR|8RCR|9RCVC|aDUR
167	62342 83731	   	180.22	DCR|3VULN|2ASPD|1DUR	17CGEN|2DUR|3MBVNT|47ASPD|5RPLT|67aVULN|7BPWR|8RCR|9ERES
168	62372 13731	   	180.22	DCR|3VULN|2ASPD|1DUR	17CGEN|2DUR|3MBVNT|47aVULN|5RPLT|67ASPD|7BPWR|8RCR|9ERES
169	62382 13731	   	180.22	DCR|3VULN|2ASPD|1DUR	17CGEN|2DUR|3MBVNT|4RPLT|57aVULN|67ASPD|7BPWR|8RCR|9ERES
170	11144 52323	 * 	180.17	DCR|2VULN|1ASPD|1CDMG|2ZMB|1DUR	189LHND|29VULN|3BELT|4DUR|5ASPD|69ZMB|7RCR|9BPWR|aCDMG
171	63372 13511	   	180.09	ACR|3VULN|2ASPD|1DMG|1DUR	17CGEN|2RCR|3MBVNT|47aVULN|5RPLT|67ASPD|7BPWR|8DUR|9DMG
172	63382 13511	   	180.09	ACR|3VULN|2ASPD|1DMG|1DUR	17CGEN|2RCR|3MBVNT|4RPLT|57aVULN|67ASPD|7BPWR|8DUR|9DMG
173	22631 12211	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	16VENFST|2BEXP|34VULN|5BELT|7CDMG|8RCR|9ASPD|aAART
174	22631 24211	   	179.89	DCR|2VULN|1AART|1ASPD|1CDMG	1VENFST|27BEXP|34VULN|5BELT|6CDMG|8RCR|9ASPD|aAART
175	23224 36433	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	1VENFST|2CGEN|39VULN|4DUST|5ASPD|6LIT|7CDMG|8RCR|aAART
176	61111 36531	 * 	179.78	DCR|2VULN|2ASPD|1NUKE|1SELL	1CGEN|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9LHND|aNUKE
177	63373 31161	   	179.76	ACR|2VULN|1ASPD|1DMG|1CDMG|2DUR|1ZMB	1CGEN|2RCR|3MBVNT|46VULN|56DUR|6BPWR|7CDMG|8DMG|9ZMB|aASPD
178	62372 34713	 * 	179.68	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1CGEN|26DUR|3MBVNT|46VULN|5RPLT|6BPWR|7ASPD|8RCR|9DMG|aMDPS
179	62382 34713	   	179.68	DCR|2VULN|1MDPS|1ASPD|1DMG|2DUR	1CGEN|26DUR|3MBVNT|4RPLT|56VULN|6BPWR|7ASPD|8RCR|9DMG|aMDPS
180	41111 36531	 * 	179.68	DCR|2VULN|2ASPD|1NUKE|1SELL	1ERES|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9LHND|aNUKE
181	63372 13171	 * 	179.63	ACR|2VULN|2ASPD|1AART|1DMG	17CGEN|2RCR|3MBVNT|47VULN|5RPLT|67ASPD|7BPWR|8RCVC|9AART|aDMG
182	63382 13171	   	179.63	ACR|2VULN|2ASPD|1AART|1DMG	17CGEN|2RCR|3MBVNT|4RPLT|57VULN|67ASPD|7BPWR|8RCVC|9AART|aDMG
183	43613 23361	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2RCR|3AART|4FEWX|5LHND|6CDMG|78VULN|9ASPD|aDMG
184	43613 32361	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2RCR|3AART|4FEWX|5LHND|68VULN|7CDMG|9ASPD|aDMG
185	11623 32653	 * 	179.56	DCR|3VULN|1MDPS|1AART|1CDMG	1LHND|258VULN|3RPLT|4BEXP|6MDPS|7RCR|9AART|aCDMG
186	31623 32653	   	179.56	DCR|3VULN|1MDPS|1AART|1CDMG	1LWND|258VULN|3RPLT|4BEXP|6MDPS|7RCR|9AART|aCDMG
187	31134 63351	   	179.48	DCR|3VULN|2DMG	148LWND|29aVULN|3BELT|58DMG|6RCR|78AME|8BPWR
188	43623 32361	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1ERES|2RCR|3AART|4DUST|5LHND|68VULN|7CDMG|9ASPD|aDMG
189	63313 32385	 * 	179.41	ACR|3VULN|1MDPS|1AART|2CDMG|1DUR	19CGEN|2RCR|3MBVNT|4DUR|5AART|689VULN|79CDMG|9BPWR|aMDPS
190	22641 24231	   	179.31	DCR|2VULN|2DMG|1ASPD	1VENFST|2BEXP|38VULN|49DMG|56DUST|7RCR|aASPD
191	14611 13411	   	179.30	DCR|2VULN|2DMG|1CDMG	1LHND|2RCVC|3LIT|45DMG|6TLV|7RCR|8CDMG|9aVULN
192	34611 13411	   	179.30	DCR|2VULN|2DMG|1CDMG	1LWND|2RCVC|3LIT|45DMG|6TLV|7RCR|8CDMG|9aVULN
193	12636 51311	 * 	179.29	DCR|2AART|1VULN|1ASPD|1DMG	1LHND|2ERES|36AART|4BELT|5DMG|7RPLT|8RCR|9VULN|aASPD
194	32636 51311	   	179.29	DCR|2AART|1VULN|1ASPD|1DMG	1LWND|2ERES|36AART|4BELT|5DMG|7RPLT|8RCR|9VULN|aASPD
195	63263 36212	 * 	179.06	ACR|1SPLARM|2DMG|2ASPD|1VULN|1CDMG	1CGEN|2RCR|3aDMG|4SPLARM|5VULN|6aLIT|7CDMG|8RCVC|9aASPD|aBPWR
196	11162 61623	   	179.06	DCR|3VULN|1AART|1AAC|2ZMB	19LHND|289VULN|3BELT|4AAC|5DMSP|6RCR|79ZMB|9BPWR|aAART
197	31162 61623	   	179.06	DCR|3VULN|1AART|1AAC|2ZMB	19LWND|289VULN|3BELT|4AAC|5DMSP|6RCR|79ZMB|9BPWR|aAART
198	62232 26136	 * 	178.99	DCR|2VULN|1MDPS|1AART|1DMG|2DUR	1CGEN|28DUR|3DMG|4MDPS|5ERES|69VULN|7RCR|aAART
199	14611 13413	   	178.98	DCR|2DMG|1VULN|1ASPD|1CDMG	1LHND|2RCVC|3LIT|45DMG|6TLV|7RCR|8CDMG|9VULN|aASPD
200	34611 13413	   	178.98	DCR|2DMG|1VULN|1ASPD|1CDMG	1LWND|2RCVC|3LIT|45DMG|6TLV|7RCR|8CDMG|9VULN|aASPD
201	62114 21513	   	178.87	DCR|1AART|1VULN|1ASPD|1DMG|2DUR	136CGEN|28DUR|4ASPD|5AART|7RCR|9DMG|aVULN
202	13616 13336	   	178.81	DCR|2DMG|1VULN|1AART|1ASPD	1LHND|2MLV|3AART|4FEWX|56DMG|7DUST|8VULN|9RCR|aASPD
203	64211 31521	   	178.74	DCR|2VULN|2ASPD|1CDMG|1DUR	136CGEN|2CDMG|47ASPD|56VULN|6BPWR|8RCR|9AME|aDUR
204	12616 13336	   	178.71	DCR|2DMG|1VULN|1AART|1ASPD	1LHND|2ERES|3AART|4FEWX|56DMG|7DUST|8VULN|9RCR|aASPD
205	31124 12623	   	178.65	DCR|2VULN|1ASPD|1CDMG|1ZMB|1DUR	1LWND|28VULN|3BELT|4LEGI|5ASPD|6RCR|7CDMG|9ZMB|aDUR
206	36315 36212	 * 	178.64	DCR|3ASPD|1MDPS|1VULN|2CDMG|1ZMB	1LWND|2BELT|3MDPS|46CDMG|567ASPD|6BPWR|8ZMB|9RCR|aVULN
207	62342 83813	   	178.55	DCR|2VULN|2ASPD|1DMG|1DUR	17CGEN|2DUR|3MBVNT|47ASPD|5RPLT|67VULN|7BPWR|8BEXP|9DMG|aRCR
208	62372 13813	   	178.55	DCR|2VULN|2ASPD|1DMG|1DUR	17CGEN|2DUR|3MBVNT|47VULN|5RPLT|67ASPD|7BPWR|8BEXP|9DMG|aRCR
209	62382 13813	   	178.55	DCR|2VULN|2ASPD|1DMG|1DUR	17CGEN|2DUR|3MBVNT|4RPLT|57VULN|67ASPD|7BPWR|8BEXP|9DMG|aRCR
210	63313 32584	 * 	178.44	ACR|3VULN|1AART|2CDMG|2DUR	19CGEN|2RCR|3MBVNT|48DUR|5AART|69aVULN|79CDMG|9BPWR
211	16134 42322	   	178.29	DCR|2VULN|2DMG|1ZMB|1DUR	189LHND|2BELT|39DMG|4DUR|5ZMB|69VULN|7RCR|9BPWR|aLWND
212	11134 14342	   	178.14	DCR|2VULN|2ASPD|1DMG	1LHND|29VULN|3BELT|4LWND|57ASPD|6RCR|8AELBLL|aDMG
213	63313 61153	   	178.13	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3MBVNT|4DUR|5AART|6ZMB|7aVULN|8CDMG|9DMG
214	63313 32341	   	178.13	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3MBVNT|4DUR|5AART|68VULN|7CDMG|9ZMB|aDMG
215	11124 14342	   	178.04	DCR|2VULN|2ASPD|1DMG	1LHND|29VULN|3BELT|4LEGI|57ASPD|6RCR|8AELBLL|aDMG
216	31124 14342	   	178.04	DCR|2VULN|2ASPD|1DMG	1LWND|29VULN|3BELT|4LEGI|57ASPD|6RCR|8AELBLL|aDMG
217	11113 61321	 * 	178.02	ACR|3DMG|2VULN|3ZMB	189LHND|2aVULN|3BELT|4RCR|5RCVC|689DMG|789ZMB|89BPWR
218	31134 61631	   	177.97	DCR|2VULN|1AART|1DMG|1ZMB	14LWND|28VULN|3BELT|5DMG|6RCR|7ZMB|9FEWX|aAART
219	22634 16231	   	177.93	DCR|2VULN|1ASPD|1DMG|1CDMG|1SELL	1VENFST|2BEXP|34VULN|5CGEN|6SELL|7RCR|8CDMG|9DMG|aASPD
220	22356 13332	 * 	177.91	DCR|2VULN|2AART|1DMG	1aVENFST|2aBEXP|3RPLT|45AART|6DMG|7CGEN|8aVULN|9RCR|aBPWR
221	25231 12366	 * 	177.86	DCR|2VULN|2ASPD|2CDMG|1AAC	1VENFST|2aCDMG|3LHND|4AAC|5CGEN|6aVULN|7FEWX|8RCR|9aASPD|aBPWR
222	64211 31512	   	177.86	DCR|2VULN|2ASPD|2CDMG	136CGEN|29CDMG|47ASPD|56VULN|6BPWR|8RCR|aLWND
223	23225 16231	   	177.83	DCR|2VULN|1ASPD|1DMG|1CDMG|1SELL	1VENFST|2CGEN|35VULN|4DUST|6SELL|7RCR|8CDMG|9DMG|aASPD
224	63651 33131	   	177.82	ACR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2RCR|3AART|4TLV|5CDMG|6ZMB|7VULN|8ASPD|9DUR|aDMG
225	11636 23834	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG	1LHND|25VULN|3RPLT|4AART|6CDMG|7MBVNT|8BEXP|9RCR|aASPD
226	66312 31523	   	177.77	DCR|2DMG|1AART|1ASPD|1ZMB|1DUR	16CGEN|2LIT|3AART|4ZMB|56DMG|6BPWR|7RCR|8TSLARM|9ASPD|aDUR
227	22633 11411	   	177.76	DCR|3VULN|1ASPD|1DMG	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8RCR|9RPLT|aDMG
228	22633 11412	 * 	177.76	DCR|3VULN|1ASPD|1NUKE	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8RCR|9RPLT|aNUKE
229	22633 11422	   	177.76	DCR|3VULN|1ASPD|1NUKE	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8RCR|9CGEN|aNUKE
230	22633 11423	   	177.76	DCR|3VULN|1ASPD|1DMG	1VENFST|2BEXP|345VULN|6MULFIG|7ASPD|8RCR|9CGEN|aDMG
231	63372 13271	   	177.73	ACR|2VULN|2ASPD|1AART|1DMG	178CGEN|2RCR|3MBVNT|47VULN|5RPLT|67ASPD|7BPWR|9AART|aDMG
232	63382 13271	   	177.73	ACR|2VULN|2ASPD|1AART|1DMG	178CGEN|2RCR|3MBVNT|4RPLT|57VULN|67ASPD|7BPWR|9AART|aDMG
233	43651 33131	   	177.72	ACR|1AART|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1ERES|2RCR|3AART|4TLV|5CDMG|6ZMB|7VULN|8ASPD|9DUR|aDMG
234	22356 13331	   	177.71	DCR|2VULN|2AART|1DMG	1VENFST|2BEXP|3RPLT|45AART|6DMG|7CGEN|8aVULN|9RCR
235	11636 21634	   	177.69	DCR|2VULN|1AART|1ASPD|1CDMG	1LHND|25VULN|3RPLT|4AART|6CDMG|7DUST|8MBVNT|9RCR|aASPD
236	11266 21633	   	177.66	DCR|3VULN|1ASPD|1DMG	1LHND|249VULN|3LWND|5DUST|6LIT|7ASPD|8RCR|aDMG
237	11662 31222	 * 	177.59	DCR|1SPLARM|2VULN|1AART|1ASPD|1DUR	1LHND|29VULN|3RPLT|4ASPD|5SPLARM|6AART|7DUR|8BEXP|aRCR
238	66331 31633	 * 	177.58	DCR|2AART|1ASPD|1DMG|1NUKE	19CGEN|2LIT|35AART|4ERES|6DMG|7RCR|8ASPD|aNUKE
239	62263 24212	 * 	177.55	DCR|3VULN|1SPLARM|1DMG|1DUR	1CGEN|2DUR|3DMG|4SPLARM|58aVULN|6ERES|7RCR|9LWND
240	66331 31326	 * 	177.48	DCR|2AART|1VULN|1DMG|1CDMG	1CGEN|2LIT|35AART|4ERES|6DMG|7RCR|8AME|9CDMG|aVULN
241	11144 11342	   	177.47	DCR|2VULN|1ASPD|1DMG|2DUR	1LHND|29VULN|3BELT|47DUR|5ASPD|6RCR|8AELBLL|aDMG
242	11144 13312	   	177.47	DCR|2VULN|1ASPD|1DMG|2DUR	1LHND|27VULN|3BELT|49DUR|5ASPD|6RCR|8AELBLL|aDMG
243	11144 13612	   	177.47	DCR|2VULN|1ASPD|1DMG|2DUR	18LHND|27VULN|3BELT|49DUR|5ASPD|6RCR|aDMG
244	31144 11342	   	177.47	DCR|2VULN|1ASPD|1DMG|2DUR	1LWND|29VULN|3BELT|47DUR|5ASPD|6RCR|8AELBLL|aDMG
245	31144 13312	   	177.47	DCR|2VULN|1ASPD|1DMG|2DUR	1LWND|27VULN|3BELT|49DUR|5ASPD|6RCR|8AELBLL|aDMG
246	11134 11515	   	177.47	DCR|2VULN|1ASPD|1DMG|2DUR	1LHND|2aVULN|3BELT|4LWND|5ASPD|6RCR|79DUR|8DMG
247	11561 12532	   	177.45	DCR|2VULN|1AART|1ASPD|1CDMG|1SELL	1LHND|24VULN|3SELL|5ASPD|6CDMG|7AART|8RCVC|9DUST|aRCR
248	62263 24222	   	177.45	DCR|3VULN|1SPLARM|1DMG|1DUR	1CGEN|2DUR|3DMG|4SPLARM|58aVULN|6ERES|7RCR|9LEGI
249	43363 31211	   	177.43	ACR|3VULN|1MDPS|1ASPD|1CDMG|2DUR|1ZMB	1ERES|2RCR|36DUR|46aVULN|5MDPS|6BPWR|7CDMG|8ZMB|9ASPD
250	31134 61353	 * 	177.39	DCR|2VULN|2DMG|2ZMB|1AAC	148LWND|29VULN|3BELT|58DMG|6RCR|78ZMB|8BPWR|aAAC
251	31134 61623	   	177.39	DCR|2VULN|2DMG|2ZMB|1AAC	149LWND|28VULN|3BELT|59DMG|6RCR|79ZMB|9BPWR|aAAC
252	11124 11515	   	177.37	DCR|2VULN|1ASPD|1DMG|2DUR	1LHND|2aVULN|3BELT|4LEGI|5ASPD|6RCR|79DUR|8DMG
253	16132 13515	   	177.37	DCR|2VULN|1ASPD|1DMG|2DUR	1LHND|2BELT|3DMG|49DUR|5LEGI|6RCR|7aVULN|8ASPD
254	31124 11515	   	177.37	DCR|2VULN|1ASPD|1DMG|2DUR	1LWND|2aVULN|3BELT|4LEGI|5ASPD|6RCR|79DUR|8DMG
255	36132 13515	   	177.37	DCR|2VULN|1ASPD|1DMG|2DUR	1LWND|2BELT|3DMG|49DUR|5LEGI|6RCR|7aVULN|8ASPD
256	22611 14433	 * 	177.37	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1VENFST|2BEXP|3VULN|4ASPD|5DUST|6AART|7AAC|8CDMG|9RCR|aDMG
257	63613 23252	   	177.28	ACR|2VULN|2DMG|1AART|1CDMG	1CGEN|2RCR|3AART|4aFEWX|5LHND|6CDMG|7aVULN|8CANSTR|9aDMG|aBPWR
258	16111 66133	   	177.28	DCR|2DMG|1VULN|1ASPD|1CDMG	1LHND|2BELT|35DMG|4RPLT|6RCR|7ASPD|8VULN|9DUST|aCDMG
259	32636 23232	   	177.28	DCR|2DMG|1AART|1ASPD|1CDMG	1LWND|2ERES|3AART|4BELT|5aDMG|6RCR|7CDMG|8AME|9ASPD
260	11144 13223	   	177.25	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aRCVC
261	11144 13233	   	177.25	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aRCVC
262	31144 13223	   	177.25	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aRCVC
263	31144 13233	   	177.25	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aRCVC
264	43613 23252	   	177.18	ACR|2VULN|2DMG|1AART|1CDMG	1ERES|2RCR|3AART|4aFEWX|5LHND|6CDMG|7aVULN|8CANSTR|9aDMG|aBPWR
265	63333 35282	   	177.18	ACR|2VULN|2DMG|1AART|1CDMG	1aCGEN|2RCR|3MBVNT|4BEXP|5AART|6aVULN|7CDMG|8CANSTR|9aDMG|aBPWR
266	32636 23132	   	177.18	DCR|2DMG|1AART|1ASPD|1CDMG	1LWND|2ERES|3AART|4BELT|5aDMG|6RCR|7CDMG|8TLV|9ASPD
267	63263 36312	   	177.15	ACR|1SPLARM|2DMG|2ASPD|1VULN|1CDMG	18CGEN|2RCR|3aDMG|4SPLARM|5VULN|6aLIT|7CDMG|9aASPD|aBPWR
268	11144 13215	   	177.15	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aRCVC
269	31144 13215	   	177.15	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9DUST|aRCVC
270	61152 36131	   	177.09	DCR|1AART|1VULN|1ASPD|1DMG|1DUR|1SELL	1CGEN|2RCVC|3SELL|4VULN|5FEWX|6AART|7RCR|8ASPD|9DUR|aDMG
271	63243 51111	 * 	177.05	ACR|3DMG|1VULN|1ASPD|1CDMG|1DUR	1CGEN|2RCR|38aDMG|4FEWX|5DUR|6ASPD|7CDMG|9VULN
272	31253 11541	 * 	177.00	DCR|2VULN|1AART|2CDMG|2DUR	139LWND|29VULN|4LIT|57DUR|69CDMG|8AART|9BPWR|aRCR
273	63223 53111	   	176.95	ACR|3DMG|1VULN|1ASPD|1CDMG|1DUR	1CGEN|2RCR|38aDMG|4DUST|5DUR|6CDMG|7ASPD|9VULN
274	63313 34784	 * 	176.86	ACR|2VULN|1AART|1ASPD|1DMG|2DUR	1CGEN|2RCR|3MBVNT|48DUR|5AART|6aVULN|7ASPD|9DMG
275	62323 32385	   	176.80	DCR|2VULN|1AART|2CDMG|2DUR	19CGEN|29DUR|3MBVNT|4DUST|5AART|68VULN|79CDMG|9BPWR|aRCR
276	31134 61311	   	176.80	DCR|2VULN|2DMG|2ZMB	148LWND|2aVULN|3BELT|58DMG|6RCR|78ZMB|8BPWR|9RCVC
277	43363 31116	 * 	176.76	ACR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|2DUR	1ERES|2RCR|36DUR|46VULN|5MDPS|6BPWR|7aCDMG|8ASPD|9DMG
278	64211 31523	   	176.64	DCR|2VULN|1MDPS|2ASPD|1CDMG	136CGEN|2CDMG|47ASPD|56VULN|6BPWR|8RCR|9AME|aMDPS
279	41623 61322	   	176.62	DCR|2AART|2DMG|1VULN	17ERES|2RCVC|35AART|479LIT|67DMG|7BPWR|8VULN|aRCR
280	53523 41231	 * 	176.61	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1SELL	1SELL|24DUR|3AART|5ASPD|6RCR|79DUST|8CDMG|aVULN
281	56223 41231	 * 	176.61	DCR|1VULN|1AART|1ASPD|1CDMG|2DUR|1SELL	1SELL|2AART|34DUR|5ASPD|6RCR|79DUST|8CDMG|aVULN
282	62351 24445	 * 	176.49	DCR|2DMG|1VULN|1AART|2DUR	19CGEN|29DUR|3MBVNT|4LIT|5LHND|6AART|7RCR|89DMG|9BPWR|aVULN
283	62245 12123	   	176.43	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	16CGEN|2DUR|3DMG|4FEWX|5ZMB|7RCR|8VULN|9ASPD|aCDMG
284	11633 25532	   	176.36	DCR|3VULN|1AART|1CDMG	1LHND|278VULN|3RPLT|4AART|5RCVC|6CDMG|9ERES|aRCR
285	31633 25532	   	176.36	DCR|3VULN|1AART|1CDMG	1LWND|278VULN|3RPLT|4AART|5RCVC|6CDMG|9ERES|aRCR
286	11134 53522	 * 	176.34	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LHND|2VULN|3BELT|4LWND|57ASPD|6ZMB|8CDMG|9DMG|aRCR
287	26311 14312	   	176.29	DCR|2VULN|1AART|1DMG|2DUR	1VENFST|25DUR|3RPLT|4RCVC|67VULN|8DMG|9AART|aRCR
288	11124 53522	   	176.24	DCR|2ASPD|1VULN|1DMG|1CDMG|1ZMB	1LHND|2VULN|3BELT|4LEGI|57ASPD|6ZMB|8CDMG|9DMG|aRCR
289	11162 61321	   	176.24	DCR|3VULN|3ZMB|1AAC|1DUR	189LHND|289VULN|3BELT|4AAC|5DMSP|6RCR|789ZMB|89BPWR|aDUR
290	31162 61321	   	176.24	DCR|3VULN|3ZMB|1AAC|1DUR	189LWND|289VULN|3BELT|4AAC|5DMSP|6RCR|789ZMB|89BPWR|aDUR
291	12651 36131	   	176.23	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ERES|3AART|4TLV|5CDMG|6ZMB|7RCR|8ASPD|9DUR|aDMG
292	32651 36131	   	176.23	DCR|1AART|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1LWND|2ERES|3AART|4TLV|5CDMG|6ZMB|7RCR|8ASPD|9DUR|aDMG
293	63263 21325	   	176.09	ACR|1SPLARM|3DMG|1VULN|1AART|1ZMB	1CGEN|2RCR|379DMG|4SPLARM|5VULN|6ERES|8AART|aZMB
294	13214 51331	   	176.06	DCR|2VULN|2ASPD|1AART	1aLHND|236MLV|4aASPD|5AART|7aVULN|8DMSP|9RCR|aBPWR
295	13214 51431	   	176.06	DCR|2VULN|2ASPD|1AART	18aLHND|236MLV|4aASPD|5AART|7aVULN|9RCR|aBPWR
296	33214 51331	   	176.06	DCR|2VULN|2ASPD|1AART	1aLWND|236MLV|4aASPD|5AART|7aVULN|8DMSP|9RCR|aBPWR
297	62383 31233	   	176.05	DCR|1AART|1VULN|1ASPD|1CDMG|1ZMB|1DUR	1CGEN|2DUR|3MBVNT|4RPLT|5AART|6CDMG|7VULN|8ASPD|9RCR|aZMB
298	22615 26131	   	176.04	DCR|2VULN|2ASPD|1DMG	1VENFST|25BEXP|38VULN|4aASPD|6ERES|7RCR|9DMG
299	22614 26132	   	176.04	DCR|2VULN|2ASPD|1DMG	1VENFST|2BEXP|38VULN|45ASPD|6ERES|7RCR|9DMG|aBELT
300	53523 42323	 * 	176.02	DCR|2ASPD|1AART|1DMG|3DUR|1SELL	1SELL|247DUR|3AART|5aASPD|6RCR|8DLOT|9DMG
301	56223 42323	 * 	176.02	DCR|2ASPD|1AART|1DMG|3DUR|1SELL	1SELL|2AART|347DUR|5aASPD|6RCR|8DLOT|9DMG
302	21225 33135	   	176.02	DCR|3VULN|2ASPD|1DUR	1VENFST|2ERES|358VULN|4DUST|6DUR|79ASPD|aRCR
303	61111 36511	   	175.96	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9CDMG|aVENFST
304	61111 36513	   	175.96	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9CDMG|aLHND
305	61111 36532	   	175.96	DCR|2VULN|2ASPD|1CDMG|1SELL	1CGEN|27RCVC|3SELL|46ASPD|56VULN|6BPWR|8RCR|9LHND|aCDMG
306	11134 15263	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4LWND|5ASPD|6RCR|8AART|9RMIN|aDUR
307	11144 13221	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aFEWX
308	11144 13222	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aAME
309	11144 13224	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aLIT
310	11144 13225	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aBEXP
311	11144 13226	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aMLV
312	11144 13231	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aFEWX
313	11144 13234	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aLIT
314	11144 13235	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9MLV|aBEXP
315	11144 13236	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9aMLV
316	11144 13261	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LHND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9RMIN|aFEWX
317	31144 13221	   	175.94	DCR|2VULN|1AART|1ASPD|1DUR	1LWND|27VULN|3BELT|4DUR|5ASPD|6RCR|8AART|9CGEN|aFEWX
