0	Index      	 *	Score 	Summary	Detail	
1	25211 25162	 * 	208.87	DCR|3VULN|2AART|2DMG|1CDMG	19AART|2aDMG|357VULN|4ERES|6RCR|8CDMG
173	26226 16132	   	184.72	ACR|2AART|2VULN|2DMG|1DUR	1aAART|27CGEN|37VULN|4RCR|5LEGI|67DMG|7BPWR|8LIT|9DUR
174	25243 22133	   	184.67	DCR|3VULN|2AART|1DMG|1ASPD	14AART|2DMG|39aVULN|5CGEN|6RCR|7LIT|8ASPD
175	25322 13433	   	184.62	ACR|2AART|2DMG|2VULN|1ASPD	1aAART|26DMG|3LWND|4RCR|5LHND|78VULN|9ASPD
176	26123 16342	   	184.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9ZMB|aBELT
177	26323 16342	   	184.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9ZMB|aFEWX
178	26323 16343	   	184.37	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|27CGEN|3LWND|4RCR|57VULN|67DMG|7BPWR|8DUR|9ZMB|aLHND
179	26123 16343	   	184.27	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|27CGEN|3FEWX|4RCR|57VULN|67DMG|7BPWR|8DUR|9ZMB|aMBVNT
180	25122 12244	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3FEWX|4RCR|5LHND|7ASPD|8aVULN|9ZMB
181	25123 11135	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3FEWX|4RCR|5aVULN|7LIT|8ZMB|9DUR
182	25123 11525	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3FEWX|4RCR|5aVULN|7LIT|8DUR|9ZMB
183	25123 12344	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3FEWX|4RCR|5aVULN|7ASPD|8BEXP|9ZMB
184	25222 11133	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3aVULN|4RCR|5LHND|7LIT|8ZMB|9DUR
185	25222 11523	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3aVULN|4RCR|5LHND|7LIT|8DUR|9ZMB
186	25222 12344	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3aVULN|4RCR|5LHND|7ASPD|8BEXP|9ZMB
187	25223 42216	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|2aDMG|38VULN|4RCR|5aTLV|6ZMB|7ASPD|9aCGEN|aBPWR
188	25224 11135	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3aVULN|4RCR|5BEXP|7LIT|8ZMB|9DUR
189	25322 12244	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3LWND|4RCR|5LHND|7ASPD|8aVULN|9ZMB
190	25323 11133	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3LWND|4RCR|5aVULN|7LIT|8ZMB|9DUR
191	25323 11523	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3LWND|4RCR|5aVULN|7LIT|8DUR|9ZMB
192	25323 12344	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3LWND|4RCR|5aVULN|7ASPD|8BEXP|9ZMB
193	26123 13414	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2CGEN|3FEWX|4RCR|5aVULN|69DMG|7DUR|8ZMB
194	26222 13414	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2CGEN|3aVULN|4RCR|5LHND|69DMG|7DUR|8ZMB
195	26222 13641	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2CGEN|38VULN|4RCR|5LHND|6aDMG|7DUR|9ZMB
196	26323 13414	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2CGEN|3LWND|4RCR|5aVULN|69DMG|7DUR|8ZMB
197	26323 13641	   	184.17	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2CGEN|3LWND|4RCR|58VULN|6aDMG|7DUR|9ZMB
198	25123 13611	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3FEWX|4RCR|57VULN|8AIRHEL|9DUR|aZMB
199	25222 13611	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|37VULN|4RCR|5LHND|8AIRHEL|9DUR|aZMB
200	25224 13611	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|37VULN|4RCR|5BEXP|8AIRHEL|9DUR|aZMB
201	25323 13611	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3LWND|4RCR|57VULN|8AIRHEL|9DUR|aZMB
202	25121 12244	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3FEWX|4RCR|5DUST|7ASPD|8aVULN|9ZMB
203	25221 11135	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3aVULN|4RCR|5DUST|7LIT|8ZMB|9DUR
204	25221 11525	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3aVULN|4RCR|5DUST|7LIT|8DUR|9ZMB
205	25221 12344	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3aVULN|4RCR|5DUST|7ASPD|8BEXP|9ZMB
206	25223 33414	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|29DMG|3aVULN|4RCR|5TLV|6BEXP|7DUR|8ZMB
207	25223 33641	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2aDMG|38VULN|4RCR|5TLV|6BEXP|7DUR|9ZMB
208	25226 11133	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3aVULN|4RCR|5LEGI|7LIT|8ZMB|9DUR
209	25226 11523	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|3aVULN|4RCR|5LEGI|7LIT|8DUR|9ZMB
210	25321 12244	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1ASPD	1AART|26DMG|3LWND|4RCR|5DUST|7ASPD|8aVULN|9ZMB
211	26221 13414	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2CGEN|3aVULN|4RCR|5DUST|69DMG|7DUR|8ZMB
212	26221 13641	   	184.07	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2CGEN|38VULN|4RCR|5DUST|6aDMG|7DUR|9ZMB
213	25211 23344	   	184.02	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DMG|35aVULN|4ERES|6RCR|7LEGI|8DUR|9ZMB
214	21311 36636	   	184.01	DCR|3VULN|1AART|1DMG|2ASPD	1AART|25RCVC|39ASPD|469VULN|7RCR|89LIT|9BPWR|aDMG
215	25221 13431	   	183.97	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|37VULN|4RCR|5DUST|8DUR|9LSRHEA|aZMB
216	25221 13611	   	183.97	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|37VULN|4RCR|5DUST|8AIRHEL|9DUR|aZMB
217	25226 13611	   	183.97	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|26DMG|37VULN|4RCR|5LEGI|8AIRHEL|9DUR|aZMB
218	25223 43421	   	183.97	ACR|2VULN|2DMG|1AART|1ZMB|1DUR	1AART|2aDMG|37VULN|4RCR|5TLV|6ZMB|8DUR|9DUST
219	25211 22364	   	183.97	DCR|3VULN|2DMG|1AART	1AART|2aDMG|35aVULN|4ERES|6RCR|7LIT|8aCGEN|9RPLT|aBPWR
220	25211 21143	   	183.67	DCR|3VULN|2DMG|1AART	1AART|29DMG|35aVULN|4ERES|6RCR|7NUKE|8BEXP
221	25211 21243	   	183.57	DCR|3VULN|2DMG|1AART	1AART|29DMG|35aVULN|4ERES|6RCR|7NUKE|8DUST
222	25211 23243	   	183.57	DCR|3VULN|2DMG|1AART	1AART|29DMG|35aVULN|4ERES|6RCR|7LEGI|8TLV
223	25211 43623	   	183.51	DCR|3VULN|2DMG|1AART|1ASPD	1AART|27DMG|35aVULN|4ERES|6RPLT|8ASPD|9RCR
224	51121 16122	 * 	183.22	DCR|4VULN|2DMG|3DUR	13aDUR|2BEXP|4aDMG|589aVULN|6RPLT|7RCR|aBPWR
225	25323 62513	 * 	182.69	ACR|3DMG|2AART|1VULN|1DUR	1aAART|289DMG|3LWND|4RCR|5VULN|6LHND|7DUR
226	25243 26331	   	182.66	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	14AART|2DMG|39VULN|5CGEN|6RCR|7FLTHEA|8DUR|aLHND
227	25243 26332	   	182.66	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	14AART|2DMG|39VULN|5CGEN|6RCR|7FLTHEA|8DUR|aFEWX
228	25241 33513	   	182.57	DCR|3VULN|2AART|1DMG|1DUR	14AART|2DMG|36aVULN|5RCVC|7DUR|8RCR|9DUST
229	25211 26341	   	182.56	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	19AART|2DMG|35VULN|4ERES|6RCR|7FLTHEA|8DUR|aLHND
230	25211 26342	   	182.56	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	19AART|2DMG|35VULN|4ERES|6RCR|7FLTHEA|8DUR|aFEWX
231	25243 26322	   	182.56	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	14AART|2DMG|3aVULN|5CGEN|6RCR|7FLTHEA|8DUR|9CANHEL
232	25243 26333	   	182.56	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	14AART|2DMG|39VULN|5CGEN|6RCR|7FLTHEA|8DUR|aDUST
233	25211 26343	   	182.46	DCR|2AART|2VULN|1DMG|1FLTHEA|1DUR	19AART|2DMG|35VULN|4ERES|6RCR|7FLTHEA|8DUR|aDUST
234	26222 16341	   	182.44	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|27CGEN|3VULN|4RCR|57LHND|67aDMG|7BPWR|8DUR|9ZMB
235	25241 36111	   	182.40	DCR|3VULN|3AART|1DMG	148AART|2DMG|36aVULN|5RCVC|7RCR|9LHND
236	26221 16341	   	182.24	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|27CGEN|3VULN|4RCR|57DUST|67aDMG|7BPWR|8DUR|9ZMB
237	26123 13411	   	182.24	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3FEWX|4RCR|5VULN|69aDMG|7DUR|8ZMB
238	26222 13411	   	182.24	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3VULN|4RCR|5LHND|69aDMG|7DUR|8ZMB
239	26224 13411	   	182.24	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3VULN|4RCR|5BEXP|69aDMG|7DUR|8ZMB
240	26323 13411	   	182.24	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3LWND|4RCR|5VULN|69aDMG|7DUR|8ZMB
241	21312 36625	   	182.21	DCR|4VULN|1AART|1CDMG|1ASPD	1AART|2RCVC|3ASPD|456aVULN|7RCR|8LIT|9CDMG
242	25223 33411	   	182.14	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|29aDMG|3VULN|4RCR|5TLV|6BEXP|7DUR|8ZMB
243	25223 42213	   	182.14	ACR|3VULN|1AART|1DMG|1ZMB|1ASPD	1AART|2DMG|38aVULN|4RCR|5TLV|6ZMB|7ASPD|9CGEN
244	26221 13411	   	182.14	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3VULN|4RCR|5DUST|69aDMG|7DUR|8ZMB
245	26226 13411	   	182.14	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|2CGEN|3VULN|4RCR|5LEGI|69aDMG|7DUR|8ZMB
246	25211 26311	   	182.12	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2DMG|35VULN|4ERES|6RCR|7FLTHEA|8DUR|9CGEN|aZMB
247	25483 13222	   	182.12	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1AART|24DMG|3MBVNT|5ZMB|6RCR|7LHND|8VULN|9CDMG|aDUR
248	25123 13313	   	182.09	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3aFEWX|4RCR|57VULN|8MLV|9aCGEN|aBPWR
249	25222 63316	   	182.09	ACR|3VULN|2DMG|1AART	1AART|2aDMG|37aVULN|4RCR|56LHND|8MLV|9aCGEN|aBPWR
250	25323 13316	   	182.09	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3aLWND|4RCR|57VULN|8MLV|9aCGEN|aBPWR
251	25223 53411	   	182.04	ACR|3DMG|1AART|1VULN|1ZMB|1DUR	1AART|29aDMG|3VULN|4RCR|5TLV|6DUST|7DUR|8ZMB
252	25243 25121	   	182.04	DCR|2AART|2VULN|1DMG|2CDMG	14AART|2DMG|37VULN|5CGEN|6RCR|89CDMG|aBEXP
253	25211 26511	   	182.02	DCR|2VULN|1AART|1DMG|1FLTHEA|1ZMB|1DUR	1AART|2DMG|35VULN|4ERES|6RCR|7FLTHEA|8TLV|9DUR|aZMB
254	25123 16213	   	181.99	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3aFEWX|4RCR|58VULN|7TLV|9aCGEN|aBPWR
255	25226 13316	   	181.99	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5LEGI|8aMLV|9aCGEN|aBPWR
256	25323 16216	   	181.99	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3aLWND|4RCR|58VULN|7TLV|9aCGEN|aBPWR
257	26123 16242	   	181.99	ACR|3DMG|2VULN|1AART	1AART|27aCGEN|3FEWX|4RCR|57VULN|679DMG|7BPWR|8TLV
258	26123 16243	   	181.99	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3FEWX|4RCR|57VULN|679DMG|7BPWR|8TLV|aLIT
259	26123 16251	   	181.99	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3FEWX|4RCR|57VULN|67aDMG|7BPWR|8TLV|9LWND
260	26323 16242	   	181.99	ACR|3DMG|2VULN|1AART	1AART|27aCGEN|3LWND|4RCR|57VULN|679DMG|7BPWR|8TLV
261	26323 16243	   	181.99	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3LWND|4RCR|57VULN|679DMG|7BPWR|8TLV|aLIT
262	26323 16251	   	181.99	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3LWND|4RCR|57VULN|67aDMG|7BPWR|8TLV|9LHND
263	21313 25163	   	181.96	DCR|3VULN|2AART|1CDMG|1ASPD	19AART|2RCVC|3ASPD|47aVULN|5CGEN|6RCR|8CDMG
264	21324 25163	   	181.96	DCR|3VULN|2AART|1CDMG|1ASPD	19AART|2RCVC|3ASPD|4CGEN|57aVULN|6RCR|8CDMG
265	25243 25123	   	181.94	DCR|2AART|2VULN|1DMG|2CDMG	14AART|2DMG|37VULN|5CGEN|6RCR|89CDMG|aMBVNT
266	25123 13142	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8BEXP|aCGEN
267	25123 13144	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|3aFEWX|4RCR|57VULN|8BEXP
268	25123 13146	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8BEXP|aMLV
269	25123 13151	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|57VULN|8BEXP|9LWND
270	25123 13154	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|57aVULN|8BEXP|9LWND
271	25123 13165	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|57aVULN|8BEXP|9LIT
272	25123 61531	   	181.89	ACR|3DMG|2VULN|1AART	1AART|28aDMG|3FEWX|4RCR|59VULN|6LHND|7LWND
273	25123 61611	   	181.89	ACR|3DMG|2VULN|1AART	1AART|29aDMG|3FEWX|4RCR|58VULN|6LHND|7LWND
274	25123 61631	   	181.89	ACR|3VULN|2DMG|1AART	1AART|2aDMG|3FEWX|4RCR|589VULN|6LHND|7LWND
275	25222 13142	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8BEXP|aCGEN
276	25222 13144	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8BEXP|aFEWX
277	25222 13151	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5LHND|8BEXP|9LWND
278	25222 13154	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|8BEXP|9LWND
279	25222 13165	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|8BEXP|9LIT
280	25222 13313	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|8MLV|9CGEN
281	25222 63143	   	181.89	ACR|3VULN|2DMG|1AART	1AART|29DMG|37aVULN|4RCR|56LHND|8BEXP
282	25224 13142	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5BEXP|8FEWX|aCGEN
283	25224 13151	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5BEXP|8FEWX|9LWND
284	25224 13313	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5BEXP|8MLV|9CGEN
285	25323 13142	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8BEXP|aCGEN
286	25323 13144	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|57VULN|8BEXP|aFEWX
287	25323 13153	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|39LWND|4RCR|57aVULN|8BEXP
288	25323 13161	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|57VULN|8BEXP|9FEWX
289	25323 13164	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|57aVULN|8BEXP|9FEWX
290	25323 13313	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|3LWND|4RCR|57aVULN|8MLV|9CGEN
291	25323 13356	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3aLWND|4RCR|57VULN|8MLV|9aTLV|aBPWR
292	25122 13331	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|5LHND|79VULN|8LWND
293	25122 13334	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|5LHND|79aVULN|8LWND
294	25122 13442	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|5LHND|78VULN|aCGEN
295	25122 13451	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|5LHND|78VULN|9LWND
296	25322 13442	   	181.89	ACR|3DMG|2VULN|1AART	1AART|269DMG|3LWND|4RCR|5LHND|78VULN|aCGEN
297	25322 13453	   	181.89	ACR|3VULN|2DMG|1AART	1AART|26DMG|39LWND|4RCR|5LHND|78aVULN
298	25322 13461	   	181.89	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3LWND|4RCR|5LHND|78VULN|9FEWX
299	26123 16221	   	181.89	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3FEWX|4RCR|57VULN|67aDMG|7BPWR|8TLV|9DUST
300	26123 16224	   	181.89	ACR|3VULN|2DMG|1AART	1AART|27CGEN|3FEWX|4RCR|57aVULN|67DMG|7BPWR|8TLV|9DUST
301	26123 16241	   	181.89	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3FEWX|4RCR|57VULN|679DMG|7BPWR|8TLV|aERES
302	26123 16632	   	181.89	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3FEWX|4RCR|57VULN|67aDMG|7BPWR|8DUST|9LSRHEA
303	26323 16221	   	181.89	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3LWND|4RCR|57VULN|67aDMG|7BPWR|8TLV|9DUST
304	26323 16224	   	181.89	ACR|3VULN|2DMG|1AART	1AART|27CGEN|3LWND|4RCR|57aVULN|67DMG|7BPWR|8TLV|9DUST
305	26323 16241	   	181.89	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3LWND|4RCR|57VULN|679DMG|7BPWR|8TLV|aERES
306	26323 16632	   	181.89	ACR|3DMG|2VULN|1AART	1AART|27CGEN|3LWND|4RCR|57VULN|67aDMG|7BPWR|8DUST|9LSRHEA
307	25121 13442	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|5DUST|78VULN|aCGEN
308	25121 13451	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|5DUST|78VULN|9LWND
309	25123 13121	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|57VULN|8BEXP|9DUST
310	25123 13124	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|57aVULN|8BEXP|9DUST
311	25123 13141	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8BEXP|aERES
312	25123 13143	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8BEXP|aDUST
313	25123 13242	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8DUST|aCGEN
314	25123 13244	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3aFEWX|4RCR|57VULN|8DUST
315	25123 13246	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|3FEWX|4RCR|57VULN|8DUST|aMLV
316	25123 13251	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|3FEWX|4RCR|57VULN|8DUST|9LWND
317	25123 13254	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|57aVULN|8DUST|9LWND
318	25123 13265	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|57aVULN|8DUST|9LIT
319	25123 13662	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|579VULN|8AIRHEL|aLWND
320	25123 13663	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|3FEWX|4RCR|579VULN|8AIRHEL|aRPLT
321	25123 63611	   	181.79	ACR|3DMG|2VULN|1AART	1AART|29aDMG|3FEWX|4RCR|58VULN|6LHND|7DUST
322	25221 13142	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5DUST|8FEWX|aCGEN
323	25221 13144	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5DUST|8aFEWX
324	25221 13146	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5DUST|8FEWX|aMLV
325	25221 13151	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5DUST|8FEWX|9LWND
326	25221 13154	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5DUST|8FEWX|9LWND
327	25221 13165	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5DUST|8FEWX|9LIT
328	25221 13542	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5DUST|8BEXP|aCGEN
329	25221 13551	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5DUST|8BEXP|9LWND
330	25221 51611	   	181.79	ACR|3DMG|2VULN|1AART	1AART|29aDMG|38VULN|4RCR|5DUST|6FEWX|7LWND
331	25221 52611	   	181.79	ACR|3DMG|2VULN|1AART	1AART|29aDMG|38VULN|4RCR|5DUST|6FEWX|7LHND
332	25221 61531	   	181.79	ACR|3DMG|2VULN|1AART	1AART|28aDMG|39VULN|4RCR|5DUST|6LHND|7LWND
333	25221 61611	   	181.79	ACR|3DMG|2VULN|1AART	1AART|29aDMG|38VULN|4RCR|5DUST|6LHND|7LWND
334	25221 61631	   	181.79	ACR|3VULN|2DMG|1AART	1AART|2aDMG|389VULN|4RCR|5DUST|6LHND|7LWND
335	25222 13121	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5LHND|8BEXP|9DUST
336	25222 13124	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|8BEXP|9DUST
337	25222 13141	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8BEXP|aERES
338	25222 13143	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8BEXP|aDUST
339	25222 13146	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8BEXP|aAIRHEA
340	25222 13242	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8DUST|aCGEN
341	25222 13244	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5LHND|8DUST|aFEWX
342	25222 13251	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5LHND|8DUST|9LWND
343	25222 13254	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|8DUST|9LWND
344	25222 13265	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5LHND|8DUST|9LIT
345	25222 13661	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|379VULN|4RCR|5LHND|8AIRHEL|aDMSP
346	25222 13663	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|379VULN|4RCR|5LHND|8AIRHEL|aLIT
347	25222 16213	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|38aVULN|4RCR|5LHND|7TLV|9CGEN
348	25222 63243	   	181.79	ACR|3VULN|2DMG|1AART	1AART|29DMG|37aVULN|4RCR|56LHND|8DUST
349	25223 13143	   	181.79	ACR|3VULN|2DMG|1AART	1AART|29DMG|37aVULN|4RCR|5TLV|6CGEN|8BEXP
350	25223 13613	   	181.79	ACR|3VULN|2DMG|1AART	1AART|28DMG|37aVULN|4RCR|58TLV|68CGEN|8BPWR|9DUST
351	25224 13121	   	181.79	ACR|3DMG|2VULN|1AART	1AART|26aDMG|37VULN|4RCR|5BEXP|8FEWX|9DUST
352	25224 13124	   	181.79	ACR|3VULN|2DMG|1AART	1AART|26DMG|37aVULN|4RCR|5BEXP|8FEWX|9DUST
353	25224 13141	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5BEXP|8FEWX|aERES
354	25224 13143	   	181.79	ACR|3DMG|2VULN|1AART	1AART|269DMG|37VULN|4RCR|5BEXP|8FEWX|aDUST
